FCSC,Fibrocell Science Inc - Common Stock,NASDAQ
0.85,0.85,0.89,0.81
0.85,0.79,0.88,0.77
0.76,0.77,0.80,0.76
0.78,0.80,0.82,0.76
0.77,0.77,0.80,0.76
0.75,0.67,0.80,0.63
0.66,0.62,0.69,0.59
0.65,0.67,0.68,0.63
0.69,0.66,0.69,0.62
0.65,0.68,0.69,0.65
0.65,0.74,0.74,0.65
0.74,0.74,0.77,0.73
0.74,0.75,0.78,0.74
0.74,0.69,0.77,0.67
0.66,0.67,0.70,0.66
0.65,0.62,0.68,0.61
0.65,0.65,0.66,0.62
0.65,0.63,0.67,0.62
0.62,0.66,0.67,0.62
0.67,0.68,0.72,0.67
0.80,0.85,1.17,0.79
0.85,0.89,0.89,0.80
0.92,0.86,0.92,0.82
0.84,0.85,0.85,0.82
0.85,0.80,0.87,0.80
0.84,0.85,0.86,0.78
0.87,0.84,0.87,0.81
