SYN,Synthetic Biologics,NASDAQ
0.83,0.81,0.84,0.80
0.80,0.81,0.83,0.78
0.81,0.87,0.88,0.81
0.88,0.85,0.88,0.84
0.88,0.86,0.88,0.84
0.87,0.86,0.87,0.85
0.85,0.84,0.87,0.84
0.87,0.83,0.87,0.83
0.87,0.86,0.87,0.83
0.87,0.90,0.90,0.86
0.92,0.85,0.92,0.85
0.86,0.82,0.87,0.81
0.83,0.85,0.87,0.83
0.84,0.83,0.85,0.82
0.82,0.78,0.83,0.78
0.79,0.76,0.81,0.74
0.74,0.76,0.78,0.74
0.80,0.87,0.88,0.79
0.88,0.88,0.89,0.83
0.99,0.89,1.03,0.88
0.92,0.89,0.92,0.89
0.90,0.89,0.94,0.85
0.94,0.87,0.94,0.85
0.89,0.87,0.89,0.82
0.84,0.84,0.87,0.84
0.88,0.87,0.88,0.84
