JBHT,J.B. Hunt Transport Services,NASDAQ
71.86,70.80,72.00,70.60
71.01,69.68,71.31,69.43
68.69,68.61,69.18,67.97
69.30,69.23,69.86,69.03
70.02,70.39,70.89,69.60
70.88,71.36,71.84,70.41
71.48,72.24,72.36,71.28
72.71,73.49,73.92,72.42
73.23,73.23,73.95,73.01
72.53,73.30,73.82,72.51
73.55,74.77,75.00,73.48
75.23,75.14,75.76,74.87
75.44,76.29,76.88,75.24
76.04,76.56,76.74,75.55
77.29,76.90,77.76,76.82
76.40,75.73,76.50,75.47
73.52,76.22,76.60,73.01
76.53,75.48,77.56,75.18
75.35,74.86,75.89,74.49
74.77,75.61,75.99,74.77
75.44,75.46,75.97,75.15
75.03,74.88,75.67,74.84
75.24,74.60,75.24,74.51
74.54,74.04,75.09,73.89
74.03,74.50,74.78,73.75
73.98,75.01,75.09,73.91
74.44,74.69,75.08,74.44
75.13,74.60,75.28,74.26
74.80,74.93,75.50,74.62
75.88,77.78,78.39,75.83
77.75,77.44,78.16,77.06
77.18,77.39,77.62,76.85
76.99,75.95,77.31,75.84
75.59,75.17,76.03,74.71
75.38,75.92,76.14,75.02
75.80,75.71,76.23,75.34
75.16,76.19,76.34,75.04
76.13,75.47,76.41,75.22
75.74,74.46,75.74,74.33
74.00,73.09,74.46,72.85
72.98,73.13,73.68,72.85
73.03,72.85,73.63,72.81
72.81,73.72,73.94,72.56
73.34,73.16,73.81,72.75
73.43,74.33,75.00,73.06
74.34,74.56,74.95,73.79
74.68,74.70,75.17,74.28
73.70,73.33,74.01,72.96
73.00,72.89,73.39,72.12
72.99,73.14,74.08,72.56
73.34,72.00,73.70,71.87
72.83,71.71,73.62,71.26
71.67,72.45,72.54,71.55
72.60,72.81,73.01,72.34
72.87,73.18,73.99,72.42
73.48,73.66,74.24,73.18
74.04,74.99,75.00,74.02
74.50,74.50,75.09,74.42
74.32,74.32,74.60,74.18
74.54,74.04,74.74,73.71
76.00,74.45,76.00,74.16
74.10,73.98,74.24,73.42
74.16,74.15,74.37,73.56
74.46,74.33,74.46,73.92
74.00,74.92,75.28,74.00
74.90,74.21,74.91,74.10
74.21,73.29,74.55,73.14
73.18,71.81,73.41,71.66
73.17,71.90,73.17,71.59
71.83,72.34,72.55,71.26
71.62,72.93,73.23,71.62
73.63,73.49,74.25,73.16
73.07,73.55,73.59,72.65
73.46,72.44,73.64,72.25
72.34,72.92,72.94,71.77
72.22,72.16,72.62,71.78
72.05,71.37,72.40,71.32
71.42,70.83,71.63,70.63
71.48,72.14,72.23,70.60
73.43,74.00,74.67,72.98
74.06,73.18,74.50,73.02
72.94,72.75,74.60,72.01
72.99,73.79,73.84,72.73
73.11,74.66,74.74,72.93
74.72,75.79,75.86,74.47
75.86,75.34,76.11,74.99
75.67,74.90,76.07,74.85
74.70,74.83,75.07,73.89
74.77,75.19,75.26,74.32
75.29,74.77,75.51,74.49
74.60,74.35,75.30,74.23
74.65,74.70,74.99,74.26
74.95,75.33,75.55,74.87
75.45,75.03,75.57,74.50
75.16,75.00,75.79,74.66
78.65,75.91,78.65,75.15
75.62,75.05,75.90,75.02
74.48,73.20,74.82,73.16
73.69,72.95,73.85,72.70
72.84,73.20,73.50,72.80
73.33,73.21,73.44,72.87
73.19,73.74,73.80,72.81
73.01,72.71,73.79,72.66
72.93,72.30,73.09,72.23
72.35,73.96,74.00,72.11
74.28,73.70,74.41,73.55
73.49,72.68,73.72,72.52
72.67,72.37,72.78,72.20
72.13,72.96,73.00,72.13
72.99,73.30,73.35,72.66
73.71,74.43,74.58,73.45
74.80,74.97,75.00,74.34
75.10,74.99,75.17,74.58
75.13,75.19,75.42,74.91
75.68,76.01,76.17,74.91
75.72,75.83,76.16,75.57
75.29,75.83,76.14,74.97
75.86,76.01,76.51,75.66
76.63,76.73,76.99,76.17
77.00,76.86,77.31,76.77
76.64,76.26,76.86,76.19
76.15,75.24,76.40,75.10
75.20,74.61,75.49,73.70
74.92,74.22,75.15,74.02
74.44,75.46,75.49,74.44
75.60,75.28,75.84,75.03
75.38,76.71,76.74,75.14
76.33,76.02,76.86,75.78
76.39,76.44,76.46,75.93
76.97,77.16,77.39,76.39
77.03,77.27,77.39,76.96
77.41,77.43,78.16,77.22
77.63,77.45,77.93,77.19
77.52,77.31,77.52,76.93
77.05,77.30,77.50,76.92
77.17,76.60,77.29,76.26
76.87,77.29,77.43,76.60
77.67,76.62,77.93,76.46
77.19,77.30,77.72,76.81
77.28,77.15,77.50,76.57
77.13,77.48,77.50,76.73
77.83,79.23,79.26,77.57
79.17,77.80,79.27,77.70
78.15,78.40,78.75,78.01
78.42,79.18,79.51,78.20
78.98,78.51,79.00,78.21
77.45,77.59,77.79,76.95
79.09,79.06,79.57,78.46
79.89,79.29,79.89,78.68
78.11,78.49,79.17,77.60
78.25,76.30,78.40,76.30
76.42,74.75,76.44,74.56
74.47,74.73,75.88,74.10
74.25,74.28,74.92,73.67
74.95,75.51,75.99,74.51
74.66,75.05,75.58,74.25
75.26,72.40,75.60,72.28
72.74,73.09,73.27,72.12
72.75,73.48,73.69,72.39
73.61,74.13,74.59,73.19
74.13,73.92,74.57,73.63
72.92,73.22,73.65,72.88
72.93,73.24,73.73,72.56
73.29,73.25,73.58,72.27
72.82,73.43,73.64,72.68
73.21,72.78,73.61,72.71
72.66,72.31,73.11,71.98
73.57,71.42,73.57,71.36
71.50,71.65,71.85,70.73
71.63,72.00,72.45,71.54
72.00,71.65,72.68,71.65
71.78,71.83,72.08,70.97
72.15,71.11,72.39,71.05
71.13,71.13,71.45,70.79
71.02,71.87,72.51,71.01
71.32,71.16,71.56,70.88
72.01,72.30,72.79,71.89
72.49,72.71,72.85,72.17
72.57,73.84,73.87,72.37
74.19,74.39,74.81,73.89
74.04,74.18,74.79,73.88
74.16,73.08,74.38,73.01
72.78,72.75,73.21,72.52
72.84,71.90,73.27,71.55
71.81,71.45,72.36,71.35
71.96,71.50,72.41,71.29
71.52,70.98,71.86,70.94
70.74,70.99,71.40,70.64
70.69,70.20,70.82,69.94
70.33,70.11,71.17,70.03
70.22,69.97,70.52,69.50
70.43,69.80,70.87,69.33
69.87,69.75,70.78,69.56
69.53,69.97,70.08,69.51
69.89,69.97,70.52,69.85
70.29,71.92,72.01,70.26
72.10,73.03,73.05,72.00
72.79,74.18,74.20,72.72
73.70,73.80,74.13,73.55
74.05,73.35,74.25,73.27
72.94,72.04,73.33,71.94
71.82,72.30,72.34,71.76
72.53,72.82,72.87,72.06
72.84,71.96,73.07,71.76
71.75,71.51,72.38,71.45
73.61,74.29,76.12,72.16
74.83,74.41,74.91,73.29
74.92,75.80,75.82,74.48
75.62,75.81,76.27,75.41
75.84,76.39,76.44,75.46
76.46,76.79,77.01,75.87
76.72,76.15,76.99,75.87
76.34,76.04,76.41,75.38
75.98,75.48,76.07,75.12
75.64,75.46,76.43,75.29
75.71,75.49,76.11,75.07
75.69,76.10,76.49,75.42
76.24,77.10,77.18,75.62
77.00,76.94,77.86,76.89
76.44,76.57,76.91,75.93
76.24,76.53,77.02,76.17
76.44,76.55,77.01,75.65
76.57,75.80,77.19,75.76
75.65,75.76,75.90,75.20
75.96,76.91,76.96,75.96
77.00,77.46,77.50,76.76
77.23,77.07,77.45,76.95
76.89,76.97,77.16,76.29
77.05,76.89,77.11,76.40
76.81,77.66,77.90,76.61
77.74,76.98,77.84,76.42
77.17,76.59,77.49,76.19
76.65,77.48,77.64,76.33
77.75,77.22,77.81,76.82
77.66,77.00,77.66,76.63
77.00,77.59,77.90,76.60
77.88,77.84,77.94,77.44
77.71,77.66,77.90,77.20
77.29,77.60,77.76,76.72
77.12,76.81,77.70,76.70
76.73,76.88,77.06,76.57
77.32,76.88,77.38,76.46
76.97,76.90,77.32,76.27
77.08,77.41,78.04,76.76
77.47,77.00,78.07,76.77
76.73,76.34,76.95,76.25
76.32,75.35,76.32,74.94
75.43,75.60,75.78,75.10
75.65,75.58,76.04,75.33
75.25,75.84,76.38,75.01
76.04,76.34,76.60,75.88
76.40,76.46,76.65,75.89
76.51,77.00,77.20,76.43
77.22,76.11,77.22,75.82
76.06,75.14,76.57,74.96
75.05,75.45,75.93,74.93
75.35,73.52,75.47,73.36
73.12,73.48,73.87,72.97
73.57,73.78,74.06,73.28
74.26,73.37,74.29,73.27
73.09,73.76,73.78,73.09
73.94,74.21,74.34,73.66
74.32,74.24,74.57,73.50
74.01,73.88,74.49,73.65
73.98,74.14,74.41,73.26
73.30,73.47,73.84,73.01
73.29,73.89,74.03,73.05
74.08,74.29,74.58,73.96
73.43,76.94,77.00,72.94
78.54,78.41,79.79,77.57
77.96,77.58,78.25,77.47
77.51,78.14,78.70,77.35
77.74,78.08,78.28,77.62
78.25,78.98,79.62,78.11
79.49,78.95,79.49,78.39
78.88,79.72,79.73,78.63
79.30,79.23,79.54,79.16
79.27,79.08,79.36,78.72
79.01,78.26,79.09,78.21
78.13,78.50,78.80,78.08
77.81,77.26,78.46,77.21
76.78,76.24,77.21,76.18
76.41,76.15,76.41,75.46
76.01,76.04,76.54,75.62
75.77,75.46,75.82,75.26
75.48,75.01,75.94,74.96
75.06,76.10,76.12,74.99
76.50,76.31,76.95,76.20
76.16,76.30,76.61,76.00
76.50,76.29,76.87,76.21
76.17,75.60,76.35,75.36
75.83,75.57,76.03,74.91
76.01,77.04,77.13,75.51
77.41,76.92,77.41,76.60
76.69,76.16,76.89,75.96
76.49,76.13,76.53,75.95
76.24,75.83,76.33,75.27
76.33,76.44,76.49,76.08
76.63,75.61,76.69,75.48
75.69,75.04,76.06,74.15
75.02,75.67,75.73,74.64
75.94,75.55,75.95,75.40
73.94,76.02,76.37,73.94
76.46,76.02,76.47,75.75
76.28,76.94,76.98,75.83
76.71,76.93,77.00,76.55
77.05,76.74,77.20,76.59
76.62,76.05,76.87,75.93
75.93,75.02,76.20,74.63
74.64,75.26,75.34,74.39
75.38,75.36,75.82,75.03
74.00,74.72,75.04,74.00
74.63,74.63,75.00,74.42
74.83,74.11,75.37,74.09
74.17,73.95,74.41,73.79
74.21,74.42,74.92,74.16
74.20,73.63,74.38,73.59
73.38,72.93,73.68,72.88
73.13,72.75,73.13,72.37
72.49,72.85,73.15,71.73
73.07,74.21,74.43,72.90
73.57,74.00,74.10,73.03
73.90,74.05,74.28,73.28
74.33,73.32,74.34,73.20
73.46,74.58,74.72,73.27
75.20,75.70,75.83,74.86
75.70,74.69,76.09,74.37
74.32,73.08,74.32,73.06
73.09,74.31,74.50,72.68
74.10,73.05,74.16,73.02
72.83,72.08,73.06,71.99
72.23,71.30,72.52,71.00
74.37,73.47,76.36,72.79
72.79,73.65,73.80,71.68
72.89,74.72,75.50,72.40
75.24,74.91,75.55,74.29
74.63,74.86,75.61,74.63
75.26,76.94,76.98,74.87
76.92,76.78,77.35,76.52
77.41,77.54,77.95,77.00
77.68,77.34,77.88,77.05
77.25,78.28,78.30,76.99
78.85,78.86,79.28,78.43
78.77,79.17,79.41,78.16
78.96,78.48,79.53,77.77
79.29,79.77,79.82,78.66
79.41,80.05,80.33,79.07
80.31,82.01,82.28,80.05
82.56,80.84,82.75,80.33
80.84,81.11,81.18,80.69
79.03,79.96,80.68,79.02
80.18,81.12,81.14,79.82
80.00,80.25,81.19,79.61
80.18,81.30,81.54,79.71
81.33,80.53,81.76,80.23
80.50,80.36,81.28,80.05
80.50,79.76,80.92,79.65
79.86,79.93,80.18,79.71
79.74,80.12,80.39,79.36
79.57,81.01,81.03,79.57
81.51,81.48,81.70,80.92
81.77,81.84,82.00,81.25
81.91,81.46,82.40,81.35
81.74,81.82,82.48,81.72
82.26,82.53,84.04,82.26
82.16,80.70,82.39,80.30
80.87,81.28,82.02,80.87
81.19,81.15,81.59,80.95
81.02,81.27,81.53,80.58
81.66,81.41,82.26,81.13
81.41,80.61,81.82,80.02
79.58,80.43,80.63,79.47
81.02,79.95,81.02,79.75
80.41,80.52,81.50,80.12
80.25,82.16,82.77,80.24
83.03,83.01,83.96,82.23
82.45,82.31,83.63,82.05
82.23,83.10,83.24,80.53
84.00,84.38,84.50,82.80
84.38,83.83,84.80,83.64
83.97,84.48,84.67,83.58
84.85,84.93,85.00,84.02
84.87,84.91,85.54,84.65
84.96,84.92,85.47,84.81
84.76,85.00,85.19,84.56
85.00,84.68,85.29,84.57
84.98,84.25,85.47,84.13
84.61,83.22,85.46,82.34
82.59,81.85,82.69,81.26
82.24,80.44,82.31,79.71
81.00,80.31,81.07,79.83
80.65,81.26,81.44,80.29
81.64,80.81,81.70,80.61
80.67,79.87,81.01,79.80
80.24,80.08,80.70,79.53
78.27,78.41,78.67,77.50
78.78,78.28,79.00,77.93
78.32,79.82,79.88,78.09
80.34,81.48,81.77,79.82
81.10,82.04,82.10,80.89
83.10,84.23,85.32,82.75
82.94,83.02,83.90,82.82
83.19,82.74,83.81,82.25
81.75,81.67,82.34,81.10
82.19,80.50,82.54,80.27
80.50,80.15,80.51,79.54
79.69,79.61,80.38,79.56
80.00,81.22,81.25,79.53
81.25,82.00,82.02,80.95
81.95,82.00,82.58,81.40
82.45,83.18,83.39,82.08
83.11,82.03,83.39,81.59
81.59,81.17,82.12,80.76
81.50,81.11,81.79,80.65
81.11,81.00,81.83,80.92
81.15,81.79,82.15,81.13
81.84,82.88,82.88,81.50
82.82,83.24,83.52,82.71
82.93,83.14,83.48,82.48
82.80,82.90,83.88,82.61
82.96,85.15,85.19,82.05
84.94,85.81,85.84,84.84
85.95,86.30,86.36,85.59
86.15,86.03,86.64,85.93
86.00,86.02,86.85,85.52
86.10,85.50,86.22,85.50
85.26,85.57,86.42,85.26
85.00,84.80,85.45,84.40
84.43,83.88,84.48,83.65
83.93,84.41,84.44,83.50
84.49,84.57,85.07,84.06
84.57,84.53,84.86,84.02
83.82,83.77,84.48,82.90
84.65,86.80,86.88,83.98
87.46,86.41,87.90,86.21
86.41,86.76,86.98,85.89
87.29,89.30,89.35,86.62
88.85,88.74,89.14,88.17
88.69,89.26,89.74,88.10
89.52,88.55,89.97,88.33
89.03,90.01,90.46,88.75
89.80,88.86,89.88,88.80
88.74,87.76,88.82,87.69
87.96,85.66,87.96,85.61
85.42,85.39,85.86,84.76
85.48,84.79,85.56,84.71
85.39,85.33,85.76,85.09
84.87,85.40,85.54,84.87
85.46,85.24,85.67,83.98
85.46,84.17,85.81,84.13
83.75,84.77,85.68,83.57
84.72,84.69,85.28,84.62
84.97,86.16,86.18,84.74
85.92,86.45,86.58,85.84
86.78,87.67,87.73,86.55
87.95,87.73,88.18,87.50
88.79,91.82,92.50,88.58
92.45,91.70,93.50,91.54
91.77,91.32,92.20,91.02
90.75,90.18,90.94,89.85
92.21,91.50,92.28,90.84
91.99,92.00,92.44,91.77
92.39,91.78,92.39,91.23
91.75,91.47,92.15,91.16
91.75,90.93,91.75,90.75
90.95,89.26,91.00,89.12
88.81,89.13,89.86,88.42
89.08,87.80,89.08,87.79
87.58,87.20,88.27,86.86
87.52,88.13,88.42,87.43
88.25,88.29,89.39,88.21
88.15,87.11,88.35,86.94
87.30,87.21,87.75,86.69
87.02,87.31,87.88,86.88
87.99,87.43,88.62,87.41
87.51,87.40,88.05,87.25
87.05,86.35,87.39,86.18
86.37,85.82,86.72,85.53
87.20,87.75,88.39,86.68
87.85,88.63,88.65,87.55
88.40,88.97,89.06,88.13
89.18,88.55,89.28,88.42
88.44,86.77,88.68,86.73
86.63,86.48,86.71,85.82
86.21,85.24,86.44,85.10
84.89,84.73,85.19,84.15
84.75,85.32,85.55,84.35
85.41,84.59,85.61,84.09
83.63,84.02,84.17,82.91
84.16,83.65,84.48,83.16
83.49,84.66,84.90,83.36
84.89,85.52,86.20,84.54
85.50,85.45,85.90,84.98
85.28,86.07,86.34,85.16
85.80,84.80,86.13,84.80
85.09,84.85,85.56,84.68
86.06,86.18,86.78,85.74
86.22,86.93,87.49,86.10
86.50,86.26,86.59,85.66
85.83,85.44,85.83,84.82
85.16,85.32,85.62,84.83
85.47,85.21,85.47,84.88
85.33,86.32,86.70,84.94
86.55,87.06,87.88,86.07
87.37,87.62,88.04,86.79
87.40,87.59,87.63,87.08
87.47,84.97,87.61,84.12
85.00,83.92,85.36,83.83
84.08,83.82,84.25,83.73
83.60,83.05,85.17,82.96
83.88,82.09,84.23,82.06
82.49,82.87,83.55,82.26
82.91,82.11,83.34,81.90
81.62,82.02,83.08,81.23
81.94,83.46,83.52,81.82
82.97,82.25,83.12,81.84
84.00,84.02,84.70,83.65
84.34,84.62,85.06,84.00
85.23,85.75,85.97,84.75
85.75,85.16,85.98,84.93
85.15,84.60,85.47,84.18
84.88,84.79,85.68,84.64
83.79,84.69,86.32,83.13
84.63,83.61,85.00,83.53
83.23,84.31,84.57,82.94
84.15,83.38,84.53,83.20
83.18,81.69,83.18,81.29
81.91,82.22,82.45,81.67
82.06,81.99,82.44,81.87
82.15,83.03,83.64,82.03
82.54,84.15,84.28,82.36
83.30,84.45,84.45,83.07
84.44,84.12,84.92,83.94
84.29,84.41,84.82,83.85
84.07,84.53,84.86,83.89
84.83,84.24,85.75,84.22
83.71,82.15,83.86,81.75
82.04,80.36,82.20,79.92
81.04,80.54,81.20,80.16
80.25,80.46,81.21,79.97
79.83,80.42,80.58,79.11
80.46,80.08,80.73,79.85
80.25,80.35,80.50,79.69
80.37,80.15,80.47,79.58
80.15,79.95,80.52,79.64
79.41,79.47,79.95,78.71
79.05,78.07,79.59,78.05
77.09,76.18,77.65,76.07
73.27,74.73,76.32,71.48
76.12,72.34,76.39,72.27
73.93,72.87,74.02,71.74
73.37,73.51,73.99,72.62
73.42,73.51,74.03,73.24
73.23,72.78,73.55,72.69
71.92,71.52,72.31,70.92
72.15,74.05,74.07,71.77
74.42,75.35,75.70,74.04
74.26,74.67,75.25,74.18
75.78,76.64,76.77,75.54
76.67,75.58,77.12,75.23
75.71,75.70,76.27,75.52
76.46,76.56,77.00,75.84
76.56,75.86,76.61,75.56
76.09,78.03,78.20,75.81
77.81,78.49,78.71,77.54
78.37,78.00,78.93,77.87
77.19,77.32,78.37,76.76
77.48,77.66,78.48,77.15
76.89,75.66,76.99,75.42
75.53,75.37,75.73,74.88
74.74,73.54,74.95,73.35
74.07,73.77,74.44,73.40
73.54,71.82,73.80,71.74
72.18,71.77,72.51,71.33
72.15,71.40,72.48,70.92
71.25,71.78,71.80,71.09
71.01,72.60,72.60,70.58
72.97,73.24,73.60,72.34
73.24,73.65,73.71,72.97
73.77,74.41,74.66,73.64
74.04,75.35,75.51,74.04
75.63,76.10,76.36,75.32
76.10,75.72,76.22,74.79
74.93,72.72,75.21,72.60
73.00,75.09,75.93,72.17
75.46,74.92,75.46,74.18
75.28,75.34,75.99,74.37
75.36,76.10,76.49,75.09
76.20,76.92,77.02,76.09
77.40,77.16,78.03,76.96
77.31,76.98,77.42,76.52
78.12,78.48,78.52,76.94
78.30,77.90,78.44,77.63
77.11,75.70,77.44,75.29
76.07,75.90,76.52,74.61
75.69,76.97,77.76,75.52
76.89,76.37,77.41,76.27
76.46,76.60,77.23,76.46
76.31,75.91,76.66,75.81
75.98,75.43,75.98,74.94
75.60,74.91,76.01,74.74
74.55,76.58,76.63,74.42
76.18,74.91,76.78,74.00
75.98,75.59,77.16,74.50
75.97,74.73,75.98,74.42
74.33,74.09,74.80,73.90
74.06,74.15,74.77,73.71
73.82,75.09,75.15,73.32
75.13,75.89,76.56,74.70
76.15,77.54,77.56,75.04
77.58,77.60,78.22,77.04
77.98,77.47,78.48,75.68
77.16,77.26,77.74,76.95
76.70,77.35,77.55,76.46
77.67,78.07,78.17,76.91
77.95,79.00,79.14,77.84
79.25,78.24,79.63,78.13
78.34,79.23,79.33,77.70
78.82,78.01,79.73,77.44
77.99,77.01,78.03,76.42
76.84,77.63,78.51,76.16
77.66,75.70,77.88,75.35
74.91,73.70,75.12,73.52
72.94,74.21,74.69,72.89
73.98,73.79,74.81,73.53
73.03,73.17,73.64,72.70
73.47,73.56,73.62,72.26
74.05,72.96,74.74,72.80
73.38,73.99,74.06,72.28
74.21,72.58,74.97,72.42
71.65,70.62,72.24,69.69
70.74,71.07,71.73,70.62
71.48,72.17,72.26,70.91
72.70,72.67,73.25,71.82
72.49,72.97,73.49,72.18
72.60,72.88,73.28,71.83
73.28,73.51,73.58,72.68
73.40,73.03,73.40,72.74
72.83,73.36,74.20,72.59
71.85,71.32,72.28,70.58
71.35,72.06,72.15,71.08
70.99,70.92,71.73,70.48
69.87,68.92,69.93,68.42
68.98,68.19,69.51,68.05
68.87,67.35,69.42,66.97
69.09,67.71,70.41,67.36
67.90,65.73,70.49,65.41
66.25,65.56,66.75,64.60
64.02,65.19,65.52,63.58
66.03,65.27,66.26,64.54
64.37,65.72,66.22,63.99
67.99,66.99,68.63,66.01
67.68,68.22,68.96,67.47
68.69,68.83,69.87,68.02
68.90,71.39,71.85,68.90
71.48,69.97,72.29,69.58
70.39,70.25,70.94,69.19
70.25,72.70,72.73,70.25
72.05,73.30,73.44,71.98
73.16,71.66,73.76,71.39
72.03,72.30,72.62,71.07
72.27,75.02,75.18,72.27
74.64,74.76,75.08,74.01
74.37,75.20,75.34,73.05
74.53,75.12,76.07,74.50
75.39,73.29,76.41,73.13
72.67,72.97,73.46,71.54
73.84,74.43,74.68,73.77
75.04,75.55,75.99,73.89
75.87,77.09,77.54,75.64
77.09,77.36,77.61,76.60
76.83,76.76,77.46,75.58
77.79,77.33,78.81,77.01
77.27,76.14,77.51,76.00
75.70,75.80,76.09,74.46
75.98,77.15,77.18,75.64
77.50,78.05,78.57,77.39
78.06,76.29,78.08,76.29
76.63,77.69,78.07,76.54
77.72,77.32,78.10,77.00
77.42,78.52,78.72,77.42
78.65,79.39,80.12,77.71
78.74,79.95,80.00,78.55
79.38,78.29,79.53,78.09
78.62,79.76,79.81,78.16
80.19,80.97,81.26,79.83
81.34,82.36,82.45,80.07
81.89,82.13,82.72,81.44
81.78,81.73,81.85,81.12
81.32,82.42,82.81,81.32
82.48,84.46,84.61,82.15
84.66,86.71,86.88,83.59
86.19,86.37,86.94,85.79
86.01,85.72,86.89,85.60
85.56,86.03,86.41,84.89
85.50,86.01,86.16,85.27
86.02,84.15,86.06,83.63
82.13,84.45,84.50,81.45
84.65,84.14,84.79,83.75
84.33,84.24,84.93,83.48
83.64,84.49,84.54,82.91
84.83,84.30,85.26,84.17
83.87,82.94,84.20,81.00
82.85,83.19,83.41,81.43
82.79,82.71,83.67,81.79
83.36,82.97,84.51,82.76
83.62,83.19,84.40,82.75
83.56,84.24,84.50,82.90
84.69,86.38,86.85,84.69
86.38,85.62,86.63,85.43
85.34,85.43,86.65,84.23
84.12,87.25,87.83,82.55
88.14,88.46,89.43,87.75
88.50,88.95,89.16,88.08
88.67,85.92,88.67,85.75
85.92,86.01,87.24,85.77
85.70,84.96,86.17,84.42
85.06,85.54,86.03,84.61
85.21,86.27,86.42,84.74
86.00,84.69,86.26,84.40
84.04,82.88,84.40,82.57
83.27,83.40,83.79,82.45
82.65,83.63,83.69,81.23
82.98,82.30,83.75,82.29
82.62,82.18,83.31,81.69
81.98,83.14,83.14,81.12
82.93,83.92,84.22,81.33
84.00,85.32,85.69,84.00
85.03,83.35,85.37,83.05
83.82,82.78,84.08,82.49
82.32,80.92,82.32,80.47
81.18,81.08,82.13,80.87
80.96,81.35,82.78,80.45
81.31,79.81,81.31,79.66
79.44,80.08,80.32,79.19
80.52,81.28,81.72,79.92
81.36,81.02,81.41,80.64
81.50,80.74,81.90,80.66
80.90,81.29,81.71,80.34
81.46,81.35,81.86,80.68
81.63,82.14,82.36,81.49
82.08,82.72,82.92,82.08
82.46,82.19,82.48,80.44
81.74,81.90,82.54,80.86
81.68,82.01,82.09,80.14
82.30,82.57,82.75,81.90
82.49,82.97,83.52,82.47
83.14,83.20,83.80,83.05
82.70,81.73,82.92,80.86
80.58,80.96,81.64,79.97
80.98,80.41,81.22,79.79
80.33,79.23,80.59,78.63
79.69,80.11,80.95,79.34
79.47,79.33,79.51,78.14
79.37,79.82,80.26,79.07
80.51,80.91,81.68,80.51
77.68,80.13,80.82,77.45
80.00,79.61,80.01,78.97
80.44,80.75,80.75,79.89
78.06,78.25,79.54,77.71
78.86,76.92,78.86,75.71
77.50,78.26,78.37,76.97
79.08,79.80,80.27,77.64
80.12,80.93,80.93,79.02
80.92,81.42,81.95,80.67
80.96,80.67,81.43,79.85
80.50,81.69,81.70,79.35
81.97,82.44,82.92,81.56
82.98,85.00,85.89,82.70
85.25,84.99,85.67,84.64
85.25,85.32,85.89,84.85
85.69,85.54,85.90,84.60
86.14,85.31,86.59,85.05
85.64,85.27,85.65,84.48
82.95,81.27,83.34,81.27
80.96,80.80,81.64,80.19
81.22,81.55,81.64,80.99
80.97,81.45,81.89,80.24
81.64,83.35,83.47,81.53
82.98,82.81,83.29,82.62
83.50,84.25,84.32,82.92
84.21,83.20,84.41,83.08
82.99,83.17,83.70,82.71
82.82,83.13,83.64,82.36
82.88,82.51,83.42,82.26
82.33,81.48,82.47,81.22
81.17,81.74,81.90,81.11
81.66,81.30,82.21,81.00
81.74,82.03,82.49,81.38
82.14,81.87,82.24,81.70
82.06,82.13,82.24,81.69
82.13,82.02,82.25,81.69
82.00,82.18,82.66,81.25
82.21,82.50,82.77,81.77
82.71,82.31,83.15,82.24
82.00,82.39,82.69,82.00
82.33,82.41,82.85,81.98
82.54,82.38,82.89,82.11
82.20,83.53,83.75,82.11
83.24,82.37,83.24,82.17
82.69,82.15,82.71,82.13
82.04,82.00,82.47,81.82
81.95,81.38,82.59,81.24
81.32,80.19,81.76,80.09
80.18,80.58,80.97,79.51
80.79,80.62,80.98,80.08
80.47,79.39,80.63,79.07
79.57,80.63,80.64,79.57
80.95,80.23,81.57,80.08
80.53,80.37,80.57,79.97
80.33,80.16,80.84,80.00
79.91,80.36,80.45,79.84
79.99,77.85,80.07,77.82
77.70,80.21,80.38,77.52
79.47,79.39,80.04,78.97
79.53,80.41,80.63,79.44
80.46,81.54,82.02,80.01
81.15,81.34,81.73,80.69
81.78,81.22,82.03,81.17
81.83,80.58,81.97,80.57
80.69,80.47,81.06,79.95
80.84,79.56,81.07,79.15
79.56,78.81,79.69,78.19
78.25,78.68,78.96,78.06
78.43,78.62,79.19,78.00
78.84,79.21,79.30,78.43
79.31,80.40,81.03,79.29
80.73,81.14,81.38,80.43
80.68,81.42,81.68,80.60
81.48,81.24,81.81,80.91
81.46,81.57,81.68,81.12
81.45,81.39,81.69,80.94
81.09,80.75,81.20,80.13
80.96,81.27,81.49,80.96
80.75,81.80,81.99,80.50
81.30,81.26,81.99,80.95
80.80,79.93,81.14,79.88
80.37,80.02,81.06,79.79
76.43,78.45,80.15,76.20
78.93,78.99,79.72,78.50
79.10,77.76,79.49,77.72
77.63,77.60,78.51,77.26
77.21,78.31,78.40,76.89
78.64,78.75,79.33,78.53
78.77,78.84,79.18,78.48
78.55,80.30,80.42,78.55
80.76,81.03,81.30,79.22
80.89,80.94,81.36,80.47
81.24,81.61,81.90,80.94
81.92,82.02,82.30,81.50
81.75,81.59,82.34,81.50
81.85,80.38,82.30,80.36
80.60,80.28,81.20,80.12
81.32,82.62,82.64,80.83
82.55,84.72,85.01,81.70
84.12,86.12,88.32,84.00
86.46,88.07,88.89,86.46
87.95,89.69,89.96,87.75
90.27,91.06,92.17,89.98
91.36,91.34,91.43,90.43
91.43,91.31,92.13,90.63
91.49,91.45,91.85,90.92
91.33,91.47,92.08,90.95
91.94,91.67,92.39,91.27
92.06,91.22,92.06,91.07
91.33,92.92,92.95,91.33
92.86,93.94,94.11,92.86
93.50,93.12,94.14,92.88
92.93,93.52,94.32,92.93
93.93,95.37,95.93,93.86
95.49,97.05,97.17,95.21
96.97,96.33,97.44,95.54
96.93,97.67,97.69,96.50
