SIRI,Sirius XM Holdings Inc. - Common Stock,NASDAQ
3.41,3.37,3.48,3.35
3.33,3.27,3.33,3.25
3.30,3.15,3.33,3.13
3.10,3.22,3.25,3.04
3.26,3.20,3.28,3.18
3.22,3.33,3.34,3.21
3.35,3.40,3.43,3.34
3.39,3.35,3.47,3.31
3.35,3.38,3.40,3.30
3.38,3.44,3.45,3.36
3.43,3.47,3.47,3.38
3.48,3.38,3.50,3.36
3.40,3.48,3.49,3.39
3.53,3.60,3.60,3.51
3.61,3.59,3.62,3.54
3.62,3.64,3.65,3.60
3.65,3.72,3.73,3.64
3.75,3.66,3.77,3.66
3.66,3.67,3.69,3.60
3.67,3.63,3.68,3.62
3.64,3.69,3.72,3.62
3.70,3.64,3.72,3.60
3.64,3.68,3.68,3.62
3.67,3.68,3.68,3.64
3.69,3.68,3.69,3.60
3.73,3.78,3.78,3.66
3.75,3.76,3.81,3.72
3.74,3.75,3.79,3.71
3.76,3.70,3.77,3.70
3.70,3.74,3.77,3.69
3.78,3.78,3.79,3.75
3.78,3.84,3.84,3.76
3.82,3.79,3.84,3.78
3.79,3.83,3.84,3.78
3.82,3.79,3.83,3.77
3.81,3.80,3.82,3.76
3.78,3.82,3.83,3.78
3.83,3.83,3.85,3.81
3.84,3.80,3.85,3.80
3.80,3.76,3.81,3.76
3.76,3.69,3.77,3.68
3.70,3.70,3.72,3.68
3.70,3.61,3.72,3.60
3.63,3.67,3.71,3.60
3.67,3.66,3.72,3.65
3.67,3.67,3.70,3.63
3.68,3.70,3.71,3.62
3.71,3.67,3.73,3.66
3.62,3.56,3.63,3.56
3.56,3.58,3.60,3.55
3.58,3.63,3.66,3.57
3.62,3.58,3.63,3.57
3.60,3.64,3.64,3.59
3.64,3.69,3.70,3.63
3.71,3.80,3.80,3.71
3.80,3.75,3.83,3.75
3.76,3.80,3.83,3.76
3.83,3.85,3.85,3.81
3.84,3.87,3.88,3.82
3.86,3.77,3.88,3.75
3.79,3.81,3.85,3.78
3.84,3.83,3.87,3.81
3.83,3.86,3.88,3.83
3.85,3.87,3.88,3.83
3.88,3.96,3.97,3.88
3.96,3.94,3.99,3.92
3.90,3.86,3.91,3.84
3.86,3.83,3.87,3.82
3.83,3.83,3.88,3.81
3.91,3.93,3.93,3.85
3.91,3.92,3.92,3.88
3.86,3.88,3.89,3.84
3.87,3.98,3.98,3.87
3.96,3.98,3.99,3.91
3.98,3.92,3.98,3.91
3.93,3.95,3.98,3.92
3.91,3.96,3.97,3.90
3.95,3.85,4.00,3.85
3.88,3.83,3.89,3.81
3.97,3.91,3.98,3.89
3.91,3.88,3.96,3.85
3.83,3.94,3.94,3.83
3.92,3.90,3.95,3.86
3.92,3.95,3.96,3.87
3.93,3.99,3.99,3.93
4.02,4.05,4.06,4.00
4.08,4.10,4.10,4.05
4.12,4.13,4.17,4.11
4.15,4.06,4.18,4.05
3.90,3.91,4.05,3.87
3.84,3.75,3.85,3.66
3.74,3.73,3.77,3.70
3.73,3.72,3.75,3.71
3.74,3.73,3.74,3.68
3.72,3.77,3.78,3.71
3.80,3.79,3.82,3.77
3.82,3.79,3.84,3.78
3.78,3.72,3.79,3.70
3.73,3.65,3.74,3.64
3.65,3.60,3.72,3.56
3.61,3.66,3.67,3.58
3.66,3.71,3.75,3.66
3.71,3.72,3.72,3.63
3.71,3.74,3.74,3.69
3.75,3.74,3.76,3.69
3.74,3.86,3.88,3.73
3.88,3.76,3.89,3.74
3.75,3.68,3.75,3.67
3.70,3.63,3.71,3.63
3.65,3.64,3.67,3.63
3.66,3.68,3.72,3.65
3.85,3.66,3.86,3.65
3.69,3.68,3.71,3.66
3.69,3.69,3.71,3.66
3.69,3.77,3.77,3.68
3.79,3.77,3.79,3.75
3.77,3.74,3.82,3.71
3.72,3.72,3.77,3.69
3.70,3.69,3.74,3.68
3.72,3.69,3.75,3.68
3.70,3.68,3.71,3.63
3.67,3.60,3.68,3.60
3.63,3.50,3.64,3.48
3.52,3.47,3.53,3.38
3.50,3.53,3.55,3.47
3.56,3.52,3.59,3.50
3.52,3.42,3.53,3.41
3.43,3.47,3.57,3.32
3.50,3.43,3.53,3.38
3.42,3.52,3.59,3.40
3.55,3.52,3.62,3.52
3.54,3.60,3.61,3.50
3.62,3.59,3.63,3.55
3.60,3.52,3.62,3.50
3.51,3.51,3.53,3.47
3.49,3.49,3.54,3.48
3.46,3.50,3.52,3.45
3.59,3.57,3.64,3.54
3.84,3.83,3.86,3.75
3.86,3.86,3.87,3.81
3.86,3.77,3.89,3.76
3.76,3.79,3.83,3.74
3.82,3.70,3.82,3.69
3.76,3.67,3.76,3.65
3.68,3.67,3.70,3.64
3.68,3.69,3.70,3.65
3.68,3.67,3.72,3.67
3.67,3.72,3.73,3.67
3.75,3.71,3.75,3.69
3.72,3.74,3.74,3.69
3.71,3.72,3.72,3.69
3.70,3.64,3.70,3.62
3.65,3.66,3.66,3.58
3.65,3.63,3.67,3.60
3.59,3.59,3.66,3.57
3.60,3.60,3.63,3.58
3.55,3.58,3.60,3.52
3.59,3.55,3.62,3.47
3.50,3.52,3.55,3.46
3.48,3.43,3.50,3.35
3.42,3.45,3.48,3.42
3.46,3.49,3.50,3.44
3.48,3.49,3.51,3.47
3.50,3.57,3.58,3.49
3.59,3.56,3.61,3.52
3.42,3.51,3.54,3.42
3.50,3.56,3.57,3.49
3.56,3.58,3.58,3.55
3.56,3.57,3.58,3.55
3.56,3.60,3.61,3.55
3.61,3.61,3.61,3.57
3.61,3.59,3.62,3.57
3.59,3.58,3.61,3.56
3.59,3.57,3.59,3.56
3.56,3.61,3.62,3.56
3.62,3.61,3.63,3.60
3.59,3.57,3.61,3.56
3.59,3.59,3.63,3.57
3.61,3.55,3.63,3.55
3.55,3.56,3.58,3.51
3.59,3.51,3.60,3.51
3.51,3.47,3.53,3.45
3.49,3.43,3.50,3.43
3.43,3.39,3.45,3.37
3.41,3.37,3.43,3.36
3.36,3.44,3.52,3.35
3.49,3.42,3.49,3.39
3.43,3.39,3.44,3.38
3.39,3.40,3.44,3.38
3.40,3.36,3.40,3.36
3.38,3.35,3.40,3.35
3.36,3.26,3.36,3.22
3.27,3.17,3.30,3.09
3.22,3.16,3.25,3.15
3.15,3.13,3.20,3.09
3.16,3.16,3.21,3.15
3.18,3.20,3.21,3.15
3.20,3.24,3.24,3.19
3.27,3.34,3.36,3.26
3.36,3.28,3.40,3.26
3.32,3.20,3.34,3.20
3.20,3.12,3.21,3.11
3.14,3.07,3.15,3.06
3.08,3.14,3.16,3.08
3.13,3.10,3.18,3.05
3.13,3.16,3.24,3.10
3.19,3.13,3.20,3.10
3.13,3.09,3.14,3.00
3.09,3.17,3.17,3.09
3.17,3.14,3.19,3.13
3.14,3.19,3.21,3.14
3.20,3.22,3.24,3.19
3.22,3.17,3.24,3.16
3.19,3.20,3.25,3.12
3.18,3.12,3.18,3.08
3.11,3.07,3.13,2.98
3.06,3.07,3.11,3.00
3.05,3.19,3.19,3.05
3.17,3.22,3.23,3.17
3.21,3.24,3.26,3.21
3.22,3.23,3.24,3.17
3.20,3.19,3.23,3.18
3.20,3.15,3.21,3.12
3.14,3.15,3.20,3.14
3.15,3.16,3.16,3.12
3.16,3.20,3.22,3.15
3.20,3.27,3.29,3.20
3.26,3.22,3.28,3.20
3.20,3.15,3.20,3.09
3.15,3.12,3.16,3.09
3.10,3.16,3.17,3.10
3.15,3.17,3.21,3.15
3.18,3.17,3.23,3.16
3.17,3.27,3.28,3.17
3.28,3.27,3.30,3.24
3.27,3.32,3.33,3.26
3.30,3.30,3.33,3.29
3.31,3.32,3.36,3.30
3.33,3.28,3.33,3.22
3.28,3.28,3.32,3.27
3.28,3.30,3.32,3.27
3.29,3.34,3.35,3.29
3.34,3.32,3.35,3.31
3.33,3.36,3.36,3.32
3.34,3.37,3.40,3.33
3.34,3.35,3.37,3.34
3.32,3.35,3.36,3.31
3.34,3.34,3.39,3.31
3.34,3.34,3.35,3.32
3.31,3.33,3.36,3.31
3.32,3.37,3.38,3.32
3.37,3.45,3.47,3.37
3.43,3.46,3.49,3.41
3.47,3.39,3.48,3.38
3.39,3.43,3.43,3.38
3.42,3.40,3.45,3.38
3.38,3.43,3.43,3.38
3.43,3.46,3.46,3.40
3.45,3.43,3.47,3.42
3.44,3.46,3.48,3.43
3.47,3.44,3.49,3.41
3.44,3.45,3.49,3.43
3.45,3.46,3.48,3.45
3.44,3.43,3.45,3.40
3.41,3.37,3.42,3.32
3.36,3.35,3.39,3.34
3.29,3.38,3.39,3.28
3.37,3.38,3.40,3.36
3.40,3.40,3.41,3.38
3.39,3.38,3.41,3.36
3.45,3.42,3.45,3.40
3.40,3.46,3.48,3.40
3.47,3.44,3.47,3.43
3.42,3.46,3.48,3.41
3.47,3.48,3.48,3.46
3.47,3.46,3.48,3.43
3.46,3.45,3.47,3.43
3.43,3.44,3.45,3.42
3.43,3.38,3.44,3.36
3.48,3.40,3.49,3.38
3.43,3.46,3.47,3.40
3.44,3.38,3.45,3.38
3.39,3.31,3.42,3.30
3.32,3.34,3.37,3.32
3.34,3.37,3.38,3.32
3.35,3.36,3.38,3.32
3.37,3.36,3.39,3.34
3.35,3.44,3.44,3.35
3.42,3.43,3.44,3.41
3.42,3.40,3.44,3.39
3.42,3.49,3.49,3.42
3.48,3.55,3.55,3.48
3.55,3.55,3.58,3.53
3.56,3.55,3.57,3.51
3.55,3.56,3.57,3.54
3.55,3.57,3.58,3.55
3.56,3.58,3.58,3.55
3.58,3.58,3.58,3.55
3.56,3.59,3.60,3.56
3.60,3.56,3.60,3.56
3.55,3.59,3.60,3.55
3.59,3.60,3.62,3.57
3.62,3.63,3.63,3.59
3.62,3.64,3.64,3.61
3.63,3.64,3.64,3.61
3.63,3.60,3.64,3.58
3.59,3.60,3.61,3.58
3.58,3.58,3.61,3.57
3.57,3.57,3.59,3.56
3.61,3.62,3.63,3.60
3.60,3.62,3.63,3.60
3.60,3.61,3.63,3.59
3.60,3.59,3.61,3.57
3.58,3.61,3.61,3.57
3.59,3.63,3.65,3.59
3.62,3.64,3.65,3.62
3.63,3.57,3.64,3.57
3.58,3.52,3.59,3.52
3.49,3.48,3.58,3.48
3.46,3.53,3.57,3.45
3.54,3.48,3.55,3.48
3.48,3.51,3.52,3.48
3.49,3.50,3.53,3.47
3.51,3.49,3.53,3.49
3.48,3.42,3.50,3.41
3.42,3.39,3.43,3.32
3.38,3.42,3.43,3.38
3.43,3.40,3.45,3.37
3.39,3.36,3.40,3.35
3.36,3.41,3.42,3.32
3.38,3.28,3.42,3.28
3.29,3.17,3.30,3.15
3.14,3.19,3.26,3.14
3.21,3.25,3.27,3.18
3.20,3.26,3.29,3.17
3.20,3.28,3.29,3.19
3.30,3.27,3.33,3.25
3.26,3.33,3.33,3.25
3.32,3.38,3.39,3.32
3.38,3.33,3.39,3.33
3.35,3.37,3.37,3.33
3.38,3.37,3.38,3.34
3.34,3.35,3.36,3.31
3.35,3.33,3.38,3.28
3.33,3.35,3.37,3.32
3.35,3.38,3.39,3.34
3.40,3.43,3.45,3.40
3.43,3.48,3.49,3.42
3.47,3.48,3.48,3.43
3.48,3.49,3.50,3.43
3.49,3.45,3.50,3.44
3.47,3.46,3.47,3.44
3.45,3.49,3.49,3.43
3.48,3.51,3.51,3.47
3.49,3.49,3.52,3.48
3.48,3.51,3.51,3.48
3.52,3.53,3.53,3.50
3.52,3.52,3.54,3.49
3.51,3.56,3.58,3.51
3.55,3.52,3.59,3.51
3.52,3.55,3.55,3.49
3.57,3.54,3.58,3.53
3.54,3.57,3.58,3.53
3.57,3.60,3.60,3.56
3.60,3.60,3.62,3.58
3.60,3.63,3.63,3.60
3.61,3.61,3.63,3.58
3.61,3.59,3.62,3.59
3.59,3.60,3.62,3.59
3.59,3.58,3.61,3.55
3.57,3.49,3.58,3.45
3.47,3.47,3.49,3.44
3.45,3.49,3.52,3.42
3.48,3.44,3.51,3.43
3.45,3.46,3.50,3.45
3.43,3.41,3.45,3.40
3.41,3.34,3.44,3.27
3.32,3.33,3.38,3.31
3.32,3.41,3.42,3.32
3.44,3.46,3.46,3.43
3.43,3.47,3.50,3.43
3.46,3.49,3.50,3.46
3.49,3.48,3.50,3.47
3.48,3.49,3.50,3.47
3.48,3.49,3.50,3.47
3.48,3.52,3.52,3.47
3.50,3.51,3.52,3.49
3.50,3.50,3.54,3.48
3.50,3.48,3.53,3.44
3.46,3.40,3.47,3.40
3.40,3.35,3.43,3.33
3.39,3.41,3.44,3.38
3.43,3.54,3.56,3.43
3.52,3.53,3.55,3.50
3.53,3.57,3.58,3.51
3.59,3.54,3.66,3.53
3.50,3.51,3.58,3.49
3.52,3.52,3.53,3.49
3.52,3.53,3.55,3.49
3.53,3.49,3.55,3.48
3.48,3.57,3.57,3.47
3.58,3.61,3.61,3.52
3.61,3.57,3.63,3.57
3.57,3.66,3.66,3.56
3.62,3.64,3.66,3.61
3.64,3.56,3.66,3.55
3.57,3.59,3.59,3.52
3.57,3.55,3.60,3.53
3.56,3.61,3.61,3.51
3.62,3.64,3.66,3.59
3.63,3.61,3.65,3.59
3.65,3.69,3.70,3.61
3.70,3.72,3.77,3.67
3.70,3.71,3.73,3.67
3.71,3.75,3.77,3.70
3.76,3.81,3.82,3.75
3.83,3.90,3.90,3.82
3.92,3.83,3.93,3.83
3.82,3.89,3.90,3.81
3.88,3.90,3.91,3.86
3.89,3.87,3.91,3.85
3.89,3.86,3.91,3.83
3.85,3.83,3.86,3.81
3.82,3.91,3.91,3.82
3.90,3.88,3.91,3.86
3.87,3.90,3.90,3.86
3.89,3.89,3.90,3.85
3.87,3.96,3.96,3.87
3.96,4.00,4.04,3.95
4.01,3.94,4.02,3.92
3.93,3.93,3.94,3.90
3.91,3.90,3.92,3.88
3.91,3.93,3.93,3.87
3.90,3.86,3.90,3.83
3.85,3.89,3.89,3.85
3.90,3.93,3.94,3.90
3.91,3.91,3.92,3.85
3.91,3.93,3.94,3.91
3.91,3.95,3.95,3.90
3.94,3.95,3.96,3.91
3.94,3.96,3.97,3.93
4.00,3.98,4.00,3.95
3.97,3.91,3.98,3.91
3.91,3.92,3.94,3.90
3.94,3.83,3.94,3.82
3.82,3.86,3.87,3.81
3.84,3.85,3.88,3.83
3.86,3.87,3.90,3.85
3.86,3.82,3.89,3.82
3.84,3.85,3.86,3.83
3.86,3.92,3.94,3.85
3.90,3.91,3.95,3.90
3.91,3.91,3.94,3.90
3.91,3.90,3.92,3.87
3.90,3.93,3.94,3.88
3.94,3.95,3.97,3.93
3.93,3.92,3.95,3.90
3.91,3.93,3.95,3.88
3.93,3.95,3.97,3.93
3.96,3.94,3.98,3.90
3.90,3.88,3.93,3.86
3.89,3.91,3.94,3.89
3.93,3.94,3.96,3.92
3.93,3.94,3.94,3.89
3.93,3.93,3.95,3.91
3.95,3.97,3.98,3.93
3.96,3.95,3.98,3.93
3.90,3.95,3.95,3.85
3.93,3.98,4.00,3.90
3.97,3.95,3.99,3.90
3.94,3.93,3.95,3.90
3.93,3.89,3.95,3.88
3.88,3.84,3.90,3.83
3.85,3.83,3.86,3.81
3.83,3.85,3.86,3.81
3.87,3.87,3.89,3.85
3.85,3.83,3.87,3.82
3.81,3.84,3.86,3.80
3.84,3.86,3.87,3.83
3.88,3.89,3.90,3.87
3.90,3.91,3.91,3.89
3.89,3.90,3.91,3.88
3.91,3.90,3.92,3.89
3.90,3.91,3.92,3.89
3.91,3.93,3.93,3.90
3.92,3.91,3.93,3.90
3.89,3.87,3.91,3.85
3.87,3.90,3.92,3.87
3.88,3.80,3.89,3.79
3.80,3.86,3.87,3.79
3.85,3.88,3.88,3.84
3.86,3.87,3.89,3.85
3.88,3.91,3.92,3.87
3.89,3.90,3.93,3.89
3.90,3.88,3.92,3.88
3.86,3.81,3.89,3.81
3.81,3.78,3.83,3.73
3.79,3.83,3.85,3.78
3.83,3.82,3.85,3.79
3.80,3.81,3.82,3.78
3.78,3.77,3.81,3.75
3.77,3.76,3.79,3.75
3.77,3.77,3.78,3.74
3.77,3.87,3.88,3.77
3.86,3.87,3.88,3.85
3.88,3.88,3.90,3.86
3.86,3.86,3.88,3.84
3.84,3.81,3.87,3.81
3.83,3.82,3.84,3.79
3.83,3.86,3.86,3.81
3.82,3.71,3.82,3.71
3.73,3.73,3.75,3.70
3.76,3.75,3.76,3.73
3.75,3.73,3.76,3.71
3.70,3.68,3.70,3.66
3.68,3.71,3.74,3.64
3.70,3.64,3.72,3.63
3.66,3.71,3.73,3.66
3.72,3.73,3.75,3.70
3.75,3.82,3.83,3.74
3.81,3.83,3.87,3.80
3.81,3.84,3.87,3.81
3.85,3.88,3.89,3.85
3.87,3.86,3.89,3.84
3.87,3.83,3.87,3.82
3.81,3.85,3.86,3.81
3.83,3.85,3.86,3.82
3.86,3.89,3.89,3.85
3.90,3.88,3.93,3.86
3.86,3.84,3.90,3.78
3.93,3.96,3.97,3.86
3.98,3.95,4.00,3.95
3.96,3.97,4.01,3.94
3.98,3.96,4.00,3.96
3.96,3.96,4.00,3.95
3.99,3.95,4.00,3.95
3.96,3.92,3.99,3.92
3.93,3.91,3.94,3.87
3.92,3.94,3.95,3.88
3.94,3.95,3.97,3.92
3.93,3.90,3.96,3.88
3.87,3.96,4.00,3.87
3.97,3.99,3.99,3.96
3.99,3.94,4.01,3.91
3.92,3.95,3.95,3.90
3.95,3.94,3.96,3.91
3.92,3.90,3.93,3.88
3.88,3.80,3.89,3.79
3.75,3.72,3.80,3.71
3.34,3.60,3.60,3.31
3.74,3.63,3.75,3.63
3.67,3.72,3.74,3.61
3.75,3.79,3.83,3.72
3.78,3.83,3.87,3.77
3.81,3.82,3.84,3.77
3.77,3.76,3.80,3.73
3.79,3.82,3.84,3.76
3.83,3.80,3.87,3.79
3.77,3.78,3.81,3.76
3.81,3.85,3.85,3.80
3.87,3.84,3.92,3.83
3.85,3.86,3.89,3.83
3.84,3.81,3.85,3.79
3.81,3.83,3.85,3.75
3.84,3.86,3.86,3.82
3.85,3.87,3.88,3.85
3.87,3.86,3.91,3.86
3.85,3.82,3.88,3.79
3.83,3.85,3.88,3.81
3.82,3.85,3.85,3.81
3.85,3.83,3.88,3.82
3.82,3.78,3.84,3.77
3.81,3.80,3.83,3.76
3.79,3.72,3.79,3.70
3.72,3.65,3.74,3.65
3.69,3.74,3.76,3.68
3.76,3.79,3.82,3.75
3.77,3.83,3.83,3.69
3.84,3.87,3.88,3.83
3.86,3.91,3.92,3.86
3.93,3.89,3.97,3.87
3.89,3.89,3.93,3.88
3.90,3.85,3.92,3.84
3.85,3.92,3.94,3.85
3.91,3.91,3.94,3.90
3.92,3.93,3.94,3.88
3.94,3.96,3.96,3.91
3.97,3.96,4.00,3.94
3.96,3.94,3.97,3.93
3.94,4.01,4.02,3.92
4.04,3.91,4.07,3.90
3.94,3.97,4.05,3.89
4.02,4.02,4.07,3.98
4.03,4.08,4.10,4.01
4.09,4.08,4.10,4.03
4.09,4.11,4.15,4.07
4.11,4.13,4.18,4.10
4.14,4.08,4.15,4.08
4.09,4.13,4.16,4.08
4.12,4.13,4.15,4.11
4.14,4.16,4.17,4.09
4.16,4.12,4.16,4.08
4.11,4.10,4.14,4.09
4.08,4.11,4.11,4.05
4.11,4.14,4.15,4.07
4.15,4.13,4.19,4.12
4.13,4.11,4.15,4.07
4.10,4.08,4.12,4.07
4.08,4.10,4.11,4.02
4.08,4.08,4.12,4.07
4.08,4.14,4.16,4.08
4.14,4.15,4.16,4.12
4.16,4.19,4.19,4.14
4.17,4.14,4.20,4.13
4.14,4.11,4.14,4.09
4.11,4.12,4.13,4.10
4.11,4.14,4.14,4.10
4.13,4.11,4.14,4.09
4.12,4.16,4.17,4.12
4.17,4.11,4.18,4.11
4.11,4.06,4.14,4.02
4.06,4.09,4.11,4.05
4.08,4.04,4.09,4.03
4.01,4.00,4.05,4.00
4.01,4.01,4.07,4.00
4.02,4.06,4.08,4.02
4.02,4.01,4.05,3.96
4.01,4.00,4.03,3.96
4.16,4.07,4.17,4.07
4.09,4.09,4.10,4.02
4.09,4.02,4.11,4.01
4.02,3.99,4.03,3.97
4.00,4.00,4.01,3.97
4.01,4.02,4.05,3.99
4.04,4.07,4.09,4.03
4.09,4.09,4.12,4.08
4.07,4.07,4.11,4.04
4.08,4.09,4.11,4.07
4.09,4.07,4.11,4.07
4.06,4.07,4.10,4.05
4.03,3.95,4.04,3.93
3.97,3.91,3.99,3.90
3.90,3.89,3.94,3.86
3.83,3.84,3.88,3.82
3.84,3.81,3.87,3.79
3.83,3.82,3.84,3.76
3.85,3.79,3.86,3.76
3.80,3.71,3.82,3.67
3.71,3.72,3.77,3.63
3.62,3.63,3.67,3.59
3.65,3.66,3.68,3.60
3.60,3.60,3.63,3.45
3.61,3.66,3.72,3.58
3.72,3.73,3.77,3.71
3.72,3.65,3.73,3.64
3.68,3.73,3.73,3.65
3.70,3.63,3.75,3.63
3.66,3.64,3.69,3.59
3.67,3.70,3.73,3.66
3.69,3.72,3.74,3.64
3.64,3.57,3.67,3.56
3.59,3.50,3.60,3.47
3.49,3.51,3.56,3.47
3.51,3.42,3.52,3.40
3.36,3.36,3.39,3.29
3.34,3.35,3.40,3.31
3.39,3.40,3.45,3.36
3.34,3.38,3.42,3.32
3.43,3.46,3.46,3.38
3.49,3.49,3.50,3.42
3.51,3.57,3.59,3.50
3.57,3.58,3.59,3.54
3.55,3.62,3.65,3.54
3.66,3.70,3.72,3.65
3.67,3.61,3.70,3.60
3.57,3.60,3.64,3.54
3.61,3.69,3.71,3.61
3.71,3.69,3.74,3.67
3.68,3.72,3.75,3.68
3.74,3.76,3.79,3.72
3.78,3.82,3.82,3.75
3.83,3.87,3.90,3.82
3.89,3.91,3.94,3.87
3.88,3.90,3.97,3.87
3.87,3.88,3.92,3.86
3.90,3.95,3.97,3.89
3.96,3.88,3.97,3.83
3.90,3.91,3.93,3.88
3.89,3.92,3.94,3.87
3.89,3.90,3.92,3.86
3.87,3.95,3.95,3.87
3.93,3.94,3.97,3.92
3.96,3.95,3.97,3.91
3.93,3.91,3.97,3.89
3.89,3.92,3.93,3.88
3.92,3.86,3.92,3.85
3.86,3.87,3.89,3.84
3.88,3.91,3.94,3.87
3.91,3.94,3.95,3.90
3.94,3.96,3.96,3.91
3.95,3.95,3.97,3.93
3.95,3.96,4.00,3.93
3.95,3.90,3.96,3.90
3.88,3.87,3.89,3.83
3.87,3.93,3.93,3.86
3.93,3.82,3.94,3.79
3.85,3.85,3.87,3.79
3.83,3.81,3.87,3.81
3.81,3.86,3.89,3.80
3.87,3.92,3.94,3.86
3.91,3.89,3.94,3.88
3.92,3.90,3.93,3.88
3.89,3.85,3.93,3.82
3.85,3.93,3.93,3.84
3.93,3.93,3.97,3.92
3.95,3.94,3.97,3.92
3.95,3.96,4.01,3.95
3.95,3.97,3.98,3.93
3.97,3.97,4.01,3.96
3.98,3.98,4.01,3.96
4.02,3.92,4.05,3.92
3.91,3.95,3.96,3.89
3.97,3.97,3.99,3.93
3.97,3.95,3.99,3.92
3.94,3.88,3.95,3.87
3.89,3.88,3.93,3.88
3.86,3.93,3.94,3.86
3.92,3.93,3.95,3.91
3.93,3.98,3.98,3.91
3.96,3.93,3.98,3.93
3.94,3.91,3.95,3.90
3.91,3.89,3.95,3.89
3.90,3.91,3.93,3.88
3.91,3.89,3.93,3.88
3.89,3.89,3.90,3.85
3.87,3.91,3.92,3.86
3.91,3.94,3.95,3.90
3.92,3.91,3.95,3.91
3.91,3.96,3.98,3.91
3.95,4.00,4.00,3.95
4.00,3.98,4.02,3.96
3.98,3.96,4.00,3.95
3.96,4.02,4.02,3.96
4.00,4.02,4.02,3.97
4.01,4.01,4.04,3.99
4.01,4.00,4.02,3.97
4.00,3.99,4.03,3.99
4.00,3.99,4.01,3.97
3.99,3.98,4.01,3.97
3.97,3.99,3.99,3.95
3.96,3.92,3.98,3.92
3.91,3.90,3.95,3.90
3.90,3.91,3.94,3.88
3.91,3.91,3.96,3.90
3.90,3.94,3.95,3.87
3.95,3.92,3.97,3.91
3.94,3.98,3.99,3.94
3.97,3.98,3.98,3.94
3.98,3.96,3.99,3.93
3.97,4.00,4.01,3.95
3.89,3.88,3.98,3.86
3.85,3.76,3.87,3.74
3.81,3.83,3.85,3.79
3.87,3.92,3.94,3.86
3.93,3.95,3.98,3.91
3.95,3.97,4.01,3.94
3.96,3.94,3.96,3.92
3.93,3.99,4.00,3.92
4.00,4.03,4.06,3.99
4.05,4.12,4.13,4.04
4.13,4.14,4.16,4.10
4.14,4.10,4.17,4.09
4.10,4.09,4.12,4.07
4.11,4.14,4.16,4.10
4.16,4.16,4.16,4.12
4.15,4.17,4.19,4.14
4.16,4.17,4.19,4.14
4.17,4.18,4.20,4.14
4.17,4.16,4.20,4.16
4.17,4.21,4.22,4.15
4.21,4.15,4.23,4.13
4.28,4.35,4.41,4.20
4.34,4.40,4.43,4.32
4.39,4.36,4.42,4.32
4.34,4.39,4.44,4.34
4.39,4.34,4.40,4.33
4.32,4.23,4.33,4.20
4.22,4.23,4.27,4.21
4.23,4.23,4.28,4.20
4.25,4.24,4.29,4.22
4.25,4.22,4.26,4.17
4.23,4.19,4.24,4.18
4.19,4.21,4.23,4.18
4.22,4.23,4.28,4.21
4.22,4.21,4.25,4.20
4.22,4.24,4.26,4.21
4.22,4.20,4.24,4.20
4.21,4.24,4.24,4.19
4.24,4.19,4.25,4.17
4.17,4.19,4.20,4.15
4.17,4.17,4.20,4.15
4.19,4.19,4.22,4.17
4.20,4.14,4.21,4.12
4.13,4.15,4.20,4.12
4.19,4.16,4.20,4.11
4.17,4.16,4.20,4.15
4.18,4.16,4.19,4.15
4.17,4.14,4.18,4.12
4.16,4.15,4.19,4.12
4.18,4.18,4.19,4.15
4.17,4.16,4.18,4.14
4.16,4.18,4.19,4.15
4.17,4.20,4.21,4.15
4.19,4.10,4.20,4.10
4.09,4.14,4.16,4.07
4.12,4.09,4.15,4.07
4.09,4.09,4.12,4.07
4.09,4.17,4.17,4.07
4.15,4.11,4.15,4.10
4.12,4.14,4.17,4.11
4.14,4.13,4.16,4.11
4.13,4.18,4.19,4.12
4.19,4.21,4.22,4.18
4.20,4.21,4.22,4.18
4.18,4.17,4.19,4.15
4.16,4.16,4.19,4.15
4.16,4.17,4.18,4.15
4.16,4.14,4.20,4.14
4.17,4.17,4.19,4.15
4.17,4.19,4.21,4.17
4.20,4.18,4.22,4.15
4.18,4.16,4.19,4.16
4.16,4.16,4.17,4.14
4.17,4.16,4.17,4.12
4.16,4.14,4.18,4.13
4.14,4.08,4.14,4.07
4.09,4.10,4.11,4.07
4.09,4.10,4.11,4.05
4.11,4.11,4.14,4.10
4.11,4.11,4.13,4.08
4.12,4.10,4.14,4.10
4.10,4.14,4.15,4.10
4.14,4.13,4.16,4.12
4.13,4.15,4.15,4.11
4.16,4.18,4.19,4.15
4.16,4.19,4.19,4.15
4.19,4.24,4.25,4.17
4.27,4.11,4.27,4.07
4.09,4.11,4.15,4.09
4.11,4.17,4.17,4.10
4.18,4.16,4.19,4.14
4.16,4.13,4.18,4.12
4.14,4.13,4.16,4.12
4.12,4.14,4.18,4.11
4.16,4.22,4.22,4.15
4.21,4.27,4.29,4.21
4.14,4.29,4.33,4.13
4.30,4.31,4.37,4.28
4.28,4.36,4.38,4.27
4.36,4.49,4.56,4.36
4.49,4.58,4.60,4.44
4.57,4.52,4.58,4.51
4.51,4.58,4.59,4.50
4.56,4.56,4.62,4.56
4.56,4.57,4.59,4.55
4.58,4.61,4.65,4.54
4.63,4.59,4.65,4.59
4.59,4.61,4.63,4.58
4.58,4.54,4.61,4.54
4.56,4.61,4.63,4.55
4.62,4.57,4.65,4.56
4.57,4.56,4.61,4.51
