KOF,Coca Cola Femsa S.A.B. de C.V.  Common Stock,NASDAQ
141.39,137.84,143.54,137.75
136.93,133.45,137.60,131.39
133.88,128.10,134.16,126.93
127.22,129.26,130.22,124.50
131.17,128.71,131.17,127.65
129.84,132.18,133.47,129.43
133.35,135.88,137.11,133.29
135.53,140.29,141.49,133.57
140.33,141.71,142.73,139.09
141.36,140.36,142.63,138.60
139.29,141.29,142.25,138.33
143.26,138.50,143.26,137.36
139.84,140.97,142.27,139.84
141.21,139.59,143.25,139.35
139.15,137.61,140.32,136.84
138.33,141.95,142.17,138.33
141.53,141.40,143.10,140.00
141.53,140.46,142.75,139.75
140.02,138.59,140.78,136.77
139.07,140.15,140.91,137.85
139.55,140.57,141.08,138.99
139.92,137.00,139.92,136.20
136.31,137.29,138.31,135.90
137.70,143.07,143.38,136.65
143.88,141.03,143.99,139.15
140.26,143.77,144.59,140.02
143.18,144.99,145.49,142.28
144.44,140.15,144.47,139.65
141.32,138.77,141.63,138.00
138.90,141.20,142.34,138.69
143.05,144.12,144.65,141.88
144.16,146.83,148.89,143.90
148.88,149.00,149.58,146.82
149.33,147.36,149.66,146.38
147.02,146.54,147.96,145.42
147.78,148.17,149.04,146.28
147.69,147.61,149.11,146.98
147.67,145.90,148.13,144.79
145.78,143.09,146.94,141.85
143.26,143.43,145.91,142.38
143.25,141.26,143.25,140.10
141.40,139.90,141.40,139.00
140.00,141.13,143.64,138.98
143.07,139.88,143.07,139.04
138.36,136.41,139.34,136.20
135.58,135.11,136.55,131.30
135.18,134.75,135.35,132.94
134.33,131.30,134.90,128.89
130.00,130.07,130.94,127.75
130.40,126.00,130.40,125.73
125.83,124.23,126.25,122.85
124.64,120.02,127.26,117.49
123.09,122.50,123.42,120.65
124.47,122.95,124.47,122.42
123.68,124.69,125.50,121.68
125.71,128.44,131.13,125.19
128.42,129.12,130.57,124.13
129.82,130.52,130.96,128.68
130.60,134.18,134.25,130.17
133.80,132.87,133.80,131.73
132.76,133.73,133.95,132.34
134.40,135.29,136.14,134.39
134.49,134.69,135.44,132.70
135.02,139.58,140.00,133.23
139.44,140.46,140.99,138.85
140.39,136.24,140.39,135.69
136.26,135.49,136.26,134.58
135.27,134.09,135.60,133.79
134.08,133.72,134.64,131.85
134.54,133.08,135.69,132.64
132.73,129.17,132.73,128.91
128.38,125.98,128.65,125.36
126.31,129.55,130.18,125.64
129.13,128.83,129.72,127.03
129.07,126.22,129.07,125.74
126.67,126.91,128.71,126.18
119.71,125.28,126.32,119.71
125.16,123.47,125.80,122.12
123.57,122.83,125.56,122.32
123.77,124.73,126.31,123.33
124.38,127.74,128.25,124.20
127.70,126.61,127.74,124.51
126.83,124.75,127.80,123.99
125.27,124.97,127.85,122.65
125.16,124.50,125.99,124.12
124.50,122.80,124.51,122.63
122.50,122.38,123.55,121.55
124.95,128.27,128.91,123.25
128.24,125.36,128.24,123.72
124.84,122.82,125.15,122.00
122.99,122.55,123.44,120.02
122.26,122.61,123.19,120.73
122.82,121.64,123.24,121.09
123.59,125.09,125.28,122.53
124.16,121.54,124.28,121.39
122.00,120.78,122.05,119.56
120.78,120.78,121.57,120.03
119.00,115.39,119.24,114.53
115.56,115.20,117.67,114.48
116.02,113.72,116.46,113.11
113.39,112.62,113.39,110.51
112.29,111.66,112.55,110.27
111.72,114.17,114.22,111.15
113.66,113.61,114.96,113.03
113.81,114.47,115.61,113.64
115.23,116.21,116.99,114.62
116.90,115.88,117.08,115.66
115.50,113.36,116.51,109.50
113.32,114.71,115.82,110.94
114.65,112.97,114.90,111.90
112.80,112.72,113.51,111.85
112.69,112.81,113.55,112.29
112.51,113.57,113.94,110.39
113.59,116.66,117.05,112.65
117.09,121.15,121.87,116.77
120.51,117.84,120.51,117.78
117.93,117.73,118.50,115.08
116.51,117.26,118.03,115.66
117.12,117.83,118.79,116.76
118.97,117.80,121.11,117.77
118.30,120.17,120.89,118.30
120.12,121.30,121.50,119.71
120.92,121.38,122.82,120.55
120.98,119.71,121.86,118.06
120.57,119.49,121.75,118.87
120.03,119.91,121.77,119.33
120.05,118.72,120.42,117.57
118.58,120.80,121.96,115.14
119.00,120.85,121.15,118.99
120.93,121.34,123.05,120.77
121.66,122.35,122.62,120.83
121.98,121.72,122.15,121.33
121.89,120.72,121.89,120.54
120.82,121.33,121.54,119.63
121.82,122.15,123.09,121.60
121.97,121.77,122.60,120.30
120.25,118.57,121.31,118.11
119.11,119.10,119.83,118.26
119.72,116.49,119.72,116.13
116.78,120.27,120.74,116.69
119.43,117.27,120.12,116.29
116.91,117.09,117.85,115.39
117.59,118.35,119.19,117.59
118.64,117.19,118.64,116.65
117.82,115.39,117.82,114.68
115.25,112.31,115.25,111.57
111.88,110.98,113.00,110.90
111.00,110.66,111.16,109.85
110.52,110.07,112.52,108.85
109.79,109.97,110.46,108.43
109.67,109.31,109.67,107.38
108.22,106.24,108.22,104.31
105.84,103.08,106.99,102.19
103.79,104.70,105.63,103.63
103.29,103.28,104.32,102.30
104.25,106.85,107.68,104.25
105.31,106.24,107.00,104.16
105.84,103.50,106.97,103.46
104.78,103.89,104.91,103.62
103.55,102.32,104.03,101.51
102.42,102.81,105.21,102.35
102.73,102.93,104.56,101.61
102.06,101.97,102.87,101.75
101.57,103.49,103.83,101.57
103.30,103.33,104.63,102.85
103.52,105.72,106.03,103.02
105.38,106.95,107.43,104.53
106.68,108.91,109.72,106.68
109.29,105.25,109.29,104.49
105.64,106.49,107.44,104.74
106.82,105.17,107.16,104.75
105.12,102.42,105.28,101.96
102.85,98.99,102.85,98.00
98.30,93.49,98.48,93.40
93.75,97.12,97.29,93.11
96.85,96.97,97.68,95.20
95.01,96.10,96.40,94.65
98.04,96.97,98.33,95.37
96.62,97.39,97.88,96.15
97.39,100.38,101.74,96.01
100.15,95.75,100.31,95.56
95.66,95.87,96.26,93.39
96.20,97.12,97.62,95.75
97.05,94.84,97.82,94.42
95.30,93.67,95.62,93.15
93.68,94.66,95.21,92.64
94.85,95.64,95.78,94.85
96.08,98.54,99.32,95.56
98.05,97.24,99.91,96.84
96.84,99.53,100.23,96.49
99.99,100.49,101.92,99.60
100.69,99.66,101.63,98.30
100.76,101.94,102.00,99.77
102.03,101.50,102.79,100.94
101.13,102.72,103.31,101.13
102.56,104.92,105.32,102.56
105.00,105.52,105.78,103.38
105.28,104.49,105.42,104.19
104.63,105.41,105.61,104.04
105.72,102.44,105.78,101.26
102.28,101.66,104.08,100.97
101.63,103.54,103.54,101.63
103.74,106.52,107.07,103.74
106.41,107.65,108.00,105.29
107.00,108.59,109.51,107.00
108.29,107.65,108.29,106.29
108.07,109.22,109.64,107.41
109.20,108.09,109.24,105.99
108.56,111.88,112.63,108.01
112.05,111.09,112.05,109.46
110.26,111.89,112.20,110.26
111.73,110.33,111.73,109.96
110.02,109.73,110.02,108.73
109.03,109.32,110.49,108.48
108.66,107.39,109.53,106.45
106.28,107.22,107.68,105.52
106.88,109.95,110.48,106.85
109.63,111.96,112.46,108.99
111.64,111.00,112.20,110.03
110.54,114.00,114.15,109.90
113.18,113.13,113.63,111.61
113.15,115.05,116.26,111.95
115.46,117.73,118.48,113.64
117.22,117.50,119.54,117.06
117.45,118.50,118.75,117.01
119.69,120.23,120.48,118.75
120.54,121.06,122.31,120.43
121.41,121.30,122.20,120.52
120.74,117.98,121.14,117.37
117.77,119.49,120.16,117.77
119.62,118.85,119.62,117.62
118.51,117.37,118.82,117.26
117.64,117.04,118.96,115.50
117.36,117.42,118.21,116.35
117.23,116.48,117.44,116.12
116.96,116.29,117.80,116.20
116.28,117.75,118.35,116.27
117.73,116.75,119.34,116.41
116.90,115.33,117.46,114.79
115.21,116.58,117.20,114.91
117.09,116.18,117.09,114.93
116.25,115.50,116.74,114.78
114.22,114.60,115.47,113.64
115.11,115.18,115.61,114.38
115.42,115.90,116.38,114.94
115.81,115.37,116.21,115.05
115.31,115.18,115.32,114.09
115.24,114.04,115.82,113.84
114.16,111.46,115.88,110.84
111.64,110.33,111.64,109.33
110.43,108.98,110.43,108.45
109.26,109.99,110.09,109.26
109.82,110.02,110.47,109.82
110.33,110.45,110.81,109.93
110.49,111.22,111.81,109.56
111.73,110.84,111.73,110.27
110.94,113.18,113.39,110.94
113.57,113.89,114.23,112.63
113.87,113.91,114.70,113.08
114.45,113.62,114.45,112.13
114.17,112.30,114.17,111.47
112.00,113.68,113.73,111.69
113.37,115.57,115.87,113.31
115.66,115.20,116.84,114.92
115.22,114.45,115.35,113.43
115.04,114.79,115.36,113.16
114.75,115.14,115.44,113.62
114.81,114.31,115.70,113.95
114.60,115.58,115.64,114.48
115.19,115.05,116.35,114.76
115.81,116.95,117.05,115.01
116.76,115.43,116.85,115.29
115.18,116.70,117.91,115.18
116.59,116.00,116.59,115.35
116.74,115.69,116.74,115.27
116.10,116.00,117.91,115.23
116.17,116.15,117.03,115.73
115.63,114.09,116.23,113.64
114.02,114.69,115.47,113.57
114.84,112.80,115.10,112.66
113.21,110.30,114.00,109.99
109.29,106.73,109.29,105.17
106.18,108.83,109.13,105.98
108.59,109.68,109.91,107.75
108.92,109.18,109.37,107.58
108.82,109.62,110.11,108.16
109.96,108.55,109.96,108.04
108.30,108.65,109.22,107.46
109.34,110.33,110.62,108.48
109.75,110.67,111.24,109.72
111.32,111.26,112.83,110.61
111.43,111.10,111.90,110.43
111.16,110.37,111.50,109.90
111.01,110.96,111.43,110.49
110.73,110.83,111.33,109.78
110.53,109.96,111.00,109.01
110.45,109.71,110.45,109.29
109.51,108.09,109.51,107.80
108.52,107.83,108.52,107.60
108.19,108.19,108.62,108.00
108.22,109.32,109.35,108.22
109.35,109.08,109.50,108.79
109.44,108.67,109.63,108.43
108.51,109.50,109.52,108.02
110.13,108.88,110.17,108.34
109.21,108.51,109.21,108.25
108.70,108.16,109.54,108.01
107.45,106.96,108.25,106.65
106.56,105.01,106.56,104.90
104.83,104.10,105.45,104.03
103.95,103.96,104.46,103.54
103.61,103.83,104.08,102.82
104.09,104.09,104.59,103.51
104.12,104.69,105.02,104.12
104.94,103.76,105.67,103.03
103.81,103.02,104.00,102.10
103.21,102.80,103.61,102.11
102.57,102.21,102.63,101.52
102.05,100.71,102.32,100.36
100.38,101.22,101.83,100.05
100.21,99.31,100.84,99.23
99.70,99.66,99.72,98.69
98.55,99.49,99.69,98.08
99.21,100.72,100.81,98.00
100.11,99.30,100.38,98.57
98.85,99.47,100.16,98.57
100.00,101.11,101.24,99.70
102.30,102.32,102.74,100.71
102.20,102.11,102.33,101.40
102.37,101.77,102.42,101.36
101.91,100.33,101.91,100.15
99.80,99.86,100.82,99.65
100.06,98.02,100.92,98.00
97.99,98.03,98.38,97.69
97.00,96.60,98.98,95.14
94.84,95.66,96.20,93.98
98.14,97.54,98.45,96.54
96.15,99.54,100.59,96.15
100.00,101.43,101.75,99.26
101.45,102.69,102.85,101.32
102.50,102.91,103.56,102.50
102.88,102.63,103.52,102.15
102.06,102.71,102.97,101.93
102.97,104.36,105.01,102.97
104.22,104.69,105.26,103.66
104.12,106.01,106.03,104.12
105.37,105.80,105.83,104.72
105.06,103.12,105.40,102.62
102.62,103.63,105.03,102.62
104.22,103.63,104.22,102.92
103.80,103.16,104.08,102.98
104.00,104.44,105.30,103.91
104.82,103.91,105.00,102.91
103.69,102.58,103.77,102.20
102.16,102.48,103.70,102.00
102.60,100.61,102.68,100.36
100.61,101.05,101.53,100.04
101.05,103.12,103.67,101.05
103.41,101.74,103.73,100.55
101.87,102.19,102.25,101.26
101.42,101.47,102.40,100.93
102.67,102.50,102.93,101.41
102.51,101.10,102.51,100.39
100.52,99.42,101.26,99.39
99.64,101.37,101.65,99.64
101.03,99.98,101.48,99.60
99.18,95.63,99.45,95.20
95.76,94.36,96.47,93.50
94.97,93.15,94.97,92.55
93.26,92.33,93.56,92.10
91.84,91.83,92.46,91.20
91.96,91.33,92.31,91.03
90.99,89.53,91.10,88.89
89.43,86.23,89.43,85.75
85.97,86.29,86.90,84.65
85.67,85.05,85.67,84.90
84.89,84.95,85.32,83.14
83.76,84.22,86.36,83.40
84.03,86.25,87.49,84.03
86.83,90.30,91.23,86.51
90.50,89.24,91.09,88.51
89.29,89.18,90.43,88.57
89.10,88.64,89.36,88.02
88.17,88.19,88.31,87.38
88.28,87.35,88.30,87.35
87.06,88.11,88.45,87.06
88.11,87.68,89.25,86.70
88.02,86.52,88.02,85.48
86.45,85.46,86.45,85.16
85.12,84.39,85.45,83.02
84.69,85.87,86.54,84.13
86.84,86.58,87.67,85.07
87.52,87.64,88.62,87.17
87.53,89.56,90.12,87.53
89.36,88.60,89.87,88.25
89.08,89.91,91.11,88.43
89.47,89.03,90.52,88.59
89.39,85.29,89.42,85.22
85.21,86.96,87.29,85.21
88.15,87.02,88.15,86.59
86.90,86.93,88.15,85.75
87.02,87.40,90.49,86.73
86.72,85.66,86.78,85.36
85.42,85.52,85.62,84.55
84.46,86.41,86.79,84.42
86.62,84.90,86.66,84.37
84.85,83.67,84.96,83.47
83.19,81.29,83.19,80.54
81.23,82.62,82.83,80.50
82.91,83.71,84.79,82.66
83.62,82.00,83.68,81.18
81.81,82.81,83.37,80.92
83.06,82.34,83.78,82.31
82.54,82.50,82.89,81.71
82.86,83.15,83.57,82.18
83.12,82.76,83.13,81.50
83.04,84.12,84.44,83.00
84.06,84.71,84.75,83.36
84.71,84.20,84.71,83.59
84.03,84.91,85.07,83.78
84.79,85.24,86.03,84.45
84.84,87.30,87.50,84.84
87.51,87.24,87.86,86.55
87.24,87.40,88.37,85.91
87.05,86.02,87.05,84.62
85.84,88.29,88.65,85.64
88.23,86.30,88.71,86.28
85.73,82.79,85.85,82.77
82.81,81.40,82.81,80.41
80.95,79.78,80.95,79.69
79.75,81.07,81.47,79.42
79.84,80.06,80.59,79.10
79.99,78.86,79.99,78.24
78.79,78.53,78.79,77.95
78.29,79.53,80.00,77.75
80.46,82.24,82.65,79.88
81.85,81.78,81.87,80.34
81.69,81.19,82.27,81.11
80.74,81.57,81.59,80.33
81.21,81.99,82.20,79.26
81.56,79.53,82.13,79.25
79.87,81.67,82.05,79.82
81.77,82.61,82.94,81.77
82.34,81.94,82.79,81.88
82.60,80.05,82.60,79.97
80.09,78.83,80.09,78.28
78.79,78.65,79.97,78.19
78.87,79.42,80.08,78.60
78.94,79.86,80.28,78.58
80.06,79.99,80.82,79.25
80.17,81.52,81.62,79.62
82.21,82.48,84.08,82.06
82.31,84.53,84.91,82.31
84.65,83.01,84.72,82.68
82.68,83.05,83.67,82.41
83.00,81.89,83.00,81.44
81.61,80.50,81.96,80.04
80.58,80.44,81.65,80.04
80.39,80.40,80.94,79.83
80.42,81.91,82.32,79.93
81.43,78.90,81.43,78.58
79.08,77.74,79.11,77.74
77.97,78.33,78.94,77.21
78.45,78.12,78.54,77.14
77.98,78.68,78.80,77.54
78.36,78.14,79.00,77.65
78.29,78.99,79.19,78.19
79.30,79.14,79.87,78.87
78.81,81.31,81.90,78.81
79.22,79.90,80.13,78.86
80.07,80.61,80.83,80.00
80.92,80.27,80.94,80.16
80.20,81.56,82.89,80.20
82.22,82.01,83.00,80.27
82.14,80.40,82.54,80.15
81.26,81.99,82.44,81.22
82.12,82.16,82.34,81.77
81.93,80.24,81.93,80.14
80.64,83.75,83.78,80.64
84.09,84.54,85.10,83.91
84.73,85.54,85.65,84.22
85.55,86.00,86.19,85.07
86.13,86.14,86.23,85.00
86.02,86.64,87.05,85.91
86.46,84.96,86.46,84.74
84.60,83.83,85.01,83.71
83.77,82.33,83.99,82.00
81.85,83.07,83.15,81.70
82.64,83.38,83.66,82.19
83.19,85.05,85.67,82.75
85.39,82.44,85.39,81.65
82.51,82.53,82.81,81.73
82.80,81.32,82.80,81.10
81.35,80.15,81.51,79.95
79.51,79.66,80.99,79.11
79.53,79.82,80.41,79.18
80.46,80.44,81.12,79.90
80.73,80.02,81.69,79.89
80.28,81.05,81.53,80.01
81.14,80.16,81.14,79.87
79.72,79.24,80.01,79.07
79.14,80.40,80.86,79.14
81.05,83.13,83.24,80.93
83.83,83.44,83.83,81.71
83.18,81.97,83.55,81.30
82.47,82.71,83.26,82.23
82.95,82.52,82.95,82.15
82.23,82.52,82.61,82.04
82.69,82.07,82.69,81.60
82.02,82.40,82.84,81.70
81.14,79.66,81.40,79.28
80.09,79.45,80.09,78.14
79.83,79.97,80.27,79.08
80.00,81.15,81.68,80.00
80.17,80.45,80.55,79.93
80.15,81.33,81.45,79.50
80.64,80.72,81.11,80.38
81.93,80.00,81.93,79.78
81.05,80.77,81.39,80.47
81.00,80.48,81.51,80.35
81.10,80.35,81.30,80.21
80.46,80.58,81.31,80.22
80.78,79.98,81.28,79.63
80.17,79.51,80.51,79.05
79.00,79.94,80.24,78.82
79.75,78.79,80.77,78.39
78.78,76.27,79.03,75.62
75.94,75.22,77.83,74.36
74.92,73.99,75.41,73.94
73.64,73.87,74.81,73.43
74.05,73.65,74.46,73.39
73.57,75.04,75.90,73.57
75.14,74.16,75.14,74.14
74.37,75.55,76.41,74.37
75.13,76.09,76.24,74.79
76.30,76.11,76.53,75.66
76.13,75.30,76.36,74.67
75.11,74.85,75.19,74.32
74.61,75.40,75.56,74.61
75.82,76.40,76.57,75.43
75.28,74.12,75.77,74.00
74.24,73.72,74.24,73.04
73.52,72.75,73.91,72.70
72.89,72.98,73.29,72.26
72.59,73.11,73.27,72.30
72.94,72.30,73.08,72.12
72.26,70.80,72.33,70.74
70.56,70.10,70.60,69.75
69.24,68.11,69.33,67.78
63.93,65.90,67.23,63.14
67.49,66.64,68.34,66.60
67.91,69.32,69.59,66.88
69.87,71.76,72.05,69.17
71.37,70.75,71.51,70.41
70.48,72.01,72.73,69.57
70.16,69.52,70.63,69.17
70.29,70.74,71.17,69.74
70.98,71.14,71.84,70.50
70.74,68.99,70.74,68.23
69.04,69.27,70.00,69.04
70.17,69.18,70.57,69.15
68.97,69.80,70.34,68.97
69.18,68.88,69.29,68.63
68.98,68.77,68.98,67.82
68.68,69.66,69.83,68.50
69.95,71.05,71.31,69.95
70.64,71.14,72.60,69.95
71.08,69.99,71.20,69.71
70.23,70.25,70.64,69.61
69.15,69.01,69.23,68.16
68.93,68.36,68.93,68.19
67.50,68.33,68.65,67.03
68.84,67.58,68.84,67.07
67.31,67.21,67.81,67.08
67.30,68.07,68.51,67.05
69.21,69.38,70.27,68.88
69.56,68.16,69.56,68.10
67.78,68.33,69.07,67.19
68.76,70.30,70.82,68.76
70.50,70.34,70.82,69.81
70.63,70.23,71.49,69.50
70.55,71.95,72.31,70.18
72.07,72.37,72.83,72.01
72.13,72.49,73.00,71.70
72.50,71.23,72.77,70.93
71.01,71.65,71.98,70.94
72.08,72.25,72.38,71.07
72.37,72.40,72.75,72.06
71.89,72.28,72.49,71.85
72.33,72.83,73.13,71.82
72.71,72.67,72.73,71.78
73.17,74.86,76.36,73.06
74.71,74.23,75.59,73.77
74.36,75.02,75.14,73.95
74.52,75.23,75.60,74.46
74.54,77.07,77.21,74.54
76.76,77.40,77.76,75.41
77.41,76.68,77.84,75.69
77.05,77.73,78.12,76.86
78.01,78.02,79.51,77.58
77.90,76.67,78.33,76.22
76.37,76.87,77.80,76.37
76.55,76.34,76.72,75.88
76.11,75.24,76.39,74.55
74.36,75.90,76.10,74.35
76.40,76.17,76.46,75.65
75.64,75.97,76.15,75.29
75.77,75.51,76.34,75.36
75.42,75.83,76.25,75.13
75.52,75.99,77.04,75.32
76.16,75.98,76.41,75.31
76.25,76.62,77.28,76.25
77.43,77.18,77.73,76.87
77.23,77.97,78.22,77.23
77.64,78.49,78.75,77.37
78.88,79.89,80.61,78.40
79.69,78.55,79.89,78.21
78.76,77.07,79.33,76.88
77.46,78.25,78.83,77.29
77.70,78.11,78.59,77.64
78.39,76.18,78.43,75.45
76.08,76.02,77.06,75.57
76.83,75.17,76.83,74.46
74.33,74.33,74.93,73.59
74.40,74.09,75.30,73.75
74.00,73.02,74.06,72.86
72.32,71.52,73.62,71.17
71.77,70.80,71.77,69.75
71.15,72.70,72.84,71.15
73.46,73.10,73.46,72.50
72.99,72.09,73.05,71.59
72.23,71.60,72.43,71.13
71.68,72.50,73.24,71.68
72.58,72.57,73.26,72.18
72.87,73.23,73.46,72.26
73.27,72.20,73.55,72.20
71.96,72.15,73.30,71.96
72.56,71.38,72.88,71.19
71.22,70.70,71.58,70.57
70.41,70.81,72.24,70.35
70.00,69.26,70.27,68.75
69.10,68.48,70.08,68.12
67.55,68.58,69.73,67.55
67.34,67.49,68.46,67.21
68.05,66.09,68.05,66.03
66.06,65.95,67.34,65.55
66.37,66.75,67.22,66.08
66.77,66.64,67.68,66.01
66.77,67.59,68.10,66.17
66.11,65.08,66.24,64.58
64.84,64.48,65.70,63.49
63.48,64.65,64.90,61.17
64.62,64.60,65.05,64.16
65.89,65.65,66.18,65.16
65.23,65.09,65.61,65.03
65.53,65.92,66.10,65.35
65.99,65.63,66.89,65.03
66.66,66.93,67.45,66.51
66.98,70.14,70.52,66.98
69.60,70.50,70.62,69.42
69.66,67.12,69.66,66.69
67.58,69.31,69.53,67.21
69.73,69.33,70.37,68.85
69.10,68.31,69.10,67.93
67.47,67.92,68.09,66.88
67.14,67.70,67.96,66.70
67.99,68.78,69.64,67.76
67.51,67.68,67.82,66.25
68.08,70.08,70.09,68.08
70.77,72.05,72.95,70.44
72.20,72.80,74.53,72.13
73.13,72.37,73.94,71.89
71.94,72.55,73.24,71.80
73.42,73.00,74.10,72.72
72.22,72.03,73.75,71.77
72.26,72.29,72.90,71.17
72.57,73.84,73.84,71.45
74.44,72.95,74.44,72.35
72.96,73.45,74.22,72.80
73.92,75.16,75.58,73.65
74.69,75.64,76.44,74.69
75.65,75.89,76.35,74.92
76.12,77.60,78.22,76.12
77.23,77.49,77.67,76.66
76.79,77.05,77.15,75.68
77.40,78.45,78.72,77.40
78.56,77.15,78.56,75.84
77.87,77.30,78.48,76.56
77.48,76.54,78.55,75.38
76.80,75.53,76.80,75.16
75.13,76.92,76.93,74.18
77.41,80.34,81.00,77.01
80.47,80.00,81.75,78.94
79.38,79.35,80.09,79.25
79.21,81.56,81.73,79.21
81.35,80.48,81.35,79.94
80.48,80.98,81.11,79.85
81.25,81.18,81.34,80.88
81.28,81.62,81.93,80.67
82.00,83.13,83.49,79.42
83.12,83.05,83.97,81.16
82.20,84.38,84.61,81.73
84.10,82.54,84.19,82.00
81.78,81.19,81.78,80.84
80.33,82.05,82.15,80.33
81.08,82.18,82.24,80.42
83.20,81.18,83.76,80.82
81.54,81.26,82.45,81.14
81.15,83.66,84.09,81.15
84.25,84.33,84.59,83.81
84.60,83.48,85.23,83.21
83.18,83.89,84.86,83.18
83.64,82.54,84.97,82.03
83.34,86.47,86.82,83.01
86.33,85.83,86.57,84.59
85.45,85.05,85.76,84.50
84.71,85.61,85.87,84.71
85.45,85.94,85.97,85.01
86.41,86.04,86.67,84.99
85.72,84.76,86.35,84.10
84.29,86.94,87.17,83.57
86.92,87.29,87.58,86.11
86.85,86.09,87.34,86.09
85.60,84.11,86.09,83.73
83.49,83.75,83.88,83.03
84.16,83.71,84.39,83.25
82.93,83.37,83.84,82.54
82.52,82.00,83.49,81.17
82.44,83.11,83.49,82.16
82.73,82.82,83.84,82.66
83.11,82.63,83.14,81.79
81.49,81.19,82.14,80.73
81.39,81.39,82.04,81.19
80.98,80.04,81.25,79.75
79.75,79.44,79.87,78.82
79.04,79.06,79.30,77.50
79.01,78.11,79.77,77.56
77.79,77.71,78.19,77.41
78.15,78.25,78.71,78.00
78.60,78.30,79.40,77.95
78.90,78.91,79.50,78.33
79.12,79.66,80.07,79.10
80.68,80.29,80.91,79.60
80.16,78.98,80.58,78.67
78.65,78.23,79.21,78.01
78.67,78.63,78.74,77.95
78.57,79.70,79.88,77.99
79.77,81.54,81.90,79.77
82.56,83.57,84.00,82.38
83.26,82.08,83.26,81.51
81.20,78.88,81.20,77.94
78.13,78.05,78.58,77.35
77.58,76.95,77.68,76.20
77.57,78.15,78.56,76.65
77.72,79.10,79.47,77.72
79.22,78.71,79.64,78.46
79.49,79.98,80.74,79.23
80.20,81.31,81.49,80.13
81.35,82.15,82.33,80.85
83.15,83.16,83.68,82.44
78.71,78.69,80.62,78.01
78.03,77.60,78.39,76.23
79.16,79.36,80.12,78.65
80.03,81.48,81.61,79.65
81.84,82.96,83.45,81.74
83.25,82.05,83.48,81.69
81.48,80.56,81.48,80.16
80.03,79.08,80.03,78.62
79.56,78.57,79.66,77.54
79.24,80.02,80.15,78.71
80.06,79.44,80.45,78.59
79.69,81.01,81.48,79.69
80.80,80.95,81.87,80.80
81.36,80.52,82.62,80.24
80.71,80.42,82.44,79.83
80.29,82.11,82.15,80.05
81.44,80.82,82.27,79.75
80.83,80.94,81.15,80.19
80.64,81.76,82.05,80.64
81.67,82.61,82.70,81.67
81.75,81.49,81.94,81.01
81.55,78.85,81.55,78.48
79.07,76.24,79.07,75.69
76.98,78.40,78.86,76.94
78.41,78.58,78.84,76.98
78.24,76.26,78.86,76.24
76.33,74.51,76.36,73.78
74.13,74.61,74.93,73.94
74.73,74.13,75.23,73.22
74.18,74.54,74.71,73.50
74.40,76.93,77.38,74.16
76.81,77.53,78.14,76.81
78.47,77.79,78.47,77.60
77.91,80.70,81.36,77.91
80.80,79.63,81.28,78.76
79.77,81.65,82.27,79.70
80.95,80.79,82.22,80.34
80.26,80.93,81.36,79.73
81.27,81.47,81.91,80.62
80.98,79.92,80.98,79.47
79.44,79.85,80.12,79.44
80.41,78.13,80.41,78.00
78.43,79.21,79.54,77.74
79.16,79.04,79.93,78.62
79.41,76.70,79.75,76.01
76.88,76.21,77.50,75.70
75.96,74.95,76.18,74.46
74.96,74.48,75.49,73.49
74.33,76.00,77.17,73.34
76.49,76.42,78.42,75.59
76.82,77.17,77.54,76.26
76.74,75.64,76.74,75.47
76.41,75.95,76.90,75.72
75.21,73.96,75.21,73.83
73.42,75.10,75.38,72.08
74.44,72.92,74.44,72.74
75.04,73.13,75.04,71.44
73.26,72.53,73.37,72.22
72.49,71.99,73.53,71.86
72.57,72.18,73.07,71.84
72.06,71.03,72.37,70.44
71.21,72.29,72.56,71.19
72.98,75.52,75.69,72.98
75.94,76.81,78.00,75.94
76.11,74.75,76.11,73.66
74.80,76.71,76.89,74.29
76.61,75.91,76.91,75.25
75.49,75.22,77.00,74.43
75.54,75.00,76.46,74.98
75.05,75.54,75.65,74.34
75.72,76.31,77.53,75.44
76.47,77.56,78.00,75.10
77.27,77.64,78.50,76.66
77.74,76.59,77.74,76.00
76.73,80.16,80.31,76.73
79.80,79.72,80.22,79.29
79.67,79.63,80.56,78.86
78.83,79.62,80.52,78.08
79.57,80.16,80.86,78.55
80.19,79.83,80.76,79.68
80.70,81.44,81.50,80.54
81.36,81.65,82.00,81.00
81.99,81.04,82.01,80.67
80.92,80.61,80.92,80.13
81.20,80.99,82.54,80.87
80.74,79.56,81.64,79.42
79.43,76.72,79.43,76.51
76.24,77.96,78.15,75.90
77.59,75.85,78.41,74.65
75.85,75.01,75.88,74.80
75.51,72.91,75.70,72.20
72.80,72.59,73.14,71.85
72.94,72.16,74.25,72.00
72.22,72.36,73.49,71.44
73.91,76.62,77.01,73.91
76.55,76.52,78.58,76.15
72.82,71.73,72.82,69.43
70.62,66.14,70.62,65.77
65.45,63.21,65.74,61.82
63.38,64.22,64.47,63.35
64.82,64.21,65.79,63.68
64.08,64.20,65.05,63.80
64.18,65.02,65.27,64.18
65.25,64.44,65.26,64.33
64.62,65.35,65.72,64.59
65.48,64.50,65.48,64.31
64.09,63.99,64.25,63.67
64.55,63.13,64.55,62.81
63.08,62.91,63.25,62.74
62.76,63.14,63.31,62.76
63.58,62.90,63.79,62.54
62.80,62.17,64.17,62.00
