CAPR,Capricor Therapeutics,NASDAQ
2.93,2.98,2.98,2.81
2.96,2.83,2.96,2.80
2.80,2.67,2.80,2.61
2.69,2.46,2.69,2.42
2.40,2.58,2.60,2.31
2.50,2.59,2.77,2.45
2.70,2.40,2.70,2.37
2.51,2.44,2.65,2.40
2.42,2.56,2.57,2.42
2.52,2.51,2.59,2.41
2.50,2.55,2.55,2.31
2.50,2.40,2.53,2.35
2.35,2.53,2.56,2.34
2.46,2.58,2.58,2.42
2.54,2.61,2.78,2.52
2.63,2.93,2.93,2.60
2.81,2.66,2.88,2.44
2.72,2.55,2.72,2.51
2.63,2.64,2.67,2.47
2.62,2.70,2.73,2.58
2.68,2.64,2.70,2.57
2.66,2.78,2.87,2.59
2.71,2.65,2.71,2.59
2.62,2.64,2.65,2.51
2.66,2.53,2.66,2.46
2.56,2.47,2.63,2.42
