VBFC,Village Bank and Trust Financial Corp. - Common Stock,NASDAQ
1.79,1.74,1.79,1.74
1.71,1.70,1.71,1.70
1.70,1.67,1.70,1.66
1.77,1.67,1.77,1.66
1.66,1.66,1.66,1.66
1.79,1.67,1.79,1.67
1.82,1.82,1.82,1.82
1.82,1.67,1.83,1.67
1.68,1.69,1.81,1.68
1.69,1.69,1.69,1.69
1.69,1.69,1.69,1.69
1.88,1.72,1.88,1.68
1.72,1.72,1.72,1.72
1.70,1.70,1.75,1.68
1.78,1.70,1.78,1.65
1.70,1.66,1.70,1.61
1.61,1.61,1.70,1.60
1.66,1.58,1.66,1.58
1.70,1.70,1.70,1.58
1.70,1.65,1.70,1.65
1.70,1.60,1.70,1.60
1.69,1.70,1.70,1.69
1.65,1.65,1.65,1.65
1.66,1.50,1.66,1.49
1.54,1.36,1.54,1.36
1.38,1.39,1.39,1.38
1.48,1.42,1.48,1.42
1.42,1.47,1.50,1.38
1.50,1.65,1.67,1.43
1.66,1.80,1.80,1.65
1.72,1.60,1.79,1.58
1.77,1.77,1.77,1.77
1.77,1.60,1.77,1.60
1.60,1.60,1.60,1.60
1.60,1.63,1.65,1.60
1.77,1.63,1.77,1.62
1.63,1.70,1.71,1.63
1.63,1.64,1.64,1.63
1.70,1.61,1.70,1.60
1.63,1.71,1.71,1.63
1.60,1.62,1.62,1.60
1.62,1.63,1.63,1.62
1.64,1.62,1.64,1.62
1.61,1.56,1.61,1.56
1.57,1.58,1.58,1.57
1.58,1.58,1.58,1.58
1.60,1.60,1.60,1.60
1.71,1.71,1.71,1.65
1.72,1.75,1.75,1.71
1.62,1.62,1.62,1.62
1.62,1.62,1.62,1.62
1.62,1.62,1.62,1.62
1.67,1.67,1.67,1.67
1.70,1.67,1.71,1.67
1.63,1.65,1.65,1.63
1.68,1.68,1.68,1.68
1.69,1.71,1.71,1.69
1.63,1.64,1.64,1.63
1.64,1.64,1.64,1.64
1.67,1.67,1.67,1.67
1.67,1.67,1.67,1.67
1.67,1.67,1.67,1.67
1.67,1.67,1.71,1.67
1.68,1.68,1.68,1.68
1.68,1.68,1.68,1.68
1.70,1.70,1.71,1.65
1.71,1.71,1.71,1.70
1.68,1.60,1.70,1.60
1.61,1.61,1.61,1.61
1.61,1.61,1.61,1.61
1.71,1.71,1.71,1.71
1.70,1.70,1.70,1.70
1.70,1.60,1.70,1.60
1.61,1.61,1.61,1.61
1.61,1.61,1.61,1.61
1.70,1.70,1.70,1.70
1.65,1.65,1.65,1.65
1.62,1.62,1.62,1.62
1.61,1.62,1.62,1.61
1.62,1.62,1.70,1.62
1.69,1.70,1.70,1.69
1.70,1.70,1.70,1.70
1.70,1.70,1.70,1.70
1.70,1.70,1.70,1.70
1.70,1.62,1.70,1.62
1.62,1.62,1.62,1.62
1.70,1.62,1.70,1.62
1.62,1.62,1.62,1.62
1.62,1.62,1.62,1.62
1.62,1.64,1.64,1.62
1.64,1.64,1.64,1.64
1.62,1.62,1.62,1.62
1.62,1.63,1.66,1.62
1.62,1.62,1.62,1.62
1.62,1.62,1.62,1.62
1.62,1.62,1.62,1.62
1.62,1.60,1.62,1.60
1.60,1.58,1.60,1.55
1.58,1.58,1.58,1.58
1.57,1.55,1.58,1.55
1.55,1.55,1.55,1.55
1.55,1.55,1.55,1.55
1.55,1.33,1.55,1.32
1.40,1.34,1.40,1.34
1.45,1.22,1.45,1.20
1.23,1.24,1.27,1.23
1.23,1.26,1.26,1.23
1.23,1.23,1.23,1.23
1.20,1.23,1.23,1.20
1.20,1.18,1.21,1.15
1.19,1.16,1.19,1.15
1.17,1.13,1.17,1.12
1.15,1.15,1.15,1.15
1.14,1.16,1.16,1.14
1.18,1.18,1.18,1.17
1.13,1.29,1.30,1.13
1.34,1.19,1.34,1.19
1.18,1.25,1.25,1.18
1.18,1.15,1.18,1.15
1.15,1.20,1.20,1.15
1.20,1.28,1.29,1.20
1.35,1.28,1.35,1.23
1.22,1.37,1.38,1.19
1.38,1.41,1.42,1.38
1.48,1.41,1.55,1.36
1.48,1.48,1.48,1.48
1.47,1.46,1.47,1.37
1.41,1.42,1.57,1.35
1.40,1.39,1.40,1.38
1.57,1.45,1.57,1.43
1.57,1.35,1.57,1.35
1.40,1.42,1.60,1.36
1.45,1.50,1.53,1.35
1.45,1.50,1.56,1.40
1.47,1.43,1.50,1.41
1.40,1.41,1.50,1.40
1.39,1.48,1.48,1.37
1.54,1.54,1.58,1.45
1.53,1.55,1.55,1.46
1.55,1.58,1.60,1.44
1.59,1.48,1.60,1.48
1.58,1.57,1.58,1.57
1.57,1.66,1.67,1.56
1.70,1.64,1.70,1.61
1.68,1.68,1.68,1.65
1.68,1.65,1.68,1.65
1.67,1.80,1.90,1.67
1.87,1.73,1.88,1.73
1.73,1.71,1.79,1.61
1.63,1.69,1.69,1.62
1.62,1.58,1.62,1.58
1.52,1.55,1.56,1.52
1.56,1.57,1.57,1.56
1.57,1.62,1.62,1.57
1.62,1.62,1.62,1.61
1.62,1.62,1.62,1.62
1.58,1.63,1.64,1.57
1.61,1.54,1.61,1.51
1.55,1.55,1.55,1.44
1.50,1.48,1.52,1.48
1.49,1.45,1.49,1.45
1.47,1.43,1.47,1.42
1.50,1.44,1.51,1.38
1.50,1.45,1.50,1.41
1.50,1.43,1.50,1.43
1.45,1.38,1.45,1.38
1.39,1.43,1.43,1.39
1.41,1.45,1.45,1.38
1.44,1.42,1.44,1.42
1.38,1.38,1.41,1.37
1.36,1.37,1.37,1.36
1.37,1.40,1.41,1.37
1.42,1.40,1.42,1.40
1.40,1.39,1.40,1.39
1.38,1.35,1.38,1.33
1.35,1.32,1.38,1.32
1.32,1.35,1.35,1.32
1.36,1.35,1.36,1.33
1.33,1.30,1.33,1.26
1.29,1.28,1.30,1.28
1.28,1.32,1.32,1.28
1.29,1.29,1.30,1.29
1.33,1.34,1.34,1.31
1.35,1.30,1.36,1.30
1.31,1.34,1.34,1.31
1.45,1.40,1.45,1.37
1.42,1.40,1.42,1.30
1.41,1.40,1.47,1.30
1.37,1.44,1.52,1.37
1.50,1.43,1.50,1.38
1.54,1.42,1.54,1.42
1.41,1.45,1.45,1.41
1.41,1.33,1.41,1.33
1.38,1.36,1.47,1.36
1.35,1.35,1.45,1.34
1.33,1.45,1.46,1.33
1.36,1.45,1.45,1.32
1.36,1.35,1.36,1.35
1.35,1.37,1.38,1.35
1.32,1.32,1.34,1.32
1.33,1.40,1.40,1.33
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.41,1.40,1.44,1.40
1.40,1.39,1.40,1.39
1.45,1.45,1.45,1.45
1.40,1.39,1.40,1.33
1.37,1.37,1.37,1.37
1.34,1.34,1.34,1.34
1.40,1.40,1.40,1.40
1.44,1.45,1.45,1.44
1.45,1.45,1.45,1.45
1.44,1.44,1.45,1.40
1.34,1.34,1.34,1.34
1.34,1.34,1.34,1.34
1.34,1.37,1.37,1.34
1.46,1.34,1.46,1.34
1.40,1.40,1.40,1.39
1.40,1.40,1.40,1.40
1.40,1.36,1.40,1.35
1.36,1.35,1.39,1.35
1.35,1.35,1.35,1.35
1.33,1.33,1.33,1.29
1.33,1.33,1.33,1.33
1.33,1.33,1.33,1.33
1.36,1.39,1.39,1.36
1.42,1.44,1.46,1.42
1.46,1.46,1.48,1.46
1.46,1.46,1.46,1.46
1.46,1.46,1.46,1.46
1.49,1.46,1.49,1.32
1.47,1.47,1.47,1.46
1.48,1.47,1.48,1.38
1.47,1.39,1.47,1.39
1.47,1.47,1.47,1.47
1.35,1.48,1.48,1.35
1.48,1.48,1.48,1.48
1.46,1.48,1.48,1.46
1.35,1.44,1.48,1.35
1.44,1.44,1.44,1.44
1.38,1.46,1.47,1.35
1.46,1.46,1.46,1.46
1.40,1.40,1.40,1.40
1.44,1.45,1.47,1.43
1.45,1.46,1.46,1.45
1.46,1.46,1.48,1.45
1.45,1.45,1.45,1.45
1.45,1.45,1.45,1.45
1.42,1.42,1.42,1.41
1.49,1.49,1.49,1.48
1.41,1.41,1.41,1.41
1.41,1.41,1.41,1.41
1.50,1.47,1.50,1.47
1.40,1.36,1.50,1.36
1.37,1.36,1.39,1.36
1.36,1.36,1.36,1.36
1.37,1.37,1.37,1.37
1.37,1.37,1.37,1.37
1.45,1.45,1.45,1.45
1.37,1.38,1.42,1.37
1.38,1.38,1.43,1.38
1.38,1.32,1.38,1.32
1.30,1.27,1.37,1.19
1.30,1.32,1.36,1.27
1.32,1.32,1.32,1.32
1.30,1.34,1.34,1.30
1.33,1.31,1.35,1.30
1.34,1.35,1.35,1.34
1.37,1.27,1.37,1.27
1.34,1.27,1.34,1.27
1.33,1.38,1.39,1.29
1.36,1.45,1.47,1.33
1.34,1.43,1.60,1.34
1.45,1.40,1.45,1.33
1.38,1.58,1.65,1.38
1.60,1.64,1.71,1.55
1.64,1.88,2.55,1.59
1.85,1.63,1.85,1.63
1.63,1.83,2.00,1.42
1.85,1.66,1.93,1.46
1.69,1.69,1.92,1.69
1.82,1.83,1.83,1.82
1.70,1.75,1.75,1.70
1.76,1.70,1.76,1.70
1.63,1.58,1.63,1.56
1.55,1.54,1.55,1.50
1.55,1.60,1.60,1.50
25.60,25.60,25.60,25.60
22.38,23.34,23.50,22.38
23.32,23.32,23.32,23.32
23.56,23.55,23.56,23.55
25.77,25.77,25.77,25.77
25.77,25.77,25.77,25.77
28.55,27.69,28.55,25.84
27.69,27.69,27.69,27.69
27.69,27.69,27.69,27.69
25.06,25.06,25.06,25.06
25.00,25.11,25.11,25.00
25.11,25.11,25.11,25.11
29.54,24.31,29.54,24.31
24.02,24.02,24.02,24.02
24.02,24.02,24.02,24.02
24.91,23.75,24.91,23.75
23.97,24.00,24.00,23.97
24.51,25.00,25.00,24.50
24.51,24.55,24.57,24.50
24.55,24.55,24.55,24.55
25.00,25.00,25.00,25.00
25.00,25.00,25.00,25.00
25.00,25.00,25.00,25.00
24.51,24.50,24.51,24.50
24.50,24.50,24.56,24.50
24.62,24.63,24.63,24.62
24.50,24.50,24.50,24.50
24.50,24.50,24.50,24.50
24.50,24.50,24.50,24.50
24.50,24.50,24.50,24.50
24.50,24.50,24.50,24.50
24.50,24.50,24.50,24.50
23.89,23.89,23.89,23.89
22.75,22.75,22.75,22.75
22.75,22.75,22.75,22.75
22.75,22.75,22.75,22.75
22.75,22.75,22.75,22.75
22.75,22.75,22.75,22.75
22.75,22.75,22.75,22.75
22.75,22.75,22.75,22.75
22.75,22.75,22.75,22.75
22.75,22.75,22.75,22.75
22.75,22.75,22.75,22.75
22.75,22.75,22.75,22.75
19.77,18.65,19.77,18.62
19.95,19.95,19.95,19.95
19.95,19.95,19.95,19.95
18.65,18.65,18.65,18.65
18.50,18.50,18.50,18.50
18.50,18.50,18.50,18.50
18.50,18.50,18.50,18.50
18.50,18.50,18.50,18.50
16.22,16.22,16.22,16.22
16.22,16.22,16.22,16.22
16.22,16.22,16.22,16.22
16.22,16.22,16.22,16.22
16.22,16.22,16.22,16.22
16.22,16.22,16.22,16.22
17.25,16.53,17.25,16.53
16.53,16.53,16.53,16.53
16.53,16.53,16.53,16.53
17.95,19.97,19.97,17.95
18.75,18.65,18.75,18.65
18.65,18.65,18.65,18.65
18.65,18.65,18.65,18.65
18.65,18.65,18.65,18.65
18.65,18.65,18.65,18.65
18.65,18.65,18.65,18.65
17.32,21.05,21.05,17.32
19.29,21.99,22.00,18.52
21.99,19.50,21.99,19.03
20.89,20.26,20.99,20.26
21.00,21.00,21.00,21.00
21.00,21.00,21.00,21.00
21.55,23.00,23.00,21.55
22.50,22.50,22.50,22.50
23.79,22.50,23.79,22.50
22.50,22.50,22.50,22.50
22.50,22.50,22.50,22.50
22.50,22.50,22.50,22.50
22.50,22.50,22.50,22.50
22.04,22.00,22.04,22.00
22.00,22.00,22.00,22.00
22.00,22.00,22.00,22.00
22.75,22.75,22.75,22.75
22.75,22.75,22.75,22.75
22.75,22.75,22.75,22.75
22.75,22.75,22.75,22.75
22.76,22.76,22.76,22.76
22.76,22.76,22.76,22.76
22.76,22.76,22.76,22.76
22.76,22.76,22.76,22.76
22.78,22.78,22.78,22.78
22.78,22.78,22.78,22.78
22.50,24.00,24.00,22.50
24.00,24.00,24.00,24.00
21.20,21.20,21.20,21.20
22.00,22.00,22.00,22.00
22.00,22.00,22.00,22.00
27.22,27.22,27.22,27.22
22.00,22.00,22.00,22.00
22.00,22.00,22.00,22.00
22.00,22.00,22.00,22.00
22.00,22.00,22.00,22.00
22.00,22.00,22.00,22.00
22.00,22.00,22.00,22.00
23.33,23.33,23.33,23.33
24.80,24.80,24.80,24.80
25.00,25.05,26.00,25.00
25.99,25.99,25.99,25.99
20.00,21.50,21.52,20.00
20.87,20.57,20.87,20.57
20.57,20.57,20.57,20.57
20.50,20.89,21.09,20.00
20.00,21.00,21.00,20.00
21.00,19.00,21.00,19.00
19.00,19.00,19.00,19.00
20.75,20.67,20.75,20.67
20.00,19.50,20.00,19.00
19.00,19.00,19.50,18.80
18.83,18.50,18.83,18.50
18.25,18.50,18.50,18.25
19.00,19.00,19.00,19.00
18.83,18.50,18.90,18.50
18.50,18.50,18.50,18.50
18.50,18.50,18.50,18.50
18.47,18.47,18.47,18.47
18.50,18.00,18.50,17.52
17.93,17.81,17.93,17.80
17.00,17.00,17.00,17.00
17.00,17.00,17.00,17.00
17.00,17.00,17.00,17.00
16.95,17.25,18.43,16.75
17.25,17.25,17.25,17.25
17.25,17.25,17.25,17.25
17.25,17.25,17.25,17.25
17.25,17.25,17.25,17.25
17.25,17.25,17.25,17.25
16.05,16.05,16.05,16.05
16.09,16.80,16.80,16.00
16.40,16.40,16.40,16.40
16.40,16.40,16.40,16.40
15.78,15.75,15.78,15.75
15.65,15.40,15.65,15.40
15.20,15.33,16.00,15.20
15.33,15.33,15.33,15.33
14.85,14.85,14.85,14.85
14.85,14.85,14.85,14.85
14.50,14.15,14.50,14.15
14.15,14.15,14.15,14.15
15.42,15.42,15.42,15.42
15.42,15.42,15.42,15.42
15.42,15.42,15.42,15.42
14.45,14.30,14.65,14.30
16.45,16.45,16.45,16.45
16.45,16.45,16.45,16.45
15.95,15.95,15.95,15.95
15.47,15.47,15.47,15.47
15.47,15.47,15.47,15.47
15.50,15.30,16.00,15.30
15.30,16.67,17.24,15.30
17.24,17.30,17.30,17.09
17.30,17.30,17.30,17.30
18.78,20.49,20.49,18.76
20.75,20.10,20.75,20.10
17.50,17.87,17.92,17.34
17.87,17.87,17.87,17.87
17.30,17.30,17.66,17.30
17.86,17.30,17.86,17.30
17.30,17.30,17.30,17.30
17.30,17.30,17.30,17.30
19.96,18.00,19.96,18.00
18.66,18.78,18.78,18.61
19.95,18.75,19.95,18.75
19.85,19.49,19.85,19.49
19.98,19.98,19.98,19.98
19.86,19.86,19.86,19.86
19.86,19.86,19.86,19.86
19.60,19.60,19.60,19.60
19.60,19.60,19.60,19.60
19.60,19.75,19.75,19.60
19.66,19.66,19.66,19.66
19.00,19.00,19.00,19.00
19.66,19.66,19.66,19.66
19.66,19.66,19.66,19.66
19.66,19.66,19.66,19.66
19.66,19.66,19.66,19.66
18.82,18.81,18.82,18.25
19.64,19.66,19.66,19.64
19.66,19.66,19.66,19.66
19.66,19.05,19.72,19.05
19.05,19.05,19.05,19.05
19.59,19.60,19.60,19.59
19.75,19.75,19.75,19.75
19.75,19.75,19.75,19.75
19.70,19.75,19.75,19.70
19.90,20.00,20.00,19.90
19.80,20.00,20.04,19.80
20.00,20.00,20.00,20.00
20.07,20.00,20.07,20.00
20.02,20.02,20.02,20.02
20.10,20.25,20.25,20.10
20.50,20.48,20.50,20.15
20.48,20.48,20.48,20.48
20.48,20.48,20.48,20.48
20.48,20.48,20.48,20.48
18.51,18.51,18.51,18.51
20.50,20.50,20.50,20.50
20.50,20.50,20.50,20.50
20.04,20.04,20.04,20.04
20.04,20.04,20.04,20.04
20.90,20.90,20.90,20.90
21.00,21.00,21.00,21.00
20.50,20.50,20.50,20.50
20.50,22.40,22.40,20.50
20.80,20.15,21.01,20.15
20.26,20.26,20.26,20.26
18.61,18.61,18.61,18.61
20.85,20.85,20.85,20.85
21.00,21.00,21.00,21.00
21.00,21.00,21.00,21.00
21.00,21.00,21.00,21.00
19.01,19.01,19.01,19.01
18.55,18.55,18.55,18.55
18.89,19.70,19.70,18.89
19.70,19.70,19.70,19.70
21.64,21.64,21.64,21.64
19.50,19.50,19.50,19.50
20.46,22.37,22.37,20.46
22.00,21.35,22.00,21.35
21.99,22.92,22.92,21.99
24.49,23.75,24.49,22.88
21.50,19.33,21.50,19.33
20.54,21.00,22.13,20.54
20.75,21.20,22.49,20.53
20.75,20.96,21.85,20.50
20.75,20.75,20.75,20.75
20.75,20.75,20.75,20.75
21.40,21.40,21.40,21.40
18.67,18.67,18.67,18.67
18.67,18.67,18.67,18.67
21.18,21.18,21.18,21.18
20.00,20.00,20.00,20.00
20.00,20.00,20.00,20.00
20.00,20.00,20.00,20.00
20.00,20.00,20.00,20.00
19.08,19.77,19.77,19.08
19.77,19.77,19.77,19.77
19.77,19.77,19.77,19.77
19.77,19.77,19.77,19.77
19.05,18.08,19.05,18.05
18.00,18.00,18.00,18.00
19.00,18.95,19.00,18.95
18.95,18.95,18.95,18.95
18.12,18.20,18.20,18.12
18.20,18.20,18.20,18.20
18.20,18.20,18.20,18.20
18.20,18.20,18.20,18.20
18.20,18.20,18.20,18.20
18.20,18.20,18.20,18.20
18.20,18.20,18.20,18.20
18.88,18.95,18.95,18.88
18.50,18.50,18.50,18.50
18.50,18.50,18.50,18.50
18.50,18.50,18.50,18.50
18.50,18.50,18.98,18.50
18.80,18.80,18.80,18.80
18.80,18.80,18.80,18.80
18.80,18.80,18.80,18.80
18.80,18.80,18.80,18.80
18.38,18.25,18.38,18.25
18.46,18.46,18.46,18.46
18.46,18.46,18.46,18.46
18.46,18.46,18.46,18.46
18.25,18.25,18.25,18.25
18.25,18.00,18.25,18.00
18.10,18.10,18.10,18.10
18.10,18.10,18.10,18.10
18.10,18.10,18.10,18.10
19.30,19.37,19.37,19.27
20.45,23.00,23.00,20.45
23.00,23.00,23.00,23.00
22.00,21.15,22.00,21.15
20.63,20.01,20.63,20.01
21.85,21.85,21.85,21.85
21.70,21.70,21.70,21.70
19.90,20.15,20.58,19.90
20.15,20.15,20.15,20.15
20.60,20.60,20.60,20.60
20.60,20.60,20.60,20.60
20.60,20.60,20.60,20.60
18.66,18.75,20.00,18.65
19.50,19.28,19.50,19.28
19.07,19.04,19.07,19.04
19.80,19.80,19.80,19.80
20.15,20.15,20.15,20.15
18.78,19.88,19.88,18.78
19.88,19.88,19.88,19.88
19.88,19.88,19.88,19.88
19.75,20.47,20.47,19.75
20.47,20.47,20.47,20.47
20.47,20.47,20.47,20.47
21.50,21.80,21.80,21.50
20.74,20.74,20.74,20.74
21.00,21.00,21.00,20.99
21.00,21.00,21.00,21.00
20.08,20.08,20.08,20.08
20.08,20.08,20.08,20.08
20.08,20.08,20.08,20.08
19.15,19.15,19.15,19.15
19.15,19.15,19.15,19.15
19.15,19.15,19.15,19.15
19.15,19.15,19.15,19.15
19.15,19.15,19.15,19.15
19.15,19.15,19.15,19.15
19.15,19.15,19.15,19.15
19.15,19.15,19.15,19.15
19.15,19.15,19.15,19.15
19.15,19.15,19.15,19.15
19.15,19.15,19.15,19.15
19.15,19.15,19.15,19.15
19.15,19.15,19.15,19.15
19.15,19.15,19.15,19.15
19.15,19.15,19.15,19.15
19.15,19.15,19.15,19.15
19.15,19.15,19.15,19.15
19.15,19.15,19.15,19.15
18.99,19.46,19.46,18.99
19.46,19.46,19.46,19.46
19.46,19.46,19.46,19.46
18.22,18.30,18.30,18.22
18.30,18.30,18.30,18.30
18.30,18.30,18.30,18.30
18.25,18.25,18.25,18.25
18.50,18.48,18.50,18.48
18.50,18.50,18.50,18.50
18.25,18.25,18.25,18.25
18.25,18.25,18.25,18.25
18.25,18.25,18.25,18.25
18.20,18.25,18.25,18.20
18.21,18.30,18.30,18.21
18.25,18.53,18.53,18.22
18.49,18.50,18.50,18.49
18.33,18.85,18.85,18.33
18.85,18.85,18.85,18.85
18.25,19.80,19.80,18.25
19.80,19.80,19.80,19.80
19.80,19.80,19.80,19.80
18.56,18.61,19.80,18.56
18.61,18.61,18.61,18.61
20.00,19.50,20.00,19.50
18.75,18.80,18.80,18.75
19.00,19.00,19.00,19.00
18.75,20.36,20.36,18.75
20.36,20.36,20.36,20.36
20.36,20.36,20.36,20.36
20.36,20.36,20.36,20.36
20.36,20.36,20.36,20.36
20.36,20.36,20.36,20.36
20.36,20.36,20.36,20.36
18.58,18.58,18.58,18.58
18.58,18.58,18.58,18.58
18.74,18.50,18.74,18.50
18.58,18.52,18.58,18.52
18.52,18.52,18.52,18.52
19.54,19.54,19.54,19.54
19.54,19.54,19.54,19.54
19.50,19.50,19.50,19.50
19.50,19.50,19.50,19.50
19.50,19.50,19.50,19.50
18.01,18.01,18.01,18.01
19.00,19.00,19.00,18.99
19.00,19.00,19.00,19.00
19.00,19.00,19.00,19.00
19.00,19.48,19.48,19.00
19.48,19.48,19.48,19.48
19.48,19.48,19.48,19.48
19.48,19.48,19.48,19.48
19.48,19.48,19.48,19.48
19.48,19.48,19.48,19.48
19.48,19.48,19.48,19.48
18.67,18.67,18.67,18.67
18.67,18.67,18.67,18.67
19.55,19.33,19.55,19.33
19.33,19.33,19.33,19.33
19.33,19.33,19.33,19.33
19.33,19.33,19.33,19.33
18.40,18.44,18.44,18.40
18.44,18.44,18.44,18.44
19.52,19.52,19.52,19.52
19.52,19.52,19.52,19.52
19.19,20.09,20.09,19.19
19.52,19.52,19.52,19.52
20.00,20.00,20.00,20.00
19.75,19.90,19.90,19.75
19.05,19.05,19.05,19.05
20.25,20.25,20.25,20.25
19.86,19.90,19.90,19.86
19.85,20.30,20.30,19.85
20.30,20.30,20.30,20.30
20.30,20.30,20.30,20.30
20.30,20.30,20.30,20.30
19.90,19.90,19.90,19.90
19.90,19.90,19.90,19.90
19.75,19.75,19.75,19.75
19.75,19.75,19.75,19.75
19.75,19.75,19.75,19.75
19.75,19.75,19.75,19.75
19.75,19.75,19.75,19.75
19.75,19.75,19.75,19.75
19.90,19.90,19.90,19.90
19.90,19.90,19.90,19.90
18.91,18.91,18.91,18.91
18.91,18.91,18.91,18.91
18.91,18.91,18.91,18.91
18.91,18.91,18.91,18.91
18.91,18.91,18.91,18.91
19.90,19.90,19.90,19.90
19.90,19.90,19.90,19.90
19.90,19.90,19.90,19.90
19.90,19.90,19.90,19.90
19.90,19.90,19.90,19.90
18.95,18.95,18.95,18.95
18.95,18.95,18.95,18.95
18.95,18.95,18.95,18.95
19.64,19.75,19.85,19.39
20.00,20.00,20.00,19.89
19.96,19.80,20.16,19.73
20.23,19.80,20.23,19.80
20.35,20.34,20.35,20.34
20.34,20.34,20.34,20.34
20.34,20.34,20.34,20.34
20.10,20.10,20.10,20.09
19.83,19.83,19.83,19.83
19.99,19.99,19.99,19.99
20.90,21.31,21.35,20.90
21.00,21.72,21.72,21.00
21.72,21.72,21.72,21.72
21.72,21.72,21.72,21.72
21.72,21.72,21.72,21.72
21.69,21.06,21.69,21.06
22.00,22.00,22.00,21.95
22.00,23.02,23.66,22.00
22.26,22.96,23.12,22.00
22.52,22.40,22.52,22.40
23.02,22.91,23.02,21.35
22.76,23.00,23.00,22.76
23.00,23.00,23.00,23.00
23.11,23.11,23.11,23.11
23.11,23.11,23.11,23.11
23.11,23.11,23.11,23.11
22.66,22.69,23.00,22.50
22.69,22.69,22.69,22.69
23.25,23.25,23.25,23.25
23.25,23.25,23.25,23.25
23.25,23.25,23.25,23.25
23.25,23.25,23.25,23.25
22.70,23.05,23.05,22.70
23.05,23.05,23.05,23.05
22.93,22.36,22.93,22.36
22.85,23.20,23.50,22.85
22.85,22.79,23.20,22.76
22.79,22.84,22.92,22.79
23.00,22.88,23.00,22.62
22.88,22.88,22.88,22.88
22.34,23.49,23.49,22.34
22.65,23.23,23.50,22.65
22.60,22.97,23.00,22.54
23.50,23.50,23.50,23.50
23.50,23.50,23.50,23.50
23.50,23.50,23.50,23.50
23.50,23.50,23.50,23.50
23.50,23.50,23.50,23.50
23.50,23.50,23.50,23.50
23.50,23.50,23.50,23.50
23.50,22.50,23.50,22.50
22.50,22.50,22.50,22.50
22.50,22.50,22.50,22.50
22.50,22.50,22.50,22.50
22.99,23.20,23.26,22.83
22.75,22.80,23.45,22.75
22.75,22.97,23.00,22.75
23.10,22.90,23.10,22.70
22.76,22.79,22.85,22.76
22.90,23.00,23.37,22.56
22.30,22.30,22.30,22.30
22.30,22.30,22.30,22.30
22.44,23.35,23.75,22.44
22.70,23.07,23.07,22.70
23.07,23.07,23.07,23.07
25.07,23.98,25.07,23.20
23.35,24.34,24.34,23.31
24.40,24.40,24.40,24.40
23.87,23.96,24.21,23.87
23.50,23.91,23.91,22.61
24.14,23.65,24.14,23.11
23.18,23.33,23.50,22.90
23.05,23.49,23.71,23.05
23.49,23.49,23.49,23.49
23.99,23.90,23.99,23.81
23.91,23.91,23.91,23.91
22.81,22.81,22.81,22.81
22.75,22.75,22.75,22.75
22.75,22.75,22.75,22.75
22.75,22.75,22.75,22.75
23.17,23.87,23.87,23.17
23.87,23.87,23.87,23.87
23.87,23.87,23.87,23.87
23.87,23.87,23.87,23.87
23.07,23.50,23.90,23.07
22.93,22.90,23.22,22.90
22.80,22.50,22.80,22.50
22.50,22.50,22.50,22.50
22.50,22.50,22.50,22.50
22.50,22.50,22.50,22.50
22.50,22.50,22.50,22.50
22.50,22.50,22.50,22.50
22.50,22.50,22.50,22.50
22.68,23.03,23.03,22.68
23.03,23.03,23.03,23.03
23.50,23.50,23.50,23.50
23.00,23.00,23.00,23.00
23.04,23.04,23.04,23.04
23.04,23.04,23.04,23.04
23.92,23.34,24.44,23.34
23.40,23.52,24.32,23.36
23.53,23.53,23.53,23.53
23.26,23.26,23.26,23.26
23.26,23.25,23.26,23.01
23.25,23.25,23.25,23.25
23.38,23.18,23.83,23.07
22.72,23.90,23.90,22.72
23.90,23.90,23.90,23.90
23.90,23.90,23.90,23.90
24.95,24.88,24.95,24.88
22.84,24.50,25.00,22.78
22.92,23.05,23.06,22.86
23.05,23.05,23.05,23.05
23.05,23.05,23.05,23.05
23.43,23.33,23.43,23.33
23.33,23.33,23.33,23.33
23.33,23.33,23.33,23.33
23.33,23.33,23.33,23.33
23.30,23.50,23.50,23.30
23.50,23.50,23.50,23.50
23.50,23.50,23.50,23.50
23.50,23.50,23.50,23.50
23.50,23.50,23.50,23.50
23.50,23.50,23.50,23.50
23.50,23.50,23.50,23.50
23.30,23.30,23.30,23.30
23.30,23.30,23.30,23.30
23.30,23.30,23.30,23.30
23.30,23.30,23.30,23.30
23.30,23.30,23.30,23.30
23.50,23.50,23.50,23.50
23.50,23.50,23.50,23.50
23.45,23.50,23.50,23.30
23.50,23.50,23.50,23.50
23.15,23.44,23.44,23.15
23.44,23.44,23.44,23.44
23.44,23.44,23.44,23.44
23.30,23.30,23.30,23.30
23.75,23.41,23.75,23.41
23.41,23.41,23.41,23.41
23.30,23.30,23.35,23.30
24.25,24.25,24.25,24.20
24.25,24.25,24.25,24.25
24.25,24.25,24.25,24.25
24.25,24.25,24.25,24.25
24.25,24.25,24.25,24.25
23.10,23.10,23.10,23.05
23.10,23.10,23.10,23.10
24.00,23.50,25.00,23.49
23.50,23.50,23.50,23.50
24.80,25.00,25.00,24.80
25.00,24.85,25.00,24.80
24.05,24.45,24.45,24.05
27.45,27.45,27.45,27.45
25.50,26.03,26.04,25.50
26.03,26.03,26.03,26.03
25.45,25.45,25.45,25.45
26.10,26.10,26.10,26.10
26.10,26.10,26.10,26.10
25.45,25.15,25.45,25.15
