UAMY,United States Antimony Corporation Common Stock,NASDAQ
0.30,0.28,0.30,0.25
0.27,0.28,0.29,0.26
0.26,0.26,0.28,0.25
0.25,0.30,0.30,0.25
0.31,0.31,0.33,0.28
0.28,0.35,0.35,0.28
0.35,0.30,0.35,0.28
0.30,0.34,0.34,0.26
0.33,0.35,0.35,0.30
0.33,0.31,0.35,0.28
0.31,0.30,0.31,0.25
0.29,0.28,0.30,0.28
0.29,0.30,0.32,0.25
0.31,0.30,0.31,0.27
0.28,0.27,0.31,0.25
0.28,0.27,0.28,0.25
0.27,0.26,0.28,0.25
0.26,0.25,0.26,0.22
0.24,0.25,0.26,0.24
0.25,0.25,0.26,0.25
0.26,0.26,0.28,0.26
0.27,0.27,0.27,0.25
0.27,0.27,0.27,0.26
0.27,0.26,0.28,0.26
0.26,0.30,0.30,0.26
0.30,0.36,0.38,0.28
0.36,0.36,0.37,0.29
