RIC,Richmont Mines,NASDAQ
6.65,6.70,6.75,6.45
6.75,7.05,7.10,6.61
7.00,6.75,7.10,6.60
6.75,6.60,6.95,6.55
6.60,6.65,6.80,6.58
6.75,6.20,6.90,6.20
6.00,6.00,6.15,5.75
6.05,5.90,6.30,5.85
6.00,5.80,6.15,5.75
5.70,5.95,6.10,5.45
6.00,5.60,6.05,5.55
5.55,5.55,5.80,5.50
5.70,5.65,5.80,5.60
5.80,6.00,6.10,5.61
5.95,6.10,6.15,5.71
6.15,6.95,7.15,6.15
7.00,6.50,7.15,6.35
6.55,6.95,7.03,6.50
7.15,7.00,7.30,6.88
7.15,7.80,7.85,7.15
7.50,7.40,7.85,7.01
7.55,7.60,7.80,7.36
7.70,7.70,8.00,7.55
7.70,7.55,7.75,7.35
7.75,7.50,7.95,7.37
7.35,7.55,7.65,7.19
