UUUU,Energy Fuels Inc Ordinary Shares (Canada),NASDAQ
0.17,0.16,0.17,0.16
0.16,0.16,0.16,0.16
0.15,0.16,0.16,0.15
0.15,0.16,0.16,0.15
0.15,0.16,0.16,0.15
0.15,0.15,0.16,0.14
0.15,0.14,0.15,0.14
0.14,0.14,0.15,0.14
0.15,0.15,0.15,0.14
0.15,0.15,0.16,0.14
0.15,0.15,0.15,0.14
0.15,0.15,0.15,0.15
0.15,0.15,0.16,0.15
0.15,0.17,0.17,0.15
0.16,0.17,0.17,0.16
0.17,0.17,0.17,0.16
0.17,0.17,0.17,0.16
0.16,0.16,0.17,0.16
0.16,0.16,0.16,0.15
0.16,0.16,0.16,0.15
0.16,0.17,0.17,0.16
0.16,0.16,0.17,0.16
0.16,0.17,0.18,0.16
0.17,0.17,0.18,0.17
0.18,0.18,0.18,0.17
0.17,0.18,0.18,0.17
0.18,0.18,0.18,0.17
0.18,0.18,0.18,0.17
0.18,0.17,0.18,0.17
0.17,0.18,0.18,0.17
0.18,0.20,0.21,0.17
0.20,0.20,0.20,0.19
0.20,0.20,0.20,0.20
0.20,0.19,0.20,0.19
0.18,0.18,0.19,0.18
0.18,0.19,0.19,0.17
0.19,0.20,0.20,0.18
0.20,0.19,0.20,0.19
0.20,0.19,0.20,0.18
0.19,0.19,0.19,0.19
0.19,0.18,0.19,0.18
0.19,0.18,0.19,0.18
0.19,0.19,0.19,0.18
0.19,0.19,0.19,0.18
0.19,0.21,0.21,0.19
0.21,0.22,0.22,0.21
0.22,0.21,0.23,0.21
0.22,0.22,0.22,0.21
0.21,0.20,0.21,0.20
0.21,0.20,0.21,0.20
0.20,0.21,0.21,0.20
0.20,0.20,0.21,0.20
0.20,0.20,0.20,0.19
0.20,0.19,0.20,0.19
0.19,0.19,0.20,0.18
0.20,0.19,0.20,0.18
0.19,0.18,0.19,0.18
0.18,0.18,0.19,0.18
0.18,0.19,0.19,0.18
0.19,0.18,0.19,0.17
0.18,0.18,0.19,0.17
0.18,0.18,0.18,0.17
0.18,0.18,0.18,0.17
0.18,0.18,0.18,0.18
0.19,0.18,0.19,0.18
0.19,0.18,0.19,0.18
0.18,0.18,0.18,0.18
0.18,0.17,0.18,0.17
0.17,0.16,0.17,0.16
0.16,0.16,0.16,0.15
0.16,0.16,0.16,0.16
0.17,0.16,0.17,0.16
0.16,0.15,0.17,0.15
0.15,0.16,0.16,0.15
0.16,0.16,0.16,0.15
0.16,0.16,0.16,0.15
0.15,0.16,0.16,0.15
0.15,0.15,0.16,0.15
0.14,0.14,0.15,0.14
0.14,0.14,0.14,0.13
0.14,0.13,0.14,0.13
0.13,0.14,0.14,0.13
0.13,0.12,0.14,0.11
0.12,0.13,0.13,0.11
0.13,0.14,0.14,0.12
0.14,0.14,0.14,0.13
0.14,0.14,0.15,0.14
0.14,0.14,0.16,0.13
0.15,0.14,0.15,0.14
0.14,0.14,0.15,0.13
0.13,0.14,0.14,0.13
0.14,0.14,0.14,0.13
0.14,0.14,0.14,0.13
0.13,0.14,0.14,0.13
0.14,0.14,0.14,0.13
0.13,0.12,0.14,0.12
0.12,0.12,0.13,0.12
5.76,5.60,5.80,5.60
5.50,6.10,6.10,5.50
6.13,6.04,6.13,5.93
5.85,5.83,5.96,5.83
5.86,5.97,5.97,5.85
5.96,5.76,5.96,5.74
5.85,5.89,5.89,5.70
5.86,5.81,5.90,5.72
5.81,5.73,5.84,5.70
5.62,5.55,5.79,5.55
5.51,5.25,5.58,5.20
5.15,4.75,5.21,4.56
4.76,4.94,5.00,4.75
4.87,5.31,5.38,4.83
5.43,5.88,6.13,5.43
5.85,5.64,5.88,5.64
5.68,5.53,5.78,5.43
5.60,5.60,5.60,5.47
5.65,5.59,5.65,5.44
5.64,5.72,5.72,5.52
5.75,5.65,6.16,5.57
5.58,5.52,5.66,5.42
5.48,5.61,5.64,5.48
5.59,5.53,5.59,5.51
5.52,5.51,5.60,5.50
5.44,5.51,5.58,5.44
5.55,5.50,5.55,5.46
5.54,5.61,5.62,5.50
5.61,5.65,5.68,5.59
5.65,5.51,5.65,5.50
5.55,5.46,5.55,5.39
5.50,5.45,5.54,5.36
5.41,5.48,5.52,5.41
5.57,5.66,5.66,5.48
5.66,5.64,5.66,5.60
5.65,5.87,6.00,5.65
5.64,5.61,5.85,5.60
5.64,5.77,5.77,5.64
5.81,5.70,5.86,5.70
5.77,5.81,5.84,5.75
5.77,6.15,6.31,5.77
6.25,6.83,7.15,6.20
6.82,6.62,6.90,6.54
6.58,6.72,6.75,6.58
6.72,6.45,6.80,6.45
6.42,6.35,6.49,6.20
6.42,6.33,6.48,6.24
6.33,6.25,6.41,6.23
6.31,6.31,6.32,6.08
6.38,6.75,6.76,6.31
6.76,6.77,6.81,6.73
7.02,7.93,8.00,6.95
8.12,8.16,8.36,8.05
8.24,7.79,8.28,7.41
7.85,7.57,7.85,7.40
7.61,7.60,7.64,7.32
7.57,7.96,8.01,7.57
8.06,7.88,8.23,7.76
7.84,7.91,7.96,7.78
7.90,7.89,8.00,7.82
7.82,7.53,7.98,7.47
7.55,7.38,7.55,7.11
7.31,7.44,7.44,7.06
7.40,7.64,7.68,7.37
7.69,7.90,7.92,7.58
8.10,8.08,8.20,8.05
8.10,8.14,8.21,8.08
8.24,8.59,8.63,8.17
8.59,8.68,8.70,8.48
8.75,8.97,9.10,8.75
9.40,9.27,9.69,9.12
9.24,9.01,9.53,9.01
9.10,9.13,9.16,8.73
9.20,9.28,9.28,9.05
9.42,9.22,9.42,9.18
9.20,9.85,9.85,9.20
9.88,10.48,10.48,9.87
10.48,10.26,10.60,10.24
10.31,10.75,10.75,10.24
10.64,10.51,10.70,10.14
10.54,10.63,10.71,10.34
10.64,11.20,11.21,10.64
11.18,11.66,11.85,11.18
11.74,11.34,11.78,11.25
11.34,11.11,11.35,11.00
11.15,9.58,11.16,9.30
9.50,9.40,9.50,8.81
9.66,10.04,10.49,9.46
10.10,9.95,10.10,9.79
10.05,10.51,10.67,10.04
10.59,10.35,10.60,10.28
10.30,10.47,10.49,10.15
10.42,10.56,10.70,10.40
10.70,9.60,10.73,9.60
9.51,9.30,9.66,8.97
9.25,9.98,10.05,9.25
9.89,9.66,10.00,9.65
9.63,9.45,9.65,9.35
9.43,9.45,9.70,9.38
9.50,9.00,9.55,9.00
9.25,9.77,9.87,9.16
9.21,9.31,9.55,9.19
9.30,9.23,9.30,9.13
9.30,9.10,9.46,9.10
9.19,8.54,9.23,8.48
8.62,8.35,8.69,8.35
8.34,8.97,9.10,8.34
8.91,8.65,9.10,8.60
8.45,8.50,8.68,8.39
8.46,8.31,8.56,8.23
8.36,8.12,8.36,7.99
8.10,8.02,8.10,7.82
8.00,8.12,8.16,7.78
8.07,8.88,8.93,8.07
8.89,8.76,8.89,8.65
8.62,8.55,8.69,8.22
8.41,8.39,8.50,8.25
8.31,8.45,8.54,8.27
8.38,8.17,8.56,8.16
8.12,8.01,8.20,7.94
7.99,7.74,7.99,7.69
7.66,7.74,7.76,7.54
7.68,7.94,7.96,7.54
7.99,7.60,8.01,7.59
7.53,7.26,7.67,7.21
7.32,7.12,7.38,7.06
7.12,7.02,7.12,6.95
6.89,6.78,6.95,6.72
6.80,6.82,6.90,6.72
6.97,6.88,6.97,6.67
6.89,6.85,6.89,6.79
6.85,6.80,6.85,6.68
6.98,6.70,6.98,6.62
6.75,6.75,6.90,6.75
6.75,6.78,6.78,6.68
6.87,6.96,7.11,6.80
7.04,7.10,7.17,6.98
7.22,7.65,7.87,7.20
7.64,7.84,7.98,7.60
7.94,7.95,8.02,7.76
8.00,8.10,8.18,7.97
8.09,8.00,8.10,7.73
8.00,7.78,8.00,7.45
7.78,7.50,7.78,7.46
7.37,7.59,7.65,7.37
7.55,7.24,7.57,7.05
7.15,7.19,7.24,6.90
7.25,7.13,7.25,7.00
7.18,7.00,7.18,6.95
7.01,7.00,7.03,6.90
6.95,7.29,7.29,6.92
7.30,7.60,7.60,7.11
7.55,7.41,7.55,7.01
7.40,7.37,7.40,7.24
7.35,7.16,7.35,7.16
7.08,7.19,7.27,7.04
7.15,7.29,7.34,7.15
7.39,7.31,7.39,7.16
7.28,7.22,7.30,7.17
7.26,7.24,7.28,7.13
7.10,7.33,7.38,7.08
7.41,7.99,7.99,7.20
7.51,7.48,7.63,7.18
7.49,7.52,7.60,7.49
7.62,7.75,7.95,7.62
7.81,7.77,7.99,7.77
7.77,7.69,7.93,7.61
7.70,7.65,7.84,7.42
7.52,7.49,7.57,7.37
7.45,7.30,7.51,7.28
7.30,7.16,7.50,7.11
7.16,7.18,7.21,6.78
7.18,7.02,7.20,6.85
6.89,7.25,7.29,6.89
7.20,7.32,7.45,7.10
7.26,7.23,7.30,7.10
7.18,7.43,7.55,7.01
7.41,7.78,7.89,7.41
7.91,7.80,7.91,7.61
7.83,7.78,7.85,7.73
7.65,7.65,7.80,7.58
7.70,7.65,7.70,7.49
7.65,7.45,7.65,7.39
7.48,7.56,7.61,7.35
7.63,7.55,7.77,7.41
7.63,7.54,7.80,7.54
7.60,7.56,7.60,7.37
7.41,7.45,7.56,7.40
7.45,7.53,7.53,7.45
7.49,7.53,7.61,7.33
7.51,7.43,7.51,7.29
7.39,7.47,7.50,7.39
7.46,7.34,7.46,7.32
7.35,7.41,7.46,7.34
7.37,7.45,7.45,7.32
7.46,7.38,7.49,7.36
7.37,7.44,7.45,7.25
7.35,7.41,7.47,7.30
7.40,7.41,7.43,7.32
7.32,7.32,7.40,7.25
7.27,7.36,7.36,7.25
7.31,7.29,7.32,7.27
7.30,7.33,7.35,7.25
7.33,7.41,7.42,7.33
7.40,7.44,7.45,7.38
7.38,7.65,7.65,7.38
7.57,7.69,7.77,7.51
7.74,7.66,7.83,7.66
7.65,7.26,7.73,7.19
7.20,7.30,7.33,7.20
7.18,7.00,7.18,6.94
7.08,7.20,7.30,7.05
7.28,7.32,7.39,7.23
7.36,7.21,7.36,7.11
7.19,7.30,7.32,7.05
7.21,7.25,7.31,7.15
7.19,7.30,7.32,7.19
7.24,7.32,7.32,7.21
7.37,7.47,7.50,7.35
7.50,7.33,7.50,7.20
7.22,7.05,7.23,7.02
7.05,7.05,7.10,7.00
7.05,6.99,7.05,6.94
6.98,6.61,7.00,6.51
6.58,6.66,6.92,6.46
6.60,6.65,6.71,6.60
6.60,6.75,6.75,6.57
6.69,6.61,6.86,6.30
6.68,6.57,6.72,6.35
6.55,6.34,6.75,6.30
6.35,6.42,6.48,6.28
6.33,6.65,6.65,6.29
6.48,6.71,6.77,6.43
6.70,6.37,6.70,6.27
6.27,6.16,6.27,6.01
6.10,6.10,6.20,6.03
6.08,5.94,6.10,5.90
5.94,6.00,6.00,5.55
5.80,5.99,5.99,5.66
5.87,6.13,6.24,5.79
6.01,6.07,6.15,6.00
6.05,6.18,6.18,6.05
6.06,6.04,6.15,5.96
6.02,6.08,6.08,5.95
6.10,6.02,6.12,6.01
6.00,6.05,6.05,6.00
6.05,6.19,6.19,6.02
6.20,6.36,6.44,6.15
6.40,6.27,6.40,6.14
6.26,6.14,6.29,6.00
6.10,6.19,6.19,6.03
6.09,6.12,6.14,6.05
6.29,6.39,6.39,6.10
6.50,6.85,6.85,6.50
6.89,7.00,7.56,6.89
7.32,7.67,7.81,7.32
7.81,7.58,7.95,7.46
7.78,7.70,8.00,7.62
8.00,7.35,8.00,7.27
7.50,7.79,7.84,7.43
7.78,7.87,7.96,7.61
7.95,7.90,7.97,7.81
7.70,7.51,7.91,7.50
7.50,7.72,7.73,7.48
7.82,7.50,7.84,7.50
7.67,7.29,7.70,7.29
7.30,7.54,7.54,7.27
7.41,7.41,7.54,7.35
7.21,7.00,7.40,7.00
6.93,6.78,6.93,6.51
6.75,7.06,7.06,6.61
6.95,7.45,7.48,6.95
7.40,7.25,7.44,7.25
7.24,7.18,7.24,7.12
7.09,6.90,7.09,6.86
6.86,7.00,7.05,6.86
7.02,6.91,7.03,6.70
6.86,6.53,6.86,6.50
6.61,6.74,6.79,6.49
6.84,6.57,6.85,6.44
6.47,6.56,6.58,6.44
6.53,6.57,6.79,6.50
6.50,6.52,6.66,6.47
6.58,6.53,6.73,6.53
6.46,6.29,6.58,6.25
6.25,6.31,6.45,6.25
6.26,6.27,6.37,6.26
6.39,6.37,6.53,6.34
6.40,6.22,6.40,6.00
6.12,6.05,6.14,6.01
6.03,6.19,6.25,6.03
6.23,6.16,6.25,6.03
6.02,5.33,6.08,5.08
5.39,5.31,5.50,5.31
5.57,5.39,5.57,5.37
5.45,5.32,5.50,5.26
5.25,5.36,5.36,5.25
5.40,5.21,5.40,5.15
5.29,5.01,5.29,5.00
5.01,4.63,5.01,4.50
4.77,4.50,4.77,4.50
4.59,4.63,4.67,4.50
4.63,4.84,4.86,4.56
4.72,4.79,4.85,4.65
4.83,4.72,4.83,4.66
4.78,4.58,4.78,4.54
4.50,4.63,4.71,4.50
4.64,4.71,4.73,4.62
4.70,4.68,4.70,4.66
4.80,4.64,4.93,4.61
4.65,4.56,4.65,4.52
4.62,4.53,4.62,4.51
4.55,4.77,4.78,4.54
4.77,4.67,4.77,4.58
4.67,4.97,4.97,4.67
5.20,5.18,5.31,5.04
5.18,5.15,5.34,5.15
5.10,4.92,5.13,4.92
5.01,5.00,5.02,4.91
4.93,4.95,5.01,4.90
4.96,4.93,4.97,4.91
4.90,5.23,5.34,4.90
5.28,5.18,5.30,5.04
5.18,5.17,5.25,5.16
5.13,4.95,5.15,4.94
4.94,4.88,4.95,4.79
4.92,4.91,4.92,4.78
4.82,4.94,4.97,4.82
4.94,4.87,4.94,4.81
4.85,4.98,4.98,4.80
5.00,4.85,5.00,4.81
4.90,4.84,4.92,4.80
4.86,4.90,4.93,4.80
4.90,4.87,5.00,4.84
4.87,4.75,4.90,4.67
4.71,4.57,4.74,4.54
4.54,4.49,4.54,4.43
4.45,4.38,4.51,4.38
4.42,4.52,4.55,4.40
4.50,4.41,4.50,4.32
4.38,4.48,4.58,4.26
4.57,4.61,4.68,4.51
4.58,4.70,4.70,4.38
4.66,4.73,4.82,4.61
4.91,4.75,4.91,4.73
4.86,4.81,4.86,4.69
4.78,4.72,4.82,4.60
4.77,4.68,4.95,4.68
4.79,4.62,4.79,4.60
4.62,4.62,4.66,4.53
4.56,4.49,4.59,4.44
4.56,4.55,4.59,4.43
4.61,4.51,4.61,4.40
4.41,4.07,4.54,4.00
4.20,4.25,4.35,4.07
4.26,4.27,4.32,4.26
4.28,4.16,4.33,4.15
4.16,4.18,4.24,4.16
4.16,4.10,4.24,4.10
4.10,4.16,4.23,4.10
4.13,4.22,4.24,4.09
4.29,4.37,4.52,4.20
4.45,4.48,4.50,4.32
4.48,4.32,4.50,4.30
4.40,4.42,4.52,4.30
4.49,4.60,4.66,4.45
4.66,4.97,5.00,4.58
4.99,5.42,5.44,4.99
5.50,5.30,5.60,5.25
5.35,5.13,5.40,5.01
5.12,5.28,5.33,4.90
5.29,5.14,5.36,5.13
5.05,4.94,5.05,4.90
4.90,4.96,5.00,4.89
4.96,4.99,5.02,4.88
4.96,4.95,5.01,4.94
4.94,4.80,4.94,4.75
4.84,4.74,4.84,4.70
4.74,4.74,4.88,4.71
4.80,4.73,4.80,4.70
4.75,4.84,4.92,4.74
4.80,5.00,5.04,4.80
5.04,5.11,5.14,5.03
5.15,4.89,5.15,4.80
4.90,4.96,5.01,4.90
4.78,4.74,4.83,4.70
4.74,4.69,4.74,4.53
4.74,4.54,4.74,4.46
4.48,4.62,4.63,4.45
4.56,4.51,4.56,4.40
4.45,4.50,4.52,4.45
4.50,4.48,4.54,4.44
4.47,4.50,4.51,4.44
4.50,4.44,4.51,4.41
4.40,4.54,4.59,4.40
4.56,4.75,4.78,4.50
4.72,4.70,4.79,4.66
4.71,4.61,4.71,4.54
4.57,4.56,4.61,4.48
4.52,4.55,4.61,4.50
4.58,4.62,4.63,4.49
4.65,4.57,4.70,4.56
4.54,4.57,4.63,4.52
4.53,4.52,4.59,4.47
4.49,4.49,4.49,4.41
4.43,4.40,4.48,4.32
4.47,4.16,4.52,4.15
4.23,4.66,4.71,4.12
4.74,5.12,5.23,4.74
5.00,4.99,5.03,4.66
4.96,4.92,5.01,4.78
5.00,5.00,5.00,4.81
4.95,5.23,5.35,4.89
5.16,4.71,5.20,4.70
4.74,4.45,4.74,4.42
4.50,4.33,4.50,4.15
4.35,4.23,4.38,4.16
4.22,4.24,4.38,4.01
4.22,4.14,4.22,4.00
4.09,3.98,4.13,3.85
4.05,3.84,4.15,3.84
3.99,3.99,4.10,3.87
4.04,4.07,4.07,3.95
4.01,4.29,4.33,4.00
4.36,4.14,4.42,4.06
4.17,4.40,4.71,4.17
4.42,4.43,4.50,4.23
4.40,4.33,4.45,4.22
4.29,4.07,4.32,4.00
4.08,4.43,4.44,3.99
4.44,4.42,4.67,4.23
4.39,4.26,4.44,4.14
4.25,4.02,4.27,4.02
4.05,3.99,4.12,3.94
4.01,3.93,4.06,3.90
3.94,3.88,4.05,3.86
3.86,3.83,4.01,3.80
3.85,3.66,3.89,3.63
3.74,4.00,4.06,3.67
4.06,3.88,4.06,3.81
3.88,3.88,3.98,3.80
3.80,3.75,3.91,3.74
3.75,4.12,4.12,3.75
4.07,3.99,4.25,3.87
3.91,4.26,4.26,3.91
4.15,4.22,4.41,4.12
4.36,4.06,4.36,3.95
4.07,3.90,4.07,3.84
3.83,3.79,3.87,3.75
3.79,3.89,3.91,3.68
3.76,3.74,3.85,3.71
3.73,3.60,3.74,3.57
3.40,3.33,3.53,3.21
3.38,3.06,3.53,3.04
3.10,2.90,3.15,2.80
2.97,3.10,3.23,2.89
3.11,3.34,3.50,3.11
3.31,3.47,3.52,3.18
3.36,3.15,3.43,3.12
3.15,3.14,3.21,3.02
3.15,3.12,3.26,3.04
3.05,3.07,3.21,2.99
3.09,3.20,3.24,3.02
3.20,3.16,3.38,3.13
3.17,3.19,3.33,3.11
3.15,3.12,3.17,3.07
3.12,3.02,3.15,2.90
3.00,3.19,3.22,3.00
3.17,3.31,3.37,3.16
3.30,3.43,3.50,3.24
3.37,3.27,3.50,3.25
3.42,3.26,3.43,3.21
3.21,3.07,3.21,3.06
3.09,3.09,3.18,3.05
3.07,3.18,3.20,3.02
3.21,2.95,3.21,2.95
2.95,2.86,2.95,2.81
2.84,2.83,2.90,2.79
2.89,2.91,2.93,2.76
2.85,2.83,2.99,2.79
2.79,2.95,2.96,2.77
2.97,3.25,3.25,2.97
3.21,3.35,3.40,3.16
3.40,3.30,3.40,3.25
3.31,3.42,3.48,3.19
3.41,3.31,3.42,3.28
3.30,3.25,3.31,3.08
3.21,3.24,3.30,3.09
3.23,3.16,3.34,3.15
3.15,3.37,3.40,3.15
3.40,3.31,3.40,3.21
3.24,3.14,3.28,3.10
3.11,3.04,3.18,2.96
3.00,2.89,3.00,2.86
2.92,2.91,2.99,2.85
2.91,3.01,3.02,2.86
2.96,2.87,2.96,2.85
2.84,2.77,2.86,2.76
2.79,2.86,2.96,2.78
2.85,2.82,2.92,2.81
2.81,2.72,2.84,2.69
2.74,2.79,2.80,2.68
2.74,2.76,2.80,2.72
2.76,2.73,2.78,2.68
2.75,2.75,2.78,2.67
2.75,2.81,2.83,2.68
2.86,2.68,2.93,2.65
2.68,2.65,2.78,2.65
2.65,2.60,2.68,2.51
2.55,2.48,2.60,2.47
2.44,2.33,2.50,2.31
2.35,2.27,2.41,2.27
2.28,2.17,2.38,2.16
2.14,2.13,2.22,2.08
2.13,2.07,2.16,2.01
2.10,2.00,2.12,1.98
2.00,1.89,2.01,1.89
1.90,2.02,2.02,1.90
2.03,1.92,2.05,1.91
1.90,1.89,1.92,1.88
1.84,1.87,1.94,1.84
1.90,1.98,2.01,1.87
2.01,2.02,2.16,1.98
2.05,2.08,2.17,2.05
2.10,2.08,2.14,2.05
2.07,2.00,2.07,1.98
1.99,1.93,1.99,1.91
1.93,2.02,2.04,1.91
2.02,2.06,2.09,2.02
2.00,1.91,2.07,1.90
1.93,1.89,1.96,1.85
1.91,1.89,1.92,1.86
1.89,1.93,1.99,1.88
1.91,1.95,2.06,1.91
1.95,2.00,2.05,1.95
2.03,2.19,2.25,2.02
2.17,2.32,2.38,2.17
2.34,2.39,2.70,2.34
2.40,2.44,2.54,2.38
2.54,2.31,2.55,2.29
2.38,2.39,2.54,2.35
2.40,2.65,2.70,2.40
2.64,2.95,2.98,2.61
2.95,2.88,2.95,2.70
2.88,2.89,2.91,2.72
2.83,2.68,2.83,2.66
2.65,2.50,2.65,2.50
2.55,2.43,2.57,2.40
2.44,2.25,2.48,2.20
2.29,2.12,2.34,2.06
2.12,1.97,2.26,1.95
2.00,2.12,2.16,1.89
2.08,1.96,2.08,1.86
1.99,1.99,2.03,1.98
1.98,2.00,2.04,1.81
2.00,2.06,2.18,2.00
2.15,2.11,2.23,2.06
2.08,2.02,2.21,2.02
2.05,2.12,2.15,1.96
2.10,2.13,2.21,2.08
2.20,2.18,2.22,2.11
2.19,2.34,2.37,2.18
2.35,2.43,2.48,2.25
2.39,2.31,2.42,2.28
2.35,2.38,2.40,2.21
2.40,2.38,2.49,2.33
2.35,2.16,2.41,2.16
2.20,2.25,2.26,2.15
2.23,2.12,2.23,2.11
2.12,2.04,2.16,2.03
2.03,2.03,2.08,2.03
2.06,2.23,2.29,2.03
2.24,2.38,2.47,2.23
2.40,2.51,2.59,2.40
2.53,2.37,2.53,2.35
2.36,2.30,2.36,2.25
2.34,2.33,2.42,2.32
2.34,2.18,2.36,2.16
2.15,2.24,2.27,2.12
2.33,2.24,2.33,2.20
2.25,2.31,2.33,2.24
2.33,2.47,2.54,2.33
2.51,2.52,2.59,2.39
2.50,2.56,2.59,2.45
2.59,2.67,2.69,2.54
2.70,2.77,2.85,2.65
2.83,2.96,2.98,2.82
2.95,2.75,2.98,2.63
2.42,2.33,2.45,2.18
2.36,2.34,2.37,2.30
2.35,2.32,2.37,2.27
2.35,2.39,2.39,2.30
2.37,2.30,2.37,2.25
2.31,2.34,2.36,2.30
2.34,2.39,2.46,2.33
2.39,2.44,2.52,2.36
2.45,2.37,2.47,2.35
2.36,2.37,2.39,2.34
2.35,2.22,2.35,2.21
2.21,2.25,2.27,2.20
2.25,2.21,2.29,2.19
2.20,2.30,2.32,2.18
2.31,2.29,2.32,2.25
2.30,2.21,2.33,2.21
2.20,2.29,2.30,2.20
2.26,2.20,2.26,2.20
2.20,2.11,2.24,2.10
2.13,2.13,2.18,2.00
2.12,2.10,2.20,2.03
2.15,2.19,2.22,2.15
2.20,2.24,2.30,2.20
2.26,2.35,2.36,2.23
2.35,2.38,2.41,2.34
2.42,2.28,2.42,2.26
2.27,2.30,2.33,2.20
2.27,2.34,2.34,2.25
2.36,2.37,2.42,2.35
2.38,2.36,2.40,2.34
2.39,2.32,2.43,2.31
2.35,2.37,2.41,2.33
2.38,2.37,2.41,2.35
2.39,2.38,2.40,2.34
2.37,2.39,2.42,2.36
2.39,2.39,2.43,2.39
2.41,2.35,2.45,2.31
2.38,2.33,2.39,2.30
2.30,2.19,2.34,2.16
2.20,2.12,2.21,2.09
2.18,2.12,2.21,2.12
2.14,2.17,2.23,2.14
2.24,2.13,2.25,2.11
2.17,2.21,2.21,2.06
2.20,2.19,2.21,2.17
2.20,2.13,2.20,2.11
2.11,2.14,2.24,2.10
2.30,2.36,2.42,2.26
2.39,2.38,2.43,2.34
2.41,2.25,2.42,2.23
2.26,2.16,2.26,2.15
2.19,2.20,2.22,2.16
2.23,2.31,2.33,2.20
2.29,2.25,2.34,2.24
2.29,2.33,2.36,2.28
2.38,2.27,2.38,2.25
2.27,2.21,2.30,2.19
2.23,2.21,2.25,2.21
2.20,2.21,2.23,2.15
2.21,2.31,2.35,2.20
2.37,2.37,2.42,2.34
2.40,2.70,2.73,2.40
2.75,2.58,2.87,2.54
2.64,2.55,2.75,2.53
2.57,2.62,2.64,2.50
2.65,2.48,2.65,2.47
2.42,2.46,2.50,2.40
2.45,2.42,2.48,2.38
2.44,2.57,2.62,2.42
2.52,2.50,2.57,2.44
2.57,2.66,2.67,2.54
2.70,2.57,2.74,2.51
2.50,2.53,2.58,2.42
2.51,2.44,2.58,2.41
2.49,2.56,2.57,2.46
2.40,2.36,2.44,2.29
2.32,2.21,2.35,2.20
2.26,2.21,2.29,2.21
2.29,2.22,2.30,2.20
2.28,2.27,2.30,2.22
2.28,2.39,2.41,2.26
2.40,2.25,2.43,2.23
2.25,2.21,2.29,2.20
2.26,2.23,2.28,2.19
2.22,2.26,2.30,2.22
2.26,2.23,2.38,2.22
2.30,2.31,2.35,2.25
2.33,2.30,2.38,2.28
2.32,2.32,2.38,2.31
2.35,2.28,2.35,2.28
2.32,2.25,2.32,2.24
2.26,2.21,2.26,2.20
2.21,2.21,2.26,2.17
2.25,2.23,2.28,2.21
2.27,2.26,2.27,2.19
2.25,2.19,2.27,2.19
2.23,2.21,2.24,2.19
2.25,2.21,2.25,2.18
2.25,2.18,2.26,2.18
2.18,2.23,2.24,2.18
2.24,2.25,2.29,2.21
2.26,2.18,2.28,2.18
2.22,2.19,2.22,2.18
2.23,2.18,2.23,2.18
2.19,2.21,2.22,2.18
2.18,2.23,2.26,2.18
2.23,2.24,2.26,2.23
2.27,2.24,2.27,2.23
2.24,2.41,2.43,2.23
2.49,2.35,2.54,2.35
2.34,2.37,2.46,2.33
2.40,2.42,2.45,2.37
2.45,2.45,2.48,2.40
2.46,2.56,2.58,2.45
2.56,2.54,2.56,2.49
2.55,2.36,2.55,2.30
2.38,2.33,2.41,2.31
2.34,2.25,2.34,2.25
2.31,2.26,2.31,2.25
2.30,2.27,2.31,2.25
2.30,2.29,2.30,2.27
2.29,2.38,2.43,2.27
2.43,2.32,2.43,2.28
2.31,2.32,2.35,2.30
2.35,2.34,2.37,2.33
2.34,2.37,2.41,2.34
2.37,2.34,2.39,2.33
2.36,2.36,2.38,2.32
2.33,2.30,2.39,2.28
2.29,2.28,2.33,2.26
2.26,2.26,2.27,2.24
2.32,2.27,2.32,2.21
1.89,1.69,1.89,1.65
1.70,1.65,1.74,1.63
1.65,1.67,1.70,1.65
1.70,1.67,1.70,1.66
1.70,1.68,1.71,1.67
1.69,1.63,1.70,1.62
1.61,1.61,1.67,1.61
1.62,1.56,1.62,1.56
1.53,1.51,1.57,1.50
1.52,1.54,1.56,1.50
1.55,1.58,1.60,1.54
1.60,1.59,1.62,1.56
1.59,1.55,1.61,1.52
1.56,1.50,1.56,1.50
1.50,1.54,1.56,1.50
1.52,1.50,1.53,1.50
1.50,1.52,1.53,1.50
1.53,1.44,1.55,1.43
1.45,1.44,1.49,1.37
1.44,1.44,1.49,1.39
1.43,1.39,1.45,1.38
1.38,1.41,1.43,1.38
1.40,1.37,1.42,1.37
1.37,1.40,1.43,1.36
1.41,1.41,1.46,1.39
1.41,1.54,1.56,1.41
1.55,1.49,1.55,1.45
1.48,1.46,1.52,1.45
1.45,1.46,1.50,1.45
1.46,1.41,1.47,1.41
1.49,1.46,1.53,1.45
1.48,1.44,1.49,1.43
1.45,1.45,1.48,1.44
1.45,1.40,1.48,1.38
1.41,1.38,1.44,1.37
1.39,1.34,1.41,1.32
1.30,1.32,1.34,1.30
1.32,1.34,1.34,1.30
1.33,1.32,1.34,1.31
1.31,1.35,1.39,1.31
1.35,1.41,1.44,1.35
1.41,1.42,1.44,1.39
1.40,1.38,1.43,1.36
1.36,1.36,1.39,1.36
1.36,1.36,1.38,1.35
1.36,1.40,1.43,1.36
1.42,1.38,1.45,1.37
1.38,1.41,1.42,1.37
1.42,1.38,1.43,1.36
1.38,1.30,1.38,1.29
1.31,1.32,1.34,1.29
1.33,1.32,1.34,1.31
1.30,1.33,1.34,1.30
1.35,1.33,1.38,1.32
1.33,1.41,1.42,1.33
