XBI,SPDR Series Trust  SPDR S&P Biotech ETF,NASDAQ
106.65,104.73,106.96,104.66
103.68,101.29,103.69,100.64
101.29,102.16,103.03,99.92
101.06,101.84,102.80,99.14
103.45,101.20,103.45,100.26
102.09,103.69,104.15,101.99
104.71,104.64,105.35,103.76
104.88,104.26,105.20,103.93
107.60,108.73,110.48,106.11
108.78,109.11,109.66,108.44
108.95,108.98,109.39,108.13
109.86,111.57,111.60,109.62
112.25,111.62,112.58,110.98
112.12,111.76,112.33,110.67
111.47,113.50,113.63,111.47
115.35,116.04,116.07,114.85
116.31,119.53,120.04,115.97
120.00,120.43,120.62,118.50
120.72,118.42,120.73,118.12
118.70,119.26,119.77,118.50
119.79,118.82,119.79,118.60
118.95,120.59,121.11,118.63
120.97,120.84,121.32,120.00
121.49,119.04,121.55,118.85
119.56,117.86,119.85,117.42
118.16,120.62,120.67,116.60
120.12,120.76,120.96,118.92
120.63,119.23,121.00,118.84
120.15,120.88,121.19,119.59
121.45,122.57,123.29,121.45
123.67,124.45,124.58,122.69
124.48,124.76,125.24,124.00
124.75,125.08,125.45,124.51
124.97,122.06,124.97,121.68
121.95,120.75,121.97,119.55
121.46,120.00,122.00,119.74
119.80,119.84,120.99,119.11
119.71,119.39,119.71,118.60
119.95,119.07,119.95,118.21
119.15,119.15,120.38,119.15
118.16,115.94,118.16,115.61
115.75,115.13,116.65,115.08
115.00,114.79,116.16,114.71
114.82,116.77,117.41,114.82
117.02,118.41,120.03,117.02
119.23,119.84,120.03,118.91
120.10,119.63,120.22,118.52
119.92,122.31,123.16,119.84
120.75,117.62,121.12,117.50
117.98,119.37,119.60,117.68
119.62,120.74,121.80,119.38
120.68,119.26,120.71,118.69
121.80,122.12,122.18,120.45
122.75,125.24,125.40,121.80
126.12,126.02,126.71,125.27
126.32,126.29,127.10,123.41
126.74,129.95,129.95,126.74
131.00,129.80,131.00,128.74
129.85,128.22,129.85,127.28
128.48,128.02,129.29,127.49
128.15,128.43,128.43,126.91
129.52,128.27,129.94,127.83
128.47,129.67,129.85,127.72
129.99,130.53,131.18,128.51
131.21,131.22,131.48,130.00
131.37,130.37,131.72,129.84
130.48,129.59,130.48,128.00
129.72,129.83,130.89,128.83
129.96,128.71,130.26,128.65
128.75,131.05,131.56,128.75
130.64,131.19,132.42,130.03
129.03,129.16,130.04,127.18
129.94,131.83,131.83,129.36
131.57,131.84,132.34,131.00
131.84,130.47,132.33,129.02
130.79,131.13,132.15,130.69
130.55,128.00,130.57,127.95
128.49,120.84,128.49,120.60
120.11,115.49,120.18,113.22
118.46,120.31,120.67,117.92
119.61,119.00,120.06,117.66
117.58,119.78,120.01,116.75
119.55,118.83,120.95,118.47
120.00,123.90,124.05,120.00
124.17,125.26,125.46,122.69
125.76,123.06,126.27,121.85
122.92,120.17,123.49,119.60
121.00,121.84,122.28,118.86
121.48,122.72,122.84,120.44
123.53,124.58,125.18,123.10
126.12,124.52,126.12,123.38
125.73,124.32,125.92,123.39
125.15,124.68,125.15,123.04
125.03,120.35,125.29,119.65
120.25,118.99,120.86,117.46
119.83,119.62,120.50,118.33
120.15,120.72,121.11,119.85
121.35,120.91,121.35,118.92
121.30,116.41,121.55,116.17
116.66,114.23,118.61,114.12
115.26,118.92,119.96,115.26
119.21,120.36,120.52,118.40
118.78,118.96,119.06,116.76
117.92,120.02,120.07,117.54
120.52,119.94,120.66,119.05
119.94,122.05,122.11,119.89
122.53,119.05,123.04,118.72
119.01,119.32,120.48,117.79
120.08,120.43,121.90,119.15
120.91,123.04,123.40,120.91
125.00,125.86,126.16,124.20
126.63,127.03,128.12,125.48
127.59,128.54,128.95,127.15
129.25,129.32,129.56,127.92
129.91,130.49,131.33,129.75
130.72,131.18,131.43,129.61
130.97,129.56,130.97,128.65
128.92,129.51,130.14,128.21
129.37,127.91,130.00,127.75
129.51,128.18,129.52,126.36
128.56,127.25,129.27,126.26
127.21,126.34,127.55,125.14
126.25,121.72,126.25,121.37
121.30,123.58,124.09,121.30
124.11,123.10,124.25,122.01
123.55,123.38,125.38,123.08
123.29,121.68,123.29,120.97
122.11,124.69,124.85,121.28
124.69,124.77,125.73,124.01
125.16,127.49,127.74,125.00
128.01,129.87,130.06,128.01
130.85,130.21,130.85,129.31
130.88,131.06,132.16,130.63
131.72,129.84,131.72,129.57
129.05,130.23,130.48,128.20
130.66,130.20,131.34,129.88
130.20,130.84,131.25,128.65
131.19,130.42,131.84,130.35
130.80,128.92,131.13,128.10
130.49,132.02,132.14,130.49
131.65,135.45,135.58,131.33
142.00,145.63,145.64,141.58
148.62,153.61,153.75,148.37
153.23,150.66,156.15,148.79
152.08,151.53,152.71,148.95
152.99,152.38,153.00,149.85
153.00,155.49,155.52,152.17
156.20,156.66,158.46,155.63
158.88,160.02,160.15,155.65
161.55,159.50,161.55,158.75
159.13,159.45,159.93,157.23
158.00,154.09,158.15,153.71
154.12,147.62,154.12,143.95
148.54,152.06,152.83,148.54
151.09,150.25,153.57,148.75
152.54,153.74,155.82,151.71
151.58,150.21,152.76,149.97
149.99,143.34,149.99,142.37
144.15,145.36,146.83,143.84
145.52,142.53,145.78,139.11
143.51,141.60,143.52,141.00
142.73,149.60,149.99,142.46
150.31,153.85,154.12,150.31
155.07,156.02,156.60,153.28
157.01,156.39,157.97,155.81
155.00,158.18,158.26,154.25
158.69,155.46,159.57,155.03
156.99,159.50,159.58,156.40
159.95,156.87,160.08,156.60
157.32,161.05,161.49,156.24
162.39,164.39,165.95,161.67
166.05,166.51,167.92,165.10
169.87,170.50,171.87,168.04
171.23,170.01,172.52,168.87
169.85,170.66,171.30,167.10
171.00,163.72,171.32,160.69
161.09,163.31,163.78,159.48
166.35,167.45,168.50,166.35
168.06,166.85,168.06,166.18
168.43,161.61,168.43,161.20
163.17,160.85,163.22,157.09
160.87,161.45,161.66,157.71
161.71,159.82,164.36,159.07
157.69,160.65,161.32,156.90
161.69,157.62,162.59,155.92
157.63,158.26,159.55,155.75
160.13,157.26,161.02,156.65
158.16,162.85,163.00,157.44
163.55,162.16,164.25,160.80
161.41,160.17,162.54,159.64
160.99,153.15,161.48,152.39
153.17,147.00,153.90,142.63
148.21,146.28,150.69,143.06
146.48,141.60,148.38,141.41
141.45,142.88,143.88,137.23
143.59,137.71,144.15,136.47
138.48,142.48,142.61,138.06
143.77,145.47,147.18,142.83
147.31,144.41,147.99,142.83
144.79,139.18,144.94,137.59
140.00,133.46,140.49,130.84
131.62,133.22,136.50,129.76
134.17,133.62,135.66,130.25
135.07,138.75,138.93,134.11
138.67,129.79,139.22,128.38
128.01,124.60,132.00,123.85
126.56,122.47,127.86,119.06
123.10,122.69,125.28,115.31
124.51,126.24,126.80,122.40
126.00,125.39,128.81,123.78
126.13,128.47,128.68,124.71
129.75,134.09,135.11,129.52
134.35,130.37,134.35,129.60
131.66,129.44,131.96,125.33
127.69,124.37,128.70,123.72
124.91,123.55,127.37,119.26
124.42,128.25,129.42,123.58
127.73,128.73,128.87,124.67
129.50,130.36,132.49,126.53
130.31,127.95,130.31,126.94
126.61,130.35,130.42,125.37
129.89,126.93,130.70,126.70
126.94,125.20,127.23,121.64
124.36,120.80,126.99,120.39
120.80,124.18,124.32,119.00
125.68,128.48,129.04,125.05
129.10,127.25,130.41,127.24
126.47,127.41,129.67,125.54
126.50,125.60,127.48,122.97
125.70,124.73,125.79,122.49
124.31,127.45,127.56,124.00
127.02,124.79,127.39,123.98
125.03,124.68,127.13,123.74
124.91,127.69,129.21,124.91
128.88,128.77,129.61,127.38
130.14,133.32,133.45,130.14
133.42,132.89,134.15,132.29
133.45,133.71,134.58,133.30
133.38,132.30,134.74,131.22
132.86,130.64,133.27,129.19
130.05,130.93,131.02,128.50
131.05,133.52,133.72,129.78
134.09,136.32,137.48,133.44
136.71,137.77,137.81,135.61
142.92,146.26,147.54,142.79
147.44,149.98,150.02,146.60
148.92,148.82,150.77,147.44
149.19,148.80,150.50,147.60
149.03,148.22,149.03,145.73
148.71,150.99,151.27,148.71
150.97,151.30,152.08,149.34
152.02,153.03,153.19,150.66
153.32,153.32,153.80,151.36
152.89,153.42,153.66,151.59
153.68,152.48,154.68,151.93
153.45,152.04,155.77,150.92
151.21,152.41,153.40,150.39
152.60,152.33,152.87,150.25
151.86,153.47,153.50,150.93
153.40,153.99,155.24,152.96
154.20,156.68,157.09,154.20
157.34,156.75,158.19,156.43
157.27,156.89,157.67,155.29
156.87,151.74,156.87,151.37
151.32,146.02,151.73,144.47
146.49,147.33,148.21,143.46
144.02,145.66,147.50,142.38
145.64,147.08,147.80,144.94
148.87,147.45,149.10,146.63
147.83,141.76,148.07,141.01
142.56,139.67,143.11,139.32
139.00,134.62,140.35,133.95
135.43,139.09,139.50,134.66
139.24,139.66,140.23,137.00
140.42,140.62,142.31,140.05
148.20,150.27,150.99,147.64
151.14,148.59,151.14,147.58
147.49,146.52,147.81,145.22
146.52,144.15,146.52,142.47
144.34,148.88,149.14,144.34
150.50,151.03,152.97,149.93
149.24,146.20,149.28,145.37
146.15,145.05,148.05,142.70
144.73,146.64,147.21,144.11
146.06,147.68,148.82,144.50
146.88,148.06,149.52,146.17
148.84,145.96,149.36,145.29
145.96,149.27,149.60,145.63
150.67,151.85,153.04,149.69
152.28,150.37,152.28,149.94
151.15,153.70,153.98,150.44
153.70,155.20,155.49,153.41
156.47,155.35,156.76,153.14
157.13,157.00,157.95,156.10
157.71,156.52,158.05,155.24
155.92,155.07,156.65,154.09
155.39,152.17,155.41,151.78
151.99,153.63,154.00,151.08
156.01,158.62,159.78,155.75
159.00,162.89,163.25,158.91
163.17,162.17,163.97,161.48
161.15,159.84,163.00,159.71
160.06,161.95,162.12,160.02
162.53,160.60,163.01,159.86
162.50,161.30,163.14,160.89
161.45,159.02,162.36,158.37
159.04,157.83,159.10,155.12
157.33,159.95,160.02,157.00
159.79,157.13,159.90,156.71
157.23,162.26,162.26,157.12
161.17,162.73,162.74,159.70
162.47,160.54,162.90,159.46
160.44,156.91,160.44,154.86
155.92,157.76,157.88,155.00
158.40,159.79,161.16,158.38
160.76,159.94,160.76,158.79
160.10,158.27,160.63,156.31
157.55,155.28,158.00,153.24
154.43,154.26,156.75,154.25
155.42,159.40,159.58,155.42
158.74,156.47,160.01,154.87
157.20,158.66,158.83,156.08
157.00,159.78,161.47,156.30
159.79,155.97,159.80,155.86
156.61,153.93,156.61,152.36
153.64,155.83,156.66,150.92
157.60,158.33,159.05,156.41
159.55,154.99,159.55,154.01
153.97,151.27,155.00,151.10
150.79,154.68,154.91,147.87
154.22,150.02,154.67,149.10
149.18,146.39,153.00,146.25
146.88,145.44,149.54,141.85
147.38,147.07,150.36,143.12
144.77,152.22,152.90,144.03
150.00,156.59,158.26,148.59
160.49,156.08,160.84,155.17
156.47,158.94,160.25,155.70
161.19,160.65,161.19,158.80
161.00,159.27,162.00,158.81
161.41,165.31,166.22,160.67
165.32,167.23,167.50,164.60
166.12,167.21,167.35,163.09
167.89,171.51,172.23,167.89
171.75,169.62,171.77,168.05
168.63,173.37,174.21,168.63
175.72,171.39,177.48,171.00
172.13,171.53,173.70,170.44
169.99,170.08,171.74,168.81
172.23,165.63,172.23,164.82
166.30,169.00,169.11,165.24
168.55,167.72,169.65,164.79
168.47,172.15,172.25,167.54
172.09,172.30,174.14,170.67
171.50,173.68,173.97,170.26
173.87,171.34,175.75,170.61
172.04,167.92,172.04,166.89
168.32,168.38,171.10,167.76
169.26,171.38,172.98,168.84
171.32,169.96,172.61,169.51
169.84,172.57,172.59,169.19
175.00,174.04,175.75,173.01
174.99,178.21,178.23,174.99
179.00,177.70,179.47,175.91
177.74,180.51,180.65,177.45
180.93,179.81,184.16,179.25
179.99,174.70,179.99,174.26
177.50,179.31,179.95,175.35
179.50,179.48,179.98,177.00
180.30,178.11,180.30,177.56
178.78,181.28,181.34,178.68
183.00,182.36,185.92,181.99
181.34,187.63,188.13,179.38
187.26,183.60,188.03,183.25
184.86,184.04,188.20,183.15
182.60,183.73,186.41,181.00
185.57,175.89,185.98,175.58
175.00,174.87,180.68,172.61
175.83,183.21,183.39,175.05
186.70,189.08,189.21,185.28
188.17,190.34,191.72,186.19
187.71,188.92,191.21,186.16
190.45,179.18,190.45,177.72
178.90,182.62,184.21,178.90
184.21,186.83,187.03,183.14
187.16,187.51,189.21,185.92
187.21,185.54,188.08,185.35
186.06,186.46,189.74,186.06
187.95,188.41,189.95,185.06
187.70,189.00,192.48,186.64
189.98,184.30,191.24,182.00
187.00,191.67,191.83,186.96
195.00,195.92,196.10,192.93
197.00,196.07,197.63,193.10
200.29,197.93,201.48,196.23
200.51,196.47,201.71,193.52
194.83,199.52,199.90,193.82
200.10,192.11,200.33,191.80
192.30,197.95,198.24,191.30
199.40,200.14,200.68,193.51
198.45,194.38,199.88,193.60
196.29,196.48,196.57,188.96
196.68,198.59,199.25,195.94
198.70,204.21,204.21,197.32
201.34,204.67,206.72,200.21
206.02,199.19,206.65,198.30
199.78,202.01,202.01,195.76
202.17,199.65,205.14,199.47
200.84,196.50,201.56,193.96
197.50,195.92,198.27,189.86
191.21,191.94,193.12,187.45
192.89,197.52,198.10,192.64
197.50,194.99,200.21,193.87
194.06,194.01,197.65,193.32
195.96,198.41,199.07,194.56
197.79,197.82,202.62,196.00
198.82,202.04,202.04,197.38
202.22,203.40,203.42,199.50
203.54,207.23,208.04,203.54
208.21,209.90,210.03,205.44
209.48,211.70,212.55,209.04
211.38,213.36,214.11,211.01
213.67,215.14,219.11,213.20
215.81,210.98,216.66,208.25
210.92,216.37,217.24,209.11
216.32,217.89,218.03,211.58
216.89,214.63,217.63,212.90
214.83,217.49,217.98,214.09
218.00,217.80,218.48,213.90
217.48,222.06,223.56,215.14
225.78,227.57,229.18,225.00
227.50,224.72,227.50,222.41
225.90,224.59,225.95,220.63
221.80,225.40,228.69,219.82
226.14,226.51,227.60,222.79
227.40,226.71,227.99,223.85
226.98,228.43,230.54,225.51
229.85,231.83,232.51,229.00
232.41,233.13,233.50,229.94
232.95,231.62,233.71,228.78
233.39,237.98,239.25,232.45
244.04,233.86,244.98,232.71
230.35,229.19,232.97,226.70
230.30,227.48,233.99,227.20
228.09,215.23,230.00,214.37
212.01,214.36,218.49,207.75
215.67,219.41,220.47,215.51
224.00,224.37,225.50,220.51
223.65,225.50,234.00,220.18
221.84,220.79,222.24,214.74
220.40,220.21,222.00,217.81
218.03,219.58,222.02,217.88
219.73,220.65,225.28,219.73
222.09,227.03,228.04,221.14
227.74,226.20,230.28,222.52
226.86,229.38,230.64,226.50
230.21,232.09,234.47,230.00
232.44,231.90,234.00,229.69
233.86,233.11,234.66,230.47
233.15,234.82,236.24,232.73
232.60,230.78,234.06,228.28
232.86,231.25,233.52,227.88
233.55,232.95,234.68,231.75
234.52,232.63,235.53,230.51
233.30,236.72,237.17,231.38
236.30,233.86,237.60,233.84
235.00,220.94,235.98,220.01
222.21,217.16,224.48,211.36
215.46,215.76,220.49,212.80
213.76,206.33,216.39,203.60
210.15,213.17,214.04,208.49
214.22,216.05,220.33,214.00
216.19,209.93,216.42,208.70
215.39,214.88,216.50,211.74
215.02,217.40,218.00,212.10
221.38,223.84,225.31,219.85
224.00,225.49,227.51,223.46
223.00,225.97,227.27,220.49
227.39,224.44,227.70,222.74
225.69,226.22,227.62,220.00
226.23,226.30,226.86,223.69
226.00,230.75,231.67,224.94
230.21,231.10,232.30,229.00
231.82,234.74,236.62,229.09
236.69,233.44,236.69,231.37
232.39,234.10,234.95,231.36
233.61,233.01,234.17,230.39
233.33,236.88,236.90,232.16
235.25,236.50,236.93,232.08
235.51,238.17,240.39,235.46
240.55,239.04,242.00,235.37
237.23,238.72,240.72,235.33
240.50,241.41,242.28,237.71
240.19,239.68,242.61,236.52
239.18,243.76,244.27,236.94
243.88,243.97,245.90,242.00
243.19,240.34,244.00,237.44
238.99,242.12,242.47,237.77
242.42,243.91,243.91,240.71
242.69,240.01,242.91,239.21
237.77,240.90,241.13,235.72
240.01,241.46,243.25,239.61
243.00,244.39,245.70,242.46
245.71,251.30,252.80,245.47
251.13,252.47,252.90,249.15
255.00,259.71,259.86,253.88
260.75,259.35,261.60,256.26
258.96,253.73,259.47,252.57
255.07,251.59,256.07,248.70
252.34,249.98,253.61,245.92
246.30,241.63,249.80,241.30
246.99,252.24,253.08,245.03
255.94,249.22,256.72,246.73
251.12,246.94,251.12,245.46
245.15,250.32,252.79,243.30
251.00,251.15,251.38,243.84
247.11,241.89,249.05,241.12
246.29,246.95,248.11,244.90
250.49,252.57,252.82,247.50
255.72,259.17,260.10,255.00
259.95,264.69,265.50,258.32
268.00,264.91,270.35,263.10
267.63,269.28,269.86,265.05
270.24,271.07,271.13,266.29
273.00,270.93,273.33,268.11
269.76,266.35,270.37,262.56
260.86,267.54,268.23,260.10
267.84,265.02,270.43,264.44
261.68,255.38,265.96,253.77
253.92,251.78,253.92,247.78
254.49,258.94,259.74,249.99
261.46,253.24,261.46,250.32
252.60,252.46,253.85,245.90
252.92,255.44,258.82,251.30
255.99,254.76,259.07,252.63
256.24,255.09,258.00,254.14
257.20,256.28,259.87,255.38
256.84,243.28,256.84,241.60
242.85,237.19,242.94,231.50
241.54,239.53,243.54,238.30
235.51,234.40,242.19,231.22
231.51,236.13,237.80,225.50
236.51,232.21,239.18,231.62
231.83,228.78,233.23,224.56
226.85,238.23,238.57,226.44
237.07,232.38,238.10,232.04
230.93,229.13,232.45,225.86
226.02,216.74,229.00,216.56
212.41,217.23,223.75,210.50
190.00,205.65,218.11,179.56
218.45,208.21,218.66,207.70
214.55,218.99,218.99,205.30
223.57,224.56,225.80,219.25
224.17,229.04,229.23,222.30
227.90,222.09,231.59,221.00
215.13,215.51,221.33,214.72
219.80,224.79,225.10,215.35
226.28,218.14,227.88,217.65
215.00,218.67,222.03,214.03
224.92,228.80,229.05,221.25
231.00,222.74,231.93,222.11
221.74,228.67,229.30,221.66
76.09,77.50,77.51,75.31
77.64,77.25,77.83,76.04
77.46,78.02,78.40,76.86
78.50,77.27,78.87,76.26
77.47,79.76,80.64,76.70
78.37,79.44,79.82,78.11
80.29,75.16,80.34,74.22
73.95,73.44,74.74,72.05
73.69,73.36,74.85,72.17
72.74,72.46,72.98,70.15
73.71,67.50,73.92,65.98
66.90,62.65,67.06,61.28
62.70,60.02,64.56,59.16
61.80,62.24,63.15,60.23
62.00,62.43,62.60,60.27
60.90,65.48,65.75,60.45
66.79,66.00,68.02,64.36
65.39,63.22,65.83,60.59
63.25,64.30,65.46,61.49
64.01,63.65,64.25,61.38
63.61,64.76,65.50,62.70
64.98,63.98,65.56,63.63
63.34,61.16,65.20,61.16
62.21,61.82,63.42,60.69
61.29,66.31,66.33,61.18
66.36,66.05,67.54,64.92
65.83,66.56,68.41,64.27
66.79,64.31,66.79,63.96
65.31,64.33,65.67,62.21
64.56,64.19,65.40,62.58
65.12,65.67,66.06,64.44
65.50,65.89,67.30,64.68
66.31,67.33,67.35,65.70
67.02,69.06,69.06,65.59
69.23,67.31,70.12,67.07
67.46,66.63,67.68,66.02
67.27,70.98,71.11,66.63
70.70,71.62,72.53,69.54
72.14,72.03,72.45,70.57
71.56,70.74,71.69,69.82
70.76,70.70,71.17,68.59
70.51,71.33,71.76,70.11
70.93,71.08,71.21,69.65
71.22,69.82,71.41,69.81
69.16,68.32,70.00,68.15
67.99,68.27,69.83,67.38
67.70,68.15,68.80,66.44
68.32,68.65,69.82,67.25
68.95,70.68,70.81,68.47
70.76,69.41,71.17,69.01
69.71,69.58,70.29,69.25
69.57,70.72,71.29,69.56
70.50,71.00,71.11,69.87
71.17,72.45,72.69,71.00
72.47,72.62,73.47,72.33
73.41,72.29,73.80,71.35
72.86,72.11,72.86,70.89
72.00,71.70,73.39,71.56
72.20,68.91,72.23,68.39
69.18,70.29,70.31,68.15
69.93,67.61,69.98,67.43
66.81,69.06,69.25,66.56
68.50,67.43,68.82,66.76
67.39,68.15,68.50,67.04
67.37,65.73,67.86,65.52
65.52,64.95,66.57,63.95
65.70,66.81,67.25,65.64
67.63,69.74,69.82,67.32
70.22,68.97,70.40,68.21
68.51,69.20,70.19,68.28
69.66,70.00,70.00,68.50
70.30,69.60,70.50,68.80
70.04,70.73,70.86,69.84
70.76,70.88,71.12,70.56
69.86,69.72,70.38,69.22
70.38,71.54,71.56,70.27
71.17,70.86,71.87,70.63
70.46,70.20,70.96,69.99
68.54,67.83,69.11,67.22
67.87,67.22,68.50,66.77
65.84,64.35,66.11,63.54
62.53,61.82,63.35,61.33
62.96,60.51,63.39,60.33
60.83,57.14,61.24,55.51
58.05,58.82,60.27,56.12
59.54,54.74,59.60,54.56
55.12,56.86,57.62,52.23
53.87,55.10,55.16,52.75
55.95,52.86,56.33,51.82
51.28,55.14,56.06,50.40
55.30,53.73,56.57,53.67
55.35,55.31,55.92,54.12
54.69,54.49,56.65,54.44
54.83,54.11,55.01,52.43
54.50,51.65,54.72,51.23
52.13,49.71,52.34,48.90
49.64,50.55,51.13,48.78
50.05,50.96,51.46,49.10
50.10,49.14,50.42,48.65
49.30,49.37,49.93,46.86
48.94,50.38,51.99,48.68
50.19,48.49,50.56,47.83
47.18,45.81,47.34,45.08
44.39,45.88,47.54,44.16
46.54,46.05,48.14,45.88
45.14,45.73,46.18,44.37
46.36,47.05,47.19,44.88
48.09,48.97,49.05,48.03
49.80,50.95,51.16,49.12
51.46,49.17,51.50,49.06
48.86,50.12,50.14,48.21
50.90,50.66,51.48,50.27
50.02,48.24,50.36,48.24
47.75,48.76,48.98,46.49
48.96,48.55,49.73,47.95
48.95,49.40,49.82,48.38
49.43,47.90,49.79,47.90
48.62,50.21,50.34,47.78
50.25,52.30,52.41,50.00
52.37,51.72,52.65,51.29
51.84,51.94,53.40,51.21
51.60,53.80,54.71,51.18
53.93,50.99,53.93,50.75
51.45,50.52,51.74,49.43
50.91,49.65,51.80,48.86
50.31,51.31,51.38,49.76
51.36,51.90,52.42,51.13
51.00,48.90,51.22,48.70
48.80,48.31,49.62,47.27
48.20,48.46,49.12,46.66
48.64,49.65,50.24,47.71
49.54,50.83,51.45,49.39
50.46,52.50,52.91,50.46
52.47,49.87,53.08,49.74
49.00,50.05,51.10,48.29
50.48,49.40,50.71,49.14
49.09,50.58,50.66,47.88
51.25,50.17,52.24,49.79
50.36,51.66,52.50,50.24
51.37,53.16,53.35,50.81
53.55,53.87,55.09,53.29
53.34,53.81,54.85,53.00
54.17,57.59,57.66,54.12
57.12,56.81,58.38,56.01
57.66,55.84,57.75,55.10
56.21,54.46,56.34,54.21
54.45,54.99,55.25,53.42
55.57,56.32,56.46,54.89
56.60,56.66,57.04,55.83
56.53,56.58,56.80,55.77
56.28,57.37,57.77,56.03
57.50,56.27,57.61,55.85
56.65,56.32,57.00,55.74
56.03,57.40,57.53,55.80
57.40,57.86,57.88,56.28
57.72,57.60,58.31,57.34
57.23,56.05,57.36,55.20
55.68,55.44,55.99,54.76
55.22,55.16,56.78,54.64
54.99,53.93,55.35,53.59
54.08,55.00,55.05,53.19
54.36,52.94,54.59,52.87
52.49,50.74,52.67,50.66
51.05,50.46,51.24,49.86
49.97,50.36,51.03,49.43
50.41,52.22,52.76,50.41
52.65,52.42,52.70,51.26
52.22,50.61,52.58,50.52
51.05,49.55,51.17,48.98
49.34,50.44,50.98,49.34
51.07,52.71,52.73,50.98
52.33,52.30,53.25,51.94
51.93,53.24,53.64,51.90
53.17,52.68,54.00,52.09
53.05,54.08,54.12,52.83
54.12,54.81,55.43,54.08
55.46,55.88,56.04,55.12
56.49,56.79,57.09,56.16
56.79,56.22,56.85,55.95
56.26,56.84,56.87,55.71
57.37,58.05,58.49,57.31
57.84,58.17,58.59,57.49
58.11,59.84,59.87,58.11
59.64,58.10,59.80,57.49
58.27,59.67,59.75,56.97
58.90,58.62,59.29,58.24
58.78,58.69,58.94,58.01
58.12,56.97,58.88,56.92
55.95,55.67,56.34,55.26
55.12,54.74,56.18,54.59
54.64,54.50,55.32,53.61
54.97,54.74,55.44,54.59
54.30,54.86,54.87,53.75
55.07,53.37,55.07,53.21
54.27,54.16,54.77,53.67
54.38,53.19,54.38,52.60
53.19,53.30,54.59,52.55
53.89,54.52,54.64,53.31
52.38,51.88,53.39,51.85
51.32,49.68,52.04,49.51
50.79,52.00,52.14,50.60
53.23,54.06,54.26,52.83
53.89,54.08,54.48,53.02
53.83,55.81,55.88,53.80
55.27,55.11,55.59,54.68
54.75,56.58,56.64,54.52
57.00,57.07,57.40,56.26
57.06,57.59,57.97,56.63
58.03,57.37,58.23,57.35
58.15,57.93,58.48,57.76
58.40,56.23,58.51,56.13
56.72,56.17,56.78,55.87
56.22,57.13,57.26,55.90
57.22,57.51,57.67,56.82
57.40,56.43,57.79,56.21
56.58,58.33,58.40,56.58
59.04,58.90,59.68,58.24
59.13,59.30,59.68,58.60
59.54,59.50,59.66,58.65
59.24,59.88,60.07,58.96
60.12,61.62,61.80,60.06
61.65,61.32,62.05,60.60
60.92,62.07,62.14,60.72
62.59,63.57,64.43,62.48
63.58,63.00,64.03,61.68
62.71,64.38,64.39,62.62
64.59,63.50,64.95,63.39
63.52,64.19,64.40,63.33
64.33,62.98,64.48,62.65
63.22,62.92,63.22,62.39
62.72,60.96,62.77,60.85
61.28,61.96,62.18,60.63
61.67,62.52,62.65,61.49
62.85,63.35,63.76,62.72
63.16,62.29,63.24,62.21
62.12,61.96,62.40,61.48
61.86,62.21,62.52,61.44
61.85,61.85,62.19,61.44
62.39,63.50,63.57,62.03
64.03,63.78,64.17,63.43
63.70,61.04,64.89,60.73
61.21,60.39,61.97,59.13
60.53,61.10,61.76,60.17
61.45,61.04,61.53,60.43
61.01,60.86,61.72,60.52
60.73,60.09,60.94,59.79
60.12,60.34,60.59,59.55
60.42,60.15,60.85,59.79
60.74,61.73,62.02,60.68
61.83,62.71,63.01,61.83
62.81,63.54,63.70,62.15
62.45,61.25,63.21,61.20
60.85,63.46,63.46,60.81
62.75,62.37,63.02,61.44
62.89,63.90,64.54,62.65
64.19,64.93,65.10,63.40
64.25,64.71,64.85,63.70
65.37,65.89,67.48,64.53
66.65,67.51,67.89,66.65
67.93,68.28,68.51,66.19
68.87,68.83,69.03,67.82
68.61,68.14,69.21,68.11
67.81,67.77,68.19,67.49
67.75,68.75,68.94,67.58
68.98,67.80,69.08,67.12
67.55,65.52,67.80,65.26
65.67,66.29,66.63,64.71
65.81,66.18,66.19,65.07
66.16,65.66,66.75,65.33
65.90,66.72,67.30,65.71
65.70,64.66,65.90,64.48
64.65,64.15,64.89,63.46
64.90,65.52,65.78,64.80
64.87,63.44,65.57,62.85
63.36,61.27,63.76,61.20
60.55,61.34,61.97,60.50
61.95,59.56,62.13,59.47
59.62,59.07,59.84,58.40
59.99,59.89,60.53,59.67
59.97,58.82,60.14,58.76
58.74,59.89,60.13,58.69
59.75,59.73,60.49,59.31
60.08,59.15,60.18,59.08
59.11,58.67,59.56,58.41
58.66,57.99,59.14,57.61
58.63,57.13,58.99,57.07
56.84,56.84,57.73,55.80
56.91,56.15,57.05,56.05
56.23,56.84,56.96,55.41
56.55,55.42,56.65,55.41
55.62,53.31,55.96,53.15
53.46,54.87,55.31,53.45
56.29,57.34,57.54,55.85
56.80,57.79,58.56,56.61
62.35,63.78,64.52,61.28
65.68,65.79,66.91,63.96
65.04,66.21,66.45,64.53
66.50,68.13,68.16,65.38
67.66,67.71,67.93,66.50
67.14,65.51,67.79,65.40
65.68,66.48,66.75,64.89
66.70,65.98,67.05,65.37
66.06,66.36,66.46,65.55
66.59,64.63,66.66,64.31
62.38,65.74,65.84,62.31
66.01,66.40,66.48,64.95
66.04,64.35,66.20,64.24
64.31,64.57,65.28,63.68
64.94,62.67,64.94,62.64
63.10,61.14,63.35,61.06
