UWM,ProShares Ultra Russell2000,NASDAQ
108.61,110.53,110.86,107.46
110.43,112.50,113.03,109.80
113.20,116.19,116.38,112.45
116.75,116.52,117.42,115.66
115.90,114.13,116.92,113.61
115.21,114.07,116.09,113.10
113.38,111.32,114.82,110.77
111.62,112.98,114.54,111.00
113.21,112.54,115.19,112.11
112.83,113.98,114.57,112.54
114.74,115.77,116.25,114.45
115.59,114.24,116.03,114.24
114.50,112.38,114.64,111.54
112.43,113.51,113.58,112.29
113.71,114.50,115.45,113.71
114.87,111.94,114.94,111.42
112.22,112.26,113.68,111.15
112.68,111.43,112.68,110.71
114.11,112.54,114.65,110.92
113.40,116.34,116.59,113.40
115.69,113.53,116.00,112.44
114.03,112.73,114.45,112.73
112.47,111.18,112.73,110.87
111.60,113.34,113.83,111.34
113.53,113.70,114.50,112.28
113.53,111.98,113.53,109.23
112.87,113.68,114.74,112.87
