SELF,Global Self Storage,NASDAQ
4.77,4.83,4.93,4.77
4.77,4.80,5.03,4.77
4.85,4.69,4.97,4.65
4.74,4.71,4.80,4.66
4.69,4.68,4.88,4.68
4.71,4.81,4.93,4.71
4.78,4.80,4.83,4.78
4.74,4.72,4.80,4.72
4.70,4.76,4.78,4.70
4.78,4.76,4.78,4.75
4.73,4.54,4.76,4.26
4.60,4.58,4.60,4.55
4.60,4.57,4.60,4.54
4.54,4.59,4.60,4.53
4.58,4.55,4.58,4.55
4.59,4.56,4.67,4.56
4.75,4.77,4.77,4.56
4.73,4.61,4.73,4.56
4.66,4.52,4.69,4.50
4.55,4.49,4.61,4.47
4.56,4.40,4.56,4.40
4.35,4.48,4.53,4.35
4.51,4.50,4.51,4.50
4.50,4.52,4.53,4.50
4.48,4.62,4.62,4.48
4.51,4.69,4.69,4.51
