TWMC,Trans World Entertainment Corp. - Common Stock,NASDAQ
3.45,3.45,3.54,3.40
3.50,3.55,3.55,3.50
3.55,3.40,3.55,3.40
3.40,3.45,3.55,3.40
3.40,3.40,3.50,3.35
3.40,3.40,3.45,3.35
3.40,3.35,3.44,3.35
3.30,3.35,3.40,3.30
3.40,3.35,3.40,3.35
3.35,3.39,3.40,3.30
3.30,3.25,3.30,3.20
3.25,3.30,3.30,3.24
3.25,3.30,3.30,3.25
3.27,3.30,3.30,3.23
3.25,3.40,3.40,3.23
3.30,3.35,3.35,3.30
3.21,3.30,3.30,3.20
3.35,3.26,3.35,3.25
3.25,3.20,3.34,3.20
3.20,3.20,3.30,3.20
3.20,3.15,3.20,3.05
3.15,2.95,3.15,2.85
2.95,2.80,2.95,2.80
2.75,2.65,2.75,2.60
2.70,2.70,2.90,2.70
2.79,2.80,2.88,2.75
2.75,2.90,2.95,2.70
