GPI,Group 1 Automotive,NASDAQ
79.52,80.98,81.34,78.51
80.51,82.35,82.35,80.25
82.03,81.42,82.03,80.48
81.05,79.03,81.05,77.92
79.51,78.24,79.76,77.42
77.78,76.40,78.36,75.92
76.50,77.39,78.92,76.17
77.59,77.81,79.01,77.43
77.90,78.64,79.50,77.57
78.60,80.43,80.50,78.31
80.68,81.07,81.41,80.27
81.21,77.65,81.21,77.50
78.10,78.31,79.65,77.67
78.47,79.24,80.36,78.29
79.31,77.70,79.77,76.66
77.73,77.90,79.23,77.14
78.26,77.94,78.34,77.32
79.98,79.49,80.40,78.38
79.94,81.73,81.99,79.94
81.05,78.68,81.67,78.22
79.17,78.78,79.80,77.95
78.31,78.43,78.99,77.47
77.40,80.51,81.05,77.40
79.93,79.87,80.12,78.35
79.79,79.52,80.15,77.33
80.04,79.65,80.97,79.28
