HBIO,Harvard Bioscience,NASDAQ
2.60,2.45,2.60,2.45
2.40,2.45,2.50,2.40
2.50,2.55,2.60,2.45
2.60,2.50,2.60,2.40
2.50,2.45,2.50,2.35
2.40,2.40,2.45,2.40
2.45,2.50,2.55,2.40
2.55,2.60,2.60,2.45
2.60,2.50,2.60,2.50
2.45,2.55,2.60,2.45
2.55,2.65,2.65,2.55
2.60,2.70,2.70,2.60
2.75,2.70,2.75,2.65
2.70,2.75,2.75,2.70
2.75,2.85,2.85,2.70
2.80,2.90,2.90,2.75
2.85,3.05,3.05,2.85
3.10,2.90,3.10,2.85
2.85,2.85,2.90,2.75
2.80,2.85,2.90,2.80
2.85,2.85,2.90,2.80
2.85,2.80,2.90,2.80
2.80,2.85,2.90,2.80
2.80,2.80,2.85,2.80
2.80,2.90,2.90,2.80
2.85,2.85,2.90,2.80
