GENE,Genetic Technologies Ltd - American Depositary Shares representing 150 ordinary shares,NASDAQ
1.55,1.40,1.59,1.36
1.40,1.30,1.40,1.23
1.30,1.16,1.30,1.12
1.21,1.25,1.35,1.17
1.30,1.20,1.30,1.18
1.21,1.19,1.22,1.15
1.20,1.21,1.28,1.19
1.22,1.16,1.22,1.15
1.17,1.13,1.19,1.12
1.17,1.14,1.19,1.10
1.13,1.06,1.14,1.04
1.07,1.06,1.07,1.04
1.06,1.08,1.12,1.04
1.09,1.08,1.11,1.08
1.09,1.07,1.10,1.05
1.06,1.07,1.09,1.05
1.08,1.12,1.17,1.07
1.09,1.06,1.11,1.06
1.08,1.08,1.17,1.06
1.08,1.08,1.13,1.08
1.09,1.08,1.12,1.08
1.10,1.14,1.15,1.09
1.14,1.19,1.23,1.11
1.19,1.16,1.24,1.14
1.17,1.16,1.17,1.11
1.19,1.14,1.19,1.11
1.16,1.23,1.33,1.13
1.24,1.17,1.26,1.16
1.21,1.16,1.27,1.15
1.18,1.16,1.19,1.15
