RRC,Range Resources Corporation Common Stock,NASDAQ
77.96,77.52,78.45,75.99
77.89,77.30,78.10,76.48
75.74,78.67,79.14,74.53
79.62,79.68,80.07,78.96
80.29,79.33,80.47,78.80
79.70,78.94,81.13,78.72
78.70,77.32,78.76,77.09
77.62,77.09,78.15,76.49
77.13,78.26,79.16,77.02
77.84,77.47,78.42,76.64
77.93,77.62,78.02,76.71
78.40,78.92,80.00,78.25
79.38,79.98,80.36,79.09
80.07,79.09,80.26,78.78
80.10,77.73,80.31,77.49
77.74,77.30,77.89,76.69
77.45,77.63,78.13,77.00
77.32,77.02,77.79,75.76
77.13,75.70,77.25,75.00
74.66,77.50,77.99,74.66
77.71,78.55,78.63,76.75
78.32,77.98,78.70,77.53
78.31,76.69,78.63,76.44
76.81,76.05,76.86,75.33
79.33,81.39,85.23,78.10
80.75,80.46,82.35,79.74
80.80,79.39,80.95,78.63
79.45,79.86,80.48,78.65
80.12,79.10,81.86,78.98
79.48,80.51,80.57,78.76
79.93,81.36,81.45,79.73
81.25,81.78,81.95,80.85
81.30,81.52,81.99,80.23
81.06,79.23,82.40,78.61
79.32,79.93,80.02,77.89
80.21,79.50,80.25,78.73
79.18,78.80,79.82,78.40
79.19,79.03,79.31,77.93
79.10,78.32,79.36,78.00
77.15,78.08,78.19,76.40
77.15,77.66,78.34,77.15
77.78,75.67,78.01,75.53
76.39,76.62,77.36,75.70
76.70,75.95,77.22,75.89
76.07,77.28,77.46,76.05
77.39,77.06,77.39,76.33
77.32,77.24,77.87,77.10
75.89,76.15,76.96,75.89
76.15,76.72,77.39,76.15
76.71,75.57,76.89,75.10
75.63,74.98,75.83,74.69
75.98,76.54,76.96,75.96
76.43,76.35,77.08,75.33
76.60,76.46,77.22,76.16
76.41,76.50,77.90,75.87
77.19,78.39,78.44,77.09
78.43,78.38,78.83,77.21
78.46,79.69,79.72,78.06
79.63,78.99,79.85,78.69
78.88,78.64,78.97,78.01
79.39,78.62,79.87,78.34
78.57,79.13,79.69,78.23
78.97,79.69,81.00,78.81
79.95,78.83,80.37,78.46
78.79,78.68,79.58,78.34
78.18,78.19,78.45,77.28
78.06,77.48,78.29,77.25
77.30,75.76,77.96,75.68
76.03,78.09,78.14,75.88
77.70,77.31,78.07,77.08
76.44,75.89,76.80,75.63
75.83,75.95,76.40,75.59
75.55,75.71,75.98,74.63
75.41,75.22,75.93,74.94
75.44,76.56,76.86,75.10
75.67,75.56,77.13,75.29
75.67,73.83,76.18,73.79
73.89,75.00,75.63,73.55
76.11,77.98,78.46,75.49
77.75,78.90,79.69,77.59
78.57,79.33,79.63,77.97
79.03,78.92,79.78,78.32
79.66,81.11,81.42,79.51
80.90,78.54,80.95,77.61
79.15,77.84,79.46,76.96
77.72,76.87,78.36,76.69
76.86,75.10,77.34,74.23
75.05,74.16,75.09,73.00
74.05,73.20,74.96,72.68
75.29,74.73,75.29,72.54
74.11,73.61,74.44,73.30
73.75,74.64,74.81,73.65
75.75,77.40,79.45,75.72
77.33,75.71,77.57,75.54
75.68,75.38,76.00,73.50
74.47,76.59,76.64,73.95
76.12,74.93,76.36,74.82
75.01,74.32,75.68,73.99
74.78,73.93,74.99,73.04
75.23,75.78,76.17,74.01
74.00,74.85,75.82,74.00
75.24,74.62,75.47,74.27
74.00,74.82,75.49,74.00
74.63,74.09,75.04,73.91
74.31,74.65,74.68,73.92
74.65,73.80,75.00,73.52
73.76,75.55,75.85,73.24
76.71,77.55,78.44,75.98
77.75,79.10,79.45,77.40
79.50,78.82,79.50,77.56
78.99,79.45,79.79,77.51
79.36,78.48,79.90,78.38
78.14,78.20,78.40,77.24
78.27,77.65,78.39,77.34
77.73,76.79,78.47,76.66
76.38,76.44,77.93,76.00
76.05,76.60,76.83,75.21
76.60,79.40,79.42,76.15
80.37,79.06,80.85,78.68
79.55,82.08,82.12,79.04
81.83,81.48,83.12,80.47
81.47,80.02,81.81,79.77
80.40,80.28,81.50,79.40
80.00,79.69,80.20,78.74
79.29,80.17,80.60,78.95
80.48,79.76,80.48,77.93
80.33,81.12,81.67,79.17
81.11,81.78,82.82,80.65
82.11,82.45,83.38,81.57
83.59,83.08,83.99,82.69
82.88,83.43,83.78,82.48
83.59,83.58,83.81,82.54
83.32,83.56,83.89,82.76
84.00,83.63,84.78,83.43
84.06,84.31,85.49,83.81
83.13,81.74,84.28,81.08
82.00,80.53,82.50,80.40
81.06,81.05,81.36,80.06
81.63,82.43,83.10,81.63
82.18,82.52,83.49,81.77
82.56,81.23,83.05,80.46
81.85,81.71,82.05,80.89
81.75,79.67,82.29,79.56
79.28,82.17,82.25,79.28
82.51,83.72,83.80,81.73
84.10,83.97,84.97,83.00
84.43,82.64,84.43,82.61
82.96,84.93,85.00,82.31
87.19,87.42,88.24,86.26
88.05,86.68,88.71,86.22
86.12,86.15,87.10,85.01
86.00,84.26,86.15,83.00
84.73,86.52,86.59,84.43
85.01,85.26,87.85,84.35
84.63,85.46,86.50,84.62
84.12,86.19,86.81,84.01
86.50,84.99,87.29,84.83
86.21,87.65,88.82,86.21
88.13,86.13,88.88,85.77
86.41,83.99,87.29,83.01
84.05,84.03,84.80,82.37
83.58,84.39,84.42,82.91
84.37,84.89,85.14,83.96
85.31,84.53,85.77,83.92
83.73,84.21,85.05,82.97
84.55,85.49,85.88,83.93
85.42,86.80,87.08,85.31
86.81,87.58,88.49,86.49
86.72,87.52,87.75,85.54
87.14,85.67,87.51,85.48
86.19,87.53,89.19,85.88
86.91,86.90,87.06,85.36
87.61,84.94,90.76,82.69
84.96,86.76,87.30,84.95
86.83,86.05,87.74,85.39
85.79,84.91,86.93,84.54
85.56,85.46,86.06,84.41
85.34,83.41,85.49,83.01
83.42,84.23,84.57,82.39
84.65,85.08,85.45,84.37
87.88,86.76,87.88,84.36
86.69,86.94,88.00,85.94
85.98,86.13,87.20,85.68
85.64,86.59,87.73,85.54
86.40,87.72,87.97,86.17
88.20,88.22,89.62,86.90
88.35,88.66,89.68,88.01
88.75,87.24,88.75,86.82
86.77,87.55,87.92,86.00
88.69,87.16,88.69,86.52
87.59,86.33,87.84,86.15
86.90,86.14,87.92,86.08
86.46,84.63,86.81,84.52
84.73,85.25,85.45,83.58
86.04,85.23,86.26,84.96
85.27,82.97,85.64,82.83
83.21,84.04,84.42,82.63
84.17,85.86,86.27,83.66
86.42,87.82,88.41,86.31
88.18,86.53,88.36,86.32
86.65,85.42,87.73,85.15
85.47,88.64,88.84,85.47
88.50,88.31,88.90,87.10
88.05,88.13,89.20,87.00
87.88,87.92,89.07,87.51
87.98,87.92,88.75,86.74
88.00,89.34,89.56,87.24
90.24,90.73,90.99,89.28
90.55,92.91,92.98,89.71
92.80,93.48,93.63,91.96
92.55,92.66,93.46,92.15
92.97,93.03,94.05,92.78
93.83,93.56,95.41,93.36
93.09,91.73,93.14,91.34
93.13,91.48,94.05,90.37
88.88,90.43,91.00,86.29
90.24,90.45,91.49,88.62
90.13,89.23,90.94,88.24
89.39,89.97,90.93,88.74
89.54,90.61,90.77,89.02
90.92,90.30,91.97,90.08
90.93,90.28,91.49,89.61
89.81,88.05,90.64,87.97
87.85,88.38,88.52,87.28
88.62,88.91,89.30,88.22
89.06,89.23,89.51,88.90
89.11,89.08,89.52,88.67
90.19,89.49,90.38,88.08
89.38,88.50,89.38,87.87
88.61,89.26,89.45,87.98
88.98,88.58,89.25,88.36
88.59,90.68,91.09,88.23
91.03,88.91,91.04,88.85
89.10,88.68,89.53,88.37
88.95,90.92,91.07,88.25
91.14,90.32,91.14,89.30
90.55,91.93,92.14,89.13
91.46,92.95,93.17,90.60
92.95,92.70,93.35,92.15
92.62,93.29,93.89,92.26
93.19,93.03,93.54,92.44
93.44,93.70,94.02,92.40
94.00,93.36,94.00,92.55
93.38,92.24,94.26,92.24
92.10,89.50,92.10,89.08
89.21,89.40,90.15,88.73
86.54,87.73,87.86,86.30
88.00,88.19,88.60,87.15
88.40,88.32,89.03,87.81
88.33,87.80,88.49,86.85
87.80,87.85,88.25,87.14
87.93,88.30,88.79,87.47
88.45,87.96,88.83,87.36
87.65,88.02,88.58,87.36
88.03,85.67,88.03,85.41
85.67,86.02,86.84,85.34
87.54,86.63,87.54,85.76
86.07,85.95,86.41,85.32
86.06,86.95,86.98,85.34
87.07,85.37,87.37,85.17
85.11,85.62,86.31,84.67
85.64,85.79,85.99,84.65
85.20,84.03,85.56,83.86
84.30,84.07,85.08,83.60
83.99,84.67,84.96,83.58
83.58,82.10,83.75,81.81
81.78,81.25,82.28,80.55
81.56,81.98,82.16,80.63
81.81,80.53,82.20,80.36
81.10,80.86,81.70,80.18
80.97,77.39,81.19,77.36
77.60,77.95,78.25,77.56
77.65,76.70,78.19,76.66
77.02,76.57,77.25,75.85
77.00,77.28,77.37,76.18
77.25,77.40,78.59,76.94
76.92,76.71,77.16,76.35
76.63,76.27,76.94,75.80
77.71,78.15,79.19,76.93
78.16,76.06,78.22,75.68
75.65,75.59,76.53,74.96
74.98,75.30,77.26,74.39
75.44,76.73,77.24,75.03
77.02,75.57,77.72,75.09
75.47,75.07,76.29,74.83
75.43,74.28,75.60,73.84
74.68,75.83,75.98,73.83
76.33,75.20,76.40,75.11
75.20,74.58,75.36,74.44
74.58,74.77,75.10,74.25
75.06,75.69,75.88,74.38
75.70,75.93,76.49,75.27
75.87,75.23,76.46,74.89
76.02,77.06,77.49,75.59
76.67,76.95,77.24,76.20
77.16,77.19,77.31,76.18
76.92,76.76,77.15,76.30
77.40,78.85,79.07,77.29
78.91,78.77,79.38,78.51
78.62,78.02,79.02,77.58
78.00,78.25,78.54,77.71
78.50,78.59,78.63,77.63
78.41,76.27,78.72,76.00
76.68,76.15,76.96,76.03
76.20,74.20,76.47,73.75
74.18,75.20,75.29,74.18
74.73,74.61,74.78,74.00
74.97,75.03,76.55,74.44
74.74,74.65,75.11,73.77
73.71,73.64,74.11,73.18
73.40,72.48,73.75,72.21
72.57,72.80,73.20,71.67
72.61,73.33,73.72,72.20
73.71,73.21,73.97,72.25
73.31,71.87,73.32,71.64
72.06,71.55,72.20,71.20
71.47,70.25,71.75,69.85
70.25,69.98,70.47,69.72
69.78,68.94,69.78,67.51
68.69,67.31,68.78,67.16
67.55,67.70,68.37,67.00
67.37,68.67,68.94,67.13
68.61,67.81,68.91,66.98
68.00,67.45,69.50,67.19
66.97,67.96,68.39,65.89
68.08,66.77,68.08,66.39
66.52,65.88,66.80,65.07
65.49,64.43,66.04,64.42
64.08,65.57,65.73,63.67
64.83,63.43,64.88,63.43
63.26,63.41,65.20,62.60
63.15,61.87,63.97,61.75
63.00,62.96,64.43,62.03
62.18,65.71,65.85,61.33
64.10,69.14,70.15,64.10
70.15,67.32,70.70,66.66
66.98,66.29,68.04,65.56
66.87,68.58,68.68,66.49
68.62,66.69,69.34,66.66
67.52,68.61,69.97,67.41
68.02,66.62,68.32,66.33
64.98,65.15,66.13,64.14
65.56,67.39,67.45,64.65
68.13,66.90,69.00,66.28
67.81,66.06,68.82,65.65
67.11,68.40,68.48,65.78
69.19,66.77,69.99,66.22
65.97,67.28,67.59,65.45
67.70,70.08,70.44,67.14
69.83,72.80,72.94,69.10
72.59,73.09,74.38,72.29
73.86,72.38,74.64,71.72
71.92,73.99,74.28,71.15
73.35,72.30,73.49,72.14
71.51,70.71,71.92,70.11
70.89,71.92,72.34,70.74
71.62,72.38,73.13,71.06
71.96,71.46,72.74,70.72
71.98,73.00,74.20,71.35
72.73,73.10,74.47,72.35
74.09,72.20,74.46,71.69
71.76,70.58,71.76,69.52
70.56,68.91,71.00,68.35
68.54,68.76,69.11,67.67
66.54,65.65,68.61,65.50
65.34,65.35,65.56,63.82
64.60,64.08,66.08,63.96
64.54,64.48,65.56,63.90
63.58,60.55,64.06,60.12
60.49,58.93,60.88,58.08
57.96,55.30,58.43,55.30
54.86,55.54,56.20,54.81
54.54,52.28,55.07,52.21
52.00,52.98,54.78,51.83
52.39,54.18,54.96,51.99
56.76,55.40,58.35,55.26
55.40,58.22,61.25,55.18
58.49,61.91,62.73,58.37
63.81,60.09,64.28,57.94
60.95,59.87,61.00,57.61
58.14,57.07,58.75,55.51
55.75,57.00,57.81,55.75
56.62,55.73,57.48,55.59
56.02,54.57,56.55,54.02
55.32,56.00,56.15,54.80
56.00,53.65,56.09,53.36
53.15,53.45,54.55,53.11
53.00,55.40,55.74,52.84
54.58,51.96,54.92,51.95
51.77,50.59,52.90,49.60
51.18,49.12,51.29,48.62
49.26,50.05,50.53,48.40
49.92,50.29,51.04,49.22
49.41,47.62,49.73,47.52
47.83,47.02,48.25,46.40
47.22,47.95,48.08,46.16
47.95,46.95,49.08,46.87
47.02,49.58,49.72,46.95
48.28,48.33,48.51,46.81
48.77,49.76,50.47,48.73
49.82,49.03,50.18,48.02
49.19,48.64,50.37,48.58
48.90,49.52,49.67,48.31
49.37,49.27,50.29,48.31
48.86,46.98,48.89,46.75
47.40,45.49,47.85,44.92
44.99,46.27,46.93,44.17
47.28,47.81,48.30,46.02
48.59,51.39,51.72,48.11
50.36,49.94,50.56,48.98
50.79,51.71,52.44,50.42
52.37,51.66,53.15,51.08
51.96,50.84,52.77,50.57
50.84,52.45,52.63,49.16
52.00,51.29,52.73,51.03
52.14,50.77,52.75,50.37
51.50,50.84,51.61,50.26
50.67,52.44,52.60,50.56
51.57,51.89,53.32,51.53
50.29,52.02,53.05,50.10
52.08,51.84,52.66,51.20
51.20,51.35,52.42,50.66
51.37,51.24,51.75,50.60
53.99,53.91,55.26,51.65
53.23,50.82,53.59,50.48
51.42,49.54,51.74,49.32
49.54,49.43,49.60,48.02
49.43,50.27,51.75,49.43
50.54,50.11,50.54,49.23
49.69,49.76,50.34,49.09
49.10,48.75,49.75,48.44
48.51,46.61,48.68,46.49
46.33,45.98,46.76,45.70
45.92,47.09,47.50,45.75
48.09,45.40,48.15,45.33
44.99,45.29,45.30,43.88
44.93,46.07,46.20,44.10
46.07,46.67,47.11,45.98
46.23,49.02,49.53,45.71
47.74,47.65,48.71,47.05
48.19,49.35,49.52,48.03
49.16,48.36,49.73,48.33
48.38,49.63,49.89,48.16
49.90,50.90,51.31,49.09
51.97,51.12,52.45,50.76
50.83,51.61,52.16,50.21
51.79,51.71,52.46,51.01
51.27,52.04,52.74,51.12
52.05,51.63,52.73,51.32
51.43,53.77,53.95,51.40
53.97,54.67,54.91,53.40
54.74,56.27,57.28,54.51
56.36,55.24,56.85,55.16
55.44,55.87,56.05,55.00
56.07,55.25,56.39,54.52
56.23,55.09,56.23,54.19
55.63,57.73,58.06,55.32
58.06,61.40,61.57,57.45
61.00,60.96,62.52,59.75
60.23,60.73,61.37,59.92
60.62,60.41,61.96,60.25
60.77,59.79,61.62,59.40
60.05,60.72,61.67,59.83
60.61,61.94,62.15,60.56
61.86,61.36,62.28,60.77
61.34,61.28,61.89,60.56
61.45,62.30,62.66,61.35
60.95,62.06,62.62,58.72
62.26,63.56,64.62,60.29
63.39,64.75,65.29,62.86
64.88,64.10,65.53,63.75
64.90,62.77,65.21,62.69
63.60,62.06,63.95,61.75
61.96,60.80,62.02,60.31
61.53,64.29,64.70,60.37
64.04,62.92,64.64,62.41
63.08,63.81,64.98,63.03
63.85,62.70,64.47,62.54
62.93,61.04,63.20,60.92
60.87,61.16,61.74,59.95
60.70,59.78,61.16,58.90
59.35,58.35,59.88,58.04
58.54,58.26,58.59,56.91
58.76,58.73,59.09,58.09
58.23,58.64,59.47,58.00
57.75,57.03,58.45,56.73
56.82,57.28,57.98,56.53
56.61,55.48,56.72,55.17
55.52,55.41,56.02,55.01
55.30,54.97,55.92,54.52
55.25,55.58,56.36,54.50
55.61,55.58,55.83,55.07
54.79,55.51,55.80,54.52
54.99,54.70,56.35,54.68
54.72,54.15,55.63,53.14
54.95,54.37,56.18,54.30
55.07,52.93,55.17,52.47
53.08,52.70,53.26,51.61
52.42,52.84,53.56,52.11
52.34,52.51,53.20,51.94
52.86,53.90,53.95,52.33
54.33,52.74,54.50,52.32
53.11,51.20,53.32,51.18
50.80,50.31,51.39,49.79
50.40,50.59,51.11,49.60
50.71,50.31,50.91,49.67
50.30,50.89,50.97,50.11
50.94,51.04,51.49,50.57
50.88,49.62,51.45,49.58
49.03,48.61,50.25,48.46
49.10,49.38,49.60,48.82
49.21,47.82,49.40,47.49
48.22,47.97,48.88,47.75
47.11,47.17,47.97,46.64
46.85,46.84,47.08,44.85
46.90,45.30,47.11,44.90
46.10,46.29,46.91,46.03
46.56,45.27,46.75,45.23
45.43,46.11,46.22,44.80
45.91,47.71,47.87,45.73
47.71,46.37,47.95,46.25
46.77,46.21,46.96,46.08
46.01,43.12,46.16,43.01
42.69,40.75,42.96,40.70
41.14,41.19,41.83,40.83
40.98,41.40,41.54,40.74
41.41,42.95,43.33,41.17
42.51,42.32,42.76,41.52
42.18,42.24,43.17,41.52
42.36,43.95,45.04,41.88
43.02,42.64,43.74,40.65
42.11,39.85,42.18,39.05
39.44,39.34,40.20,39.11
38.78,38.22,39.35,38.05
38.80,37.89,38.80,37.70
38.55,36.48,38.85,36.44
36.31,37.95,38.11,35.81
37.44,35.72,38.48,35.56
35.90,37.60,37.68,35.53
36.45,38.55,38.67,36.38
38.58,38.66,39.91,38.20
38.23,36.94,38.50,36.43
36.94,36.50,37.45,36.02
36.23,36.55,36.80,35.99
36.39,37.02,37.11,36.17
36.83,35.98,37.16,35.41
35.98,35.48,36.44,35.48
35.22,35.64,36.16,35.20
33.15,33.20,34.90,32.82
34.83,33.80,34.83,33.31
34.85,34.81,34.95,33.96
35.88,38.01,38.46,35.46
37.79,38.33,39.48,37.42
37.91,38.62,39.06,36.97
37.24,37.96,39.18,37.24
38.30,38.08,38.76,37.02
38.18,38.37,39.51,37.47
37.71,36.50,37.91,36.41
37.09,36.16,37.43,36.02
36.38,35.94,37.90,35.75
36.05,36.05,36.43,35.54
35.55,36.48,36.49,35.27
36.22,36.05,36.52,35.78
36.20,36.61,37.32,35.78
36.88,38.87,38.93,36.62
38.83,38.98,40.06,37.85
38.10,36.05,38.21,35.80
36.08,35.91,36.64,35.61
35.31,35.09,36.22,34.98
35.27,34.65,35.36,34.31
34.45,34.86,35.41,33.93
35.25,34.99,35.36,34.71
34.64,31.85,34.88,31.81
31.85,31.07,32.19,30.33
31.44,32.12,32.32,31.05
32.86,31.55,35.13,30.97
31.11,32.76,32.78,30.83
33.31,34.32,34.60,33.30
34.24,36.21,36.27,33.91
37.21,36.63,37.61,35.45
36.55,37.41,37.59,36.08
37.59,36.05,37.73,35.73
36.08,34.48,36.15,33.74
33.38,33.41,34.47,33.11
33.44,34.22,34.53,33.28
34.15,34.82,34.94,33.44
34.92,34.99,35.30,33.93
34.54,34.49,35.12,34.31
34.54,35.88,36.71,34.35
35.53,33.30,35.71,33.08
33.45,32.31,33.68,31.55
32.05,31.32,32.14,30.35
31.23,29.02,31.36,28.89
28.47,28.77,29.02,27.83
28.72,28.83,30.10,28.00
31.95,29.64,31.95,27.55
29.79,30.44,30.55,28.44
30.40,31.36,31.99,30.03
31.35,30.99,31.98,30.82
34.60,34.08,35.00,32.76
33.90,35.38,36.23,33.67
34.85,34.41,35.71,33.95
34.36,33.29,34.88,33.19
33.20,32.14,33.57,31.82
32.06,30.03,32.06,29.21
29.75,29.66,30.26,29.03
29.51,31.72,31.89,29.19
31.85,34.62,34.66,31.56
34.50,33.00,34.50,32.82
33.15,32.04,33.74,30.92
31.76,31.70,32.07,30.94
31.52,30.41,31.70,30.12
30.35,30.82,31.45,30.00
31.12,30.78,31.55,30.30
30.29,30.28,30.84,29.52
29.76,28.50,29.93,28.38
28.81,28.58,29.61,28.17
28.41,28.55,28.93,28.20
28.32,28.86,29.20,27.44
28.93,28.16,29.60,27.84
27.58,27.74,28.27,26.61
26.97,25.75,27.23,25.56
24.89,25.75,26.10,24.57
26.25,26.14,26.91,25.59
25.93,25.41,26.62,25.30
24.89,22.75,24.89,22.62
22.07,21.86,22.15,21.22
22.12,21.68,22.57,21.25
21.54,21.63,22.13,21.08
21.86,21.17,21.86,20.84
21.51,21.33,22.09,21.29
21.35,21.41,21.78,20.79
21.30,21.84,22.17,21.30
22.49,24.18,24.28,22.49
24.17,24.40,24.97,24.15
24.08,24.30,24.64,23.72
24.99,24.56,25.45,24.03
23.76,22.94,24.59,22.87
22.97,24.61,24.87,22.97
24.59,25.75,25.86,24.35
25.70,25.67,25.87,24.76
24.84,24.03,25.02,23.69
23.34,24.10,25.05,23.33
24.24,25.75,26.11,24.11
25.59,24.97,25.78,24.54
25.59,23.25,25.62,22.67
23.61,23.91,24.26,23.20
24.27,23.14,24.37,22.48
21.93,21.85,22.76,21.16
21.91,20.45,22.16,20.24
19.88,21.99,22.11,19.21
21.97,26.03,26.40,21.81
27.05,26.50,28.14,25.29
25.73,24.90,26.43,24.49
25.78,27.38,27.50,25.15
27.34,27.24,29.15,26.70
28.13,27.85,28.77,26.60
28.21,29.56,30.14,27.77
28.45,28.26,28.93,27.19
27.10,26.99,27.76,26.42
27.60,28.72,29.44,26.04
28.93,29.82,30.94,28.00
29.44,30.56,30.92,28.60
30.09,30.66,31.94,29.79
29.90,28.04,30.24,27.59
27.85,27.00,28.36,26.88
26.20,26.91,27.12,25.49
27.04,27.43,27.74,25.86
27.53,26.04,27.81,24.90
26.90,26.84,28.10,26.02
27.52,26.04,27.53,25.33
25.43,23.74,25.55,23.49
24.34,24.89,25.71,23.79
24.33,22.61,24.40,22.06
22.09,23.36,23.43,21.93
23.24,23.35,23.99,22.42
24.04,23.89,24.74,21.69
24.08,23.73,24.45,22.72
23.48,25.74,25.75,22.75
25.27,28.46,28.56,25.27
28.40,30.73,30.90,28.09
31.58,32.32,34.41,29.70
32.21,33.75,36.86,32.09
33.48,29.90,33.50,29.69
30.68,29.55,30.70,28.76
28.93,30.03,30.27,28.24
30.62,31.11,31.49,30.06
30.11,30.66,31.04,29.72
30.21,31.83,32.08,29.92
32.05,33.44,33.52,31.81
33.92,33.62,33.92,32.75
34.42,33.95,34.49,33.27
33.10,32.93,33.83,32.00
32.43,32.78,33.32,32.14
32.18,31.18,32.77,31.15
30.00,30.72,31.09,29.38
30.85,31.84,32.06,30.58
31.03,33.15,33.37,30.78
33.59,32.36,34.28,32.11
32.44,32.38,33.47,32.06
31.67,32.45,32.75,31.34
32.86,33.04,34.91,32.86
32.70,31.64,32.78,31.34
31.91,31.78,32.43,31.11
31.64,32.83,32.98,31.53
34.12,34.92,35.05,33.56
34.99,34.80,35.38,34.42
35.23,38.01,38.51,34.63
38.01,37.75,39.76,37.64
37.79,36.98,37.88,35.79
36.31,37.20,37.43,35.81
35.76,37.08,37.58,35.44
37.55,38.28,38.52,37.43
38.20,38.42,38.81,37.80
38.76,37.17,38.76,36.97
37.47,39.75,39.97,37.47
39.39,39.00,39.85,38.47
38.69,39.73,39.93,38.18
39.92,41.88,42.09,39.79
41.40,40.75,42.68,40.53
42.28,44.11,44.68,41.61
43.67,43.54,44.08,42.62
42.78,42.17,43.29,41.22
42.70,41.77,43.38,40.61
43.30,42.42,43.43,41.61
41.62,41.91,43.51,41.50
41.26,41.70,42.10,40.35
42.20,43.12,43.15,41.75
42.82,43.15,43.35,41.73
43.75,42.26,44.25,41.91
41.95,42.01,43.29,41.66
40.70,37.69,41.95,37.42
37.84,39.28,39.28,37.09
39.61,38.73,40.69,38.60
38.08,39.95,40.77,37.84
40.30,40.38,40.57,39.33
40.32,41.25,41.49,40.00
41.33,41.32,41.60,40.09
41.79,43.00,43.34,41.61
43.50,41.61,44.12,41.53
41.58,41.36,42.02,40.93
41.71,42.59,43.27,41.71
42.66,43.10,43.59,42.26
42.56,43.26,43.39,41.93
43.26,43.24,43.99,42.61
43.76,45.04,45.21,43.76
45.09,46.22,46.57,44.88
46.30,44.47,46.52,44.13
43.98,46.21,46.32,43.74
45.42,43.21,46.06,43.13
43.12,43.54,44.36,42.70
43.17,43.19,44.03,41.66
43.17,43.06,44.25,42.80
42.65,42.84,43.24,41.16
43.31,44.30,44.68,43.31
45.13,45.23,45.77,44.41
44.96,46.45,46.96,44.72
46.62,45.45,46.62,45.06
45.73,45.44,46.22,45.17
43.20,43.32,44.78,43.00
42.89,42.49,43.73,41.82
43.65,44.52,44.86,43.46
45.14,43.99,45.56,43.78
43.75,43.14,44.14,42.76
43.43,44.48,44.56,43.07
43.31,42.25,43.53,40.82
41.97,43.02,43.32,41.68
43.84,42.55,44.38,42.25
43.62,44.13,44.91,43.36
44.48,43.44,44.68,43.41
44.43,44.75,45.76,44.20
44.91,44.09,45.01,43.27
45.07,43.02,45.16,42.72
43.13,43.10,43.91,42.55
42.99,43.56,43.63,42.44
43.45,43.39,44.01,42.84
42.86,41.98,42.94,41.45
42.00,40.70,43.18,40.65
41.21,41.13,42.02,40.68
40.83,41.02,41.26,40.38
40.79,41.87,41.93,40.44
42.48,40.48,43.01,39.05
40.70,40.75,41.89,39.84
40.19,40.31,40.67,39.66
39.95,39.12,39.95,38.60
39.16,38.93,39.58,38.29
39.16,40.64,40.64,38.63
40.36,40.11,41.08,39.89
40.17,40.01,40.29,39.32
40.10,40.69,41.81,40.03
40.64,38.84,41.01,38.83
38.98,38.16,39.21,38.05
38.32,38.51,39.13,37.92
38.89,38.75,39.15,38.46
38.80,39.14,39.55,38.53
39.23,39.19,39.54,38.20
39.15,38.84,39.56,38.46
39.19,40.79,40.82,38.91
40.53,40.40,40.85,39.62
40.00,39.43,40.27,39.25
39.28,41.26,41.50,39.25
40.97,40.42,41.16,40.32
40.41,40.12,40.87,40.04
40.43,39.65,41.02,39.49
39.53,39.78,40.09,39.28
40.05,39.72,41.05,39.50
39.48,38.57,39.64,38.37
38.00,39.07,39.29,38.00
39.52,40.47,40.80,39.47
40.45,41.58,41.72,40.29
42.50,41.81,42.50,41.34
41.45,43.07,43.29,41.37
42.63,42.24,43.60,42.24
41.99,42.92,43.04,41.52
42.52,41.42,42.80,41.29
41.16,39.29,42.03,39.06
39.29,39.37,40.06,38.56
37.87,37.38,38.39,36.95
38.00,37.15,38.00,36.99
37.53,36.58,37.73,36.58
37.24,38.26,38.33,36.95
38.65,38.33,39.04,37.82
38.33,38.16,39.10,37.42
38.50,38.53,39.32,38.32
37.96,36.97,37.96,36.75
37.45,38.62,39.00,36.76
38.31,37.56,38.67,37.16
37.88,38.75,38.78,37.42
38.79,39.11,39.25,38.46
39.24,39.05,39.24,38.51
39.27,39.00,39.43,38.19
39.13,38.45,39.35,38.06
39.15,39.26,39.45,38.63
39.57,39.24,40.20,39.18
39.08,38.78,39.28,38.44
38.29,38.04,38.48,37.82
37.88,39.41,39.92,37.81
39.43,37.98,39.50,37.95
37.85,37.75,38.29,37.03
38.53,38.07,38.53,37.45
38.02,38.22,38.82,37.83
37.84,38.59,38.73,37.53
38.22,37.20,38.24,37.08
37.00,36.15,37.18,35.65
35.81,35.89,36.32,35.65
36.80,34.95,36.85,33.38
35.03,35.65,36.23,34.70
35.48,34.51,35.93,34.45
35.03,33.79,35.11,33.48
33.72,32.58,33.96,32.02
32.07,31.92,32.55,31.20
32.02,31.96,32.50,31.82
31.85,32.02,32.52,31.62
32.70,33.62,33.76,32.32
33.05,31.84,33.40,31.75
32.05,33.36,33.62,31.84
32.66,32.45,33.29,32.42
32.22,31.99,32.32,31.66
32.04,33.61,33.63,31.86
34.08,34.69,35.40,34.08
34.56,34.39,35.14,34.09
34.90,34.03,35.35,33.94
34.55,34.02,35.14,33.92
34.86,36.40,36.61,34.86
36.50,35.64,36.50,34.87
35.20,36.78,36.79,35.06
36.48,36.28,36.70,35.88
36.78,36.51,37.46,36.49
35.67,36.37,36.82,35.14
38.52,35.18,38.60,34.86
36.40,36.59,37.51,36.12
36.34,36.36,36.66,35.63
37.20,38.42,39.00,37.17
