CMP,Compass Minerals Intl Inc Common Stock,NASDAQ
78.90,78.55,79.15,77.80
78.75,78.85,79.35,78.63
79.20,80.50,81.00,78.95
80.50,80.30,80.84,79.90
80.85,81.85,82.25,80.84
82.10,80.75,82.12,80.30
80.40,79.95,80.95,79.70
80.05,80.10,80.60,79.05
80.00,78.50,80.00,78.35
78.65,79.75,79.80,77.26
80.00,80.80,81.00,79.40
81.00,81.50,82.10,79.95
81.40,81.45,81.45,80.55
81.50,81.15,81.50,80.70
81.60,81.00,82.55,80.90
81.70,79.50,81.85,79.35
79.40,79.35,80.35,78.90
79.40,78.35,80.00,78.25
78.85,78.80,79.65,78.35
79.20,79.75,79.85,78.30
79.85,79.55,80.60,79.00
79.30,78.60,80.25,77.75
78.65,77.90,78.85,77.65
79.50,80.05,81.60,78.85
79.85,80.55,80.75,79.40
80.80,80.90,81.00,79.65
80.80,81.45,81.85,80.30
