DLHC,DLH Holdings Corp. - Common Stock,NASDAQ
6.63,6.93,6.97,6.56
6.80,7.11,7.23,6.76
7.25,6.79,7.38,6.37
6.83,6.72,7.07,6.56
6.87,6.25,6.87,6.15
6.20,6.14,6.34,6.14
6.12,6.41,6.72,6.12
6.29,6.23,6.59,6.13
6.12,6.38,6.39,6.12
6.34,6.47,6.51,6.31
6.47,6.68,6.68,6.41
6.61,6.70,6.72,6.42
6.57,6.52,6.71,6.46
6.67,6.41,6.69,6.41
6.41,6.50,6.71,6.41
6.50,6.05,6.50,6.05
6.05,6.03,6.37,5.97
6.09,5.94,6.09,5.89
5.85,5.79,5.85,5.67
5.85,5.96,6.19,5.85
5.88,5.99,6.11,5.88
6.14,6.14,6.14,6.14
6.20,6.43,6.60,6.20
6.47,6.47,6.48,6.44
6.56,6.51,6.56,6.51
6.43,6.28,6.43,6.21
6.30,6.54,6.56,6.30
