GERN,Geron Corporation - Common Stock,NASDAQ
2.09,2.12,2.14,2.05
2.10,2.08,2.12,2.02
2.08,2.09,2.11,2.03
2.11,2.08,2.23,2.06
2.07,2.03,2.10,2.03
2.07,2.03,2.10,2.00
2.04,2.04,2.07,1.99
2.04,2.10,2.12,2.02
2.12,2.14,2.15,2.08
2.14,2.12,2.20,2.12
2.13,2.16,2.19,2.11
2.15,2.07,2.17,2.07
2.07,2.04,2.09,2.03
2.02,2.15,2.16,2.02
2.15,2.08,2.17,2.07
2.08,2.07,2.11,2.06
2.04,2.08,2.12,2.04
2.09,2.07,2.11,2.03
2.10,2.13,2.14,2.06
2.14,2.24,2.24,2.11
2.23,2.20,2.26,2.18
2.21,2.31,2.42,2.20
2.32,2.21,2.32,2.19
2.20,2.20,2.22,2.10
2.20,2.10,2.22,2.07
2.10,2.09,2.13,2.05
2.09,2.11,2.14,2.06
