RXL,ProShares Ultra Health Care,NASDAQ
58.60,57.76,58.60,56.63
57.76,58.04,58.43,56.97
58.32,59.68,59.83,58.32
59.60,60.08,60.34,59.59
60.08,60.86,61.39,60.08
60.75,60.29,61.52,60.15
61.25,61.39,61.39,60.80
61.29,61.58,61.82,61.17
61.70,60.82,61.86,60.72
60.87,60.64,61.01,60.41
60.79,60.14,60.79,59.90
59.70,59.98,60.18,59.35
60.80,61.12,61.12,60.78
61.14,61.36,62.00,61.14
60.95,60.40,61.10,60.33
60.15,60.34,60.58,60.15
60.25,60.13,60.30,59.76
60.27,61.09,61.16,60.27
61.93,62.72,62.82,61.84
62.79,63.04,63.44,62.69
63.13,63.58,63.99,62.78
63.58,64.44,64.44,63.58
65.00,64.90,65.26,64.33
64.83,63.37,65.41,62.29
62.91,63.74,63.74,62.43
63.39,63.90,64.17,63.39
