SWK,Stanley Black & Decker,NASDAQ
118.18,120.58,120.59,118.18
120.45,120.95,121.62,119.89
120.79,120.50,121.18,119.76
120.34,120.13,120.71,119.73
120.18,119.10,120.89,117.87
119.11,118.20,120.73,117.95
118.04,118.16,120.03,117.48
117.98,116.77,118.94,116.74
116.91,117.44,118.15,116.87
117.77,117.21,117.98,117.03
117.39,116.78,117.57,116.17
116.86,115.81,117.18,115.62
115.86,116.69,117.04,115.86
116.94,116.49,116.94,115.95
116.74,115.09,117.27,114.89
115.12,115.24,116.58,114.83
115.72,114.69,115.90,114.27
115.64,115.75,116.36,114.86
116.22,116.48,116.94,115.78
120.11,118.35,120.69,117.58
118.59,118.21,118.95,117.52
118.21,117.66,118.88,117.54
117.96,117.75,119.10,117.43
117.98,117.99,118.12,116.95
117.93,118.76,118.86,116.63
118.92,119.33,119.46,118.19
