NURO,NeuroMetrix,NASDAQ
0.89,0.95,1.15,0.89
0.98,1.05,1.20,0.97
1.08,1.03,1.08,0.97
1.02,1.03,1.04,1.00
1.02,1.07,1.20,1.02
1.07,1.00,1.10,0.91
1.04,1.02,1.04,0.95
1.02,1.02,1.09,0.99
0.99,0.92,1.05,0.88
0.68,0.66,0.69,0.66
0.68,0.65,0.69,0.63
0.63,0.65,0.67,0.60
0.62,0.67,0.67,0.62
0.67,0.74,0.78,0.66
0.74,0.82,0.82,0.70
0.79,0.76,0.79,0.70
0.79,0.74,0.79,0.67
0.78,0.72,0.78,0.69
0.72,0.74,0.78,0.72
0.77,0.75,0.77,0.73
0.75,0.74,0.79,0.74
0.77,0.72,0.77,0.71
0.80,0.80,0.80,0.75
0.80,0.76,0.80,0.75
0.78,0.80,0.80,0.76
0.77,0.85,0.90,0.77
