GCBC,Greene County Bancorp,NASDAQ
20.90,20.95,21.20,20.45
20.65,20.60,21.10,20.44
20.60,20.90,21.45,20.60
20.95,20.85,21.93,20.85
20.90,20.70,21.90,20.69
21.06,20.75,21.10,20.75
21.90,20.60,21.90,20.60
20.80,21.00,21.00,20.80
21.00,21.45,22.00,21.00
21.50,21.50,21.55,21.45
21.50,21.45,21.75,21.30
21.50,21.40,21.50,21.40
21.50,21.60,21.75,21.27
21.60,21.55,21.75,21.45
20.95,21.95,22.00,19.10
21.80,22.65,23.40,19.90
22.70,22.90,22.90,22.70
23.51,23.55,24.00,23.30
23.25,22.95,23.25,22.35
23.71,23.60,23.75,23.60
23.60,23.60,23.60,23.60
23.35,23.60,23.70,23.26
23.85,23.75,23.85,23.35
23.30,23.08,23.30,22.70
22.75,22.70,23.00,22.70
22.95,22.95,22.95,22.95
