CAT,Caterpillar,NASDAQ
95.25,97.33,97.33,94.93
97.26,96.27,97.40,96.13
96.23,95.53,96.30,95.19
96.01,95.08,96.65,94.91
95.74,96.02,96.50,95.18
95.77,93.74,96.00,93.61
93.80,94.53,94.73,93.05
94.35,92.58,94.48,92.53
91.93,92.71,92.78,91.00
93.64,94.34,94.83,93.30
94.26,93.82,94.30,93.68
93.78,94.12,94.45,93.72
93.79,94.32,94.40,93.64
94.34,94.55,94.80,94.10
94.60,93.15,94.90,92.82
93.28,93.29,93.85,93.00
93.04,92.74,93.25,92.33
94.00,93.99,95.19,93.25
94.46,93.57,94.50,93.43
93.18,93.00,94.46,92.42
93.45,93.04,93.60,92.41
92.93,92.37,93.49,92.20
92.98,93.83,94.44,92.77
94.47,94.65,94.75,93.39
94.37,93.99,94.37,92.78
94.07,94.48,94.62,93.68
