TISA,Top Image Systems,NASDAQ
3.09,3.06,3.17,3.05
3.03,3.00,3.08,3.00
2.98,2.90,3.17,2.88
2.98,2.79,2.98,2.73
2.80,2.79,2.84,2.72
2.75,2.82,2.86,2.70
2.79,2.75,2.86,2.72
2.76,2.80,2.85,2.76
2.77,2.80,2.84,2.70
2.80,2.82,2.84,2.80
2.81,2.85,2.86,2.81
2.88,2.90,2.90,2.86
2.85,2.96,2.99,2.85
2.98,2.96,2.98,2.94
2.91,2.92,2.96,2.90
2.91,2.92,2.95,2.89
2.90,2.91,2.91,2.87
2.89,2.98,2.98,2.89
2.98,2.98,2.98,2.91
2.97,2.93,2.97,2.90
2.98,3.06,3.13,2.92
3.05,3.02,3.18,3.02
3.03,3.00,3.07,2.98
3.07,2.98,3.07,2.96
3.10,2.90,3.10,2.88
3.00,2.90,3.00,2.85
2.96,2.83,2.96,2.80
2.88,2.83,2.91,2.77
2.60,2.68,2.70,2.52
2.68,2.80,2.81,2.63
2.76,2.83,2.86,2.76
2.76,2.80,2.85,2.76
2.79,2.90,2.90,2.78
2.90,2.90,2.92,2.84
2.86,2.85,2.86,2.83
2.85,2.85,2.85,2.79
2.82,2.83,2.85,2.80
2.83,2.84,2.85,2.80
2.80,2.87,2.95,2.80
2.84,2.85,3.00,2.84
2.92,2.88,2.92,2.84
2.86,2.89,2.93,2.80
2.94,2.91,2.95,2.87
2.97,2.90,2.97,2.85
2.88,2.91,2.91,2.88
2.89,2.87,2.89,2.82
2.84,2.80,2.84,2.77
2.76,2.82,2.84,2.76
2.83,2.74,2.83,2.74
2.66,2.75,2.80,2.66
2.72,2.66,2.80,2.65
2.74,2.75,2.79,2.74
2.79,2.75,2.87,2.71
2.76,2.76,2.77,2.68
2.79,2.84,2.88,2.78
2.85,3.03,3.14,2.85
3.05,3.04,3.11,2.99
3.00,3.05,3.09,2.96
2.99,3.08,3.11,2.99
3.08,3.35,3.35,3.03
3.32,3.23,3.34,3.00
2.89,3.21,3.28,2.89
3.25,3.36,3.44,3.12
3.35,3.33,3.40,3.25
3.25,3.19,3.25,3.12
3.19,3.21,3.30,3.17
3.39,3.35,3.40,3.35
3.34,3.31,3.40,3.31
3.38,3.20,3.38,3.20
3.20,3.29,3.38,3.20
3.28,3.25,3.38,3.25
3.33,3.38,3.41,3.33
3.39,3.34,3.40,3.14
3.31,3.35,3.38,3.29
3.36,3.30,3.39,3.22
3.29,3.57,3.79,3.28
3.52,3.85,3.98,3.49
3.97,3.84,3.99,3.82
3.95,3.94,4.00,3.85
3.80,3.94,4.00,3.80
3.86,3.86,3.93,3.76
3.81,3.85,3.97,3.80
3.95,3.79,3.95,3.76
3.81,3.89,3.89,3.78
3.79,3.90,3.90,3.79
3.88,3.85,3.90,3.74
3.80,3.94,4.00,3.65
3.95,3.97,4.11,3.94
4.04,4.02,4.04,3.92
3.98,4.02,4.08,3.92
4.02,4.03,4.11,3.94
4.10,4.01,4.20,3.97
3.96,4.01,4.12,3.96
4.00,4.01,4.10,3.99
4.03,4.06,4.14,3.98
4.03,4.08,4.12,4.03
4.12,4.24,4.28,4.04
4.20,4.28,4.29,4.17
4.29,4.34,4.43,4.21
4.29,4.53,4.56,4.29
4.53,4.52,4.59,4.44
4.47,4.49,4.50,4.43
4.49,4.48,4.55,4.42
4.48,4.40,4.48,4.31
4.48,4.51,4.57,4.35
4.59,4.45,4.60,4.36
4.49,4.50,4.60,4.39
4.53,4.56,4.57,4.50
4.59,4.75,4.94,4.47
4.76,4.76,4.78,4.65
4.75,4.98,5.00,4.74
4.98,5.22,5.25,4.92
5.20,5.18,5.20,5.00
5.10,5.20,5.24,5.00
5.24,5.34,5.44,5.21
5.37,5.20,5.39,4.95
5.32,5.21,5.32,5.04
5.18,5.17,5.25,5.08
5.27,5.14,5.27,5.10
5.23,5.23,5.39,5.23
5.23,5.13,5.24,5.10
5.10,5.13,5.21,4.95
5.17,5.20,5.33,5.17
5.20,5.39,5.40,5.19
5.34,5.56,5.74,5.34
5.65,5.76,5.80,5.47
5.74,5.81,5.84,5.74
5.77,5.78,5.80,5.67
5.74,5.56,5.78,5.44
5.52,5.71,5.74,5.34
5.72,5.95,6.09,5.72
5.99,5.96,6.09,5.84
6.00,5.98,6.10,5.90
5.93,6.04,6.24,5.88
5.95,5.85,5.99,5.50
5.80,5.84,5.90,5.62
5.90,5.88,6.01,5.84
5.87,5.70,6.00,5.67
5.66,5.67,5.80,5.62
5.64,5.54,5.64,5.40
5.63,5.58,5.65,5.50
5.56,5.79,6.04,5.56
5.81,5.77,5.97,5.63
5.85,5.58,5.85,5.58
5.54,5.51,5.75,5.42
5.58,5.57,5.76,5.50
5.57,5.50,5.57,5.40
5.50,5.50,5.78,5.50
5.67,5.53,5.75,5.45
5.51,5.53,5.64,5.39
5.24,5.48,5.64,5.18
5.60,5.46,5.60,5.45
5.50,5.50,5.72,5.41
5.48,5.47,5.63,5.41
4.75,4.81,4.92,4.61
4.79,4.92,5.03,4.74
4.97,4.91,4.97,4.79
4.90,4.69,4.90,4.64
4.75,4.81,4.91,4.72
4.82,4.89,4.95,4.82
4.84,4.93,5.05,4.83
4.98,5.12,5.31,4.91
5.16,5.19,5.42,5.09
5.22,5.44,5.47,5.18
5.40,5.45,5.50,5.35
5.49,5.36,5.59,5.30
5.32,5.27,5.32,5.18
5.39,5.26,5.45,5.26
5.39,5.16,5.39,5.12
5.31,5.28,5.31,5.18
5.35,5.28,5.36,5.16
5.31,5.26,5.31,5.20
5.25,5.21,5.28,5.17
5.25,5.19,5.25,5.10
5.19,5.18,5.19,5.10
5.18,5.16,5.20,5.10
5.08,4.77,5.14,4.72
4.71,4.66,4.90,4.50
4.70,4.57,4.70,4.53
4.56,4.48,4.60,4.45
4.52,4.33,4.53,4.31
4.35,4.06,4.35,4.01
4.13,4.33,4.37,4.11
4.48,4.57,4.68,4.35
4.57,4.47,4.57,4.44
4.49,4.58,4.71,4.35
4.60,4.51,4.63,4.47
4.55,4.53,4.62,4.30
4.56,4.33,4.56,4.25
4.30,4.33,4.37,4.30
4.40,4.61,4.69,4.38
4.59,4.60,4.72,4.54
4.66,4.60,4.68,4.49
4.57,4.56,4.60,4.42
4.51,4.44,4.67,4.36
4.43,4.39,4.59,4.31
4.35,4.40,4.43,4.30
4.36,4.39,4.40,4.31
4.36,4.34,4.36,4.32
4.29,4.28,4.33,4.26
4.29,4.23,4.29,4.15
4.18,4.30,4.31,4.18
4.32,4.28,4.32,4.20
4.22,4.20,4.27,4.15
4.21,4.23,4.23,4.20
4.23,4.19,4.24,4.01
4.13,4.25,4.33,4.06
4.23,4.24,4.28,4.20
4.27,4.22,4.50,4.17
4.22,4.24,4.25,4.15
4.23,4.24,4.25,4.20
4.24,4.24,4.24,4.15
4.11,4.21,4.24,4.11
4.11,4.13,4.14,4.10
4.15,4.09,4.15,4.00
4.03,3.99,4.07,3.90
4.08,4.03,4.10,3.93
4.00,4.00,4.05,3.82
3.92,3.99,4.21,3.88
3.92,3.96,4.18,3.92
4.02,3.90,4.02,3.83
3.95,3.85,3.99,3.80
3.90,3.74,3.90,3.51
3.75,3.77,3.80,3.65
3.79,3.79,3.80,3.75
3.98,3.96,4.22,3.90
3.95,3.88,3.99,3.86
4.10,3.98,4.16,3.87
4.00,4.03,4.33,3.90
4.05,3.95,4.06,3.81
3.89,4.00,4.05,3.89
3.97,3.85,4.02,3.82
3.92,3.93,3.99,3.92
3.94,4.01,4.24,3.90
4.00,3.95,4.00,3.83
4.00,3.86,4.00,3.86
3.86,3.85,3.88,3.74
3.85,3.87,3.90,3.80
3.88,3.74,3.88,3.67
3.62,3.70,3.72,3.62
3.75,3.75,3.76,3.70
3.75,3.69,3.84,3.65
3.66,3.67,3.70,3.62
3.70,3.74,3.74,3.66
3.71,3.78,3.87,3.70
3.78,3.80,3.90,3.75
3.71,3.70,3.76,3.61
3.65,3.64,3.70,3.56
3.62,3.70,3.73,3.62
3.73,3.74,3.75,3.60
3.71,3.70,3.73,3.63
3.66,3.63,3.68,3.62
3.65,3.68,3.68,3.61
3.80,3.67,3.80,3.64
3.71,3.59,3.71,3.53
3.65,3.69,3.70,3.65
3.71,3.77,3.83,3.70
3.77,3.94,4.11,3.77
3.95,3.99,4.10,3.95
4.05,3.99,4.10,3.98
4.07,4.15,4.15,4.00
4.18,4.09,4.20,4.07
4.47,4.28,4.47,3.93
4.27,4.23,4.27,4.12
4.09,4.29,4.32,4.09
4.33,4.26,4.33,4.18
4.30,4.27,4.34,4.22
4.46,4.31,4.46,4.15
4.36,4.15,4.47,4.15
4.19,4.20,4.33,4.10
4.16,4.14,4.29,4.10
4.10,4.27,4.33,4.10
4.34,4.23,4.34,4.01
4.27,4.03,4.45,3.94
4.11,4.21,4.21,4.05
4.11,4.17,4.22,3.96
4.11,4.08,4.22,3.96
4.14,4.13,4.20,4.04
4.10,4.19,4.25,3.90
4.09,4.00,4.20,3.77
3.92,3.95,3.95,3.85
4.08,3.98,4.30,3.95
4.04,3.95,4.06,3.90
3.90,3.94,4.05,3.90
3.99,3.98,4.00,3.90
3.98,3.90,3.98,3.90
4.00,3.94,4.00,3.90
3.95,4.07,4.14,3.89
4.02,4.04,4.13,3.95
4.00,4.00,4.18,3.95
3.99,4.02,4.07,3.92
4.06,3.91,4.10,3.90
4.04,4.04,4.08,4.00
4.05,3.98,4.15,3.91
3.91,3.96,3.99,3.90
4.01,3.93,4.24,3.90
4.08,3.99,4.10,3.97
4.00,4.05,4.05,3.92
4.10,4.01,4.16,3.95
3.95,3.96,4.10,3.95
3.95,4.02,4.07,3.90
4.06,3.96,4.06,3.94
3.99,3.93,3.99,3.88
4.00,3.95,4.01,3.90
3.96,3.89,4.00,3.89
3.94,3.87,3.94,3.85
3.98,4.28,4.29,3.94
4.23,4.30,4.47,4.06
4.36,4.57,4.59,4.18
4.59,4.57,4.70,4.36
4.54,4.26,4.65,4.03
4.26,4.17,4.26,4.07
4.21,3.97,4.21,3.90
3.98,4.00,4.16,3.98
3.99,4.01,4.14,3.95
4.02,4.03,4.16,4.01
4.10,3.99,4.20,3.95
4.07,4.11,4.13,3.99
4.12,4.01,4.13,3.98
4.02,4.01,4.10,3.95
4.02,4.00,4.09,3.98
4.03,4.07,4.09,3.98
4.09,3.89,4.09,3.87
3.91,3.87,3.96,3.83
3.92,4.00,4.00,3.92
4.00,4.00,4.02,3.93
4.04,4.00,4.05,3.92
4.02,3.99,4.02,3.86
3.94,3.91,3.94,3.88
3.92,3.87,3.95,3.80
3.88,3.75,3.88,3.67
3.87,3.78,3.90,3.74
3.68,3.75,3.77,3.68
3.76,3.81,3.82,3.75
3.83,3.89,3.98,3.83
3.89,3.90,3.90,3.86
3.95,3.98,4.00,3.91
3.95,3.91,3.95,3.81
3.93,3.82,3.98,3.80
3.79,3.89,3.90,3.78
3.85,3.86,3.91,3.85
3.88,3.97,3.97,3.87
3.78,3.95,3.96,3.78
4.10,3.99,4.10,3.86
4.03,4.03,4.03,3.95
4.05,4.10,4.10,4.04
4.07,4.13,4.15,4.00
4.14,4.12,4.14,4.01
4.08,4.03,4.15,3.97
4.06,4.14,4.15,4.01
4.00,3.90,4.19,3.75
3.75,3.73,3.87,3.68
3.76,3.75,3.90,3.62
3.70,3.57,3.90,3.50
3.56,3.56,3.58,3.34
3.56,3.30,3.57,3.22
3.30,3.56,3.68,3.30
3.58,3.54,3.73,3.36
3.68,3.49,3.68,3.45
3.56,3.38,3.56,3.30
3.40,3.45,3.45,3.39
3.40,3.48,3.51,3.40
3.44,3.44,3.45,3.39
3.45,3.37,3.47,3.37
3.37,3.36,3.45,3.36
3.37,3.39,3.46,3.36
3.40,3.39,3.40,3.35
3.35,3.37,3.40,3.35
3.35,3.43,3.45,3.35
3.39,3.34,3.48,3.28
3.27,3.36,3.40,3.27
3.41,3.40,3.41,3.36
3.41,3.40,3.52,3.31
3.35,3.39,3.50,3.34
3.40,3.39,3.48,3.35
3.36,3.35,3.48,3.32
3.40,3.37,3.40,3.23
3.37,3.34,3.60,3.32
3.35,3.43,3.47,3.35
3.40,3.29,3.50,3.29
3.29,3.35,3.44,3.29
3.32,3.33,3.34,3.28
3.37,3.35,3.59,3.29
3.30,3.37,3.42,3.30
3.36,3.39,3.55,3.30
3.51,3.42,3.51,3.38
3.40,3.39,3.49,3.38
3.42,3.34,3.43,3.34
3.35,3.39,3.43,3.34
3.38,3.41,3.41,3.37
3.41,3.43,3.50,3.35
3.40,3.36,3.40,3.35
3.42,3.30,3.49,3.30
3.38,3.35,3.38,3.32
3.27,3.29,3.55,3.20
3.24,3.25,3.28,3.22
3.22,3.21,3.27,3.14
3.21,3.16,3.22,3.12
3.14,2.99,3.14,2.95
3.18,3.01,3.18,2.95
3.00,3.05,3.06,3.00
3.10,3.07,3.17,2.97
3.18,2.97,3.18,2.94
2.97,2.85,3.00,2.80
2.85,2.89,3.00,2.85
2.88,2.94,2.97,2.88
3.02,3.02,3.13,2.86
3.00,3.12,3.20,2.85
3.38,3.20,3.38,3.05
3.29,3.23,3.43,3.15
3.31,3.22,3.39,3.22
3.32,3.29,3.32,3.21
3.28,3.28,3.32,3.20
3.33,3.25,3.37,3.24
3.33,3.18,3.33,3.03
3.12,3.25,3.26,3.06
3.10,3.13,3.29,3.06
3.18,3.11,3.18,3.05
3.08,3.09,3.17,3.06
3.15,3.12,3.15,3.01
3.15,3.09,3.15,3.02
3.11,3.10,3.15,3.03
3.12,3.09,3.14,3.01
3.06,3.10,3.11,3.03
3.13,3.15,3.15,3.04
3.09,3.01,3.25,3.01
3.10,3.07,3.18,3.07
3.05,3.07,3.07,3.03
3.10,3.10,3.11,3.03
3.12,3.16,3.19,3.05
3.21,3.14,3.21,3.04
3.16,3.04,3.20,3.04
3.05,3.10,3.14,3.05
3.20,3.43,3.86,3.20
3.45,3.55,3.74,3.40
3.75,3.66,3.78,3.60
3.67,3.60,3.67,3.40
3.61,3.48,3.61,3.41
3.56,3.45,3.56,3.44
3.44,3.45,3.45,3.34
3.40,3.39,3.45,3.36
3.33,3.38,3.43,3.33
3.38,3.35,3.62,3.35
3.35,3.44,3.62,3.22
3.41,3.39,3.49,3.35
3.44,3.41,3.44,3.32
3.45,3.31,3.45,3.31
3.35,3.32,3.40,3.30
3.32,3.32,3.41,3.32
3.30,3.32,3.42,3.24
3.30,3.43,3.45,3.30
3.47,3.41,3.49,3.34
3.42,3.37,3.42,3.35
3.41,3.45,3.46,3.41
3.45,3.45,3.50,3.42
3.46,3.35,3.47,3.34
3.35,3.46,3.47,3.33
3.41,3.41,3.45,3.39
3.36,3.32,3.38,3.25
3.30,3.41,3.45,3.25
3.39,3.40,3.46,3.36
3.41,3.39,3.42,3.31
3.40,3.39,3.40,3.35
3.39,3.36,3.40,3.32
3.32,3.29,3.38,3.28
3.26,3.27,3.34,3.25
3.26,3.35,3.35,3.26
3.28,3.34,3.36,3.28
3.35,3.25,3.35,3.24
3.23,3.27,3.29,3.21
3.25,3.15,3.26,3.10
3.18,3.26,3.26,3.17
3.25,3.30,3.34,3.23
3.27,3.22,3.38,3.22
3.22,3.20,3.26,3.12
3.20,3.21,3.21,3.15
3.24,3.22,3.24,3.20
3.21,3.21,3.21,3.17
3.23,3.29,3.33,3.23
3.32,3.24,3.34,3.21
3.20,3.30,3.33,3.07
3.35,3.28,3.35,3.25
3.25,3.30,3.34,3.25
3.30,3.41,3.44,3.30
3.43,3.41,3.43,3.30
3.40,3.35,3.40,3.34
3.37,3.39,3.41,3.29
3.40,3.42,3.43,3.32
3.33,3.42,3.42,3.33
3.43,3.49,3.51,3.43
3.53,3.47,3.53,3.42
3.44,3.52,3.55,3.33
3.39,3.52,3.52,3.39
3.46,3.61,3.77,3.46
3.44,3.87,4.00,3.39
3.85,3.95,4.05,3.84
4.00,3.91,4.07,3.86
3.91,3.93,3.99,3.90
3.86,3.93,3.94,3.86
4.00,3.95,4.02,3.91
4.00,3.95,4.00,3.95
3.93,3.94,3.99,3.89
3.94,3.92,3.94,3.91
3.91,3.96,4.06,3.91
4.00,4.00,4.01,3.95
4.00,3.99,4.00,3.96
3.91,3.86,3.94,3.82
3.88,3.85,3.90,3.83
3.84,3.79,3.90,3.61
3.75,3.78,3.82,3.75
3.86,3.80,3.86,3.75
3.85,3.84,3.85,3.77
3.76,3.79,3.80,3.75
3.81,3.68,3.81,3.60
3.69,3.64,3.70,3.64
3.66,3.67,3.67,3.65
3.68,3.70,3.70,3.62
3.61,3.65,3.68,3.61
3.64,3.68,3.69,3.64
3.66,3.64,3.68,3.62
3.63,3.63,3.64,3.60
3.31,3.60,3.62,3.31
3.56,3.64,3.66,3.56
3.55,3.62,3.64,3.55
3.51,3.58,3.60,3.51
3.55,3.51,3.55,3.49
3.54,3.57,3.58,3.53
3.58,3.61,3.61,3.46
3.61,3.56,3.61,3.48
3.55,3.57,3.60,3.47
3.51,3.58,3.58,3.51
3.52,3.56,3.59,3.52
3.57,3.54,3.57,3.46
3.50,3.58,3.58,3.50
3.50,3.59,3.59,3.40
3.38,3.49,3.49,3.38
3.37,3.45,3.45,3.37
3.44,3.45,3.45,3.43
3.65,3.74,3.89,3.65
3.68,3.76,3.78,3.54
3.70,3.76,3.78,3.70
3.76,4.04,4.12,3.72
4.22,4.32,4.33,4.22
4.22,4.31,4.32,4.22
4.29,4.23,4.31,4.19
4.14,3.99,4.15,3.86
3.93,3.83,3.93,3.79
3.54,3.63,3.70,3.53
3.51,3.57,3.70,3.46
3.50,3.61,3.64,3.50
3.60,3.71,3.78,3.60
3.72,3.64,3.75,3.64
3.66,3.81,4.07,3.66
3.69,3.81,3.94,3.69
3.76,3.74,3.76,3.69
3.80,3.71,3.91,3.70
3.61,3.52,3.62,3.50
3.50,3.66,3.69,3.47
3.55,3.55,3.55,3.55
3.58,3.51,3.60,3.50
3.55,3.56,3.56,3.54
3.56,3.51,3.56,3.38
3.48,3.53,3.58,3.48
3.50,3.53,3.59,3.47
3.50,3.55,3.58,3.50
3.43,3.50,3.56,3.42
3.56,3.40,3.56,3.40
3.36,3.41,3.42,3.35
3.40,3.37,3.41,3.35
3.33,3.41,3.41,3.33
3.45,3.44,3.46,3.40
3.40,3.36,3.47,3.34
3.56,3.40,3.56,3.34
3.39,3.33,3.40,3.22
3.35,3.35,3.40,3.35
3.31,3.33,3.33,3.31
3.35,3.48,3.48,3.24
3.48,3.39,3.50,3.38
3.42,3.44,3.48,3.39
3.44,3.45,3.48,3.44
3.40,3.41,3.45,3.38
3.25,3.45,3.46,3.25
3.46,3.39,3.46,3.35
3.40,3.40,3.40,3.39
3.39,3.49,3.49,3.39
3.46,3.49,3.49,3.45
3.47,3.48,3.72,3.47
3.47,3.46,3.48,3.46
3.43,3.41,3.43,3.35
3.40,3.45,3.46,3.40
3.48,3.65,3.65,3.44
3.60,3.71,3.71,3.60
3.69,3.73,3.78,3.63
3.70,3.73,3.73,3.66
3.72,3.79,3.81,3.72
3.76,3.79,3.85,3.53
3.71,3.69,3.82,3.64
3.73,3.71,3.79,3.71
3.74,3.74,3.74,3.66
3.70,3.69,3.71,3.65
3.70,3.76,3.83,3.70
3.73,3.78,3.79,3.70
3.60,3.54,3.77,3.32
3.47,3.45,3.57,3.44
3.45,3.42,3.45,3.42
3.40,3.44,3.45,3.40
3.45,3.45,3.45,3.45
3.46,3.39,3.46,3.39
3.39,3.44,3.47,3.38
3.42,3.42,3.42,3.32
3.37,3.30,3.37,3.23
3.32,3.32,3.37,3.32
3.32,3.39,3.39,3.32
3.36,3.34,3.36,3.32
3.30,3.33,3.40,3.25
3.32,3.37,3.37,3.32
3.34,3.39,3.41,3.34
3.32,3.33,3.42,3.32
3.32,3.30,3.40,3.27
3.30,3.18,3.38,3.18
3.30,3.03,3.30,3.01
3.01,3.15,3.23,3.01
3.17,3.21,3.26,3.17
3.22,3.09,3.31,3.09
3.11,3.03,3.11,3.01
3.10,2.83,3.10,2.83
2.78,2.85,3.26,2.76
2.88,3.00,3.19,2.86
2.94,3.27,3.29,2.94
3.25,3.15,3.26,3.09
3.16,3.13,3.36,2.98
3.15,3.17,3.29,3.15
3.17,3.32,3.32,3.05
3.10,3.19,3.27,3.10
3.23,3.11,3.23,3.10
3.15,3.11,3.15,3.10
3.10,3.07,3.11,3.07
3.07,3.03,3.09,3.01
3.19,2.91,3.19,2.86
2.93,2.94,3.06,2.91
2.92,2.98,3.03,2.90
2.90,2.86,2.90,2.81
2.83,2.82,2.85,2.80
2.80,2.82,2.82,2.65
2.71,2.72,2.75,2.70
2.70,2.55,2.80,2.33
2.47,2.55,2.65,2.45
2.49,2.53,2.61,2.49
2.60,2.44,2.60,2.43
2.36,2.18,2.46,2.15
2.30,2.23,2.30,2.20
2.27,2.21,2.27,2.20
2.23,2.26,2.26,2.21
2.22,2.20,2.25,2.20
2.23,2.17,2.23,2.15
2.25,2.17,2.26,2.17
2.18,2.25,2.25,2.15
2.21,2.22,2.26,2.19
2.21,2.20,2.22,2.20
2.21,2.23,2.24,2.19
2.23,2.24,2.24,2.23
2.21,2.21,2.21,2.18
2.22,2.13,2.22,2.07
2.10,2.04,2.11,2.01
2.01,1.91,2.14,1.91
1.94,1.90,2.02,1.80
2.62,2.05,2.62,1.91
2.01,2.08,2.15,1.94
2.08,2.02,2.08,2.02
2.04,2.02,2.15,2.02
2.04,2.04,2.05,2.03
2.09,2.14,2.17,1.98
2.14,2.14,2.18,2.14
2.06,2.19,2.19,2.00
2.19,2.19,2.19,2.19
2.21,2.22,2.22,2.15
2.23,2.28,2.28,2.23
2.42,2.52,2.57,2.32
2.40,2.55,2.55,2.40
2.44,2.57,2.59,2.40
2.55,2.57,2.60,2.55
2.57,2.55,2.58,2.39
2.50,2.10,2.50,2.06
2.11,2.05,2.46,2.04
2.03,2.04,2.09,2.03
2.19,1.95,2.22,1.93
1.97,2.04,2.04,1.97
2.12,2.03,2.12,1.98
1.99,1.95,2.01,1.90
2.00,1.81,2.00,1.62
1.80,1.72,1.83,1.66
1.68,1.64,1.73,1.57
1.58,1.55,1.70,1.39
1.65,1.53,1.65,1.43
1.59,1.56,1.66,1.41
1.57,1.52,1.70,1.50
1.53,1.55,1.66,1.52
1.65,1.66,1.67,1.58
1.65,1.53,1.65,1.46
1.63,1.43,1.63,1.43
1.45,1.42,1.48,1.39
1.45,1.62,1.62,1.44
1.67,1.62,1.67,1.51
1.62,1.63,1.63,1.53
1.62,1.45,1.62,1.42
1.50,1.52,1.53,1.46
1.55,1.53,1.55,1.45
1.53,1.57,1.58,1.53
1.42,1.51,1.52,1.42
1.47,1.47,1.49,1.43
1.45,1.46,1.48,1.41
1.43,1.47,1.50,1.43
1.46,1.47,1.51,1.45
1.46,1.48,1.48,1.46
1.47,1.52,1.54,1.47
1.49,1.51,1.52,1.45
1.58,1.60,1.65,1.50
1.61,1.60,1.62,1.50
1.62,1.58,1.73,1.54
1.61,1.61,1.62,1.56
1.54,1.58,1.59,1.53
1.58,1.48,1.58,1.47
1.52,1.65,1.99,1.47
1.60,1.60,1.73,1.57
1.63,1.64,1.66,1.57
1.59,1.58,1.63,1.55
1.56,1.57,1.57,1.55
1.59,1.55,1.59,1.51
1.52,1.52,1.57,1.47
1.65,1.46,1.65,1.43
1.46,1.55,1.56,1.45
1.90,2.44,2.47,1.90
2.42,1.91,2.42,1.82
1.89,1.80,1.97,1.65
1.79,1.79,1.80,1.69
1.78,1.75,1.78,1.70
1.75,1.82,1.89,1.72
1.81,1.87,1.89,1.81
1.89,1.87,1.89,1.80
1.80,1.83,1.86,1.80
1.88,1.82,1.88,1.69
1.77,1.84,1.85,1.76
1.85,1.79,1.85,1.75
1.77,1.83,1.84,1.70
1.87,1.82,1.87,1.79
1.77,1.82,1.82,1.75
1.80,1.80,1.82,1.80
1.81,1.79,1.81,1.76
1.79,1.78,1.80,1.77
1.82,1.79,1.82,1.78
1.81,1.71,1.81,1.66
1.70,1.68,1.73,1.68
1.67,1.68,1.70,1.67
1.66,1.70,1.80,1.64
1.77,1.76,1.77,1.70
1.74,1.72,1.75,1.70
1.70,1.68,1.73,1.64
1.66,1.74,1.74,1.65
1.70,1.73,1.73,1.65
1.68,1.67,1.73,1.60
1.70,1.71,1.72,1.60
1.70,1.87,1.87,1.67
1.83,1.92,2.11,1.76
1.90,1.91,2.03,1.84
1.90,1.81,1.92,1.75
1.77,1.78,1.87,1.61
1.69,1.79,1.84,1.69
1.77,1.78,1.83,1.77
1.98,1.88,1.98,1.82
1.76,1.91,1.95,1.74
1.84,1.79,1.91,1.78
1.81,1.86,1.88,1.81
1.90,1.86,1.90,1.84
1.86,1.86,1.88,1.72
1.84,1.80,1.85,1.76
1.78,1.83,1.83,1.78
1.82,1.89,1.92,1.69
1.88,1.98,2.04,1.79
1.82,2.00,2.16,1.82
2.00,2.08,2.08,1.92
2.06,2.05,2.06,2.03
2.05,2.03,2.06,2.03
2.03,2.08,2.08,2.03
2.03,2.05,2.16,2.03
2.15,2.06,2.15,2.03
2.18,2.11,2.18,2.06
1.80,1.95,2.00,1.59
1.90,1.80,1.91,1.79
1.82,1.81,1.82,1.72
1.82,1.84,1.90,1.82
1.82,1.83,1.83,1.80
1.82,1.81,1.84,1.80
1.81,1.80,1.83,1.80
1.80,1.81,2.04,1.80
1.84,1.81,1.84,1.80
1.80,1.76,1.86,1.76
1.76,1.78,1.90,1.75
1.79,1.81,1.82,1.79
1.79,1.83,1.83,1.79
1.78,1.90,1.90,1.78
1.94,1.96,2.05,1.88
1.99,2.07,2.25,1.87
2.21,2.06,2.21,2.03
2.03,1.95,2.06,1.95
2.05,1.96,2.05,1.91
1.97,1.92,2.02,1.89
1.84,1.86,1.91,1.84
2.05,1.88,2.05,1.86
1.90,1.87,1.94,1.84
2.00,1.96,2.00,1.87
2.04,2.01,2.12,1.99
2.10,1.92,2.10,1.87
1.91,1.93,1.98,1.88
1.85,1.88,1.90,1.85
1.90,2.02,2.04,1.90
1.98,2.13,2.15,1.88
1.99,2.03,2.05,1.99
2.06,2.12,2.13,2.04
2.10,2.25,2.31,2.10
2.22,2.24,2.30,2.10
2.32,2.25,2.32,2.20
2.27,2.35,2.39,2.23
2.33,2.33,2.45,2.25
2.29,2.30,2.35,2.25
2.28,2.39,2.42,2.24
2.35,2.22,2.37,2.22
2.30,2.22,2.30,2.19
2.26,2.33,2.33,2.20
2.24,2.27,2.28,2.19
2.29,2.26,2.29,2.20
2.24,2.27,2.33,2.23
2.26,2.25,2.33,2.25
2.31,2.26,2.31,2.25
2.29,2.27,2.29,2.27
2.24,2.23,2.26,2.22
2.20,2.19,2.20,2.09
2.10,2.15,2.17,2.10
2.05,1.58,2.05,1.58
1.75,1.85,1.87,1.75
1.74,1.83,1.84,1.73
1.80,1.79,1.80,1.73
1.76,1.73,1.83,1.63
1.70,1.72,1.77,1.70
1.66,1.69,1.75,1.66
1.65,1.72,1.72,1.65
1.68,1.70,1.70,1.63
1.62,1.64,1.69,1.61
1.61,1.68,1.72,1.61
1.68,1.70,1.71,1.64
1.64,1.66,1.66,1.62
1.66,1.66,1.70,1.62
1.67,1.58,1.69,1.48
1.60,1.66,1.66,1.50
1.58,1.73,1.73,1.58
1.60,1.64,1.66,1.49
1.67,1.61,1.73,1.60
1.66,1.66,1.81,1.57
1.68,1.71,1.79,1.68
1.66,1.70,1.72,1.66
1.65,1.66,1.66,1.53
1.64,1.60,1.64,1.57
1.57,1.65,1.67,1.52
1.65,1.53,1.65,1.48
1.53,1.55,1.55,1.42
1.63,1.53,1.63,1.45
1.56,1.61,1.61,1.52
1.57,1.52,1.57,1.44
1.51,1.51,1.52,1.49
1.54,1.50,1.55,1.46
1.50,1.54,1.54,1.41
1.51,1.48,1.53,1.40
1.50,1.55,1.69,1.48
1.59,1.56,1.59,1.46
