GLUU,Glu Mobile Inc. - Common Stock,NASDAQ
2.39,2.26,2.39,2.24
2.28,2.23,2.30,2.16
2.21,2.22,2.25,2.10
2.25,2.36,2.40,2.22
2.38,2.25,2.39,2.21
2.29,2.26,2.35,2.24
2.22,2.21,2.28,2.20
2.24,2.35,2.39,2.21
2.39,2.32,2.44,2.29
2.38,2.58,2.66,2.37
2.60,2.55,2.68,2.50
2.57,2.49,2.60,2.45
2.48,2.42,2.48,2.37
2.42,2.44,2.48,2.39
2.50,2.54,2.55,2.46
2.53,2.52,2.58,2.47
2.51,2.54,2.56,2.51
2.55,2.75,2.75,2.55
2.67,2.61,2.73,2.57
2.80,2.66,2.85,2.63
2.64,2.68,2.69,2.52
2.80,2.74,2.82,2.71
2.73,2.75,2.80,2.70
2.78,2.67,2.78,2.64
2.70,2.82,2.91,2.69
2.76,2.77,2.83,2.68
2.79,2.82,2.87,2.76
2.82,2.82,2.89,2.79
2.82,2.74,2.83,2.71
2.79,2.75,2.84,2.74
2.75,2.75,2.77,2.68
2.76,2.75,2.76,2.71
2.72,2.76,2.81,2.72
2.46,2.45,2.52,2.32
2.48,2.43,2.49,2.38
2.40,2.47,2.48,2.39
2.41,2.42,2.47,2.40
2.41,2.38,2.42,2.36
2.36,2.37,2.41,2.35
2.35,2.31,2.37,2.31
2.30,2.34,2.37,2.30
2.33,2.28,2.35,2.27
2.28,2.26,2.32,2.24
2.26,2.19,2.27,2.16
2.19,2.18,2.22,2.15
2.20,2.39,2.51,2.19
2.38,2.39,2.44,2.35
2.40,2.39,2.59,2.36
2.38,2.31,2.45,2.30
2.33,2.39,2.40,2.32
2.38,2.42,2.44,2.33
2.43,2.45,2.48,2.40
2.43,2.45,2.48,2.40
2.44,2.42,2.44,2.41
2.42,2.41,2.43,2.36
2.43,2.43,2.43,2.40
2.43,2.42,2.55,2.39
2.40,2.41,2.44,2.39
2.30,2.27,2.31,2.21
2.27,2.14,2.27,2.12
2.19,2.12,2.19,2.10
2.12,2.18,2.18,2.12
2.22,2.23,2.25,2.15
2.25,2.35,2.44,2.23
2.36,2.42,2.52,2.33
2.48,2.41,2.49,2.35
2.43,2.38,2.46,2.37
2.50,2.60,2.67,2.46
2.69,2.65,2.73,2.61
2.66,2.82,2.87,2.64
2.78,2.78,2.86,2.64
2.81,2.90,2.96,2.81
2.92,2.78,2.92,2.77
2.76,2.65,2.80,2.50
2.65,2.72,2.74,2.63
2.72,2.73,2.79,2.68
2.72,2.91,2.91,2.72
2.91,2.84,3.03,2.80
2.88,2.94,2.95,2.84
2.92,3.00,3.04,2.91
3.06,3.12,3.19,3.00
3.20,3.09,3.35,3.05
3.14,3.12,3.23,3.10
3.11,3.15,3.19,2.96
3.25,3.30,3.39,3.25
3.38,3.23,3.38,3.20
3.33,3.25,3.38,3.22
3.25,3.15,3.25,3.12
3.16,3.30,3.43,3.07
3.44,3.42,3.60,3.35
3.55,3.83,3.83,3.50
3.94,3.91,4.14,3.86
3.93,3.79,4.00,3.72
3.25,3.40,3.48,3.20
3.41,3.37,3.55,3.36
3.41,3.41,3.46,3.31
3.43,3.31,3.44,3.30
3.33,3.20,3.35,3.09
3.21,3.01,3.22,2.98
3.01,3.21,3.28,3.01
3.21,3.14,3.26,3.12
3.10,3.14,3.20,3.06
3.12,3.22,3.28,3.05
3.21,3.36,3.39,3.20
3.38,3.37,3.46,3.37
3.41,3.27,3.43,3.22
3.25,3.38,3.43,3.22
3.51,3.41,3.59,3.40
3.45,3.52,3.59,3.40
3.56,3.64,3.70,3.55
3.81,3.74,3.84,3.71
3.72,3.67,3.77,3.67
3.68,3.71,3.80,3.60
3.76,3.69,3.77,3.67
3.70,3.47,3.77,3.45
3.41,3.44,3.54,3.40
3.44,3.57,3.60,3.41
3.57,3.49,3.60,3.46
3.53,3.42,3.58,3.42
3.45,3.54,3.57,3.41
3.52,3.53,3.65,3.49
3.55,3.46,3.57,3.44
3.47,3.44,3.55,3.40
3.46,3.55,3.59,3.45
3.59,3.66,3.71,3.53
3.67,3.71,3.74,3.62
3.74,3.71,3.77,3.67
3.79,3.84,3.85,3.75
3.87,3.90,3.93,3.84
3.93,4.08,4.09,3.92
3.95,3.93,3.97,3.85
3.90,3.76,3.94,3.76
3.78,3.67,3.80,3.59
3.67,3.83,3.85,3.67
3.82,3.88,3.95,3.82
3.93,3.90,3.96,3.88
3.95,3.90,3.98,3.85
4.00,3.93,4.05,3.90
4.05,4.17,4.24,4.00
4.30,4.25,4.39,4.16
4.30,4.29,4.35,4.18
4.30,4.17,4.30,4.13
4.19,4.00,4.21,3.97
4.02,4.05,4.09,3.96
4.11,4.04,4.17,4.03
4.04,3.92,4.05,3.80
3.93,4.05,4.06,3.93
4.07,4.06,4.09,3.98
4.10,4.12,4.16,4.01
4.01,4.01,4.05,3.97
3.95,3.88,3.98,3.86
3.89,3.70,3.94,3.62
3.72,3.74,3.80,3.70
3.70,3.71,3.76,3.61
3.75,3.75,3.85,3.75
3.97,3.95,4.09,3.85
3.98,3.85,4.03,3.83
3.92,3.96,4.06,3.81
4.07,3.87,4.07,3.85
4.70,4.94,4.98,4.65
4.92,4.99,5.13,4.83
4.94,4.96,5.01,4.88
4.91,4.89,4.99,4.76
4.88,4.83,4.99,4.80
4.78,4.83,4.86,4.68
4.82,4.92,4.95,4.79
4.93,5.17,5.22,4.86
5.15,4.94,5.16,4.93
4.97,4.93,5.00,4.92
4.89,4.70,4.93,4.67
4.71,4.76,4.90,4.71
4.79,4.80,4.86,4.77
4.83,4.91,4.95,4.82
5.00,5.05,5.11,4.96
5.20,5.03,5.21,4.95
4.97,4.98,5.04,4.86
5.05,5.25,5.28,5.02
5.31,5.24,5.39,5.17
5.26,5.19,5.33,5.12
5.24,5.19,5.28,5.13
5.20,5.35,5.47,5.19
5.35,5.21,5.37,5.20
5.17,5.50,5.58,5.16
5.58,5.40,5.65,5.37
5.37,5.48,5.63,5.37
5.52,5.38,5.64,5.38
5.40,5.46,5.48,5.32
5.49,5.35,5.52,5.30
5.37,5.17,5.38,5.13
5.19,4.96,5.28,4.96
4.98,4.81,4.99,4.59
4.84,4.89,5.05,4.81
4.94,4.67,5.00,4.67
4.70,4.58,4.75,4.46
4.61,4.50,4.75,4.49
4.56,4.74,4.78,4.52
4.73,4.75,4.82,4.64
4.76,4.66,4.82,4.65
4.67,4.45,4.71,4.44
4.49,4.18,4.55,4.15
4.22,4.11,4.27,4.06
4.15,4.26,4.33,4.14
4.32,4.40,4.40,4.21
4.37,4.13,4.40,4.11
4.06,4.02,4.14,3.91
4.04,3.88,4.13,3.79
3.93,3.86,4.03,3.70
3.89,3.98,4.00,3.84
3.95,4.10,4.10,3.89
4.09,4.17,4.22,4.04
4.19,4.20,4.28,4.15
4.17,4.03,4.18,4.03
4.18,4.05,4.19,3.96
4.01,4.07,4.09,3.96
4.11,3.91,4.15,3.77
3.96,3.90,4.00,3.84
3.92,4.00,4.04,3.82
4.35,4.29,4.44,4.10
4.29,4.32,4.45,4.25
4.30,4.29,4.39,4.20
4.32,4.10,4.34,4.08
4.08,3.96,4.14,3.85
3.93,3.87,4.09,3.82
3.87,3.91,3.93,3.78
3.96,3.97,4.02,3.91
4.00,3.96,4.09,3.94
3.92,3.91,3.99,3.87
3.87,3.80,3.89,3.73
3.83,3.71,3.86,3.66
3.66,3.89,3.89,3.66
3.86,3.80,3.87,3.75
3.83,3.83,3.86,3.74
3.85,3.81,3.85,3.80
3.80,3.78,3.89,3.77
3.79,3.90,3.90,3.79
3.90,4.03,4.06,3.87
4.06,4.06,4.09,4.01
3.68,3.64,3.83,3.58
3.64,3.60,3.67,3.57
3.59,3.60,3.66,3.56
3.60,3.60,3.65,3.56
3.60,3.65,3.65,3.56
3.60,3.65,3.69,3.60
3.65,3.68,3.73,3.63
3.69,3.66,3.70,3.63
3.63,3.63,3.70,3.61
3.69,3.68,3.81,3.65
3.67,3.75,3.80,3.67
3.73,3.79,3.82,3.71
3.79,3.86,3.87,3.78
3.89,3.93,3.95,3.86
3.92,3.90,3.94,3.81
3.89,3.92,3.93,3.82
3.89,3.85,3.91,3.81
3.83,3.78,3.91,3.76
3.75,4.05,4.07,3.75
4.24,4.45,4.52,4.22
4.55,4.67,4.87,4.55
4.79,5.00,5.09,4.79
5.13,4.93,5.18,4.81
5.03,5.16,5.23,4.95
5.25,5.28,5.35,5.15
5.27,5.07,5.30,5.01
5.04,5.10,5.15,4.73
5.09,5.46,5.49,5.09
5.21,5.37,5.68,5.15
5.49,6.00,6.09,5.46
6.05,6.38,6.41,6.04
6.62,6.49,6.70,6.25
6.41,6.52,6.66,6.17
6.41,6.52,6.61,6.28
6.51,6.79,6.93,6.42
7.04,7.47,7.58,7.00
7.42,7.34,7.60,7.17
7.35,7.22,7.35,6.67
7.22,7.00,7.34,6.90
7.00,7.17,7.40,6.90
7.26,7.17,7.32,6.96
7.23,6.92,7.23,6.83
6.99,6.90,7.03,6.61
6.09,5.61,6.10,5.50
5.79,5.72,5.88,5.60
5.74,5.42,5.80,5.28
5.30,5.18,5.35,5.06
5.08,5.14,5.29,5.03
5.26,5.31,5.45,5.18
5.32,5.29,5.47,5.23
5.26,5.36,5.50,5.26
5.38,5.52,5.54,5.32
5.57,5.60,5.65,5.52
5.60,5.36,5.62,5.31
5.43,5.19,5.45,5.01
5.25,4.98,5.28,4.96
5.00,5.03,5.06,4.79
5.02,5.09,5.19,4.98
5.05,4.89,5.07,4.86
4.89,4.87,4.95,4.80
4.88,4.90,5.07,4.84
4.90,5.07,5.13,4.84
5.09,5.23,5.25,5.04
5.17,5.15,5.25,5.09
5.18,5.16,5.20,5.02
5.18,4.99,5.23,4.95
4.99,5.03,5.10,4.88
5.06,5.02,5.18,4.99
5.03,5.17,5.19,5.02
5.36,5.48,5.50,5.29
5.50,5.33,5.53,5.30
5.34,5.38,5.42,5.30
5.34,5.38,5.39,5.27
5.38,5.23,5.40,5.19
5.19,5.12,5.22,5.05
5.07,5.20,5.21,5.04
5.21,5.22,5.35,5.20
5.22,5.32,5.39,5.17
5.16,5.29,5.29,5.14
5.25,5.19,5.28,5.14
5.15,5.31,5.35,5.15
5.30,5.47,5.50,5.29
5.46,5.45,5.54,5.41
5.43,5.37,5.54,5.35
5.32,5.23,5.39,5.20
5.25,5.17,5.27,5.07
5.14,5.08,5.15,4.91
5.12,5.26,5.33,5.05
5.27,5.25,5.30,5.19
5.24,5.13,5.29,5.08
5.08,4.76,5.12,4.67
4.89,4.61,4.97,4.36
4.65,4.45,4.69,4.42
4.42,4.24,4.48,4.16
4.22,4.18,4.36,4.12
4.22,4.10,4.35,4.03
4.06,4.30,4.40,3.96
4.28,4.35,4.45,4.25
4.45,4.35,4.50,4.32
4.35,4.43,4.46,4.31
4.46,4.52,4.55,4.45
4.51,4.44,4.56,4.34
4.44,4.49,4.54,4.43
4.51,4.47,4.51,4.39
4.43,4.41,4.47,4.36
4.44,4.60,4.61,4.36
4.63,4.53,4.70,4.51
3.74,3.61,3.95,3.60
3.69,3.87,3.87,3.55
3.85,3.99,4.14,3.76
4.01,3.81,4.07,3.80
3.82,3.71,3.85,3.66
3.74,3.61,3.77,3.60
3.64,3.71,3.75,3.58
3.71,3.79,3.82,3.68
3.80,3.86,3.86,3.70
3.80,3.70,3.81,3.62
3.74,3.70,3.74,3.61
3.69,3.83,3.83,3.65
3.80,3.77,3.85,3.74
3.84,3.87,3.92,3.79
3.85,3.82,3.89,3.77
3.81,3.82,3.87,3.75
3.86,3.76,3.89,3.75
3.78,3.84,3.85,3.76
3.83,3.79,3.86,3.74
3.76,3.77,3.85,3.75
3.79,3.66,3.79,3.61
3.68,3.53,3.71,3.51
3.54,3.40,3.65,3.36
3.40,3.59,3.61,3.35
3.56,3.55,3.62,3.47
3.53,3.73,3.74,3.52
3.80,3.89,4.03,3.80
3.85,4.00,4.00,3.75
3.96,3.85,4.03,3.81
3.86,3.88,3.97,3.80
3.83,3.88,4.00,3.81
3.93,3.83,4.05,3.82
3.79,3.89,3.98,3.78
3.87,3.96,3.98,3.85
4.00,4.12,4.19,3.98
4.11,4.03,4.15,3.93
4.04,4.12,4.22,4.01
4.13,4.11,4.21,4.07
4.11,4.07,4.14,4.05
4.07,4.10,4.16,4.04
4.08,4.10,4.20,4.08
4.07,4.01,4.13,3.96
4.01,3.90,4.03,3.86
3.90,4.05,4.08,3.84
4.00,3.95,4.06,3.90
3.96,3.84,4.01,3.80
3.87,3.85,3.92,3.80
3.87,3.83,3.98,3.82
3.84,3.78,3.89,3.75
3.77,3.64,3.82,3.63
3.66,3.57,3.74,3.50
3.50,3.54,3.57,3.46
3.54,3.36,3.61,3.33
3.34,3.45,3.48,3.27
3.44,3.51,3.54,3.37
3.49,3.41,3.52,3.32
3.43,3.45,3.47,3.33
3.45,3.52,3.57,3.41
3.51,3.65,3.66,3.50
3.59,3.65,3.65,3.54
3.65,3.54,3.68,3.52
3.56,3.56,3.58,3.42
3.54,3.51,3.59,3.49
3.53,3.59,3.59,3.47
3.61,3.61,3.70,3.55
3.59,3.84,3.87,3.56
4.56,5.02,5.05,4.37
4.92,5.06,5.12,4.82
4.96,5.08,5.16,4.91
5.08,5.03,5.13,4.97
4.99,4.97,5.07,4.95
5.00,4.98,5.15,4.96
5.00,5.12,5.16,5.00
5.11,5.23,5.34,5.08
5.23,5.12,5.30,5.04
5.13,5.15,5.19,5.08
5.13,5.11,5.16,5.09
5.08,5.11,5.22,5.07
5.11,5.16,5.19,5.09
5.17,5.16,5.20,5.11
5.14,5.16,5.25,5.14
5.20,5.03,5.20,4.95
5.01,5.12,5.15,5.01
5.09,5.05,5.12,5.01
5.04,5.03,5.04,4.91
5.01,5.08,5.10,4.95
5.04,4.96,5.05,4.95
4.95,4.81,4.98,4.76
4.75,4.78,4.83,4.71
4.76,4.80,4.89,4.76
4.82,4.75,4.85,4.70
4.72,4.66,4.85,4.57
4.65,4.82,4.82,4.61
5.05,4.89,5.08,4.79
4.85,4.98,5.00,4.81
4.96,4.89,4.97,4.86
4.92,4.95,5.00,4.91
4.92,4.89,4.99,4.86
4.88,4.83,4.91,4.80
4.82,4.71,4.82,4.66
4.69,4.76,4.85,4.66
4.78,4.90,4.90,4.75
4.91,4.92,5.03,4.88
4.87,5.01,5.02,4.86
5.01,5.02,5.05,4.93
5.05,5.07,5.08,5.00
5.07,4.95,5.07,4.95
4.96,4.97,5.07,4.96
5.00,5.12,5.12,4.98
5.13,5.08,5.13,5.01
5.09,5.08,5.11,5.05
5.08,5.08,5.11,5.06
5.08,5.21,5.27,5.03
5.26,5.26,5.33,5.21
5.26,5.15,5.27,5.15
5.13,5.12,5.15,5.00
5.15,5.07,5.15,5.05
5.08,5.11,5.15,5.02
5.12,5.55,5.65,5.11
5.50,5.36,5.54,5.22
5.37,5.45,5.51,5.34
5.44,5.42,5.53,5.34
5.50,5.11,5.60,5.08
5.11,5.40,5.45,5.04
6.81,6.76,6.84,6.32
6.80,6.90,7.00,6.68
6.88,6.99,7.00,6.75
6.97,6.70,7.03,6.59
6.69,6.60,6.70,6.46
6.58,6.70,6.80,6.51
6.75,6.65,6.80,6.57
6.69,6.72,6.82,6.54
6.71,6.59,6.76,6.53
6.58,6.55,6.64,6.36
6.58,6.47,6.61,6.43
6.58,6.70,6.80,6.48
6.70,6.59,6.78,6.57
6.66,6.63,6.73,6.61
6.65,6.52,6.65,6.48
6.53,6.44,6.60,6.42
6.44,6.55,6.56,6.34
6.51,6.45,6.54,6.37
6.48,6.46,6.48,6.39
6.41,6.45,6.47,6.38
6.40,6.48,6.54,6.33
6.49,6.41,6.55,6.38
6.37,6.53,6.62,6.36
6.56,6.68,6.74,6.55
6.64,6.67,6.77,6.61
6.66,6.71,6.74,6.61
6.70,6.56,6.72,6.56
6.57,6.53,6.61,6.50
6.56,6.54,6.66,6.47
6.58,6.55,6.62,6.51
6.55,6.50,6.55,6.47
6.49,6.50,6.58,6.44
6.51,6.49,6.56,6.42
6.53,6.71,6.75,6.49
6.72,6.59,6.74,6.59
6.57,6.48,6.59,6.46
6.53,6.51,6.59,6.46
6.52,6.63,6.66,6.48
6.62,6.52,6.69,6.50
6.53,6.51,6.59,6.49
6.50,6.38,6.53,6.36
6.25,6.09,6.25,6.00
6.17,6.21,6.27,6.15
6.25,6.20,6.36,6.11
6.23,6.13,6.28,6.13
6.07,6.01,6.13,5.93
6.00,5.98,6.00,5.67
5.87,5.95,5.96,5.82
6.01,6.07,6.10,5.99
6.12,6.04,6.17,6.02
6.08,6.18,6.23,6.07
6.16,6.27,6.30,6.16
6.31,6.09,6.31,6.08
6.15,6.42,6.45,6.12
6.42,6.47,6.49,6.35
6.46,6.39,6.48,6.37
6.36,6.30,6.38,6.24
6.29,6.13,6.29,6.05
6.14,6.14,6.25,6.12
6.12,6.10,6.22,6.09
6.04,5.85,6.05,5.80
5.86,6.10,6.12,5.85
6.06,5.96,6.13,5.93
5.95,5.92,5.99,5.78
5.92,5.87,5.95,5.83
5.85,5.78,5.87,5.75
5.79,5.67,5.88,5.62
5.15,4.50,5.20,4.50
4.56,4.66,4.72,4.55
4.61,4.46,4.64,4.42
4.47,4.69,4.70,4.47
4.64,4.55,4.72,4.48
4.49,4.77,4.80,4.37
4.80,4.66,4.87,4.60
4.61,4.65,4.79,4.57
4.62,4.82,4.82,4.57
4.78,4.70,4.82,4.67
4.68,4.71,4.81,4.63
4.68,4.54,4.71,4.50
4.48,4.37,4.54,4.30
3.95,4.07,4.27,3.92
4.29,4.19,4.31,4.17
4.26,4.20,4.26,4.06
4.27,4.41,4.41,4.20
4.38,4.53,4.56,4.31
4.48,4.59,4.62,4.40
4.48,4.28,4.51,4.26
4.31,4.38,4.38,4.18
4.43,4.46,4.55,4.36
4.37,4.44,4.45,4.32
4.51,4.64,4.66,4.50
4.69,4.48,4.73,4.47
4.52,4.57,4.65,4.46
4.52,4.60,4.61,4.46
4.60,4.55,4.63,4.50
4.59,4.65,4.65,4.49
4.66,4.72,4.78,4.63
4.75,4.73,4.79,4.61
4.66,4.74,4.86,4.66
4.84,4.85,4.93,4.75
4.78,4.78,4.84,4.67
4.81,4.84,4.90,4.75
4.81,4.88,4.93,4.71
4.91,4.65,4.96,4.60
4.63,4.28,4.65,4.27
4.31,4.22,4.40,4.20
4.31,4.37,4.38,4.24
4.41,4.15,4.47,4.09
4.11,4.17,4.23,4.04
4.22,4.36,4.39,4.19
4.33,4.11,4.38,4.08
4.16,4.10,4.19,4.01
4.10,4.04,4.18,4.01
4.05,4.14,4.17,4.01
4.14,4.10,4.18,4.05
4.10,4.09,4.23,4.08
4.11,4.14,4.19,4.08
4.17,4.23,4.25,4.15
4.25,4.28,4.35,4.22
4.26,4.23,4.35,4.18
4.22,4.16,4.27,4.15
4.17,4.09,4.20,4.05
4.12,4.05,4.24,4.04
4.10,4.12,4.17,4.06
4.10,4.23,4.30,4.10
4.17,4.15,4.27,4.14
4.17,4.43,4.45,4.16
4.42,4.19,4.45,4.16
4.20,4.12,4.24,4.11
4.10,3.68,4.14,3.66
3.90,3.84,3.93,3.76
3.88,3.72,3.90,3.65
3.71,3.66,3.80,3.61
3.04,3.22,3.30,3.01
3.12,3.13,3.16,3.09
3.15,3.17,3.28,3.15
3.19,3.17,3.20,3.13
3.13,3.15,3.21,3.13
3.24,3.15,3.25,3.15
3.14,3.19,3.19,3.05
3.18,3.19,3.22,3.13
3.20,3.34,3.35,3.17
3.35,3.25,3.40,3.23
3.27,3.29,3.33,3.22
3.29,3.31,3.36,3.22
3.31,3.31,3.35,3.28
3.30,3.39,3.41,3.29
3.39,3.43,3.43,3.36
3.43,3.38,3.45,3.34
3.40,3.21,3.41,3.18
3.21,3.14,3.22,3.12
3.16,3.08,3.23,3.06
3.06,3.00,3.10,2.97
3.05,3.03,3.08,2.99
2.97,3.00,3.06,2.94
3.00,2.92,3.06,2.91
2.96,2.93,2.99,2.91
2.86,2.79,2.99,2.77
2.77,2.87,2.87,2.73
2.92,3.00,3.01,2.88
3.10,3.14,3.15,3.01
3.20,2.98,3.24,2.97
2.96,2.95,3.01,2.93
2.94,2.38,2.94,2.30
2.38,2.23,2.47,2.20
2.28,2.51,2.51,2.26
2.53,2.50,2.56,2.42
2.45,2.51,2.56,2.45
2.51,2.50,2.54,2.50
2.48,2.49,2.53,2.47
2.50,2.43,2.51,2.41
2.38,2.42,2.44,2.31
2.42,2.39,2.46,2.35
2.34,2.34,2.38,2.30
2.29,2.19,2.30,2.18
2.24,2.41,2.43,2.21
2.56,2.46,2.60,2.43
2.51,2.23,2.55,2.23
2.26,2.12,2.34,2.10
2.14,2.19,2.22,2.10
2.12,2.18,2.18,2.04
2.25,2.27,2.30,2.21
2.20,2.22,2.25,2.12
2.21,2.21,2.26,2.12
2.27,2.38,2.43,2.27
2.39,2.30,2.40,2.27
2.30,2.30,2.36,2.22
2.30,2.28,2.36,2.24
2.33,2.20,2.33,2.16
2.20,2.21,2.29,2.20
2.20,2.20,2.24,2.12
2.15,2.07,2.19,2.07
2.14,2.01,2.17,1.98
2.48,2.67,2.67,2.43
2.73,2.74,2.82,2.63
2.67,2.70,2.76,2.63
2.66,2.89,2.95,2.64
2.92,3.03,3.10,2.90
3.09,3.27,3.28,3.05
3.31,3.16,3.40,3.04
3.20,3.38,3.39,3.18
3.42,3.58,3.59,3.38
3.83,3.74,3.89,3.70
3.81,3.90,3.91,3.67
3.88,3.78,3.95,3.65
3.72,3.71,3.85,3.68
3.63,3.69,3.71,3.56
3.67,3.92,3.95,3.66
3.98,3.84,4.00,3.83
3.73,3.71,3.82,3.63
3.75,3.32,3.75,3.28
3.38,3.39,3.46,3.36
3.37,3.15,3.40,3.11
3.17,3.18,3.41,3.13
3.24,3.19,3.31,3.12
3.14,3.00,3.18,3.00
3.01,3.11,3.17,2.98
3.10,3.08,3.12,2.94
3.12,3.24,3.30,3.11
3.23,3.22,3.28,3.13
3.17,3.05,3.21,3.00
3.05,3.13,3.15,3.05
3.11,3.14,3.17,3.03
3.20,3.16,3.27,3.15
3.15,3.07,3.19,3.02
3.05,3.08,3.09,3.01
3.04,2.86,3.06,2.82
2.86,2.93,3.00,2.78
2.93,2.69,2.93,2.62
2.69,2.81,2.86,2.62
2.85,2.80,2.89,2.78
2.81,2.82,2.85,2.80
2.80,2.80,2.83,2.75
2.81,2.70,2.81,2.63
2.69,2.99,3.09,2.66
3.00,2.95,3.07,2.84
2.91,2.83,2.95,2.83
2.85,2.86,2.92,2.80
2.84,2.82,2.95,2.80
2.83,2.88,2.90,2.72
2.89,3.02,3.03,2.82
3.01,3.02,3.06,2.87
3.01,2.96,3.01,2.87
2.96,2.95,3.00,2.90
2.96,2.92,3.04,2.91
2.94,2.93,3.00,2.91
2.93,2.91,2.97,2.87
2.90,2.87,2.95,2.85
2.87,2.80,2.90,2.77
2.80,2.79,2.82,2.67
2.79,2.75,2.81,2.72
2.75,2.71,2.82,2.68
2.71,2.67,2.73,2.60
2.66,2.72,2.73,2.61
2.74,2.67,2.81,2.65
2.29,2.30,2.30,2.13
2.38,2.28,2.39,2.25
2.30,2.26,2.31,2.24
2.25,2.27,2.30,2.25
2.28,2.36,2.38,2.27
2.35,2.33,2.39,2.30
2.34,2.30,2.38,2.25
2.30,2.29,2.37,2.27
2.30,2.45,2.45,2.29
2.44,2.36,2.51,2.33
2.35,2.34,2.39,2.32
2.45,2.48,2.53,2.38
2.49,2.48,2.55,2.47
2.50,2.44,2.58,2.43
2.47,2.50,2.56,2.45
2.49,2.46,2.50,2.37
2.46,2.39,2.46,2.36
2.39,2.39,2.42,2.37
2.40,2.39,2.48,2.38
2.40,2.36,2.44,2.35
2.36,2.41,2.41,2.33
2.41,2.38,2.42,2.35
2.38,2.34,2.39,2.33
2.34,2.34,2.39,2.33
2.35,2.33,2.37,2.32
2.31,2.30,2.34,2.29
2.29,2.26,2.30,2.25
2.25,2.22,2.28,2.20
2.21,2.26,2.27,2.20
2.26,2.34,2.38,2.25
2.32,2.34,2.36,2.24
2.33,2.30,2.34,2.28
2.32,2.38,2.40,2.32
2.42,2.32,2.43,2.32
2.32,2.29,2.37,2.28
2.29,2.39,2.39,2.29
2.26,2.32,2.33,2.18
2.29,2.18,2.30,2.17
2.21,2.11,2.24,2.09
2.15,2.18,2.22,2.10
2.21,2.20,2.23,2.15
2.20,2.27,2.29,2.19
2.28,2.28,2.31,2.22
2.24,2.24,2.32,2.19
2.24,2.30,2.31,2.22
2.30,2.35,2.36,2.29
2.37,2.43,2.47,2.35
2.44,2.49,2.50,2.43
2.49,2.48,2.50,2.44
2.50,2.49,2.53,2.46
2.50,2.56,2.58,2.45
2.58,2.86,2.92,2.52
2.95,2.64,2.95,2.61
2.70,2.64,2.71,2.59
2.72,2.58,2.72,2.56
2.57,2.56,2.59,2.48
2.58,2.47,2.58,2.43
2.44,2.39,2.50,2.38
2.43,2.40,2.44,2.36
2.34,2.35,2.40,2.30
2.32,2.34,2.38,2.31
2.33,2.42,2.45,2.33
2.41,2.29,2.44,2.24
2.15,2.23,2.24,2.05
2.26,2.19,2.28,2.12
2.20,2.23,2.27,2.19
2.23,2.24,2.27,2.18
2.26,2.21,2.26,2.19
2.24,2.14,2.24,2.13
2.14,2.17,2.20,2.14
2.16,2.16,2.18,2.14
2.17,2.26,2.26,2.16
2.24,2.21,2.25,2.19
2.22,2.18,2.23,2.16
2.17,2.20,2.24,2.16
2.21,2.27,2.28,2.16
2.23,2.26,2.32,2.19
2.22,2.27,2.30,2.22
2.25,2.30,2.34,2.25
2.29,2.28,2.32,2.27
2.28,2.34,2.39,2.28
2.30,2.36,2.38,2.29
2.34,2.36,2.37,2.31
2.33,2.35,2.36,2.30
2.35,2.30,2.35,2.25
2.30,2.32,2.34,2.29
2.34,2.34,2.35,2.30
2.32,2.30,2.35,2.30
2.29,2.33,2.36,2.26
2.31,2.28,2.34,2.26
2.26,2.29,2.29,2.22
2.26,2.27,2.31,2.18
2.28,2.18,2.30,2.16
2.19,2.21,2.23,2.16
2.21,2.22,2.22,2.15
2.23,2.20,2.27,2.18
2.20,2.17,2.20,2.16
2.17,2.20,2.21,2.14
2.20,2.21,2.23,2.18
2.20,2.22,2.23,2.19
2.22,2.19,2.24,2.19
2.18,2.22,2.24,2.18
2.22,2.22,2.26,2.19
2.22,2.18,2.25,2.16
2.18,2.24,2.25,2.16
2.24,2.21,2.25,2.19
2.23,2.20,2.25,2.19
2.21,2.23,2.25,2.19
2.23,2.23,2.25,2.21
2.22,2.19,2.26,2.19
2.20,2.18,2.21,2.17
2.19,2.13,2.21,2.09
2.13,2.11,2.14,2.09
2.10,2.06,2.11,2.01
2.06,2.04,2.08,2.00
2.05,2.02,2.05,2.01
2.03,2.06,2.08,2.02
2.05,2.05,2.08,2.00
2.05,2.02,2.06,2.00
2.01,2.01,2.04,1.99
2.02,2.05,2.07,2.01
2.05,2.00,2.06,2.00
2.03,2.03,2.06,2.03
2.03,2.01,2.05,2.01
2.00,1.99,2.03,1.98
1.98,1.98,1.99,1.86
1.98,1.91,1.98,1.90
1.92,1.88,1.92,1.87
1.87,1.94,1.96,1.84
1.92,1.83,1.94,1.73
1.85,1.85,1.88,1.79
1.85,1.86,1.88,1.79
1.81,1.93,1.96,1.77
1.95,1.86,1.96,1.84
1.87,1.96,1.99,1.83
1.97,2.10,2.12,1.97
2.12,2.06,2.12,2.05
2.05,1.97,2.06,1.96
2.01,2.15,2.16,1.96
2.20,2.20,2.23,2.13
2.26,2.36,2.45,2.25
2.40,2.27,2.40,2.23
2.28,2.30,2.32,2.23
2.30,2.23,2.32,2.23
2.22,2.29,2.32,2.20
2.28,2.19,2.29,2.15
2.22,2.25,2.28,2.18
2.27,2.16,2.27,2.15
2.15,2.12,2.18,2.10
2.11,2.18,2.19,2.10
