MGYR,Magyar Bancorp,NASDAQ
10.62,10.62,10.62,10.62
10.65,10.61,10.65,10.61
10.61,10.61,10.61,10.61
10.64,10.92,10.92,10.64
10.90,10.90,10.90,10.90
10.98,10.80,10.98,10.80
10.75,10.75,10.75,10.75
10.75,10.75,10.75,10.75
10.87,11.05,11.05,10.87
11.05,11.05,11.05,11.05
11.05,11.05,11.05,11.05
11.95,11.95,11.95,11.68
11.95,11.95,11.95,11.95
12.11,12.11,12.11,12.11
11.51,11.98,11.98,11.51
11.55,11.50,11.63,11.50
12.00,12.00,12.03,12.00
12.00,12.00,12.00,12.00
12.00,12.00,12.00,12.00
12.01,12.01,12.01,12.01
12.06,12.06,12.06,12.06
11.60,12.25,12.25,11.60
12.10,12.10,12.10,12.10
12.26,12.29,12.29,12.26
12.35,12.20,12.40,12.00
12.40,12.40,12.40,12.40
