INTT,inTest Corporation Common Stock,NASDAQ
3.61,3.66,3.74,3.50
3.60,3.60,3.60,3.50
3.61,3.70,3.73,3.61
3.78,3.72,3.78,3.62
3.78,3.80,3.80,3.76
3.77,3.79,3.80,3.76
3.80,3.80,3.80,3.76
3.83,3.83,3.84,3.76
3.85,3.85,3.85,3.81
3.89,4.02,4.05,3.75
4.00,3.98,4.00,3.98
4.00,3.98,4.00,3.98
3.91,3.88,3.95,3.83
3.96,3.96,4.00,3.95
3.97,3.94,3.97,3.88
3.91,3.97,3.97,3.91
3.97,4.00,4.10,3.96
4.04,4.00,4.10,3.90
4.10,3.92,4.10,3.91
3.91,3.91,4.05,3.91
3.95,3.95,3.95,3.91
3.95,3.90,3.96,3.90
3.95,3.96,4.08,3.90
3.99,3.87,4.00,3.87
3.97,3.95,3.99,3.94
3.98,3.95,4.00,3.89
3.95,3.95,4.00,3.94
3.99,3.98,4.00,3.90
3.95,4.06,4.15,3.90
4.06,4.03,4.06,4.00
4.00,4.14,4.25,4.00
4.17,4.09,4.22,4.06
4.07,4.05,4.15,4.04
4.03,4.03,4.05,4.01
4.05,4.05,4.05,4.00
4.05,4.00,4.05,4.00
4.00,4.04,4.05,4.00
4.04,4.04,4.04,4.00
4.01,4.04,4.04,4.00
4.00,4.03,4.03,4.00
3.98,3.92,4.00,3.85
3.95,3.94,3.99,3.94
3.89,3.92,4.00,3.89
3.88,3.98,3.99,3.88
3.97,3.94,4.00,3.88
3.94,4.00,4.00,3.93
3.96,3.98,4.00,3.88
3.90,3.98,3.98,3.90
3.97,4.01,4.04,3.96
4.01,3.97,4.03,3.95
3.92,3.83,3.94,3.83
3.83,3.84,3.99,3.82
3.92,3.84,3.92,3.83
3.83,3.87,3.92,3.83
3.88,3.88,3.94,3.82
3.88,3.95,3.99,3.85
3.91,3.86,4.02,3.86
3.89,3.92,4.00,3.87
3.92,3.86,3.94,3.85
3.93,3.94,3.94,3.86
3.88,3.86,3.95,3.86
3.86,3.90,4.02,3.84
3.90,4.00,4.04,3.90
4.02,3.90,4.03,3.90
3.93,3.96,4.04,3.93
3.99,3.91,4.00,3.91
3.96,3.96,3.96,3.95
4.00,3.92,4.00,3.92
3.92,3.95,3.95,3.92
3.92,3.96,3.96,3.91
3.96,3.96,4.01,3.96
4.01,4.05,4.11,4.00
4.13,3.99,4.13,3.99
4.00,4.01,4.03,4.00
3.94,3.98,4.02,3.91
4.03,4.08,4.08,3.95
4.01,3.93,4.08,3.93
3.94,4.00,4.05,3.94
4.03,3.98,4.04,3.94
3.94,3.94,4.05,3.94
3.97,4.03,4.05,3.94
4.01,4.01,4.02,4.00
4.02,4.01,4.04,4.01
4.05,4.02,4.06,4.00
3.92,4.04,4.05,3.90
3.93,3.99,4.00,3.93
3.99,3.99,3.99,3.84
3.99,4.00,4.00,3.99
4.00,4.00,4.00,4.00
3.98,3.97,3.99,3.97
3.97,3.97,3.97,3.97
4.00,3.98,4.00,3.97
3.90,3.85,3.97,3.85
3.87,3.78,3.87,3.77
3.76,3.94,3.98,3.72
3.97,3.80,3.97,3.80
3.81,3.80,3.84,3.80
3.75,3.81,3.93,3.75
3.83,3.75,3.85,3.75
3.80,3.76,3.80,3.73
3.72,3.75,3.77,3.72
3.75,3.74,3.78,3.73
3.72,3.80,3.80,3.72
3.80,3.75,3.80,3.75
3.72,3.70,3.76,3.70
3.66,3.70,3.76,3.66
3.70,3.70,3.73,3.70
3.68,3.69,3.71,3.68
3.68,3.71,3.74,3.67
3.68,3.69,3.72,3.68
3.68,3.69,3.69,3.67
3.70,3.84,3.85,3.70
3.85,3.93,3.99,3.80
3.90,3.75,3.92,3.71
3.72,3.75,3.77,3.69
3.71,3.68,3.71,3.68
3.73,3.78,3.80,3.73
3.74,3.78,3.79,3.70
3.78,3.78,3.80,3.73
3.74,3.85,3.85,3.74
3.89,3.82,3.89,3.82
3.77,3.76,3.78,3.70
3.74,3.74,3.74,3.74
3.78,3.66,3.80,3.66
3.73,3.73,3.78,3.70
3.74,3.80,3.80,3.73
3.78,3.76,3.84,3.76
3.81,3.68,3.81,3.68
3.69,3.80,3.80,3.69
3.76,3.79,3.81,3.76
3.76,3.79,3.79,3.76
3.76,3.79,3.79,3.76
3.83,3.84,3.85,3.77
3.79,3.80,3.83,3.75
3.80,3.80,3.80,3.80
3.76,3.86,3.86,3.75
3.86,3.86,3.92,3.85
3.90,3.85,3.90,3.85
3.83,3.85,3.87,3.82
3.86,3.85,3.88,3.85
3.85,3.81,3.85,3.80
3.74,3.87,3.90,3.74
3.84,3.86,4.00,3.84
3.88,3.90,3.95,3.85
3.90,3.91,3.95,3.88
3.91,3.89,3.92,3.88
3.90,3.86,3.90,3.85
3.90,3.90,3.90,3.89
3.86,3.88,3.89,3.86
3.85,3.90,3.90,3.82
3.95,3.90,3.96,3.83
3.95,3.87,3.95,3.87
3.88,3.86,3.88,3.85
3.86,3.84,3.86,3.80
3.82,3.88,3.90,3.80
3.90,3.86,3.90,3.82
3.90,3.85,3.90,3.84
3.71,3.80,3.84,3.71
3.78,3.80,3.89,3.69
3.82,3.83,3.88,3.82
3.85,4.00,4.00,3.85
3.95,4.07,4.08,3.95
4.07,4.05,4.13,4.05
4.05,4.04,4.10,4.04
4.05,3.99,4.05,3.96
3.99,3.98,3.99,3.96
4.00,4.00,4.01,3.95
4.00,4.00,4.00,4.00
3.98,3.98,3.98,3.96
3.98,3.85,3.99,3.85
3.90,3.86,3.96,3.80
3.88,3.97,3.98,3.88
3.98,3.97,3.98,3.95
3.97,3.98,4.00,3.97
3.97,4.02,4.02,3.97
4.04,4.14,4.14,4.00
4.09,4.05,4.14,4.02
4.15,4.33,4.44,4.10
4.38,4.26,4.40,4.21
4.31,4.21,4.35,4.15
4.20,4.10,4.23,4.05
4.10,4.06,4.10,4.05
4.05,3.91,4.05,3.90
4.00,4.05,4.07,3.99
4.03,4.05,4.07,4.01
4.05,4.03,4.05,4.03
4.01,4.05,4.05,4.00
4.05,4.00,4.05,4.00
4.05,4.05,4.05,3.98
4.02,3.95,4.04,3.95
4.00,4.04,4.06,4.00
4.01,4.03,4.08,4.00
4.01,4.04,4.10,4.00
3.99,4.02,4.12,3.75
4.02,4.01,4.05,3.96
3.99,4.14,4.18,3.99
4.08,4.10,4.10,4.06
4.10,4.15,4.15,4.06
4.15,4.12,4.16,4.08
4.12,4.15,4.25,4.05
4.11,4.10,4.15,4.07
4.08,4.13,4.17,4.08
4.14,4.14,4.15,4.09
4.11,3.98,4.16,3.97
3.98,3.92,4.11,3.91
3.91,3.76,3.94,3.66
3.70,3.94,3.95,3.70
3.90,3.95,3.95,3.83
3.95,3.99,4.00,3.92
3.99,4.10,4.10,3.99
4.08,4.13,4.16,4.05
4.13,4.07,4.16,4.04
4.05,4.08,4.14,4.04
4.12,4.01,4.14,4.00
4.10,4.01,4.12,4.01
4.09,4.13,4.13,4.00
4.13,4.08,4.15,4.05
4.04,4.00,4.08,4.00
4.00,3.92,4.02,3.81
3.93,3.86,3.93,3.80
3.84,3.81,3.87,3.80
3.81,3.85,3.87,3.80
3.84,3.80,3.84,3.67
3.74,3.84,3.86,3.74
3.86,3.87,3.90,3.86
3.89,3.92,3.93,3.89
3.90,3.86,3.92,3.79
3.86,3.87,3.90,3.80
3.83,3.80,3.93,3.79
3.82,3.80,3.86,3.80
3.81,3.82,3.86,3.80
3.83,3.79,3.83,3.79
3.81,3.80,3.81,3.79
3.77,3.82,3.83,3.77
3.81,3.88,3.95,3.81
3.90,3.94,3.94,3.90
3.94,3.95,3.95,3.91
3.89,3.89,3.90,3.87
3.84,3.86,3.87,3.83
3.86,3.85,3.86,3.85
3.87,3.89,3.93,3.87
3.90,3.92,3.92,3.90
3.87,3.87,3.91,3.86
3.89,3.92,3.93,3.85
3.92,3.92,3.93,3.90
3.92,3.93,3.93,3.92
3.93,3.94,3.95,3.93
3.92,3.87,3.94,3.87
3.90,3.80,3.90,3.80
3.83,3.91,3.95,3.81
3.88,3.87,3.88,3.85
3.85,3.98,3.98,3.83
3.94,3.88,3.94,3.81
3.87,3.85,3.91,3.85
3.86,3.82,3.86,3.76
3.78,3.79,3.82,3.77
3.83,4.00,4.00,3.83
3.91,3.89,3.95,3.88
3.90,3.93,3.94,3.89
3.89,3.89,3.99,3.89
3.89,3.90,3.90,3.89
3.90,3.93,3.93,3.90
3.90,3.87,3.90,3.87
3.87,3.90,3.92,3.87
3.90,4.03,4.05,3.88
4.05,4.33,4.38,4.05
4.44,4.33,4.44,4.23
4.30,4.27,4.33,4.26
4.25,4.16,4.27,4.15
4.17,4.16,4.26,4.11
4.15,4.17,4.27,4.15
4.16,4.20,4.27,4.12
4.27,4.25,4.30,4.20
4.27,4.26,4.28,4.22
4.24,4.17,4.27,4.13
4.17,4.16,4.17,4.16
4.21,4.07,4.21,4.01
4.12,4.17,4.18,4.10
4.20,4.19,4.20,4.15
4.25,4.51,4.60,4.23
4.50,4.58,5.00,4.39
4.67,4.61,4.88,4.54
4.64,4.66,4.71,4.53
4.68,4.68,4.76,4.56
4.63,4.66,4.73,4.58
4.64,4.68,4.72,4.60
4.82,4.73,4.94,4.73
4.73,4.72,4.74,4.60
4.70,4.73,4.78,4.65
4.69,4.72,4.73,4.67
4.67,4.56,4.67,4.55
4.70,4.71,4.83,4.62
4.65,4.66,4.70,4.56
4.69,4.63,4.69,4.61
4.63,4.64,4.64,4.50
4.64,4.60,4.69,4.55
4.60,4.59,4.62,4.56
4.56,4.61,4.64,4.54
4.61,4.63,4.63,4.57
4.59,4.61,4.63,4.58
4.62,4.70,4.80,4.58
4.70,4.93,5.00,4.66
4.99,4.94,4.99,4.89
4.94,5.10,5.24,4.87
5.05,5.17,5.28,5.02
5.30,5.49,5.71,5.30
5.57,5.37,5.57,5.32
5.36,5.49,5.50,5.31
5.56,5.49,5.75,5.34
5.42,5.47,5.57,5.40
5.37,5.17,5.46,5.17
5.17,5.16,5.17,5.05
5.35,5.30,5.44,5.17
5.35,5.24,5.38,5.11
5.28,5.33,5.33,4.99
5.20,5.06,5.33,4.92
5.06,4.76,5.07,4.76
4.70,4.75,4.89,4.70
4.75,4.65,4.75,4.55
4.64,4.70,4.79,4.61
4.56,4.68,4.78,4.56
4.70,4.76,4.80,4.70
4.76,4.77,4.79,4.72
4.80,4.72,4.80,4.63
4.62,4.72,4.80,4.58
4.63,4.52,4.68,4.27
4.44,4.41,4.48,4.37
4.41,4.60,4.60,4.37
4.60,4.53,4.60,4.46
4.47,4.42,4.50,4.38
4.48,4.35,4.48,4.35
4.36,4.50,4.50,4.35
4.49,4.40,4.49,4.35
4.45,4.54,4.59,4.38
4.61,4.46,4.76,4.46
4.57,4.55,4.57,4.39
4.59,4.70,4.71,4.57
4.73,4.67,4.73,4.66
4.67,4.75,4.75,4.67
4.77,4.77,4.78,4.73
4.59,4.50,4.61,4.45
4.50,4.58,4.58,4.49
4.63,4.67,4.68,4.49
4.60,4.55,4.60,4.53
4.52,4.41,4.57,4.35
4.37,4.41,4.51,4.37
4.43,4.49,4.53,4.41
4.56,4.42,4.57,4.36
4.42,4.38,4.42,4.18
4.41,4.44,4.45,4.32
4.45,4.41,4.45,4.41
4.48,4.45,4.48,4.41
4.43,4.40,4.44,4.35
4.42,4.41,4.45,4.40
4.41,4.42,4.42,4.41
4.42,4.38,4.44,4.25
4.41,4.38,4.43,4.32
4.19,4.41,4.45,4.12
4.45,4.30,4.45,4.13
4.24,4.27,4.38,4.24
4.21,4.23,4.28,4.17
4.30,4.27,4.31,4.27
4.31,4.28,4.31,4.27
4.28,4.28,4.28,4.28
4.31,4.17,4.31,4.07
4.24,4.19,4.29,4.19
4.16,4.18,4.25,4.15
4.18,4.20,4.26,4.15
4.23,4.18,4.31,4.17
4.09,4.15,4.16,4.09
4.08,4.29,4.31,4.08
4.21,4.14,4.25,4.13
4.10,4.19,4.21,4.00
4.13,4.21,4.22,3.98
4.28,4.12,4.28,4.07
4.03,4.09,4.24,3.98
3.98,4.10,4.18,3.98
4.10,4.08,4.10,4.07
4.09,4.18,4.18,4.07
4.12,4.10,4.15,4.08
4.07,4.11,4.11,4.07
4.07,4.15,4.19,4.07
4.16,4.20,4.20,4.15
4.16,4.13,4.16,4.13
4.12,4.25,4.29,4.11
4.26,4.25,4.26,4.15
4.21,4.20,4.23,4.10
4.13,4.20,4.20,4.11
4.15,4.12,4.30,4.07
4.10,4.11,4.15,4.06
4.10,4.10,4.13,4.04
4.06,4.22,4.24,4.06
4.15,4.12,4.25,4.11
4.11,4.11,4.28,4.11
4.07,4.19,4.23,4.04
4.05,4.19,4.27,4.05
4.12,4.16,4.23,4.11
4.15,4.23,4.23,4.15
4.29,4.19,4.29,4.16
4.14,4.15,4.17,4.10
4.20,4.16,4.20,4.14
4.15,4.20,4.20,4.13
4.18,4.20,4.28,4.10
4.19,4.19,4.25,4.19
4.17,4.19,4.20,4.11
4.22,4.14,4.24,4.14
4.20,4.15,4.22,4.11
4.18,4.17,4.19,4.15
4.20,4.16,4.20,4.11
4.20,4.12,4.20,4.11
4.15,4.14,4.20,4.14
4.16,4.14,4.16,4.12
4.14,4.14,4.15,4.14
4.12,4.17,4.21,4.12
4.19,4.18,4.20,4.16
4.19,4.16,4.21,4.11
4.13,4.14,4.17,4.12
4.15,4.14,4.15,4.13
4.14,4.16,4.19,4.14
4.16,4.16,4.20,4.16
4.19,4.14,4.20,4.12
4.25,4.17,4.25,4.14
4.14,4.19,4.20,4.14
4.16,4.13,4.20,4.13
4.15,4.14,4.19,4.11
4.16,4.12,4.16,4.11
4.14,3.88,4.15,3.88
3.94,3.85,3.95,3.82
3.73,4.06,4.06,3.73
4.04,4.04,4.07,4.00
3.99,4.02,4.06,3.99
4.00,4.02,4.07,3.93
4.06,4.03,4.10,4.03
4.10,4.03,4.10,4.03
4.03,4.03,4.07,3.99
4.01,4.13,4.15,4.00
4.13,4.13,4.13,4.11
4.04,4.14,4.15,4.04
4.17,4.14,4.24,4.14
4.19,4.15,4.32,4.15
4.18,4.20,4.22,4.18
4.25,4.28,4.29,4.25
4.24,4.08,4.24,4.08
4.15,4.15,4.19,4.15
4.14,4.15,4.15,4.11
4.19,4.08,4.19,4.08
4.08,4.10,4.11,4.00
4.09,4.08,4.10,4.03
4.08,4.17,4.18,4.08
4.09,4.13,4.16,4.01
4.14,4.18,4.25,4.13
4.19,4.18,4.23,4.13
4.22,4.20,4.22,4.13
4.25,4.30,4.30,4.20
4.30,4.68,4.99,4.30
4.78,4.71,4.85,4.65
4.80,4.74,4.80,4.60
4.68,4.46,4.68,4.46
4.41,4.39,4.44,4.31
4.44,4.43,4.44,4.40
4.41,4.40,4.44,4.33
4.41,4.42,4.45,4.40
4.51,4.48,4.51,4.44
4.50,4.66,4.66,4.49
4.70,4.63,4.75,4.61
4.56,4.55,4.65,4.54
4.54,4.60,4.67,4.54
4.62,4.85,4.99,4.62
5.01,4.86,5.03,4.86
5.01,4.91,5.21,4.90
4.95,4.98,5.10,4.95
4.98,4.86,4.99,4.86
4.73,4.80,4.85,4.73
4.76,4.75,4.88,4.72
4.70,4.51,4.71,4.51
4.50,4.49,4.63,4.47
4.47,4.48,4.55,4.47
4.58,4.50,4.68,4.49
4.49,4.53,4.53,4.48
4.57,4.59,4.62,4.48
4.63,4.61,4.65,4.52
4.66,4.64,4.77,4.64
4.70,4.70,4.75,4.70
4.75,4.71,4.80,4.67
4.71,4.66,4.89,4.55
4.66,4.61,4.66,4.61
4.61,4.60,4.61,4.60
4.55,4.64,4.64,4.54
4.65,4.66,4.66,4.64
4.66,4.65,4.66,4.65
4.66,4.61,4.69,4.56
4.61,4.59,4.63,4.54
4.63,4.62,4.65,4.55
4.55,4.74,4.83,4.55
4.75,4.67,4.75,4.67
4.70,4.55,4.70,4.50
4.48,4.37,4.57,4.35
4.40,4.33,4.40,4.26
4.29,4.17,4.29,4.02
4.06,4.40,4.45,4.01
4.39,4.36,4.43,4.17
4.30,4.40,4.58,4.30
4.47,4.51,4.51,4.30
4.51,4.36,4.51,4.26
4.32,4.37,4.42,4.29
4.37,4.26,4.39,4.25
4.23,4.36,4.38,4.23
4.30,4.57,4.57,4.21
4.47,4.30,4.47,4.21
4.38,4.36,4.40,4.15
4.42,4.28,4.45,4.26
4.25,4.27,4.31,4.15
4.34,4.50,4.50,4.17
4.40,4.35,4.40,4.28
4.27,4.26,4.40,4.26
4.40,4.30,4.45,4.16
4.39,4.39,4.44,4.32
4.39,4.35,4.39,4.29
4.24,4.25,4.30,4.21
4.26,4.24,4.26,4.20
4.27,4.26,4.27,4.21
4.22,4.29,4.30,4.22
4.32,4.27,4.32,4.25
4.28,4.28,4.30,4.27
4.29,4.27,4.30,4.24
4.23,4.23,4.28,4.20
4.22,4.24,4.24,4.20
4.21,4.15,4.21,4.05
4.12,4.23,4.28,4.12
4.14,4.19,4.23,4.14
4.24,4.29,4.32,4.23
4.30,4.30,4.30,4.30
4.20,4.14,4.30,4.14
4.22,4.18,4.22,4.16
4.15,4.18,4.19,4.14
4.10,4.25,4.25,3.76
4.20,4.05,4.20,3.77
4.07,4.02,4.09,3.98
4.04,4.04,4.08,4.04
4.04,4.04,4.04,4.01
4.03,4.05,4.09,4.03
4.04,3.97,4.04,3.85
3.90,4.01,4.03,3.88
4.00,4.01,4.02,4.00
4.02,4.05,4.10,4.01
4.11,4.04,4.11,4.01
3.95,3.98,4.05,3.94
3.84,4.00,4.00,3.84
4.02,4.02,4.06,4.02
4.08,4.05,4.08,4.00
4.00,4.00,4.03,4.00
3.92,4.00,4.02,3.92
4.03,4.02,4.05,4.02
4.02,4.05,4.05,3.95
4.06,4.00,4.06,4.00
4.02,4.04,4.06,3.92
4.04,4.01,4.04,3.95
4.02,4.05,4.06,3.97
4.08,4.09,4.10,4.04
4.04,4.08,4.08,4.00
4.09,4.09,4.10,3.93
4.08,4.08,4.08,4.01
4.08,4.15,4.30,4.04
4.15,4.17,4.26,4.13
4.14,4.23,4.24,4.11
4.09,4.05,4.28,4.05
4.06,4.14,4.19,4.00
4.05,4.11,4.20,4.00
4.15,4.08,4.23,4.06
4.01,4.19,4.22,4.01
4.13,4.17,4.22,4.08
4.09,4.19,4.24,4.09
4.13,4.20,4.20,4.13
4.19,4.20,4.23,4.17
4.21,4.05,4.23,4.05
4.05,4.05,4.05,4.05
4.05,4.05,4.15,4.05
4.20,4.11,4.22,4.11
4.10,4.14,4.20,4.10
4.20,4.20,4.20,4.20
4.23,4.18,4.23,4.16
4.15,4.12,4.23,4.12
4.05,4.07,4.07,4.05
4.02,4.05,4.10,4.02
4.06,4.22,4.22,4.02
4.17,4.15,4.17,4.11
4.15,4.11,4.15,4.10
4.11,4.05,4.16,4.05
4.05,4.05,4.06,4.05
4.07,4.08,4.23,4.06
4.23,4.10,4.23,4.10
4.10,4.10,4.10,4.08
4.10,4.07,4.10,4.07
4.05,4.05,4.10,4.05
4.05,3.98,4.05,3.95
3.99,4.04,4.09,3.95
4.05,4.07,4.10,4.05
4.05,4.23,4.25,4.05
4.07,4.05,4.09,4.01
4.10,4.06,4.15,4.05
4.05,3.96,4.05,3.96
3.95,3.91,4.00,3.90
3.92,3.91,4.01,3.91
3.91,3.90,4.00,3.90
3.83,3.85,3.91,3.80
3.90,3.88,3.90,3.84
3.83,3.85,3.85,3.80
3.80,3.88,3.98,3.80
3.96,3.90,3.97,3.90
3.90,3.92,3.93,3.80
3.92,3.80,3.92,3.80
3.78,3.83,3.85,3.78
3.84,3.71,3.84,3.65
3.80,3.69,3.80,3.65
3.70,3.70,3.71,3.70
3.70,3.74,3.74,3.65
3.80,3.77,3.80,3.67
3.69,3.63,3.78,3.63
3.65,3.65,3.65,3.65
3.64,3.72,3.73,3.64
3.72,3.70,3.74,3.65
3.70,3.65,3.75,3.55
3.72,3.72,3.72,3.65
3.75,3.78,3.87,3.67
3.75,3.71,3.85,3.65
3.71,3.71,3.84,3.71
3.71,3.78,3.80,3.70
3.84,3.70,3.84,3.61
3.70,3.76,3.84,3.59
3.69,3.47,3.70,3.47
3.54,3.66,3.69,3.54
3.63,3.69,3.77,3.53
3.68,3.70,3.84,3.50
3.75,3.74,3.75,3.74
3.74,3.80,3.84,3.64
3.80,3.93,3.95,3.80
3.83,4.08,4.09,3.83
4.08,4.23,4.23,3.95
4.23,4.16,4.26,4.15
4.15,4.27,4.27,4.07
4.27,4.26,4.29,4.25
4.23,4.26,4.28,4.23
4.21,4.38,4.38,4.21
4.38,4.38,4.42,4.33
4.36,4.46,4.49,4.36
4.37,4.61,4.61,4.36
4.63,4.61,4.69,4.50
4.60,4.47,4.61,4.43
4.35,4.37,4.52,4.30
4.33,4.28,4.35,4.12
4.35,4.36,4.40,4.30
4.42,4.37,4.42,4.30
4.37,4.22,4.38,4.22
4.32,4.30,4.43,4.30
4.25,4.18,4.33,4.16
4.21,4.28,4.33,4.21
4.24,4.00,4.25,4.00
3.94,3.87,4.04,3.87
3.88,3.86,3.88,3.83
3.94,3.93,3.94,3.83
4.02,4.00,4.05,3.98
3.90,4.00,4.00,3.90
3.95,3.95,3.95,3.83
3.96,3.98,3.98,3.96
3.96,3.96,3.96,3.96
3.96,3.99,4.00,3.96
3.93,3.99,3.99,3.93
4.00,4.00,4.00,4.00
3.98,3.99,3.99,3.98
3.98,3.92,3.98,3.92
3.85,3.84,3.96,3.84
3.94,3.93,3.94,3.93
3.94,3.91,3.94,3.91
3.91,3.91,3.91,3.91
3.93,3.94,3.94,3.88
3.95,3.94,3.95,3.94
3.94,3.90,3.94,3.90
3.95,3.96,3.99,3.95
3.88,3.96,3.96,3.88
3.87,3.80,3.87,3.75
3.76,3.75,3.92,3.75
3.88,3.72,3.88,3.72
3.70,3.50,3.81,3.50
3.59,3.54,3.89,3.47
3.60,3.53,3.60,3.43
3.62,3.67,3.72,3.48
3.58,3.67,3.67,3.58
3.63,3.68,3.69,3.63
3.68,3.69,3.69,3.67
3.64,3.80,3.87,3.56
3.84,3.89,3.89,3.64
3.85,3.74,3.92,3.74
3.92,3.85,3.92,3.78
3.75,3.77,3.84,3.75
3.87,4.00,4.00,3.85
3.80,3.80,3.82,3.80
3.90,3.82,3.91,3.80
3.86,3.68,3.87,3.68
3.67,3.90,3.95,3.51
3.90,4.10,4.19,3.70
4.04,4.11,4.21,4.04
4.06,4.26,4.26,4.06
4.23,3.95,4.24,3.95
3.89,4.02,4.09,3.89
3.94,4.10,4.10,3.77
4.09,4.11,4.28,4.00
4.00,4.12,4.17,4.00
4.18,4.04,4.18,4.04
4.04,3.85,4.04,3.77
3.85,3.85,4.04,3.85
3.95,3.90,3.99,3.89
3.89,3.88,3.99,3.64
3.77,3.90,3.93,3.77
3.90,3.88,3.97,3.82
3.79,3.87,3.87,3.74
3.78,3.79,3.87,3.76
3.87,3.79,3.87,3.79
3.70,3.94,3.97,3.70
3.90,3.85,3.92,3.85
3.85,3.79,3.87,3.79
3.77,3.90,3.95,3.69
3.83,3.83,3.93,3.74
3.92,3.81,3.95,3.80
3.90,3.89,3.97,3.85
3.85,3.88,3.98,3.76
3.85,3.89,3.89,3.84
3.88,3.76,3.88,3.76
3.86,3.80,3.95,3.73
3.80,3.85,3.93,3.80
3.85,3.84,3.85,3.70
3.79,3.84,3.96,3.79
3.86,3.90,3.96,3.86
3.87,3.87,3.98,3.82
3.85,3.90,3.90,3.85
3.88,3.78,3.88,3.78
3.85,3.81,3.85,3.70
3.70,3.91,3.91,3.70
3.89,3.89,3.89,3.89
3.74,3.93,3.93,3.73
3.86,3.79,3.88,3.75
3.78,3.51,3.89,3.48
3.62,3.66,3.72,3.62
3.61,3.72,3.78,3.61
3.76,3.78,3.78,3.74
3.71,3.81,3.81,3.70
3.81,3.91,3.91,3.79
3.90,3.90,3.91,3.89
3.84,3.93,3.93,3.83
3.83,3.95,3.96,3.83
3.97,3.97,3.97,3.89
3.98,4.08,4.08,3.84
4.04,4.10,4.14,4.00
4.12,4.06,4.13,4.02
3.92,3.89,4.03,3.74
3.98,4.02,4.09,3.98
4.04,4.01,4.08,3.94
4.00,4.00,4.10,3.95
4.02,4.02,4.09,4.00
4.00,4.10,4.10,3.96
3.99,3.90,3.99,3.89
3.91,3.80,3.91,3.80
3.80,3.76,3.89,3.65
3.89,3.81,3.89,3.75
3.83,3.89,3.93,3.75
3.92,3.88,3.93,3.83
3.81,3.82,3.91,3.81
3.93,3.94,3.94,3.89
3.93,3.90,3.93,3.84
3.80,3.80,3.80,3.80
3.81,3.80,3.95,3.80
3.85,3.80,3.87,3.80
3.81,4.00,4.15,3.81
4.09,4.00,4.14,4.00
4.04,3.95,4.04,3.86
4.01,3.87,4.09,3.87
3.86,3.85,3.96,3.85
3.87,3.82,3.87,3.80
3.86,3.80,3.86,3.80
3.75,3.82,3.87,3.75
3.82,3.82,3.82,3.82
3.80,3.80,3.91,3.76
3.80,3.80,3.80,3.80
3.85,3.96,4.03,3.85
3.95,3.99,4.01,3.95
3.95,3.99,3.99,3.94
3.91,3.92,3.92,3.90
3.90,3.90,3.90,3.90
4.00,4.05,4.06,3.99
4.05,4.03,4.05,4.00
3.97,3.96,3.99,3.93
4.00,4.00,4.06,3.95
4.00,3.99,4.00,3.99
4.05,3.96,4.06,3.96
3.93,4.00,4.00,3.82
4.00,4.01,4.03,3.85
3.92,3.87,4.02,3.87
3.89,3.87,3.90,3.87
3.86,4.00,4.00,3.86
3.90,3.88,3.98,3.85
3.96,3.96,4.00,3.95
3.89,3.90,3.96,3.80
3.81,3.87,3.90,3.80
3.84,3.90,3.90,3.79
3.83,3.77,3.94,3.77
3.80,3.79,3.85,3.77
3.77,3.74,3.87,3.74
3.75,3.75,3.75,3.75
3.80,3.73,3.80,3.73
3.73,3.76,3.81,3.65
3.88,3.70,3.88,3.69
3.66,3.73,3.87,3.66
3.67,3.80,3.84,3.65
3.77,3.81,3.84,3.72
3.80,3.79,3.84,3.77
3.77,3.85,3.85,3.69
3.70,3.81,3.81,3.68
3.74,4.05,4.05,3.74
3.97,3.90,4.00,3.87
3.96,3.98,3.98,3.96
3.96,3.90,4.00,3.89
3.85,3.85,3.85,3.85
3.91,3.99,3.99,3.91
3.99,3.99,3.99,3.99
3.99,3.99,3.99,3.99
4.01,3.95,4.02,3.95
3.87,3.94,3.94,3.87
3.95,4.00,4.00,3.89
4.00,4.04,4.04,4.00
4.04,3.91,4.04,3.91
3.93,3.96,4.00,3.93
3.98,3.94,3.98,3.94
3.87,3.95,3.95,3.74
3.95,3.95,3.95,3.95
3.89,3.93,3.93,3.89
3.93,3.89,3.95,3.89
3.85,3.90,3.93,3.85
3.84,3.90,4.00,3.84
3.96,3.93,3.98,3.85
3.92,3.99,4.09,3.83
4.09,4.05,4.10,3.90
4.08,3.94,4.08,3.93
3.93,3.94,3.94,3.93
3.91,3.94,3.96,3.90
3.90,3.92,4.00,3.90
3.90,3.86,3.90,3.85
3.93,3.91,3.93,3.90
3.87,3.98,4.01,3.85
3.90,4.05,4.15,3.90
4.10,3.85,4.10,3.85
3.85,3.83,3.85,3.80
3.85,3.95,4.05,3.85
3.85,3.95,4.05,3.85
3.85,3.99,4.00,3.85
3.90,4.00,4.00,3.90
3.90,3.95,4.00,3.90
3.94,3.95,4.00,3.85
3.95,3.95,4.00,3.95
3.85,4.00,4.00,3.85
3.95,3.95,3.95,3.95
4.05,4.00,4.05,4.00
4.00,3.95,4.05,3.90
4.00,4.05,4.05,4.00
4.05,4.20,4.20,4.03
4.25,4.25,4.25,4.20
4.20,4.50,4.50,4.20
4.50,4.45,4.50,4.45
4.50,4.50,4.50,4.30
4.40,4.35,4.40,4.25
4.35,4.40,4.45,4.35
4.40,4.30,4.45,4.30
4.30,4.25,4.35,4.25
4.25,4.25,4.25,4.05
4.24,4.15,4.25,4.15
