MCK,McKesson Corporation Common Stock,NASDAQ
113.28,110.79,113.43,110.42
111.84,110.97,112.88,110.53
110.57,111.55,111.97,109.82
112.04,110.70,112.04,110.56
111.51,115.54,115.66,110.80
115.83,115.57,117.21,115.37
115.64,114.50,115.99,114.50
115.77,116.18,116.78,115.30
115.98,114.28,116.08,113.82
113.82,114.62,114.87,113.26
115.70,115.73,115.78,114.64
116.00,115.94,117.05,115.79
116.50,116.01,117.25,115.92
116.07,116.89,117.66,114.72
118.00,118.23,118.50,117.77
118.46,118.64,118.74,117.55
118.96,119.51,119.53,118.34
119.40,118.30,119.56,117.97
118.42,118.06,118.62,117.63
118.39,118.48,119.06,118.01
118.13,118.65,118.94,117.53
118.70,118.56,119.40,118.32
118.78,118.12,118.78,117.61
118.59,118.46,118.74,117.74
118.25,118.58,118.69,117.27
121.00,124.85,126.36,121.00
124.36,124.08,124.49,122.84
123.94,123.43,124.44,123.12
123.33,122.66,124.00,121.79
123.26,123.51,123.88,122.62
123.06,123.42,123.89,122.62
122.90,123.46,124.07,122.24
123.54,123.57,123.81,122.45
123.43,123.09,123.70,122.58
123.91,124.43,124.65,123.28
124.28,124.21,124.59,123.27
123.98,122.87,124.04,122.56
123.00,123.54,123.86,122.59
123.61,123.39,123.98,123.20
122.82,122.21,123.10,121.60
121.92,121.82,122.79,121.60
121.55,121.63,122.40,121.52
121.64,122.52,122.98,121.55
122.41,122.08,123.08,121.98
122.13,122.92,123.12,122.00
122.94,122.95,123.16,122.00
123.28,122.38,123.28,122.28
122.04,120.85,122.04,120.51
120.61,121.20,121.84,120.26
120.65,121.56,122.35,120.17
121.74,121.41,122.21,120.78
122.77,122.52,124.11,121.79
122.69,123.00,123.41,122.08
122.79,122.94,123.45,122.53
122.98,123.57,124.46,121.38
123.74,124.25,124.55,123.32
125.00,125.92,125.94,124.54
125.97,127.70,127.70,125.59
127.80,128.60,129.62,127.80
128.54,128.70,128.92,128.00
130.03,129.78,130.45,129.43
129.83,131.08,131.41,129.78
131.21,131.61,131.89,129.58
132.20,132.01,133.33,131.61
131.90,131.27,132.62,130.78
131.07,129.50,131.34,129.20
129.11,127.91,129.72,127.45
128.83,128.48,129.98,128.40
128.58,128.44,129.05,127.90
128.19,129.29,129.77,128.04
128.40,128.30,128.69,127.95
128.97,131.52,131.82,128.97
131.12,130.55,131.18,129.54
129.87,129.57,130.04,128.84
130.00,131.87,132.02,129.46
131.24,129.63,131.30,129.57
137.50,133.72,138.43,133.38
134.05,133.48,134.67,132.83
134.56,137.88,138.03,134.56
137.88,138.31,139.00,137.23
137.92,138.69,138.78,136.69
138.25,137.95,139.36,137.39
139.07,140.79,141.19,139.00
140.33,142.82,142.91,140.14
143.47,141.45,143.86,140.76
141.50,141.02,142.09,140.43
136.35,142.13,143.23,135.68
142.51,143.05,145.04,141.21
154.60,150.00,155.00,147.61
151.81,154.99,156.27,151.05
152.88,153.28,153.90,152.06
153.45,155.87,155.95,153.29
156.26,156.04,157.35,155.33
156.16,156.34,158.38,155.31
156.29,159.44,159.57,156.00
159.42,159.72,159.79,158.50
159.61,158.92,159.71,158.42
158.97,156.46,158.99,154.02
157.48,156.29,158.00,155.80
156.05,158.56,158.63,155.91
158.80,158.90,159.50,157.78
158.45,157.89,159.67,156.85
157.31,157.89,157.90,156.46
157.87,159.46,159.77,155.92
159.65,160.15,160.61,159.03
161.34,158.78,161.60,158.58
159.00,159.21,159.68,157.38
159.67,158.39,159.93,157.83
159.21,160.90,161.17,158.39
160.90,163.61,164.00,160.43
163.95,165.14,166.05,163.61
164.97,164.35,165.39,163.58
165.10,165.50,165.59,163.77
165.73,165.89,166.57,165.25
165.89,164.67,166.25,164.18
163.10,163.87,164.78,162.57
163.52,162.74,165.18,161.97
162.56,159.98,163.20,159.78
161.64,162.81,163.08,160.72
163.43,163.03,164.63,162.85
159.86,159.94,161.67,157.00
157.32,158.34,160.69,157.32
157.64,156.75,158.46,156.00
157.56,157.39,157.96,156.03
157.93,157.46,158.46,157.11
157.63,158.42,158.76,156.82
159.58,161.03,161.06,156.81
160.08,160.59,160.68,158.50
160.82,161.50,162.65,160.64
161.52,160.40,161.94,158.31
160.84,160.27,160.84,159.26
160.51,161.37,161.62,160.13
161.71,160.98,161.99,160.15
160.95,160.69,161.28,159.98
161.34,161.40,162.03,160.59
160.85,160.16,160.99,159.45
160.25,160.71,162.10,160.11
166.11,160.26,166.54,159.91
160.74,161.83,163.34,160.07
166.00,169.81,173.08,165.60
175.44,175.33,177.00,174.20
175.63,175.44,175.86,174.32
175.03,167.14,175.37,160.21
167.50,167.47,169.00,164.36
167.61,167.32,168.13,165.81
167.45,168.56,169.08,167.25
168.87,168.12,169.08,167.25
168.71,168.55,170.00,167.60
168.60,169.68,170.39,167.29
174.14,172.37,174.30,170.90
176.17,173.72,177.50,172.53
173.38,172.98,175.24,171.77
172.53,175.26,175.65,172.50
173.62,173.28,175.00,172.69
175.63,177.23,177.48,175.06
176.00,174.41,177.00,173.65
174.69,171.00,174.88,169.91
171.00,169.44,171.25,168.81
168.59,168.62,169.20,167.02
169.05,172.40,173.08,168.02
172.25,174.99,175.00,171.86
174.52,172.77,174.99,171.88
172.49,175.05,175.26,171.56
174.61,174.95,176.37,173.74
174.50,175.67,175.85,174.07
175.66,175.60,176.33,175.01
176.71,177.48,179.00,175.73
178.00,177.66,179.40,176.35
177.44,177.58,178.61,176.00
177.63,176.35,178.33,176.17
176.45,176.32,178.11,176.29
176.46,176.73,177.97,176.31
176.68,174.78,177.28,174.30
174.78,174.43,175.11,173.47
174.75,177.05,178.36,174.17
175.34,176.05,176.98,174.92
178.02,180.80,181.37,177.73
181.72,181.96,182.54,179.60
182.29,182.58,184.05,181.61
182.98,182.40,183.51,181.43
182.35,180.50,182.57,179.15
180.99,182.37,183.50,180.60
182.27,183.65,183.72,180.49
184.09,183.65,185.93,183.28
183.06,180.81,183.88,180.44
181.22,181.92,183.12,180.80
181.89,183.17,183.44,181.19
182.87,181.91,183.63,180.95
181.90,185.35,185.68,181.84
186.93,180.85,188.02,180.75
181.14,177.54,181.51,176.56
177.72,176.47,178.93,174.51
177.51,173.84,178.25,173.84
173.29,173.10,174.69,171.59
173.49,175.42,175.72,173.26
176.59,176.57,177.96,175.97
177.26,176.04,178.21,174.26
176.18,175.75,176.83,174.62
175.68,173.75,176.31,173.32
174.11,170.87,175.50,170.77
171.64,167.59,172.33,165.33
168.16,168.71,169.99,167.34
168.60,172.97,173.03,167.80
173.05,167.47,173.21,166.72
165.99,164.68,167.65,162.90
165.80,167.47,168.65,165.25
167.52,168.31,168.48,164.34
169.73,170.00,170.96,168.34
169.49,170.98,172.26,169.05
170.49,171.95,172.42,169.94
172.20,171.00,173.37,170.94
171.24,170.63,171.69,170.16
171.42,170.46,172.30,170.33
170.47,167.85,170.81,167.62
167.64,167.45,170.42,166.30
167.53,168.47,169.53,166.95
168.37,169.19,169.25,167.56
166.97,168.20,170.00,164.58
168.50,167.01,169.27,166.66
165.83,168.71,169.10,165.40
167.97,166.84,168.44,166.81
166.55,166.42,167.85,165.68
166.79,166.72,167.51,165.53
165.96,171.00,171.03,165.77
172.03,174.23,174.30,171.71
180.00,180.00,181.00,177.57
178.25,178.20,179.75,177.34
177.40,177.57,178.07,176.27
176.51,178.21,178.35,175.83
177.80,180.68,181.24,177.73
180.54,179.84,181.26,178.88
180.26,183.27,183.68,180.23
183.57,183.59,185.41,182.95
184.12,183.75,184.41,182.75
183.26,183.37,184.14,182.62
182.50,182.72,184.38,181.09
183.11,188.57,188.77,182.62
188.44,189.64,189.74,187.40
189.84,189.83,190.26,188.81
190.00,191.63,192.03,189.15
191.13,189.75,191.50,188.54
190.28,188.66,190.59,188.52
189.50,188.73,189.65,188.10
188.57,186.69,189.45,186.63
185.96,185.59,187.08,184.53
184.99,187.16,187.48,184.02
186.28,183.27,186.83,182.33
183.34,182.61,184.05,182.01
182.72,182.55,183.47,181.74
181.79,184.66,185.04,181.28
184.55,185.25,185.70,182.48
185.96,185.29,186.88,183.98
185.46,185.49,186.48,184.00
184.83,186.20,186.68,184.10
181.70,184.43,186.71,181.70
184.49,187.35,187.97,183.39
187.48,188.09,188.95,187.41
188.22,188.92,189.26,187.87
189.00,186.21,189.05,185.77
186.50,189.46,190.15,185.93
189.00,189.44,190.71,188.83
189.41,190.00,190.24,188.46
189.93,189.61,190.73,188.84
189.11,188.00,189.99,185.66
188.34,189.70,190.01,187.28
188.19,188.99,189.83,187.25
188.99,188.97,189.28,187.57
190.00,190.41,190.66,188.92
189.96,188.77,190.35,188.01
189.60,188.42,189.60,187.18
188.28,188.71,190.49,188.02
188.92,191.45,191.52,188.20
191.23,188.45,191.23,188.05
188.77,190.80,191.05,188.70
190.70,190.68,191.47,189.78
193.52,193.58,194.80,191.66
193.20,191.80,195.20,191.49
191.82,191.42,191.99,189.77
191.66,191.09,192.61,190.54
191.57,191.25,192.39,190.38
193.15,191.86,195.89,191.47
193.01,195.43,195.53,190.24
196.04,193.67,196.44,191.70
192.10,191.81,193.50,190.99
191.07,190.44,192.98,189.82
190.75,186.58,190.97,185.84
186.86,189.83,189.98,186.33
190.12,191.29,192.56,190.11
190.02,188.17,191.26,187.88
189.53,189.75,190.58,188.82
190.42,192.14,192.31,190.42
192.74,191.15,193.49,189.78
191.58,192.12,192.55,190.69
192.18,194.19,194.58,192.04
193.70,193.59,194.50,193.00
193.86,193.45,194.42,192.95
193.56,192.00,193.94,191.63
193.11,193.91,194.70,192.07
193.81,193.77,194.25,193.01
194.11,192.04,194.11,191.42
191.33,193.05,193.38,191.33
193.99,195.03,195.11,192.97
195.00,195.31,195.32,193.02
196.88,194.98,197.13,194.28
195.40,195.66,197.00,194.83
195.55,198.34,198.34,195.12
198.40,199.63,200.00,198.25
199.60,196.49,199.98,196.28
197.24,195.53,197.24,195.18
195.15,193.67,195.55,193.02
194.00,192.46,194.38,191.95
193.10,191.78,193.24,191.01
191.48,195.30,195.46,190.30
195.30,195.54,196.18,193.95
195.61,196.00,197.00,195.01
197.34,195.79,197.60,195.68
194.84,194.31,195.30,193.25
196.05,194.69,196.05,193.21
195.10,197.29,197.46,194.66
196.52,194.01,196.75,193.55
194.16,194.80,195.32,193.16
193.91,196.52,196.84,193.62
196.50,194.67,197.34,194.35
194.92,192.57,194.99,191.95
192.79,194.85,196.22,192.41
196.33,199.60,200.92,195.52
200.05,196.62,200.30,196.03
195.05,193.66,195.98,193.62
194.88,199.73,199.82,194.35
199.59,195.82,199.97,195.76
195.92,193.97,198.24,193.95
194.02,189.67,194.02,189.61
189.99,188.62,190.97,185.89
186.41,185.02,187.09,178.28
181.66,185.32,187.39,181.56
188.13,191.23,192.29,187.51
190.31,193.09,193.26,190.31
194.75,196.93,198.05,194.75
197.40,195.57,197.89,195.37
198.15,198.75,199.93,197.30
198.60,200.83,201.35,198.03
201.41,202.70,203.36,200.83
202.51,201.20,204.83,198.76
196.03,198.45,201.83,195.00
198.69,203.48,204.29,197.82
206.59,203.41,206.91,203.19
204.00,203.39,204.95,202.68
203.45,203.35,204.53,201.65
204.98,201.60,205.95,200.49
202.09,202.66,203.17,200.45
202.05,199.32,202.17,198.19
199.96,201.28,201.70,198.16
201.33,203.12,203.15,200.16
202.35,203.13,203.76,201.46
202.67,204.82,205.00,202.67
204.14,205.25,205.32,203.16
204.05,204.38,205.84,203.30
204.38,207.99,208.00,203.53
207.03,206.27,208.00,204.93
204.72,205.00,207.15,203.64
206.43,205.17,207.82,204.09
205.57,209.72,209.84,205.56
209.38,208.94,209.45,207.69
208.94,208.24,209.30,207.05
208.38,210.76,211.25,208.28
210.36,208.80,210.36,207.74
208.54,210.71,211.33,208.50
210.61,211.50,211.92,209.79
211.73,211.82,212.75,209.90
212.00,212.63,212.90,210.90
212.72,212.78,214.37,211.47
210.07,210.29,212.78,208.36
210.76,208.12,211.39,207.93
209.44,209.59,212.11,209.01
208.85,205.33,209.58,205.30
205.80,206.40,208.11,204.80
205.41,201.42,208.10,201.31
202.24,205.28,206.43,202.01
207.75,211.97,211.97,207.08
213.13,211.12,214.25,209.67
211.47,211.60,213.19,210.32
211.78,209.21,212.80,208.75
209.44,209.79,210.82,208.84
210.00,210.15,211.48,209.91
209.21,210.18,211.20,209.17
210.30,209.61,211.38,209.44
210.53,207.58,211.35,207.39
209.06,207.20,209.93,205.72
206.35,208.90,210.23,206.05
209.00,208.42,212.00,206.83
210.21,214.75,215.19,209.45
216.20,217.20,218.05,215.01
217.48,216.67,218.14,216.26
217.75,214.66,217.93,213.85
217.18,214.65,218.24,213.00
213.14,213.53,215.32,212.50
213.53,211.30,214.31,211.21
210.52,213.98,214.23,209.12
216.06,214.87,216.06,212.14
213.76,215.23,216.17,213.44
215.00,218.89,219.00,213.19
218.86,217.67,219.68,217.47
217.11,218.94,219.05,215.76
217.65,217.71,219.07,215.70
219.06,217.94,222.93,217.61
217.55,219.53,219.75,216.35
218.65,212.65,219.14,212.22
212.83,214.83,214.90,210.63
215.25,213.13,216.11,209.00
212.43,210.84,213.78,210.66
212.47,215.86,217.29,212.34
220.98,222.76,225.06,218.75
221.02,218.26,221.22,215.78
220.08,222.45,222.91,218.98
221.63,223.73,225.00,221.33
225.00,224.77,225.00,222.95
223.76,224.89,224.98,222.58
224.71,226.05,226.79,224.33
225.84,225.64,226.49,224.01
225.27,225.35,227.03,224.25
224.94,229.16,229.30,224.60
229.50,229.82,230.32,228.56
229.82,230.20,231.03,229.16
230.65,229.60,231.55,229.51
228.96,229.46,231.23,228.50
229.15,228.70,231.14,228.35
228.70,228.22,230.39,227.63
228.67,227.69,228.93,225.60
227.35,227.67,228.46,224.88
228.74,229.20,230.02,227.93
228.74,224.60,228.74,224.09
225.00,225.35,225.89,222.59
223.43,220.85,223.87,218.00
221.45,222.18,223.00,220.74
223.39,225.08,225.34,223.32
224.70,224.64,226.29,223.13
226.36,229.54,230.12,225.68
228.05,228.20,228.87,226.19
227.52,228.94,229.58,226.20
228.72,225.75,228.95,224.37
228.12,229.94,230.21,226.15
230.22,230.26,232.69,229.26
229.88,228.40,231.27,228.30
228.26,225.52,230.23,225.52
225.14,226.05,229.22,223.62
225.59,226.11,227.86,225.10
228.00,229.14,229.50,226.79
228.30,226.20,230.29,226.20
226.03,222.71,226.51,221.26
222.60,223.52,224.92,222.06
222.02,224.43,225.70,222.02
225.14,221.84,225.87,221.62
221.63,222.49,222.52,219.51
222.57,223.28,224.48,221.68
222.96,224.34,224.90,222.67
224.43,223.97,226.74,223.95
224.19,226.01,226.26,222.49
226.56,225.66,227.88,225.24
226.00,226.57,227.61,224.86
225.15,228.03,228.41,223.36
229.02,229.23,231.43,228.50
230.75,231.29,231.64,229.92
231.23,231.27,231.90,230.37
229.65,229.11,230.26,227.45
229.21,229.20,230.57,227.79
230.56,227.17,230.80,226.80
226.88,228.52,228.60,224.20
227.00,225.40,228.97,224.85
225.72,223.40,228.70,222.72
224.33,224.94,225.50,222.42
225.41,225.90,227.13,225.03
225.24,222.78,225.79,222.24
222.47,222.90,223.93,221.04
223.10,223.82,224.92,222.49
226.07,229.08,229.57,225.28
228.86,228.54,230.33,227.67
227.67,229.55,230.03,226.13
232.97,232.38,236.00,231.77
234.05,239.48,239.58,233.82
239.40,239.93,240.90,239.14
240.44,242.75,242.89,239.97
243.61,242.60,243.61,242.00
242.35,241.80,243.44,240.99
241.01,239.44,241.42,238.46
239.45,240.61,241.74,239.00
239.44,237.86,240.90,237.06
237.50,239.20,239.62,237.10
238.34,237.84,239.60,237.31
238.89,237.23,239.45,237.04
237.43,238.27,239.19,235.57
237.90,236.62,239.08,235.34
236.65,237.02,237.93,235.60
235.94,234.72,237.06,234.02
234.52,235.45,235.61,233.01
235.00,233.42,236.00,233.42
234.02,234.00,234.60,232.76
234.04,235.95,236.20,232.90
237.80,237.61,238.99,237.06
237.42,235.12,237.61,234.96
233.83,233.77,235.02,232.67
234.03,234.44,235.00,233.04
235.00,233.76,235.98,233.08
233.41,236.04,236.44,233.28
235.70,235.85,236.91,235.52
237.54,235.76,238.50,235.57
236.43,235.54,236.48,234.19
235.00,230.53,235.76,230.52
230.75,229.33,232.13,228.82
230.11,227.92,230.47,227.63
226.09,224.28,227.82,224.19
225.80,224.81,226.14,223.00
226.90,225.78,227.25,225.01
226.79,224.26,227.15,223.00
222.25,224.58,225.18,221.62
225.64,228.23,228.32,223.77
226.55,224.52,227.36,224.22
227.39,226.90,228.06,226.25
230.00,229.56,230.13,228.65
231.73,231.43,231.99,229.45
231.64,233.83,233.86,230.16
233.70,234.44,235.19,230.96
236.31,235.02,236.86,234.21
234.42,234.46,235.68,233.26
235.24,234.55,235.24,233.25
234.96,232.49,234.98,230.57
232.44,235.13,235.23,232.06
235.06,229.48,235.09,229.01
230.10,226.66,230.40,226.24
225.71,224.76,226.62,224.19
226.22,226.74,226.97,223.75
227.32,226.85,227.63,224.06
221.48,217.36,222.81,215.60
218.10,220.57,220.73,216.97
221.54,223.48,223.63,220.57
223.25,222.91,224.19,222.01
224.73,223.40,224.73,222.14
223.33,218.39,223.60,218.23
218.13,216.14,218.37,213.73
217.62,217.34,219.00,216.17
216.35,215.52,217.13,213.54
213.94,215.18,215.63,212.04
215.21,214.29,216.39,214.20
214.24,215.28,215.52,213.17
214.24,216.29,216.40,212.39
215.79,215.51,216.42,213.86
213.89,215.51,216.91,212.88
213.43,210.49,214.23,210.33
208.59,202.53,209.49,202.12
191.87,197.80,202.28,160.10
203.47,188.44,204.90,188.16
194.49,197.89,198.37,188.93
200.36,198.87,201.25,195.43
199.00,200.80,201.01,198.01
200.80,197.58,203.20,197.00
195.00,195.78,199.03,193.03
198.52,197.00,200.01,195.74
198.20,194.97,199.52,194.16
193.23,192.82,194.56,189.95
196.35,195.39,196.82,193.60
197.33,192.85,198.90,192.59
192.60,195.11,196.26,190.97
194.22,197.64,197.75,194.15
198.03,196.61,198.31,195.41
197.36,200.41,200.74,195.67
202.68,204.24,205.00,201.13
204.02,204.70,207.49,202.66
203.79,203.73,208.03,202.05
203.88,201.30,206.63,200.70
198.86,198.98,199.40,195.82
198.77,198.22,199.93,197.09
196.78,197.24,198.11,193.49
198.26,192.23,198.85,191.34
191.61,184.26,192.30,182.70
185.16,184.77,187.16,183.23
185.88,185.03,187.22,182.66
184.76,186.07,186.24,183.02
184.20,186.54,186.55,182.18
187.24,189.71,190.39,185.97
189.56,184.00,189.67,182.60
184.49,184.98,185.61,182.61
184.42,186.29,187.03,183.39
186.21,189.95,190.40,186.10
189.79,190.61,191.30,189.21
190.53,191.91,194.36,190.09
191.32,189.78,193.20,188.96
190.25,193.75,193.99,189.89
194.92,195.21,195.93,193.21
194.58,194.85,196.68,193.83
194.95,189.33,195.22,188.62
190.32,186.62,190.39,184.23
187.65,181.44,188.02,177.55
182.72,186.96,187.40,182.42
186.70,189.54,189.80,185.57
189.05,181.68,192.32,169.00
181.75,182.41,182.85,176.00
187.14,186.25,188.00,180.40
186.18,178.80,186.18,178.02
179.91,180.64,183.23,179.11
180.67,183.37,183.51,178.80
182.83,181.90,183.98,179.27
181.83,185.94,186.25,180.86
188.48,183.75,189.37,181.44
183.18,183.13,184.28,180.51
183.44,184.66,185.42,181.54
185.05,183.47,185.84,182.92
183.00,180.10,184.98,179.97
179.49,179.89,182.41,179.49
179.89,182.35,182.60,179.02
182.79,185.48,187.00,180.51
185.60,189.27,189.56,184.68
187.50,185.36,188.89,184.65
186.47,189.68,190.00,186.03
189.93,189.70,190.11,188.57
188.17,189.80,190.29,188.17
189.61,189.57,190.62,188.95
189.84,190.36,191.91,188.53
190.35,189.35,191.00,189.05
190.15,191.25,191.43,189.07
191.46,189.99,193.12,189.51
190.05,190.30,191.98,187.08
191.00,190.54,192.36,189.71
190.60,188.98,190.88,187.08
187.50,188.91,190.11,185.92
187.85,187.06,190.77,185.99
188.00,190.48,191.41,186.03
188.72,190.21,191.01,188.54
190.35,190.58,191.43,188.57
192.24,187.15,193.00,186.76
188.42,190.72,191.16,185.94
191.04,190.02,192.15,189.87
189.36,193.40,195.64,188.72
194.38,195.30,195.70,193.01
195.48,197.30,197.55,194.60
197.89,200.50,200.89,197.39
199.61,199.41,200.30,199.01
199.41,200.27,200.92,198.64
201.86,200.32,202.20,199.88
200.55,198.74,201.49,198.17
198.53,197.23,200.57,197.22
193.59,194.67,195.66,192.86
195.17,195.50,196.84,194.60
191.87,193.10,193.71,191.33
189.75,187.81,190.33,187.67
188.47,182.39,189.39,182.00
168.99,163.55,170.78,161.80
164.78,164.01,166.64,163.12
163.88,157.84,165.96,156.31
157.64,164.78,166.20,157.55
161.52,165.00,165.15,158.80
166.49,169.44,169.98,165.03
166.74,170.00,170.64,162.34
170.00,170.45,172.50,168.60
172.30,170.18,173.64,169.57
170.75,170.17,172.91,169.80
171.72,170.99,171.72,167.04
169.96,166.92,171.45,166.13
154.79,160.12,170.85,152.22
160.49,160.98,163.06,157.62
159.80,159.27,160.45,156.32
158.14,155.00,159.95,155.00
156.49,152.37,156.98,149.24
151.74,153.81,157.78,149.55
152.04,154.36,156.39,150.83
153.23,151.46,153.66,149.28
149.94,150.38,153.18,148.29
150.94,152.99,155.30,150.52
150.71,150.03,152.06,148.54
151.52,151.03,152.18,148.75
152.00,152.59,153.64,150.64
154.04,155.57,157.91,154.00
155.15,155.96,156.69,154.89
155.72,154.27,155.72,153.16
155.55,156.43,156.73,154.72
156.00,153.99,156.14,153.80
153.29,154.67,155.22,151.93
155.94,155.37,156.83,153.51
156.00,156.78,158.68,154.56
156.56,155.62,157.98,155.28
154.68,156.65,156.65,154.42
156.33,158.69,161.74,155.89
158.16,162.70,163.04,157.66
162.59,162.77,164.92,162.42
162.00,163.04,163.96,161.66
162.08,158.80,162.63,157.56
160.00,161.88,163.52,159.33
162.67,161.12,163.66,159.68
162.13,166.40,166.75,161.83
166.38,164.99,167.13,163.96
162.81,157.30,163.29,156.79
156.59,156.00,158.17,155.23
155.00,151.69,155.70,149.60
152.00,158.31,160.04,151.55
157.96,156.86,158.69,155.37
156.37,156.61,157.44,155.00
157.00,155.03,158.06,154.89
154.02,157.29,158.40,153.94
157.29,156.53,157.93,155.32
156.55,158.87,159.01,155.88
159.00,157.73,159.99,157.54
157.96,157.25,159.84,157.11
156.75,157.41,157.90,155.57
157.24,158.21,161.78,157.00
156.37,154.69,157.56,154.33
155.28,163.21,163.42,155.16
162.34,161.25,163.06,159.84
162.24,162.20,163.34,160.80
162.24,162.38,163.52,161.14
162.94,164.33,165.21,162.35
164.42,167.50,167.69,163.35
166.95,168.59,169.47,165.51
169.09,172.77,172.80,168.66
171.91,174.00,174.43,170.84
174.44,175.84,176.38,173.72
176.40,177.54,178.45,175.01
177.65,178.03,178.87,177.11
178.65,178.25,179.30,176.67
178.16,177.16,178.50,175.55
177.34,177.17,178.69,176.96
177.19,177.93,178.54,176.45
176.50,169.33,176.61,169.13
168.44,167.82,169.23,166.41
167.80,168.43,168.85,166.85
166.75,168.15,170.07,166.39
167.59,165.01,168.10,164.39
171.80,172.70,178.50,169.48
171.51,168.86,173.13,166.93
169.52,172.22,172.97,169.39
173.47,170.31,173.72,169.26
169.53,168.89,171.97,168.70
169.27,167.30,170.04,166.23
166.92,165.93,168.26,165.49
169.01,172.53,173.49,168.58
172.13,173.51,175.38,170.24
172.25,179.89,181.15,172.25
179.54,180.96,183.93,178.40
181.79,182.29,182.88,180.13
179.88,178.65,181.57,178.28
179.00,182.77,183.81,178.26
182.94,182.92,185.58,182.14
182.43,179.57,183.32,179.47
179.51,181.22,182.21,179.03
181.40,183.14,183.37,180.51
181.72,184.81,185.51,180.65
184.93,187.79,187.98,184.63
187.10,186.46,188.43,185.91
186.64,187.17,187.69,185.78
186.96,184.97,187.59,184.82
185.18,187.74,188.02,183.70
187.41,186.88,187.99,185.68
185.29,185.47,186.54,184.64
185.67,183.64,186.56,183.47
183.00,181.55,183.59,180.37
182.53,180.93,183.49,180.60
179.00,179.75,180.20,176.61
179.92,177.78,180.38,176.88
179.94,179.87,181.43,179.30
180.89,179.27,181.00,178.92
179.07,181.53,182.72,179.02
183.36,184.00,184.81,182.93
177.37,177.07,179.20,176.27
174.75,172.63,175.50,171.16
174.37,176.58,177.86,174.37
179.94,183.34,184.06,178.35
183.49,186.65,186.76,182.54
187.02,188.10,190.36,186.83
186.76,187.48,188.10,186.05
186.90,191.88,192.11,185.43
191.88,191.20,193.60,190.08
192.33,192.79,193.37,191.87
192.72,193.45,193.90,191.90
193.99,195.47,197.00,193.85
196.52,197.41,198.06,195.68
198.88,198.03,199.43,197.51
198.68,197.14,199.05,196.22
197.30,197.70,197.93,196.07
196.59,197.97,198.73,196.52
198.04,198.44,199.27,197.85
198.44,196.50,198.94,195.92
196.78,196.57,196.96,195.82
195.89,196.01,196.11,194.05
195.42,196.28,196.98,195.00
196.25,196.92,197.91,195.05
191.31,193.44,196.91,190.88
192.79,194.56,195.13,191.20
195.20,192.09,195.38,191.73
192.17,193.53,195.01,191.84
193.04,195.14,195.31,192.94
194.64,194.48,195.35,193.50
195.06,194.66,196.63,194.52
194.95,195.10,195.35,193.79
195.41,196.29,196.92,195.18
196.29,195.65,196.49,194.95
196.53,196.62,196.86,195.29
196.28,195.24,196.50,194.45
195.35,196.12,197.08,195.10
195.46,195.01,196.08,194.85
195.08,195.78,196.02,193.58
195.34,194.43,195.95,194.22
193.78,193.85,194.77,192.97
193.75,193.65,193.94,192.85
194.22,192.75,194.66,192.68
192.78,189.05,193.58,188.64
187.04,183.30,187.90,182.01
183.69,182.79,184.11,181.82
183.16,183.90,184.33,182.61
183.49,183.03,183.86,182.25
183.03,184.62,184.84,182.11
184.72,183.27,184.72,182.13
184.04,182.98,184.44,182.67
183.50,184.69,185.02,182.41
184.00,184.96,186.28,184.00
184.52,183.04,185.21,182.88
181.43,176.09,181.82,176.02
175.22,180.47,181.53,175.11
178.49,175.84,179.45,174.77
175.59,167.70,176.36,167.35
167.84,168.97,169.84,163.97
168.24,166.16,168.66,164.02
165.97,165.00,166.69,164.48
165.13,164.80,166.20,164.36
165.40,166.40,166.78,164.30
167.10,168.12,168.89,167.06
167.95,167.08,169.00,166.13
166.01,165.18,166.82,165.03
165.18,166.36,167.01,165.18
166.23,166.62,167.34,165.63
165.97,164.42,166.21,164.21
164.97,166.75,167.21,163.57
166.22,165.38,166.26,164.85
165.95,165.66,166.78,165.20
166.04,165.67,166.35,164.64
164.84,164.75,164.97,163.28
165.39,165.82,166.90,164.26
166.17,165.33,166.73,164.79
165.00,163.63,165.74,163.51
164.31,162.54,165.44,162.37
161.63,162.07,162.90,160.88
162.69,161.00,163.23,160.95
161.21,160.65,161.32,159.81
162.37,162.10,163.12,161.82
162.10,161.12,162.77,161.07
161.01,161.95,162.56,160.80
161.14,161.03,162.12,160.56
161.97,160.27,162.76,160.24
160.13,158.50,160.24,158.25
157.97,158.57,158.93,155.93
158.99,160.50,161.65,157.54
129.80,124.11,130.84,114.53
123.99,127.17,128.58,123.75
127.17,129.27,130.15,126.30
129.53,135.83,136.85,129.53
137.01,129.59,138.86,129.33
130.06,130.76,133.86,129.27
132.74,134.51,135.26,131.99
131.63,130.51,133.32,130.18
141.30,141.68,151.77,135.19
143.77,147.49,148.42,143.72
146.74,143.03,147.95,141.35
139.45,143.69,145.41,139.02
143.60,142.87,144.44,142.16
142.47,141.48,143.36,141.38
141.40,141.48,142.40,140.94
141.70,140.05,142.09,139.80
140.56,141.35,142.20,140.13
141.63,141.33,142.63,140.16
138.68,141.27,141.62,137.84
141.37,143.07,143.15,140.51
142.39,143.11,144.05,142.13
142.70,141.25,143.45,141.16
141.58,143.81,145.09,141.40
143.44,143.08,144.68,142.65
143.88,143.56,144.92,143.04
143.92,145.00,146.35,143.05
