RNR,RenaissanceRe Holdings Ltd. Common Stock,NASDAQ
86.57,85.50,86.79,85.13
84.79,84.23,85.12,84.00
84.64,83.39,84.68,83.07
82.89,84.18,84.47,82.50
85.03,84.16,85.03,84.14
84.77,84.91,85.12,84.47
85.40,86.20,86.33,85.25
85.96,86.79,86.95,85.61
86.83,87.27,87.81,86.69
87.47,85.69,87.77,85.40
85.33,85.24,85.81,84.82
85.40,86.34,86.34,84.86
86.43,86.31,86.77,86.08
85.60,85.90,86.64,85.60
85.90,86.98,87.04,85.55
87.58,88.13,88.17,87.48
88.38,88.75,89.04,87.81
88.61,88.96,89.37,88.39
88.88,88.12,89.39,88.04
88.23,88.22,88.43,87.99
88.44,88.92,89.06,88.21
88.64,88.57,89.04,88.33
88.65,88.82,88.86,87.99
88.63,86.90,88.88,86.87
87.34,86.94,87.79,86.41
87.10,87.40,87.84,87.07
87.90,88.35,88.53,87.17
88.47,88.31,88.75,87.91
88.66,88.16,89.54,87.96
88.49,86.97,88.55,86.74
87.36,86.12,87.98,86.00
86.14,86.48,86.71,85.86
87.68,85.94,87.68,85.71
85.62,85.09,85.95,84.97
84.77,84.79,85.57,84.52
84.97,84.01,85.41,83.88
84.00,84.76,84.93,83.19
84.74,84.58,85.11,83.85
84.83,86.11,86.12,84.37
86.01,85.84,86.25,85.77
85.35,84.94,85.72,84.92
85.06,85.33,85.84,84.80
85.32,85.19,85.64,85.12
85.20,85.71,86.14,85.07
85.48,85.62,86.17,85.30
86.06,87.03,90.44,84.31
87.25,87.21,87.28,86.58
87.21,87.10,87.72,86.87
86.67,86.68,87.13,86.50
86.50,86.32,86.79,85.68
86.12,87.05,87.11,85.99
87.20,87.40,87.89,86.80
87.79,88.23,88.45,87.36
88.00,87.53,88.21,87.36
87.40,86.65,87.79,86.49
86.73,85.80,86.88,85.66
86.11,87.13,87.13,86.07
87.23,87.68,87.71,86.87
87.20,88.12,88.18,87.20
87.96,87.68,88.27,87.32
87.60,88.08,88.12,87.24
88.27,88.78,88.99,88.27
89.00,88.74,89.11,88.38
88.53,89.72,89.72,88.53
89.75,89.50,89.92,89.26
89.51,88.85,89.69,88.67
88.73,89.45,89.52,88.35
89.36,89.99,90.28,89.22
89.88,90.33,90.54,89.74
89.98,90.08,90.55,89.78
90.09,90.25,90.40,89.64
89.47,90.53,90.68,89.02
90.62,91.41,91.45,90.32
91.38,92.22,92.27,91.26
91.77,91.58,92.31,91.57
91.42,92.10,92.25,91.18
91.78,91.69,91.93,91.20
91.55,90.80,91.94,90.76
90.81,90.03,90.96,89.90
90.56,91.61,91.64,90.56
91.68,91.78,91.78,91.22
91.47,91.99,92.10,91.11
92.00,91.57,92.52,91.54
92.04,92.87,92.95,91.67
92.85,93.49,93.52,92.55
92.21,92.89,93.05,92.08
93.17,92.74,93.35,92.65
93.21,92.83,93.54,92.62
92.68,91.56,92.71,91.51
91.61,91.40,91.96,90.98
91.60,92.11,92.29,91.23
92.27,92.90,93.01,91.89
93.22,94.03,94.21,92.91
94.32,94.00,94.50,93.27
93.91,93.71,94.08,93.28
93.57,92.82,93.74,92.74
92.80,93.43,93.53,92.72
93.57,93.23,94.19,93.11
95.00,95.07,95.67,93.41
95.03,95.59,96.32,95.03
95.42,95.25,96.21,94.92
95.00,94.62,95.38,94.60
94.42,94.62,95.16,93.95
94.41,94.90,94.99,94.19
94.95,94.44,94.95,93.87
94.95,94.20,94.95,93.93
94.47,94.05,94.64,94.00
94.06,92.79,94.16,92.65
92.83,92.43,93.33,92.12
92.78,93.25,93.26,92.33
93.37,94.44,94.56,93.11
94.68,94.81,95.21,94.50
94.90,94.80,95.01,94.38
94.95,95.00,95.20,94.49
95.27,94.70,95.33,94.69
94.50,94.16,95.10,94.07
93.91,94.38,94.47,93.56
94.07,93.74,94.42,93.08
93.39,93.09,93.60,92.43
93.38,95.02,95.03,93.38
95.02,94.67,95.28,94.35
94.38,94.18,94.75,94.09
93.86,93.20,94.44,92.99
93.10,92.11,93.29,92.02
92.32,91.34,92.80,91.31
91.39,91.19,91.96,91.16
91.17,91.14,91.47,90.63
91.45,92.13,92.14,90.72
91.59,91.86,92.48,91.42
91.80,92.02,92.19,91.76
92.29,91.90,92.29,91.82
92.06,92.26,92.34,91.83
92.27,92.18,92.44,92.00
92.20,92.18,92.40,91.77
95.45,95.68,96.59,92.18
95.99,97.34,97.53,95.99
97.18,94.08,97.43,92.66
94.26,91.05,94.32,89.92
91.25,91.17,91.48,90.70
90.54,90.68,91.24,89.89
90.70,91.39,91.66,90.21
91.61,91.89,92.04,91.36
92.14,91.81,92.71,91.63
91.31,90.20,91.57,90.00
90.46,91.35,91.46,90.34
91.89,90.86,91.89,90.30
90.64,90.46,90.84,89.91
90.67,91.00,91.13,90.19
91.16,91.00,91.51,90.18
91.05,92.48,92.68,91.05
91.99,90.41,92.40,90.00
90.11,89.80,90.11,89.69
89.94,90.62,91.03,89.68
90.55,91.32,92.21,90.55
90.77,90.71,91.49,90.47
91.41,92.94,93.30,91.02
91.50,90.71,92.12,90.56
89.93,89.91,90.87,89.65
90.36,90.28,90.59,89.79
92.86,91.54,94.93,90.58
89.64,90.73,91.36,89.64
90.78,91.32,91.50,90.46
91.05,92.30,92.60,90.72
92.22,91.85,93.89,91.80
91.80,91.59,92.43,90.75
91.16,92.44,92.62,91.15
92.47,93.08,93.11,92.34
93.48,93.84,93.95,93.14
93.58,93.80,94.63,93.43
94.76,94.99,95.14,93.81
95.17,94.96,95.37,94.90
94.85,94.81,95.32,94.80
94.83,94.88,95.41,94.38
95.06,95.13,95.31,95.00
95.00,95.72,95.91,94.84
95.76,95.51,96.45,95.44
94.85,95.06,95.66,94.74
95.96,95.20,95.98,95.00
95.24,95.11,95.37,94.87
95.29,95.93,96.41,95.05
96.22,96.10,96.37,95.61
95.93,96.49,96.50,95.50
96.68,96.20,96.75,95.74
95.53,96.83,96.85,95.34
97.01,96.98,97.36,96.85
96.81,97.02,97.49,96.81
97.38,97.36,97.81,97.10
97.40,97.73,98.00,97.11
98.00,97.29,98.00,97.00
97.26,97.35,97.66,97.00
97.58,96.95,97.66,96.83
97.40,96.80,97.70,96.77
96.94,96.88,97.50,96.48
97.26,96.52,97.47,96.50
96.76,96.51,97.04,96.24
96.85,97.02,97.16,96.73
96.27,97.60,97.68,96.19
97.11,96.24,97.27,95.90
96.34,96.99,97.14,96.06
97.10,97.29,97.45,96.73
97.50,96.95,98.39,96.94
96.72,96.69,97.31,96.63
96.93,97.85,97.99,96.43
98.03,98.77,99.00,97.68
98.91,97.92,99.69,97.91
97.69,98.10,98.22,97.51
98.97,99.63,99.77,98.33
99.58,100.38,100.81,99.26
100.80,100.87,101.46,100.39
100.93,101.32,101.54,100.35
101.21,100.77,101.52,100.61
100.83,101.29,101.66,100.80
101.27,102.18,102.38,101.19
102.53,101.20,102.73,100.95
101.08,100.30,101.73,100.22
100.30,100.71,101.35,100.11
101.19,101.82,102.33,100.56
102.00,101.21,102.11,98.76
101.36,101.48,101.64,100.45
101.18,102.62,102.81,101.18
101.88,101.42,102.35,101.15
101.30,101.51,101.94,100.99
101.89,103.32,103.44,101.89
103.14,103.36,104.25,103.12
102.25,101.39,102.53,101.26
101.66,100.71,102.37,100.54
100.81,101.68,101.75,100.01
101.79,100.10,101.79,100.04
100.00,100.18,100.52,99.39
100.25,101.09,101.13,100.07
100.68,101.57,101.75,100.68
101.68,101.68,101.87,101.12
102.20,102.38,102.44,101.78
102.39,102.62,102.82,102.06
102.67,102.75,103.10,102.35
102.89,103.18,103.29,102.50
103.16,103.33,103.56,102.95
103.22,103.98,104.25,103.06
103.90,104.17,104.53,103.40
104.25,104.10,104.84,103.60
103.77,104.05,104.47,103.42
103.94,105.16,105.20,103.94
105.31,105.96,106.01,104.88
105.80,105.58,106.42,105.43
105.55,105.69,105.79,105.37
105.63,106.09,106.52,105.23
105.71,105.52,105.84,105.11
105.25,105.60,105.81,104.95
106.05,106.50,106.52,105.61
105.17,105.44,106.19,105.17
105.50,106.42,106.50,105.32
106.43,106.88,107.03,105.91
106.94,106.86,107.12,106.48
106.68,106.38,107.51,106.28
106.56,105.75,106.93,105.69
105.67,105.61,105.97,105.48
105.69,106.27,106.36,105.56
105.96,105.35,106.10,104.60
105.33,106.03,106.05,105.08
106.00,107.00,107.09,105.94
107.00,108.42,108.48,105.97
108.10,106.79,108.74,106.62
107.42,107.30,107.55,106.93
107.31,107.19,107.49,106.85
106.83,107.63,107.70,106.76
107.60,107.35,107.65,106.67
106.36,107.12,107.18,106.23
106.86,106.73,106.99,106.40
107.00,107.01,107.79,106.99
107.41,108.40,108.42,107.23
108.99,107.70,108.99,106.71
107.52,105.79,107.65,105.74
105.73,105.98,106.26,105.39
105.68,105.95,106.09,105.33
106.02,106.57,106.61,105.41
106.58,107.46,107.46,106.10
107.31,106.35,107.74,106.34
105.51,106.16,106.19,105.10
105.83,105.61,106.25,105.22
105.38,103.80,105.64,103.75
101.75,98.64,101.75,98.03
96.68,97.81,98.09,95.93
96.52,99.31,99.49,96.52
99.50,98.78,99.50,97.72
98.80,98.61,99.35,98.28
98.22,98.94,99.34,97.50
99.43,98.96,99.73,98.84
99.25,99.48,100.16,98.67
99.79,99.97,100.20,99.30
99.76,99.73,100.45,99.37
100.18,100.48,100.64,99.85
100.72,101.23,101.44,100.52
101.76,101.73,102.09,101.25
101.28,100.89,101.46,100.64
100.99,100.75,101.17,100.47
100.87,100.55,100.87,100.00
100.29,101.48,101.96,100.29
101.23,100.87,101.53,100.80
101.32,101.60,101.69,100.75
101.84,101.46,102.12,101.36
101.20,102.00,102.13,101.20
101.99,101.99,102.45,101.72
102.05,102.39,102.72,101.95
102.30,102.89,103.49,102.30
102.94,101.53,103.11,101.44
101.65,101.58,102.18,101.44
101.72,102.01,102.35,101.39
102.15,101.67,102.40,101.16
101.90,101.11,101.90,100.82
101.18,101.22,101.55,100.69
100.82,101.45,101.67,100.57
101.35,101.10,101.44,100.86
101.15,101.69,102.25,100.70
101.73,101.79,102.28,101.32
101.73,101.70,102.19,101.23
101.65,101.78,102.26,101.47
101.84,101.17,102.20,101.16
101.23,99.84,101.23,99.80
99.73,99.18,100.05,99.14
99.10,100.20,100.52,98.85
99.89,99.38,100.01,99.12
99.49,100.46,100.81,99.09
99.66,100.22,100.82,99.35
100.22,99.99,101.36,99.68
99.92,99.40,100.19,99.25
99.48,99.93,100.50,99.48
100.67,101.00,101.22,100.63
101.49,100.23,101.89,100.18
99.74,99.67,100.37,99.59
99.75,100.49,100.65,99.55
100.47,99.00,100.59,98.82
99.20,99.00,99.96,98.60
99.35,98.53,99.61,98.45
98.68,99.42,99.60,98.40
98.44,98.71,99.25,97.36
97.58,97.50,98.32,96.78
98.48,98.44,99.07,97.39
98.14,98.61,98.64,97.66
98.82,100.82,100.91,98.62
101.22,101.38,102.62,101.17
101.82,100.25,102.36,100.09
100.25,101.05,101.05,100.04
101.04,101.30,101.33,100.19
101.79,101.52,102.25,100.80
101.76,101.07,102.36,100.52
100.76,102.68,103.36,100.28
103.46,103.33,103.57,102.84
103.18,102.34,103.53,102.00
102.06,103.17,103.24,102.05
98.58,100.99,102.42,98.58
101.11,101.31,101.68,101.02
101.30,101.58,101.77,100.67
101.78,101.74,101.97,100.73
101.78,101.77,101.99,101.50
101.58,101.22,101.60,100.43
101.45,101.38,101.73,100.77
101.28,101.21,102.12,100.70
100.90,99.93,100.90,99.29
99.82,100.52,101.28,99.66
100.68,100.73,100.88,100.01
100.67,101.43,101.78,100.37
102.08,101.46,102.47,101.40
100.44,98.76,100.48,96.90
98.75,98.68,99.00,98.11
98.72,98.12,99.19,97.95
98.26,97.92,98.94,97.52
97.43,96.56,98.23,96.51
96.83,97.51,97.67,96.27
97.41,98.80,99.05,97.10
98.97,98.23,99.52,98.01
98.33,98.13,98.84,97.60
98.23,98.81,99.44,97.81
97.86,97.88,98.79,97.40
97.93,97.34,99.00,97.12
97.23,97.41,98.52,96.73
96.92,96.64,97.67,95.81
97.07,95.76,97.48,94.67
96.00,95.06,96.43,94.96
95.03,95.84,96.19,94.24
97.00,96.71,97.00,95.70
96.96,97.39,97.90,96.27
97.27,97.06,97.87,96.66
98.44,98.32,98.77,97.26
98.24,98.16,98.56,97.80
98.33,97.81,98.60,97.79
97.55,98.08,98.98,97.39
97.98,98.44,98.79,97.54
98.68,97.22,98.74,97.19
97.40,96.18,97.71,95.41
95.85,95.44,96.26,95.01
95.80,94.60,95.97,94.50
95.19,95.72,96.12,94.54
96.57,97.97,99.04,96.53
98.05,96.62,98.50,96.25
97.01,94.91,97.07,94.48
95.62,96.13,97.29,95.08
95.08,94.50,96.00,93.92
94.50,95.00,95.42,93.89
94.99,96.40,96.56,94.94
96.60,95.56,96.80,94.76
95.51,95.83,96.32,94.93
96.37,97.84,98.05,95.76
97.59,96.34,98.29,96.27
96.34,96.96,97.48,95.08
96.26,97.63,97.92,95.91
98.00,96.62,98.04,96.49
96.39,97.17,97.18,95.36
96.28,95.63,96.78,95.18
95.65,96.84,97.02,95.11
97.28,98.67,98.79,96.91
95.11,102.05,102.61,95.11
102.79,103.41,103.84,102.02
104.34,103.38,104.69,103.06
103.28,103.23,103.65,102.78
104.00,103.25,104.00,102.99
103.17,103.25,103.63,102.66
103.61,104.44,104.58,103.39
104.19,103.80,104.72,103.57
104.66,103.18,104.66,103.07
103.28,103.44,103.53,102.52
103.17,102.30,103.49,102.15
102.09,102.23,102.72,100.74
101.84,101.90,102.29,101.37
101.68,102.98,103.34,101.68
102.98,102.53,103.31,102.24
102.59,103.18,103.58,102.43
102.55,102.53,103.35,102.48
102.53,102.47,103.04,101.89
102.25,102.05,102.80,101.45
101.62,100.54,102.01,100.50
100.95,101.23,101.50,100.03
101.17,101.05,101.95,100.23
101.04,102.00,102.48,100.70
101.66,100.65,101.87,100.18
100.51,102.08,102.13,100.11
102.05,102.28,102.94,101.36
101.81,101.84,102.19,101.02
102.33,102.02,102.92,101.82
101.62,101.81,102.56,101.27
101.87,101.85,102.17,100.69
101.86,100.91,102.20,99.86
101.12,101.01,101.24,100.57
100.80,102.08,102.50,100.36
102.27,101.76,102.35,101.45
102.15,101.49,102.36,101.08
101.31,100.18,101.34,100.15
100.19,99.89,100.28,99.14
100.41,100.93,101.44,99.86
100.91,99.73,100.99,99.59
99.73,100.70,100.70,99.20
100.63,99.73,101.00,99.46
99.32,100.62,100.65,99.32
100.99,100.24,101.24,100.22
100.32,100.84,101.05,100.25
100.84,100.82,101.42,100.31
100.91,102.06,102.44,100.77
102.06,101.93,102.37,101.73
101.71,102.95,103.49,101.45
103.89,103.12,104.05,103.05
102.81,102.91,103.42,102.37
102.20,101.55,102.58,101.03
102.83,103.00,103.59,101.89
103.27,101.87,103.77,101.29
101.89,102.20,102.22,100.92
102.01,102.75,102.92,101.72
102.37,102.75,102.83,101.69
102.91,102.05,102.91,101.39
101.71,103.40,103.44,101.48
102.91,102.70,103.28,101.88
103.02,102.49,103.05,101.94
102.54,103.09,103.50,102.22
103.00,103.35,103.84,102.82
103.28,102.47,104.28,102.43
103.23,103.93,104.94,101.94
103.58,103.68,104.59,103.20
104.46,103.71,104.71,103.31
103.86,104.87,104.94,103.30
104.48,104.50,104.83,103.92
104.49,104.64,104.96,103.58
105.00,105.00,105.42,104.46
105.14,104.60,105.25,104.16
104.60,104.91,105.03,104.39
104.91,104.65,104.91,104.33
105.00,104.62,105.09,104.10
104.34,104.34,104.87,103.90
104.09,103.99,104.49,103.76
103.50,102.85,103.96,102.63
102.73,102.93,103.46,102.33
102.62,102.87,103.01,102.37
103.12,102.11,103.16,102.10
102.30,102.99,103.03,101.96
102.50,103.20,103.46,102.20
103.45,103.91,103.99,102.88
103.21,103.53,103.89,102.94
103.89,103.21,103.89,102.76
103.28,102.67,103.58,102.65
102.55,101.89,102.76,101.88
102.39,102.88,103.22,102.18
102.44,103.76,103.81,101.86
103.50,103.25,103.56,102.81
102.75,102.85,103.11,101.96
102.85,103.75,104.18,102.35
103.69,103.64,104.25,103.32
104.11,104.76,105.03,104.11
104.81,105.04,105.35,104.44
105.26,105.43,105.49,104.58
105.69,105.44,105.96,105.25
105.43,103.93,105.85,103.89
103.93,103.36,104.37,103.28
103.36,103.21,103.83,103.13
102.70,101.39,103.14,101.36
101.91,101.51,102.47,101.03
102.75,104.04,104.32,102.24
103.80,103.84,104.91,103.35
103.08,103.98,104.01,103.08
103.87,104.08,104.46,102.99
103.42,103.24,103.93,103.00
104.58,102.52,104.58,101.94
103.61,103.34,104.23,102.84
104.11,103.68,104.35,103.22
103.71,104.20,104.40,103.03
104.43,105.07,105.31,103.77
105.42,106.25,106.28,105.22
106.45,105.98,106.61,105.50
106.25,106.58,106.71,106.01
106.65,107.04,107.24,106.65
107.14,106.63,107.28,105.98
106.62,105.67,106.88,105.48
105.43,105.14,105.54,105.05
104.55,104.64,105.05,104.20
104.79,104.38,104.85,103.57
103.49,106.45,106.52,102.33
106.40,107.47,107.74,106.31
108.09,107.30,108.09,107.25
107.59,107.20,107.67,106.25
107.30,106.47,107.36,106.21
107.09,106.68,107.35,106.38
106.80,105.81,106.95,105.70
105.89,106.33,106.52,105.78
106.81,107.10,107.48,106.39
106.36,107.04,107.37,106.36
106.30,106.70,106.86,105.80
106.94,107.19,107.72,105.84
107.05,108.07,108.14,106.89
107.81,108.54,108.71,107.22
108.54,108.33,108.79,107.29
107.77,107.55,108.15,107.13
106.75,105.77,107.19,105.76
105.10,104.23,105.61,104.23
100.96,99.88,101.56,99.58
101.71,99.35,101.98,99.35
100.97,100.87,101.70,99.35
101.82,102.00,102.53,100.86
101.85,101.88,102.06,100.94
101.69,101.95,102.05,100.98
100.00,101.31,102.04,100.00
102.63,101.60,102.63,100.79
101.99,101.87,102.50,101.64
100.96,100.87,101.64,100.34
101.73,104.00,104.06,101.69
104.50,102.78,104.99,102.69
103.19,104.29,104.78,102.07
103.14,105.09,105.16,103.14
105.14,105.16,105.47,104.61
105.40,105.40,105.71,105.07
105.35,105.91,106.26,104.90
106.06,105.53,106.81,105.38
104.59,104.69,105.58,104.37
105.19,106.09,106.34,105.19
104.88,105.06,105.61,104.31
105.12,105.41,105.98,104.86
104.92,105.98,106.30,104.92
106.77,106.72,107.96,106.16
106.57,105.91,106.75,105.86
105.86,106.15,106.28,105.21
106.86,106.32,107.22,106.00
106.17,105.99,107.00,104.78
105.03,107.10,107.14,105.01
107.71,107.54,108.45,107.45
107.42,107.05,107.53,106.72
107.39,107.92,108.26,107.13
107.89,107.99,108.81,107.67
108.52,107.79,108.61,107.70
107.79,108.20,108.46,107.69
107.99,108.34,109.12,107.41
108.92,108.27,108.92,107.61
108.69,109.15,109.20,108.13
109.37,109.61,110.00,108.21
109.48,109.27,110.00,108.77
109.47,110.90,111.06,109.16
111.16,109.92,111.19,109.83
110.33,111.10,111.32,110.09
111.59,110.49,111.85,110.13
110.50,110.74,111.00,109.80
110.33,109.99,110.95,109.47
110.12,111.24,111.24,109.51
110.58,111.33,111.54,109.93
111.15,109.63,111.38,109.42
109.66,110.64,110.70,109.40
110.29,110.48,110.88,110.13
110.53,109.49,110.96,109.23
110.00,110.96,111.90,109.98
111.45,110.97,111.45,110.06
110.64,110.92,111.58,110.41
110.87,110.63,111.39,110.34
110.93,111.13,111.44,110.61
110.72,109.37,111.35,109.37
108.66,108.52,109.55,108.31
108.42,109.25,109.30,107.99
109.39,109.07,110.07,109.01
109.24,110.76,110.80,108.51
110.91,110.57,111.09,110.14
111.21,110.82,111.32,110.41
110.89,110.72,111.41,110.50
109.90,110.65,111.17,109.22
110.94,110.33,111.11,109.84
110.25,111.05,111.25,109.87
111.01,110.76,111.98,110.68
110.92,112.50,112.50,110.77
112.50,111.66,112.69,111.56
111.91,111.60,112.02,110.68
111.66,113.59,113.70,111.60
113.99,113.36,114.31,112.73
112.17,112.45,113.40,112.03
112.29,111.40,113.19,111.15
111.59,111.22,111.96,110.82
109.59,110.50,111.47,108.22
110.27,110.62,111.32,109.90
111.32,110.05,111.95,109.91
110.30,110.07,110.94,109.16
110.08,111.02,111.73,109.96
110.89,110.80,111.50,110.27
111.33,111.86,111.96,110.63
112.15,113.55,113.75,111.32
113.96,114.33,114.39,113.48
114.22,114.69,114.92,113.84
114.50,114.37,114.86,113.68
115.00,115.47,115.61,114.35
115.25,114.78,116.10,114.71
114.28,113.19,115.25,113.18
112.53,112.35,113.16,111.17
112.35,113.35,113.56,111.92
112.54,113.34,113.71,111.78
112.49,112.38,113.44,111.72
112.86,111.42,113.13,111.26
111.85,111.83,112.48,111.03
112.51,111.93,112.82,111.02
112.16,111.19,112.81,110.64
111.20,111.10,111.80,110.88
109.97,110.49,111.34,109.23
111.84,110.90,112.26,110.48
109.83,108.93,110.49,107.47
109.12,110.04,110.76,108.35
110.87,111.53,111.57,110.07
111.18,109.88,111.20,109.77
110.07,112.14,112.49,109.95
112.02,110.94,112.02,110.57
111.59,111.52,112.28,110.24
111.85,112.65,112.95,111.66
112.31,115.05,115.47,112.19
114.02,112.16,114.54,112.06
112.80,111.27,114.16,108.68
110.84,109.58,111.39,108.57
109.58,110.05,110.53,108.81
108.95,112.60,113.29,108.80
111.94,113.15,113.71,111.01
113.65,113.21,115.07,113.12
112.03,111.15,112.51,111.06
112.13,113.01,113.67,110.76
114.02,113.23,114.37,112.72
113.69,113.51,114.32,112.62
113.67,114.33,114.43,112.94
114.18,115.20,115.62,114.14
116.45,115.62,116.49,115.40
115.49,114.72,115.93,114.36
114.23,115.19,115.49,113.38
115.07,115.90,115.95,115.05
116.25,114.37,116.75,114.12
114.21,113.20,114.58,113.17
113.55,114.78,114.89,113.36
114.64,114.93,115.66,114.18
114.68,115.07,115.37,114.60
115.36,114.61,115.47,113.97
114.09,113.87,114.85,113.22
113.40,113.11,113.75,112.89
113.30,113.22,113.46,112.62
113.58,113.43,114.19,112.31
114.13,113.91,114.13,113.21
113.68,114.04,114.38,113.30
113.92,113.67,114.19,113.11
113.40,114.20,114.65,113.22
114.31,114.80,115.65,113.55
114.40,115.28,116.00,114.40
115.00,116.17,116.63,114.83
116.17,116.96,117.87,114.92
116.73,117.22,117.63,116.24
116.61,116.01,116.76,115.78
116.58,118.39,118.51,116.58
118.21,119.08,119.28,118.21
119.71,119.99,120.59,119.34
120.17,119.83,120.35,119.01
119.00,120.53,120.77,118.77
120.94,119.69,121.38,119.48
119.19,118.24,119.85,118.18
118.15,117.38,118.43,116.98
117.01,116.64,117.40,116.23
117.34,116.87,117.78,116.36
116.82,115.79,117.38,115.66
115.98,116.99,117.25,115.82
117.49,117.86,117.97,116.77
117.63,116.60,117.95,116.53
116.60,116.88,117.59,116.60
117.03,117.15,117.30,116.20
117.47,117.21,118.05,117.10
117.28,117.19,118.00,116.07
116.71,114.16,117.37,113.88
114.25,115.79,115.80,114.24
115.30,115.76,115.79,114.80
115.56,114.53,116.50,114.21
109.38,109.70,110.77,108.28
108.55,110.26,111.19,107.27
110.18,110.91,111.29,109.26
111.01,112.46,112.73,110.78
112.00,111.88,112.41,110.50
111.11,111.98,112.38,110.81
112.26,111.93,112.74,111.61
111.12,112.24,112.55,110.96
111.94,113.79,113.89,111.94
113.83,114.32,115.01,113.46
114.23,113.33,115.24,113.33
113.03,113.51,113.89,112.74
113.30,113.52,114.11,112.59
113.40,113.91,114.48,113.07
114.41,113.14,115.13,112.65
112.82,114.27,115.21,112.77
113.73,113.80,114.88,113.17
113.97,114.59,115.51,113.44
114.52,114.03,115.21,113.76
114.37,115.80,115.87,113.95
115.95,115.60,116.36,115.41
115.40,115.05,115.70,114.90
114.81,115.38,115.99,113.61
115.68,115.51,116.14,114.73
115.21,115.99,116.25,114.99
115.63,116.17,116.35,115.48
115.95,115.79,116.23,115.10
115.69,115.88,116.57,115.58
115.83,114.94,116.42,114.86
114.81,115.78,116.64,114.81
115.54,115.86,116.22,115.39
115.43,114.93,115.84,114.63
114.32,112.56,114.55,112.50
112.35,112.21,112.64,111.98
112.64,111.56,112.64,111.50
111.25,112.30,112.54,111.25
111.90,113.10,113.21,111.79
113.98,113.36,114.60,113.20
113.67,114.22,114.38,113.33
114.24,114.99,115.04,114.22
116.00,116.31,116.36,115.30
112.80,113.69,114.52,112.74
112.78,111.69,113.16,111.48
112.18,113.01,113.39,112.18
113.36,114.66,114.96,113.36
115.15,117.44,117.44,114.38
116.76,116.07,117.96,115.96
116.39,115.08,116.39,114.74
114.72,115.83,115.83,114.42
115.81,115.23,116.10,114.68
115.86,115.98,116.20,114.34
115.60,115.82,116.45,115.23
116.26,115.65,116.64,115.58
115.75,116.02,116.33,115.75
116.45,116.10,116.97,115.94
116.50,116.31,116.50,115.77
116.02,115.60,116.38,115.53
115.11,115.60,115.63,114.76
115.88,115.83,116.27,115.67
115.69,116.17,116.33,115.43
116.55,117.05,117.73,116.55
117.17,116.25,117.49,116.17
116.40,115.65,117.18,115.46
115.88,117.03,117.38,115.13
117.03,117.07,118.33,117.03
117.14,117.52,117.87,116.74
117.20,116.97,117.80,116.90
116.97,116.83,117.48,116.74
117.22,117.55,117.83,116.10
117.32,117.38,117.88,117.18
117.81,117.99,117.99,117.36
117.99,117.40,118.41,117.34
117.19,117.97,118.09,116.93
118.14,118.51,118.78,117.76
118.55,117.34,118.82,117.30
116.98,117.41,117.88,116.91
117.31,117.77,118.25,117.16
117.28,117.11,118.11,117.06
117.09,116.55,117.23,116.27
116.69,117.41,117.41,116.41
116.84,117.00,117.31,116.47
116.70,117.56,117.57,116.51
117.76,116.40,117.76,116.28
116.29,116.75,116.90,116.28
116.48,116.82,117.39,116.30
117.20,116.98,117.42,116.51
117.15,118.05,118.07,116.94
118.33,119.45,119.47,118.26
119.36,119.70,119.82,118.60
119.47,119.54,119.85,118.65
120.00,120.59,120.75,118.93
120.28,121.01,121.03,119.79
120.76,121.67,121.67,120.38
121.48,121.09,121.96,120.98
120.55,118.99,120.70,118.99
118.49,120.08,120.41,117.96
119.28,118.61,119.28,118.19
118.99,118.05,118.99,117.90
118.12,118.38,118.84,117.58
118.05,117.57,118.63,117.31
118.04,118.64,118.80,117.24
119.05,118.92,119.66,118.84
119.20,121.63,121.82,119.20
121.96,122.71,122.97,121.96
122.05,120.50,122.70,120.44
120.23,119.74,120.23,119.58
119.64,120.34,120.34,118.85
120.66,121.40,121.57,119.89
121.01,120.18,121.30,119.71
120.74,120.16,120.74,119.36
120.00,119.82,120.33,119.39
119.43,121.87,122.27,118.28
122.67,120.41,122.96,119.93
120.13,118.06,120.13,117.36
118.60,120.94,121.56,118.03
121.21,122.02,122.08,120.64
121.73,120.83,122.12,120.51
121.11,123.05,123.16,120.90
122.17,123.53,123.83,122.12
124.02,123.78,124.44,123.22
123.80,123.46,124.32,123.09
124.61,123.34,124.61,123.14
123.25,123.11,123.58,122.62
122.75,122.04,122.99,121.72
121.50,121.92,122.05,120.76
123.24,122.15,123.24,121.90
122.54,124.61,125.00,121.98
124.39,123.78,124.54,123.63
124.16,122.94,124.16,121.89
122.94,123.50,123.98,122.03
123.84,124.29,124.59,123.24
123.90,124.19,124.74,123.03
123.94,124.05,124.79,122.07
124.46,123.61,124.71,122.81
123.54,124.14,124.70,123.48
125.00,125.49,126.45,124.69
123.90,126.15,126.43,123.66
126.19,126.65,126.75,125.05
126.93,127.89,128.09,126.10
128.50,129.08,129.14,127.83
129.29,130.57,130.68,129.05
130.32,131.72,131.74,130.07
131.60,131.82,132.12,130.47
132.05,131.87,132.43,131.33
131.76,131.78,132.29,131.12
130.87,131.09,131.77,130.33
131.12,130.29,131.77,130.29
130.03,130.60,131.44,130.00
130.02,131.63,131.63,130.02
131.40,131.32,132.13,130.97
131.66,131.02,131.66,130.95
131.28,130.56,131.49,130.43
130.56,130.64,131.33,130.28
