LORL,Loral Space and Communications,NASDAQ
61.77,61.14,62.29,60.83
60.93,60.41,61.54,60.33
60.98,60.80,61.30,60.74
61.33,59.74,61.47,59.51
59.84,60.37,60.95,59.11
60.29,59.98,60.96,59.50
60.38,60.67,61.05,59.25
60.51,60.69,61.19,60.12
60.38,60.61,60.77,60.12
61.51,61.31,61.51,60.58
61.35,61.38,62.13,61.03
61.79,61.62,62.09,60.90
61.45,61.72,61.90,61.16
62.27,62.37,62.54,61.49
62.19,62.74,63.47,61.85
62.95,62.83,63.32,62.46
62.30,62.39,62.81,62.06
62.65,62.64,62.69,61.72
62.21,63.00,63.11,62.21
62.88,62.37,63.09,61.61
62.55,62.33,62.59,62.05
61.85,61.83,62.30,61.50
62.15,62.21,63.24,61.71
61.84,62.23,62.94,61.82
61.83,61.02,61.83,60.38
60.40,61.05,61.23,60.40
61.37,61.48,61.51,60.99
62.34,62.49,62.76,61.94
62.77,63.50,64.08,62.50
63.13,63.42,64.12,62.59
63.56,63.51,63.71,62.90
63.00,63.51,63.94,63.00
63.22,63.79,64.34,62.50
64.19,64.75,64.78,63.75
64.33,65.51,65.99,64.00
65.13,65.55,65.62,64.97
65.61,66.42,66.43,65.54
66.47,65.83,66.88,65.74
65.21,65.11,65.93,65.00
64.90,65.08,65.67,64.89
64.77,64.32,65.75,64.30
64.27,65.15,65.31,64.27
65.16,65.05,65.51,64.51
65.62,66.10,66.11,65.62
66.07,66.80,66.91,66.07
66.73,66.55,67.16,66.28
66.25,65.36,66.60,65.28
65.72,65.53,66.30,65.48
65.72,66.18,66.67,65.72
66.15,66.11,67.25,65.84
66.84,65.94,67.40,65.39
66.10,65.97,66.13,65.61
66.32,65.77,66.32,65.62
66.22,65.61,66.22,65.05
65.85,66.45,66.51,65.14
67.93,66.57,68.10,65.70
66.68,66.55,66.70,66.29
66.00,66.52,67.94,66.00
66.62,66.68,66.96,66.22
67.27,67.42,67.91,66.90
66.60,68.26,69.09,66.60
68.31,69.48,69.86,67.74
69.74,70.33,70.73,69.18
70.42,69.94,70.74,69.71
70.00,69.80,70.40,69.64
69.35,69.12,70.29,68.92
69.14,68.51,69.70,68.20
68.55,68.18,68.80,67.63
67.70,67.88,68.11,67.56
67.00,67.73,68.07,67.00
67.23,67.90,68.99,67.23
67.34,67.88,68.62,67.11
66.99,67.30,67.46,66.01
67.12,67.79,67.99,67.12
67.30,67.16,68.03,67.08
67.88,65.19,67.88,64.71
65.58,65.20,65.60,64.53
65.90,66.45,66.85,65.90
66.12,66.99,67.20,66.11
66.43,67.05,67.40,66.28
67.40,66.48,67.40,66.29
66.56,66.76,67.11,66.36
66.45,66.96,67.11,66.45
67.72,67.94,67.96,66.66
67.94,68.14,68.49,67.60
68.02,68.38,68.39,67.47
68.01,69.00,69.31,67.52
68.91,69.14,69.46,67.83
69.52,68.85,69.52,68.51
71.41,71.88,72.66,70.06
71.92,71.86,72.08,71.06
72.11,71.26,72.11,71.10
71.09,71.37,73.12,71.00
71.15,72.20,72.81,70.60
72.26,72.40,72.96,71.89
72.50,72.06,72.94,72.04
71.91,71.49,72.00,71.25
70.01,70.48,72.27,70.01
70.40,70.79,71.96,70.40
70.47,71.46,71.50,70.29
71.06,71.86,72.60,71.06
71.95,71.99,72.27,71.60
71.93,72.36,72.95,71.93
72.22,72.46,72.90,72.17
72.65,72.64,73.35,72.05
72.80,72.47,73.05,71.83
72.50,72.51,73.04,72.05
72.62,73.40,73.67,72.43
73.64,73.94,74.82,73.38
73.78,74.80,74.93,73.72
74.80,76.31,76.60,74.72
76.58,78.38,78.58,76.58
78.90,78.93,79.26,78.67
78.01,78.07,78.64,77.29
77.76,77.83,78.43,77.46
77.45,76.94,78.60,76.77
77.16,76.43,77.98,76.24
77.09,76.44,77.31,76.41
76.73,76.53,76.93,76.08
76.20,76.54,76.89,75.59
76.20,75.35,76.52,74.85
75.24,76.13,76.35,74.80
76.40,78.04,78.25,76.40
78.23,78.90,79.15,78.00
79.00,77.13,79.72,76.71
77.01,77.60,77.90,75.77
77.01,77.55,78.16,77.01
78.26,78.21,79.41,77.41
79.94,78.73,79.94,77.61
78.88,78.72,79.36,78.51
78.13,78.69,79.00,78.13
79.08,78.72,79.12,78.51
79.65,80.12,80.29,78.48
80.70,80.98,81.36,80.14
80.68,79.53,80.68,79.25
79.44,79.61,79.75,79.26
79.75,78.82,79.75,77.95
78.81,78.67,79.29,78.10
78.79,78.03,78.89,77.47
78.30,76.63,78.50,76.34
76.38,76.35,76.59,75.90
75.84,75.22,76.37,74.64
75.77,75.81,76.20,75.06
74.85,74.84,76.08,74.73
74.62,74.79,75.29,74.12
74.87,75.12,75.88,74.35
75.40,75.85,76.16,74.59
74.88,78.04,82.13,74.88
77.18,76.15,78.45,75.71
75.59,74.56,77.21,74.37
74.44,73.48,74.93,71.86
72.62,73.34,74.22,72.62
72.37,73.45,74.24,72.37
73.80,74.01,74.46,73.80
72.85,74.35,74.95,72.85
74.29,74.03,74.29,73.55
74.31,75.36,75.90,74.31
75.05,75.13,75.91,73.86
75.58,76.39,77.74,75.25
76.37,76.34,76.61,74.95
76.42,76.29,76.44,75.65
76.00,76.33,77.00,75.43
75.92,78.77,79.53,75.66
77.77,76.55,78.00,76.12
76.67,77.04,77.33,75.73
77.23,78.19,79.88,77.02
77.71,76.85,78.12,76.61
77.10,77.92,78.25,77.10
78.39,77.88,78.54,77.60
77.66,77.98,78.45,77.42
78.22,77.96,78.39,77.39
78.24,78.34,78.50,77.62
78.00,79.76,80.01,78.00
80.21,79.02,80.21,78.53
78.92,80.30,80.31,77.00
80.60,79.94,80.75,79.44
79.40,79.73,80.15,79.27
79.55,79.74,80.19,79.50
80.11,79.65,80.11,79.50
79.50,78.64,79.50,77.92
78.51,76.45,78.51,76.01
76.14,76.57,76.65,75.61
76.62,75.10,77.18,75.03
74.91,75.63,75.63,74.91
75.95,75.09,75.97,74.86
74.96,74.52,75.00,74.28
74.67,74.11,74.67,73.18
73.91,73.88,74.76,73.50
73.75,74.25,74.92,73.02
74.08,73.28,74.08,72.25
73.45,70.29,73.78,69.29
70.82,70.37,71.33,69.97
70.28,70.37,71.11,70.02
70.77,70.74,71.95,70.43
70.99,70.73,71.73,70.04
70.93,71.25,71.71,70.62
71.50,71.88,72.26,71.30
71.76,70.32,72.19,70.04
70.95,69.45,70.95,69.30
69.01,67.19,69.98,67.00
67.18,68.03,68.45,67.06
68.20,70.08,70.23,68.10
75.00,73.44,75.33,72.56
72.92,73.16,73.50,72.59
73.65,72.99,74.00,72.46
73.25,72.64,73.91,71.86
73.06,72.15,73.52,71.82
71.79,70.79,71.97,70.40
71.13,71.76,72.06,71.11
72.15,71.51,72.59,71.17
70.88,71.19,71.75,70.88
71.66,69.67,71.66,69.42
69.13,71.99,73.57,69.13
72.46,71.82,72.48,70.50
72.24,71.12,72.59,71.02
70.84,71.99,72.39,70.84
72.01,72.52,74.05,72.01
72.85,73.08,74.09,72.48
72.48,73.12,73.51,72.01
72.68,72.68,73.09,72.54
72.91,72.46,73.11,71.54
72.46,71.62,72.69,71.45
70.34,72.04,72.72,70.34
72.44,73.35,73.77,72.44
73.16,72.09,73.16,71.89
71.82,71.47,72.62,70.93
71.01,71.45,71.96,70.43
71.45,71.80,71.80,70.79
71.83,71.00,72.30,70.89
70.75,70.00,70.75,69.51
70.30,70.80,70.90,69.29
71.14,71.45,72.02,70.50
71.62,70.94,71.81,70.01
71.51,72.60,73.01,70.73
72.73,73.05,73.49,72.01
73.40,73.56,73.56,72.34
73.72,72.34,74.31,72.17
72.34,72.23,73.00,71.21
71.88,71.91,72.31,70.41
72.40,74.37,75.00,72.40
74.40,74.85,75.31,73.93
74.98,73.80,75.80,73.38
73.89,74.64,74.94,73.14
74.34,74.06,74.64,73.50
73.66,74.34,74.67,73.51
74.10,73.82,74.66,73.45
74.07,73.74,74.07,73.21
73.64,74.03,74.16,73.64
74.25,74.05,74.45,72.60
74.11,73.94,74.17,73.67
74.00,73.47,74.01,73.35
73.45,73.25,73.97,73.14
73.25,73.17,73.76,72.99
69.95,71.79,72.50,69.54
71.55,71.59,72.05,71.02
70.58,71.16,71.41,70.58
70.72,72.03,72.28,70.72
72.00,72.69,73.42,71.99
72.86,73.75,74.19,72.01
73.55,74.71,78.77,73.55
74.62,74.65,74.82,74.19
74.54,73.75,74.54,73.11
73.82,72.56,73.82,72.40
72.86,73.14,73.19,72.24
72.03,72.27,72.69,71.52
72.35,72.52,72.84,71.96
73.23,72.71,73.80,72.61
72.88,72.37,74.04,72.09
72.84,72.67,73.00,72.44
72.25,72.50,72.75,72.25
72.29,72.83,72.93,71.80
72.61,72.42,72.61,72.11
72.82,73.23,73.28,72.47
73.81,73.45,73.92,73.15
73.44,73.26,73.63,73.06
72.92,72.73,73.37,72.71
72.83,71.95,72.83,71.80
72.23,72.00,72.58,71.80
72.45,72.31,72.45,71.85
71.71,72.30,72.85,71.71
72.59,72.25,72.72,71.25
72.60,73.26,73.38,72.26
72.79,73.40,73.66,72.79
73.37,73.65,73.98,73.18
73.53,74.01,74.12,72.80
73.80,73.80,75.70,73.53
74.30,73.72,74.92,73.00
73.61,73.49,73.83,72.88
73.49,73.36,73.92,73.01
73.11,72.90,74.04,72.85
73.43,72.63,73.44,72.25
73.08,72.77,73.31,72.74
72.76,73.54,73.54,72.75
73.36,74.77,74.92,73.30
74.73,75.59,75.73,74.54
75.76,75.28,75.84,75.06
75.50,75.00,75.82,74.76
74.79,75.34,75.34,74.46
75.87,74.76,75.87,74.44
74.05,74.58,74.74,74.05
74.58,74.92,75.48,74.21
75.30,75.70,75.74,74.46
75.79,74.64,75.79,74.61
75.00,74.51,75.52,74.00
74.55,74.98,74.98,74.34
75.88,75.53,76.20,75.52
75.47,74.96,75.50,74.55
75.00,74.92,75.17,74.71
74.99,74.99,75.07,74.50
75.18,74.57,75.62,74.13
74.34,74.53,74.75,74.07
74.55,74.21,74.68,74.01
74.01,74.02,74.52,74.00
73.52,74.14,74.34,73.52
74.03,73.63,74.61,73.60
73.50,73.50,74.13,73.01
73.47,73.20,73.99,72.67
73.02,73.08,73.14,72.95
73.48,72.04,73.48,72.04
72.06,72.62,72.64,71.80
71.92,72.13,72.71,71.80
71.98,71.81,72.36,71.80
71.80,71.35,72.22,71.13
71.85,71.35,71.95,70.70
71.96,71.64,72.32,71.48
71.58,71.08,72.03,71.07
70.73,70.56,70.90,70.56
70.40,71.97,72.37,70.19
72.05,69.58,72.19,69.58
69.02,67.63,70.26,66.11
66.83,66.98,68.03,66.08
67.43,66.39,68.06,65.98
65.71,66.39,66.68,64.23
65.79,67.15,67.52,65.04
68.05,68.64,69.06,67.66
68.48,68.31,68.66,67.80
68.67,69.37,69.77,68.67
69.01,68.31,69.51,68.28
69.31,70.10,70.64,68.97
70.30,70.99,71.19,70.24
70.39,70.35,70.81,70.20
70.95,74.23,77.13,70.81
74.45,74.49,74.50,73.31
74.35,75.95,76.20,74.10
77.43,76.50,77.43,75.57
76.00,76.66,77.25,76.00
76.31,76.79,76.99,75.69
77.38,77.28,78.24,76.47
77.75,78.14,78.27,76.93
79.47,77.95,79.47,77.34
77.70,77.08,77.70,76.55
77.70,76.20,77.70,76.15
76.50,76.40,76.74,75.66
76.89,75.71,76.89,75.25
75.53,75.46,76.11,75.31
75.28,74.89,75.39,74.52
75.14,74.26,76.05,74.08
73.84,73.41,74.20,73.33
73.02,74.38,74.54,73.02
75.18,73.21,75.20,73.13
73.48,78.50,80.95,73.14
78.86,78.31,78.99,77.75
78.10,79.54,80.00,78.10
79.45,78.49,79.59,78.35
78.46,78.64,79.67,78.10
79.10,79.18,79.66,79.04
79.35,79.75,79.99,78.85
79.75,79.51,79.90,79.12
79.40,79.68,80.00,79.40
79.32,79.39,80.57,79.10
78.73,81.17,81.53,78.31
80.90,80.45,81.50,80.02
79.96,80.40,81.24,79.96
79.66,79.60,80.11,78.63
79.31,79.32,80.03,78.72
79.28,78.64,80.43,78.58
79.28,79.76,80.24,78.45
80.10,80.05,80.77,79.75
79.87,79.88,80.03,79.50
79.99,79.02,80.48,78.79
77.90,78.64,79.61,76.19
78.94,79.00,79.30,78.24
79.24,79.02,79.75,78.50
79.22,79.95,80.12,79.01
80.01,79.39,80.17,79.27
79.89,78.71,79.89,78.65
79.13,78.10,79.13,77.20
77.66,77.51,78.18,76.85
77.51,76.67,77.51,75.88
76.93,77.20,77.20,76.00
77.80,78.22,78.34,77.59
78.06,78.35,78.85,78.06
74.93,75.44,75.64,72.42
76.22,74.50,76.93,74.17
74.25,75.89,76.25,73.62
76.00,74.17,76.07,74.01
74.01,75.75,75.77,73.96
75.70,73.25,75.70,73.00
72.89,72.65,73.25,72.09
72.78,73.86,74.01,72.67
73.91,74.53,75.06,73.61
73.77,74.22,75.12,73.77
73.61,73.40,74.31,73.20
73.79,72.36,74.21,72.02
72.07,73.00,73.00,71.94
72.54,71.91,72.64,71.56
71.33,71.69,71.75,70.74
71.60,72.64,72.89,71.60
72.16,71.76,73.11,71.04
72.08,73.14,73.49,72.00
73.31,72.99,73.82,72.49
72.50,72.48,73.55,71.81
72.53,72.14,72.61,71.50
72.13,71.91,72.25,71.75
72.20,71.79,72.23,71.26
71.75,71.94,72.31,71.25
72.09,72.19,72.30,71.42
72.24,72.34,72.73,72.03
72.38,72.37,72.99,71.87
72.58,72.67,72.84,72.18
72.87,72.62,73.90,72.50
72.13,71.41,72.58,71.02
72.02,71.75,72.18,71.52
71.55,71.37,71.75,71.03
71.28,71.13,71.38,70.86
71.27,71.24,71.54,70.97
71.96,71.35,71.99,71.01
71.36,71.42,71.72,71.19
71.35,71.71,72.09,71.30
71.25,71.68,71.83,70.90
72.49,72.65,73.00,71.89
72.23,71.11,72.23,71.00
71.46,71.17,71.46,71.00
71.72,72.29,72.36,71.13
71.80,69.40,71.80,67.75
69.50,69.30,69.92,68.98
69.30,69.00,69.49,68.93
68.82,69.02,69.27,68.46
69.04,68.42,69.04,68.16
68.78,67.11,68.78,67.11
67.05,68.84,69.35,67.05
69.07,68.40,69.07,68.13
68.26,66.09,68.45,65.89
65.70,68.41,68.53,65.70
68.24,68.43,68.82,68.24
68.88,68.95,69.68,68.62
68.61,68.44,68.61,67.73
68.08,68.35,68.70,67.59
68.40,68.47,69.00,67.98
68.22,68.49,68.99,67.88
68.54,67.93,68.54,67.83
68.09,68.72,68.82,68.00
68.48,68.94,68.95,68.27
69.34,69.60,69.85,68.74
69.62,69.87,70.20,69.27
69.58,69.88,69.95,68.88
70.30,69.78,70.30,69.45
69.38,70.02,70.28,69.38
69.42,69.14,69.59,68.66
69.18,69.71,69.83,69.18
69.70,69.72,70.00,69.70
69.62,69.71,70.06,69.20
69.37,69.64,70.35,69.30
69.23,69.45,69.77,69.22
69.21,69.53,70.15,69.05
69.33,69.39,69.66,69.03
69.43,69.50,69.56,69.35
69.09,69.00,69.71,68.63
69.08,69.05,69.22,68.70
69.18,69.52,69.86,69.18
69.16,68.72,69.24,68.33
68.82,68.08,68.82,67.41
67.83,67.22,67.93,67.08
67.60,66.37,67.60,66.15
66.39,65.68,66.39,64.68
65.67,65.32,65.67,64.80
65.32,65.55,65.93,65.04
65.68,66.77,66.91,65.68
66.85,67.03,67.22,66.61
67.53,67.73,67.75,66.82
68.02,68.35,68.54,67.27
68.43,67.18,68.48,66.90
67.66,67.44,67.78,67.10
67.52,67.25,67.76,66.98
66.91,66.65,66.91,66.10
67.03,66.65,67.03,66.02
66.27,66.63,67.25,65.78
66.45,66.79,66.93,66.08
67.17,66.53,67.26,66.18
66.25,67.02,67.66,66.25
66.94,67.15,68.63,66.51
66.76,66.51,68.91,66.16
66.68,66.90,67.19,66.05
66.57,66.31,67.26,66.00
66.13,66.20,66.56,65.90
66.16,67.24,67.49,66.05
68.07,67.67,68.82,67.31
67.69,67.24,67.93,66.96
67.28,66.50,67.28,66.00
66.13,66.45,67.04,66.12
66.82,65.65,66.82,65.52
65.72,66.18,66.39,65.59
66.40,65.82,66.54,65.57
66.27,65.98,66.68,65.43
65.83,65.36,65.85,65.28
65.36,65.10,65.55,64.95
65.22,65.22,65.50,65.00
65.53,64.93,65.69,64.90
64.58,63.06,64.58,62.70
63.39,63.12,63.80,62.53
63.70,63.88,64.04,63.36
64.16,65.54,65.76,63.57
64.72,65.07,65.29,64.56
65.08,65.39,65.74,64.34
65.05,64.62,65.15,64.24
65.20,65.05,65.36,64.71
65.50,66.10,66.27,65.31
66.37,67.24,67.26,66.31
67.10,67.27,67.69,66.93
67.06,67.17,67.33,66.80
67.62,67.57,67.80,67.44
67.48,66.86,67.49,66.35
66.76,66.26,66.76,65.72
66.26,65.79,66.66,65.01
66.02,66.00,66.34,65.66
66.25,64.71,66.45,64.54
64.61,64.32,65.25,63.94
64.00,63.74,64.52,63.55
63.60,64.04,64.39,63.13
63.95,64.34,65.05,63.91
64.13,63.75,64.58,63.41
63.25,63.35,64.25,63.13
63.44,63.13,63.63,62.78
63.19,63.79,64.15,63.19
63.80,62.84,64.05,62.36
63.24,61.80,63.50,60.75
61.49,61.23,61.93,60.75
61.15,62.35,62.85,61.15
61.88,61.60,62.63,61.39
61.44,61.51,61.95,60.96
61.40,61.22,62.04,61.06
61.11,61.48,61.58,60.85
61.15,61.78,61.92,60.90
61.70,62.02,62.12,61.49
61.71,61.25,61.71,60.84
60.78,58.40,60.82,58.40
57.38,56.19,58.13,56.01
53.82,53.33,55.46,51.47
54.90,53.25,54.90,52.88
54.31,53.89,54.39,52.40
54.40,54.70,55.15,53.76
54.33,55.36,55.55,54.33
55.11,54.21,55.27,53.90
53.42,53.18,53.84,52.39
54.02,53.66,54.02,52.69
53.58,54.12,54.36,53.58
53.45,53.69,54.29,53.33
54.16,54.55,54.64,54.16
55.10,52.95,55.64,52.80
52.17,52.08,52.96,51.93
52.00,52.67,52.91,52.00
52.61,52.07,52.61,51.87
52.55,52.21,52.55,51.90
52.14,52.85,52.94,52.14
52.90,53.58,54.76,52.39
52.78,52.17,52.87,52.00
52.47,52.50,52.97,52.00
51.91,51.91,52.11,51.87
51.92,51.75,52.12,51.69
51.50,51.22,51.60,51.06
51.71,50.25,51.71,50.07
49.96,48.15,50.00,47.71
48.24,46.57,48.24,46.42
47.12,47.08,47.58,46.61
46.92,45.89,47.26,45.85
45.53,47.21,47.33,44.84
47.74,48.71,48.77,47.74
48.60,47.97,49.51,47.88
48.04,49.44,49.49,47.35
49.29,50.84,51.41,48.79
50.85,51.41,51.60,50.15
51.39,50.72,51.77,50.49
50.35,49.11,50.59,48.93
49.13,47.95,49.49,47.87
48.18,48.98,49.01,47.23
49.18,47.96,49.18,47.57
48.08,47.60,48.33,47.01
47.37,47.52,48.05,47.07
47.83,45.95,47.89,45.84
46.27,46.76,47.95,46.01
47.07,46.11,47.38,45.80
45.85,44.83,46.17,44.73
44.67,43.39,44.67,42.33
43.53,44.58,45.42,43.27
44.40,43.93,44.96,43.92
44.00,44.71,44.84,43.43
44.68,45.94,46.09,44.05
45.75,45.84,46.07,45.01
45.75,45.26,46.12,44.74
45.36,44.75,45.73,44.72
44.58,44.55,44.96,44.14
44.63,44.63,44.72,43.60
44.40,45.55,46.85,44.38
45.60,45.05,47.00,44.36
44.55,44.47,45.22,44.05
44.11,43.85,44.96,43.34
43.85,44.28,44.48,43.42
44.34,43.14,44.55,43.05
43.00,43.78,43.87,42.96
43.74,43.49,44.14,43.44
43.78,43.76,44.12,43.52
43.73,43.29,44.07,43.22
43.00,43.61,43.73,42.96
43.64,43.96,44.09,43.37
43.84,45.18,45.20,43.84
45.21,44.24,45.33,44.15
44.31,43.60,44.31,43.54
43.72,42.97,43.83,42.90
42.97,42.67,43.50,42.45
42.47,42.97,43.13,42.47
42.67,41.34,42.67,41.28
41.16,39.21,41.16,39.09
39.21,39.41,43.11,35.10
40.45,39.69,40.45,39.35
38.89,38.65,39.20,38.17
38.97,38.10,38.97,37.78
38.30,38.09,39.33,37.91
38.23,38.47,39.02,37.50
38.69,38.76,39.49,37.99
38.53,38.36,39.08,38.22
38.46,38.52,38.60,38.22
38.62,38.81,39.06,38.30
38.94,39.27,39.66,38.91
39.20,39.77,39.99,39.20
39.39,39.53,39.88,39.37
39.70,40.57,40.82,39.53
40.63,40.17,40.76,39.60
40.04,40.71,41.19,39.36
40.14,40.05,40.57,39.47
40.05,39.22,40.25,39.19
38.78,37.84,38.82,37.55
37.55,37.00,37.92,36.89
37.00,35.99,37.44,35.82
36.25,35.67,36.42,35.30
35.82,35.72,36.54,35.26
35.67,34.25,36.14,33.93
34.50,35.27,35.82,34.22
35.47,35.15,35.47,34.01
35.46,34.55,35.46,34.00
33.98,33.19,34.11,32.55
32.82,33.49,34.12,32.73
34.03,33.70,34.64,33.33
35.55,33.28,35.55,33.22
33.34,34.05,34.23,33.15
33.74,33.15,34.40,33.08
33.40,33.24,33.84,32.92
33.26,34.55,34.72,32.85
34.38,33.78,34.38,33.64
33.41,33.14,33.84,32.76
33.54,34.00,34.14,32.57
33.93,33.09,34.44,32.90
32.86,32.09,32.88,31.92
31.68,31.89,32.12,31.23
31.48,30.62,31.81,30.04
30.71,30.54,31.77,30.49
30.11,30.08,30.54,29.78
30.32,30.45,30.58,29.55
30.72,30.84,31.15,30.72
31.12,31.34,31.77,31.12
31.29,31.30,31.59,30.85
31.27,31.49,31.86,30.52
31.89,31.86,32.91,31.51
31.63,32.15,32.37,31.51
31.68,32.42,32.52,31.18
32.40,31.41,32.60,31.32
31.30,31.39,31.72,30.94
31.52,32.06,32.85,30.93
32.20,32.01,32.83,30.22
32.17,32.70,32.86,31.63
32.56,32.89,33.00,32.48
32.87,34.15,34.59,32.52
34.50,36.82,36.83,34.50
36.42,35.80,36.78,35.09
36.08,34.79,36.55,34.47
34.84,34.47,35.18,34.04
34.92,37.18,37.26,34.86
36.95,35.79,37.04,35.66
35.89,34.35,35.89,34.19
34.13,35.03,37.30,34.13
34.91,36.35,36.59,34.66
36.58,37.19,37.59,36.37
37.05,36.48,37.25,36.18
36.43,35.66,36.44,35.31
35.48,34.30,35.48,34.02
34.19,35.49,35.66,34.00
35.75,35.16,36.03,34.87
35.11,36.47,36.61,34.75
36.72,35.49,36.86,35.40
35.59,35.13,35.90,35.13
35.20,35.97,36.09,35.20
35.99,35.87,36.69,35.78
35.87,35.97,36.53,35.26
36.08,36.04,36.61,35.61
35.72,34.72,35.99,34.31
35.08,34.30,35.40,33.85
34.49,33.96,35.66,33.70
33.96,34.00,34.40,33.70
34.14,34.00,34.56,32.04
34.13,33.56,34.19,33.45
33.38,34.12,34.19,33.19
34.23,34.27,34.36,34.00
34.46,34.65,35.33,34.29
34.56,34.53,35.10,34.47
34.68,35.11,35.16,34.23
35.05,37.09,37.83,35.05
36.64,36.51,36.96,36.38
36.52,37.37,37.70,36.52
37.27,37.15,37.84,36.56
37.05,37.23,37.75,37.05
37.23,36.68,37.35,36.39
36.87,36.62,36.87,36.40
36.50,35.54,36.74,35.39
35.45,34.80,35.64,34.35
34.84,34.44,35.34,34.29
34.42,34.55,34.79,34.10
34.51,35.07,35.21,34.25
35.18,35.92,36.11,35.00
35.85,35.51,36.16,35.28
35.40,35.50,35.65,35.25
35.50,35.53,36.05,35.12
35.58,35.55,36.42,35.45
35.67,35.02,35.74,34.77
35.00,35.00,35.37,34.61
34.76,34.58,34.99,34.47
34.65,35.00,35.44,34.65
35.05,35.08,35.77,34.67
35.01,36.19,36.63,35.01
36.17,36.31,36.63,35.87
36.32,36.91,37.00,35.91
37.31,37.17,37.65,37.02
38.00,38.37,38.58,37.50
38.26,38.17,38.60,37.49
38.21,39.16,39.58,38.21
39.17,39.32,41.04,38.55
39.25,40.42,40.77,39.20
40.43,39.88,40.50,39.83
39.94,40.04,40.22,39.81
39.82,39.68,39.82,39.26
39.32,39.08,40.03,38.82
38.94,38.07,39.02,38.00
38.22,38.48,38.69,37.67
38.69,38.50,39.40,38.40
38.35,38.11,38.41,37.40
38.22,37.63,38.42,37.32
38.13,38.19,39.10,38.13
38.28,38.18,38.40,37.49
38.35,37.71,38.55,37.61
38.20,38.35,38.45,38.00
37.00,36.04,37.61,35.88
35.65,34.39,35.65,34.15
34.77,34.83,35.13,34.53
35.28,35.23,35.39,34.91
36.21,35.27,36.21,34.70
35.41,36.24,36.34,34.52
36.24,34.38,36.64,34.04
34.17,34.52,35.23,34.16
34.51,34.41,35.05,34.11
34.37,34.65,34.92,34.32
34.84,35.16,35.31,34.75
35.39,35.93,36.20,35.34
36.32,36.23,36.44,35.77
36.40,36.24,36.76,36.23
36.49,36.17,36.54,35.78
36.24,36.16,36.49,35.99
36.18,35.93,36.31,35.88
35.87,36.04,36.22,35.87
36.19,35.94,36.92,35.81
36.01,36.03,36.17,35.96
35.87,35.70,36.06,35.60
35.71,35.40,35.79,35.07
35.55,35.00,35.56,34.75
34.80,34.80,34.99,34.30
34.64,35.13,35.19,34.30
35.13,34.71,35.13,34.07
34.73,33.94,35.56,33.85
34.02,35.13,35.21,33.85
35.14,35.28,35.45,35.05
35.40,35.12,35.55,34.21
35.40,36.19,36.25,35.27
36.32,35.50,36.77,35.40
35.60,35.18,35.60,35.07
35.30,35.85,35.91,35.10
35.68,35.37,35.79,35.13
35.47,36.13,36.19,35.47
36.34,36.04,36.35,35.94
36.14,35.42,36.15,35.25
35.39,35.40,35.70,35.21
35.39,35.13,35.40,34.93
38.50,35.09,38.50,34.61
35.01,35.55,35.82,34.95
35.43,35.45,36.47,35.10
35.29,35.31,35.35,34.97
35.43,35.64,35.84,35.43
35.81,35.78,35.96,35.62
35.95,36.12,36.22,35.90
36.20,36.46,36.63,36.07
36.61,36.70,36.86,36.29
36.88,37.16,37.44,36.88
37.33,37.14,37.33,36.54
37.14,37.98,38.23,37.08
38.03,37.57,38.24,37.13
37.19,37.10,37.52,37.01
37.03,37.10,37.36,36.41
37.01,36.75,37.01,36.31
36.78,36.84,37.16,36.45
36.88,36.98,38.48,36.35
37.08,37.20,37.31,36.80
37.18,37.72,37.80,37.13
37.75,37.60,38.22,37.53
37.76,37.38,37.98,37.13
37.78,37.49,37.78,37.39
37.46,37.35,37.55,37.09
37.29,37.25,37.57,37.25
37.28,37.63,37.83,36.05
37.85,40.12,40.17,37.85
39.95,39.24,40.09,39.19
39.52,39.11,39.60,39.10
39.15,38.39,39.15,38.23
38.39,38.46,38.91,38.35
38.56,38.33,38.82,38.02
38.04,38.49,38.60,37.69
38.59,38.41,38.59,37.82
38.40,38.85,39.25,38.35
38.55,38.65,38.80,38.40
38.50,38.50,38.85,38.20
38.50,38.50,38.90,37.95
38.55,38.50,38.90,38.05
38.50,38.65,38.85,38.45
38.85,38.35,39.00,38.30
38.35,39.00,39.20,38.05
39.05,38.40,39.05,38.05
38.10,38.20,38.50,37.80
38.50,38.20,38.80,37.85
38.20,38.15,38.30,37.95
38.10,38.00,38.50,37.90
39.00,39.90,40.35,38.90
39.80,38.75,39.98,38.70
38.95,38.80,39.20,38.75
38.80,38.10,38.85,37.65
38.00,37.70,38.15,37.65
37.65,36.65,38.00,36.60
36.75,36.55,37.20,36.50
36.80,36.80,37.05,36.45
36.60,36.45,37.00,36.30
35.85,37.00,37.10,35.55
37.10,37.15,37.60,35.83
37.15,37.50,37.60,37.10
37.50,38.20,39.20,37.40
38.25,38.75,38.90,38.00
38.75,39.85,39.85,38.75
39.95,39.90,40.15,39.70
40.00,39.75,40.00,39.45
40.00,39.60,40.21,39.50
39.75,39.65,39.80,39.55
39.85,39.50,39.85,39.10
39.20,39.65,39.75,39.20
39.65,39.85,40.15,39.65
40.00,39.75,40.20,39.30
39.90,39.40,39.90,39.10
39.50,39.15,39.50,38.95
39.25,38.25,39.50,38.10
38.35,38.75,38.80,38.20
38.55,39.35,39.50,38.55
