CUR,Neuralstem,NASDAQ
18.72,20.54,20.54,17.81
19.37,18.46,19.37,17.94
18.33,18.46,18.85,18.07
18.46,17.81,18.72,17.81
17.81,18.07,18.20,17.81
18.07,19.37,19.50,17.81
19.37,18.98,19.50,18.72
19.11,18.72,19.11,18.20
18.98,18.98,19.37,18.20
18.98,19.24,19.50,18.72
19.24,20.80,20.93,18.85
20.41,21.84,22.10,20.28
21.84,22.10,22.23,21.32
22.10,21.32,22.10,20.93
21.58,22.10,22.88,21.58
22.49,23.01,23.14,22.23
23.27,21.84,23.27,20.80
21.58,21.32,21.71,21.06
21.45,21.32,21.71,20.54
21.06,21.32,21.32,20.54
21.97,21.32,21.97,20.67
21.32,20.80,21.32,20.15
20.54,20.41,20.67,20.15
20.41,19.89,20.54,19.89
20.15,20.15,20.41,19.89
20.15,18.98,20.15,16.90
18.85,18.85,19.37,17.94
18.98,20.67,20.67,18.61
21.32,20.02,21.58,19.63
19.76,20.28,20.54,19.76
20.54,20.54,20.54,20.02
20.67,20.80,21.32,20.28
20.93,20.67,21.06,20.28
20.93,20.41,20.93,19.63
19.89,20.28,20.41,19.89
20.41,19.76,20.41,19.63
19.63,19.50,20.02,18.98
19.76,19.37,19.76,19.24
19.11,19.24,19.36,18.59
18.85,19.76,20.15,18.85
19.50,20.15,20.54,19.24
20.54,20.80,20.80,19.76
20.80,20.80,21.32,20.80
20.93,21.19,21.45,20.80
21.32,22.23,22.36,21.19
22.62,21.97,22.75,21.45
22.36,21.06,22.36,20.80
21.06,21.06,21.84,20.15
20.80,22.36,22.36,20.67
22.23,22.10,22.62,21.71
21.71,21.32,21.97,20.93
21.32,20.80,21.84,20.60
20.93,21.58,21.97,20.79
21.97,24.05,24.18,21.45
24.44,28.47,29.12,24.04
29.51,27.82,32.76,26.39
27.69,28.47,29.51,26.26
28.86,31.33,31.33,28.08
32.11,35.36,36.53,31.85
36.92,35.10,39.25,34.45
35.10,35.36,36.40,31.20
36.14,34.84,37.44,33.93
35.10,33.41,35.10,32.89
34.19,33.54,35.10,32.63
33.80,32.24,33.80,31.33
32.24,30.94,32.37,30.03
30.81,32.50,32.50,30.03
32.76,36.27,36.27,32.63
36.27,37.44,38.61,35.88
37.44,35.23,37.44,35.10
35.10,34.97,35.75,33.02
34.58,34.06,35.62,33.93
33.67,32.76,34.32,31.46
32.89,32.24,33.41,31.98
31.85,32.11,32.24,31.20
31.85,28.73,31.85,28.60
29.51,32.50,33.93,26.91
35.10,34.32,35.75,32.63
34.06,33.67,34.71,32.89
33.54,32.63,33.67,32.50
33.15,32.37,33.54,31.20
32.76,32.76,33.67,31.72
33.15,32.24,33.15,31.59
32.37,31.20,32.50,30.29
31.20,30.03,31.20,29.38
29.77,28.73,30.03,28.73
28.86,30.42,30.81,27.95
30.55,29.64,30.68,29.25
29.51,29.77,30.16,29.12
30.42,32.11,33.28,30.03
32.37,30.55,32.37,29.77
30.55,29.38,31.07,29.25
28.99,28.99,29.38,28.21
28.73,29.12,29.12,28.34
29.12,32.24,32.37,29.12
32.50,31.46,33.15,31.08
31.72,30.94,31.98,30.29
31.98,30.16,31.98,29.64
30.16,31.59,32.24,30.16
32.24,32.50,32.89,31.20
32.50,31.46,32.50,30.68
30.29,32.50,33.80,30.16
32.24,31.85,32.76,31.46
32.11,31.85,32.37,31.33
32.50,30.88,32.63,30.68
31.20,30.94,32.11,30.81
30.94,31.72,32.63,30.94
31.98,34.97,34.97,31.85
35.75,33.67,36.01,33.28
34.84,33.54,35.10,32.50
33.41,34.45,34.58,33.28
34.71,35.36,35.62,33.80
35.62,35.23,36.40,34.84
35.10,35.23,35.62,34.45
34.84,34.71,36.14,34.71
34.58,35.75,36.79,34.06
35.88,35.49,35.88,34.58
36.27,33.02,36.27,32.63
33.15,32.37,34.06,31.85
31.98,32.37,32.76,31.98
32.24,31.72,32.58,31.20
32.11,31.59,32.11,29.90
31.72,31.20,31.72,30.55
31.33,31.85,32.50,31.33
31.72,31.85,32.11,31.46
31.85,32.24,33.02,31.59
32.24,32.89,33.02,32.11
32.76,32.24,32.89,32.11
32.37,32.37,32.50,31.85
32.37,32.50,32.63,32.11
32.50,34.84,34.84,32.37
34.84,34.84,34.84,33.67
34.84,38.22,38.35,34.45
38.74,37.83,39.52,37.05
37.70,41.08,41.08,37.18
37.83,38.61,39.91,37.18
39.52,41.86,42.64,38.61
42.90,43.55,43.55,41.47
44.07,45.37,45.50,42.77
45.50,48.62,48.75,44.85
47.71,45.89,48.75,42.25
44.85,43.29,47.71,43.03
43.55,45.63,46.54,43.42
45.76,44.72,47.32,44.33
44.98,46.02,46.28,44.20
46.15,45.24,47.32,45.24
45.37,44.85,46.67,43.94
44.07,43.94,44.85,42.38
43.94,43.03,44.59,40.69
41.86,39.52,42.25,38.74
39.65,39.65,40.95,35.88
40.17,41.86,42.25,40.17
40.69,40.30,41.99,39.00
41.21,42.12,42.90,40.95
40.82,42.77,43.03,40.43
42.90,40.56,43.16,40.04
40.69,41.34,41.60,40.17
41.60,40.04,41.60,39.00
40.30,40.43,42.25,40.30
40.95,41.47,42.90,40.56
42.12,44.85,44.98,41.73
45.63,43.55,45.89,43.42
43.94,43.42,44.59,42.25
42.64,43.68,44.20,42.38
44.20,43.42,44.20,42.64
44.07,43.29,44.20,42.25
43.29,43.29,43.94,41.86
42.77,44.07,44.46,42.38
44.46,45.76,46.02,43.03
46.02,47.06,49.92,46.02
46.93,45.89,47.71,44.72
45.89,47.19,47.97,45.76
47.45,46.28,47.58,45.76
46.67,46.41,49.14,45.24
45.50,47.32,47.32,44.33
48.10,48.10,48.88,47.58
48.49,47.84,48.49,46.93
48.49,46.41,48.75,46.15
46.15,46.02,47.32,45.37
46.15,46.41,47.90,45.89
46.41,47.71,49.66,46.15
47.71,48.23,49.14,47.32
48.88,46.80,49.01,46.80
46.93,50.70,51.09,46.80
53.43,56.81,60.45,52.00
56.16,54.60,57.85,53.30
55.25,53.43,55.64,52.65
52.91,59.93,61.75,51.35
61.36,55.12,62.27,53.43
58.24,54.21,62.40,47.71
54.34,52.00,55.77,51.61
52.39,49.53,53.56,49.53
49.14,48.62,49.92,45.50
50.96,50.44,55.90,49.40
52.78,54.47,54.47,50.44
55.25,55.12,55.38,52.00
53.95,57.59,58.50,53.95
57.59,57.85,58.24,54.60
58.24,54.34,59.15,52.39
53.30,56.55,56.94,52.78
57.07,55.90,57.59,55.25
56.68,60.58,60.97,55.51
58.63,53.43,58.63,52.91
52.13,51.61,54.34,50.70
52.13,49.01,53.56,48.75
50.05,46.15,51.12,40.69
47.06,49.14,49.79,46.28
48.75,49.27,50.31,48.23
50.57,52.39,52.39,48.23
53.30,55.25,55.64,53.30
54.99,53.56,55.64,52.13
53.82,52.78,54.47,49.40
52.39,50.44,53.30,49.92
50.44,49.66,50.70,47.45
49.01,48.62,50.70,48.49
48.10,46.80,49.53,46.41
46.80,46.67,47.84,45.37
46.41,44.85,47.06,44.59
43.81,45.50,45.76,43.03
45.63,44.07,46.28,43.55
44.07,40.95,44.85,39.65
42.12,42.77,44.46,41.99
42.25,40.95,43.16,39.39
41.08,40.95,41.33,38.48
40.82,40.95,41.08,39.78
41.08,44.98,47.45,40.43
44.46,43.81,46.54,42.68
43.81,44.07,44.26,42.38
44.20,45.50,46.80,43.68
46.28,48.36,48.62,45.11
48.36,48.36,48.75,46.67
47.84,49.92,50.05,46.08
49.92,50.18,53.17,49.01
51.22,52.52,53.30,49.92
53.95,56.55,58.50,53.17
57.98,58.37,59.80,55.90
58.50,55.90,58.89,54.99
55.25,56.42,57.07,53.69
55.38,58.50,58.56,54.73
58.50,59.41,62.53,57.72
60.32,60.32,61.75,58.76
59.93,58.63,60.69,57.72
59.80,56.03,59.93,54.99
56.55,56.81,57.98,56.19
56.68,55.90,57.72,54.60
55.64,57.33,57.46,55.38
56.81,55.64,56.81,53.95
56.42,56.94,57.46,55.25
57.20,57.72,58.89,56.55
58.24,56.55,59.41,55.64
56.55,55.12,57.33,54.02
54.47,57.46,57.72,54.47
57.20,56.81,57.35,55.90
56.55,56.16,57.85,55.51
58.50,58.50,61.49,56.03
59.41,57.72,60.06,55.38
57.20,54.21,57.20,54.08
54.73,54.86,55.77,53.56
54.47,52.13,55.25,51.80
52.00,50.18,52.78,50.05
50.18,49.01,50.18,48.23
48.88,46.15,49.01,45.50
45.24,43.81,45.89,42.51
43.42,46.28,46.54,42.90
45.11,44.07,45.63,43.42
44.20,44.98,45.37,44.07
45.76,44.59,47.19,44.20
44.72,43.29,45.11,43.03
43.16,40.17,44.33,39.65
41.08,40.82,41.86,39.91
40.30,40.69,40.88,38.22
40.69,42.77,43.03,40.04
42.77,42.12,44.20,41.86
42.90,43.16,43.29,41.54
43.55,42.25,43.87,41.60
41.86,41.60,42.10,41.08
42.25,42.90,43.42,41.21
43.42,40.95,43.42,40.43
41.21,39.39,41.21,36.92
38.87,37.18,39.00,37.18
36.40,39.13,39.39,34.71
40.69,41.08,41.73,39.13
40.82,41.60,41.60,39.65
41.60,41.47,42.25,40.55
42.25,39.39,42.25,39.39
39.52,42.90,43.81,39.39
42.90,44.33,44.46,41.99
44.46,43.03,45.63,42.90
43.03,44.72,44.72,42.90
44.72,45.89,46.15,43.94
46.54,46.02,46.80,44.72
46.80,46.67,46.80,45.11
46.93,47.06,48.62,45.89
47.06,46.15,47.97,46.15
46.15,44.20,46.32,43.29
43.68,44.85,46.28,43.68
45.37,45.89,46.80,45.37
46.15,47.19,47.58,45.89
47.84,50.31,51.87,47.06
50.57,52.13,52.52,49.27
52.00,52.91,53.30,50.83
53.17,52.39,53.43,51.35
52.39,50.70,52.65,49.53
51.09,48.62,52.00,48.49
48.49,49.14,50.17,48.23
48.75,50.05,50.44,48.75
50.05,47.71,50.44,47.71
47.19,47.84,49.14,46.54
48.10,47.97,48.62,45.89
48.10,46.28,48.36,46.28
45.89,43.29,45.89,43.03
43.29,42.77,43.55,41.99
42.90,43.42,44.17,42.25
43.81,42.38,43.81,42.25
43.03,43.16,44.85,41.86
44.59,42.51,45.76,42.35
42.51,42.77,43.16,40.30
43.03,43.29,43.81,42.25
43.29,42.64,43.55,41.86
42.12,43.42,43.42,42.12
42.51,44.85,46.54,42.51
45.24,42.64,45.50,42.64
41.73,40.56,43.16,40.04
40.69,42.64,43.03,40.17
43.03,43.42,44.07,42.25
43.55,42.25,44.07,42.25
41.73,40.56,42.38,40.56
40.43,41.73,41.86,39.00
41.21,39.65,41.86,39.26
39.65,38.35,40.95,37.96
38.61,37.57,39.26,36.01
37.83,36.53,38.22,32.63
36.53,38.35,38.35,36.53
38.09,40.43,40.95,38.09
41.47,39.65,41.60,39.13
39.00,34.58,40.04,27.56
35.23,34.97,35.75,33.02
35.36,34.45,35.88,34.11
34.97,36.53,37.70,34.95
36.53,36.01,36.66,35.88
36.01,35.62,36.66,34.97
35.49,36.79,36.79,35.34
36.79,36.79,37.18,35.62
36.53,37.31,37.44,36.14
38.48,35.75,38.48,35.49
35.88,36.27,36.66,35.49
36.01,35.75,36.14,34.58
36.01,35.36,36.40,35.10
35.10,36.14,36.27,34.52
35.75,34.71,35.76,34.19
35.36,38.48,38.61,34.84
38.74,39.52,40.82,37.31
39.00,38.09,40.17,37.83
38.09,36.53,39.20,36.53
36.40,37.18,38.02,36.40
36.79,36.66,37.96,36.66
37.05,37.05,37.57,36.27
36.79,36.01,37.05,35.88
35.75,36.40,37.05,35.36
36.79,36.14,37.05,35.78
36.27,36.79,37.05,36.14
36.66,36.27,36.88,36.01
36.40,37.31,37.44,36.14
37.44,36.53,38.22,36.53
36.53,34.45,36.83,34.45
34.58,35.49,36.66,34.58
35.36,34.97,35.49,34.32
34.71,34.84,35.36,34.71
34.71,36.53,36.66,34.71
36.53,35.23,36.79,35.10
35.10,37.31,37.70,34.45
37.57,35.49,37.70,34.97
35.62,34.71,36.53,34.31
34.58,33.54,35.10,32.89
33.67,31.07,34.19,30.81
31.07,30.81,32.76,29.90
31.33,35.10,35.10,30.81
35.36,34.32,35.49,32.50
33.80,37.05,37.18,33.02
36.92,35.75,36.92,34.58
36.01,34.19,36.53,33.15
34.19,35.10,35.36,33.15
35.36,35.75,36.01,34.32
36.01,34.19,36.14,33.93
33.28,33.80,34.71,33.15
33.80,35.36,36.66,33.67
36.92,36.53,40.17,36.40
36.53,38.74,40.04,35.75
40.56,43.55,44.07,40.04
45.37,46.67,46.93,42.64
47.06,45.50,47.06,44.20
46.67,44.20,46.67,43.03
44.46,41.86,45.37,40.95
42.90,40.04,44.66,39.13
39.00,40.17,40.95,37.44
40.17,37.57,40.43,37.05
37.57,39.13,39.39,37.05
39.65,40.95,41.21,38.74
38.87,39.65,42.25,38.87
39.65,40.69,41.47,38.74
40.95,40.56,41.21,39.78
40.56,43.68,43.68,40.04
43.16,42.51,43.81,41.60
43.03,41.60,43.40,40.69
41.60,41.21,41.99,40.43
42.12,40.30,42.64,40.30
40.69,39.91,40.82,38.61
39.91,40.95,41.34,39.39
40.82,39.13,41.08,39.00
39.13,40.82,40.95,39.13
40.69,39.91,41.34,39.65
40.30,41.60,42.38,39.52
42.90,43.81,45.37,42.38
44.07,42.77,44.72,42.25
43.16,42.64,44.59,42.12
42.64,44.33,44.98,42.38
45.37,46.02,47.19,44.59
48.75,49.79,50.44,47.06
49.79,49.79,50.96,47.71
50.05,49.40,50.18,48.15
49.40,49.14,50.05,47.84
49.14,47.71,49.27,46.15
47.84,47.84,48.42,46.41
47.58,49.14,49.53,47.06
49.40,48.88,49.66,47.78
49.40,48.36,49.52,47.58
47.84,47.84,48.36,45.76
47.45,47.71,48.23,46.28
47.84,49.01,49.14,47.49
48.49,49.27,50.70,48.18
50.05,49.01,50.05,47.06
49.01,47.97,49.79,47.45
48.49,48.62,49.53,47.84
47.71,30.81,48.10,30.55
31.98,33.28,34.00,27.56
36.40,30.81,36.40,29.90
31.33,31.33,31.85,29.39
31.07,28.47,31.07,28.08
28.60,29.64,30.03,28.60
29.90,31.46,31.72,29.64
31.72,30.81,31.98,30.55
30.94,29.25,31.07,29.12
28.99,27.56,29.12,27.56
27.30,26.26,27.56,23.14
26.13,26.13,26.39,24.18
26.00,25.35,26.13,24.31
25.35,24.70,25.61,24.57
24.96,24.05,24.96,21.58
23.79,25.35,25.35,22.75
25.22,24.31,25.48,24.18
23.92,23.92,25.22,23.40
23.66,23.92,24.70,23.66
23.92,24.31,24.70,23.92
24.44,25.22,25.22,24.31
25.35,25.48,25.48,24.44
24.83,29.64,29.77,24.83
30.16,28.99,31.07,27.82
28.86,28.34,29.12,28.08
27.95,26.39,28.08,26.39
27.17,25.61,27.17,24.83
25.87,26.00,26.91,25.42
26.39,25.48,26.39,25.22
25.61,26.00,26.00,24.83
26.00,25.22,26.26,25.22
25.22,23.53,25.22,22.88
24.05,23.66,24.70,23.14
23.40,23.92,24.70,23.40
24.05,21.97,24.18,20.41
22.75,24.57,24.99,22.10
24.83,24.31,25.74,24.05
24.70,22.88,24.70,22.49
23.14,24.05,24.70,23.01
24.05,24.05,24.18,23.27
24.83,24.18,25.22,23.14
24.05,23.79,24.44,23.14
23.01,22.88,23.92,22.62
22.75,22.75,23.40,22.75
22.75,22.62,22.88,22.10
22.49,22.10,22.75,21.58
21.97,22.23,23.14,21.84
22.36,21.19,22.62,21.06
21.19,21.06,21.19,20.15
21.45,20.80,21.45,20.54
20.54,21.32,21.32,20.15
21.06,20.67,21.06,20.41
20.15,21.19,21.84,20.15
20.80,20.67,21.06,19.76
20.93,20.02,20.93,19.89
20.15,19.63,20.37,19.24
19.11,21.06,21.58,18.98
21.32,22.88,22.88,21.07
22.88,22.75,22.88,22.10
22.75,23.40,23.40,21.97
23.40,25.61,25.87,23.03
25.87,30.55,30.81,24.70
30.16,28.60,30.16,26.39
28.08,24.83,28.09,23.79
25.61,23.66,25.61,23.53
23.66,25.22,26.65,23.01
25.09,24.96,26.39,24.96
25.48,23.92,25.74,23.79
24.18,24.18,25.61,23.79
24.96,24.70,25.74,24.44
24.57,26.00,26.00,24.18
25.35,27.56,28.34,25.35
27.30,26.78,28.34,26.39
27.17,26.39,27.17,26.26
28.47,26.26,29.38,24.70
25.35,23.14,26.39,23.14
24.57,25.22,25.61,23.40
25.87,24.31,26.24,24.31
24.31,25.35,25.74,24.05
24.57,24.44,25.35,23.40
24.05,23.01,25.74,22.75
22.75,21.84,23.79,21.84
22.10,22.10,23.58,21.84
22.62,21.97,23.27,21.84
21.58,22.62,22.62,21.45
22.49,22.75,23.79,22.10
23.14,23.92,24.44,23.14
23.92,23.92,24.57,23.53
23.53,23.53,24.38,22.88
23.53,22.75,23.79,22.23
22.36,22.36,23.40,21.84
21.97,21.84,22.49,21.84
22.75,25.09,25.22,22.10
24.83,23.14,25.09,23.01
23.92,22.10,23.92,21.45
22.23,22.49,22.62,21.58
22.75,21.58,22.75,21.45
21.45,22.10,22.49,20.54
21.97,22.49,22.75,21.71
22.10,20.93,22.36,20.80
21.06,20.28,21.32,20.15
20.15,20.02,20.54,19.63
20.02,19.24,20.54,19.11
19.50,17.68,19.50,16.25
17.55,16.90,17.68,16.90
16.90,17.29,17.29,16.90
17.42,17.94,18.72,17.03
18.33,17.29,18.46,17.16
17.03,17.16,17.94,16.64
17.16,17.16,17.81,17.03
17.42,17.94,18.20,17.29
18.20,18.26,18.33,17.55
18.33,17.68,18.33,17.42
17.68,18.20,18.33,17.03
16.90,17.55,17.68,16.64
18.20,17.42,18.20,17.29
17.68,17.55,17.81,16.90
17.55,19.24,19.50,17.55
18.85,19.63,20.80,18.59
19.89,18.98,20.28,18.85
18.20,19.24,19.37,18.20
19.89,19.76,20.15,18.85
19.50,19.76,20.15,19.50
19.50,18.98,19.89,18.98
19.11,20.28,20.41,19.11
20.28,19.37,20.67,18.98
19.50,19.63,19.71,18.98
19.24,19.89,19.89,19.11
19.63,18.98,19.89,18.85
18.85,19.37,19.50,18.72
19.11,19.63,19.76,19.11
19.24,20.15,20.54,19.24
19.50,20.41,20.54,19.37
20.41,19.63,20.86,19.37
19.89,20.28,20.41,19.37
20.28,19.89,20.67,19.50
20.15,25.09,25.22,20.15
25.48,23.53,25.48,22.10
23.53,20.54,23.61,19.37
21.06,17.94,21.45,17.68
17.81,15.86,18.59,15.60
16.12,16.12,16.51,15.86
16.51,16.25,16.51,15.99
16.25,16.64,17.16,16.25
16.38,16.38,16.65,16.12
16.25,16.51,16.77,16.25
16.51,16.90,16.90,16.25
16.64,17.29,17.55,16.64
17.03,17.03,17.55,16.90
16.77,16.51,17.03,16.38
16.64,16.64,16.77,16.25
16.38,16.64,16.64,16.25
16.77,15.86,16.90,15.73
15.73,16.12,16.38,15.47
15.86,15.73,16.12,15.60
15.60,16.12,16.51,15.47
15.99,16.12,16.51,15.86
16.25,15.86,16.38,15.60
15.60,14.30,15.99,13.65
13.65,13.26,14.17,12.74
13.26,14.56,14.56,13.26
14.30,14.82,15.34,14.30
14.82,15.34,15.47,14.56
15.08,15.73,15.73,14.56
15.60,16.51,16.51,15.34
16.25,15.73,16.38,15.54
15.73,15.21,16.12,14.69
14.95,15.08,15.22,14.43
14.82,15.73,16.38,14.69
15.34,14.56,15.60,14.17
14.56,14.82,15.34,14.56
14.82,14.95,15.21,14.69
14.95,14.17,15.34,14.17
14.17,14.17,14.95,13.91
14.17,14.04,14.43,13.65
13.91,14.17,14.43,13.91
14.43,14.17,14.43,13.78
14.17,14.43,14.43,13.91
14.17,14.69,14.95,14.17
14.69,14.56,14.82,14.30
14.30,14.69,14.82,14.30
14.30,14.82,15.08,14.30
14.82,14.30,15.08,14.30
14.30,14.82,14.82,14.04
14.82,14.69,15.08,14.43
14.69,14.43,14.69,14.04
14.43,14.43,14.43,14.04
14.17,13.91,14.30,13.65
13.26,14.17,14.56,13.13
14.17,13.78,14.30,13.39
13.52,13.65,13.91,13.52
13.39,13.26,13.78,13.00
13.13,13.13,13.65,13.00
13.00,13.26,13.52,12.87
13.26,13.39,13.65,13.13
13.39,13.65,13.91,13.39
13.78,14.17,14.17,13.39
14.17,15.47,15.60,14.04
15.47,14.82,15.47,13.91
15.08,15.08,15.34,14.69
14.69,15.08,15.60,14.69
14.82,13.78,15.21,13.65
14.04,13.65,14.43,13.39
13.39,13.32,13.65,12.87
13.13,13.39,13.39,12.87
13.00,13.39,13.65,13.00
13.26,13.52,13.65,13.26
13.39,14.04,14.10,13.13
13.65,13.39,13.91,13.13
13.52,13.39,13.65,13.22
13.52,13.26,13.52,13.00
13.26,13.26,13.39,13.00
13.00,10.30,13.52,8.66
10.66,8.58,10.66,8.32
8.58,8.19,8.97,7.80
8.45,7.67,8.97,7.28
7.40,7.72,7.80,6.77
7.78,8.45,8.97,7.78
8.84,8.97,9.19,8.45
8.97,8.58,9.10,8.45
8.84,8.64,8.97,8.36
8.84,8.64,8.97,8.45
8.45,8.71,8.97,8.45
8.97,10.14,10.27,8.84
10.14,11.64,12.14,9.71
11.44,12.09,12.09,10.66
11.96,11.51,12.09,11.32
11.22,11.70,12.09,11.18
11.57,11.55,11.83,11.31
11.40,10.89,11.44,10.40
10.40,9.30,10.66,9.23
9.07,9.49,9.62,8.97
9.42,9.01,9.42,8.58
8.71,8.97,9.03,8.71
8.97,10.54,11.05,8.97
10.62,10.66,10.92,10.14
10.79,11.02,11.05,10.40
11.05,13.00,13.52,11.05
13.52,13.26,14.17,13.00
13.00,12.61,13.26,12.08
12.47,12.74,12.87,11.70
12.87,13.26,13.91,12.87
13.65,12.87,13.65,12.61
13.00,13.00,13.39,13.00
13.26,13.00,13.26,12.80
13.00,13.26,13.28,12.87
12.87,12.81,13.26,12.80
12.74,12.74,13.00,12.56
12.74,12.16,12.87,11.86
11.70,12.22,12.35,11.57
12.35,12.48,12.61,12.09
12.48,12.87,12.87,12.35
12.94,12.87,12.94,12.61
12.87,12.73,13.00,12.09
12.68,11.70,12.74,10.66
11.70,10.53,11.70,8.97
10.53,10.37,10.53,9.75
10.40,10.27,10.40,9.94
10.40,11.05,11.57,10.27
11.05,10.53,11.18,10.01
10.53,10.40,11.05,10.02
10.27,10.53,10.66,10.14
10.40,10.14,10.61,9.94
10.01,9.75,10.37,9.75
9.75,9.49,10.01,9.24
9.49,9.75,10.05,9.14
9.88,9.58,10.01,9.36
9.88,10.09,10.40,9.64
10.09,9.25,10.14,9.25
9.49,9.56,9.88,9.23
9.36,9.10,9.62,8.71
9.10,9.34,9.62,9.10
9.36,9.03,9.36,8.71
8.71,8.97,9.10,8.71
9.10,9.56,9.75,8.92
9.62,10.09,10.27,9.62
10.14,9.75,10.14,9.75
10.14,9.88,10.27,9.62
9.75,9.69,10.27,9.23
9.69,9.24,9.75,9.23
9.17,9.13,9.36,8.97
9.10,8.97,9.36,8.71
9.24,9.10,9.24,8.84
9.04,8.12,9.10,7.56
8.06,8.00,8.58,7.61
7.67,7.67,8.20,7.54
7.54,7.80,8.06,7.15
8.06,7.67,8.14,7.36
4.68,4.55,4.81,4.40
4.68,4.55,4.68,4.19
4.62,4.42,4.62,4.16
4.55,4.27,4.55,4.16
4.17,4.29,4.42,3.93
4.36,4.29,4.36,4.03
4.22,4.32,4.32,4.16
4.42,4.22,4.55,4.10
4.19,4.10,4.29,4.10
4.16,4.29,4.29,4.16
4.29,4.29,4.29,4.16
4.29,4.21,4.29,4.16
4.28,4.24,4.28,4.10
4.27,4.16,4.29,4.13
4.29,4.16,4.29,4.12
4.16,4.21,4.25,4.10
4.21,4.38,4.38,4.16
4.42,4.68,4.99,4.29
4.81,4.46,4.87,4.37
4.55,4.36,4.68,4.29
4.42,4.48,4.48,4.29
4.54,4.42,4.61,4.42
4.42,4.55,4.55,4.22
4.42,4.68,4.74,4.42
4.71,4.74,4.74,4.46
4.49,4.55,4.74,4.47
4.55,4.37,4.62,4.17
4.52,4.32,4.52,4.22
4.42,4.13,4.52,3.91
4.13,4.04,4.16,4.04
3.92,4.16,4.22,3.92
4.16,4.16,4.16,4.02
4.13,3.90,4.16,3.90
4.03,4.13,4.29,3.93
4.29,4.22,4.55,4.21
4.27,3.90,4.29,3.41
3.90,3.83,4.03,3.64
3.77,3.44,3.87,3.25
3.44,3.51,3.61,3.38
3.81,3.68,3.81,3.51
3.68,3.86,3.90,3.68
3.90,3.78,4.16,3.77
3.90,3.90,4.09,3.77
3.90,3.77,4.03,3.54
3.77,3.82,3.96,3.54
3.77,3.81,3.89,3.70
3.80,3.76,3.80,3.59
3.77,3.70,3.77,3.51
3.77,3.50,3.77,3.46
3.51,3.55,3.61,3.44
3.51,3.44,3.64,3.44
3.48,3.38,3.49,3.38
3.38,3.29,3.51,3.21
3.38,3.32,3.44,3.12
3.51,3.44,3.51,3.20
3.51,3.37,3.51,3.26
3.27,3.33,3.38,3.26
3.27,3.23,3.38,3.12
3.25,3.25,3.44,3.12
3.25,2.96,3.25,2.86
2.87,3.17,3.17,2.86
3.12,3.08,3.17,2.99
3.12,3.01,3.14,2.86
2.99,2.86,3.01,2.76
2.86,2.86,2.99,2.61
2.99,2.73,2.99,2.66
2.92,2.89,2.92,2.71
2.86,3.18,3.37,2.79
3.04,2.96,3.25,2.63
2.75,2.81,2.99,2.74
2.89,2.86,2.90,2.47
2.85,2.59,2.99,2.47
2.60,2.73,2.74,2.47
2.73,3.82,4.03,2.61
3.51,3.38,3.60,3.25
3.63,3.57,3.64,3.44
3.64,3.48,3.64,3.40
3.51,3.60,3.77,3.25
3.64,3.56,3.77,3.44
3.51,3.50,3.56,3.32
3.50,3.32,3.51,3.32
3.32,3.25,3.38,3.13
3.51,3.51,3.77,3.25
3.51,3.91,4.16,3.51
3.84,3.70,4.03,3.64
3.77,3.45,3.77,3.38
3.25,3.29,3.51,3.25
3.51,3.29,3.51,3.29
3.29,3.25,3.49,3.25
3.25,3.38,3.49,3.25
3.38,3.64,3.74,3.38
4.08,3.90,4.52,3.80
4.02,3.70,4.02,3.54
3.84,3.60,3.89,3.44
3.51,3.58,3.61,3.38
3.69,3.96,4.01,3.44
3.90,4.12,4.29,3.77
4.15,3.96,4.23,3.84
4.03,4.03,4.06,3.65
4.03,4.03,4.17,3.90
4.16,4.16,4.22,4.04
4.16,4.16,4.22,4.07
4.16,4.16,4.22,4.10
4.16,4.14,4.17,4.03
4.19,4.14,4.19,4.11
4.16,4.16,4.16,4.03
4.22,4.08,4.24,4.08
4.29,4.12,4.29,4.12
4.16,4.16,4.21,3.67
4.15,4.14,4.16,4.02
4.14,4.14,4.16,4.03
4.16,4.16,4.35,4.10
4.16,4.10,4.25,4.06
4.15,4.06,4.17,3.94
4.16,3.96,4.21,3.96
3.92,3.90,4.09,3.77
4.00,3.75,4.03,3.65
3.82,3.74,3.90,3.45
3.72,3.67,3.85,3.65
3.90,3.87,3.98,3.71
3.90,3.78,3.95,3.77
3.70,3.76,3.86,3.67
3.77,3.63,3.77,3.51
3.64,3.60,3.75,3.54
3.56,3.25,3.70,3.25
3.38,3.38,3.38,3.25
3.28,3.41,3.51,3.14
3.36,3.12,3.38,2.99
3.12,3.12,3.12,3.06
3.12,2.87,3.12,2.86
2.87,3.01,3.11,2.86
3.11,3.20,3.35,3.01
3.25,3.13,3.35,3.02
2.86,3.13,3.13,2.86
3.12,3.43,3.43,3.10
3.25,3.64,3.64,3.25
3.64,3.52,3.76,3.44
3.57,3.77,3.77,3.56
3.77,3.90,3.90,3.63
3.89,3.72,3.90,3.70
3.79,3.80,3.80,3.61
3.76,3.64,3.80,3.51
3.51,3.38,3.64,3.38
3.50,3.51,3.77,3.30
3.61,3.61,3.61,3.44
3.61,3.67,3.72,3.51
3.72,3.69,3.77,3.64
3.69,3.65,3.69,3.38
3.51,3.51,3.76,3.45
3.38,3.48,3.59,3.38
3.51,3.44,3.59,3.34
3.61,3.32,3.61,3.26
