SAA,ProShares Ultra SmallCap600,NASDAQ
80.59,79.95,81.70,78.00
82.58,81.72,82.58,78.80
84.35,84.52,84.67,81.50
86.87,84.72,86.87,82.36
84.65,82.60,84.77,82.19
82.89,83.01,83.01,82.89
82.27,81.44,82.27,80.43
82.61,83.21,84.08,82.61
84.48,82.87,84.48,82.67
83.49,82.21,83.49,82.17
84.14,83.87,84.20,83.69
84.18,82.45,84.56,82.45
83.25,80.96,83.25,80.94
83.78,82.46,83.78,81.66
83.30,84.00,85.34,82.65
84.09,84.80,85.13,83.45
82.71,82.26,82.71,80.58
83.89,81.24,83.89,80.56
82.25,82.40,83.73,80.33
83.40,85.19,85.44,83.19
84.53,81.62,84.53,81.55
84.17,82.84,84.17,81.06
81.93,83.57,84.04,81.93
82.21,83.75,84.00,80.89
83.68,80.74,83.94,80.53
81.58,79.06,81.93,78.85
81.09,81.34,81.37,80.97
