CPSI,Computer Programs and Systems,NASDAQ
49.03,49.48,49.55,48.61
49.09,49.47,49.97,48.68
50.00,48.58,50.00,48.40
49.03,48.04,49.32,48.02
48.42,48.70,48.85,48.36
48.74,49.14,49.80,48.74
49.32,48.33,49.81,48.08
48.25,48.18,48.35,47.23
48.18,48.54,48.69,48.08
49.20,49.55,49.78,48.53
49.85,49.99,49.99,49.21
50.05,50.57,50.67,49.61
50.63,51.54,51.70,50.63
51.97,51.75,52.45,51.51
51.85,52.36,52.50,51.64
52.50,54.00,54.41,52.50
54.24,53.85,54.24,53.49
54.24,53.50,54.24,53.47
53.84,51.57,53.84,51.24
51.36,52.40,52.52,51.22
52.29,52.55,53.30,51.92
52.83,52.02,53.01,51.86
52.01,51.31,52.88,51.05
51.41,51.95,52.51,50.98
52.55,53.29,53.77,52.00
54.47,53.42,55.14,53.14
53.58,53.93,54.38,53.49
53.80,55.74,55.91,53.80
55.88,57.26,57.54,55.36
57.16,57.66,57.87,56.79
57.57,57.38,57.96,57.06
56.95,56.65,57.47,56.53
56.49,56.09,57.04,55.88
56.29,56.79,56.90,55.70
56.58,56.66,57.18,55.81
56.64,56.95,57.17,56.00
57.15,57.33,57.48,55.92
57.33,56.92,57.55,56.46
56.44,56.14,57.18,56.00
55.84,56.22,56.90,55.68
56.25,55.73,56.63,55.63
55.85,56.62,57.26,55.50
56.49,55.99,56.95,55.97
56.26,56.93,57.01,55.15
56.99,57.00,57.59,56.08
57.14,56.88,58.46,56.21
56.51,54.64,56.93,54.37
54.53,54.39,54.91,54.11
54.46,55.19,55.31,54.35
54.98,54.96,55.56,54.49
55.55,55.33,56.59,54.57
55.22,55.82,55.95,55.15
55.85,55.94,56.40,55.56
56.15,57.60,57.77,55.59
57.67,57.43,58.31,57.01
57.75,58.30,58.57,57.12
58.09,57.90,58.62,57.00
57.95,57.14,58.10,57.04
57.42,57.16,57.53,56.23
57.97,57.52,58.20,57.25
57.58,57.88,58.17,57.07
57.96,58.45,58.73,57.06
58.63,58.40,58.78,58.04
58.70,58.93,58.95,58.35
58.96,59.18,59.53,58.25
59.46,57.79,59.46,57.73
58.01,57.54,58.01,57.03
57.82,58.39,58.42,57.42
57.96,58.14,58.48,57.42
57.58,58.50,58.77,57.35
58.76,59.16,59.17,57.72
58.84,59.27,59.53,58.56
59.17,58.70,59.17,58.25
58.57,59.55,59.87,58.55
59.18,58.21,59.18,58.05
58.39,57.28,58.39,56.98
57.44,56.91,57.66,56.50
57.57,58.35,58.51,57.06
58.06,59.48,59.48,58.06
59.06,59.61,59.74,58.79
59.46,58.46,59.53,58.17
57.80,58.69,58.78,57.46
58.75,58.98,59.61,58.21
59.46,60.49,60.52,58.84
61.00,61.00,61.67,57.62
61.07,60.36,61.89,60.10
59.91,60.02,60.52,59.63
60.27,60.88,61.24,59.86
61.12,60.49,61.50,59.20
60.33,60.93,61.59,59.90
61.25,60.48,61.75,60.31
60.22,58.78,61.25,58.32
57.62,57.04,58.62,56.16
55.36,60.59,61.25,55.36
60.03,60.42,60.71,59.03
60.00,61.76,62.00,59.39
61.46,60.97,61.85,60.91
60.91,59.39,61.40,59.28
59.26,60.98,61.44,59.03
60.87,60.56,61.39,59.86
60.53,61.07,61.50,60.11
60.00,61.04,61.04,59.39
60.83,59.48,61.08,58.51
59.22,59.77,60.50,58.21
59.91,58.13,59.91,57.87
58.04,58.97,59.49,57.08
58.96,58.80,59.31,57.69
58.73,60.94,61.07,58.55
60.91,62.25,62.84,60.43
62.29,61.55,62.33,61.54
61.25,60.40,61.31,59.51
60.40,61.11,61.17,60.11
61.48,61.52,61.68,58.61
61.41,59.66,61.41,58.78
59.72,60.08,60.56,59.02
60.03,60.08,60.61,58.73
60.09,60.66,61.31,59.60
61.27,62.07,62.87,61.15
62.30,62.31,62.56,61.23
62.13,61.14,62.20,60.64
61.37,60.02,61.83,59.73
59.89,59.99,60.54,59.07
60.28,61.14,61.40,59.61
61.28,62.26,62.69,60.51
62.26,62.14,62.69,61.14
62.08,62.25,62.68,60.73
62.20,60.99,62.29,60.64
61.29,61.92,62.48,60.69
62.01,61.75,62.47,60.85
61.64,62.25,62.71,61.64
62.55,62.41,62.55,61.63
62.62,62.23,62.62,61.97
62.10,62.04,62.79,61.58
61.96,61.81,62.42,61.47
61.34,60.60,61.85,59.50
60.66,61.30,61.71,59.74
61.77,59.99,62.06,59.45
60.37,62.59,62.75,59.84
62.56,62.42,62.89,61.73
62.64,62.54,63.21,61.65
62.56,62.45,63.53,60.88
61.95,60.84,62.93,60.22
60.85,62.20,62.30,60.47
62.49,63.06,63.14,61.76
62.67,61.89,63.34,61.68
61.99,62.35,62.43,61.76
62.45,60.49,62.47,60.22
60.35,59.97,60.69,59.90
59.65,59.34,60.13,59.01
59.22,58.95,59.27,57.79
59.07,58.22,59.40,57.92
58.58,58.69,59.24,58.21
58.19,57.08,59.21,56.60
57.43,56.84,58.56,56.63
62.70,66.82,69.50,62.60
66.89,63.60,67.98,63.20
64.12,64.76,65.87,63.26
64.50,64.01,65.51,63.08
64.67,63.64,64.99,63.20
63.81,64.00,64.82,63.11
63.72,65.48,65.79,63.11
65.28,66.33,66.60,65.00
66.22,66.50,67.32,65.54
65.94,68.51,68.68,65.94
70.00,69.90,70.37,68.40
69.98,69.50,70.94,68.95
69.03,69.20,70.14,68.08
69.30,70.22,70.49,68.22
70.63,71.00,71.07,70.22
71.00,70.27,71.52,69.85
70.49,69.21,71.02,68.44
69.44,69.34,70.98,68.85
69.61,69.44,70.05,69.02
69.35,68.43,70.27,67.86
68.06,67.38,68.43,66.82
68.15,70.94,71.64,68.15
70.88,68.59,71.89,68.48
68.62,68.25,69.49,68.11
68.82,67.99,68.92,66.21
67.64,68.15,68.53,67.48
67.90,67.12,67.94,66.34
66.53,68.66,68.85,65.53
68.82,66.90,68.85,65.80
66.36,66.71,67.94,65.70
67.00,66.47,67.57,66.01
66.46,67.89,68.69,66.04
67.99,67.04,68.23,66.62
66.79,66.91,67.82,66.55
67.45,65.40,67.76,65.09
65.40,63.87,65.43,63.57
64.11,63.98,65.03,63.90
64.52,63.83,64.80,63.32
63.79,64.15,64.81,63.12
64.17,63.42,65.38,63.24
63.69,64.60,65.97,63.37
64.54,65.06,65.83,64.25
65.18,64.50,65.18,63.95
64.40,64.53,65.23,63.88
65.13,62.23,65.14,62.08
62.00,60.50,63.56,60.38
60.54,61.57,61.99,59.86
61.81,63.00,63.13,61.77
62.88,61.76,63.44,61.03
61.14,61.95,62.32,60.70
62.72,62.52,64.09,61.78
62.11,62.04,63.36,60.25
62.74,62.06,63.50,61.26
62.09,62.10,62.75,61.29
62.36,62.40,63.70,61.63
62.41,62.88,63.43,62.13
62.75,62.35,63.15,61.78
62.70,60.67,62.73,60.12
60.55,60.18,60.55,59.91
60.59,60.70,62.11,59.21
60.92,61.24,61.92,59.91
61.24,63.13,64.36,60.43
63.24,64.29,64.29,61.51
63.49,61.30,63.49,59.70
61.01,62.89,63.42,60.12
62.79,61.65,63.33,61.35
61.91,62.03,62.20,60.18
61.84,61.53,63.15,61.37
61.40,62.89,62.97,61.40
63.48,65.86,66.25,63.44
65.12,62.98,65.25,62.82
62.90,61.60,62.90,61.52
61.47,61.99,62.14,60.25
62.07,62.79,62.81,61.50
62.19,62.60,63.33,62.19
62.80,62.11,62.80,61.50
62.71,62.93,63.55,62.30
63.29,64.75,65.23,62.81
64.84,65.68,66.18,64.78
66.11,65.86,66.39,65.31
65.91,65.09,66.06,65.01
65.44,64.68,65.56,64.37
64.87,63.58,64.87,63.38
63.58,63.76,64.16,61.98
63.69,63.53,64.11,63.05
63.23,64.06,64.63,62.79
64.15,66.65,66.87,63.92
66.82,65.33,67.42,65.06
65.35,66.07,66.70,64.80
66.11,65.84,66.50,64.52
65.75,65.70,66.27,65.47
64.35,61.44,64.35,60.84
61.55,61.60,62.55,60.96
61.80,62.80,62.90,61.21
62.86,63.35,64.04,62.34
63.22,63.26,63.54,62.16
63.38,63.19,63.86,62.96
63.19,61.99,63.23,61.90
62.11,61.20,62.45,61.10
61.21,62.19,62.65,61.10
61.84,62.29,62.77,61.84
62.49,62.26,62.75,61.65
62.43,63.82,63.84,62.35
63.45,63.60,63.87,63.10
63.73,64.80,65.30,63.69
64.55,65.50,66.00,64.20
65.71,66.16,66.16,65.40
65.88,65.42,66.10,64.91
65.46,64.14,65.46,63.65
64.22,63.79,64.30,63.51
62.56,63.73,64.15,61.66
63.60,64.51,64.89,63.24
65.37,64.58,65.37,64.25
64.80,63.89,65.09,63.61
63.96,64.05,64.33,63.00
63.87,64.15,65.29,63.87
63.99,65.13,65.27,63.87
64.78,64.31,64.87,63.41
64.68,64.82,65.63,64.40
64.76,64.46,65.45,64.08
64.65,64.75,66.44,64.22
64.38,65.09,65.61,63.76
65.43,65.38,65.72,64.20
65.78,65.81,66.50,65.56
66.60,66.34,66.71,65.82
65.84,65.82,66.10,65.10
64.41,62.10,64.41,61.28
62.55,62.96,63.15,61.91
62.85,62.55,62.85,62.00
62.28,62.55,62.73,62.28
62.81,63.14,63.84,62.30
63.19,64.03,64.43,62.26
64.17,63.51,65.25,63.36
62.80,62.18,63.19,61.64
62.54,61.85,63.23,61.67
61.86,61.77,62.12,61.40
62.43,61.85,62.43,60.26
62.46,62.23,62.86,62.02
62.42,61.56,62.48,61.52
61.45,61.19,61.45,60.48
61.31,61.06,61.46,60.50
61.26,60.64,61.26,60.53
61.11,60.95,61.42,60.55
61.23,61.42,61.57,60.61
61.61,61.51,61.91,61.37
61.41,61.27,61.46,60.98
61.35,61.44,61.51,60.74
61.59,62.31,62.52,61.23
62.68,62.14,62.69,61.81
62.30,62.41,62.61,61.74
62.26,62.32,62.67,61.79
62.36,62.25,62.50,60.51
62.32,62.19,62.46,61.24
62.11,61.64,62.45,61.39
61.48,61.69,62.22,61.24
61.51,61.32,61.51,60.62
61.53,60.43,61.65,60.25
60.40,60.51,61.04,60.10
60.34,60.17,60.65,60.07
60.20,59.11,60.31,58.82
59.11,58.17,59.23,57.86
58.00,57.97,58.09,57.22
57.95,58.31,58.60,57.47
58.32,58.47,58.86,57.77
58.47,58.01,58.58,57.63
58.06,58.26,58.51,57.64
57.59,58.34,58.73,57.59
58.14,57.49,58.39,57.37
57.33,57.21,58.04,57.13
57.32,58.51,58.68,57.23
58.98,59.75,59.88,58.64
60.10,60.72,61.18,59.69
60.25,59.89,60.25,57.79
59.85,61.69,61.81,59.72
61.83,60.55,61.83,60.52
60.29,59.71,61.62,59.64
59.93,60.73,61.32,59.34
61.26,61.24,61.93,60.14
60.37,61.18,61.63,59.86
60.59,60.27,61.53,60.02
61.17,59.80,61.17,59.77
59.70,60.00,61.26,59.28
60.31,61.54,61.63,59.96
61.58,61.37,62.33,60.72
62.06,62.48,62.99,61.30
62.66,62.87,63.05,62.06
62.71,62.71,63.36,62.54
63.17,64.10,64.18,61.98
64.43,63.89,64.86,62.92
63.99,64.80,64.84,63.00
63.60,62.98,63.60,61.64
63.12,62.69,63.49,62.01
62.68,62.99,63.13,62.22
63.21,61.80,63.27,61.68
62.05,63.15,63.31,62.05
63.04,61.84,63.04,61.12
61.57,61.94,62.05,60.92
61.97,61.74,61.97,61.08
61.67,62.69,62.82,61.46
62.75,62.39,63.04,61.87
62.61,61.52,62.65,61.17
61.41,61.14,61.99,60.82
61.47,60.69,62.10,60.49
60.44,59.80,60.73,59.70
58.81,58.52,60.56,58.00
59.32,58.75,59.70,58.19
58.97,58.96,59.26,58.27
59.10,58.83,59.30,58.44
59.05,58.55,59.61,58.04
58.87,58.74,59.63,58.67
58.50,58.03,59.08,58.01
58.03,58.72,58.96,58.01
58.65,59.84,60.48,58.38
59.54,59.46,59.82,58.88
59.39,59.86,60.36,59.39
59.74,59.00,60.55,58.91
58.76,60.28,60.35,58.25
59.94,59.24,60.91,58.94
59.58,59.51,60.55,59.00
58.93,58.75,59.86,58.51
59.18,59.38,60.10,58.37
59.47,59.52,60.86,58.90
59.52,60.62,60.75,59.27
61.41,60.93,61.59,59.79
60.78,60.77,61.28,60.44
61.00,60.82,61.04,60.50
61.08,61.20,61.44,60.39
61.54,61.11,61.60,60.94
61.52,61.46,61.97,61.03
61.65,61.75,61.98,61.41
61.78,61.58,62.11,61.27
61.71,60.75,62.28,60.45
61.00,60.32,61.24,60.02
60.28,60.49,61.11,59.91
60.60,60.25,60.99,59.09
60.65,60.61,61.22,59.57
61.00,61.53,61.95,60.72
61.77,61.34,61.80,60.90
61.44,62.03,62.19,60.63
62.37,62.38,62.98,61.37
61.66,62.05,62.37,61.50
59.95,57.98,60.30,57.76
57.70,58.36,58.70,57.65
58.52,58.95,59.66,57.83
59.23,59.00,59.89,58.66
59.42,59.32,59.89,58.53
59.36,59.27,60.01,58.69
59.57,59.01,59.62,58.75
58.65,58.10,59.04,57.53
58.15,58.28,58.92,57.60
58.58,58.94,59.15,57.56
50.01,49.26,52.51,47.40
51.74,48.04,52.11,47.76
48.15,49.80,50.83,47.52
49.80,50.28,51.04,49.26
50.58,51.85,52.17,50.08
51.99,52.35,52.47,51.52
52.37,52.21,52.60,51.52
52.00,52.20,52.49,51.79
52.30,52.33,52.72,52.01
52.73,52.84,52.91,52.16
52.84,53.11,53.55,52.45
53.11,52.95,53.59,52.23
53.09,52.70,53.24,52.32
52.78,52.69,53.02,52.46
52.86,52.63,53.08,52.21
52.60,53.19,53.35,52.51
53.33,53.05,53.55,52.73
53.31,53.20,53.61,52.72
53.00,52.83,53.37,52.50
52.60,52.60,53.27,52.40
52.70,52.86,53.04,52.57
52.93,52.85,53.24,52.48
52.94,52.85,53.17,52.50
52.84,52.95,53.14,52.26
52.65,52.63,52.92,52.45
52.88,52.54,52.88,52.45
52.33,52.34,52.75,52.17
52.56,52.52,52.62,51.95
52.75,53.04,53.16,52.53
53.03,52.97,53.14,52.32
53.15,52.58,53.15,52.32
52.30,52.69,52.86,52.12
52.75,52.93,53.15,52.37
52.72,53.79,53.95,52.51
53.87,52.69,53.91,52.32
52.77,52.29,53.07,51.97
52.20,52.22,53.41,52.20
52.18,51.96,52.49,51.96
51.70,52.69,52.98,51.70
52.69,53.22,53.36,52.25
53.56,54.33,54.48,53.42
54.32,54.26,54.47,53.52
54.19,54.56,54.61,53.17
54.59,53.33,54.59,53.26
53.15,53.52,53.92,52.90
53.25,52.31,53.50,52.25
52.30,53.22,53.69,52.30
53.08,53.60,53.98,52.67
53.69,53.24,53.69,52.65
53.29,53.17,53.77,53.06
53.20,52.78,53.25,52.59
52.72,53.21,53.55,52.50
53.18,52.75,53.66,52.58
52.42,52.31,52.78,52.20
52.38,52.30,52.79,52.22
52.43,52.39,53.05,52.27
52.39,52.85,53.08,52.21
52.87,53.78,53.98,52.71
53.64,53.60,54.37,53.31
53.46,52.99,53.94,52.83
53.15,53.68,53.74,53.10
53.63,53.42,53.77,52.88
53.00,52.33,53.32,52.30
52.79,54.62,54.71,51.78
54.86,56.03,56.41,54.84
56.17,54.97,56.41,54.71
55.31,54.63,57.49,53.84
54.69,55.47,55.61,54.14
56.20,54.66,56.20,54.43
54.80,54.52,55.26,54.20
53.89,52.99,53.89,52.58
53.27,53.33,53.74,52.63
53.77,53.75,54.08,53.30
53.91,53.63,54.11,53.24
53.32,53.86,54.14,53.28
53.96,54.02,54.30,53.42
54.19,54.32,54.74,53.43
54.20,54.17,54.54,53.96
54.23,54.11,54.48,53.48
54.10,53.78,54.42,53.08
53.68,53.12,53.88,52.62
52.85,53.32,53.50,52.48
53.53,52.33,53.53,52.22
52.53,52.77,53.33,52.04
52.57,52.68,53.00,52.07
52.89,53.50,53.70,52.45
53.36,52.57,53.80,52.41
52.66,52.88,53.11,52.02
53.00,53.21,53.48,52.53
53.37,53.06,54.03,52.82
53.31,53.87,54.09,52.92
53.73,54.10,54.25,53.37
54.04,54.36,54.63,53.71
53.64,54.24,54.44,53.64
53.95,54.61,54.98,53.65
54.89,54.83,54.89,54.38
54.84,54.93,55.51,54.41
54.93,54.77,54.93,54.39
54.92,54.76,55.20,54.26
54.66,54.77,54.87,54.51
54.89,54.52,54.89,54.30
54.46,54.20,54.90,53.91
54.47,54.90,55.08,54.01
54.43,54.28,55.17,54.11
54.39,53.42,54.57,52.96
53.80,53.13,54.16,52.89
53.04,52.54,53.04,52.22
52.05,52.86,52.97,51.75
52.83,53.23,53.49,52.29
53.06,53.42,53.57,52.79
53.82,53.40,53.82,52.95
53.70,54.24,54.25,53.53
54.40,54.85,55.00,54.34
54.53,55.23,55.34,54.53
55.13,55.47,55.54,54.90
55.55,55.69,56.01,55.40
55.89,55.75,56.08,55.39
56.06,56.49,56.59,55.42
56.61,55.82,56.86,55.52
55.49,56.32,56.40,55.49
56.59,54.62,56.59,54.06
54.75,53.42,54.75,53.34
53.10,53.25,53.38,52.57
53.31,53.44,53.93,52.42
53.41,53.00,53.96,53.00
53.00,54.25,54.70,52.56
46.44,46.77,47.09,45.01
45.44,45.82,46.65,45.43
45.75,45.87,46.41,45.71
46.23,45.91,46.48,45.70
46.15,46.23,46.33,45.74
46.14,46.00,46.39,45.90
46.23,46.01,46.53,45.63
45.23,45.52,45.65,45.00
45.23,46.07,46.12,44.93
46.15,45.78,46.23,45.60
45.67,46.19,46.39,45.50
46.12,46.36,46.99,45.77
46.36,46.06,46.83,45.69
45.77,45.89,46.45,45.32
45.45,45.36,46.47,45.17
44.92,45.08,45.85,44.71
43.24,44.75,45.46,43.10
45.99,45.00,45.99,44.33
45.68,45.14,45.68,44.32
45.33,45.23,45.80,44.87
44.96,45.63,45.77,44.73
45.42,46.02,46.35,45.42
45.37,45.37,45.77,45.19
45.71,45.66,45.77,45.14
45.62,45.44,45.96,45.16
45.02,45.09,45.71,44.87
45.54,45.11,45.59,44.93
45.33,45.11,45.64,44.94
45.00,45.68,45.93,44.93
45.49,45.81,46.15,45.14
45.87,46.08,46.19,45.36
46.18,46.19,46.55,45.95
46.08,46.02,46.60,45.82
46.03,45.85,46.38,45.61
45.36,45.64,46.09,45.36
45.61,45.50,46.28,45.37
45.32,44.18,45.32,44.14
44.25,44.30,44.54,43.92
44.14,43.98,44.32,43.63
44.15,43.30,44.46,43.00
43.11,42.20,43.11,42.04
42.30,41.94,42.30,41.64
42.03,42.13,42.25,41.86
42.10,42.15,42.57,41.68
41.52,42.54,42.60,41.34
42.79,43.49,43.56,40.57
43.50,42.97,43.90,42.90
43.14,43.93,44.00,42.99
43.83,43.97,44.21,43.40
43.77,44.20,44.30,43.50
44.38,44.42,44.74,44.00
44.36,43.90,44.61,43.77
43.83,43.43,44.15,43.15
43.25,43.93,44.05,42.40
44.07,44.17,44.52,43.54
44.27,44.27,44.52,43.65
44.18,44.61,44.72,44.18
44.83,44.09,44.83,43.75
44.34,43.65,44.79,43.26
43.85,44.39,44.60,43.76
44.21,44.49,44.99,44.21
44.41,43.81,44.76,43.43
43.87,44.76,44.98,43.87
44.76,44.61,45.00,44.38
42.01,38.01,42.56,36.04
37.88,38.99,39.34,37.68
39.00,40.02,40.16,38.45
40.08,40.11,40.76,39.98
40.04,40.81,41.00,40.04
40.81,41.01,41.21,40.63
40.37,40.47,41.99,39.02
40.32,40.45,41.18,40.04
40.48,40.15,40.97,40.13
40.15,40.46,40.80,39.67
40.31,39.66,40.93,39.55
39.60,39.87,40.06,39.45
39.79,39.95,40.34,39.78
39.80,40.29,40.71,39.50
40.37,40.01,40.80,38.10
40.08,39.98,40.67,39.82
40.00,39.98,40.65,39.75
39.72,40.35,40.45,39.58
47.96,50.06,51.21,46.30
50.06,50.69,51.00,49.94
53.55,48.72,54.99,47.60
50.65,48.68,51.11,48.00
48.44,48.00,48.65,47.45
47.70,48.94,49.17,47.70
48.91,48.12,48.96,47.89
48.20,47.80,48.80,47.40
47.42,48.76,48.91,47.11
48.25,46.76,48.68,46.72
46.83,46.66,47.02,45.56
45.96,45.48,46.44,45.45
47.16,48.14,48.22,46.28
48.12,48.46,48.52,47.90
48.50,48.72,48.85,47.99
48.75,48.57,48.84,48.05
48.25,48.47,49.30,47.93
48.01,48.47,49.32,47.66
48.48,49.28,49.32,48.04
49.50,49.55,49.66,48.83
49.39,49.51,49.98,49.28
49.14,50.10,50.44,48.82
50.19,50.96,50.99,49.79
50.98,50.47,51.33,50.38
50.38,49.75,50.38,48.71
48.93,49.36,50.19,48.10
49.64,49.48,50.03,49.15
48.91,50.01,50.23,48.91
49.15,48.92,50.11,48.61
49.07,48.45,49.54,48.34
48.86,50.69,50.97,48.86
50.97,50.08,51.92,49.66
50.40,49.65,50.63,49.11
49.58,50.87,50.98,49.27
49.81,49.60,50.51,48.10
49.61,50.16,51.26,47.80
49.75,49.23,50.42,47.49
49.80,47.75,49.96,47.14
48.11,49.89,50.23,48.10
50.04,49.77,50.38,49.61
50.28,49.83,50.98,48.68
49.38,48.64,50.01,48.29
48.95,49.53,49.64,48.21
57.75,52.53,57.75,52.35
52.63,56.34,56.58,52.63
56.49,56.60,57.22,55.51
56.84,57.85,57.98,56.47
57.28,57.29,59.16,57.28
57.60,57.31,57.73,55.26
57.31,57.22,57.74,55.63
56.23,56.91,57.73,54.99
57.57,56.82,58.09,56.64
56.47,55.57,56.69,55.36
56.15,54.58,56.92,54.43
55.06,54.51,56.24,54.02
54.88,54.55,56.52,54.13
54.54,55.54,55.68,54.16
55.35,55.60,55.95,55.04
55.73,55.92,56.41,55.60
56.09,55.51,56.51,55.47
55.15,54.90,55.49,54.23
54.90,55.24,55.56,54.65
55.38,54.98,55.94,54.78
55.26,56.66,57.12,55.05
56.82,56.09,57.32,55.76
55.99,56.24,56.62,55.66
56.03,54.48,57.14,54.27
54.13,54.18,54.69,54.02
54.25,54.76,55.53,54.25
54.34,54.17,55.34,54.00
54.20,53.77,54.47,52.78
53.77,52.95,53.88,52.80
53.24,53.54,53.66,52.86
53.54,53.24,54.15,53.09
52.92,51.74,53.38,51.62
51.46,51.29,51.65,51.02
51.11,51.74,51.97,50.52
51.91,51.95,52.17,50.94
51.64,52.21,52.69,51.47
52.16,52.09,52.61,51.55
52.13,51.49,52.40,51.45
51.33,50.98,51.83,50.39
51.01,51.07,51.44,50.54
51.10,53.11,53.74,51.10
53.06,52.89,53.63,52.64
52.73,52.12,53.84,52.09
52.04,53.01,53.15,52.04
53.01,52.67,54.09,52.60
52.33,52.04,53.30,52.01
52.00,53.19,53.42,52.00
52.77,52.89,53.44,52.49
53.02,53.11,53.58,52.71
53.15,52.84,53.46,52.30
52.99,52.89,53.32,52.36
53.07,53.20,53.48,52.64
51.59,51.34,52.00,50.50
51.04,51.73,52.83,51.04
51.91,51.88,52.36,51.61
52.21,51.82,52.21,51.25
52.00,51.82,52.27,51.64
51.65,52.09,52.66,51.65
51.84,52.60,52.84,51.52
52.60,53.05,53.09,52.55
52.99,53.54,53.91,52.86
53.31,53.20,53.91,52.54
53.11,53.44,53.99,52.85
53.09,51.33,53.49,51.20
51.60,50.74,51.81,50.60
50.67,49.71,50.89,49.52
49.73,51.80,52.21,49.50
48.50,45.29,50.28,44.76
44.78,44.86,45.49,43.67
44.86,45.24,45.49,44.60
44.62,44.43,44.80,43.86
44.08,43.99,44.60,43.66
44.07,43.77,44.23,43.50
43.55,43.52,44.59,43.12
43.71,44.02,44.42,43.37
43.78,42.63,43.94,42.51
42.56,42.66,42.69,41.58
42.54,41.98,42.59,41.37
41.88,41.18,41.88,41.06
41.27,42.64,42.68,41.08
42.86,42.91,43.82,42.46
42.93,43.35,43.71,42.50
43.42,41.60,43.65,41.03
41.50,41.93,42.13,41.06
42.09,41.35,42.53,40.58
41.58,41.38,41.76,40.74
41.41,41.65,41.98,40.82
41.57,41.27,42.12,40.77
41.04,40.94,41.16,40.75
40.92,40.98,41.24,40.75
40.85,40.73,41.74,40.63
40.53,40.61,41.32,40.02
40.67,40.26,40.83,39.79
40.30,40.22,40.61,40.02
40.11,39.84,40.53,39.64
39.98,39.29,40.02,39.26
39.29,39.56,39.68,38.99
39.38,38.85,39.38,38.45
39.08,38.93,39.28,38.91
39.09,38.56,39.09,38.54
38.56,38.00,38.87,37.63
38.35,38.63,39.49,38.13
37.82,37.68,38.12,37.58
37.54,37.85,38.20,37.10
38.20,38.04,38.69,38.01
38.36,39.25,39.30,37.95
39.48,39.92,40.01,39.27
40.06,40.43,40.61,39.74
40.45,39.61,40.67,39.56
39.56,39.70,39.79,39.13
39.78,39.73,40.64,39.43
39.90,40.68,40.70,39.90
40.83,40.79,41.35,40.60
41.09,41.28,41.77,40.76
41.64,41.07,41.99,40.99
41.45,40.87,41.45,40.45
41.12,41.01,41.30,40.57
41.17,40.57,41.30,40.53
40.67,40.07,40.80,40.04
40.16,41.11,41.17,40.03
41.27,40.61,41.87,40.51
40.75,40.47,41.86,40.26
40.49,40.91,41.32,40.47
41.05,41.07,41.57,40.88
40.99,40.65,42.02,40.52
40.84,40.16,40.96,40.12
40.32,39.64,40.32,39.37
39.64,39.54,40.28,39.39
39.62,38.76,39.79,38.52
38.67,39.13,39.25,38.42
39.31,39.10,39.33,38.89
26.99,27.47,29.58,26.00
27.95,28.81,29.71,27.82
28.70,28.53,29.05,28.32
28.53,28.79,28.84,28.30
28.71,27.66,28.73,27.62
27.53,27.06,27.63,27.01
27.32,27.01,27.32,26.63
26.85,26.16,27.01,26.03
26.07,25.76,26.07,25.40
25.69,25.52,26.10,25.25
25.47,25.20,25.64,25.14
25.13,25.98,26.21,25.05
26.15,25.87,26.36,25.80
25.81,25.69,26.20,25.57
25.70,25.81,26.23,25.50
25.92,25.39,26.12,25.32
25.32,25.56,25.92,25.32
25.66,25.67,25.81,25.43
25.72,25.82,25.91,25.37
25.52,25.52,25.69,24.89
25.53,25.38,25.74,25.29
25.35,25.11,25.44,24.80
25.18,25.58,25.99,25.12
25.53,25.33,25.57,25.29
25.25,24.90,25.25,24.70
24.88,25.05,25.05,24.54
24.86,24.90,24.94,24.18
24.86,25.00,25.31,24.61
24.91,25.52,25.55,24.81
25.52,25.79,25.80,25.45
25.84,25.86,26.05,25.73
26.02,25.94,26.32,25.85
25.90,26.03,26.14,25.80
26.05,26.10,26.25,26.02
26.02,26.04,26.38,25.96
25.93,26.02,26.20,25.67
25.95,26.16,26.33,25.95
26.11,26.46,26.52,25.98
26.53,26.14,26.81,26.11
26.00,26.06,26.54,25.96
26.06,25.88,26.41,25.76
25.90,26.19,26.35,25.51
26.16,26.00,26.44,25.90
25.96,25.99,26.15,25.50
25.95,26.03,26.19,25.95
26.04,26.40,26.57,26.04
26.43,26.15,26.47,26.03
26.06,26.27,26.35,26.02
26.16,26.11,26.28,25.93
26.11,26.03,26.21,25.94
25.95,26.29,26.44,25.95
26.45,26.21,26.62,26.08
26.27,26.25,26.42,26.00
26.32,26.09,26.53,25.83
25.93,26.01,26.06,25.73
26.17,26.65,26.68,26.06
26.68,26.27,26.71,26.14
26.17,26.35,26.49,25.87
26.37,26.02,26.62,25.91
25.90,26.01,26.24,25.90
25.90,26.10,26.30,25.75
26.05,26.10,26.25,25.80
25.95,25.80,26.05,25.55
25.90,25.45,26.00,25.25
19.30,23.05,23.70,18.25
23.40,23.25,23.55,22.98
23.15,22.90,23.50,22.65
22.75,23.25,23.50,22.35
23.40,22.90,23.55,22.65
22.85,24.25,24.50,22.85
24.45,25.20,25.40,24.45
24.90,25.00,25.25,24.85
24.80,24.80,25.25,24.62
24.65,24.40,25.00,24.10
24.35,24.80,24.80,24.15
25.00,24.50,25.00,24.40
24.40,24.75,25.10,24.13
24.70,25.40,25.45,24.65
25.25,25.55,25.70,25.15
25.40,25.10,25.45,25.00
24.85,24.85,25.15,24.28
24.80,24.05,24.80,23.88
24.05,24.15,24.55,23.85
24.10,23.95,24.15,23.65
23.95,24.90,25.00,23.90
24.95,25.40,25.65,24.75
