CLX,Clorox Company (The) Common Stock,NASDAQ
83.54,81.69,83.95,81.12
82.30,82.58,82.95,81.77
81.83,81.91,82.75,81.30
82.42,82.28,82.58,81.53
82.78,83.26,83.63,82.78
83.92,83.91,84.50,83.30
83.75,83.14,84.00,83.14
83.53,83.80,84.17,83.15
83.68,83.25,84.05,83.07
83.10,83.23,83.56,82.53
83.77,83.82,83.85,82.55
84.23,84.31,84.66,83.59
84.71,85.13,85.45,84.61
84.89,84.70,85.16,84.03
85.53,85.34,85.83,85.00
85.28,85.84,85.90,85.05
86.07,86.30,86.39,85.51
86.61,86.84,86.91,85.89
86.86,86.25,87.03,86.00
86.25,87.02,87.10,86.16
87.02,87.45,87.60,86.60
86.47,86.40,86.56,85.71
86.32,85.60,86.40,85.30
85.78,85.12,85.79,84.97
84.84,85.33,85.63,84.79
85.13,85.97,85.99,84.72
85.80,85.92,86.10,85.55
86.24,86.03,86.74,85.81
86.23,85.94,86.79,85.78
86.70,84.83,86.93,84.38
84.80,85.32,85.35,83.89
85.17,85.17,85.94,84.99
85.15,85.59,85.82,85.10
85.11,86.12,86.26,85.11
86.57,86.35,86.67,85.51
86.21,85.98,86.28,85.65
85.53,86.16,86.16,85.28
86.40,86.39,86.64,85.94
86.55,85.42,86.61,85.12
85.04,84.50,85.22,84.11
84.33,84.09,84.56,83.96
83.90,83.97,84.34,83.61
83.97,84.39,84.80,83.79
83.96,83.68,84.40,83.30
83.67,83.89,84.11,82.92
83.83,84.29,84.45,83.65
84.30,83.08,84.42,83.03
82.64,82.69,82.90,82.26
82.54,81.97,82.59,81.71
81.76,82.41,82.75,81.54
82.60,82.70,82.89,82.25
83.25,82.72,83.46,82.51
82.60,82.97,83.37,82.42
82.80,82.34,83.02,81.97
82.42,82.33,82.81,81.72
82.34,83.32,83.38,82.34
83.69,83.58,83.99,83.30
83.55,83.82,83.97,83.02
83.66,84.02,84.23,83.60
83.98,83.91,84.36,83.83
84.48,84.48,84.95,84.41
84.66,84.45,84.97,84.26
83.79,84.42,84.59,82.84
84.50,84.08,84.50,83.30
83.51,82.60,83.58,82.46
82.50,82.83,83.19,82.00
82.92,83.60,84.20,82.67
83.86,82.17,84.16,82.04
82.35,82.78,82.89,82.29
82.58,82.21,82.77,81.75
81.84,81.72,82.60,81.25
81.75,82.14,82.15,81.35
82.14,82.68,82.70,81.41
82.65,82.69,83.75,81.68
82.64,81.57,82.77,81.46
81.44,81.62,82.10,80.41
81.47,81.49,82.45,80.20
81.49,81.97,82.84,81.30
82.77,83.51,83.53,82.36
83.31,84.31,84.32,83.20
83.90,84.48,84.56,83.80
84.21,83.80,84.45,83.66
84.19,85.68,85.73,84.12
84.37,85.25,85.35,83.52
85.35,85.75,86.00,85.22
85.58,85.50,85.66,85.10
85.92,87.39,87.70,85.83
86.99,87.45,87.83,86.99
87.30,88.39,88.53,87.16
88.50,88.64,88.97,88.25
87.80,89.26,89.75,87.80
89.48,90.51,90.53,89.38
90.41,90.14,90.57,89.82
90.00,90.19,92.00,89.39
89.56,89.61,90.50,89.17
89.95,89.71,90.05,88.79
89.38,90.16,90.57,89.24
90.60,91.50,92.01,90.15
91.64,90.50,92.19,90.35
90.25,89.88,90.45,89.27
89.80,90.24,90.64,89.77
90.00,91.04,91.12,89.91
90.63,92.42,92.49,90.63
92.07,92.94,92.99,92.04
92.75,93.60,93.61,92.70
93.80,92.62,93.80,92.44
92.29,92.08,92.70,92.03
92.00,92.51,93.01,92.00
92.89,93.91,94.11,92.69
93.81,93.70,94.05,93.37
92.64,92.64,93.21,92.22
92.59,93.01,93.47,92.48
93.21,93.16,93.37,92.49
93.47,93.17,93.76,93.04
93.43,92.53,93.43,92.34
92.32,93.29,93.31,92.26
92.73,93.83,93.99,92.07
93.45,92.95,93.60,92.58
93.61,95.83,95.90,93.52
95.86,95.78,96.76,95.49
95.67,94.51,95.69,94.10
94.60,94.60,95.63,94.43
94.79,93.31,95.13,93.20
93.54,93.25,93.67,92.94
93.53,93.34,94.25,93.00
93.19,92.24,93.28,91.54
92.35,93.40,93.43,91.56
93.38,92.54,93.50,92.24
92.73,92.96,93.19,92.51
93.17,92.49,93.42,92.27
92.75,92.66,93.11,92.39
93.03,92.69,93.03,92.38
93.10,93.28,93.50,93.00
92.96,93.70,93.78,92.81
93.76,92.76,93.85,92.45
92.75,91.16,92.75,90.65
91.72,91.49,91.75,90.81
91.88,91.11,92.17,90.73
91.54,90.49,91.76,90.29
89.55,88.99,89.72,88.70
89.29,89.13,89.79,88.88
89.35,89.28,89.74,89.09
89.25,89.10,90.03,88.61
89.52,89.67,89.71,88.60
89.67,89.68,89.99,89.12
89.47,90.12,90.24,89.10
90.00,89.97,90.19,89.41
90.59,90.11,91.02,89.80
90.26,89.90,90.72,89.33
89.28,89.25,89.64,88.78
89.44,88.83,91.41,88.60
88.17,87.45,88.39,87.36
87.45,88.40,88.90,87.31
87.60,87.08,87.62,86.34
88.12,87.47,88.14,87.36
86.63,88.27,88.57,86.41
88.51,86.36,88.66,86.07
86.31,85.81,86.90,84.39
84.62,84.56,85.13,83.70
84.58,85.06,85.15,84.17
85.33,85.63,85.68,85.04
85.44,86.12,86.12,85.12
86.23,86.83,87.09,85.95
86.92,86.54,87.22,86.34
86.07,86.96,87.29,86.07
86.94,88.11,88.57,86.78
88.07,87.35,88.12,86.98
87.10,86.87,87.57,86.66
86.99,86.95,87.83,86.83
87.28,87.01,87.79,86.98
86.83,87.06,87.76,86.75
87.24,86.81,87.60,86.70
87.28,86.47,87.40,86.30
86.21,86.77,86.91,85.89
86.80,87.28,87.72,86.50
86.61,86.66,86.72,86.06
86.98,87.56,87.65,86.69
87.27,86.56,87.41,86.41
86.54,86.63,87.13,86.41
86.74,86.44,86.95,86.13
86.42,86.71,86.87,86.32
86.94,86.58,87.23,86.48
86.13,86.79,86.91,86.12
86.98,86.82,87.94,86.77
86.74,87.37,87.49,86.63
87.58,87.83,88.04,87.51
87.84,88.23,88.55,87.81
88.18,87.28,88.48,86.98
87.25,87.37,87.65,87.03
87.94,87.54,88.57,87.47
87.94,88.03,88.56,87.62
88.36,87.25,88.38,87.17
87.55,87.90,88.20,87.31
87.98,88.05,90.40,87.80
88.33,88.09,88.37,87.86
88.31,88.01,88.49,87.26
87.98,87.91,87.98,86.94
87.72,87.89,88.52,87.42
88.16,88.25,88.34,87.63
88.58,88.49,89.10,88.32
88.60,88.79,90.10,88.60
88.74,89.74,89.78,88.39
89.93,89.26,90.43,89.13
89.32,88.87,90.30,88.85
88.74,88.24,89.52,88.12
88.54,88.92,89.14,88.49
89.20,89.88,90.05,89.02
90.08,90.51,90.88,89.89
90.29,90.84,90.91,89.97
90.04,90.02,90.38,89.55
89.94,88.97,90.09,88.84
89.00,88.99,89.39,88.75
89.13,89.12,89.53,88.91
89.00,90.03,90.16,88.98
90.17,91.57,91.80,90.17
91.74,91.13,92.42,90.94
91.16,90.70,91.56,90.52
88.69,89.40,89.99,87.50
89.34,89.58,90.32,88.34
88.69,87.31,88.84,87.00
87.31,87.35,88.00,86.56
87.48,87.87,88.27,87.36
87.74,88.01,88.11,87.46
88.18,88.51,88.62,87.93
88.64,88.20,88.64,87.76
88.45,88.93,88.96,88.14
88.82,89.13,89.79,88.82
88.83,88.35,89.17,88.24
88.45,88.65,88.87,88.19
88.40,88.36,88.62,88.08
88.36,88.36,88.92,87.93
88.51,88.59,88.70,87.97
88.36,88.06,88.64,87.84
88.28,88.33,88.62,88.07
88.41,88.24,88.50,88.02
88.39,88.47,88.80,88.14
88.61,89.48,89.52,88.50
89.24,89.62,89.83,89.24
89.47,88.86,89.70,88.62
88.93,88.50,88.98,88.12
88.44,88.97,89.00,88.25
89.31,89.43,89.45,88.78
89.38,89.50,89.70,89.18
89.23,92.66,93.05,89.19
92.85,91.69,93.43,91.21
91.59,91.23,91.76,90.43
91.15,90.40,91.21,89.96
90.40,90.07,90.73,89.90
89.85,90.14,90.60,89.85
90.25,90.57,90.67,89.90
90.13,91.28,91.33,90.03
91.43,92.11,92.14,91.36
92.16,91.71,92.23,91.60
91.85,91.34,91.99,91.14
91.23,91.48,91.73,91.01
91.15,91.28,91.53,90.93
91.23,91.12,91.33,90.53
91.00,91.70,91.84,90.84
91.51,91.40,92.25,91.20
91.16,91.26,91.50,90.08
91.35,91.71,91.76,91.26
91.83,91.90,92.25,91.60
91.76,92.12,92.29,91.69
92.25,92.07,92.74,92.01
92.24,92.81,92.95,92.06
92.34,93.03,93.31,92.22
92.89,92.77,93.09,92.60
93.06,93.13,93.48,92.75
93.15,92.49,93.34,92.27
92.71,92.63,92.93,92.46
92.64,92.04,92.74,92.03
92.00,92.25,92.27,91.57
91.10,90.91,91.16,90.47
90.86,90.34,90.96,90.28
90.22,90.18,90.49,89.87
90.47,90.54,90.66,90.26
90.37,89.48,90.56,89.34
89.42,89.38,89.93,89.03
89.62,88.67,89.88,88.64
88.90,88.05,89.19,87.81
87.75,86.87,88.09,86.61
87.29,89.20,89.85,87.29
88.95,86.39,88.99,86.31
86.44,86.48,87.21,86.03
86.49,88.11,88.18,86.31
88.10,87.24,88.29,87.12
87.16,88.25,88.31,87.14
88.41,89.01,89.19,88.25
88.62,88.49,89.08,88.33
88.88,88.51,88.96,88.20
88.51,88.48,88.82,88.13
88.72,88.44,88.86,87.92
88.46,88.93,89.38,88.46
88.87,88.99,89.10,88.62
89.00,88.94,89.26,88.65
89.03,89.42,89.55,88.84
89.42,89.21,89.71,89.07
89.49,89.06,89.49,88.89
89.06,88.94,89.34,88.89
88.94,88.88,89.21,88.72
88.85,88.65,88.94,88.31
88.81,88.60,88.90,88.18
88.65,88.66,89.07,88.23
88.66,88.74,89.19,88.63
88.74,88.81,89.40,88.65
88.97,89.81,89.81,88.61
89.43,89.29,89.78,89.09
89.05,89.50,89.55,88.69
89.50,89.94,90.08,89.16
89.94,90.08,90.26,89.62
89.73,88.98,89.99,88.71
89.11,89.49,89.64,88.99
89.77,90.18,90.62,89.01
90.04,89.82,90.27,89.40
89.96,89.90,90.22,89.37
90.44,90.57,90.69,90.00
94.80,97.23,98.31,94.13
94.51,94.85,95.91,94.16
94.63,95.54,95.90,94.60
95.16,95.14,95.73,94.77
95.20,95.64,95.90,94.98
94.97,96.27,96.34,94.79
95.99,96.04,96.30,95.75
96.00,95.46,96.00,95.19
95.81,95.96,96.21,95.28
96.38,96.47,96.71,96.20
97.00,96.38,97.02,95.98
96.30,96.66,97.46,96.16
96.97,98.76,98.89,96.75
98.50,97.46,99.09,97.32
97.77,97.09,98.14,97.06
97.09,95.92,97.30,95.86
96.04,97.03,97.18,95.28
96.59,97.24,97.54,95.49
96.09,96.13,96.93,95.57
96.53,96.30,96.66,95.70
96.20,97.73,97.78,96.20
97.98,98.80,99.60,97.15
98.69,99.05,99.53,98.69
99.57,98.43,99.57,98.37
98.85,99.47,99.81,98.61
99.06,98.37,99.50,98.32
98.65,97.80,98.90,97.51
97.86,97.73,98.23,97.01
98.08,98.60,98.63,97.34
100.00,99.50,100.00,98.40
99.98,99.83,100.47,98.86
99.59,100.93,102.18,99.59
101.50,100.73,101.67,100.37
101.00,100.36,101.21,100.13
100.27,100.79,101.00,99.91
101.00,101.67,101.69,100.58
101.42,101.35,101.98,100.90
101.43,101.52,101.64,101.11
101.90,101.91,102.24,101.59
101.63,100.12,101.76,99.72
100.06,101.02,101.12,99.83
101.02,100.77,101.22,100.13
101.00,100.80,101.00,100.20
100.85,100.24,100.96,100.15
100.71,99.71,100.85,99.50
99.99,99.34,100.01,99.16
99.34,99.78,99.92,99.13
99.50,99.90,99.95,99.30
100.47,101.62,102.29,100.40
100.28,101.30,102.20,100.28
101.12,100.53,101.42,100.31
100.38,99.18,100.42,97.85
99.54,99.61,99.91,98.29
99.60,98.86,99.72,98.30
99.00,99.46,99.88,98.70
99.01,99.12,99.58,98.71
99.46,99.49,100.19,99.03
99.65,100.92,101.35,99.65
100.24,99.47,101.31,99.43
99.61,99.62,100.31,99.10
99.63,100.12,101.04,98.80
100.56,102.00,102.11,100.12
102.80,103.82,103.83,102.12
104.16,104.41,104.60,103.65
104.25,104.28,104.72,103.70
104.68,106.08,106.23,104.14
106.15,105.46,106.36,105.43
105.36,105.65,105.98,105.23
105.25,105.46,105.98,105.15
105.19,105.58,105.91,105.19
105.73,104.21,106.06,104.14
103.96,103.87,104.22,102.95
103.81,103.89,104.90,103.20
104.35,104.33,105.50,103.82
104.47,106.12,106.54,104.34
106.24,107.31,107.45,106.17
107.25,106.62,107.53,106.19
106.94,106.36,107.10,105.86
106.90,106.78,107.89,106.10
105.68,106.95,107.02,105.46
107.79,107.39,108.97,107.08
107.21,109.08,109.23,107.21
109.50,108.60,109.94,107.73
108.52,108.82,109.60,107.91
109.13,110.11,110.16,108.51
109.87,108.40,109.96,107.92
107.78,108.15,108.29,107.34
107.40,108.00,108.28,106.59
108.56,107.10,108.81,106.92
107.69,108.65,108.84,107.23
108.52,106.71,108.63,106.60
106.63,107.83,107.88,106.00
108.11,107.69,108.43,106.91
111.67,109.61,112.44,108.00
109.43,108.05,110.11,107.57
107.54,106.93,108.20,106.29
106.92,106.91,107.19,106.37
107.00,108.10,108.36,106.72
108.10,107.94,108.49,107.31
107.76,108.26,108.35,107.59
108.06,109.00,109.08,107.82
109.00,108.86,109.37,108.27
108.66,109.77,109.94,108.52
109.50,109.28,109.64,108.81
109.26,108.94,109.40,108.38
109.10,109.73,109.78,108.83
109.40,109.37,109.85,108.86
109.37,108.99,109.48,108.89
109.03,109.10,109.46,108.60
109.23,108.64,109.23,108.50
108.63,109.92,110.15,108.51
109.89,110.84,110.86,109.40
110.48,109.93,110.65,109.08
110.00,110.16,110.36,109.45
109.65,108.69,109.79,108.43
108.66,109.39,109.70,108.39
108.67,107.83,109.13,107.79
107.70,107.43,108.13,106.53
107.70,109.21,109.32,107.47
108.85,108.77,109.07,108.04
109.19,109.40,110.15,108.92
109.20,109.03,109.36,108.23
109.22,109.84,110.15,107.47
109.58,109.59,109.97,109.19
110.18,111.89,112.03,109.94
111.43,111.93,112.65,111.29
111.82,111.14,112.60,111.10
111.78,110.04,112.00,110.01
109.98,109.64,110.06,109.19
109.71,110.02,110.13,109.26
110.00,110.76,111.37,109.48
110.34,110.39,111.47,110.34
109.82,109.93,110.15,109.09
109.72,110.20,110.77,109.50
112.40,111.37,112.70,110.36
111.05,110.63,112.09,110.60
110.70,110.50,110.99,109.92
110.61,110.89,110.98,109.89
110.89,110.67,111.19,110.37
110.24,110.75,111.12,110.00
110.64,110.99,111.45,110.36
110.94,110.48,111.91,110.38
110.47,110.36,110.98,110.00
110.15,109.26,110.24,108.76
109.05,108.47,109.54,108.38
108.90,108.97,109.90,108.46
109.40,108.89,109.50,108.29
108.66,109.10,109.61,108.41
109.04,109.24,109.53,108.85
109.28,108.30,109.45,107.59
108.40,108.32,108.80,107.94
108.28,107.11,108.83,106.90
107.11,106.10,107.48,105.86
106.97,106.19,108.50,105.95
106.51,106.51,107.33,106.41
106.88,105.73,107.13,105.55
106.03,106.48,106.53,105.43
106.62,107.10,107.54,106.07
108.00,107.59,108.35,106.94
107.34,106.95,107.90,106.95
106.99,107.49,107.79,106.39
107.47,107.19,108.42,107.07
107.75,108.47,108.69,107.40
108.65,109.20,109.32,108.65
109.19,109.52,109.89,109.00
109.51,110.39,110.50,109.11
110.33,110.38,111.03,109.95
110.07,109.78,110.43,109.47
109.69,109.79,110.23,109.47
109.81,108.99,109.96,108.84
108.94,109.57,109.83,108.56
109.26,108.93,109.88,108.51
109.07,107.66,109.30,107.51
108.08,107.91,108.27,107.04
107.83,106.89,107.87,106.60
106.87,107.14,107.18,106.37
106.76,106.65,107.77,106.52
106.23,105.97,106.52,105.67
106.00,105.34,106.34,104.91
105.24,105.53,106.04,104.88
106.02,106.61,107.01,105.88
106.64,105.77,106.74,105.49
105.59,104.96,105.74,104.81
104.71,104.23,104.71,103.77
104.51,105.28,105.45,104.35
105.38,105.90,106.11,105.34
106.19,106.85,107.30,105.73
106.57,106.75,107.26,106.32
106.96,107.00,107.60,106.50
106.90,106.71,107.37,106.58
106.79,105.94,107.06,105.94
106.01,106.22,106.28,105.68
106.40,107.12,107.17,106.36
106.45,104.54,106.88,104.49
105.38,104.02,105.40,103.89
104.30,106.86,106.95,104.26
106.95,106.12,107.12,105.86
106.08,105.94,106.58,105.45
106.38,108.12,108.25,106.05
108.12,107.40,108.54,107.30
109.52,106.81,109.52,106.74
107.49,107.67,108.13,107.44
108.31,108.67,108.85,107.90
108.86,108.62,109.40,108.26
108.72,109.76,109.88,108.64
110.00,111.07,111.34,109.64
110.72,110.44,110.80,110.12
109.70,110.61,110.69,109.40
110.83,110.36,110.85,110.11
110.40,110.96,111.06,110.33
110.83,110.61,111.22,110.20
110.44,110.36,111.10,110.20
110.00,110.84,110.88,109.76
110.89,111.50,111.62,110.63
111.33,112.00,112.40,111.12
111.37,112.03,112.39,110.92
112.48,111.94,112.59,111.76
111.49,115.00,115.00,110.82
114.99,116.85,117.14,114.61
117.35,118.94,119.05,116.86
119.30,119.39,119.75,118.50
119.39,118.21,119.75,117.88
118.38,117.05,118.59,116.82
116.50,117.67,117.72,116.19
116.88,116.83,117.30,115.13
116.56,116.48,117.09,116.11
116.70,117.62,117.91,116.26
117.48,117.51,117.83,116.51
117.03,116.99,117.71,116.81
116.64,116.15,117.00,115.71
115.74,115.72,116.67,115.30
115.06,113.97,115.72,113.89
108.98,109.56,111.78,106.00
111.03,107.49,111.80,107.32
108.91,110.07,110.34,107.34
110.92,111.43,111.98,109.64
111.06,111.69,111.71,110.54
111.31,111.17,111.56,110.74
109.40,108.82,110.12,108.28
109.69,110.42,110.52,109.36
111.00,111.34,111.83,110.86
109.90,109.60,110.21,108.97
110.77,111.61,111.64,110.34
112.00,109.40,112.37,109.16
109.37,109.42,110.40,108.77
108.96,109.84,109.90,108.50
109.80,109.91,110.06,109.14
110.14,111.60,111.99,109.93
111.70,113.58,114.03,111.65
113.71,114.08,115.50,113.55
113.29,113.46,114.26,113.06
114.01,114.47,114.87,113.94
113.65,113.79,113.98,112.75
113.72,114.35,114.48,113.53
113.68,113.91,114.53,113.38
114.90,116.24,116.92,114.50
115.77,114.21,116.24,114.15
113.95,114.56,114.81,113.37
115.51,115.53,116.19,115.25
115.53,115.38,115.94,114.62
114.06,116.93,116.98,114.06
117.54,118.38,118.65,117.08
118.22,118.35,119.08,117.52
118.68,119.00,119.68,118.33
119.05,120.18,120.30,118.47
120.39,120.52,121.00,120.14
120.71,120.75,121.50,120.50
120.49,120.55,121.24,119.80
120.74,120.25,121.16,119.79
120.88,120.18,121.22,119.94
120.81,121.92,121.98,120.42
121.91,121.72,122.14,120.87
121.74,122.08,122.28,121.50
122.43,122.06,123.43,121.95
122.88,123.60,123.88,122.73
124.00,123.25,124.61,122.88
122.55,122.04,122.87,121.83
121.88,121.89,122.36,121.62
122.31,122.63,123.03,121.49
122.36,122.72,122.83,121.50
122.72,121.94,123.15,121.73
124.96,125.70,127.25,123.41
125.25,124.63,125.67,124.34
124.55,124.20,124.78,123.70
123.92,124.22,124.44,123.06
123.62,122.28,123.73,121.37
121.95,121.88,122.09,120.66
121.57,122.28,122.63,121.38
122.71,123.42,124.40,122.71
122.96,121.83,123.52,121.80
121.76,120.74,122.43,120.16
121.08,121.87,121.89,120.50
121.93,121.78,122.54,121.34
121.98,123.59,123.67,121.65
123.82,124.32,124.84,123.78
124.98,123.85,125.13,123.75
123.93,125.36,125.50,123.90
125.00,124.79,125.30,124.53
124.99,125.31,125.76,124.80
125.02,125.51,125.97,125.00
125.51,124.30,125.75,124.26
125.09,126.64,126.88,124.94
126.63,126.35,127.51,125.97
126.53,126.05,127.64,125.24
126.36,128.78,128.82,126.12
128.70,129.33,129.52,128.37
128.93,129.72,129.97,128.49
129.81,127.73,130.31,127.32
127.72,126.87,127.90,126.42
126.13,125.92,126.85,125.30
126.24,126.47,127.50,124.96
127.50,129.14,130.13,127.15
129.72,131.12,131.59,129.08
131.38,131.34,131.78,130.44
130.86,127.05,130.86,126.99
128.33,127.65,128.62,127.01
127.93,127.59,128.01,126.63
128.00,128.18,128.86,127.75
127.97,127.86,128.34,127.36
127.64,128.06,128.40,127.45
128.70,129.01,129.15,128.45
129.25,128.20,129.25,128.09
127.91,126.83,128.20,126.78
125.35,125.28,125.62,123.79
125.52,127.09,127.54,125.35
125.66,127.03,127.54,125.66
125.42,125.64,126.92,125.20
125.85,126.18,127.40,125.58
126.67,127.68,128.18,126.33
128.12,128.40,128.69,127.39
128.56,128.11,129.38,127.83
128.23,127.32,128.99,127.19
125.62,126.86,127.47,125.57
127.57,127.64,129.14,126.94
126.25,125.39,127.37,123.74
125.37,125.89,126.38,124.24
126.86,127.59,127.98,125.78
126.33,125.04,127.42,124.95
125.40,125.55,126.73,124.45
125.53,124.64,126.16,124.15
124.45,126.03,126.23,123.73
126.87,129.05,129.47,125.98
129.15,131.81,132.19,128.93
131.06,129.09,131.71,128.64
129.81,131.09,131.40,128.42
131.56,124.71,131.59,124.21
124.95,124.38,125.81,122.40
123.60,127.04,127.58,123.28
126.26,128.68,129.95,125.01
129.09,127.91,130.93,127.41
127.15,126.98,127.94,125.08
128.04,127.54,128.67,126.69
127.82,128.12,128.46,126.68
128.10,129.42,130.32,127.75
129.43,127.89,129.58,127.76
127.89,128.63,128.76,126.87
128.97,128.31,129.53,127.81
128.40,128.85,129.23,128.35
127.73,130.24,130.35,127.61
130.50,131.45,131.50,130.11
130.59,127.82,131.18,127.30
127.65,126.42,128.20,126.42
126.57,125.47,127.17,124.77
125.20,126.06,126.20,124.15
126.05,125.59,126.05,124.40
125.63,125.61,126.06,124.68
125.40,123.46,125.50,123.00
123.35,125.47,126.86,122.77
125.85,125.22,126.67,124.99
125.72,125.51,126.57,124.91
126.13,126.45,126.76,125.31
126.45,125.94,126.95,125.57
125.51,126.70,127.09,125.30
125.86,127.40,128.17,125.64
127.19,127.58,128.19,126.94
127.60,127.41,128.20,126.33
127.41,127.45,128.19,126.53
127.45,126.32,127.94,126.00
126.40,127.08,127.88,126.32
126.91,126.56,127.58,126.20
126.76,127.55,128.14,126.76
128.04,128.00,128.75,127.39
128.15,127.97,128.44,127.19
127.71,126.06,128.23,125.79
124.75,127.38,127.50,124.28
127.49,127.64,128.15,126.61
128.01,128.07,129.33,127.59
128.04,129.41,129.59,127.91
129.05,128.66,129.08,128.17
129.00,128.53,129.50,127.87
128.60,128.16,129.21,128.00
128.09,128.17,128.42,127.31
128.44,126.14,128.63,125.50
126.16,126.55,127.44,125.98
127.01,126.41,127.29,125.80
125.58,126.50,126.62,125.03
126.57,126.56,126.92,126.00
126.38,124.80,126.67,124.77
124.51,121.13,124.58,121.10
120.65,122.45,122.51,119.23
122.01,123.63,124.24,121.74
123.64,123.76,124.80,123.64
124.04,124.78,125.13,123.31
124.22,124.77,125.39,124.18
124.36,125.23,125.34,124.06
125.25,126.96,127.01,124.85
129.88,129.43,132.50,128.64
129.01,129.25,129.60,127.83
129.53,128.94,130.55,128.35
129.12,130.46,130.65,128.65
130.75,131.68,131.79,130.50
131.93,132.84,132.86,131.53
132.84,132.19,132.96,131.17
132.79,132.88,133.12,132.19
133.10,131.98,133.24,131.48
131.98,132.00,132.76,131.14
131.98,129.43,132.91,129.06
129.47,128.14,129.71,127.18
127.93,129.98,130.38,127.50
130.12,128.83,130.49,128.46
128.99,129.05,129.46,128.50
129.22,130.07,130.63,128.86
130.03,129.36,130.55,129.00
129.44,129.54,130.19,129.19
129.86,129.70,130.09,129.29
130.00,128.54,130.11,127.90
128.64,129.89,129.98,128.39
130.04,129.83,130.04,128.88
129.83,129.92,130.16,128.94
129.70,129.33,130.09,128.89
129.58,129.36,129.82,129.02
129.08,130.11,130.15,128.71
130.06,130.91,131.02,129.70
130.42,131.77,131.82,130.06
131.55,131.18,132.48,131.09
130.82,132.79,133.00,130.00
132.80,132.15,133.05,131.82
132.00,133.11,133.38,131.91
132.89,132.37,132.89,131.13
132.63,132.32,133.05,132.13
132.82,133.10,133.87,132.53
133.03,133.85,133.89,132.92
134.47,134.23,134.49,133.64
132.55,134.88,136.49,132.00
134.60,137.03,137.62,134.58
137.20,136.66,137.20,135.53
136.70,135.21,137.43,134.49
135.58,138.39,138.41,134.81
138.69,137.16,138.86,136.44
137.64,139.24,140.08,137.50
140.21,138.21,140.47,137.72
138.00,137.52,138.29,136.84
137.42,138.37,138.46,137.00
138.06,137.71,138.30,136.56
136.73,136.22,137.14,135.60
136.57,137.06,137.39,136.08
136.93,136.72,138.37,136.56
137.00,136.58,137.68,136.23
136.76,136.12,137.00,135.99
136.00,136.35,136.46,135.51
136.53,135.35,136.90,135.29
135.14,134.64,135.27,134.25
134.69,135.18,135.28,134.50
134.21,134.48,134.54,133.71
134.38,133.89,134.92,133.36
133.77,131.03,133.77,130.35
131.00,130.83,131.18,129.54
130.43,131.07,131.79,130.06
130.68,131.35,131.70,130.68
131.24,130.30,132.17,129.86
132.29,131.59,132.62,130.80
131.61,133.91,133.96,131.61
133.80,132.22,133.97,131.79
132.22,132.16,132.45,131.22
132.29,132.59,132.93,131.74
132.84,133.85,133.85,132.49
134.32,133.20,134.70,133.00
133.61,133.42,134.23,133.10
133.16,132.24,133.41,132.20
131.92,131.08,132.24,131.03
131.50,131.50,132.24,130.16
131.35,131.22,131.80,130.82
130.88,130.80,131.06,130.45
130.80,130.93,131.10,130.29
131.17,130.45,131.49,130.22
130.36,130.77,130.91,129.65
130.83,131.05,131.63,130.62
130.94,130.63,132.14,130.49
130.83,131.46,131.77,130.75
131.40,130.66,131.72,130.44
130.84,131.04,131.16,130.20
130.54,131.04,131.12,130.41
131.31,131.97,132.19,131.10
131.86,132.00,132.62,131.09
131.60,129.49,131.60,128.61
128.86,126.99,129.07,126.66
125.94,122.89,126.25,122.86
123.14,124.04,124.27,123.00
123.67,123.09,124.06,122.92
123.15,122.52,123.57,122.22
122.47,122.54,122.97,122.22
122.79,122.73,123.22,121.75
122.50,122.67,123.21,122.35
122.67,123.44,124.87,122.67
123.52,124.41,124.61,122.74
125.06,126.57,126.70,125.03
126.46,126.53,126.88,125.64
126.37,125.69,126.38,125.64
126.13,125.84,126.22,125.48
125.73,126.02,126.11,125.02
125.53,124.66,125.98,124.26
125.15,125.18,125.81,125.00
124.69,124.32,124.70,123.32
124.15,122.06,124.45,121.73
122.19,121.56,122.48,121.17
121.48,122.73,123.83,121.18
123.10,122.65,123.38,121.61
122.74,121.94,123.16,121.49
121.70,120.89,121.85,120.39
121.26,121.93,122.53,121.26
121.80,122.52,123.09,121.53
122.56,121.77,123.05,121.76
122.03,122.13,122.50,121.65
122.58,121.80,122.86,121.80
121.94,120.81,122.29,120.59
120.98,119.71,121.45,119.68
119.56,120.05,120.37,118.57
119.46,118.66,119.73,118.26
118.90,119.58,120.93,118.56
119.46,119.15,119.75,118.92
119.03,117.97,119.74,117.89
118.00,119.03,119.28,117.98
119.18,120.02,120.13,118.75
119.84,119.49,119.99,118.13
117.20,115.67,118.05,115.03
115.33,114.72,116.03,113.78
114.72,113.26,114.97,113.26
114.05,114.27,114.98,113.41
114.18,115.26,115.69,113.95
113.41,115.11,115.78,112.56
114.74,112.25,115.15,111.24
112.25,113.05,113.96,111.77
112.92,113.14,113.50,112.15
113.86,114.18,114.74,113.54
114.43,113.98,114.81,113.75
113.69,113.52,114.63,112.96
113.70,114.80,114.91,113.44
114.87,114.85,115.15,114.18
115.20,116.26,116.89,115.20
116.07,115.48,116.45,115.29
116.11,117.22,117.22,115.85
117.12,117.41,117.83,116.51
117.67,117.69,118.23,116.93
117.72,115.56,118.09,115.51
115.13,113.58,115.54,112.28
114.07,114.02,114.90,113.73
114.64,113.80,114.80,113.01
