UGE,ProShares Ultra Consumer Goods,NASDAQ
64.03,62.14,64.03,62.14
62.50,62.43,62.69,62.14
60.34,61.62,61.62,60.34
62.70,63.07,63.07,62.70
63.98,63.93,63.98,63.72
65.95,65.95,65.95,65.95
65.13,64.37,65.17,64.37
66.02,65.85,66.29,65.85
65.85,65.85,65.85,65.85
64.75,64.75,64.75,64.75
65.33,65.33,65.33,65.33
67.11,67.02,67.14,66.77
67.83,68.37,68.40,67.83
68.41,68.34,68.41,68.29
69.93,70.35,70.35,69.71
70.41,70.24,70.41,70.24
71.00,70.70,71.00,70.45
70.48,69.56,70.48,69.41
68.48,69.97,70.12,68.48
70.07,70.65,71.06,69.96
70.50,70.74,71.00,70.50
71.27,71.02,71.27,70.80
70.69,70.82,70.96,70.60
70.82,70.82,70.82,70.82
70.82,70.82,70.82,70.82
70.61,70.33,70.61,69.77
70.56,70.57,70.63,70.56
70.67,70.75,70.77,70.67
70.90,71.18,71.19,70.90
71.93,72.33,72.33,71.87
72.38,71.92,73.42,71.59
72.32,72.49,72.49,72.32
71.68,71.77,71.77,71.68
70.95,70.95,70.95,70.95
71.89,72.49,72.49,70.86
72.00,72.24,72.24,72.00
71.71,71.72,71.72,71.65
71.72,71.72,71.72,71.72
70.92,70.92,70.92,70.92
69.65,68.95,69.65,68.86
67.98,67.80,68.07,67.36
67.10,66.91,67.68,66.90
66.56,67.39,67.39,66.56
67.25,67.20,67.25,67.16
67.00,67.29,67.29,66.74
67.82,67.82,67.82,67.82
67.84,67.53,68.15,67.47
65.37,65.66,66.13,65.37
64.73,64.99,65.37,64.73
65.83,65.83,65.83,65.83
65.83,65.83,65.83,65.83
66.24,66.06,66.38,66.06
66.03,66.03,66.03,66.03
66.62,66.74,66.74,66.62
67.02,67.48,67.48,67.02
66.57,68.05,68.29,66.57
68.60,68.60,68.60,68.39
68.12,69.05,69.05,68.12
69.05,69.05,69.05,69.05
69.64,69.65,69.65,69.52
71.45,71.00,71.51,71.00
71.54,71.54,71.54,71.54
70.89,70.80,70.89,70.80
70.46,72.98,73.33,68.62
72.97,71.39,72.97,71.39
72.47,70.91,72.47,70.47
70.60,71.45,71.71,70.43
70.61,70.33,70.99,70.33
70.28,70.52,70.52,70.19
70.52,70.52,70.52,70.52
68.23,68.70,69.16,68.23
68.70,68.70,68.70,68.70
67.87,68.44,68.44,67.87
69.22,69.22,69.22,69.22
69.22,69.22,69.22,69.22
66.99,68.46,68.51,66.25
67.13,66.98,67.20,66.98
67.19,66.87,67.19,66.35
66.87,66.87,66.87,66.87
69.60,69.61,69.68,69.57
70.32,70.32,70.32,70.32
70.32,70.32,70.32,70.32
70.32,70.32,70.32,70.32
71.03,71.62,71.62,71.03
71.62,71.62,71.62,71.62
72.25,72.39,72.51,72.25
73.70,74.48,74.64,73.54
72.80,74.34,74.34,72.80
73.81,73.81,73.81,73.81
74.25,74.50,74.50,74.25
75.52,75.54,76.23,74.08
76.60,76.60,76.60,76.60
76.55,76.43,76.62,76.43
76.18,76.18,76.18,76.18
76.18,76.18,76.18,76.18
76.12,76.09,76.12,76.09
76.09,76.09,76.09,76.09
76.36,77.37,77.37,76.36
77.80,76.40,77.80,76.40
74.52,75.06,75.06,74.52
75.64,75.64,75.64,75.64
75.67,75.67,75.67,75.67
77.17,77.17,77.17,77.17
78.36,78.26,78.36,78.26
78.98,78.59,78.98,78.56
78.59,78.59,78.59,78.59
77.67,77.67,77.67,77.67
77.68,76.73,77.68,76.55
77.73,77.73,77.73,77.73
77.73,77.73,77.73,77.73
78.38,78.38,78.38,78.38
78.23,78.23,78.23,78.23
78.19,78.45,78.45,78.19
78.72,78.64,78.94,78.64
77.74,77.66,77.78,77.35
77.66,77.66,77.66,77.66
76.70,76.18,76.70,76.18
76.18,76.18,76.18,76.18
78.38,78.68,78.68,78.04
78.82,79.24,79.28,78.82
78.65,78.34,78.65,78.34
78.34,78.34,78.34,78.34
78.34,78.34,78.34,78.34
75.91,75.74,75.91,75.74
76.72,76.50,76.72,76.16
76.94,76.10,76.94,73.30
76.10,76.10,76.10,76.10
76.78,77.21,77.21,76.78
77.64,77.67,77.83,77.64
77.89,77.70,77.89,77.70
78.16,78.12,78.17,78.12
78.12,78.12,78.12,78.12
78.12,78.12,78.12,78.12
79.19,79.35,79.35,79.19
79.35,79.35,79.35,79.35
78.50,78.50,78.50,78.50
78.50,78.50,78.50,78.50
79.39,77.34,79.39,77.34
77.25,77.94,77.94,77.25
77.73,77.69,77.73,77.69
77.27,77.71,77.71,77.27
78.22,78.22,78.22,78.22
78.22,76.30,78.22,76.30
77.54,77.53,77.54,77.53
77.94,77.94,77.94,77.94
77.33,77.52,77.74,77.33
76.50,76.67,76.67,76.50
76.91,77.00,77.20,76.91
77.00,77.00,77.00,77.00
75.72,75.63,75.72,75.27
75.19,73.43,75.19,73.43
72.34,72.11,72.34,72.04
73.83,73.83,73.83,73.83
72.08,71.63,72.08,71.63
71.75,72.02,72.21,71.60
70.29,70.48,70.48,70.29
68.35,67.89,68.71,67.82
67.89,67.89,67.89,67.89
66.47,67.38,68.33,64.86
69.71,69.98,69.98,69.71
71.00,71.68,71.68,71.00
71.68,71.68,71.68,71.68
72.55,73.60,73.60,72.55
73.60,73.60,73.60,73.60
72.75,73.66,73.66,72.75
73.66,73.66,73.66,73.66
74.70,74.70,74.70,74.70
74.70,74.70,74.70,74.70
74.85,74.70,74.85,74.70
75.17,75.17,75.17,75.17
75.25,75.25,75.25,75.25
76.03,76.03,76.03,76.03
76.47,77.04,77.04,76.00
77.04,77.04,77.04,77.04
76.96,76.96,76.96,76.96
75.00,75.46,75.46,75.00
78.01,78.01,78.01,78.01
78.36,78.36,78.36,78.36
78.16,78.84,78.84,78.16
78.06,78.06,78.06,78.06
78.30,78.30,78.30,78.30
78.95,77.41,78.96,77.41
77.88,77.88,77.88,77.88
76.94,76.94,76.94,76.94
76.68,76.68,76.68,76.68
76.68,76.68,76.68,76.68
78.25,78.73,78.73,78.25
78.09,78.58,78.58,78.09
78.58,78.58,78.58,78.58
78.50,78.19,78.50,78.19
77.16,77.15,77.34,76.89
77.56,77.56,77.56,77.56
78.00,78.00,78.00,78.00
77.46,77.55,77.56,77.46
77.52,77.92,77.92,77.52
79.30,79.06,79.30,79.06
79.64,79.28,79.76,79.28
79.68,80.36,80.36,79.68
79.68,79.68,79.68,79.68
80.40,80.69,80.69,80.40
78.15,78.15,78.15,78.15
78.51,78.51,78.51,78.51
78.51,78.51,78.51,78.51
78.14,78.14,78.14,78.14
78.14,78.14,78.14,78.14
73.38,76.80,77.59,73.38
76.89,76.95,76.95,76.89
79.45,79.61,79.61,79.22
79.60,80.24,80.24,79.60
80.93,80.26,80.93,79.74
80.15,80.15,80.15,80.15
80.60,80.58,80.60,80.58
80.58,80.58,80.58,80.58
79.13,79.70,80.13,79.13
81.20,81.12,81.20,80.70
81.13,81.13,81.13,81.13
81.13,81.13,81.13,81.13
81.13,83.16,83.16,81.13
81.61,81.70,82.20,81.61
81.38,80.89,81.45,80.60
80.93,80.15,81.09,80.15
80.62,81.30,81.66,80.62
81.91,81.69,81.91,81.57
81.70,81.57,81.70,81.57
83.87,82.60,83.87,82.60
83.42,83.46,83.46,83.34
83.46,83.46,83.46,83.46
81.25,80.60,81.25,80.07
80.60,80.60,80.60,80.60
80.58,81.93,81.94,80.58
81.93,81.93,81.93,81.93
80.96,81.49,81.66,80.96
81.59,82.15,82.15,81.59
82.65,82.83,82.90,82.09
83.16,83.65,83.76,83.16
83.20,83.51,83.81,83.20
84.21,84.75,84.75,83.85
85.06,85.16,85.16,85.06
85.26,84.62,85.26,84.37
84.56,84.56,84.56,84.56
84.63,84.65,84.65,84.63
85.77,85.77,85.77,85.77
86.38,86.38,86.38,86.38
87.27,86.91,87.27,86.67
86.91,86.91,86.91,86.91
85.51,85.80,85.80,85.51
85.43,84.07,85.43,84.07
84.47,84.29,84.47,84.22
85.35,85.18,85.35,84.90
85.61,86.06,86.06,85.61
86.93,86.87,86.93,86.87
87.94,87.94,87.94,87.94
87.32,87.84,87.84,87.32
87.75,87.13,87.75,86.70
86.99,86.29,86.99,86.29
85.95,86.65,86.77,85.95
85.27,86.13,86.13,85.00
86.19,85.78,86.89,85.78
86.87,86.87,86.87,86.87
87.41,87.68,87.68,87.04
88.37,87.44,88.37,87.06
87.06,88.57,88.68,86.58
87.97,88.22,88.34,87.68
87.51,87.79,88.02,87.40
88.09,88.72,88.72,88.09
88.43,88.43,88.43,88.43
88.25,88.19,88.25,88.19
89.03,89.04,89.04,89.03
87.26,87.42,87.42,87.26
87.30,87.26,87.48,87.26
86.92,86.97,87.28,86.92
87.18,87.43,87.43,87.18
86.97,86.60,86.97,86.08
86.74,86.64,86.74,86.28
86.07,86.13,86.13,86.07
86.50,86.99,86.99,86.39
86.06,86.11,86.11,85.58
86.78,85.52,86.78,84.70
84.74,84.74,84.74,84.74
85.25,82.95,85.25,82.49
82.04,80.11,82.04,80.11
80.71,80.47,81.32,80.47
80.47,81.24,81.29,80.40
81.30,81.30,81.30,81.30
81.30,81.30,81.30,81.30
83.09,81.91,83.09,81.87
82.65,83.02,83.02,82.59
83.61,84.55,84.87,83.61
83.45,83.86,83.86,83.45
83.86,83.86,83.86,83.86
84.95,84.87,84.95,84.87
84.88,84.93,84.93,84.88
86.70,86.41,86.88,86.35
86.82,86.82,86.82,86.82
87.39,87.60,87.75,87.39
87.60,87.56,87.60,87.56
88.58,87.09,88.58,87.07
88.19,87.93,88.46,87.93
88.11,88.35,88.35,87.89
87.52,87.52,87.52,87.52
87.52,87.52,87.52,87.52
88.00,88.53,88.53,88.00
87.84,87.84,87.84,87.84
88.66,88.64,88.66,88.29
88.95,89.19,89.42,88.95
89.19,89.19,89.19,89.19
89.53,88.36,89.53,88.36
87.75,87.89,88.03,87.75
87.64,88.25,88.32,87.64
88.65,88.65,88.65,88.38
87.40,87.40,87.40,87.40
87.41,87.61,87.74,87.25
87.88,88.12,88.69,87.88
88.73,88.64,88.73,88.16
88.18,88.50,88.81,88.18
88.80,88.60,88.80,88.60
88.05,87.36,88.05,87.14
87.40,87.08,87.52,86.93
87.56,88.02,88.02,87.23
85.72,85.90,85.90,85.51
86.71,86.75,86.75,86.71
85.98,86.40,86.40,85.98
85.17,85.44,85.44,85.17
84.75,84.71,85.40,84.71
84.69,84.89,84.95,83.89
85.75,86.79,86.79,85.75
87.04,86.61,87.04,85.93
85.44,86.08,86.10,85.44
85.10,84.14,85.10,84.14
87.08,84.75,87.08,84.04
84.32,84.72,84.72,84.32
83.12,83.43,83.87,82.15
83.43,83.43,83.43,83.43
79.42,79.19,79.42,78.53
80.10,81.15,81.21,80.10
81.73,82.26,82.80,81.44
83.46,83.90,84.38,83.26
85.31,86.10,86.10,85.31
86.64,85.69,87.04,85.69
86.84,86.13,86.84,86.13
86.85,87.48,87.48,86.85
87.29,87.76,87.79,86.53
88.48,88.88,88.95,88.48
88.36,88.10,89.25,88.01
88.52,89.98,89.98,88.52
91.80,91.10,91.80,90.48
91.30,91.45,92.00,90.77
91.45,91.45,91.45,91.45
94.87,92.91,94.87,91.53
93.26,93.96,94.03,93.26
93.89,93.89,93.89,93.89
94.19,93.40,94.19,93.40
94.90,94.43,94.90,94.43
94.45,94.35,94.52,94.00
95.95,95.37,96.41,95.21
96.00,94.31,96.66,94.31
94.84,95.25,95.51,94.76
96.86,96.87,96.87,96.86
96.92,96.20,97.26,96.20
97.13,97.12,97.13,97.05
97.95,97.61,98.14,97.23
98.03,97.42,98.16,97.40
98.31,98.15,98.51,98.15
97.53,97.80,97.80,97.53
99.47,100.74,101.00,99.47
100.22,98.36,100.22,98.36
99.00,99.60,100.15,99.00
98.82,99.47,99.47,98.61
98.88,99.43,99.43,98.01
99.22,99.30,99.30,99.22
98.54,97.21,99.10,97.20
96.50,97.55,97.55,93.73
97.55,97.55,97.55,97.55
96.92,97.58,97.58,96.92
95.58,96.05,96.05,95.58
93.00,92.02,93.09,91.49
88.44,91.11,91.11,88.44
90.92,93.07,93.34,90.70
95.12,97.25,97.25,94.90
98.48,96.36,98.48,96.10
96.83,98.54,98.54,96.83
98.54,99.98,99.98,98.54
100.00,99.37,100.00,99.37
100.79,100.63,100.81,100.63
99.41,99.50,99.91,99.41
99.15,99.02,99.15,99.00
97.94,98.81,98.82,97.94
97.00,94.93,97.00,94.77
95.05,93.84,95.05,93.27
94.21,92.99,94.21,92.23
94.80,95.78,96.14,94.61
96.15,98.81,98.81,96.15
97.65,96.66,98.14,96.66
96.18,96.36,97.31,95.93
98.06,95.42,98.06,94.30
94.17,93.90,94.95,93.90
94.05,95.55,95.55,93.90
94.86,93.90,94.96,93.90
96.00,97.07,97.07,95.50
95.91,97.68,98.04,95.88
97.68,99.16,99.16,97.30
98.07,98.07,99.10,98.07
98.08,98.24,98.55,97.20
97.50,96.13,97.50,95.52
96.30,93.90,96.30,93.90
94.21,93.38,94.21,93.38
94.98,92.06,94.98,92.06
93.13,92.00,93.13,92.00
96.00,95.77,96.00,95.66
97.25,96.89,98.15,96.89
96.89,96.89,96.89,96.89
98.42,97.00,98.51,97.00
96.61,96.07,97.21,96.07
98.18,99.15,99.15,98.04
98.77,98.77,98.77,98.77
100.08,99.51,100.08,99.51
100.09,100.04,100.09,99.80
100.00,99.60,100.00,99.60
100.22,100.79,100.79,100.22
100.45,100.45,100.45,100.45
100.04,100.25,100.25,99.69
101.86,101.64,102.30,101.64
101.86,101.54,102.71,101.46
101.90,101.92,101.92,101.90
101.36,101.60,102.39,101.36
102.17,101.85,102.17,101.85
102.56,104.02,104.02,102.54
102.12,102.00,102.19,101.19
100.28,100.58,100.58,100.25
101.02,100.42,101.02,100.27
99.46,98.20,99.46,98.20
98.40,97.51,98.40,97.36
96.22,94.58,96.22,94.58
93.86,93.50,94.20,93.47
93.40,95.39,95.39,93.32
95.61,95.23,95.61,93.46
95.25,95.99,96.25,95.25
95.86,95.01,95.86,94.78
93.30,93.52,93.98,93.19
95.25,96.60,96.76,95.25
96.60,96.60,96.60,96.60
97.05,97.05,97.05,97.05
99.68,98.13,99.68,98.13
98.95,97.22,99.61,97.22
96.97,95.88,96.97,95.88
96.95,96.97,97.15,96.44
99.48,99.57,99.57,98.88
99.57,99.57,99.57,99.57
97.83,96.59,97.83,96.10
98.68,99.10,99.81,98.50
97.38,101.25,101.62,97.38
100.73,100.01,100.73,100.01
99.80,99.80,99.80,99.80
101.09,101.00,101.09,100.26
100.79,101.63,101.63,100.79
100.65,100.49,100.70,100.49
100.69,99.82,101.37,99.81
99.82,99.82,99.82,99.82
102.06,101.67,102.40,101.67
100.53,99.77,100.53,99.44
102.04,102.02,102.14,102.02
101.71,101.33,102.10,101.33
101.51,101.97,101.97,101.51
101.10,101.10,101.10,101.10
100.50,100.34,101.35,100.34
100.28,99.30,100.33,99.30
98.94,99.48,99.48,98.94
99.00,99.31,99.31,98.52
97.50,97.11,97.50,97.11
97.78,98.50,98.51,97.42
98.50,98.50,98.50,98.50
101.26,99.95,101.26,99.95
99.95,99.95,99.95,99.95
100.25,99.16,100.25,98.82
101.00,101.56,101.56,101.00
101.50,101.51,102.31,101.48
101.51,101.51,101.51,101.51
101.51,101.51,101.51,101.51
100.81,102.00,102.41,100.79
102.42,102.42,102.42,102.42
101.22,102.64,102.64,101.22
102.64,102.64,102.64,102.64
102.85,102.24,103.40,102.24
103.34,102.88,103.34,102.64
102.88,102.88,102.88,102.88
100.00,99.85,100.00,99.80
100.56,100.63,101.16,100.53
100.59,100.59,100.59,100.59
100.59,100.59,100.59,100.59
99.94,99.94,99.94,99.94
99.00,99.39,99.39,98.20
99.39,99.39,99.39,99.39
98.95,97.91,99.44,97.91
97.04,97.04,97.04,97.04
97.27,97.27,97.27,97.27
96.83,96.83,96.83,96.83
96.83,96.83,96.83,96.83
96.83,96.83,96.83,96.83
98.52,98.52,98.52,98.52
97.40,96.61,97.40,96.61
98.43,98.95,98.95,98.43
98.96,100.16,100.16,98.69
102.47,102.37,103.02,102.30
102.83,102.85,102.85,102.83
103.30,103.15,103.39,103.00
102.73,102.50,103.31,102.50
101.80,101.80,101.80,101.80
101.96,101.96,101.96,101.96
101.49,101.49,101.49,101.49
98.34,98.34,98.34,98.34
97.58,98.06,98.36,97.53
99.40,98.99,99.56,98.22
100.00,99.00,100.00,99.00
99.68,99.18,99.68,98.44
99.21,101.38,101.74,97.55
99.63,98.92,100.31,98.51
99.90,97.58,99.97,97.47
97.58,97.58,97.58,97.58
101.76,101.32,102.06,101.32
102.23,103.05,103.05,102.23
102.92,102.92,102.92,102.92
102.92,102.92,102.92,102.92
102.92,102.92,102.92,102.92
103.43,103.70,104.06,103.43
102.67,103.02,103.02,102.67
102.47,103.26,103.26,102.47
103.19,102.43,103.19,102.43
102.86,101.20,102.86,101.20
100.15,100.28,100.28,99.18
100.28,100.28,100.28,100.28
104.09,104.10,104.10,103.25
104.10,104.10,104.10,104.10
103.66,103.30,103.66,103.30
106.23,103.40,106.23,103.20
103.98,103.98,103.98,103.98
105.00,105.00,105.00,105.00
104.88,104.97,104.97,104.88
104.15,103.88,104.15,103.88
105.20,105.53,105.88,105.20
104.48,104.12,104.48,104.12
101.17,102.91,102.91,101.11
102.91,102.91,102.91,102.91
102.91,102.91,102.91,102.91
102.59,104.32,104.32,102.59
104.75,104.68,105.26,104.56
103.17,103.53,103.53,103.17
100.79,101.41,101.41,100.79
96.96,96.00,96.96,95.75
96.96,83.88,96.96,83.88
85.66,89.33,91.14,85.66
89.62,89.10,89.62,86.88
93.98,91.78,93.98,91.78
93.45,94.21,94.72,93.45
93.64,93.12,93.92,92.03
90.62,89.04,90.62,88.45
89.04,89.04,89.04,89.04
94.00,94.00,94.00,94.00
94.00,94.00,94.00,94.00
93.99,92.24,93.99,92.24
93.92,93.92,93.92,93.74
90.79,91.36,91.36,90.79
90.72,90.72,90.72,90.72
93.03,91.55,93.03,90.79
91.60,94.72,94.72,91.60
96.70,96.70,96.70,96.70
98.03,97.76,98.03,97.76
96.71,94.71,96.74,94.25
95.50,95.50,95.50,95.50
92.68,92.82,92.82,92.67
92.82,92.82,92.82,92.82
92.67,92.67,92.67,92.67
92.67,92.67,92.67,92.67
93.13,90.12,93.13,90.12
90.12,90.12,90.12,90.12
92.16,92.60,92.60,92.16
92.60,92.60,92.60,92.60
92.60,92.60,92.60,92.60
97.09,97.29,97.29,97.09
97.29,97.29,97.29,97.29
98.12,98.55,98.55,98.12
100.00,101.54,101.54,100.00
101.54,101.54,101.54,101.54
102.39,102.70,103.50,102.39
102.47,101.51,102.47,101.51
101.00,100.60,101.00,100.60
100.83,101.63,101.63,100.83
103.69,104.22,104.22,103.69
103.18,104.65,105.17,102.36
104.61,104.28,104.79,104.08
106.37,105.00,106.37,104.65
106.06,107.79,109.09,106.06
109.08,108.03,109.53,107.73
108.20,108.15,108.20,108.15
106.05,105.60,106.05,105.60
107.85,105.05,107.85,105.05
106.95,107.13,107.48,105.68
106.50,106.10,107.63,106.10
107.05,105.80,107.05,105.80
108.17,106.00,108.17,105.76
106.00,106.00,106.00,106.00
105.50,105.55,105.55,105.33
102.43,102.78,103.65,102.43
101.44,101.91,101.91,101.24
101.91,101.91,101.91,101.91
101.91,101.91,101.91,101.91
102.62,102.62,102.62,102.62
102.62,102.62,102.62,102.62
98.54,99.26,99.26,98.48
99.08,98.74,99.08,98.74
100.04,100.00,100.08,100.00
102.92,102.92,102.92,102.92
102.71,103.07,103.07,102.71
104.06,104.38,104.96,104.06
103.50,105.16,105.16,103.50
105.16,105.16,105.16,105.16
101.27,101.27,101.27,101.27
104.59,104.42,104.65,104.00
105.79,105.40,105.79,105.40
106.97,104.95,106.97,104.95
104.50,101.82,104.50,101.37
105.18,105.18,105.18,105.18
106.69,106.29,106.69,105.20
105.40,104.93,105.40,104.93
104.93,104.93,104.93,104.93
104.36,104.36,104.36,104.36
101.32,99.55,101.32,99.55
100.64,100.13,100.64,100.13
103.72,103.78,103.78,103.72
104.89,107.01,107.01,104.85
106.51,105.92,107.00,105.31
102.67,101.93,102.67,101.93
100.98,102.02,102.02,100.98
102.02,102.02,102.02,102.02
106.62,106.85,106.99,106.62
106.45,106.45,106.45,106.45
104.53,105.68,105.68,104.53
105.08,107.00,107.00,105.08
107.00,107.14,107.14,107.00
104.77,105.50,105.50,104.77
99.89,100.50,100.50,99.50
100.82,100.67,101.47,100.67
99.41,99.65,100.39,99.41
98.10,96.07,98.10,96.00
96.28,95.71,96.28,95.71
93.79,94.98,96.19,93.30
98.03,96.32,98.03,96.32
96.23,93.06,96.82,93.06
91.85,93.58,93.58,91.23
90.00,89.94,90.50,89.94
92.18,92.04,92.18,90.94
88.55,90.63,91.54,87.61
90.90,91.99,91.99,90.89
93.44,93.95,94.05,93.40
93.95,93.95,93.95,93.95
95.24,94.93,95.24,94.93
94.93,94.93,94.93,94.93
96.50,96.50,96.50,96.50
95.37,97.66,97.66,95.37
100.02,100.89,100.89,100.02
98.65,97.23,98.65,96.90
97.23,97.23,97.23,97.23
96.11,95.15,96.11,94.86
95.80,93.67,95.80,93.67
90.89,92.14,92.14,90.82
92.14,92.14,92.14,92.14
92.14,92.14,92.14,92.14
90.86,91.69,91.69,90.86
91.69,91.69,91.69,91.69
91.69,91.69,91.69,91.69
91.69,91.69,91.69,91.69
91.69,91.69,91.69,91.69
99.12,98.16,99.12,98.16
101.06,100.52,101.06,100.52
100.11,100.08,100.53,100.07
98.12,100.28,100.28,98.07
102.75,102.88,102.88,102.75
102.76,102.12,102.76,101.74
102.13,101.26,103.05,101.26
103.56,103.56,103.56,103.56
103.75,103.75,103.75,103.75
105.14,105.14,105.14,105.14
105.14,105.14,105.14,105.14
105.75,106.17,107.59,105.75
105.88,106.87,106.87,105.88
106.00,106.50,106.50,106.00
106.29,106.35,106.41,105.76
108.24,109.25,109.25,108.05
109.04,108.42,109.10,108.42
108.93,108.93,108.93,108.93
108.93,108.93,108.93,108.93
110.35,111.76,112.00,109.86
112.30,112.30,112.30,112.30
112.30,112.99,113.96,112.09
110.72,111.67,111.80,110.72
109.71,109.80,110.53,109.71
109.80,109.80,109.80,109.80
109.80,109.80,109.80,109.80
112.07,112.07,112.07,112.07
113.30,113.31,113.31,112.96
113.60,112.31,114.25,112.17
112.39,114.55,114.55,112.39
113.00,113.00,113.35,113.00
111.04,111.46,111.91,111.04
112.67,113.16,113.16,112.67
112.09,111.77,112.09,111.77
112.20,112.37,112.95,112.20
116.11,112.43,116.11,112.43
112.77,112.77,112.77,112.77
112.63,112.89,113.00,112.10
113.61,112.15,113.61,112.01
111.70,112.35,112.37,111.70
113.73,113.62,113.93,113.39
114.05,114.49,114.49,114.05
112.55,112.55,112.55,112.55
110.67,109.33,110.67,109.33
109.40,109.50,109.50,109.40
110.94,110.58,110.95,110.20
112.01,111.24,112.01,111.21
110.42,110.97,110.97,110.42
112.74,111.51,112.74,111.51
111.97,111.11,111.97,110.55
110.00,113.15,113.38,110.00
113.15,113.15,113.15,113.15
113.15,113.15,113.15,113.15
110.85,110.84,110.97,110.59
111.21,111.04,111.21,111.04
112.98,112.98,112.98,112.98
115.00,115.09,115.15,114.48
114.37,114.22,114.37,114.22
114.50,115.06,115.06,114.50
114.00,114.00,114.00,114.00
114.00,114.00,114.00,114.00
111.35,110.14,111.35,110.14
108.77,108.42,109.47,108.07
108.42,108.42,108.42,108.42
108.40,108.40,108.48,108.40
108.40,108.40,108.40,108.40
110.36,111.25,112.00,110.36
113.59,113.59,113.59,113.59
112.81,112.53,112.88,111.73
112.78,113.40,113.40,112.62
112.32,111.46,112.32,111.46
111.77,112.75,112.75,111.77
112.68,112.97,113.05,112.68
113.68,113.91,113.91,113.68
114.69,114.65,114.84,114.45
114.65,114.65,114.65,114.65
115.69,116.21,116.21,115.19
116.33,116.34,116.39,116.09
116.34,116.34,116.34,116.34
113.54,113.54,113.54,113.54
111.78,112.87,112.87,111.78
114.58,114.58,114.58,114.58
114.58,114.58,114.58,114.58
114.22,114.22,114.22,114.22
114.22,114.22,114.22,114.22
116.65,116.45,116.92,116.45
116.28,116.28,116.28,116.28
117.41,117.55,117.55,116.22
112.98,110.42,112.98,109.85
109.60,107.00,109.60,106.85
109.30,110.43,110.43,109.10
112.65,112.65,112.65,112.65
115.99,117.50,117.89,115.93
119.33,119.87,120.00,118.54
116.39,118.12,118.53,116.39
118.60,118.62,118.62,117.02
119.34,118.50,119.34,118.50
118.50,118.50,118.50,118.50
121.00,123.42,123.42,121.00
123.41,123.83,123.83,123.41
123.83,123.83,123.83,123.83
123.83,123.83,123.83,123.83
124.59,124.04,124.82,124.04
123.81,123.81,123.81,123.81
123.77,123.49,123.77,121.90
123.07,123.07,123.07,123.07
122.51,122.76,122.76,122.51
123.40,123.99,123.99,123.39
41.03,41.38,41.38,41.03
40.80,40.65,40.80,40.65
40.50,40.00,40.50,40.00
39.79,39.65,39.79,39.50
40.30,40.46,40.57,40.30
40.72,40.46,40.73,40.46
40.46,39.79,40.46,39.73
39.50,39.24,39.50,39.24
39.65,39.65,39.65,39.65
39.75,40.05,40.20,39.75
40.04,40.18,40.18,40.04
40.03,40.43,40.60,40.03
40.58,40.58,40.58,40.58
40.58,40.58,40.58,40.58
40.70,40.63,40.78,40.59
41.09,40.74,41.09,40.74
40.35,40.14,40.52,40.14
40.19,40.19,40.19,40.19
40.39,40.50,40.50,40.39
40.50,40.54,40.54,40.50
40.60,40.56,40.65,40.56
40.86,40.84,41.02,40.84
40.53,40.67,40.84,40.53
40.49,40.62,40.67,40.44
40.64,40.76,40.76,40.64
40.40,40.40,40.40,40.40
40.22,40.20,40.37,40.01
40.00,40.10,40.10,39.92
40.22,40.22,40.22,40.22
40.70,41.07,41.07,40.70
40.48,40.55,40.55,40.37
40.39,40.47,40.47,40.39
40.00,40.00,40.00,40.00
39.50,37.76,39.50,37.65
38.00,39.07,39.07,38.00
37.99,37.75,38.13,37.75
38.00,38.00,38.00,38.00
38.09,38.09,38.09,38.09
38.10,37.99,38.10,37.93
38.50,38.50,38.50,38.50
37.70,38.13,38.35,37.70
37.86,38.26,38.35,37.86
39.11,39.34,39.34,39.11
39.32,39.14,39.32,39.14
38.47,38.48,38.48,38.47
38.38,38.51,38.61,38.38
38.55,38.55,38.55,38.55
38.27,38.27,38.27,38.27
38.92,38.91,39.31,38.67
38.40,38.50,38.50,37.99
38.24,38.24,38.24,38.24
38.01,37.89,38.01,37.89
38.00,37.86,38.14,37.86
37.86,37.86,37.86,37.86
37.94,37.68,37.94,37.68
37.55,37.06,37.55,37.03
37.42,37.59,37.59,37.42
36.70,37.00,37.00,36.70
37.36,37.25,37.36,37.25
37.24,37.30,37.30,37.24
37.36,37.40,37.51,37.22
37.40,37.07,37.40,37.07
37.07,37.07,37.07,37.07
37.07,37.07,37.07,37.07
37.94,37.94,37.94,37.94
37.36,37.71,37.71,37.36
37.55,37.40,37.77,37.38
37.36,36.77,37.36,36.76
37.70,37.06,37.70,37.06
37.71,37.45,37.71,37.25
37.02,36.82,37.43,36.70
36.81,36.80,36.81,36.80
36.55,36.55,36.55,36.55
36.34,35.90,36.34,35.90
36.90,37.20,37.20,36.74
37.73,38.03,38.03,37.73
36.15,36.68,36.83,36.15
35.66,35.06,36.02,34.90
34.96,35.19,35.27,34.96
34.81,34.70,34.81,34.49
34.96,35.03,35.23,34.75
35.05,35.25,35.60,35.05
35.31,35.65,35.79,35.31
35.72,35.36,35.72,35.36
34.76,35.77,35.89,34.76
36.02,36.35,36.35,35.74
36.96,36.22,36.96,36.22
36.51,36.37,36.51,36.37
36.10,36.10,36.10,36.10
36.15,36.30,36.52,36.15
36.12,35.31,36.12,35.31
35.03,34.74,35.03,34.74
35.24,34.89,35.24,34.83
35.55,35.55,35.55,35.38
