XLG,Guggenheim S&P 500 Top 50 ETF,NASDAQ
115.51,113.64,115.64,113.55
114.09,113.41,114.09,112.62
112.20,112.07,112.98,111.28
113.06,112.91,113.29,112.39
113.90,113.99,114.20,113.46
114.62,114.47,115.13,114.47
114.30,113.76,114.66,113.76
114.52,114.38,115.41,114.37
114.58,114.45,115.22,114.03
114.17,114.67,114.98,113.95
115.42,115.34,115.75,114.67
116.36,116.47,116.76,116.17
117.12,117.34,117.40,116.67
117.25,117.12,117.51,116.91
118.38,118.68,118.81,118.08
118.63,118.72,118.80,118.37
118.93,119.10,119.18,118.88
118.98,118.86,119.11,118.61
119.32,119.18,119.46,119.03
119.15,119.46,119.84,119.15
119.31,119.32,119.32,118.93
119.45,119.63,119.77,119.37
119.92,119.43,119.92,119.40
119.52,119.28,119.70,119.23
119.10,119.41,119.54,118.85
119.07,119.53,119.54,118.70
119.22,119.19,119.49,118.99
119.65,119.25,119.65,119.03
119.40,119.12,119.93,118.99
120.02,120.15,120.22,119.86
119.86,120.39,120.39,119.83
120.36,120.24,120.36,120.06
119.84,119.66,119.97,119.40
119.10,119.38,119.54,118.89
119.92,119.54,119.92,119.15
119.31,118.85,119.31,118.78
118.70,118.89,119.01,118.66
119.12,119.34,119.59,118.48
119.40,118.97,119.40,118.89
117.82,117.30,117.82,117.17
117.40,117.04,117.51,116.80
116.78,116.51,117.28,116.51
116.56,116.68,117.05,116.50
116.49,115.99,116.89,115.68
116.43,116.62,116.82,116.16
117.24,117.32,117.32,116.79
117.41,116.96,117.58,116.75
115.68,115.11,116.08,114.91
115.07,115.61,115.90,115.07
115.80,115.55,116.22,115.55
115.97,115.17,115.97,114.97
116.02,115.42,116.29,115.20
115.72,116.22,116.54,115.72
116.33,116.44,116.67,116.31
116.73,116.65,116.94,115.45
116.68,117.34,117.39,116.68
118.05,118.07,118.18,117.83
117.87,118.44,118.44,117.85
118.48,118.28,118.57,118.18
118.62,118.47,118.73,118.32
119.64,118.99,119.74,118.94
119.61,119.56,119.70,119.56
119.61,120.99,121.28,119.38
121.26,120.88,121.26,120.82
120.16,119.43,120.21,119.43
119.32,119.06,119.46,118.70
118.84,118.45,119.18,118.45
118.27,118.13,118.71,118.07
118.52,118.25,118.85,118.23
117.82,117.95,118.06,117.71
117.06,117.19,117.55,116.86
117.49,117.96,118.16,117.36
117.36,117.90,117.95,117.16
117.25,117.05,117.26,116.60
117.02,117.52,117.67,117.02
116.61,116.70,117.29,116.61
116.63,115.44,116.63,115.41
115.71,115.46,115.89,115.00
116.86,117.71,117.79,116.65
117.77,118.51,118.55,117.77
117.87,119.20,119.20,117.87
118.96,118.54,119.35,118.48
119.04,119.92,120.01,119.04
119.54,120.45,120.49,119.50
121.20,121.50,121.68,120.87
121.72,121.67,121.96,121.59
122.22,122.35,122.55,121.90
121.62,121.75,121.95,121.50
122.27,122.30,122.46,122.08
122.82,122.78,122.93,122.47
122.91,123.20,123.48,122.82
123.75,123.95,123.95,123.51
124.26,123.57,124.26,123.31
123.39,123.46,123.96,123.19
123.50,123.33,123.64,123.01
123.84,123.64,123.84,123.41
123.41,123.66,123.76,123.23
124.29,124.47,124.47,124.05
124.79,123.03,124.79,122.94
122.93,124.41,124.46,122.84
124.28,124.56,124.60,124.28
124.44,124.34,124.66,124.06
124.16,125.22,125.22,124.04
125.08,125.84,125.84,125.08
125.79,126.22,126.25,125.79
126.64,126.00,126.64,125.83
125.99,126.02,126.39,125.80
126.11,125.57,126.47,125.32
126.04,126.44,126.45,125.98
126.36,126.97,127.03,126.36
127.33,127.00,127.40,126.97
127.16,127.09,127.44,126.97
127.45,127.40,127.49,127.13
127.74,127.51,128.06,127.44
127.76,127.00,127.76,126.85
126.67,126.79,127.09,126.32
126.19,126.82,127.20,126.00
126.75,126.12,126.75,125.94
127.16,127.39,127.53,126.92
127.43,127.88,127.99,127.43
127.49,127.22,127.52,127.22
127.56,126.00,127.56,125.95
126.00,125.41,126.00,125.18
125.57,125.26,125.57,125.12
125.68,126.00,126.45,125.68
126.02,125.44,126.02,125.27
125.59,127.76,127.76,124.65
127.43,127.74,127.79,127.35
127.53,127.51,127.86,127.36
128.09,128.20,128.38,128.05
128.47,128.60,128.65,128.34
128.94,129.30,129.41,128.85
129.71,129.45,129.71,129.23
129.24,129.20,129.36,129.11
129.45,129.85,129.85,129.30
129.20,128.90,129.20,128.71
129.36,128.83,129.36,128.56
129.09,128.38,129.09,128.15
129.00,129.19,129.31,129.00
129.04,128.85,129.18,128.57
129.26,128.74,129.31,128.32
128.88,128.70,129.13,128.09
128.44,127.38,128.88,127.15
127.86,128.52,128.63,127.48
128.94,129.62,129.76,128.94
129.09,129.34,129.51,129.09
129.01,128.62,129.34,128.54
129.44,128.98,129.44,128.20
129.18,129.09,129.18,128.87
128.45,128.15,128.45,127.48
127.66,125.86,127.66,125.86
125.88,125.14,125.91,124.93
124.95,125.36,125.57,124.94
124.33,124.14,124.85,123.87
125.11,125.15,125.50,124.60
123.75,124.01,124.96,123.51
124.21,121.55,124.22,121.31
122.22,122.32,122.46,121.84
122.07,122.19,122.30,121.38
122.79,123.49,123.54,122.77
124.20,125.04,125.12,123.90
125.08,125.38,125.38,124.91
125.60,126.77,127.02,125.60
127.14,126.72,127.14,126.52
126.00,127.23,127.26,126.00
127.01,127.88,128.14,127.01
127.93,127.63,127.96,127.54
127.21,126.53,127.92,126.53
126.67,127.22,127.36,126.42
127.30,126.80,127.63,126.75
127.17,127.57,128.17,127.17
127.31,127.35,127.86,127.15
127.57,127.32,127.75,126.95
127.30,128.11,128.11,127.11
128.38,128.24,129.04,127.95
127.45,127.33,127.62,126.71
128.65,129.23,129.37,128.65
129.19,129.29,129.55,129.15
129.80,129.63,129.95,129.51
130.12,129.71,130.12,129.26
129.34,129.70,129.77,129.11
129.72,129.22,130.06,129.11
128.71,129.16,129.30,128.71
129.68,127.77,129.69,127.56
127.56,127.16,128.00,127.03
127.79,128.41,128.65,127.79
128.86,129.48,129.61,128.62
129.57,128.71,129.57,128.17
128.35,129.64,129.79,128.35
129.74,128.48,129.74,128.32
128.95,128.53,128.95,127.84
128.89,129.21,129.38,128.57
129.89,128.59,129.89,128.59
128.41,128.29,128.68,127.97
128.48,128.63,129.30,128.42
129.74,129.67,129.98,129.50
130.02,130.38,130.45,129.93
130.38,130.64,130.77,130.27
130.54,130.42,130.64,130.11
131.05,128.97,131.05,128.97
128.46,127.90,128.76,127.84
127.95,128.36,128.46,127.56
128.74,129.34,129.37,128.50
129.47,127.36,129.49,127.01
126.26,126.09,127.24,126.09
127.18,127.01,127.32,126.18
127.36,127.96,128.01,126.60
128.76,129.09,129.10,128.40
128.71,129.49,129.80,128.71
129.73,129.88,129.95,129.45
130.02,130.49,130.70,129.87
130.10,129.90,130.10,129.82
130.91,130.44,130.91,129.71
129.80,129.67,129.91,129.37
130.13,130.69,130.77,129.37
130.94,131.16,131.33,130.94
130.92,131.26,131.43,130.74
131.46,131.13,131.46,130.93
131.33,130.89,131.38,130.67
130.01,130.96,131.06,129.93
130.62,129.91,130.68,129.91
130.38,130.50,130.55,129.54
130.73,130.44,131.22,130.18
130.22,130.76,130.76,130.22
131.17,131.80,131.80,131.17
131.83,131.93,131.96,131.79
131.84,131.36,131.84,131.30
131.24,130.27,131.27,130.01
130.30,130.71,130.79,130.01
130.45,131.18,131.25,130.45
131.11,130.60,131.17,130.25
131.36,131.67,131.74,131.34
131.54,131.87,132.07,131.54
132.00,132.31,132.35,132.00
132.74,132.98,133.04,132.74
133.06,132.95,133.20,132.87
133.23,133.46,133.48,133.00
133.33,133.82,133.84,133.33
133.37,133.65,133.73,133.32
133.37,133.57,133.66,133.34
133.43,133.56,133.68,133.28
133.63,134.51,134.51,133.40
134.76,134.96,135.11,134.76
135.10,135.30,135.49,134.85
135.15,135.50,135.50,135.12
134.85,135.10,135.28,134.80
134.86,134.03,134.90,133.85
134.24,134.34,134.57,134.13
134.42,134.48,134.57,134.06
134.19,134.54,134.62,134.19
134.77,135.43,135.44,134.37
135.53,135.54,135.54,135.13
135.06,135.09,135.22,135.00
134.90,135.01,135.02,134.75
134.81,134.28,135.38,134.12
134.00,134.84,134.92,134.00
134.90,134.61,134.90,133.96
134.61,135.02,135.05,134.34
134.93,134.76,135.18,134.73
135.19,136.00,136.00,135.19
135.98,136.10,136.24,135.45
136.75,136.84,136.84,136.52
136.39,136.61,136.79,136.39
136.40,135.63,136.40,135.51
136.08,136.21,136.37,135.81
135.22,135.85,136.06,135.11
135.71,136.02,136.03,135.61
136.70,136.91,137.13,136.70
137.02,136.75,137.18,136.21
137.41,137.40,137.54,137.13
137.08,135.98,137.52,135.86
136.49,137.26,137.29,136.16
136.83,136.96,137.10,136.49
137.50,137.62,137.68,137.30
137.88,137.98,138.02,137.59
138.19,137.96,138.19,137.81
137.47,137.12,137.47,136.86
137.30,137.27,137.38,136.48
137.77,136.95,137.77,136.93
137.34,136.89,137.34,136.32
135.84,134.07,135.94,134.07
133.46,133.48,134.20,133.00
133.80,134.42,134.62,133.25
133.86,133.11,133.98,132.71
132.27,133.54,133.94,132.27
133.91,132.84,134.19,132.57
133.15,134.25,134.25,133.08
134.76,134.80,135.01,134.60
134.55,134.41,134.73,134.11
134.98,135.41,135.54,134.98
135.63,136.07,136.07,135.54
136.63,136.12,136.67,135.40
136.90,137.21,137.28,136.85
137.73,137.94,137.97,137.53
137.88,138.26,138.33,137.84
138.49,138.80,138.80,138.36
138.58,138.47,138.85,138.39
139.34,139.18,139.49,139.07
139.20,139.38,139.61,139.20
139.29,139.34,139.50,139.29
138.76,139.17,139.17,138.64
139.30,139.26,139.33,138.99
139.39,139.21,139.55,138.97
139.86,139.16,139.86,138.95
139.54,138.74,139.91,138.74
139.31,139.66,139.66,138.81
139.66,139.43,139.70,139.28
138.93,138.43,139.51,138.43
138.71,139.42,139.46,138.47
138.86,139.36,139.36,138.86
139.49,138.77,139.49,138.54
138.73,138.76,138.95,138.53
138.63,139.97,140.05,138.63
139.92,140.49,140.69,139.79
140.57,140.86,140.95,140.37
140.90,140.57,140.92,140.37
140.15,139.69,140.33,139.42
139.62,139.09,139.73,139.09
139.27,139.94,139.99,138.55
139.73,137.86,139.73,137.63
137.70,138.59,138.84,137.55
137.50,138.34,138.54,137.35
138.53,138.12,138.84,137.89
138.18,136.42,138.61,136.04
136.47,136.23,136.64,135.22
137.24,137.85,138.08,136.72
138.49,137.73,138.49,137.51
137.27,135.97,137.57,135.97
136.00,138.32,138.45,135.40
138.00,135.88,138.20,135.87
135.68,134.44,136.24,134.38
134.26,132.66,134.81,132.60
132.99,132.33,133.66,131.99
130.41,130.78,131.17,128.31
128.94,130.31,131.22,128.94
131.69,132.05,132.76,131.27
131.60,133.16,133.16,131.60
134.17,135.29,135.42,133.90
135.45,134.68,135.96,134.68
136.32,136.12,137.03,136.00
136.48,137.21,137.21,136.11
136.47,137.14,137.78,135.65
137.56,138.59,138.59,137.56
138.52,138.51,139.12,137.90
138.28,139.39,139.61,138.20
140.89,140.81,141.00,140.38
140.99,140.69,141.10,140.61
140.55,140.63,140.74,139.86
141.48,141.17,141.49,140.66
141.13,141.59,141.60,140.83
141.78,141.64,141.92,141.28
141.96,142.04,142.22,141.50
141.95,142.14,142.23,141.94
141.71,142.22,142.36,141.71
142.38,142.56,142.98,142.00
142.66,142.55,142.71,142.15
142.46,142.58,142.72,142.23
143.07,143.19,143.43,142.98
142.54,142.90,143.01,142.28
142.65,143.12,143.20,142.65
144.79,143.73,144.79,143.26
144.19,144.03,144.19,143.85
144.40,144.02,144.40,143.84
144.05,144.44,144.44,144.03
144.19,144.43,144.67,144.15
143.73,143.42,143.92,143.08
143.45,144.16,144.39,143.45
144.23,144.42,144.42,144.08
143.97,144.13,144.54,143.65
144.47,144.34,144.73,144.14
144.09,143.34,144.35,142.93
141.76,143.10,143.12,141.41
142.82,140.95,142.82,140.79
141.35,141.35,142.87,140.10
140.77,139.18,141.12,139.18
139.96,138.09,140.32,137.87
137.24,136.81,140.15,136.81
137.21,139.46,139.64,137.21
141.55,143.04,143.04,141.19
142.65,143.04,143.36,142.09
142.96,143.42,143.44,142.85
143.77,143.59,143.92,143.37
143.75,143.67,144.00,143.67
143.87,144.20,144.33,143.87
144.15,144.01,144.39,144.01
143.47,143.34,143.66,143.18
143.41,141.70,143.60,141.70
142.24,141.49,142.72,141.00
140.96,139.23,140.96,139.00
139.52,138.03,139.94,137.42
139.08,139.58,139.83,138.78
141.00,141.99,142.28,140.70
142.36,141.02,142.36,140.78
141.38,139.90,141.38,139.56
141.10,139.49,141.91,138.69
138.09,138.78,138.99,137.47
139.14,137.34,139.14,137.22
137.55,139.05,139.05,137.16
139.61,139.62,139.78,138.41
139.32,139.88,140.47,138.81
140.59,141.99,142.22,139.56
141.85,141.30,142.00,141.11
140.99,141.46,141.47,140.67
139.51,139.04,139.80,138.62
140.35,137.31,140.35,137.31
137.65,138.55,138.87,136.42
138.44,136.85,138.62,136.85
137.40,138.70,138.72,136.15
139.82,140.75,140.75,139.32
139.91,140.09,141.16,139.91
140.92,141.62,141.67,140.92
142.00,141.24,142.52,140.98
140.83,140.78,141.44,140.58
141.90,142.37,142.48,141.38
142.07,142.58,142.95,142.00
143.31,144.12,144.12,143.31
144.54,144.77,144.77,144.12
144.53,144.77,144.80,144.37
144.17,144.48,144.63,144.10
144.14,144.15,144.47,144.03
143.93,144.94,145.00,143.49
144.87,144.92,144.92,144.36
145.03,145.53,145.75,144.90
145.38,145.51,145.70,145.27
145.39,145.49,145.75,145.11
145.43,145.09,145.70,145.08
145.14,146.00,146.00,145.14
145.33,145.56,145.66,144.92
144.49,145.00,145.19,144.37
145.11,144.87,145.11,144.48
144.47,142.84,144.57,142.64
143.45,143.54,143.94,142.94
141.93,141.19,142.06,141.13
141.36,140.19,141.36,140.19
140.79,141.91,141.91,140.79
141.55,141.16,141.67,140.21
141.48,142.65,142.69,141.45
142.17,142.23,142.59,141.77
142.00,143.84,144.43,141.66
143.35,143.20,143.73,142.96
142.85,143.07,143.84,142.85
143.19,143.31,143.84,143.19
143.38,142.41,143.53,142.28
142.47,140.26,142.47,140.26
139.79,140.02,140.63,139.20
139.98,140.01,140.01,139.57
140.59,141.49,141.69,140.59
140.91,140.33,141.08,140.33
140.40,139.47,140.40,139.04
140.35,140.14,140.38,139.80
139.46,141.00,141.40,139.17
141.29,140.93,141.92,140.93
141.01,141.03,141.79,140.93
141.13,141.91,142.05,140.84
142.47,143.10,143.14,142.20
143.20,142.52,143.56,142.52
142.59,142.68,142.88,141.82
143.05,143.66,143.86,143.05
143.18,143.35,143.95,143.18
142.79,141.69,142.79,141.26
142.56,143.31,143.62,142.56
143.86,143.19,143.86,143.05
143.45,144.01,144.21,142.92
143.91,144.47,144.88,143.73
145.21,145.33,145.57,144.93
145.74,144.90,145.99,144.90
145.35,145.68,145.74,144.44
144.91,145.18,145.56,144.57
144.73,143.66,144.87,143.31
144.25,144.83,144.93,144.13
145.78,145.54,146.02,145.54
145.08,143.90,145.13,143.88
144.30,143.01,144.30,142.42
143.00,143.66,143.99,142.98
145.52,145.89,145.89,145.39
145.76,144.89,145.80,144.87
144.16,144.50,144.87,143.85
145.06,144.51,145.11,144.50
145.37,146.31,146.35,145.37
146.58,146.26,146.58,146.04
146.27,146.53,146.92,146.18
146.86,146.86,146.94,146.58
146.99,146.62,147.08,146.40
146.53,146.98,147.22,146.53
146.70,146.81,146.91,146.61
146.28,145.01,146.28,144.69
145.24,146.39,146.44,145.24
146.09,146.27,146.27,145.76
145.74,145.44,145.91,145.14
145.78,145.30,145.96,145.20
145.04,145.36,145.94,144.70
145.91,145.87,146.42,145.75
145.31,144.69,145.90,144.47
144.22,144.09,144.93,144.09
143.86,143.37,143.99,143.27
142.94,143.32,143.89,142.83
144.59,145.22,145.45,144.59
145.64,145.30,145.80,145.29
144.88,144.35,144.88,144.12
143.36,143.53,143.64,142.85
143.44,144.37,144.44,143.37
144.53,144.60,145.01,143.97
144.91,146.06,146.29,144.91
144.72,144.71,145.05,144.27
145.19,145.20,145.67,145.17
145.40,145.49,145.65,145.28
145.33,144.92,145.76,144.81
145.21,144.22,145.21,144.22
144.29,144.10,144.29,143.71
142.85,141.31,143.08,141.31
142.33,141.50,142.33,141.08
142.65,142.36,142.87,141.92
142.76,142.45,142.92,142.07
141.23,141.99,142.43,141.23
142.25,142.62,142.62,140.40
141.60,140.67,141.79,140.67
143.00,141.36,143.00,140.90
142.71,142.97,143.03,142.33
143.94,144.67,144.67,143.94
144.54,145.52,145.71,144.54
145.70,145.85,146.15,145.61
146.80,147.29,147.29,146.79
147.97,148.29,148.29,147.74
148.58,148.77,149.09,148.38
148.53,148.02,148.53,147.78
146.75,147.20,147.42,146.75
146.81,146.25,147.28,146.10
146.84,144.92,146.84,144.77
144.23,144.19,144.71,143.89
144.56,145.80,145.95,144.43
145.97,146.76,146.93,145.97
146.12,146.67,146.75,145.93
146.98,146.18,146.98,146.02
145.96,145.64,146.21,144.96
145.47,145.02,145.71,144.86
145.66,145.69,146.38,145.36
145.37,144.08,145.37,144.06
144.22,143.64,144.22,143.19
144.61,145.31,145.50,144.61
144.81,143.69,144.81,143.59
142.87,144.21,144.30,141.95
144.44,144.31,144.77,143.76
143.82,144.49,144.57,143.82
144.38,145.13,145.21,144.38
144.96,144.87,145.20,144.70
144.22,144.14,144.80,143.21
142.53,141.29,142.53,141.11
139.70,136.00,139.80,135.89
134.64,130.49,135.03,68.05
131.79,128.84,135.85,128.84
133.57,134.74,134.80,130.03
136.70,137.74,137.74,135.00
137.24,137.34,137.62,136.99
136.63,136.40,137.26,136.07
135.04,132.23,135.04,131.90
134.59,135.00,135.00,132.87
135.81,134.81,136.56,134.68
133.47,133.18,133.50,132.10
135.31,136.19,136.22,134.85
137.64,134.21,137.88,133.95
134.31,135.31,136.06,134.07
134.68,135.63,135.75,134.68
135.40,135.66,135.90,135.27
136.06,137.50,137.87,136.00
137.52,138.33,138.33,137.34
137.93,137.97,140.00,137.69
135.27,135.11,136.32,134.82
135.99,135.64,136.46,134.86
134.34,134.23,134.40,133.39
134.22,134.14,134.79,133.93
132.75,134.06,134.06,132.33
135.13,133.67,135.17,133.06
131.77,130.63,132.43,130.40
130.72,130.69,131.64,129.74
132.47,132.82,132.84,131.52
133.12,133.20,133.20,131.59
131.45,134.91,134.91,131.21
136.09,137.37,137.43,136.09
137.40,136.93,137.64,136.51
137.88,138.02,138.02,136.95
137.77,138.84,139.05,137.29
139.09,139.19,139.42,138.62
139.22,139.34,139.47,139.09
139.02,138.54,139.52,138.54
138.53,137.98,138.90,137.80
138.50,140.32,140.32,138.50
141.04,141.28,141.29,140.50
140.86,141.21,141.42,140.41
141.04,141.02,141.21,140.73
141.36,140.19,141.50,140.19
141.06,142.87,142.93,141.06
145.47,145.58,146.01,144.98
145.27,145.29,145.42,144.96
145.08,145.30,145.59,145.04
145.70,146.97,146.97,145.16
146.99,147.10,147.24,146.76
147.37,145.96,147.37,145.96
146.34,147.77,147.77,146.26
147.65,148.31,148.75,147.40
148.72,148.20,148.72,147.88
148.50,147.99,148.63,147.44
147.98,148.02,148.21,147.20
147.85,146.76,147.85,146.27
146.55,146.75,146.95,146.10
147.19,146.64,147.53,146.55
145.79,144.70,146.17,144.68
144.23,142.88,144.44,142.73
142.33,144.71,144.73,142.28
145.39,144.72,145.81,144.40
145.27,147.19,147.26,145.23
146.96,147.08,147.54,146.96
147.79,147.53,148.09,147.39
147.58,147.26,147.73,146.87
146.50,147.39,147.70,146.19
147.25,147.32,147.59,147.23
147.56,147.40,147.61,147.09
147.74,146.65,147.74,146.65
147.54,148.18,148.25,147.10
148.28,146.91,148.47,146.84
147.44,144.92,147.44,144.46
145.88,148.15,148.25,145.83
147.77,147.37,147.92,146.70
145.96,146.48,147.05,145.78
145.99,145.16,147.56,144.56
145.63,145.63,146.73,145.38
143.99,142.92,144.33,142.72
143.28,144.19,144.19,142.01
145.55,145.64,146.48,145.50
146.91,147.84,147.89,145.79
148.27,145.82,148.27,145.82
144.02,142.25,144.05,142.25
143.56,143.38,143.63,142.26
144.12,144.52,144.61,143.50
145.57,145.95,146.07,145.18
145.74,145.65,146.15,145.65
145.11,145.51,145.59,144.78
146.42,147.20,147.46,146.42
146.95,146.22,146.95,146.22
145.76,144.58,146.03,144.58
142.09,142.31,142.32,140.68
142.89,142.46,143.05,141.68
140.02,141.06,141.89,140.02
138.50,137.52,140.15,137.38
138.71,136.12,138.71,135.81
136.93,136.58,137.49,134.79
138.25,137.97,138.31,136.58
138.71,134.49,138.72,134.49
135.54,137.15,138.06,134.02
133.76,133.84,134.61,132.54
135.58,134.07,135.58,132.76
131.60,132.48,133.61,129.32
132.85,133.09,134.52,132.01
135.35,135.95,136.08,134.87
135.76,134.34,136.12,134.15
134.80,135.98,136.18,134.65
135.23,134.24,136.65,133.62
136.06,135.70,136.06,134.18
136.12,138.52,138.59,136.05
137.90,138.54,138.93,137.24
137.09,135.90,137.09,135.63
136.64,136.43,136.82,134.16
136.25,136.65,137.41,135.48
136.36,134.18,136.36,133.68
132.59,133.28,133.56,131.68
131.68,133.19,134.36,131.68
134.47,132.88,134.89,132.88
130.91,131.65,132.29,130.63
133.13,134.07,134.12,132.47
135.62,136.07,136.16,134.87
137.18,138.01,138.31,136.60
138.15,137.17,138.36,137.12
136.93,137.22,137.36,136.44
138.65,139.05,139.34,138.65
138.73,137.15,138.86,137.15
136.08,137.72,137.92,135.13
138.46,139.18,139.24,137.65
140.00,138.68,140.00,138.68
138.63,137.39,139.33,137.39
138.12,140.83,140.83,138.07
140.51,141.39,141.39,140.40
141.40,141.58,141.58,140.66
141.77,141.81,142.40,141.27
141.31,141.77,142.14,141.06
141.08,140.75,141.65,140.68
141.11,141.49,141.63,141.04
142.03,141.38,142.41,140.21
142.75,143.37,143.38,142.43
143.01,143.26,143.62,142.79
142.34,143.35,143.35,142.34
143.31,143.77,144.17,142.87
143.44,144.60,144.94,143.44
144.54,143.95,144.54,143.63
143.75,144.47,144.65,143.75
143.89,144.55,145.02,143.89
144.29,143.87,144.52,143.72
142.83,143.82,143.84,142.83
144.16,143.83,144.27,143.79
143.46,145.16,145.16,143.19
145.82,145.81,146.32,145.63
145.90,145.34,146.02,145.26
144.74,146.33,146.39,144.33
146.15,146.10,146.39,145.94
145.26,144.82,145.42,144.34
144.88,146.53,146.63,144.88
145.95,144.81,145.95,144.37
145.91,145.00,145.95,144.77
145.57,144.62,146.06,144.62
144.80,146.06,146.31,144.64
146.82,147.28,147.37,146.78
147.21,147.57,147.80,147.21
147.98,147.20,147.98,146.98
146.73,148.18,148.20,146.73
148.38,148.55,148.84,148.08
148.79,148.79,149.38,148.48
148.78,148.32,148.95,147.98
147.55,147.62,147.85,146.82
146.98,147.28,147.36,146.69
147.44,147.13,147.87,146.76
146.28,146.86,147.20,146.11
146.87,145.76,147.40,145.46
145.41,145.21,145.81,144.51
145.54,146.30,146.39,145.35
145.63,145.31,145.73,144.93
144.75,144.52,144.91,144.23
144.79,144.46,145.04,144.19
144.25,145.10,145.16,144.15
145.28,145.23,145.56,145.16
146.10,147.15,147.15,146.10
146.58,145.96,147.24,145.96
146.16,145.87,146.36,145.11
145.99,144.63,145.99,144.58
144.82,146.08,146.43,144.82
145.58,144.51,145.84,144.11
144.11,144.82,145.51,143.83
144.23,144.36,144.39,143.37
145.02,145.10,145.55,144.83
145.33,144.72,145.33,144.63
145.51,146.58,146.86,145.51
147.05,147.96,148.18,147.05
147.88,147.95,148.07,147.60
148.45,148.44,148.45,148.11
148.50,148.41,148.69,147.70
147.85,148.24,148.42,147.47
147.72,148.55,148.55,147.48
147.84,148.46,148.46,147.34
148.25,148.92,149.12,148.25
148.92,149.02,149.45,148.89
149.20,149.44,149.51,149.01
148.67,149.24,149.32,148.67
148.26,148.18,148.58,147.72
147.22,146.95,147.96,146.95
147.17,146.89,147.17,146.07
147.40,146.49,147.40,146.42
146.09,147.16,147.16,145.16
146.23,145.37,146.23,144.89
147.09,146.06,147.09,146.00
146.32,146.60,146.80,146.21
146.92,146.35,147.40,146.35
147.24,148.09,148.09,147.06
145.08,143.45,145.68,142.86
142.22,141.50,142.22,140.88
142.94,143.98,143.98,142.67
145.02,146.10,146.25,145.02
146.61,147.64,147.91,146.16
147.98,148.25,148.55,147.98
147.90,147.58,147.90,147.05
146.78,148.60,148.61,146.78
148.92,148.40,148.98,147.88
149.06,150.34,150.40,149.06
150.95,150.77,151.23,150.55
151.97,151.56,151.97,151.25
151.74,151.56,151.76,151.43
152.23,152.38,152.66,152.16
152.76,152.24,152.93,151.84
152.42,152.75,152.86,152.42
152.49,152.69,152.71,152.49
153.19,153.54,153.68,153.19
153.79,152.96,153.79,152.61
153.24,153.37,153.37,152.91
153.31,152.67,153.31,152.40
152.36,152.13,152.36,151.83
152.82,152.72,153.09,152.39
152.79,153.09,153.09,152.41
153.14,153.52,153.68,153.08
153.31,153.47,153.68,153.10
153.43,152.78,153.43,152.21
152.63,152.87,152.87,152.56
152.97,153.22,153.32,152.96
153.64,154.32,154.32,153.64
154.82,154.18,154.82,153.89
154.24,154.43,154.66,154.24
154.47,153.92,154.54,153.71
154.45,154.72,154.76,154.27
154.30,154.33,154.41,154.18
154.69,154.83,154.92,154.69
154.25,154.24,154.46,154.21
153.99,154.42,154.42,153.53
154.39,154.41,154.50,154.14
154.01,153.99,154.07,153.64
153.77,154.00,154.19,153.46
154.40,154.25,154.68,154.19
154.03,153.31,154.18,153.23
153.24,153.18,153.55,153.03
153.32,153.21,153.98,152.78
153.30,153.93,154.13,153.30
153.78,153.66,153.91,153.30
153.36,153.40,153.50,152.88
153.45,153.25,153.54,152.71
154.00,154.09,154.25,153.65
154.42,154.51,154.57,154.05
154.73,154.50,154.73,154.13
154.09,154.19,154.26,153.98
153.05,150.82,153.17,150.82
150.05,153.02,153.19,150.03
151.46,151.34,151.46,150.64
152.18,151.04,152.18,150.94
151.26,152.78,153.15,151.26
151.55,151.46,151.61,150.84
151.87,151.13,152.13,151.07
151.78,151.47,151.79,151.41
151.86,152.44,152.44,151.45
153.39,153.59,153.70,153.33
153.12,152.95,153.15,152.78
151.99,151.22,151.99,151.13
151.21,152.28,152.40,151.21
152.18,153.01,153.01,152.13
152.84,151.72,152.96,151.24
152.19,152.77,153.16,152.19
152.32,152.33,152.42,151.85
152.64,151.86,152.68,151.55
152.30,152.53,152.71,152.30
152.70,152.57,152.70,152.04
152.75,152.48,152.75,151.70
153.24,153.20,153.34,153.08
152.47,151.44,152.47,151.00
151.44,151.67,151.97,151.40
150.58,151.04,151.43,150.05
151.89,151.35,151.89,151.26
151.11,150.84,151.11,150.62
151.83,151.53,151.88,151.53
151.70,151.63,151.86,151.61
151.30,151.14,151.34,151.02
150.69,151.14,151.26,150.65
152.08,151.96,152.08,151.72
151.95,151.87,152.16,151.71
151.04,151.44,151.89,151.04
151.90,151.22,151.97,151.22
150.60,150.33,151.40,150.00
150.52,150.04,150.64,150.04
150.25,149.32,150.25,148.43
148.89,148.29,149.24,147.91
148.74,147.44,148.74,147.23
147.36,147.03,147.83,147.02
148.77,150.27,150.27,148.77
149.92,150.80,151.27,149.76
150.27,152.66,153.00,150.27
153.47,152.58,153.47,151.84
152.00,152.17,152.35,151.53
152.92,151.46,152.92,151.08
151.70,152.67,152.67,151.50
152.64,152.74,152.74,152.46
153.07,153.33,153.34,152.91
153.37,152.87,153.37,152.75
153.94,153.98,153.98,153.28
154.49,154.20,154.49,153.69
153.69,154.05,154.11,153.67
154.47,154.70,154.70,154.43
154.42,154.16,154.79,154.14
154.33,154.50,154.87,154.33
154.72,153.99,155.02,153.99
154.03,153.22,154.03,152.91
153.16,153.02,153.54,152.94
153.91,154.08,154.27,153.89
