SLY,SPDR S&P 600 Small Cap ETF (based on S&P SmallCap 600 Index -- symbol SML),NASDAQ
88.01,87.82,88.06,87.41
87.99,88.96,89.14,87.93
88.79,87.93,88.81,87.85
86.54,85.46,86.54,85.46
85.47,85.60,85.77,84.50
84.89,84.62,85.30,84.00
85.26,85.52,85.66,84.91
86.37,85.70,86.37,85.50
86.20,87.22,87.22,86.17
86.25,86.82,87.47,86.25
87.11,87.88,88.45,87.08
88.16,88.21,88.70,87.63
88.07,88.64,88.64,87.86
88.77,89.58,89.58,88.75
89.86,89.97,90.26,89.80
90.99,90.77,91.08,90.34
90.86,91.13,91.26,90.64
92.00,91.99,92.45,91.50
91.82,92.19,92.40,91.82
92.26,92.63,92.71,92.26
92.46,92.03,92.76,91.92
92.62,92.42,92.84,92.31
92.79,93.18,93.47,92.79
93.27,93.23,93.29,92.80
93.40,93.51,93.63,93.22
93.78,93.33,93.89,93.21
93.70,92.68,93.70,92.55
92.41,93.32,93.41,91.26
92.83,92.91,92.95,92.40
92.63,92.27,93.11,92.05
92.72,92.54,92.86,92.22
92.73,92.82,93.45,92.73
93.81,93.91,94.05,93.64
93.67,93.96,94.08,93.42
94.15,94.34,94.56,93.81
94.25,93.62,94.50,93.30
93.48,93.01,93.59,92.83
93.71,93.51,93.71,92.94
93.69,93.68,93.84,93.16
92.92,93.82,93.87,92.92
94.01,93.90,94.03,93.34
94.04,93.67,94.04,93.56
92.50,91.72,92.61,91.72
91.52,91.61,92.14,91.50
91.45,90.82,91.68,90.82
91.00,92.22,92.36,91.00
91.91,91.63,92.44,91.28
92.09,92.83,92.96,92.09
93.17,92.89,93.17,92.51
93.16,92.96,93.80,92.71
92.10,90.77,92.16,90.77
90.77,91.14,91.37,90.77
91.13,91.80,92.20,91.13
91.94,90.47,91.94,90.46
91.76,91.13,91.80,90.04
90.84,91.46,91.74,90.83
91.84,91.97,92.12,91.65
91.88,92.00,92.32,90.51
92.19,93.17,93.17,92.19
93.90,93.93,94.79,93.60
94.78,94.17,94.78,93.93
94.01,93.59,94.17,93.52
93.90,94.13,94.20,93.51
95.15,94.37,95.15,94.34
94.36,95.12,95.12,94.00
95.13,96.07,96.39,94.41
96.15,95.78,96.79,95.61
96.10,95.51,97.09,95.47
95.06,95.55,95.63,94.95
95.57,96.20,96.50,95.25
95.64,95.66,96.43,95.39
95.63,95.90,96.45,95.58
95.23,95.89,96.01,95.23
94.88,95.84,95.89,94.84
95.96,96.79,96.83,95.40
96.48,96.37,96.69,96.25
96.29,95.45,96.64,94.92
95.51,95.91,96.24,95.29
95.24,94.88,95.44,93.70
95.07,93.70,95.07,93.60
94.00,93.66,94.12,93.01
94.95,95.67,95.89,94.62
95.52,97.01,97.05,95.52
96.76,97.72,97.86,95.91
97.53,96.91,97.57,96.50
97.10,97.75,97.96,96.59
97.40,98.67,98.67,97.40
99.58,100.01,101.54,98.30
100.01,99.83,100.26,99.72
100.28,100.22,100.66,99.71
99.43,99.86,99.99,99.30
100.00,100.46,100.64,99.68
100.46,100.37,100.66,100.08
100.70,100.70,100.72,100.09
101.08,101.00,101.31,100.45
101.08,100.00,101.08,99.69
99.80,99.79,99.99,99.14
99.70,98.95,101.21,98.25
99.20,100.11,100.12,99.20
99.50,100.00,100.21,99.50
100.16,99.77,100.17,99.75
100.04,98.37,100.31,98.20
98.35,99.82,100.18,98.35
100.14,99.98,100.26,99.70
99.84,99.86,99.99,99.43
99.45,100.58,100.58,99.44
100.85,100.88,101.01,100.21
101.04,101.18,101.39,100.80
101.46,100.85,101.68,100.41
100.93,100.20,101.55,100.07
100.65,100.15,100.86,99.91
100.46,101.75,102.02,100.46
102.08,102.49,102.49,101.66
102.70,102.35,105.33,102.24
102.36,103.13,103.38,102.28
103.23,103.78,103.85,103.23
104.18,103.91,105.09,103.80
103.95,102.52,104.39,102.15
102.30,102.18,102.68,101.68
101.55,101.73,102.68,100.89
101.68,101.97,102.17,101.59
102.80,102.85,103.18,102.57
102.85,102.59,102.85,102.31
102.18,101.60,102.50,101.51
101.60,100.04,101.60,99.86
100.26,100.28,100.78,100.08
100.68,100.74,100.95,100.22
101.17,101.83,102.01,101.17
101.90,101.63,101.90,101.22
101.80,103.10,103.10,101.37
102.91,102.12,102.98,102.04
99.93,101.60,102.48,98.33
101.69,102.33,102.44,101.69
102.65,102.96,103.04,102.65
103.15,102.79,103.35,102.72
103.05,102.60,103.05,102.32
102.77,102.75,102.93,102.50
102.86,102.69,103.54,102.65
102.54,101.50,102.54,101.10
101.94,102.08,102.20,101.61
102.41,101.06,102.99,101.01
101.37,102.04,102.43,101.37
102.00,101.67,102.00,101.22
101.92,101.45,101.92,101.00
101.45,101.99,102.03,101.20
101.86,100.66,101.86,100.20
100.77,101.77,101.84,100.69
101.99,102.52,102.72,101.99
102.43,102.54,102.55,102.03
102.46,102.01,102.46,101.77
102.62,102.56,102.77,101.95
102.68,103.03,103.22,102.48
102.71,102.14,102.71,101.05
101.76,100.00,101.76,99.78
100.09,98.59,100.14,98.30
98.85,99.41,99.41,98.67
98.77,98.16,99.16,97.82
98.96,99.34,99.89,98.62
98.00,98.99,99.33,98.00
98.59,95.57,98.59,95.39
96.00,96.42,96.91,95.76
96.01,95.79,96.08,94.80
96.11,96.98,97.09,96.11
97.23,97.47,97.72,96.71
97.67,97.57,97.70,96.86
97.72,98.29,98.71,97.66
98.40,98.87,99.16,98.28
97.88,100.02,100.22,97.88
99.85,100.37,100.37,99.31
100.53,101.15,101.23,100.47
100.90,100.19,101.35,100.02
100.34,101.38,101.48,99.50
101.47,101.20,101.68,101.20
101.62,102.22,102.70,101.62
102.20,102.01,102.57,101.92
102.18,102.94,103.55,102.01
102.67,103.21,103.24,101.50
103.30,102.74,104.04,102.74
102.25,102.65,102.88,101.59
103.98,105.58,105.68,103.98
105.04,105.16,105.23,104.75
105.41,105.25,105.57,104.96
105.93,105.04,105.97,105.00
105.31,105.15,105.54,104.88
105.43,104.24,105.52,103.85
103.79,104.10,104.19,102.86
104.78,103.33,104.78,102.65
102.96,103.59,103.91,102.96
104.09,104.32,105.00,104.00
104.63,105.70,105.70,104.35
105.38,104.55,105.49,104.32
104.89,105.26,105.33,104.50
105.50,104.60,105.99,104.60
104.10,103.86,104.20,103.20
104.35,103.71,104.71,103.43
104.05,102.48,104.41,102.26
101.58,101.66,102.47,101.19
101.73,101.64,103.17,101.53
102.61,103.84,103.90,102.13
103.90,104.90,104.90,103.85
105.00,105.60,105.60,104.85
105.30,104.86,105.49,104.21
105.08,102.63,105.32,102.05
102.17,101.03,102.17,100.60
101.87,101.82,102.30,100.81
102.45,102.63,102.76,101.75
102.81,100.78,102.81,100.26
99.98,99.50,100.41,99.00
99.98,99.47,100.61,99.02
100.04,100.13,100.55,98.24
100.80,100.93,102.86,100.32
100.87,101.56,101.98,100.87
101.86,101.86,102.06,101.24
101.90,102.75,103.15,101.90
102.81,102.53,103.00,102.05
102.92,101.71,102.92,101.61
101.51,100.39,101.51,100.08
100.86,100.01,101.75,98.73
100.52,100.09,100.83,100.09
99.86,100.78,100.78,99.29
100.76,100.59,101.20,99.87
100.84,100.98,101.45,100.37
100.06,100.47,100.83,99.77
100.32,99.00,100.32,99.00
99.15,99.25,99.25,98.05
99.23,98.42,100.09,98.42
98.33,99.24,99.24,98.16
99.87,101.56,101.86,99.87
101.36,100.46,101.45,100.39
100.23,98.43,100.23,98.24
98.17,98.00,98.23,96.79
98.23,98.68,98.69,97.57
98.33,99.22,99.75,98.33
99.44,98.18,99.44,97.75
98.36,98.83,98.95,97.72
99.00,99.35,99.69,98.75
99.58,100.43,100.45,99.55
101.18,101.65,102.13,101.18
102.38,101.30,102.38,100.80
101.51,101.23,101.55,101.00
101.15,100.76,101.52,100.69
101.30,100.82,101.30,99.76
100.27,100.27,100.72,99.70
100.09,100.98,100.98,99.86
101.07,102.89,102.89,100.66
103.17,103.91,104.07,102.60
103.90,104.45,104.88,103.90
104.17,104.05,104.28,103.66
103.93,103.62,103.93,103.16
103.70,102.91,103.70,102.85
103.37,103.15,103.56,102.71
103.17,103.34,103.35,102.67
103.45,104.28,104.37,103.21
104.00,104.39,104.39,103.76
105.14,104.89,105.14,104.40
104.30,104.79,104.92,104.29
105.00,104.69,105.00,104.46
104.56,103.84,105.46,103.83
103.32,104.66,104.66,103.32
104.67,104.38,104.67,103.89
104.06,104.72,104.97,104.06
105.06,105.14,105.50,104.69
106.41,106.58,107.33,105.59
106.79,106.09,106.79,105.94
106.77,107.06,107.06,106.70
106.70,105.47,106.70,105.32
105.04,104.32,105.04,103.85
104.83,104.45,104.83,103.73
102.66,103.39,103.72,101.97
103.45,103.07,103.45,102.86
103.90,103.42,103.94,103.23
103.41,102.64,103.70,102.20
103.31,102.42,103.31,102.27
101.92,101.17,102.32,101.01
101.11,102.63,102.75,101.11
101.95,102.09,102.15,101.50
102.52,102.89,103.43,102.52
102.96,102.72,103.35,102.63
102.93,102.98,103.28,102.63
101.56,102.07,102.10,101.56
101.66,101.48,101.84,100.82
101.86,101.71,102.34,101.71
102.38,102.01,102.38,101.46
101.04,99.52,101.04,99.52
99.48,99.48,99.84,98.63
99.59,100.13,100.27,98.72
99.75,99.99,100.66,99.58
99.55,100.40,100.57,99.50
100.40,99.84,100.88,99.48
99.80,100.61,100.79,99.72
101.24,101.50,102.29,100.85
101.34,100.59,101.67,100.54
101.20,101.57,101.69,101.20
101.50,101.67,101.82,101.42
102.31,101.54,102.36,100.64
102.43,103.11,103.11,102.24
103.23,103.53,103.65,103.23
103.00,102.59,103.04,102.49
102.97,103.24,103.39,101.99
103.06,103.34,103.39,102.69
103.54,103.18,103.94,103.01
103.29,103.96,104.15,103.29
104.23,103.72,104.23,103.68
103.37,103.28,103.61,103.07
103.55,103.79,103.94,102.87
104.02,104.45,104.54,103.82
104.92,103.77,104.92,103.76
104.11,103.74,104.87,103.64
103.58,103.90,103.90,103.27
103.89,104.08,104.22,103.40
103.04,103.05,103.51,102.84
102.88,103.01,103.16,102.00
102.74,103.77,103.95,102.74
103.70,102.69,103.70,102.52
102.70,101.98,102.70,101.60
101.46,102.09,102.48,101.37
102.31,102.45,102.91,102.04
102.82,102.92,102.99,102.60
103.10,101.29,103.29,101.22
100.96,100.08,101.03,100.06
99.88,99.56,100.32,99.39
99.39,100.01,100.15,98.83
98.95,98.75,99.00,98.23
99.00,99.31,99.41,98.74
98.25,99.07,99.30,98.25
99.24,98.26,99.29,98.20
97.83,96.78,97.85,96.66
96.76,97.57,98.02,96.11
98.42,98.37,98.67,98.06
98.32,97.25,98.42,97.25
96.96,96.19,97.08,96.10
95.78,97.58,97.58,94.92
97.61,95.38,97.61,95.37
95.18,94.22,96.04,94.21
94.35,93.99,95.65,93.02
94.98,95.09,96.39,94.92
94.01,96.06,96.22,92.85
95.02,97.04,97.09,95.02
97.98,96.40,97.98,96.07
96.13,97.63,97.63,96.13
98.11,99.26,99.37,98.01
99.48,97.90,99.76,97.90
99.05,99.60,100.19,97.76
99.60,99.71,102.22,96.93
99.17,99.47,99.69,98.50
100.30,102.47,102.63,99.90
102.59,102.66,103.49,101.89
102.17,103.25,103.57,102.17
105.15,104.98,106.00,104.29
105.02,104.60,105.51,104.60
104.55,104.47,104.75,103.87
105.27,104.61,105.27,104.31
104.74,104.72,104.93,103.21
104.43,104.74,104.93,104.23
105.24,105.09,105.45,104.60
105.07,105.48,105.49,105.02
105.01,106.18,106.18,104.79
106.25,105.02,106.25,105.02
105.08,104.96,105.35,104.87
104.99,104.10,105.11,103.96
104.51,104.55,104.96,104.43
104.17,103.53,104.17,103.15
103.35,104.47,104.71,103.30
106.26,104.49,106.26,104.48
104.68,105.50,105.69,104.68
106.20,105.91,106.33,105.65
105.68,106.26,106.26,105.68
106.03,105.66,106.12,105.55
104.81,103.38,104.81,103.38
103.40,104.32,104.58,103.40
104.47,105.56,105.74,104.47
105.34,104.74,105.38,104.51
105.26,105.54,105.78,105.26
105.55,104.23,106.00,104.23
103.54,106.00,106.08,103.52
105.68,103.77,105.75,103.77
104.11,103.96,105.27,103.96
103.12,102.99,103.65,102.50
103.28,102.22,103.99,101.58
101.82,101.89,103.35,101.72
102.40,104.55,104.55,101.94
106.14,105.88,106.14,104.90
103.40,103.03,103.67,102.49
103.29,103.95,103.95,103.22
104.63,104.28,104.93,104.21
104.78,104.81,105.03,104.45
105.04,105.37,105.67,105.04
105.62,105.91,106.13,105.62
105.79,105.51,105.98,105.44
105.73,104.52,106.50,104.52
105.15,103.92,105.15,103.00
103.25,102.15,103.42,102.00
102.50,100.70,103.04,100.01
101.27,101.58,101.59,100.84
102.30,103.43,103.59,102.30
103.47,102.64,103.47,100.22
102.47,101.99,102.48,101.55
102.68,102.35,105.19,101.39
101.49,102.11,102.21,101.05
102.20,100.32,102.68,100.32
100.20,102.15,102.15,99.66
102.02,101.35,102.02,100.72
101.05,100.97,101.79,100.94
101.83,103.48,103.48,101.83
103.43,103.39,103.47,102.69
102.75,104.08,104.08,102.66
102.91,103.44,103.91,102.75
103.71,101.96,103.71,101.96
102.19,102.88,102.88,101.47
102.49,101.00,102.89,101.00
101.33,101.99,102.20,100.00
102.35,104.00,104.12,102.35
103.72,104.10,104.30,103.72
103.94,105.20,105.36,103.94
105.06,104.90,106.25,104.70
104.35,104.01,105.26,104.01
104.00,104.62,104.77,103.36
104.50,104.38,104.60,103.91
104.84,105.87,105.92,104.84
105.70,106.23,106.38,105.70
106.48,106.51,106.82,106.01
106.37,106.56,106.79,106.00
106.68,106.77,106.99,106.35
106.45,106.83,106.84,105.87
106.67,107.00,107.00,105.96
106.83,107.24,107.61,106.77
107.17,107.27,107.48,106.85
107.24,107.57,107.75,107.17
107.67,107.53,107.73,107.32
107.06,107.91,108.00,107.06
107.47,107.15,107.63,106.78
106.72,106.76,106.77,106.29
106.79,106.78,106.86,106.22
106.28,105.10,106.28,105.10
105.64,105.94,106.12,105.57
105.16,104.70,105.16,104.36
104.51,105.14,105.36,104.34
106.28,107.28,107.40,106.28
106.76,106.88,106.95,105.67
107.26,107.22,107.55,106.96
106.69,107.61,107.61,106.69
107.02,108.39,108.56,106.82
107.99,108.57,108.64,107.99
108.75,109.65,109.65,108.75
109.50,109.62,109.98,109.50
109.50,109.69,109.90,109.41
109.77,107.35,109.77,107.33
107.23,107.13,107.23,106.65
106.89,107.68,107.68,106.64
107.98,108.94,109.17,107.98
108.51,108.70,108.95,108.23
109.19,108.35,109.19,107.46
108.32,108.67,109.30,108.32
108.27,108.87,109.14,107.68
108.70,108.13,108.88,108.13
108.13,108.76,109.00,108.13
108.67,108.21,108.67,107.66
108.83,108.93,109.00,108.77
108.98,109.05,109.51,108.89
109.13,108.74,109.13,108.63
109.15,109.68,110.12,109.15
109.53,109.44,109.78,109.36
109.44,107.80,109.44,107.26
108.17,108.88,109.27,108.17
109.03,108.73,109.36,108.49
108.65,108.93,108.99,107.80
108.79,109.40,109.68,108.72
109.49,109.28,109.68,109.19
109.71,108.41,110.18,108.17
108.52,109.12,109.27,107.77
108.80,108.13,108.80,107.96
107.37,105.92,107.37,105.59
106.29,106.49,107.25,105.78
106.50,106.92,107.35,106.50
106.87,105.63,107.00,105.31
105.92,105.98,105.98,105.21
105.89,106.29,106.68,105.72
107.48,107.19,107.48,106.89
106.95,107.32,107.70,106.95
106.47,106.62,107.17,105.58
107.11,106.79,107.15,106.47
107.42,108.00,108.00,106.99
107.94,107.81,107.94,107.41
107.57,108.93,109.08,107.57
108.76,108.48,108.77,108.43
109.11,109.10,109.11,108.52
108.67,108.72,109.16,108.60
108.75,108.34,109.02,108.05
107.46,106.89,107.46,106.49
107.04,108.41,108.41,106.90
107.86,108.27,108.28,107.74
108.37,107.76,108.37,106.86
108.09,107.76,108.39,107.42
107.21,108.17,108.75,107.21
108.51,109.41,109.53,108.51
109.00,108.19,109.00,108.10
108.07,108.59,108.59,107.35
108.58,108.74,108.97,108.29
108.63,108.16,108.63,107.79
108.78,109.90,110.25,108.78
109.90,109.67,109.90,109.52
109.64,109.60,109.78,109.06
108.26,109.39,109.50,108.26
109.31,110.17,110.19,109.19
110.41,110.05,110.45,109.78
110.19,111.08,111.29,110.19
110.54,110.87,111.16,110.41
111.30,111.34,111.50,111.17
111.31,111.63,111.75,111.18
111.59,110.91,111.59,110.77
111.37,110.71,111.37,110.35
111.10,110.42,111.10,110.34
109.86,108.11,109.99,107.97
108.98,108.40,108.98,108.14
109.06,108.66,109.27,108.15
108.71,107.92,108.71,107.73
107.46,107.77,108.10,107.23
107.85,108.01,108.17,106.26
107.00,106.33,107.36,105.85
107.67,106.91,107.90,106.74
107.94,108.36,108.36,107.91
108.98,109.16,109.42,108.90
109.33,109.84,109.84,109.17
109.56,108.96,109.58,108.91
109.64,109.69,109.96,109.20
109.60,109.15,109.72,108.71
108.96,108.57,108.96,108.22
108.54,108.20,109.15,107.87
107.85,108.49,108.49,107.55
108.47,107.06,108.47,107.06
107.98,105.78,107.98,105.63
105.09,104.91,105.47,104.91
105.45,105.78,105.86,104.13
105.75,106.54,106.54,105.75
105.96,106.74,106.93,105.96
106.85,107.46,107.99,106.79
107.21,106.44,107.31,106.20
107.01,106.81,107.37,106.50
107.40,107.17,108.22,107.05
107.38,106.27,107.38,105.61
106.31,105.61,106.31,105.33
106.15,106.96,107.35,106.15
106.12,106.27,106.54,105.66
105.35,105.66,105.74,104.38
105.83,105.66,106.32,105.46
105.68,106.65,106.65,105.66
106.31,107.24,107.24,105.91
107.43,106.78,107.43,106.63
106.05,105.92,106.33,105.24
104.76,103.75,104.89,103.75
102.72,102.08,103.46,101.72
101.06,98.15,101.26,58.79
99.16,97.25,101.78,97.23
99.58,99.49,99.58,97.28
100.33,100.84,101.55,99.84
100.98,101.69,101.94,100.98
101.63,101.95,102.10,101.21
101.01,98.98,101.01,98.63
100.25,100.45,100.45,99.09
100.65,100.99,101.57,100.56
99.68,99.96,100.10,99.31
101.13,101.85,101.85,100.73
102.63,100.64,102.63,100.64
101.40,100.78,101.40,100.78
100.61,101.15,101.19,100.01
101.59,100.85,101.59,100.70
101.04,101.99,102.16,101.04
102.02,102.96,102.98,102.02
102.88,103.16,104.03,102.88
101.63,100.86,102.05,100.86
101.74,101.39,102.48,101.10
101.01,99.85,101.01,99.64
100.33,99.83,100.49,99.69
98.86,99.93,99.93,98.85
100.46,99.59,100.64,99.33
99.43,97.20,99.43,97.02
97.20,96.64,97.52,96.07
97.51,97.54,97.75,97.00
98.10,97.46,98.10,96.36
96.53,97.71,97.71,95.89
99.28,101.20,101.20,99.28
101.16,100.90,101.59,100.56
101.24,102.00,102.33,101.22
102.17,103.44,103.44,102.17
103.78,103.70,103.98,103.39
103.27,103.63,103.80,103.27
104.00,102.78,104.07,102.78
102.40,101.38,102.94,101.27
101.71,103.40,103.40,100.97
103.12,103.34,103.34,102.47
102.90,103.55,103.61,102.90
103.34,103.83,104.01,103.34
104.04,102.08,104.04,102.08
102.59,103.17,103.48,102.59
104.05,104.14,104.14,103.17
104.20,103.64,104.20,103.51
102.96,102.49,103.32,101.96
102.68,105.23,105.23,102.68
104.63,104.15,104.83,104.01
104.10,103.89,104.51,103.87
104.03,105.73,105.89,104.03
105.49,106.34,106.82,105.49
106.31,105.92,106.31,105.77
105.84,106.24,106.34,105.42
106.05,106.72,106.72,105.55
106.90,105.43,106.90,105.00
104.90,105.35,105.61,104.90
105.68,104.57,105.68,104.57
104.10,102.77,104.10,102.77
102.59,101.92,102.94,101.81
102.12,102.59,102.84,101.82
103.07,102.84,104.19,102.84
102.92,104.57,104.57,102.91
104.25,103.91,104.42,103.72
104.43,104.76,105.22,104.43
104.84,105.13,105.60,104.84
104.89,105.94,106.07,104.51
106.07,106.69,106.74,105.98
106.55,106.94,107.18,106.55
107.20,106.89,107.20,106.47
106.90,107.24,107.43,106.63
107.25,106.38,107.43,106.24
106.69,104.76,106.70,104.44
104.68,105.84,105.91,104.60
105.42,103.88,105.44,103.83
103.25,103.60,103.95,102.79
103.35,102.25,104.16,101.99
102.28,102.28,103.08,102.10
101.41,100.45,101.69,100.27
100.31,99.84,100.81,99.67
100.73,101.41,101.63,100.73
102.08,102.73,103.03,101.62
103.13,101.60,103.13,101.60
99.01,97.41,99.01,97.41
97.95,98.00,98.50,97.46
98.01,99.19,99.28,97.83
99.80,100.45,100.54,99.80
100.66,100.70,100.76,100.20
100.21,100.05,100.21,99.34
100.90,101.37,101.37,100.30
101.27,100.27,101.54,100.24
99.80,99.00,100.15,99.00
97.62,96.61,97.62,95.82
96.77,96.84,96.98,96.30
95.55,95.79,96.21,95.27
94.08,93.39,94.80,93.25
93.76,91.82,93.96,91.81
92.13,91.75,92.20,91.12
92.93,91.73,92.93,90.82
92.23,89.40,92.47,89.10
89.96,90.82,91.64,88.76
89.04,89.80,89.80,87.42
90.64,88.75,90.64,87.85
87.39,88.92,89.92,85.61
88.90,88.89,90.08,88.41
90.16,90.68,90.74,89.88
90.31,88.96,90.31,88.79
89.40,91.02,91.23,89.36
90.82,89.79,91.28,89.39
90.68,89.71,90.86,89.71
90.47,92.94,92.94,90.47
92.31,92.61,92.90,91.50
91.88,90.65,91.88,90.38
91.41,90.82,91.41,89.02
90.82,91.31,91.93,90.82
90.86,89.34,90.87,89.34
88.37,88.81,88.82,87.13
87.30,88.06,88.50,87.30
88.43,87.81,89.45,87.68
86.28,86.83,88.40,85.05
87.53,88.27,88.42,87.32
89.34,90.13,90.25,89.06
91.00,91.41,91.97,90.95
91.38,90.94,91.44,90.88
90.45,91.46,91.52,90.45
92.13,92.40,92.73,92.13
92.26,91.78,92.50,91.78
91.06,92.80,92.96,90.88
93.07,93.71,93.71,92.72
94.00,93.97,94.30,93.73
94.65,93.69,94.83,93.69
94.52,95.62,95.62,94.30
95.52,96.40,96.40,95.21
96.54,97.42,97.42,96.51
97.50,98.06,98.64,97.42
97.58,98.89,99.28,97.58
98.56,97.08,98.56,97.03
97.48,97.56,97.61,96.76
97.92,96.69,97.92,95.99
97.65,98.78,98.84,97.57
98.82,98.30,100.69,98.03
97.82,96.81,97.82,96.75
96.41,97.78,97.78,96.41
97.40,99.40,99.66,97.27
99.45,99.67,100.07,99.45
99.71,99.57,99.92,99.20
99.03,99.38,99.67,99.03
99.11,98.08,99.11,98.08
97.58,97.90,98.05,96.90
98.19,98.20,98.50,97.44
98.04,100.93,100.93,97.89
101.73,101.18,101.73,100.86
101.14,101.23,101.56,100.89
100.41,101.39,101.52,100.39
101.26,100.18,101.26,100.18
99.43,99.16,99.81,99.13
99.10,100.01,100.01,98.86
99.28,98.54,99.55,98.18
99.49,98.93,99.74,98.67
99.61,98.97,99.73,98.97
99.04,99.90,100.21,98.96
100.81,102.06,102.17,100.70
102.24,101.92,102.24,101.73
101.87,102.04,102.28,101.60
101.61,102.88,102.91,101.61
103.38,103.32,103.73,102.78
103.15,103.21,103.74,102.97
103.16,102.39,103.40,102.32
102.52,103.31,103.75,102.52
103.21,102.65,103.21,102.24
102.83,104.01,104.01,102.75
104.08,104.50,104.59,103.69
104.40,102.70,104.42,102.70
102.74,102.29,103.16,101.60
102.50,102.99,103.18,102.35
102.23,101.71,102.38,101.29
101.75,101.19,102.00,100.88
101.55,100.50,101.55,100.50
100.36,101.30,101.30,100.18
101.58,101.31,102.01,100.97
101.65,102.08,102.32,101.42
101.77,100.90,101.92,100.84
101.13,100.65,101.53,100.00
100.28,99.79,100.99,99.68
100.57,100.90,101.36,100.54
100.44,99.06,101.01,98.80
98.98,99.78,100.55,98.98
98.93,99.14,99.52,98.21
99.06,100.40,100.63,99.06
100.23,100.40,100.85,100.14
100.58,102.35,102.47,100.58
102.25,102.91,103.15,102.25
103.26,102.87,103.32,102.63
102.73,103.71,103.71,102.73
103.87,104.19,104.55,103.65
103.96,104.86,104.88,103.45
104.48,105.34,105.34,104.39
105.43,104.86,105.43,104.01
104.81,106.05,106.26,104.81
105.80,106.46,106.75,105.80
106.32,107.37,107.49,106.32
107.15,106.79,107.15,106.27
105.62,105.22,106.11,105.07
104.99,104.04,105.37,104.04
103.62,104.14,104.33,103.45
104.19,104.13,104.97,104.10
103.53,104.04,104.04,102.65
103.44,103.22,103.71,103.00
104.46,104.41,105.35,104.41
104.74,104.31,104.81,103.65
104.72,103.87,104.87,103.81
105.00,105.70,105.79,104.70
102.60,102.09,103.18,101.16
100.86,98.96,100.86,98.24
99.71,100.09,100.64,99.55
101.07,102.34,102.46,101.07
102.71,104.45,104.45,102.18
104.50,104.80,105.11,104.08
104.34,103.20,104.34,102.62
102.83,103.66,104.06,102.47
104.11,104.03,104.74,103.52
105.55,106.53,106.58,105.55
106.85,107.77,107.85,106.85
108.51,109.00,109.69,108.17
109.41,108.99,109.41,108.62
109.55,109.08,109.57,108.97
109.20,109.25,109.39,108.94
109.18,109.45,109.81,108.91
108.94,108.70,109.30,108.39
108.96,109.35,109.67,108.52
109.15,108.68,109.49,108.15
108.56,109.32,109.65,108.54
109.22,108.99,109.25,108.80
108.92,109.56,109.65,108.72
109.86,109.99,110.06,109.23
109.73,109.61,109.84,109.25
109.46,109.62,110.07,108.83
109.67,109.54,109.97,109.06
109.39,108.07,109.96,107.68
108.03,108.66,108.66,107.88
108.53,108.69,109.09,108.53
109.23,110.21,110.25,109.23
110.19,109.92,110.30,109.88
109.94,109.98,110.32,109.86
110.11,109.43,110.11,109.25
110.08,110.01,110.23,109.65
109.61,109.75,110.15,109.36
110.00,110.87,111.00,110.00
110.43,109.94,110.43,109.94
109.84,109.67,110.08,109.30
110.04,110.55,110.58,110.01
110.82,110.55,110.82,109.98
109.87,110.80,110.84,109.65
110.98,111.60,111.87,110.98
111.48,110.86,111.66,110.70
110.74,111.00,111.35,110.74
111.38,110.94,111.91,110.35
111.03,111.58,111.85,111.03
111.56,111.68,111.91,111.32
111.37,111.16,111.59,110.61
110.50,110.68,111.12,110.07
111.60,112.48,112.48,111.60
112.86,112.18,112.86,111.68
112.25,113.11,113.11,112.20
112.94,112.67,112.95,112.44
111.83,109.32,111.83,109.32
108.80,110.54,110.54,108.74
109.86,108.68,109.86,107.90
108.76,108.12,109.17,108.06
108.02,109.44,109.60,108.02
108.89,108.96,113.10,108.48
109.46,109.47,110.30,109.22
110.08,109.73,110.08,109.33
110.25,110.76,110.95,109.51
111.87,112.70,112.70,111.85
112.73,111.86,112.73,111.83
111.44,110.75,111.53,110.64
110.53,110.59,110.97,110.13
111.19,111.76,111.76,110.35
111.98,110.70,111.98,110.36
110.92,111.54,111.93,110.64
111.19,111.13,111.19,110.49
111.38,110.67,111.53,110.10
110.97,111.28,111.94,110.97
111.20,111.31,111.38,110.36
111.33,110.45,111.40,109.83
111.25,111.46,111.92,111.25
111.68,109.79,111.68,109.40
110.07,109.87,110.35,109.68
108.90,108.86,109.20,108.41
109.38,108.71,109.82,108.52
108.81,108.41,108.81,108.39
109.37,108.70,109.56,108.61
108.97,109.35,109.52,108.90
109.03,108.51,109.03,108.12
107.72,108.10,108.41,107.50
109.05,109.23,109.66,108.66
108.79,107.97,108.88,107.95
107.54,107.04,107.89,106.86
107.48,106.00,107.48,105.81
105.87,105.95,106.67,105.62
106.15,106.60,106.60,105.89
106.61,104.99,106.61,104.52
104.76,104.22,105.20,104.09
104.11,103.60,104.64,103.60
103.78,104.27,105.31,103.78
106.22,106.70,106.84,106.06
106.30,107.36,107.49,106.27
105.91,110.31,110.49,103.96
111.36,112.72,112.98,110.75
112.62,115.42,115.56,112.62
116.12,116.98,118.02,116.12
116.75,117.38,117.57,116.42
117.27,117.56,117.56,116.92
118.10,118.12,118.60,117.81
118.33,118.67,118.69,118.01
118.94,118.82,119.40,118.23
119.58,120.70,120.70,119.55
120.34,121.39,121.39,120.05
121.66,121.78,121.96,121.37
121.61,120.23,121.79,120.23
