BAA,BANRO CORPORATION Ordinary Shares,NASDAQ
0.86,0.82,0.90,0.80
0.83,0.78,0.88,0.73
0.75,0.72,0.78,0.69
0.73,0.71,0.74,0.69
0.70,0.64,0.71,0.62
0.63,0.66,0.69,0.63
0.67,0.75,0.84,0.67
0.77,0.83,0.85,0.77
0.82,0.74,0.82,0.70
0.75,0.72,0.75,0.70
0.69,0.68,0.69,0.66
0.70,0.67,0.72,0.66
0.67,0.67,0.70,0.66
0.67,0.69,0.70,0.67
0.72,0.70,0.75,0.68
0.72,0.68,0.72,0.67
0.69,0.69,0.72,0.68
0.72,0.75,0.76,0.70
0.78,0.74,0.78,0.71
0.79,0.76,0.79,0.74
0.76,0.75,0.79,0.73
0.81,0.84,0.85,0.77
0.85,0.98,1.00,0.82
1.00,1.04,1.19,0.98
1.03,1.04,1.12,1.03
1.07,1.02,1.08,0.97
1.04,1.05,1.09,1.02
1.07,0.97,1.07,0.96
0.96,0.93,0.97,0.90
0.94,0.89,0.95,0.88
0.88,0.83,0.91,0.83
0.84,0.83,0.98,0.83
0.81,0.80,0.84,0.79
0.80,0.77,0.82,0.77
0.77,0.83,0.87,0.77
0.86,0.82,0.86,0.80
0.86,0.85,0.92,0.84
0.86,0.86,0.88,0.81
0.87,0.94,0.95,0.87
0.93,0.99,1.02,0.90
1.03,0.94,1.03,0.92
0.95,0.97,0.98,0.94
0.93,0.92,0.97,0.91
0.94,0.92,0.94,0.86
0.92,0.92,0.96,0.88
0.91,1.01,1.13,0.91
1.02,0.99,1.04,0.98
1.03,0.94,1.06,0.93
0.95,0.88,0.96,0.87
0.87,0.88,0.92,0.83
0.89,0.87,0.89,0.85
0.89,0.87,0.89,0.86
0.87,0.83,0.88,0.82
0.84,0.78,0.84,0.77
0.80,0.79,0.83,0.78
0.80,0.77,0.82,0.75
0.74,0.73,0.75,0.71
0.72,0.71,0.73,0.70
0.70,0.66,0.70,0.65
0.70,0.66,0.70,0.65
0.68,0.64,0.71,0.64
0.64,0.62,0.65,0.61
0.61,0.74,0.78,0.61
0.77,0.71,0.80,0.70
0.69,0.63,0.70,0.59
0.65,0.64,0.66,0.60
0.63,0.64,0.66,0.62
0.66,0.66,0.68,0.64
0.66,0.65,0.67,0.64
0.67,0.66,0.70,0.65
0.66,0.66,0.69,0.65
0.64,0.64,0.65,0.62
0.65,0.66,0.69,0.65
0.67,0.64,0.68,0.64
0.65,0.63,0.65,0.61
0.64,0.61,0.66,0.60
0.63,0.59,0.63,0.56
0.59,0.58,0.60,0.57
0.58,0.62,0.65,0.58
0.60,0.63,0.64,0.60
0.63,0.64,0.65,0.62
0.62,0.65,0.66,0.62
0.65,0.67,0.67,0.64
0.68,0.71,0.72,0.68
0.71,0.68,0.71,0.67
0.69,0.73,0.73,0.68
0.73,0.82,0.83,0.73
0.82,0.88,0.89,0.79
0.89,0.90,0.92,0.85
0.92,0.87,0.92,0.83
0.87,0.87,0.91,0.83
0.88,0.85,0.89,0.84
0.87,0.88,0.90,0.83
0.87,0.83,0.87,0.79
0.82,0.77,0.82,0.75
0.79,0.79,0.80,0.76
0.79,0.83,0.83,0.77
0.85,0.80,0.87,0.80
0.79,0.81,0.81,0.77
0.81,0.75,0.81,0.73
0.75,0.79,0.79,0.73
0.82,0.74,0.82,0.73
0.74,0.75,0.78,0.74
0.80,0.74,0.80,0.74
0.78,0.73,0.78,0.73
0.73,0.69,0.73,0.63
0.69,0.65,0.69,0.65
0.65,0.65,0.67,0.65
0.65,0.64,0.67,0.63
0.67,0.63,0.69,0.63
0.65,0.70,0.70,0.63
0.69,0.65,0.70,0.63
0.65,0.66,0.69,0.65
0.67,0.67,0.69,0.65
0.65,0.63,0.67,0.63
0.63,0.63,0.65,0.63
0.61,0.65,0.66,0.61
0.65,0.62,0.65,0.61
0.63,0.60,0.63,0.60
0.61,0.59,0.61,0.58
0.63,0.58,0.63,0.58
0.59,0.56,0.60,0.55
0.58,0.53,0.58,0.53
0.55,0.54,0.55,0.53
0.55,0.56,0.56,0.53
0.55,0.55,0.57,0.54
0.56,0.53,0.57,0.53
0.53,0.47,0.53,0.47
0.50,0.43,0.50,0.43
0.44,0.42,0.45,0.41
0.42,0.43,0.44,0.42
0.45,0.45,0.49,0.45
0.44,0.51,0.51,0.44
0.52,0.55,0.56,0.50
0.57,0.56,0.61,0.55
0.55,0.64,0.65,0.55
0.64,0.62,0.64,0.61
0.62,0.68,0.69,0.61
0.68,0.64,0.68,0.62
0.65,0.62,0.65,0.60
0.60,0.62,0.64,0.60
0.63,0.68,0.68,0.63
0.68,0.64,0.70,0.63
0.65,0.62,0.65,0.61
0.61,0.61,0.63,0.59
0.61,0.59,0.62,0.58
0.61,0.62,0.62,0.59
0.63,0.60,0.63,0.59
0.61,0.58,0.61,0.57
0.61,0.58,0.62,0.56
0.60,0.58,0.60,0.56
0.58,0.54,0.58,0.53
0.56,0.55,0.56,0.52
0.56,0.53,0.59,0.53
0.52,0.51,0.53,0.51
0.53,0.51,0.53,0.50
0.52,0.49,0.52,0.49
0.51,0.52,0.53,0.48
0.53,0.48,0.54,0.48
0.48,0.49,0.51,0.48
0.49,0.50,0.51,0.49
0.51,0.57,0.57,0.50
0.58,0.65,0.69,0.57
0.65,0.61,0.67,0.58
0.59,0.60,0.61,0.58
0.64,0.61,0.65,0.57
0.62,0.60,0.63,0.57
0.58,0.55,0.60,0.55
0.55,0.61,0.61,0.55
0.61,0.61,0.62,0.59
0.62,0.60,0.63,0.60
0.58,0.60,0.62,0.58
0.60,0.58,0.60,0.58
0.57,0.59,0.62,0.57
0.59,0.60,0.61,0.58
0.62,0.62,0.64,0.60
0.61,0.62,0.62,0.59
0.62,0.62,0.62,0.60
0.63,0.63,0.64,0.62
0.62,0.61,0.63,0.60
0.63,0.60,0.63,0.60
0.61,0.59,0.61,0.57
0.60,0.61,0.61,0.59
0.61,0.73,0.73,0.60
0.73,0.69,0.76,0.67
0.69,0.63,0.70,0.63
0.60,0.60,0.63,0.60
0.60,0.56,0.61,0.55
0.55,0.56,0.58,0.53
0.58,0.57,0.58,0.52
0.54,0.52,0.57,0.51
0.53,0.52,0.54,0.51
0.53,0.51,0.53,0.50
0.52,0.51,0.53,0.50
0.51,0.51,0.55,0.51
0.52,0.51,0.55,0.48
0.51,0.50,0.52,0.49
0.52,0.52,0.53,0.51
0.52,0.52,0.52,0.50
0.53,0.52,0.56,0.51
0.51,0.50,0.52,0.48
0.51,0.51,0.52,0.49
0.52,0.52,0.52,0.50
0.53,0.53,0.59,0.52
0.54,0.49,0.54,0.43
0.49,0.51,0.51,0.49
0.50,0.48,0.50,0.47
0.49,0.47,0.49,0.47
0.47,0.45,0.47,0.44
0.46,0.45,0.47,0.43
0.45,0.46,0.46,0.43
0.46,0.48,0.48,0.45
0.47,0.47,0.49,0.45
0.47,0.48,0.48,0.46
0.47,0.45,0.48,0.44
0.44,0.44,0.45,0.43
0.44,0.44,0.45,0.42
0.43,0.42,0.44,0.42
0.43,0.44,0.46,0.43
0.45,0.46,0.46,0.44
0.46,0.47,0.47,0.44
0.45,0.43,0.46,0.43
0.43,0.44,0.44,0.42
0.43,0.44,0.45,0.42
0.45,0.45,0.45,0.44
0.45,0.45,0.45,0.43
0.45,0.47,0.49,0.45
0.48,0.45,0.48,0.45
0.45,0.43,0.46,0.42
0.44,0.45,0.45,0.43
0.45,0.44,0.46,0.44
0.45,0.44,0.46,0.43
0.44,0.44,0.45,0.43
0.44,0.44,0.45,0.43
0.43,0.43,0.44,0.43
0.43,0.42,0.44,0.42
0.42,0.42,0.43,0.42
0.42,0.41,0.42,0.40
0.42,0.41,0.42,0.40
0.41,0.40,0.41,0.39
0.40,0.40,0.41,0.40
0.40,0.41,0.42,0.40
0.40,0.41,0.42,0.40
0.42,0.40,0.42,0.40
0.41,0.42,0.42,0.41
0.42,0.44,0.44,0.41
0.44,0.46,0.46,0.43
0.46,0.45,0.46,0.44
0.44,0.46,0.46,0.44
0.44,0.44,0.45,0.44
0.44,0.46,0.46,0.43
0.46,0.50,0.50,0.46
0.50,0.44,0.51,0.44
0.45,0.47,0.49,0.45
0.47,0.45,0.49,0.44
0.47,0.46,0.47,0.45
0.47,0.46,0.49,0.44
0.46,0.46,0.47,0.45
0.45,0.48,0.48,0.45
0.48,0.47,0.48,0.45
0.48,0.46,0.48,0.46
0.46,0.48,0.48,0.45
0.46,0.47,0.48,0.45
0.46,0.46,0.48,0.45
0.47,0.48,0.48,0.46
0.42,0.36,0.43,0.33
0.35,0.34,0.35,0.33
0.33,0.33,0.34,0.31
0.32,0.31,0.32,0.30
0.31,0.31,0.35,0.31
0.32,0.31,0.33,0.31
0.31,0.30,0.32,0.30
0.30,0.27,0.30,0.27
0.27,0.28,0.29,0.26
0.29,0.28,0.29,0.26
0.28,0.27,0.28,0.27
0.28,0.27,0.28,0.27
0.28,0.27,0.28,0.27
0.28,0.26,0.28,0.26
0.28,0.25,0.28,0.25
0.25,0.25,0.26,0.24
0.25,0.23,0.26,0.22
0.26,0.23,0.26,0.23
0.24,0.23,0.24,0.22
0.23,0.23,0.24,0.22
0.23,0.23,0.23,0.23
0.23,0.23,0.23,0.23
0.23,0.24,0.24,0.23
0.24,0.23,0.24,0.23
0.24,0.23,0.24,0.23
0.23,0.22,0.24,0.22
0.22,0.18,0.22,0.18
0.19,0.19,0.20,0.18
0.24,0.23,0.30,0.23
0.24,0.27,0.28,0.23
0.27,0.26,0.29,0.25
0.26,0.26,0.28,0.25
0.27,0.25,0.27,0.25
0.25,0.25,0.26,0.24
0.25,0.27,0.27,0.25
0.27,0.26,0.28,0.26
0.26,0.26,0.27,0.26
0.26,0.25,0.26,0.25
0.25,0.25,0.26,0.25
0.26,0.25,0.26,0.25
0.25,0.25,0.25,0.25
0.25,0.24,0.25,0.24
0.25,0.26,0.26,0.24
0.26,0.26,0.26,0.25
0.25,0.25,0.26,0.24
0.24,0.24,0.25,0.24
0.24,0.21,0.24,0.21
0.21,0.20,0.22,0.19
0.20,0.19,0.21,0.19
0.20,0.20,0.20,0.19
0.21,0.17,0.21,0.16
0.17,0.17,0.17,0.16
0.18,0.18,0.18,0.17
0.18,0.17,0.18,0.17
0.17,0.17,0.17,0.16
0.16,0.16,0.17,0.16
0.16,0.16,0.17,0.16
0.16,0.16,0.17,0.15
0.16,0.14,0.16,0.14
0.14,0.15,0.15,0.14
0.14,0.14,0.15,0.14
0.14,0.13,0.15,0.12
0.14,0.13,0.15,0.12
0.13,0.14,0.14,0.12
0.14,0.13,0.14,0.13
0.13,0.14,0.14,0.13
0.14,0.15,0.15,0.14
0.16,0.15,0.16,0.14
0.16,0.16,0.17,0.15
0.16,0.16,0.17,0.16
0.17,0.17,0.18,0.17
0.17,0.19,0.20,0.17
0.20,0.18,0.20,0.17
0.18,0.17,0.18,0.17
0.17,0.18,0.18,0.15
0.18,0.17,0.18,0.16
0.17,0.16,0.18,0.16
0.17,0.16,0.17,0.16
0.16,0.15,0.17,0.15
0.15,0.15,0.16,0.14
0.14,0.14,0.15,0.13
0.14,0.13,0.15,0.13
0.14,0.15,0.17,0.14
0.15,0.15,0.17,0.14
0.15,0.15,0.17,0.15
0.16,0.15,0.17,0.15
0.16,0.15,0.17,0.15
0.15,0.17,0.19,0.15
0.17,0.18,0.18,0.17
0.18,0.17,0.18,0.15
0.16,0.17,0.18,0.16
0.18,0.18,0.19,0.17
0.18,0.17,0.19,0.17
0.18,0.17,0.18,0.16
0.16,0.17,0.17,0.16
0.16,0.17,0.17,0.16
0.17,0.16,0.17,0.16
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.15
0.15,0.15,0.16,0.14
0.14,0.15,0.16,0.14
0.15,0.13,0.15,0.13
0.14,0.14,0.14,0.14
0.14,0.14,0.14,0.13
0.14,0.14,0.15,0.13
0.14,0.14,0.14,0.13
0.14,0.15,0.16,0.14
0.15,0.16,0.17,0.15
0.16,0.14,0.17,0.13
0.14,0.14,0.14,0.13
0.14,0.13,0.14,0.13
0.13,0.14,0.14,0.12
0.13,0.14,0.14,0.13
0.13,0.13,0.13,0.13
0.13,0.13,0.13,0.13
0.13,0.13,0.13,0.12
0.13,0.13,0.13,0.12
0.13,0.13,0.13,0.12
0.14,0.15,0.16,0.14
0.13,0.13,0.14,0.13
0.13,0.14,0.14,0.13
0.14,0.14,0.14,0.13
0.13,0.14,0.14,0.13
0.14,0.13,0.14,0.13
0.13,0.14,0.14,0.13
0.13,0.14,0.16,0.13
0.15,0.15,0.16,0.14
0.16,0.16,0.16,0.15
0.16,0.17,0.18,0.16
0.18,0.17,0.18,0.16
0.17,0.16,0.18,0.16
0.18,0.17,0.18,0.16
0.18,0.17,0.18,0.16
0.17,0.17,0.18,0.15
0.17,0.16,0.17,0.15
0.16,0.16,0.16,0.15
0.16,0.16,0.16,0.15
0.15,0.15,0.16,0.15
0.15,0.15,0.15,0.15
0.14,0.15,0.15,0.14
0.15,0.14,0.15,0.14
0.14,0.15,0.15,0.14
0.15,0.15,0.15,0.14
0.16,0.15,0.16,0.14
0.15,0.16,0.16,0.15
0.16,0.16,0.16,0.15
0.15,0.15,0.15,0.14
0.15,0.15,0.16,0.14
0.15,0.15,0.16,0.14
0.14,0.15,0.15,0.14
0.14,0.14,0.15,0.14
0.15,0.14,0.15,0.14
0.15,0.15,0.15,0.14
0.15,0.14,0.15,0.14
0.15,0.16,0.16,0.15
0.16,0.15,0.16,0.14
0.15,0.15,0.15,0.15
0.15,0.15,0.15,0.14
0.15,0.15,0.16,0.14
0.16,0.15,0.16,0.15
0.15,0.21,0.24,0.15
0.25,0.22,0.26,0.21
0.22,0.21,0.23,0.21
0.21,0.21,0.22,0.20
0.21,0.22,0.24,0.21
0.22,0.19,0.22,0.18
0.19,0.17,0.19,0.16
0.17,0.15,0.17,0.15
0.16,0.18,0.18,0.15
0.18,0.16,0.18,0.16
0.17,0.16,0.17,0.15
0.18,0.17,0.18,0.16
0.18,0.17,0.18,0.16
0.17,0.19,0.19,0.16
0.19,0.20,0.20,0.17
0.20,0.22,0.22,0.19
0.22,0.22,0.22,0.21
0.21,0.21,0.22,0.21
0.21,0.22,0.22,0.20
0.22,0.22,0.22,0.21
0.22,0.22,0.22,0.20
0.21,0.20,0.21,0.19
0.19,0.20,0.21,0.19
0.20,0.21,0.21,0.19
0.21,0.20,0.22,0.20
0.20,0.23,0.24,0.20
0.24,0.22,0.25,0.22
0.22,0.22,0.24,0.20
0.21,0.22,0.23,0.21
0.22,0.23,0.23,0.22
0.23,0.22,0.23,0.21
0.22,0.21,0.22,0.21
0.21,0.21,0.22,0.21
0.21,0.21,0.22,0.21
0.21,0.20,0.21,0.20
0.20,0.20,0.20,0.20
0.20,0.21,0.22,0.19
0.21,0.20,0.21,0.20
0.21,0.22,0.23,0.20
0.22,0.21,0.22,0.20
0.22,0.21,0.22,0.21
0.22,0.22,0.23,0.21
0.22,0.24,0.24,0.22
0.23,0.25,0.25,0.22
0.25,0.25,0.26,0.25
0.25,0.25,0.26,0.24
0.25,0.24,0.25,0.23
0.25,0.25,0.25,0.23
0.24,0.25,0.25,0.23
0.25,0.25,0.25,0.24
0.25,0.25,0.25,0.24
0.25,0.24,0.25,0.24
0.24,0.26,0.26,0.24
0.31,0.34,0.35,0.30
0.35,0.31,0.35,0.31
0.33,0.38,0.40,0.31
0.36,0.36,0.39,0.34
0.38,0.37,0.38,0.35
0.38,0.35,0.38,0.35
0.35,0.37,0.38,0.35
0.36,0.36,0.37,0.34
0.36,0.35,0.36,0.33
0.35,0.35,0.36,0.34
0.35,0.35,0.35,0.34
0.35,0.32,0.35,0.32
0.33,0.32,0.33,0.31
0.31,0.31,0.32,0.27
0.30,0.31,0.31,0.29
0.30,0.31,0.32,0.30
0.34,0.34,0.35,0.32
0.34,0.32,0.34,0.31
0.33,0.34,0.34,0.33
0.34,0.36,0.38,0.33
0.37,0.37,0.38,0.36
0.38,0.37,0.39,0.35
0.37,0.35,0.37,0.34
0.37,0.36,0.37,0.34
0.36,0.36,0.38,0.35
0.36,0.35,0.36,0.35
0.35,0.32,0.35,0.31
0.32,0.31,0.33,0.31
0.31,0.32,0.33,0.31
0.32,0.32,0.33,0.32
0.32,0.31,0.33,0.31
0.32,0.31,0.33,0.30
0.31,0.32,0.33,0.30
0.32,0.31,0.33,0.30
0.32,0.33,0.33,0.31
0.32,0.34,0.34,0.32
0.34,0.32,0.34,0.30
0.32,0.32,0.33,0.31
0.32,0.33,0.33,0.32
0.34,0.32,0.34,0.31
0.30,0.32,0.32,0.29
0.32,0.31,0.32,0.31
0.30,0.31,0.31,0.29
0.30,0.30,0.31,0.28
0.28,0.28,0.29,0.25
0.25,0.23,0.26,0.22
0.23,0.23,0.25,0.22
0.22,0.21,0.22,0.20
0.22,0.20,0.22,0.20
0.20,0.23,0.23,0.19
0.23,0.22,0.25,0.21
0.23,0.23,0.24,0.22
0.23,0.23,0.24,0.22
0.22,0.22,0.23,0.22
0.22,0.22,0.23,0.21
0.21,0.21,0.22,0.20
0.21,0.20,0.22,0.20
0.21,0.19,0.21,0.19
0.19,0.22,0.23,0.19
0.22,0.22,0.23,0.22
0.22,0.22,0.24,0.20
0.23,0.23,0.23,0.22
0.23,0.24,0.25,0.23
0.23,0.21,0.23,0.20
0.21,0.20,0.22,0.20
0.20,0.20,0.21,0.19
0.20,0.18,0.20,0.17
0.18,0.18,0.19,0.18
0.19,0.20,0.21,0.19
0.20,0.19,0.21,0.19
0.18,0.20,0.20,0.17
0.19,0.19,0.20,0.18
0.18,0.18,0.19,0.18
0.18,0.18,0.19,0.18
0.19,0.19,0.20,0.18
0.19,0.18,0.19,0.18
0.19,0.19,0.20,0.18
0.19,0.18,0.19,0.18
0.18,0.18,0.18,0.18
0.18,0.18,0.18,0.18
0.18,0.18,0.19,0.18
0.18,0.18,0.19,0.18
0.18,0.18,0.19,0.18
0.18,0.18,0.18,0.18
0.18,0.19,0.19,0.18
0.18,0.19,0.19,0.18
0.18,0.19,0.19,0.18
0.19,0.19,0.19,0.18
0.19,0.19,0.20,0.18
0.19,0.19,0.20,0.18
0.18,0.18,0.19,0.18
0.19,0.18,0.19,0.18
0.18,0.18,0.19,0.18
0.18,0.17,0.18,0.17
0.17,0.16,0.17,0.15
0.16,0.17,0.17,0.16
0.16,0.17,0.17,0.15
0.16,0.17,0.17,0.16
0.18,0.18,0.18,0.17
0.18,0.17,0.18,0.17
0.17,0.17,0.18,0.17
0.18,0.18,0.18,0.17
0.18,0.18,0.18,0.18
0.19,0.18,0.19,0.18
0.19,0.20,0.21,0.19
0.19,0.19,0.20,0.18
0.19,0.21,0.21,0.19
0.21,0.23,0.23,0.20
0.23,0.21,0.23,0.21
0.21,0.21,0.22,0.20
0.20,0.20,0.21,0.20
0.20,0.19,0.20,0.19
0.20,0.19,0.20,0.19
0.20,0.21,0.22,0.20
0.21,0.22,0.22,0.21
0.21,0.21,0.22,0.20
0.21,0.21,0.22,0.21
0.21,0.21,0.21,0.20
0.20,0.20,0.21,0.20
0.20,0.20,0.20,0.18
0.20,0.19,0.20,0.18
0.19,0.18,0.19,0.18
0.18,0.18,0.19,0.18
0.17,0.18,0.18,0.17
0.18,0.18,0.19,0.17
0.18,0.18,0.19,0.18
0.18,0.18,0.18,0.18
0.18,0.19,0.19,0.17
0.19,0.18,0.19,0.18
0.18,0.18,0.18,0.18
0.18,0.17,0.18,0.17
0.17,0.18,0.18,0.17
0.18,0.18,0.19,0.18
0.18,0.18,0.19,0.18
0.17,0.17,0.18,0.17
0.18,0.18,0.18,0.17
0.17,0.18,0.18,0.17
0.18,0.18,0.18,0.17
0.17,0.18,0.18,0.17
0.17,0.18,0.18,0.17
0.18,0.17,0.18,0.17
0.18,0.18,0.18,0.17
0.18,0.18,0.19,0.18
0.19,0.18,0.19,0.17
0.18,0.18,0.18,0.17
0.18,0.17,0.18,0.17
0.18,0.18,0.18,0.17
0.18,0.18,0.18,0.17
0.18,0.17,0.18,0.16
0.17,0.16,0.17,0.15
0.17,0.17,0.17,0.16
0.17,0.16,0.17,0.16
0.17,0.16,0.17,0.16
0.17,0.17,0.17,0.16
0.17,0.17,0.17,0.16
0.17,0.17,0.17,0.16
0.16,0.18,0.18,0.16
0.17,0.17,0.18,0.17
0.17,0.18,0.18,0.17
0.18,0.19,0.19,0.18
0.20,0.20,0.21,0.19
0.21,0.21,0.22,0.20
0.21,0.20,0.21,0.20
0.21,0.20,0.21,0.20
0.21,0.22,0.22,0.20
0.21,0.21,0.21,0.20
0.22,0.19,0.22,0.18
0.20,0.18,0.20,0.17
0.18,0.18,0.18,0.17
0.18,0.15,0.18,0.15
0.17,0.16,0.17,0.16
0.17,0.16,0.17,0.16
0.16,0.16,0.16,0.15
0.16,0.16,0.16,0.16
0.16,0.16,0.17,0.16
0.16,0.16,0.17,0.15
0.16,0.17,0.17,0.16
0.17,0.17,0.17,0.16
0.17,0.17,0.17,0.16
0.17,0.17,0.18,0.16
0.17,0.18,0.18,0.17
0.18,0.17,0.18,0.16
0.17,0.18,0.18,0.17
0.19,0.18,0.20,0.18
0.18,0.19,0.19,0.16
0.20,0.20,0.21,0.20
0.21,0.18,0.21,0.18
0.18,0.17,0.18,0.17
0.19,0.19,0.20,0.18
0.19,0.21,0.22,0.18
0.20,0.20,0.22,0.20
0.21,0.21,0.22,0.21
0.21,0.22,0.23,0.20
0.23,0.23,0.24,0.22
0.24,0.26,0.27,0.22
0.27,0.29,0.30,0.27
0.30,0.28,0.32,0.27
0.28,0.28,0.29,0.27
0.28,0.26,0.28,0.25
0.26,0.29,0.29,0.26
0.30,0.29,0.30,0.28
0.29,0.29,0.30,0.29
0.30,0.31,0.31,0.29
0.31,0.30,0.32,0.29
0.30,0.30,0.31,0.28
0.28,0.27,0.29,0.27
0.28,0.27,0.28,0.26
0.28,0.29,0.29,0.27
0.29,0.29,0.29,0.27
0.29,0.28,0.29,0.27
0.27,0.28,0.29,0.27
0.28,0.30,0.30,0.27
0.31,0.31,0.31,0.29
0.30,0.29,0.30,0.29
0.30,0.29,0.30,0.28
0.30,0.29,0.31,0.29
0.29,0.28,0.29,0.27
0.29,0.28,0.29,0.27
0.28,0.28,0.29,0.27
0.28,0.27,0.30,0.26
0.27,0.25,0.27,0.25
0.25,0.26,0.27,0.25
0.25,0.26,0.26,0.24
0.26,0.25,0.26,0.25
0.26,0.25,0.27,0.25
0.24,0.25,0.26,0.23
0.25,0.25,0.27,0.25
0.26,0.27,0.27,0.25
0.28,0.28,0.29,0.26
0.29,0.29,0.29,0.28
0.29,0.28,0.29,0.27
0.27,0.27,0.28,0.26
0.26,0.27,0.27,0.26
0.27,0.27,0.28,0.25
0.28,0.28,0.28,0.27
0.28,0.30,0.32,0.28
0.31,0.31,0.31,0.30
0.31,0.31,0.31,0.30
0.31,0.33,0.34,0.31
0.33,0.33,0.33,0.32
0.33,0.32,0.33,0.32
0.33,0.34,0.35,0.32
0.35,0.37,0.38,0.35
0.39,0.37,0.39,0.36
0.36,0.34,0.38,0.34
0.35,0.31,0.35,0.30
0.32,0.32,0.33,0.31
0.33,0.35,0.35,0.33
0.33,0.33,0.34,0.32
0.32,0.34,0.34,0.32
0.35,0.34,0.36,0.33
0.34,0.32,0.34,0.31
0.32,0.33,0.33,0.31
0.33,0.34,0.34,0.32
0.35,0.36,0.36,0.35
0.36,0.34,0.36,0.32
0.31,0.33,0.33,0.30
0.34,0.32,0.34,0.32
0.31,0.30,0.32,0.30
0.30,0.28,0.30,0.28
0.28,0.30,0.30,0.27
0.30,0.29,0.30,0.28
0.29,0.28,0.30,0.28
0.28,0.28,0.28,0.27
0.28,0.28,0.29,0.27
0.28,0.28,0.29,0.28
0.30,0.30,0.31,0.29
0.31,0.30,0.31,0.29
0.31,0.30,0.31,0.29
0.31,0.31,0.32,0.29
0.32,0.30,0.32,0.30
0.31,0.31,0.31,0.30
0.31,0.29,0.31,0.28
0.29,0.29,0.30,0.29
0.29,0.30,0.31,0.28
0.32,0.30,0.33,0.29
0.30,0.30,0.31,0.29
0.29,0.30,0.30,0.28
0.29,0.30,0.30,0.28
0.29,0.29,0.30,0.28
0.28,0.28,0.29,0.28
0.32,0.30,0.32,0.28
0.30,0.30,0.30,0.29
0.30,0.29,0.30,0.28
0.29,0.30,0.30,0.29
0.31,0.29,0.31,0.28
0.30,0.32,0.32,0.30
0.32,0.34,0.34,0.32
0.34,0.38,0.38,0.34
0.38,0.37,0.38,0.36
0.37,0.39,0.39,0.36
0.39,0.43,0.43,0.39
0.46,0.43,0.48,0.42
0.44,0.46,0.47,0.43
0.46,0.46,0.46,0.43
0.45,0.46,0.47,0.44
0.44,0.42,0.46,0.38
0.42,0.44,0.44,0.42
0.43,0.41,0.43,0.40
0.41,0.40,0.42,0.40
0.40,0.41,0.41,0.39
0.40,0.38,0.41,0.38
0.39,0.40,0.40,0.38
0.40,0.41,0.42,0.39
0.43,0.40,0.43,0.39
0.42,0.40,0.42,0.40
0.41,0.42,0.42,0.39
0.42,0.41,0.42,0.41
0.41,0.41,0.41,0.40
0.41,0.40,0.41,0.40
0.40,0.39,0.40,0.38
0.39,0.39,0.40,0.39
0.40,0.40,0.40,0.38
0.41,0.41,0.42,0.40
0.40,0.40,0.43,0.39
0.40,0.39,0.42,0.39
0.41,0.39,0.41,0.39
0.39,0.37,0.39,0.37
0.38,0.36,0.38,0.34
0.35,0.38,0.38,0.34
0.36,0.36,0.37,0.35
0.38,0.35,0.39,0.32
0.36,0.34,0.37,0.34
0.33,0.33,0.35,0.32
0.32,0.33,0.34,0.32
0.34,0.33,0.35,0.32
0.32,0.34,0.34,0.32
0.34,0.32,0.34,0.32
0.32,0.31,0.32,0.30
0.30,0.34,0.34,0.30
0.35,0.36,0.37,0.34
0.37,0.37,0.38,0.36
0.36,0.36,0.37,0.34
0.34,0.35,0.36,0.34
0.34,0.34,0.35,0.33
0.32,0.35,0.35,0.32
0.35,0.34,0.35,0.32
0.34,0.33,0.34,0.31
0.33,0.33,0.33,0.32
0.32,0.31,0.33,0.31
0.31,0.31,0.32,0.31
0.31,0.31,0.32,0.31
0.32,0.34,0.35,0.32
0.34,0.33,0.36,0.33
0.32,0.32,0.33,0.32
0.32,0.31,0.32,0.31
0.31,0.32,0.33,0.30
0.31,0.32,0.32,0.31
0.32,0.32,0.33,0.31
0.32,0.32,0.32,0.31
0.32,0.31,0.32,0.31
0.30,0.28,0.32,0.27
0.30,0.28,0.30,0.28
0.28,0.27,0.29,0.27
0.28,0.27,0.28,0.27
0.27,0.28,0.29,0.27
0.27,0.26,0.29,0.25
0.26,0.27,0.28,0.26
0.27,0.27,0.28,0.27
0.27,0.27,0.27,0.27
0.27,0.26,0.27,0.26
0.25,0.27,0.27,0.25
0.27,0.27,0.28,0.27
0.27,0.27,0.28,0.26
0.26,0.28,0.28,0.26
0.30,0.28,0.30,0.27
0.28,0.28,0.29,0.28
0.28,0.26,0.28,0.26
0.27,0.25,0.27,0.25
0.26,0.26,0.26,0.24
0.26,0.26,0.26,0.24
0.26,0.26,0.27,0.26
0.27,0.26,0.28,0.26
0.26,0.26,0.26,0.24
0.25,0.25,0.26,0.25
0.24,0.24,0.25,0.24
0.24,0.24,0.24,0.23
0.25,0.24,0.26,0.23
0.23,0.21,0.23,0.21
0.21,0.21,0.22,0.19
0.18,0.20,0.20,0.18
0.20,0.21,0.21,0.19
0.21,0.21,0.22,0.20
0.22,0.20,0.22,0.19
0.19,0.20,0.20,0.19
0.20,0.20,0.21,0.19
0.20,0.20,0.21,0.19
0.19,0.19,0.20,0.18
0.20,0.19,0.20,0.19
0.20,0.20,0.21,0.20
0.20,0.20,0.20,0.19
0.20,0.19,0.20,0.18
0.19,0.20,0.20,0.19
0.20,0.19,0.20,0.19
0.19,0.19,0.19,0.18
