EZA,iShares MSCI South Africa Index Fund,NASDAQ
55.71,53.61,55.71,53.38
54.72,55.35,55.68,54.18
54.07,54.15,54.83,53.37
55.33,55.02,55.58,54.60
55.61,56.27,56.40,55.57
56.25,56.89,57.04,56.25
56.86,58.44,58.64,56.42
59.14,58.64,59.56,58.56
58.90,57.93,59.50,57.58
57.13,56.89,57.32,56.71
56.30,55.70,56.66,55.21
55.81,56.00,56.41,55.66
57.51,57.69,57.81,56.72
57.04,56.73,57.40,56.65
58.69,59.17,59.35,58.15
58.92,59.02,59.22,58.64
59.59,59.73,59.94,59.51
59.70,59.80,59.94,59.06
59.94,59.98,60.15,59.68
59.59,59.07,59.99,58.98
59.20,58.75,59.20,58.54
59.00,59.80,59.89,58.86
59.90,60.72,60.78,59.80
60.65,59.74,60.90,59.34
59.16,60.34,60.45,59.16
59.73,59.90,60.03,59.23
59.66,59.76,59.94,59.45
60.19,60.13,60.31,59.93
59.58,59.62,60.46,59.30
60.46,60.53,60.75,59.88
60.66,60.74,61.08,60.30
60.60,60.51,60.77,60.30
60.35,59.75,60.35,59.70
59.92,59.41,59.96,59.34
60.60,61.08,61.23,60.36
61.28,61.42,61.94,61.19
61.37,61.57,61.76,61.24
61.03,60.97,61.19,60.59
61.23,61.38,61.55,61.00
60.75,60.88,61.00,59.95
60.91,60.41,61.17,60.33
59.47,58.73,59.56,58.72
59.66,59.57,59.96,59.40
59.17,58.04,59.31,57.99
58.50,59.09,59.49,58.32
59.70,59.70,59.91,59.43
60.07,59.23,60.31,59.05
58.30,57.90,58.57,57.86
57.74,57.33,58.07,57.29
57.86,57.32,58.17,57.31
58.45,58.25,58.79,58.09
59.11,58.38,59.11,58.29
58.35,59.31,59.36,58.33
59.41,60.08,60.23,59.37
60.94,61.64,61.93,60.63
61.69,62.57,62.60,61.46
62.18,62.59,62.64,62.02
62.71,63.80,63.92,62.69
63.78,63.40,64.19,63.26
63.69,64.06,64.13,63.38
64.94,64.72,65.19,64.61
65.12,65.04,65.21,64.72
64.08,68.04,68.62,63.66
66.94,66.94,67.32,66.33
65.52,64.47,65.77,64.38
65.31,65.30,65.65,65.12
65.18,64.79,65.43,64.61
65.56,64.64,65.66,64.62
64.80,64.68,65.03,64.06
63.53,63.44,64.00,63.32
63.68,63.23,63.68,62.89
63.58,63.57,63.90,63.14
63.46,64.25,64.30,63.37
64.28,63.89,64.35,63.23
64.10,64.99,65.07,64.02
64.07,64.06,64.60,63.98
64.19,62.80,64.27,62.80
63.44,63.52,63.77,62.77
63.86,65.12,65.19,63.86
64.75,65.70,65.70,64.59
64.85,65.97,66.00,64.71
65.87,65.30,66.31,65.19
66.60,66.97,67.04,66.54
67.19,67.35,67.43,66.95
67.71,67.39,67.82,67.36
67.34,67.39,67.65,67.18
67.87,68.75,69.07,67.83
67.78,67.10,67.85,67.04
67.40,67.07,67.63,66.94
66.72,67.34,67.41,66.68
67.27,67.81,67.90,67.25
67.42,67.44,67.63,67.32
67.62,66.40,67.70,66.00
66.68,65.62,66.69,65.61
65.19,64.72,65.44,64.43
64.98,65.60,65.65,64.93
64.55,64.05,64.68,63.97
64.86,64.69,65.05,64.59
64.63,63.27,64.73,63.18
62.67,63.10,63.20,62.66
62.80,62.54,62.99,62.29
62.63,62.52,63.01,62.18
62.27,62.74,62.85,62.02
62.66,64.29,64.43,62.30
64.52,65.06,65.22,64.52
65.24,64.99,65.77,64.95
64.69,63.81,64.69,63.61
64.76,63.57,65.42,63.44
63.62,63.83,63.92,63.48
63.47,64.00,64.16,63.38
64.21,63.49,64.51,63.34
62.68,62.89,63.01,62.44
62.84,62.94,63.20,62.47
63.94,64.18,64.44,63.70
63.38,62.37,63.65,62.26
61.41,61.07,61.91,60.65
60.89,60.43,60.98,59.68
60.55,60.71,61.44,60.55
62.42,63.24,63.49,62.32
63.09,62.96,63.50,62.88
62.99,63.07,63.27,62.85
62.62,61.81,62.94,61.65
61.00,60.51,61.33,60.26
60.88,61.54,61.71,60.73
61.34,61.92,62.15,61.34
62.01,61.65,62.17,61.59
60.98,61.68,63.20,59.48
61.15,61.37,61.70,60.99
62.12,61.84,62.48,61.80
62.78,63.00,63.52,62.76
63.07,63.34,63.46,63.07
63.26,62.93,63.90,62.83
63.03,62.95,63.34,62.79
63.56,64.20,64.25,63.30
64.00,64.49,64.53,63.26
63.86,62.00,63.86,61.86
62.73,61.85,62.73,61.64
61.80,61.58,61.93,61.50
62.67,62.07,62.91,61.96
61.73,61.04,61.87,60.70
60.51,60.44,60.56,59.75
61.14,62.16,62.25,60.72
61.81,60.82,62.13,60.69
60.98,61.37,61.54,60.75
61.18,61.22,61.50,60.92
61.28,61.16,61.54,60.67
61.34,61.13,61.46,61.04
61.75,61.47,62.00,60.94
61.92,62.10,62.33,61.64
61.75,60.76,61.77,60.20
59.20,58.00,59.23,57.80
57.94,57.27,58.08,56.70
58.43,58.60,58.78,58.10
56.94,56.38,57.42,56.12
56.99,56.95,57.26,56.73
56.28,57.70,58.01,56.22
57.16,55.50,57.27,55.31
56.62,57.06,57.36,56.43
56.82,56.78,57.08,56.18
56.60,57.79,58.07,56.60
58.10,58.27,58.51,57.87
58.06,57.66,58.10,57.44
57.79,58.98,59.12,57.66
59.18,58.99,59.76,58.74
58.38,59.36,59.45,58.18
60.19,60.84,61.03,59.93
61.45,60.81,61.62,60.78
60.64,59.95,61.38,59.64
59.83,60.42,60.53,59.43
60.34,60.98,61.19,60.27
61.77,62.39,62.69,61.70
62.43,61.83,62.63,61.60
61.55,61.45,61.90,61.00
62.26,62.99,63.28,62.03
62.61,62.15,62.90,61.62
62.00,61.47,62.32,61.17
62.95,63.22,63.34,62.66
63.40,63.79,63.88,63.20
64.46,65.16,65.43,64.46
64.75,64.46,64.75,63.79
63.87,63.98,63.98,63.42
63.72,62.74,64.23,62.66
62.71,63.33,63.33,62.47
63.66,62.35,63.84,62.08
62.35,63.28,63.60,62.35
63.25,63.57,63.77,62.98
63.68,64.34,64.58,63.68
63.74,61.72,63.74,61.27
62.14,62.28,62.39,61.51
62.75,62.66,63.96,62.52
63.18,63.63,63.70,63.00
64.31,64.96,65.14,64.21
65.28,65.11,65.75,65.10
64.32,65.96,65.98,64.14
66.31,66.41,66.86,66.09
66.39,66.21,66.86,66.17
66.83,67.17,67.24,66.75
66.54,66.62,66.84,66.43
66.11,66.28,66.35,65.48
66.75,65.33,67.09,65.29
65.79,65.90,66.15,65.45
67.00,66.92,67.60,66.71
67.28,68.21,68.65,66.68
68.00,67.05,68.17,67.04
66.16,66.48,66.82,66.16
66.40,66.02,66.58,65.68
65.85,65.80,65.98,64.38
65.47,66.35,66.52,65.39
66.65,67.26,67.63,66.57
67.32,67.16,67.54,66.95
66.63,66.94,67.16,66.61
66.75,66.51,66.86,65.85
66.84,66.73,67.02,66.15
66.54,66.34,66.69,66.00
66.78,66.82,67.08,66.02
66.49,67.01,67.11,66.49
66.36,67.06,67.14,66.35
66.84,67.25,67.40,66.61
67.47,67.78,68.17,67.31
67.20,66.78,67.24,66.32
67.29,67.18,67.66,67.06
67.07,67.83,67.84,66.86
68.58,68.75,69.35,68.58
68.58,68.42,68.70,68.04
69.10,69.30,69.36,68.74
69.41,69.64,69.96,69.36
70.10,70.61,70.85,69.83
70.16,69.13,70.16,68.64
69.38,69.43,69.57,68.91
69.58,69.99,70.15,69.58
69.33,69.18,69.47,68.64
69.57,69.95,70.02,69.40
70.48,70.53,70.76,70.23
70.70,70.63,70.99,70.56
69.44,68.94,69.57,68.49
68.64,68.98,69.07,68.33
69.09,69.52,69.61,69.07
68.87,67.65,68.97,67.42
67.41,67.35,67.65,67.13
67.05,66.98,67.40,66.97
67.01,66.74,67.21,66.66
67.69,67.79,67.96,67.30
68.40,68.93,69.14,68.22
68.87,68.69,68.89,68.39
68.52,69.27,69.34,68.51
68.48,68.83,69.03,68.43
69.26,68.92,69.42,68.66
68.43,69.42,69.50,68.25
69.03,68.64,69.17,68.35
68.63,68.65,68.84,68.21
68.34,69.76,69.80,68.11
69.77,69.43,70.37,69.22
69.62,70.15,70.21,69.29
70.08,69.82,70.14,69.35
70.22,69.20,70.50,68.98
68.64,68.80,68.80,68.32
68.88,69.09,69.18,68.54
68.81,69.23,69.28,68.66
69.23,68.71,69.28,68.68
69.13,69.26,69.38,69.00
69.10,69.29,69.33,69.00
68.34,69.34,69.34,68.25
68.74,68.91,68.99,68.62
69.67,69.39,69.90,69.12
69.27,69.68,69.88,69.02
68.13,68.75,68.84,67.80
68.73,69.20,69.27,68.73
69.25,69.48,69.49,69.14
69.81,69.17,69.94,69.00
70.26,70.18,70.49,70.03
69.20,68.63,69.77,68.57
69.38,69.90,70.04,69.09
69.19,69.90,70.15,69.02
70.83,70.68,71.00,70.64
71.09,71.17,71.46,70.81
71.25,71.19,71.39,70.98
70.83,71.08,71.09,70.67
71.42,71.76,72.09,71.23
71.62,71.10,71.74,71.09
70.69,69.93,70.74,69.40
69.64,69.15,69.75,69.05
69.53,69.44,69.79,68.61
70.21,71.23,71.39,70.20
70.44,69.54,70.58,69.38
68.96,68.86,69.27,68.67
68.99,68.28,69.00,67.62
69.02,70.13,70.26,68.95
70.78,71.70,71.72,70.78
71.31,71.79,71.88,71.16
71.91,71.92,72.13,71.56
71.32,71.49,71.58,71.27
71.22,70.59,71.36,70.11
70.82,71.13,71.22,70.57
70.86,70.82,71.18,70.68
70.18,70.24,70.60,69.88
70.65,70.84,71.08,70.55
70.48,70.27,70.48,69.93
70.45,70.82,70.84,70.27
71.29,71.69,71.78,71.29
71.83,72.20,72.25,71.67
71.08,71.43,71.51,70.74
71.00,70.59,71.20,70.55
70.85,70.51,70.95,70.27
71.95,71.77,72.00,71.54
72.40,71.79,72.65,71.53
72.05,72.67,72.77,71.78
71.92,71.26,72.21,71.07
70.32,69.75,70.54,69.39
69.10,69.51,69.60,68.91
69.04,68.82,69.29,68.61
68.49,68.17,68.59,67.87
67.82,67.83,68.00,67.53
67.90,69.06,69.58,67.75
69.00,67.84,69.42,67.58
68.25,68.50,68.93,68.03
69.38,68.20,69.40,67.91
67.58,66.30,67.64,65.98
65.83,65.32,66.14,65.23
66.03,66.49,66.61,65.27
65.45,64.39,65.45,64.24
64.62,65.00,65.25,64.42
64.05,64.01,64.49,63.86
63.91,64.14,64.35,63.67
64.55,63.24,64.77,62.95
63.88,63.87,64.32,62.77
63.75,64.06,64.21,63.33
65.45,65.49,65.77,65.28
65.40,64.38,65.48,64.32
64.53,66.05,66.26,63.62
65.65,64.13,65.88,63.80
63.70,62.49,63.97,62.43
63.89,63.46,64.67,63.44
64.09,64.31,64.98,63.77
62.80,62.91,63.24,60.90
61.70,62.78,63.76,61.46
64.11,64.10,64.66,63.76
64.20,64.35,64.59,63.93
65.65,66.00,66.35,65.59
65.38,65.15,65.68,64.81
65.64,65.53,65.84,65.34
65.78,65.97,66.12,65.40
65.34,66.28,66.31,65.24
67.18,67.90,67.96,67.14
68.35,67.69,68.79,67.25
67.96,68.55,68.85,67.73
68.77,68.39,69.00,68.05
68.77,68.68,69.08,68.52
68.68,68.57,68.91,68.18
67.44,67.58,67.73,67.10
67.30,66.04,67.87,65.79
66.34,66.84,66.95,66.24
67.60,67.21,67.76,67.04
67.41,67.87,68.04,67.33
67.99,67.89,68.49,67.60
68.29,68.17,68.76,67.94
69.12,70.39,70.44,69.12
69.19,69.46,69.62,68.99
69.76,70.27,70.30,69.76
69.68,69.77,70.19,69.19
68.94,68.68,69.01,68.64
70.74,71.69,71.90,70.74
71.35,70.85,71.43,70.73
70.61,70.53,71.09,70.46
70.28,70.59,70.59,70.11
69.62,68.08,69.62,68.03
67.58,67.18,67.76,67.11
67.90,67.78,68.06,67.54
67.60,67.58,67.86,67.30
66.85,66.73,67.03,66.58
66.22,66.05,66.33,65.77
64.96,64.42,65.02,64.07
63.98,64.21,64.23,63.77
63.46,62.86,63.59,62.75
62.53,61.41,62.56,61.33
61.72,60.98,61.98,60.93
61.14,59.80,61.20,59.50
59.55,59.86,60.95,58.98
60.36,61.49,62.91,60.09
64.31,65.03,65.03,64.24
64.46,64.71,65.07,64.29
64.34,64.24,64.50,63.96
64.24,64.11,64.25,63.92
63.86,64.18,64.33,63.86
64.51,64.69,64.97,64.51
65.23,65.07,65.58,64.95
65.21,65.20,65.34,64.83
65.12,64.82,65.31,64.64
64.17,63.51,64.17,63.29
62.45,61.69,62.46,61.50
63.15,63.13,64.00,62.78
64.40,65.02,65.12,64.08
65.90,66.14,66.53,65.70
65.60,65.49,65.77,65.13
64.85,64.75,65.03,64.50
65.96,65.50,66.47,65.06
64.56,64.86,65.12,64.31
65.72,64.44,65.78,64.37
64.25,65.12,65.22,64.06
64.94,65.25,65.43,64.68
66.17,67.11,67.22,66.08
67.53,68.80,69.37,67.02
67.97,67.87,68.26,67.81
68.47,69.14,69.29,68.37
68.08,68.13,68.51,67.83
69.18,68.37,69.54,68.25
68.93,69.02,69.13,68.17
68.38,67.58,68.70,67.46
68.45,69.62,69.82,68.45
70.32,71.42,71.43,70.32
70.02,69.16,70.47,69.15
70.27,71.37,71.40,69.96
70.17,69.44,70.48,69.21
69.08,69.14,69.53,69.05
68.35,68.47,68.67,68.03
67.27,67.09,67.34,65.75
67.80,68.69,68.83,67.71
68.82,69.63,69.81,68.82
69.36,69.15,69.60,68.77
67.87,68.70,68.75,67.67
68.17,68.60,69.18,68.04
68.95,69.63,69.73,68.80
69.75,69.45,69.82,69.25
69.64,70.50,70.76,69.16
69.93,70.09,70.42,69.75
69.76,69.52,69.95,69.42
68.52,68.46,69.02,68.36
67.73,67.78,67.94,67.32
67.39,67.29,67.66,67.15
67.47,67.14,68.00,66.64
67.78,67.21,68.18,66.88
66.30,65.44,66.37,65.13
65.60,65.29,65.75,65.20
63.63,62.92,63.98,62.85
63.74,63.92,64.21,63.46
64.68,63.79,64.75,63.70
63.18,62.76,63.22,62.31
63.58,63.69,64.09,63.10
63.52,64.62,64.67,63.43
64.41,67.33,67.42,64.05
66.28,65.03,66.28,64.84
66.14,66.68,66.93,65.90
67.16,67.33,67.54,66.88
68.34,68.46,68.66,68.01
68.24,66.85,68.34,66.83
66.77,65.97,66.81,65.50
66.23,66.41,66.63,66.01
66.82,66.93,67.08,66.41
66.56,67.02,67.24,66.32
67.86,68.41,68.61,67.57
68.51,69.27,69.50,68.47
70.42,70.55,71.41,69.62
70.21,69.66,71.29,69.60
70.56,70.24,70.87,69.91
70.84,70.18,71.07,69.93
70.20,70.51,70.60,70.05
70.40,69.47,70.71,69.41
69.74,70.11,70.37,69.41
69.41,69.81,70.00,68.70
70.50,71.30,71.75,70.50
70.59,69.95,70.59,69.35
69.26,69.27,69.62,68.91
69.96,69.71,70.32,69.66
69.85,69.49,70.00,69.32
69.62,70.45,70.77,69.47
70.79,70.72,70.97,70.41
71.01,71.03,71.47,70.92
71.74,72.59,73.08,71.74
71.91,71.83,72.56,71.47
71.19,70.69,71.19,70.55
70.76,70.62,71.44,69.93
69.98,69.80,70.11,69.73
70.44,69.99,70.72,69.85
69.56,68.87,69.56,68.72
68.19,68.06,68.29,67.83
68.74,69.04,69.48,68.74
68.69,67.96,69.22,67.79
67.45,67.94,68.24,67.25
68.57,69.08,69.86,68.57
69.53,69.61,69.80,69.32
69.59,70.12,70.17,69.49
69.66,69.53,70.02,69.42
69.18,69.46,69.64,69.11
69.39,69.77,70.05,69.20
69.36,69.60,69.73,69.07
69.28,69.11,69.53,68.94
66.94,66.36,67.21,66.10
65.70,66.58,66.63,65.31
65.92,65.96,66.03,65.38
65.31,65.01,65.31,64.81
64.72,64.15,64.72,63.90
63.96,64.37,64.78,63.79
63.20,62.96,63.54,62.94
62.56,61.78,62.84,61.70
61.44,61.67,62.13,61.22
62.23,62.14,62.35,61.73
62.51,61.97,62.72,61.87
63.63,63.97,64.12,63.44
63.96,63.57,63.96,63.15
63.52,63.65,63.77,63.14
63.02,62.82,63.02,62.54
62.93,62.92,63.12,62.49
62.71,63.76,64.13,62.30
64.39,64.28,65.01,64.21
64.31,64.30,64.92,64.25
64.94,65.45,65.90,64.94
65.74,66.16,66.21,65.63
66.28,66.08,66.66,66.06
67.01,66.75,67.22,66.58
66.09,65.50,66.09,65.45
64.41,63.75,64.44,63.54
65.97,65.44,65.97,65.28
65.31,65.08,65.52,64.68
65.59,65.65,66.06,65.41
63.32,63.01,63.45,62.75
62.38,61.81,62.46,60.69
60.90,60.49,61.15,60.42
62.92,62.54,63.15,62.50
63.70,63.75,64.08,63.36
63.57,64.39,64.66,63.56
64.37,64.72,64.81,64.24
64.36,64.25,64.65,64.15
64.67,65.04,65.20,64.67
65.32,65.15,65.39,65.07
64.93,65.20,65.35,64.69
65.10,65.27,65.69,64.94
64.24,63.64,64.33,63.51
64.19,63.59,64.36,63.53
61.65,61.75,62.18,61.43
61.86,61.53,62.00,61.38
61.37,61.16,61.47,60.79
61.53,62.07,62.69,61.30
60.94,61.17,61.31,60.72
61.78,62.28,62.50,61.78
61.66,60.93,61.66,60.59
61.53,62.08,62.87,61.53
62.12,61.60,62.45,61.44
61.79,61.90,62.03,61.45
61.52,61.73,62.21,61.52
61.65,62.69,62.84,61.50
62.07,61.77,62.09,61.05
60.84,59.89,60.84,59.24
60.16,60.31,60.62,59.76
59.71,59.35,59.93,59.27
58.76,58.75,59.04,58.52
58.36,58.85,58.92,58.20
58.29,58.29,59.07,57.56
57.62,57.25,57.89,56.83
56.67,55.55,56.93,55.55
52.55,54.48,56.08,51.94
58.17,55.00,58.24,54.78
56.50,57.31,57.53,55.41
56.74,58.07,58.11,56.70
57.49,57.16,57.68,56.73
56.96,57.50,57.71,56.54
55.46,54.26,55.62,53.99
55.93,56.12,56.12,55.21
55.84,55.73,56.50,55.62
55.18,53.09,55.18,52.75
53.99,54.62,54.63,53.71
54.65,53.11,54.99,53.05
53.29,54.33,54.81,53.08
54.01,54.32,54.33,53.58
54.59,54.98,55.12,54.49
54.96,55.50,55.61,54.91
56.41,57.22,57.49,56.28
57.14,57.64,59.34,57.00
56.95,56.23,57.34,56.03
55.89,55.44,55.90,55.12
53.93,54.33,54.51,53.73
54.58,53.45,54.75,53.40
52.50,53.30,53.66,52.00
53.88,52.88,54.08,52.82
52.01,51.38,52.18,51.11
52.44,52.07,52.65,51.82
53.25,53.68,53.87,53.18
54.59,54.21,54.96,53.94
53.92,56.61,56.65,53.85
57.16,58.08,58.10,57.16
57.80,57.83,58.15,57.34
58.81,59.01,59.52,58.49
58.87,60.14,60.22,58.70
60.02,59.64,60.38,59.37
59.86,59.37,59.88,59.24
57.87,57.74,58.84,57.59
58.83,59.37,59.50,58.65
60.17,60.90,60.96,59.87
60.67,61.11,61.14,60.35
60.15,59.84,60.23,59.65
59.43,59.46,59.75,59.13
58.92,57.99,59.02,57.95
59.29,59.48,59.79,59.13
59.49,59.48,59.67,59.03
59.90,59.06,59.90,58.91
58.02,58.34,58.52,57.86
59.20,57.77,59.41,57.16
56.72,56.63,57.20,56.54
57.42,56.96,58.52,56.96
57.67,58.35,58.44,57.46
57.26,58.80,58.98,57.25
58.30,57.32,58.42,57.10
57.76,57.81,58.04,57.37
56.10,56.47,56.60,55.72
55.62,54.72,55.72,54.57
54.55,54.62,54.75,54.30
55.09,54.93,55.12,54.62
53.88,53.70,54.38,53.55
52.92,52.13,52.92,52.02
53.07,53.99,54.08,52.94
54.86,54.41,54.90,54.30
54.21,54.95,55.40,54.03
55.73,56.07,56.16,55.56
56.60,56.32,56.99,56.08
56.44,56.11,56.68,55.95
56.14,56.58,56.81,55.98
55.67,55.62,55.76,55.32
54.44,53.56,54.53,53.49
53.80,53.39,53.85,52.91
52.82,52.94,53.08,52.60
52.76,52.35,52.93,52.25
52.44,51.18,52.44,51.13
50.09,50.84,50.97,49.93
50.45,49.98,50.50,49.68
49.29,49.66,49.77,48.93
50.33,48.20,50.53,47.84
46.83,45.45,46.98,45.32
42.77,42.65,43.72,42.45
45.90,46.44,46.50,45.20
47.24,47.59,47.84,47.15
47.45,48.33,49.07,47.29
48.32,47.78,48.64,47.78
47.94,47.58,48.20,47.50
47.45,47.41,47.69,46.99
47.77,48.20,48.32,47.65
48.68,48.99,49.03,48.65
48.88,48.90,49.18,48.78
48.41,48.62,48.77,48.28
48.32,48.17,48.56,48.12
47.30,46.91,47.51,46.84
46.68,46.71,47.09,46.63
45.40,45.61,45.63,44.82
45.82,45.77,46.02,45.55
44.47,44.38,44.85,44.20
42.67,42.14,43.15,42.09
42.34,41.27,42.42,41.15
41.14,40.26,41.28,39.64
41.53,40.92,41.78,40.32
42.16,40.78,42.30,40.69
40.95,41.27,41.54,40.41
39.21,39.09,39.43,38.42
39.91,39.61,40.18,39.31
38.83,38.87,39.22,37.82
38.98,39.39,40.20,38.66
40.91,41.13,41.21,40.61
40.68,40.06,40.90,40.03
41.02,41.69,41.76,40.98
41.61,41.56,42.32,41.22
43.30,43.13,43.52,42.81
44.55,45.83,45.95,44.42
44.01,44.93,45.11,43.93
42.92,42.31,43.06,42.20
43.23,44.39,44.51,42.29
45.43,45.14,45.93,44.85
45.25,44.80,45.36,44.58
43.97,44.12,44.42,43.40
42.74,42.93,43.58,42.49
43.67,43.36,44.39,43.33
43.27,43.13,43.91,42.67
43.80,44.47,44.54,43.80
45.62,45.79,46.06,45.21
46.38,47.08,47.32,46.24
47.53,47.32,47.93,47.21
45.77,46.15,46.54,45.77
46.69,47.15,47.22,46.68
46.39,45.86,46.56,45.76
44.61,45.27,45.51,44.19
45.37,45.61,45.68,44.86
45.29,43.97,45.36,43.82
44.73,44.80,45.53,44.57
46.36,47.41,47.62,46.34
47.15,48.33,48.39,47.15
47.85,48.74,48.91,47.75
48.59,49.67,50.26,48.48
49.67,50.44,50.84,49.67
49.60,49.41,49.74,49.02
48.65,49.40,49.88,48.54
49.25,48.77,49.25,47.83
49.31,49.75,49.81,49.20
49.37,48.77,49.47,48.61
47.41,47.62,47.62,46.92
46.85,49.36,49.58,46.72
51.15,51.39,51.99,50.74
51.73,52.01,52.30,51.61
51.93,52.36,52.61,51.86
51.59,52.51,52.71,51.41
50.81,50.98,51.35,50.53
49.83,50.51,50.52,49.47
50.59,50.59,50.97,50.12
49.86,51.66,51.70,49.59
52.49,52.41,53.09,52.19
53.49,53.01,53.73,52.85
51.81,52.87,53.18,51.53
53.38,52.58,53.38,52.54
50.96,50.76,51.41,50.59
50.26,51.09,51.09,49.85
50.37,49.89,50.48,49.66
51.32,51.36,51.78,51.13
52.47,52.29,52.81,52.24
52.99,53.61,53.86,52.71
54.55,54.82,54.92,54.27
54.79,54.45,55.01,54.33
54.10,54.28,54.55,54.01
54.19,54.86,55.12,53.86
55.72,56.10,56.31,55.43
56.03,56.67,57.07,55.90
55.98,55.76,56.11,55.48
54.73,54.73,55.07,54.49
54.42,54.42,54.58,54.04
54.92,55.11,55.23,54.56
54.97,55.46,55.62,54.04
55.21,55.44,56.00,55.19
55.82,55.70,55.96,55.09
55.64,55.26,55.90,54.94
53.21,52.08,53.21,51.99
51.48,50.13,51.63,50.01
50.96,50.37,51.10,50.26
50.61,50.75,51.10,50.43
49.98,49.06,50.11,49.00
49.94,50.23,50.34,49.68
50.83,50.60,51.03,50.53
50.91,50.17,50.91,49.97
49.65,48.87,49.88,48.79
48.29,48.73,48.91,48.29
48.39,48.48,49.03,48.14
47.81,47.73,48.69,47.31
47.56,47.82,48.04,47.27
48.75,48.93,49.14,48.60
48.52,48.77,49.11,48.38
49.43,49.56,49.90,49.37
49.82,50.12,50.32,49.76
51.15,51.23,51.37,50.50
50.88,50.41,51.04,50.34
50.46,50.26,50.67,49.94
50.63,50.95,51.27,50.52
51.07,51.78,51.88,50.97
53.01,54.19,54.24,52.82
53.70,54.41,54.46,53.63
54.29,54.40,54.71,54.26
54.65,54.61,54.93,54.29
53.53,54.00,54.08,53.39
52.63,52.14,52.89,51.87
52.06,51.28,52.43,51.22
50.32,50.14,50.47,49.62
50.21,50.83,51.37,50.21
49.70,50.42,50.64,49.00
50.82,51.29,51.31,50.52
52.53,52.89,53.29,52.53
53.22,53.65,53.78,52.96
52.79,52.68,53.13,52.46
53.55,54.72,54.79,53.33
49.80,49.25,50.95,49.21
47.94,47.19,47.95,46.65
49.27,49.11,49.62,48.55
50.69,51.65,51.65,50.66
52.42,52.89,53.09,52.30
52.93,53.09,53.40,52.77
51.64,51.13,51.66,51.01
50.37,50.98,51.08,49.97
51.18,50.42,51.36,50.15
51.61,52.22,52.37,51.38
53.04,53.37,53.69,53.04
54.22,54.41,54.69,54.02
54.41,53.79,54.41,53.36
54.50,54.88,55.10,54.38
54.75,55.04,55.17,54.70
54.97,55.80,55.82,54.74
54.89,55.25,55.30,54.66
55.25,55.61,55.80,55.22
55.60,55.81,56.22,55.52
55.98,56.27,56.31,55.64
56.33,55.99,56.35,55.63
56.36,56.56,56.65,56.14
56.82,57.28,57.62,56.15
56.74,57.22,57.35,56.28
57.22,57.77,57.95,57.13
57.35,57.35,57.74,57.21
56.80,56.43,56.91,55.94
56.07,57.12,57.25,56.05
57.81,57.82,58.27,57.47
57.31,57.77,57.77,56.93
58.04,58.42,58.50,58.04
58.77,59.18,59.49,58.70
59.82,59.54,60.03,59.27
59.52,59.86,60.15,59.38
60.07,59.63,60.32,59.28
59.81,59.98,60.34,59.81
59.70,59.11,59.82,59.07
59.24,59.30,59.64,58.22
60.15,60.32,60.55,59.90
59.45,59.61,59.77,59.08
58.87,58.86,59.06,58.56
59.56,56.64,59.76,56.61
56.50,56.89,56.93,56.25
56.15,56.15,56.28,55.72
56.59,55.02,57.29,54.67
54.97,55.47,55.64,54.85
54.82,54.73,55.04,54.57
53.26,52.53,53.38,52.42
52.54,53.27,53.31,52.39
54.60,54.96,55.06,54.26
56.28,57.45,57.58,56.28
57.04,56.84,57.12,56.59
57.06,56.18,57.33,56.00
55.11,53.92,55.11,53.86
53.23,55.14,55.37,53.09
54.07,53.55,54.17,53.16
54.01,54.19,54.81,53.85
55.03,55.06,55.39,54.47
54.46,54.45,54.63,53.87
55.35,55.25,55.61,55.07
55.59,54.61,55.61,54.54
54.96,56.64,56.75,54.94
57.44,56.81,57.83,56.57
56.71,56.32,56.84,56.24
56.02,55.47,56.38,55.44
56.14,56.59,56.63,55.89
56.47,57.19,57.28,56.00
56.72,55.26,56.89,54.96
55.99,56.07,56.30,55.70
56.25,56.20,56.41,55.61
56.34,54.85,56.42,54.69
55.48,55.92,56.11,55.22
54.80,54.87,55.29,54.47
55.30,54.57,55.44,54.09
54.97,55.04,55.43,54.97
53.34,52.54,53.34,52.21
52.27,52.84,53.77,52.10
51.70,51.44,52.17,50.93
52.41,51.70,52.87,51.62
52.26,52.14,52.53,52.11
53.62,53.86,53.95,53.40
54.27,54.62,54.71,54.10
54.00,54.18,54.61,54.00
53.88,54.19,54.27,53.76
55.09,54.60,55.24,54.40
54.66,55.18,55.42,54.54
54.38,54.24,54.54,54.02
54.48,53.85,54.48,53.76
53.60,53.23,53.80,52.88
54.91,55.30,55.47,54.89
55.53,54.60,55.57,54.04
55.18,54.71,55.64,54.35
54.75,54.64,55.17,54.43
53.43,52.58,53.54,52.50
54.43,55.79,55.87,54.32
55.69,57.02,57.28,55.60
54.67,54.36,55.03,53.55
53.07,51.27,53.17,50.81
49.85,49.26,49.97,48.68
48.91,48.45,49.04,48.11
49.58,50.34,50.44,49.49
50.01,50.09,50.40,49.59
50.54,50.32,51.11,50.20
50.68,50.11,50.87,49.97
50.91,50.97,51.16,50.68
52.22,52.75,52.82,51.85
50.83,50.81,51.07,50.28
51.04,51.18,51.22,50.65
52.05,52.45,52.66,52.02
51.68,52.15,52.36,51.68
51.22,50.84,51.24,50.57
50.56,50.02,50.66,49.87
49.63,50.24,50.45,49.48
50.82,51.37,51.42,50.73
