HEI,Heico Corporation Common Stock,NASDAQ
80.59,81.54,81.78,80.49
81.81,81.92,82.17,80.86
82.37,81.65,82.37,81.04
81.03,79.48,81.19,78.62
79.87,78.94,79.97,78.22
80.61,75.63,80.80,74.93
77.38,76.55,77.97,76.30
76.46,76.74,77.25,76.27
76.55,78.64,78.68,76.55
78.46,79.54,79.76,78.46
79.83,79.01,79.93,78.94
79.31,78.96,79.40,78.34
79.21,79.21,79.76,78.68
79.09,79.35,79.60,78.87
79.81,78.86,79.94,78.44
78.95,78.87,79.25,78.56
79.01,77.15,79.01,77.01
78.03,77.95,78.63,77.77
78.17,78.34,79.04,77.70
78.40,77.22,78.69,77.02
77.06,78.21,78.58,76.79
77.71,77.22,78.00,76.77
77.21,78.51,78.69,77.20
78.52,77.47,78.52,76.81
77.63,77.35,77.76,76.11
77.67,78.03,78.15,77.33
