KRU,ProShares Ultra S&P Regional Banking,NASDAQ
56.85,56.85,56.85,56.85
58.20,58.80,58.87,57.49
58.01,58.20,58.24,57.92
59.60,61.23,61.29,59.60
63.00,61.48,63.01,60.91
62.00,63.14,63.15,61.53
63.70,63.55,63.73,62.53
64.50,66.05,66.50,64.23
66.69,66.68,67.62,66.25
67.22,67.25,67.25,64.58
68.82,70.90,70.90,68.75
72.45,71.27,72.50,71.22
72.66,72.00,72.66,69.90
72.20,70.48,72.20,69.98
71.28,68.46,76.60,68.25
68.51,70.07,70.40,68.45
70.79,71.38,71.52,70.07
71.18,70.00,71.99,68.35
70.00,71.08,71.45,70.00
71.68,73.65,74.20,71.64
74.97,74.70,74.97,73.01
75.80,75.80,76.12,74.39
77.01,76.95,77.30,75.08
77.88,77.53,78.70,77.35
77.90,76.72,78.53,76.36
76.96,75.93,79.74,75.00
76.00,74.54,76.00,73.86
74.49,74.44,75.96,74.42
75.59,75.10,77.61,75.10
77.65,78.42,78.50,77.46
78.59,77.92,78.59,76.80
77.27,78.15,78.43,77.15
78.38,76.60,78.45,76.50
76.60,75.36,76.60,74.51
76.50,75.78,76.70,74.90
75.10,74.97,75.91,74.78
74.13,75.08,75.48,74.13
75.83,75.51,75.83,74.37
75.37,75.79,76.42,75.37
75.00,73.75,75.00,73.51
73.36,74.53,75.58,73.11
74.25,72.89,74.25,72.83
72.53,75.45,75.45,72.50
75.30,75.30,75.30,74.00
74.99,75.42,76.55,74.99
75.50,75.88,75.88,74.68
75.73,74.41,76.08,74.37
72.72,69.39,72.73,69.17
69.24,69.98,70.51,68.83
69.61,70.56,71.07,69.61
69.75,68.14,69.75,68.14
68.95,67.88,70.78,66.32
67.94,68.23,69.09,67.67
69.17,69.46,69.70,68.97
69.65,68.85,70.08,67.05
69.06,69.92,70.08,68.45
70.49,71.19,71.19,70.49
71.39,70.55,71.39,70.10
70.08,69.73,70.35,69.55
69.52,70.08,70.08,69.50
70.35,70.18,70.70,70.18
70.07,71.78,71.78,70.07
72.20,72.56,72.56,71.64
68.90,69.01,69.52,68.14
69.49,70.82,71.08,69.42
70.03,70.01,70.03,68.53
70.28,71.26,71.73,70.28
70.00,71.50,71.91,70.00
69.54,70.86,71.91,69.54
71.00,70.90,71.00,70.86
69.28,71.54,71.61,69.28
72.00,73.13,73.15,71.99
72.17,72.44,72.44,72.17
71.35,71.17,71.50,70.98
71.78,72.60,72.60,71.78
69.51,70.29,71.08,69.51
69.21,69.48,69.84,69.21
70.03,70.21,70.21,69.46
72.10,73.57,73.57,72.10
72.42,76.02,76.33,72.42
75.93,76.80,76.80,75.93
76.97,76.46,77.25,74.59
78.17,77.99,78.24,77.99
77.69,78.49,78.49,77.69
78.50,79.66,80.00,78.50
79.66,79.98,80.52,79.66
80.52,80.35,80.90,80.30
79.74,80.86,80.86,79.74
81.21,81.60,81.60,81.10
82.14,81.01,82.14,81.01
81.62,82.77,82.95,81.62
81.28,81.08,81.28,80.96
82.89,82.20,82.89,82.20
81.82,80.16,81.82,80.16
78.96,79.15,79.15,78.96
78.20,80.02,80.17,77.62
80.00,80.11,80.11,80.00
80.97,80.64,80.99,80.64
80.01,78.99,80.01,78.97
82.00,84.63,84.63,81.41
84.32,83.30,84.32,83.20
83.23,81.63,83.23,80.72
81.20,82.66,82.69,81.20
82.83,83.68,83.76,82.83
82.51,82.98,82.98,82.09
83.85,84.00,84.00,82.83
83.76,81.76,83.76,81.76
82.75,83.57,83.57,82.75
85.40,85.69,85.95,85.40
86.55,87.39,87.84,86.43
88.35,88.67,89.39,87.45
88.41,89.83,90.01,88.41
90.24,90.87,93.88,89.55
91.00,90.80,91.05,90.43
90.75,88.42,91.43,88.18
88.42,85.95,88.42,85.03
87.00,86.50,87.70,85.62
86.55,86.70,86.73,85.68
89.50,89.94,90.69,89.46
91.00,89.40,94.51,88.58
89.25,87.40,89.25,86.79
86.83,84.81,86.83,84.68
82.50,86.45,86.45,80.26
86.29,85.29,86.29,85.11
86.16,88.20,88.30,85.96
86.94,86.90,87.43,86.24
87.62,89.28,89.28,86.05
89.53,88.48,89.53,88.33
88.74,91.00,91.06,88.74
92.00,94.41,96.03,90.85
94.97,93.90,97.54,93.90
95.77,93.23,95.77,93.10
94.00,93.84,94.55,93.32
93.56,92.60,93.80,92.37
92.39,92.98,93.30,92.39
92.91,90.00,92.91,90.00
89.41,89.55,90.40,89.09
91.01,88.50,91.01,88.50
88.41,89.86,91.43,88.41
90.25,89.44,90.60,89.44
91.10,91.17,91.74,90.58
91.13,90.15,91.13,89.95
90.00,87.97,90.28,87.88
89.21,89.56,89.81,87.04
90.33,90.95,91.75,90.33
91.04,89.23,91.04,88.36
88.02,89.88,90.27,88.02
92.47,93.73,94.00,92.47
94.65,95.70,95.70,94.01
94.00,92.00,94.00,90.68
91.19,89.35,91.41,88.87
89.32,86.27,90.25,86.27
86.57,86.33,88.00,85.88
83.43,83.37,86.38,83.02
83.58,85.50,85.52,83.20
82.12,81.74,83.70,80.43
81.44,75.64,82.15,75.60
76.39,78.33,78.92,75.50
77.72,77.66,78.57,77.02
77.62,79.20,79.20,77.62
79.60,78.95,80.22,78.00
78.77,79.21,79.27,77.96
79.60,81.85,81.89,79.53
82.68,81.59,84.09,81.03
79.55,82.54,82.62,79.55
82.58,82.85,83.12,81.79
82.83,83.84,84.79,82.83
83.06,79.50,83.34,79.50
78.79,79.49,80.21,78.10
80.25,80.82,81.00,80.25
82.47,83.77,83.77,82.47
82.64,82.64,82.64,82.64
82.72,85.05,85.05,82.72
84.37,85.44,85.79,84.37
88.00,87.80,89.55,87.61
86.86,86.49,87.00,86.00
89.62,91.99,91.99,89.62
91.09,91.04,91.09,90.70
91.89,92.00,92.15,91.89
93.45,93.55,95.05,93.38
93.47,94.19,94.74,93.12
93.30,93.05,93.30,92.12
91.05,92.74,92.85,90.19
91.44,91.50,93.50,91.44
92.04,93.00,93.00,91.07
94.72,94.72,94.72,94.72
94.00,94.18,94.76,93.29
94.58,96.00,96.38,94.56
95.50,98.81,99.02,95.50
100.10,98.62,101.20,97.70
99.29,96.13,99.29,96.05
96.95,96.63,97.23,96.50
98.28,93.88,98.53,93.88
94.80,89.69,94.80,89.52
89.49,92.05,92.42,89.29
93.03,93.96,94.01,92.97
94.23,98.19,98.19,93.68
98.95,97.30,98.95,97.19
96.77,96.55,96.77,96.30
98.42,92.80,98.45,92.00
91.31,91.30,91.45,89.86
91.29,90.33,92.15,90.33
90.07,89.29,90.18,88.53
88.08,84.83,88.24,83.63
82.06,82.85,84.75,81.28
83.94,82.29,84.10,81.78
84.50,84.07,85.15,81.39
84.02,84.92,84.92,83.84
86.59,86.59,86.59,86.59
86.92,85.02,86.92,85.02
85.02,87.25,87.25,85.02
85.30,86.20,86.26,85.30
84.49,83.25,84.58,83.25
81.18,80.52,81.18,80.52
79.69,79.20,81.03,78.00
80.00,78.41,80.22,78.41
77.31,79.76,79.76,76.88
78.84,78.20,80.28,77.40
80.33,79.33,82.00,79.10
77.50,78.16,78.50,77.50
77.17,76.10,78.25,75.69
75.90,76.96,77.00,74.15
76.34,76.56,78.56,76.08
74.96,77.58,77.61,74.69
77.54,81.15,81.19,77.54
80.46,79.31,81.00,79.31
77.78,75.40,77.78,75.40
72.63,74.15,74.27,71.84
74.18,73.76,74.22,73.18
73.76,76.36,76.36,73.76
75.25,74.22,75.55,73.86
75.50,76.21,77.34,74.87
77.21,76.99,77.21,76.91
77.90,77.91,77.91,77.90
79.84,79.60,80.43,79.60
78.15,78.75,78.75,77.87
78.75,78.75,78.75,78.75
79.21,78.81,79.26,78.81
77.29,80.10,80.10,77.20
81.07,79.72,81.07,79.72
80.62,80.90,80.98,80.61
81.44,84.91,84.91,81.39
85.85,86.64,86.80,85.85
85.96,88.86,89.45,85.96
88.86,88.67,89.10,88.00
88.00,87.34,88.25,86.58
85.70,85.50,86.41,85.43
85.47,86.49,87.60,85.47
86.67,84.20,86.67,84.20
84.00,88.55,88.55,84.00
87.30,87.90,87.90,87.30
87.65,87.38,88.00,87.38
88.24,88.50,89.12,88.24
88.64,87.25,88.75,87.25
86.38,88.38,88.97,86.38
83.43,86.86,86.86,83.26
86.23,87.12,87.12,84.95
87.21,88.08,88.08,87.21
88.17,88.26,88.81,88.00
88.25,92.12,93.12,88.25
93.11,89.34,93.11,89.29
90.89,91.79,92.31,90.89
90.50,90.84,90.97,90.50
91.97,87.74,91.97,87.34
87.72,87.32,88.01,87.32
84.23,85.22,85.28,84.23
84.29,84.29,84.29,84.29
86.40,85.98,86.40,85.83
86.32,87.00,87.00,86.30
87.10,87.10,87.10,87.10
81.79,80.60,81.79,80.60
80.50,81.80,82.76,80.11
80.50,81.00,81.00,80.23
81.13,81.70,81.78,81.10
80.14,79.68,80.14,79.35
81.00,81.90,81.90,81.00
81.83,81.83,81.83,81.83
81.83,81.83,81.83,81.83
81.83,81.83,81.83,81.83
81.98,82.25,82.25,81.13
79.75,80.14,80.14,79.69
77.28,76.41,79.25,76.21
76.19,76.19,76.19,76.19
75.93,76.38,77.25,74.24
78.38,78.38,78.38,78.35
76.00,75.63,76.00,75.62
76.00,76.76,76.76,75.88
80.28,77.65,80.28,77.65
77.65,77.65,77.65,77.65
78.80,78.74,78.80,78.74
78.70,78.70,78.70,78.70
79.10,76.23,79.10,76.23
78.92,79.97,80.26,78.92
80.50,80.54,80.54,80.50
79.50,79.63,79.70,79.00
80.24,81.95,81.95,80.24
81.57,82.27,82.47,81.20
83.28,82.25,83.28,81.71
82.25,82.25,82.25,82.25
83.00,82.89,83.00,82.89
81.75,81.75,81.75,81.75
81.87,82.10,82.10,81.87
83.00,84.04,84.04,83.00
84.90,83.48,85.19,83.48
85.75,83.52,85.75,83.52
83.11,83.11,83.11,83.11
83.50,83.57,83.57,82.64
82.39,82.44,82.44,82.03
84.00,84.95,84.95,83.32
84.88,85.50,85.50,84.88
87.40,86.63,87.42,85.42
86.60,86.00,86.60,86.00
84.54,85.50,85.50,84.54
84.08,84.08,84.08,84.08
85.46,86.82,87.38,85.46
88.00,86.10,88.44,86.10
85.00,82.97,85.00,82.97
82.46,82.48,82.50,81.59
81.26,81.50,81.50,80.35
80.00,79.26,80.00,78.38
78.60,79.00,79.02,78.47
78.52,79.30,79.45,78.50
78.88,78.56,78.88,78.56
77.03,76.32,77.03,76.24
77.70,77.60,77.70,77.60
77.60,77.60,77.60,77.60
78.04,78.00,78.04,78.00
76.01,74.76,76.69,74.76
74.73,76.07,76.17,74.61
75.46,74.18,75.60,74.18
73.04,73.98,74.75,73.04
73.00,74.25,74.34,73.00
76.00,76.00,76.00,76.00
73.05,71.97,73.05,68.41
70.77,73.47,74.28,67.82
75.78,74.30,75.78,74.30
74.68,74.68,74.68,74.68
77.55,77.55,77.55,77.55
78.91,78.03,78.96,77.86
78.43,78.43,78.43,78.43
77.84,77.85,77.85,77.34
77.62,77.85,77.89,77.62
80.00,82.00,82.00,80.00
84.00,86.42,86.42,83.22
85.85,84.99,85.85,84.98
88.09,89.21,89.60,88.09
89.75,90.50,91.10,89.75
87.17,88.51,88.51,87.07
90.00,89.85,90.14,88.77
89.84,90.50,91.00,89.84
90.42,91.24,91.58,90.42
91.92,91.48,92.43,91.12
92.85,92.15,92.85,92.15
91.82,95.44,95.44,91.82
95.25,93.35,95.25,93.35
92.25,92.09,92.86,92.09
90.34,90.16,91.61,90.16
90.63,91.00,91.69,90.63
88.34,88.81,88.81,88.34
88.25,89.19,89.19,88.25
91.40,91.40,91.40,91.40
90.12,88.93,90.12,88.93
90.76,90.72,91.28,90.14
90.72,90.72,90.72,90.72
90.61,88.88,90.61,88.88
84.20,83.92,84.20,83.60
85.27,86.69,86.69,85.27
86.93,86.81,86.93,86.81
87.06,87.06,87.06,87.06
88.82,90.90,91.98,88.82
90.90,89.70,92.40,89.21
88.15,89.26,89.30,88.15
91.32,86.50,91.32,86.50
86.99,88.04,88.04,86.99
85.98,85.15,85.98,85.14
84.01,83.55,84.10,83.34
85.40,84.87,86.00,82.16
83.02,86.85,86.85,83.02
90.66,90.57,91.25,90.57
90.57,90.57,90.57,90.57
90.06,90.06,90.06,90.06
91.74,92.20,92.28,91.74
92.20,92.20,92.20,92.20
93.00,92.97,93.81,92.79
94.80,95.54,95.54,94.80
95.06,95.33,95.33,95.06
93.35,93.35,93.35,93.35
92.15,88.11,92.15,88.11
88.60,87.58,88.60,87.58
84.58,81.73,84.58,81.73
82.98,82.17,82.98,82.17
84.18,84.98,85.44,84.18
84.67,81.44,84.67,81.44
81.24,78.52,81.24,78.52
79.68,77.64,79.68,77.64
75.49,74.59,77.03,74.43
74.83,74.33,75.22,74.33
73.89,77.17,77.17,73.89
75.77,75.77,75.77,75.77
76.75,74.98,76.75,74.98
76.42,82.00,82.46,76.42
81.56,80.22,81.56,80.00
82.18,82.22,82.45,82.18
79.84,79.84,79.84,79.84
77.82,76.79,78.46,76.70
74.80,77.55,77.55,74.80
75.66,76.75,77.53,75.66
75.97,79.13,79.13,75.97
83.55,82.83,84.11,82.83
82.75,82.75,82.75,82.75
84.91,84.91,84.91,84.91
87.00,90.14,90.51,87.00
88.29,86.36,88.29,86.36
85.81,87.27,87.27,85.81
85.47,86.21,86.21,85.47
89.20,90.00,90.00,88.06
90.83,90.38,90.86,90.38
90.90,90.90,90.90,90.90
88.80,88.80,88.80,88.80
87.84,87.84,87.84,87.84
88.00,88.00,88.00,88.00
88.00,88.02,88.02,87.98
90.51,90.51,90.51,90.51
89.95,88.67,89.95,88.63
89.87,89.87,89.87,89.87
89.60,89.60,89.60,89.60
88.49,90.14,90.44,88.49
89.11,89.79,89.88,89.11
88.11,87.61,88.11,87.61
86.64,88.63,88.63,86.64
91.43,90.40,91.43,89.95
90.95,92.55,92.55,90.95
90.43,89.01,90.43,89.01
89.08,90.01,90.01,89.08
92.58,93.87,93.87,92.12
93.87,93.87,93.87,93.87
94.67,93.35,95.45,93.35
93.85,93.86,93.86,93.85
95.62,92.63,96.13,92.55
92.35,91.83,92.35,91.07
92.55,94.83,94.83,92.17
95.18,94.28,95.18,94.28
93.00,93.32,93.32,93.00
92.63,90.82,92.63,90.82
89.69,89.64,89.69,89.64
89.24,89.24,89.24,89.24
93.77,93.77,93.77,93.77
92.82,92.82,92.82,92.82
92.45,92.05,92.65,92.05
92.05,92.05,92.05,92.05
92.05,92.05,92.05,92.05
92.74,93.86,93.93,92.74
93.86,93.86,93.86,93.86
92.85,92.85,92.85,92.85
92.72,92.78,93.04,92.72
93.04,94.67,94.67,93.04
93.48,93.48,93.48,93.48
93.48,93.48,93.48,93.48
95.15,96.50,96.50,95.15
96.50,93.38,96.50,93.20
93.38,93.38,93.38,93.38
94.48,94.48,94.48,94.48
96.09,95.61,96.09,95.61
95.43,95.46,95.46,95.43
95.46,95.46,95.46,95.46
92.43,91.70,92.43,91.70
94.15,94.15,94.15,94.15
95.50,95.55,95.55,95.50
93.82,94.37,94.37,93.82
92.52,92.52,92.52,92.52
93.50,93.50,93.50,93.50
93.50,93.50,93.50,93.50
93.50,93.50,93.50,93.50
94.00,94.00,94.00,94.00
93.64,94.26,94.26,93.64
96.71,96.71,96.71,96.71
96.15,97.22,97.78,96.15
94.84,98.27,98.37,94.84
98.39,97.99,98.50,97.99
95.05,95.30,95.30,95.05
99.04,99.03,99.04,99.03
100.28,100.83,101.34,100.28
100.71,100.38,100.71,100.00
100.20,99.78,100.20,99.75
100.29,99.53,100.29,99.53
96.23,97.48,97.48,96.23
99.10,99.10,99.10,99.00
99.69,99.69,99.69,99.69
99.17,99.27,99.27,99.17
99.75,97.37,99.75,97.37
99.90,99.90,99.90,99.90
102.63,103.28,103.28,102.20
101.37,101.63,101.63,101.37
103.26,104.79,105.48,102.93
104.82,106.11,106.72,104.82
105.82,108.12,109.01,105.75
109.66,111.49,112.19,108.89
111.91,110.48,112.54,110.48
110.25,110.36,111.22,110.10
110.39,110.25,111.35,107.83
110.00,112.23,112.56,110.00
112.22,108.25,112.69,108.23
110.52,110.60,111.15,106.88
109.14,110.10,110.10,109.14
112.23,111.89,112.82,111.20
111.89,114.84,114.84,111.89
114.89,113.67,114.89,113.39
115.00,113.50,115.55,113.50
116.31,114.78,116.31,114.15
113.50,108.50,113.51,108.50
109.85,108.60,109.85,108.50
109.47,112.15,112.34,109.47
109.00,107.99,109.31,107.57
105.13,107.33,107.33,105.13
106.55,104.79,106.55,101.82
103.11,102.96,103.70,102.05
104.01,105.29,105.29,104.00
108.43,108.20,108.43,107.78
109.21,110.55,110.75,109.21
110.00,110.07,110.07,109.03
111.76,112.00,112.67,111.76
114.27,112.95,114.30,112.95
112.90,109.12,112.90,108.59
110.10,110.62,111.50,109.88
111.00,109.68,113.65,109.68
110.95,113.85,113.85,110.80
113.87,109.45,114.39,109.45
108.25,106.85,108.25,106.76
108.52,104.51,108.52,102.80
104.12,105.00,105.07,103.65
106.40,105.00,106.40,104.79
105.00,106.00,106.00,105.00
105.67,105.35,105.67,105.35
105.68,105.22,105.68,104.19
108.08,108.08,108.08,107.90
107.71,108.46,109.76,107.65
107.50,105.45,108.10,105.35
104.75,104.83,104.83,104.75
107.50,107.92,109.07,107.50
106.16,104.10,106.16,104.01
103.00,99.77,103.00,99.77
100.82,101.88,102.12,100.82
101.82,104.00,104.00,101.82
103.12,105.39,106.03,103.12
105.39,105.39,105.39,105.39
103.79,102.49,103.79,102.49
97.75,96.87,98.50,96.87
93.57,94.56,95.61,93.17
83.48,86.41,90.27,75.00
87.10,82.56,87.22,82.56
85.05,82.92,85.05,82.92
90.49,89.43,91.73,89.43
90.44,90.45,90.48,90.44
92.15,92.15,92.15,92.15
90.00,86.99,90.00,86.30
88.36,88.36,88.36,88.36
88.36,88.36,88.36,88.36
88.35,87.62,89.09,87.12
91.40,90.60,91.40,90.60
94.31,93.73,94.31,93.73
93.80,93.80,93.80,93.80
93.17,93.17,93.17,93.17
93.17,93.17,93.17,93.17
96.36,97.02,97.02,96.00
96.28,96.86,97.00,96.27
94.49,94.50,95.55,94.49
89.03,88.16,89.03,88.16
91.67,91.67,91.67,91.67
90.31,88.57,90.31,88.46
88.57,88.57,88.57,88.57
88.85,89.95,89.95,88.85
100.74,93.32,100.74,93.32
91.63,91.63,91.63,91.63
91.39,90.68,91.39,89.74
91.65,91.85,91.85,91.65
92.00,92.00,92.00,92.00
89.84,88.83,89.84,86.78
93.64,94.00,94.00,93.64
94.00,94.00,94.00,94.00
95.65,97.13,97.13,95.65
99.65,97.44,99.65,97.44
97.26,97.26,97.26,97.26
98.17,97.94,98.17,97.94
97.94,97.94,97.94,97.94
97.94,97.94,97.94,97.94
93.41,91.49,93.41,91.32
94.95,94.64,95.64,94.64
95.67,95.74,96.04,95.67
96.85,96.85,96.85,96.85
97.33,95.70,97.33,95.70
98.00,98.00,98.00,98.00
101.18,102.04,102.04,101.18
100.81,100.00,100.81,100.00
97.80,97.80,97.80,97.77
102.89,102.89,102.89,102.89
105.91,105.74,107.06,105.74
105.17,101.70,105.17,101.70
102.05,105.00,105.00,102.05
104.27,104.96,104.96,104.27
105.17,105.17,105.17,105.17
108.00,108.00,108.00,108.00
113.36,115.00,115.00,113.36
117.37,113.27,118.30,113.20
112.50,114.79,114.79,112.50
116.46,112.06,116.46,112.06
110.00,107.89,110.00,107.88
105.09,104.22,108.15,104.22
104.77,104.43,104.77,104.43
107.71,109.00,109.00,107.71
109.06,110.86,110.86,107.74
111.81,110.87,114.22,110.84
110.50,110.50,110.50,110.50
112.34,111.10,113.23,111.10
111.10,113.25,113.25,110.59
115.52,112.90,115.52,112.90
111.76,113.00,113.00,111.76
114.65,114.00,114.82,113.01
113.61,113.17,115.93,112.99
113.30,110.44,113.30,110.44
112.93,106.79,113.87,106.45
108.86,111.43,112.27,107.20
112.65,105.75,112.65,105.45
105.00,102.35,105.00,102.35
104.05,98.95,104.05,97.27
100.64,101.27,102.55,98.41
102.38,94.14,102.38,93.62
92.47,94.12,94.85,92.47
96.18,98.44,99.15,96.18
101.04,100.86,101.66,97.18
102.75,98.00,102.75,98.00
96.20,94.56,96.20,92.86
96.63,95.46,96.63,93.60
94.10,95.52,95.52,94.02
98.34,98.72,98.72,97.50
99.09,100.64,100.64,99.09
97.36,98.69,98.69,97.35
101.14,101.06,101.15,99.90
102.82,99.10,102.82,99.10
99.00,98.88,99.00,96.94
92.56,91.41,92.56,91.25
91.50,91.50,91.50,91.50
88.21,89.98,90.41,88.21
85.73,84.42,87.14,83.83
84.60,80.18,85.25,80.18
80.48,80.23,81.99,79.01
81.58,80.50,81.93,78.65
79.00,74.73,79.15,74.45
74.28,76.31,76.89,74.28
76.00,73.03,76.00,70.26
74.87,71.88,75.13,71.11
68.10,71.54,71.54,66.04
71.46,68.29,71.46,67.95
69.33,70.05,70.24,69.31
70.05,70.05,70.05,70.05
66.70,66.70,66.70,66.70
68.10,68.10,68.10,68.10
68.10,68.10,68.10,68.10
71.00,71.38,71.38,70.46
71.00,72.19,72.19,71.00
68.60,67.64,68.60,67.64
67.98,67.82,68.32,65.00
67.13,69.34,70.51,67.13
68.24,67.21,68.24,67.21
64.00,63.64,64.15,62.78
63.70,64.25,65.34,63.66
65.50,63.34,65.56,63.34
57.54,58.93,59.00,57.51
61.07,63.33,63.87,60.82
65.90,67.68,68.90,65.56
69.32,67.89,70.69,67.89
66.00,64.85,66.00,64.85
64.81,64.81,64.81,64.81
68.51,68.51,68.51,68.51
65.58,65.46,65.96,65.32
62.46,62.73,62.73,61.88
62.73,62.73,62.73,62.73
65.99,65.99,66.00,65.99
67.98,67.99,68.35,67.92
70.00,71.57,71.57,70.00
72.00,73.35,73.54,72.00
73.86,76.25,76.25,73.86
79.09,78.73,79.09,78.73
79.00,78.35,79.00,77.61
75.96,75.89,76.17,75.89
73.35,73.27,73.35,73.27
72.67,72.89,72.89,72.67
76.72,78.76,79.24,76.72
79.06,79.19,79.40,78.28
78.00,78.00,78.00,78.00
74.50,75.25,75.25,74.50
73.98,76.97,76.97,73.98
79.93,78.51,79.93,78.51
80.00,79.94,80.00,79.50
78.16,78.16,78.16,78.16
77.39,77.41,77.41,77.39
75.00,75.06,75.06,74.56
75.06,75.06,75.06,75.06
75.06,75.06,75.06,75.06
77.28,77.29,77.29,77.28
76.05,76.05,76.05,76.05
75.73,76.10,76.10,75.73
75.20,76.07,76.28,75.20
73.24,73.29,73.52,73.24
74.20,74.20,74.20,74.20
73.00,70.49,73.00,70.49
72.35,71.80,72.35,71.74
71.50,73.50,74.84,71.50
73.43,75.00,75.00,73.43
80.99,80.99,80.99,80.99
80.99,80.99,80.99,80.99
81.89,82.00,82.36,81.89
82.56,83.48,83.91,82.56
85.72,85.72,85.72,85.72
86.31,86.49,86.49,86.30
87.88,87.54,87.88,87.54
88.31,88.84,88.88,88.31
87.22,87.31,87.44,87.22
88.07,89.47,89.81,87.87
89.10,89.42,90.48,89.10
88.05,89.71,89.71,87.80
87.09,86.38,87.18,86.38
86.38,86.38,86.38,86.38
86.38,86.38,86.38,86.38
83.56,83.56,83.56,83.56
80.80,80.11,80.80,80.11
80.11,80.11,80.11,80.11
79.76,79.76,79.76,79.76
83.47,83.49,83.49,83.47
83.30,84.27,84.27,83.30
84.27,84.27,84.27,84.27
79.69,79.69,79.69,79.69
80.47,81.22,81.22,80.47
81.22,81.22,81.22,81.22
80.01,85.00,85.00,80.01
87.46,84.24,87.46,84.00
86.01,86.33,87.00,86.00
86.32,86.24,86.32,86.24
90.02,89.68,90.02,89.65
92.44,92.49,92.87,91.90
91.57,90.33,91.58,90.33
91.57,92.19,92.19,91.25
94.44,92.39,94.44,92.39
92.39,92.39,92.39,92.39
92.28,92.18,92.28,92.18
95.00,89.58,95.00,87.14
89.58,93.57,93.61,89.58
93.14,93.12,93.14,92.89
91.88,92.24,92.24,91.88
89.75,89.79,89.79,89.75
87.51,87.26,87.51,87.26
86.50,86.49,87.57,85.96
82.35,81.41,82.63,80.72
81.19,82.35,84.02,81.19
79.43,79.25,79.75,79.25
81.07,81.03,81.13,80.97
83.91,84.25,84.25,83.91
82.13,82.35,82.35,82.13
84.48,84.49,84.49,84.48
87.34,87.50,87.56,86.97
79.26,75.10,79.26,75.10
75.94,66.87,75.94,65.73
69.96,70.80,70.80,69.18
72.21,73.87,74.00,72.21
73.87,73.87,73.87,73.87
75.85,76.06,76.06,75.67
74.04,71.90,74.04,71.46
70.45,72.15,72.15,70.45
75.64,74.55,75.94,73.73
76.24,77.68,77.68,76.24
78.77,78.77,78.77,78.77
83.01,83.01,83.01,83.01
82.26,82.61,82.61,82.04
86.13,85.82,86.13,85.82
86.23,85.95,86.23,85.39
85.22,85.47,85.47,85.22
84.82,84.82,84.82,84.82
84.82,84.82,84.82,84.82
85.07,82.78,85.07,82.72
84.78,84.78,84.78,84.78
84.13,83.90,84.13,83.73
84.21,84.21,84.21,84.21
84.21,84.21,84.21,84.21
85.08,85.76,85.76,85.08
85.76,85.76,85.76,85.76
86.39,82.47,86.39,82.47
81.35,81.35,81.35,81.35
81.35,81.35,81.35,81.35
81.35,81.35,81.35,81.35
86.16,89.54,89.76,86.16
90.00,90.18,90.28,90.00
89.75,88.71,89.94,88.71
87.62,87.82,87.82,87.61
87.49,87.29,87.49,87.20
85.94,85.96,85.96,85.94
85.99,85.99,85.99,85.99
85.99,85.99,85.99,85.99
89.37,89.76,89.83,89.37
89.36,89.79,89.80,89.20
89.79,89.79,89.79,89.79
89.95,89.82,89.95,89.82
89.82,89.82,89.82,89.82
91.30,91.30,91.30,91.30
91.08,91.03,91.08,91.03
92.17,92.05,92.18,92.05
94.04,94.64,94.65,94.04
95.00,95.00,95.00,95.00
96.31,95.50,97.38,95.07
96.54,95.32,97.38,95.11
94.02,96.16,96.43,94.02
98.25,93.98,98.25,93.73
92.37,94.78,94.78,92.37
95.65,96.04,96.04,95.65
96.22,95.08,96.24,95.08
94.96,94.96,94.96,94.96
94.96,94.96,94.96,94.96
92.22,91.37,92.22,91.37
92.50,92.50,92.50,92.50
92.50,92.50,92.50,92.50
91.93,91.67,91.93,91.67
91.78,91.78,91.78,91.78
92.75,92.75,92.75,92.75
93.17,93.17,93.17,93.17
93.17,93.17,93.17,93.17
93.17,93.17,93.17,93.17
93.17,93.17,93.17,93.17
92.77,92.24,92.77,92.24
95.64,91.68,95.64,91.32
93.88,93.88,93.88,93.88
93.04,92.59,93.33,92.59
92.59,92.59,92.59,92.59
93.86,98.83,98.83,93.86
98.83,98.83,98.83,98.83
96.44,97.31,97.31,96.44
98.80,98.80,98.80,98.80
99.88,99.88,99.88,99.88
97.20,96.55,97.20,96.55
92.69,91.21,92.69,91.21
94.24,93.61,94.24,93.61
94.00,91.06,94.00,91.06
92.48,92.48,92.48,92.48
96.88,97.25,97.25,96.88
97.25,97.25,97.25,97.25
97.25,97.25,97.25,97.25
99.64,99.47,99.70,99.47
99.17,98.56,99.17,98.56
98.85,100.01,100.01,98.85
100.49,100.40,101.62,100.40
99.64,99.64,99.64,99.64
101.00,100.98,101.00,100.98
101.10,100.21,101.10,99.20
100.21,100.21,100.21,100.21
97.00,97.49,97.49,97.00
97.49,97.49,97.49,97.49
101.00,102.64,102.64,101.00
102.64,102.64,102.64,102.64
109.71,113.01,113.06,108.79
115.93,122.51,124.01,115.93
125.17,128.16,128.16,121.85
132.00,135.54,140.91,131.84
133.49,136.70,137.11,129.25
134.20,133.00,134.20,132.00
132.00,136.88,136.88,131.56
136.83,139.05,139.41,136.83
137.52,139.31,140.46,137.52
140.70,140.77,140.77,139.62
141.35,142.75,143.54,141.35
146.34,143.00,148.27,142.59
146.00,143.44,146.00,142.42
142.99,139.48,142.99,136.95
143.96,146.46,146.75,143.06
147.52,153.99,153.99,147.19
150.66,151.74,152.50,145.07
150.23,153.19,155.06,149.70
