IYH,iShares U.S. Healthcare ETF,NASDAQ
100.66,98.73,100.67,98.44
99.30,99.76,100.30,98.77
98.72,98.88,99.73,98.00
99.65,99.47,99.82,98.83
99.80,100.46,100.89,99.77
101.04,100.87,101.40,100.81
100.88,100.19,101.11,100.19
100.69,100.73,101.88,100.58
100.62,100.54,101.13,100.30
100.15,100.31,100.65,99.75
101.12,101.70,101.73,100.79
102.22,102.28,102.44,102.00
102.57,102.59,102.71,102.14
102.67,103.26,103.43,102.59
104.24,104.58,104.66,104.12
104.53,105.27,105.34,104.35
105.50,105.38,105.50,104.94
105.49,104.78,105.58,104.52
105.18,105.01,105.49,104.90
105.20,105.29,105.62,105.20
105.18,106.63,106.66,105.02
106.95,107.13,107.40,106.43
107.29,106.69,107.29,106.57
107.10,106.63,107.10,106.33
106.51,107.21,107.21,105.94
107.15,107.78,107.78,106.40
107.65,107.44,107.94,107.17
107.85,107.49,107.94,107.03
107.67,107.71,108.45,107.58
108.28,108.44,108.51,108.18
108.43,108.38,108.43,108.00
108.31,108.28,108.61,108.10
108.07,107.65,108.23,107.46
107.43,107.65,107.91,107.11
107.83,107.74,108.09,107.40
107.42,107.38,108.03,107.19
107.02,106.99,107.24,106.69
107.36,107.24,107.52,106.41
107.02,106.46,107.55,106.46
105.91,104.70,105.91,104.62
104.61,104.15,104.63,104.05
104.08,104.32,104.81,103.93
104.28,104.63,105.02,104.28
104.49,104.22,105.16,103.93
104.33,104.86,105.03,104.31
104.77,105.07,105.18,104.50
105.48,105.46,106.02,105.27
104.49,103.51,104.65,103.42
103.50,104.03,104.39,103.22
103.81,104.42,105.04,103.77
104.61,103.92,104.61,103.63
105.02,104.51,105.21,104.05
104.75,105.78,105.91,104.67
105.90,105.97,106.10,105.63
106.20,106.08,106.68,104.95
106.25,106.83,106.84,106.00
107.38,107.39,107.56,106.95
107.60,107.96,108.04,107.32
108.18,107.82,108.29,107.75
108.10,107.95,108.10,107.65
109.27,109.01,109.34,108.75
109.13,109.10,109.13,108.66
109.00,109.83,110.00,108.48
109.85,109.41,110.15,109.17
109.48,109.19,109.76,108.99
108.97,108.33,108.97,107.86
107.91,107.55,108.21,107.53
107.78,106.77,107.78,106.75
106.99,107.24,107.59,106.88
106.89,107.16,107.36,106.67
106.42,106.92,107.16,106.25
106.96,108.41,108.41,106.96
107.65,108.22,108.24,107.48
107.86,107.24,107.92,106.77
107.52,108.21,108.38,107.23
107.62,107.12,107.78,107.05
106.99,105.28,107.02,105.26
105.37,105.01,105.47,104.35
106.26,107.11,107.33,106.26
107.49,107.81,107.97,107.26
107.38,108.55,108.61,107.06
108.50,107.96,108.80,107.83
108.63,110.26,110.27,108.63
109.63,111.04,111.12,109.59
111.15,110.61,111.15,110.05
110.52,110.08,110.53,109.77
110.34,111.19,111.36,110.30
110.90,111.09,111.18,110.47
111.38,110.94,111.47,110.85
111.01,111.03,111.03,110.44
110.88,111.32,111.55,110.78
111.46,112.01,112.02,111.26
112.30,111.29,112.33,111.05
111.49,110.93,111.65,110.63
110.81,111.39,111.56,110.66
111.63,111.52,111.84,111.24
111.32,111.29,111.45,110.80
111.59,110.82,111.85,110.77
111.30,109.79,111.52,109.79
109.85,111.55,111.61,109.85
111.70,111.91,112.08,111.65
111.64,111.88,111.92,111.35
111.47,112.59,112.59,111.12
112.83,113.50,113.61,112.83
113.36,114.03,114.03,113.33
114.35,113.46,114.42,113.29
113.40,113.58,113.77,112.94
113.73,113.96,114.54,113.57
114.30,114.58,114.84,114.26
115.09,115.99,116.03,114.95
116.41,116.35,116.97,116.29
116.69,116.00,116.69,116.00
116.49,116.10,116.51,115.94
116.38,116.11,116.53,116.00
116.19,116.22,116.45,115.75
115.90,115.15,115.90,114.97
114.86,114.84,115.50,113.89
114.65,114.52,115.20,114.36
115.41,115.99,116.00,115.15
116.79,116.09,116.79,115.99
116.03,115.54,116.05,115.13
115.55,113.50,115.55,113.39
113.46,112.83,113.56,112.79
113.25,112.97,113.30,112.51
113.58,113.23,114.18,113.00
113.48,112.58,113.48,112.04
112.89,114.94,115.11,112.38
114.84,114.85,114.98,114.43
115.27,115.73,115.94,115.10
115.91,115.80,115.97,115.58
115.85,115.78,115.97,115.55
115.80,116.44,116.48,115.80
116.65,116.24,116.71,116.11
116.46,116.54,116.54,115.83
116.64,116.49,116.75,116.16
116.21,115.89,116.38,115.63
115.93,116.12,116.61,115.93
116.35,115.70,116.78,115.49
116.10,116.98,117.34,116.10
117.14,118.09,118.21,116.97
118.30,118.91,118.98,117.93
119.17,119.44,119.45,118.34
119.61,118.65,120.35,118.50
118.95,120.42,120.48,118.79
120.55,120.31,120.58,119.99
120.12,120.68,120.81,120.05
120.84,120.60,121.06,120.29
121.40,121.31,121.52,120.30
121.62,121.42,121.62,121.00
121.08,120.54,121.08,119.89
120.03,117.67,120.03,117.67
117.76,116.69,117.77,116.27
117.39,118.17,118.58,117.39
117.42,117.15,118.14,116.78
118.35,119.24,119.45,118.34
117.89,118.23,118.95,117.72
118.43,115.68,118.86,115.60
116.36,116.91,116.99,116.13
116.93,116.31,116.99,115.40
116.45,116.81,117.02,116.36
117.07,118.93,118.94,116.80
119.33,120.15,120.15,118.90
120.48,121.61,121.69,119.97
121.85,121.60,122.31,121.36
120.92,122.60,122.64,120.92
122.60,123.03,123.19,122.33
123.50,124.38,124.61,123.50
124.31,123.49,124.66,123.36
123.72,124.77,124.91,123.22
124.88,124.66,125.50,124.43
125.19,125.61,126.25,125.19
125.45,125.17,125.88,124.83
124.96,125.21,125.88,124.91
124.99,125.80,125.94,124.87
126.31,125.51,126.85,124.47
124.33,124.58,125.13,123.79
126.12,126.93,127.14,126.02
127.17,126.72,127.17,126.43
127.19,125.72,127.63,125.44
126.26,125.38,126.38,124.53
125.36,125.83,125.85,124.68
125.98,125.47,126.48,125.29
124.99,125.52,125.62,124.58
125.83,123.68,125.87,123.40
123.42,123.09,123.99,122.91
123.85,124.18,124.77,123.85
124.67,125.79,125.93,124.46
125.91,125.36,126.44,124.60
125.23,125.22,125.51,124.68
126.05,122.85,126.14,122.73
123.35,121.34,123.35,120.35
121.70,121.99,122.99,120.78
122.63,121.99,123.62,121.95
122.12,121.88,122.42,120.76
122.19,121.21,123.34,120.82
122.34,123.03,123.12,121.85
123.58,123.89,124.57,123.10
124.22,124.56,124.56,123.86
124.68,123.82,124.68,123.16
124.47,121.84,125.09,121.67
121.35,120.58,122.56,119.98
121.03,119.76,121.10,118.96
120.02,122.34,122.35,120.02
122.44,118.17,122.44,117.86
117.53,117.03,119.09,116.90
117.67,117.38,118.26,116.11
117.91,118.70,118.97,116.05
119.49,119.29,119.77,118.53
119.03,119.43,119.95,118.70
119.53,120.77,120.77,119.36
121.62,122.19,122.83,121.62
122.28,121.62,122.40,121.16
122.15,121.39,122.15,120.24
121.17,120.10,121.46,120.10
122.21,121.10,122.21,119.55
121.42,121.89,122.06,121.06
121.54,122.02,122.15,121.23
121.95,122.40,123.11,121.44
122.74,121.57,122.74,121.23
120.86,122.35,122.35,120.28
122.04,121.22,122.24,121.21
121.52,121.53,121.58,119.93
121.32,120.80,122.28,120.53
120.87,121.50,121.63,120.00
122.06,122.87,122.95,121.91
122.99,122.94,123.44,122.87
122.80,123.00,123.40,122.44
122.39,121.73,122.65,121.16
121.93,122.10,122.17,121.21
122.11,122.96,122.99,121.86
122.87,122.12,122.93,121.67
122.29,122.93,123.09,122.29
122.95,123.71,124.22,122.77
123.79,123.89,124.04,123.51
124.44,124.64,124.66,123.91
124.71,124.25,124.81,124.18
124.60,125.01,125.03,124.51
125.10,125.32,125.38,124.77
125.41,125.48,125.55,124.44
125.23,125.80,125.83,125.13
125.70,126.12,126.20,125.37
126.39,126.51,126.94,125.61
126.99,126.43,126.99,126.23
126.02,125.95,126.36,125.65
125.61,126.32,126.33,125.17
125.96,126.25,126.44,125.86
126.20,125.65,126.23,125.36
125.75,125.57,125.80,125.13
126.01,125.83,126.78,125.33
125.71,125.77,126.09,125.45
125.73,126.74,126.77,125.52
126.86,127.21,127.21,126.73
127.91,128.49,128.49,127.58
128.40,127.96,128.67,127.84
127.70,127.44,128.56,127.36
127.37,128.76,128.81,127.37
128.75,128.77,128.82,127.90
128.72,128.53,128.75,128.13
128.68,128.21,128.94,128.03
128.65,129.96,130.15,128.59
129.97,130.88,130.88,129.72
131.11,131.43,131.43,130.56
131.13,130.23,131.35,130.06
129.94,128.84,130.13,128.35
129.14,129.29,129.46,128.41
128.00,129.29,129.56,127.88
129.20,129.47,129.63,128.70
130.10,129.99,130.15,129.67
130.23,128.65,130.23,128.40
129.14,128.31,129.14,127.79
127.82,126.88,128.93,126.73
127.23,128.96,129.19,127.15
128.46,128.49,128.63,127.96
129.19,129.59,129.99,129.19
130.48,130.70,130.73,129.83
130.66,130.32,130.96,130.12
129.94,129.80,130.06,129.13
129.86,129.86,130.15,129.13
130.24,130.10,130.53,129.87
130.88,130.68,131.21,130.03
129.91,127.94,129.91,127.93
127.49,127.84,128.63,126.95
128.23,128.52,128.77,127.33
127.82,127.40,128.51,127.00
126.56,127.30,127.93,126.40
127.73,125.92,127.86,125.61
126.13,127.25,127.36,125.59
127.76,127.25,128.06,127.11
127.25,127.15,127.41,126.77
127.36,128.78,128.78,127.36
128.91,130.22,130.22,128.78
130.82,130.30,130.95,129.20
130.98,131.44,131.57,130.93
131.75,132.35,132.38,131.20
131.98,132.33,132.51,131.83
132.48,132.42,132.76,132.32
132.68,132.59,132.95,132.26
133.34,133.53,133.92,133.24
133.68,134.27,134.34,133.62
134.52,134.27,134.56,134.04
133.77,134.09,134.41,133.77
134.37,134.60,134.74,134.04
134.91,134.56,135.04,134.13
135.10,135.00,135.26,134.69
135.21,134.22,135.54,133.92
134.71,134.81,134.81,132.96
134.66,135.11,135.22,134.50
134.95,134.67,135.25,134.30
134.73,135.65,135.80,134.57
135.09,135.45,135.45,134.66
135.20,134.40,135.44,133.94
134.31,133.82,134.31,133.45
133.57,135.71,135.73,133.46
135.72,135.87,136.39,134.99
136.21,136.90,136.93,136.16
137.31,136.97,137.81,136.80
136.68,136.07,136.77,135.64
135.03,135.36,135.95,134.97
135.35,137.08,137.25,135.28
136.93,135.05,137.14,135.05
135.48,135.44,135.60,134.38
134.40,135.17,135.58,134.18
135.24,134.35,135.43,134.20
134.44,132.97,134.44,132.34
132.90,132.59,133.06,131.28
133.76,135.12,135.34,133.64
135.80,134.58,136.27,134.09
133.59,132.54,133.99,132.46
133.04,135.66,135.74,132.28
135.23,133.03,135.61,132.79
132.83,131.96,134.26,131.96
131.82,128.92,132.07,128.80
129.65,127.92,130.08,126.97
126.14,127.08,127.58,124.28
125.30,126.91,128.34,124.74
128.20,128.75,129.87,127.88
128.75,130.34,130.40,128.41
131.58,133.80,133.90,131.52
134.03,133.20,134.10,132.86
134.40,135.47,136.25,134.40
135.88,137.49,137.53,135.80
137.51,137.66,137.68,136.88
138.20,138.68,138.68,137.56
138.65,138.75,139.07,137.84
138.45,141.04,141.19,138.45
142.85,141.80,142.98,141.35
142.11,141.94,142.18,141.08
141.37,141.82,142.26,140.95
142.72,141.54,142.93,141.28
141.83,142.45,142.71,141.83
142.46,140.90,142.46,140.51
141.13,142.32,142.36,140.71
142.54,142.81,143.37,142.31
142.27,142.62,142.83,142.13
142.77,142.41,143.41,141.88
142.43,141.12,142.43,140.71
140.86,141.85,142.24,140.86
142.12,144.25,144.34,142.12
144.08,143.46,144.08,143.20
142.80,143.07,143.51,142.43
144.72,143.55,144.72,143.36
143.99,144.55,144.55,143.99
144.93,144.62,144.93,144.07
144.70,145.52,145.62,144.70
145.58,146.35,147.22,145.58
145.69,145.96,146.95,145.57
146.52,147.47,147.69,146.50
147.50,147.81,147.88,147.20
147.71,147.63,148.35,147.11
147.68,148.80,148.91,147.68
148.90,149.40,150.26,148.90
147.70,148.93,149.06,146.92
148.78,146.54,148.84,146.46
146.86,146.99,148.61,146.69
146.00,144.78,146.99,144.69
145.61,143.33,145.61,142.78
142.50,141.68,145.03,141.63
142.06,144.52,144.77,141.77
146.68,148.50,148.50,145.89
148.65,149.32,149.85,147.92
148.40,147.44,148.40,146.82
147.87,144.11,147.87,143.28
143.49,144.69,145.50,143.49
145.35,145.85,146.16,145.20
145.94,146.31,146.47,145.59
145.98,145.69,146.35,145.53
145.96,144.13,146.89,144.13
144.85,144.82,146.27,144.13
144.47,144.00,145.14,143.82
144.70,143.53,145.57,142.60
144.54,146.84,146.84,144.26
148.24,149.35,149.53,148.08
149.81,148.19,149.81,147.59
149.28,148.22,149.66,147.89
149.39,147.73,150.44,146.47
146.51,147.50,147.78,146.03
148.01,145.96,148.15,145.84
145.67,148.62,148.82,145.60
149.10,148.72,149.15,146.94
148.98,148.64,149.50,147.81
149.73,150.60,150.61,147.35
150.54,149.94,150.59,149.78
150.02,150.78,150.80,149.14
149.72,149.74,150.81,149.17
150.38,147.49,150.53,147.32
147.88,148.88,148.96,146.39
148.49,146.71,149.24,146.42
147.24,147.27,147.35,144.84
147.73,148.17,148.18,145.85
146.32,146.20,147.12,145.44
147.38,148.78,148.89,147.37
148.92,147.39,149.32,146.99
146.80,145.72,147.07,145.40
146.43,148.04,148.25,146.43
147.84,148.29,149.13,147.42
149.00,148.79,149.22,147.68
148.99,149.63,149.65,148.28
149.59,150.54,150.65,149.59
150.23,150.87,150.88,149.85
150.30,151.09,151.28,150.30
150.83,152.78,152.78,150.67
152.80,153.26,153.91,152.68
153.49,153.04,153.49,152.47
153.10,153.24,153.63,152.37
153.24,153.72,153.74,152.56
153.75,153.01,153.75,152.88
153.30,154.25,154.29,153.30
153.93,153.05,154.01,152.15
152.80,153.65,153.91,151.70
153.98,154.53,155.21,153.98
154.19,151.67,154.19,151.42
151.79,152.48,152.62,151.20
151.32,150.94,151.93,150.70
151.40,150.98,151.83,150.82
151.52,152.78,152.81,151.52
152.53,152.61,153.53,151.63
153.40,155.88,155.92,153.40
155.25,155.51,155.76,154.46
155.29,157.40,158.07,154.55
157.22,158.53,158.64,156.71
159.93,159.39,160.51,158.60
158.71,158.89,159.61,158.27
158.85,157.52,159.45,157.49
157.69,154.06,158.30,154.06
153.23,153.72,154.96,152.34
154.01,155.08,155.58,154.01
156.34,156.56,156.80,156.03
156.33,154.32,156.33,154.32
154.50,152.45,154.50,151.37
152.73,152.79,153.45,152.10
151.97,153.07,153.82,151.78
153.47,153.40,154.58,153.33
153.41,154.80,155.44,153.37
154.87,155.92,156.13,154.68
156.18,157.28,157.50,155.53
157.18,156.55,157.99,156.54
156.40,156.61,156.93,155.53
157.29,157.09,157.71,156.81
157.06,157.07,157.52,156.85
156.43,155.63,156.46,154.69
156.58,156.67,156.99,156.13
157.65,157.78,158.14,157.46
158.24,157.86,158.32,157.24
157.69,158.60,158.93,157.00
158.24,158.01,158.75,157.46
158.25,154.88,158.53,154.71
155.51,155.31,155.78,152.87
154.63,154.08,155.40,152.97
153.41,151.62,154.00,150.89
152.47,153.85,153.88,152.47
154.27,154.71,155.58,154.23
154.55,152.73,154.55,152.62
153.53,152.30,153.53,151.19
152.14,153.10,153.60,152.09
154.16,155.65,156.07,154.16
155.89,155.70,156.48,155.60
154.79,154.92,155.39,154.04
154.87,154.81,155.95,154.55
155.20,156.92,156.94,154.98
157.04,157.30,157.37,156.81
157.19,158.35,158.53,157.12
158.27,159.05,159.42,158.22
159.07,159.41,160.01,158.72
159.39,159.46,159.57,158.89
159.56,159.05,159.82,158.96
158.45,157.57,158.70,157.20
157.90,159.37,159.49,157.60
159.08,159.48,159.79,158.67
159.27,159.23,160.54,158.66
159.84,159.66,160.22,158.66
158.80,158.73,159.36,158.03
158.94,158.93,159.34,158.56
158.35,157.80,158.85,157.29
157.63,157.85,158.00,156.61
157.88,157.13,158.25,157.13
157.24,157.05,157.34,156.26
157.33,158.90,159.02,156.97
159.48,159.97,160.21,159.17
159.40,158.13,159.40,157.88
157.30,158.19,158.42,156.30
158.28,159.00,159.12,158.04
159.12,159.18,159.60,158.40
159.51,161.70,162.17,159.51
161.48,161.62,162.13,161.48
163.11,162.86,163.54,162.69
162.98,163.11,163.57,162.61
161.98,161.01,162.62,161.01
161.57,161.93,162.68,161.21
162.39,161.73,162.78,161.14
160.95,157.94,161.20,157.79
159.40,158.72,159.44,158.08
160.30,160.09,160.30,159.25
160.45,159.49,160.56,159.09
158.35,159.42,160.39,158.05
159.88,159.94,159.99,157.40
158.82,157.33,159.10,157.13
158.90,158.09,160.63,157.96
159.67,160.24,161.57,159.16
161.41,161.64,161.98,160.96
161.53,163.34,163.56,161.44
164.03,163.39,164.59,163.11
164.25,164.24,164.46,163.66
164.44,164.09,164.44,163.33
164.64,164.38,164.78,164.05
164.98,163.77,164.98,162.93
163.41,163.91,164.07,162.88
164.32,163.64,164.62,163.30
162.15,159.44,162.19,159.27
159.45,159.22,160.10,158.44
160.49,162.10,162.13,159.34
162.62,162.22,163.01,161.59
161.91,162.23,162.56,160.79
163.23,163.17,164.02,162.79
163.29,163.06,163.85,161.92
163.71,162.93,163.86,162.44
164.11,164.20,164.65,163.78
164.59,160.62,164.69,160.39
160.44,160.22,160.58,158.59
161.69,161.50,162.40,161.25
160.53,160.41,161.13,159.50
159.13,160.50,160.66,157.33
160.43,160.23,161.25,159.75
159.87,160.52,160.61,159.31
160.21,162.36,162.38,159.46
161.91,162.03,162.91,161.85
161.03,161.27,162.28,160.21
160.22,157.43,160.62,157.34
155.86,152.77,157.16,152.68
141.72,146.82,151.18,108.00
148.28,144.72,154.35,144.55
146.16,150.77,150.77,145.16
152.27,153.82,154.00,150.72
153.09,153.20,153.90,151.95
152.56,150.26,153.72,149.90
145.36,146.18,148.59,145.36
147.64,149.33,149.61,146.77
149.73,148.25,150.97,147.89
146.77,146.53,147.71,145.44
149.07,150.75,150.82,148.25
152.51,148.41,152.51,148.04
148.15,149.80,150.92,148.13
149.17,150.96,150.96,148.88
150.98,150.46,151.29,149.66
150.94,152.48,152.84,150.57
152.62,152.81,153.00,151.30
152.84,154.34,156.35,152.84
152.53,152.07,153.55,151.81
152.64,149.47,153.24,148.48
147.45,148.34,148.58,146.72
148.34,148.22,149.51,147.43
146.87,146.49,147.44,144.79
147.40,141.72,147.40,140.38
140.62,135.75,140.74,134.39
136.18,136.73,139.30,135.26
138.90,139.92,140.30,138.01
140.10,141.27,141.29,138.84
139.75,144.39,144.39,138.82
145.63,144.59,146.02,143.23
144.89,141.02,144.89,138.70
141.95,143.01,143.82,140.25
142.33,143.24,143.63,140.59
143.42,144.07,144.61,142.80
143.66,144.26,144.74,143.14
143.68,142.30,145.50,142.13
142.85,142.08,144.17,141.79
141.22,145.55,145.61,141.22
145.96,146.76,147.09,145.53
146.46,147.31,147.73,145.51
147.01,144.99,147.20,144.42
145.79,143.64,146.19,141.09
143.63,142.48,143.82,140.60
143.44,145.61,146.32,143.43
145.20,146.22,147.24,144.80
146.80,148.87,148.92,146.80
148.93,150.41,150.45,147.31
150.84,150.77,152.38,149.41
151.35,150.03,151.61,150.00
150.68,153.34,153.46,150.68
152.93,152.84,153.37,151.84
153.59,152.59,153.60,151.49
152.32,151.88,152.36,150.44
150.88,151.27,151.36,149.50
150.70,150.36,150.88,149.49
150.34,151.31,151.49,150.01
151.50,149.55,151.54,149.55
149.01,146.97,149.44,146.97
146.80,146.90,148.11,146.67
146.55,148.40,148.49,145.74
148.59,149.14,150.17,148.17
149.81,152.11,152.19,149.53
151.12,149.58,151.18,149.34
150.16,150.64,151.37,150.08
150.33,150.49,151.29,149.99
149.58,150.77,150.94,149.37
151.05,151.71,151.96,151.05
152.11,152.11,152.30,151.69
152.18,149.91,152.18,149.87
150.95,152.34,152.41,150.29
152.37,151.09,153.00,150.88
151.53,147.56,151.53,146.96
147.96,150.98,151.13,147.96
150.90,149.78,151.25,149.14
148.86,150.27,150.69,148.65
149.62,148.66,150.97,148.17
148.95,149.77,150.77,148.70
148.00,147.33,148.66,147.23
147.41,148.13,148.24,145.85
149.30,150.37,150.99,149.30
151.30,152.46,152.72,149.94
152.84,150.71,152.84,150.71
150.05,148.69,150.23,148.69
149.76,149.90,149.95,148.86
150.36,150.86,151.11,149.66
151.75,152.59,152.84,151.74
151.61,152.23,152.61,151.61
151.66,151.46,151.70,151.02
151.05,152.03,152.34,151.05
149.85,151.35,152.20,149.81
150.80,150.01,151.52,150.01
147.33,147.14,147.68,145.87
147.53,147.84,148.56,147.29
145.88,146.48,147.65,145.44
143.88,143.35,145.39,143.01
144.48,141.28,144.69,141.05
141.96,139.63,142.15,137.59
140.64,141.36,142.48,138.86
141.80,136.87,142.31,136.75
137.30,140.43,141.30,136.00
136.57,138.45,138.90,136.37
139.73,137.96,140.38,136.54
135.77,138.64,139.98,133.89
138.72,137.83,139.47,136.73
140.07,140.26,140.46,139.20
139.56,138.87,140.77,138.75
139.13,139.89,140.10,137.76
139.82,138.17,141.05,137.30
138.62,134.73,138.62,134.05
134.96,137.07,137.07,134.59
136.24,137.49,138.17,135.52
135.99,135.50,136.80,135.09
135.94,136.23,136.36,133.01
135.62,135.68,137.13,134.51
134.93,132.84,135.17,132.22
131.27,130.71,131.57,129.12
129.17,131.75,132.96,129.10
132.90,132.84,135.00,132.59
130.40,130.63,131.43,129.61
131.46,132.47,132.50,130.23
133.75,135.06,135.12,133.56
136.06,137.18,137.21,135.32
137.42,136.05,137.74,135.76
135.46,136.11,136.37,135.10
137.06,137.95,138.03,137.06
137.64,136.81,138.36,136.78
135.42,137.32,137.50,134.50
137.76,139.04,139.06,137.40
139.60,138.89,140.21,138.80
138.78,136.71,138.83,136.71
137.46,139.85,139.85,136.68
139.52,140.16,140.17,139.22
139.90,139.68,139.90,138.51
139.58,139.40,140.37,138.89
138.28,140.63,141.13,138.28
140.06,138.76,140.06,138.57
139.42,138.84,139.48,137.87
139.34,138.79,140.53,137.79
139.82,141.63,141.75,139.77
141.09,141.16,141.68,140.85
139.99,138.71,140.20,138.38
138.45,138.22,139.19,137.20
137.98,136.84,138.06,135.32
137.25,138.55,138.86,136.76
138.27,139.41,139.57,138.27
138.87,140.88,141.23,138.87
140.25,139.44,140.73,139.27
138.92,139.29,139.88,138.37
139.56,138.86,139.64,138.66
138.73,140.58,140.64,138.18
141.13,140.46,141.78,140.26
140.48,140.55,141.47,140.40
139.83,142.42,142.60,139.71
142.58,143.77,144.36,142.58
142.11,142.05,142.88,141.73
142.19,146.02,146.08,142.18
145.29,144.52,146.03,143.74
145.26,143.78,145.37,143.18
144.31,142.72,144.37,142.47
142.83,143.87,144.19,142.70
144.69,145.36,145.55,144.17
145.41,145.51,146.01,145.09
145.73,145.36,145.73,144.55
144.96,146.66,146.78,144.96
146.89,146.91,147.81,146.31
147.27,147.81,148.47,147.05
147.65,148.70,149.00,147.65
148.82,149.14,149.40,148.20
148.42,148.46,148.88,148.04
148.58,147.80,148.61,147.33
147.90,147.59,148.25,147.04
146.65,146.92,148.56,146.32
145.90,144.70,145.90,143.82
145.15,145.49,145.55,144.29
144.90,144.91,145.82,144.44
144.06,143.33,144.08,143.01
143.30,143.81,144.10,143.13
143.40,143.09,143.77,141.96
143.13,144.85,145.25,143.13
145.36,146.05,146.08,144.92
146.22,144.26,146.25,144.26
144.71,143.21,144.71,142.45
142.90,143.14,143.99,142.90
142.87,145.32,145.45,142.87
144.99,143.68,145.28,143.14
143.50,144.18,144.90,143.31
143.41,142.99,143.73,142.02
143.59,144.36,144.83,143.44
144.15,143.84,144.51,143.84
144.31,146.12,146.27,144.31
146.32,147.05,147.31,146.32
146.72,146.92,147.22,146.48
147.17,147.73,147.90,147.10
148.15,148.03,148.33,147.47
147.71,148.59,148.87,147.42
148.56,150.55,150.55,148.56
150.26,149.91,150.49,148.73
149.73,150.82,151.05,149.63
150.07,149.85,150.34,149.42
149.65,150.52,150.63,149.55
150.11,150.06,151.00,149.68
149.00,148.57,149.23,148.01
147.98,147.42,149.28,147.42
146.97,147.67,147.67,146.40
147.93,146.77,148.35,146.64
146.23,147.19,147.35,145.54
146.71,145.52,147.01,145.16
146.75,146.53,147.52,146.42
146.58,145.53,146.77,145.19
145.63,145.97,147.55,145.57
147.38,147.84,147.88,146.79
143.00,143.64,145.84,143.00
142.63,141.43,143.09,140.87
142.76,144.33,144.38,141.94
145.49,146.97,147.37,145.37
147.01,148.31,148.35,146.52
148.33,149.37,149.60,148.15
148.84,149.13,149.62,148.65
148.76,150.90,151.05,148.76
150.87,150.69,151.30,150.10
151.03,152.43,152.71,150.66
152.77,152.15,153.12,152.15
152.51,152.81,153.15,152.43
152.89,152.67,153.58,152.58
153.24,153.17,153.61,152.63
153.70,153.24,154.21,153.06
153.30,153.29,153.57,152.77
153.32,152.86,153.64,152.47
153.25,154.31,154.66,153.25
154.52,154.91,155.27,154.22
155.08,155.24,155.41,154.44
155.13,155.04,155.31,154.12
154.51,154.84,155.05,154.30
154.81,155.51,155.81,154.41
155.52,155.52,155.92,154.73
155.22,156.08,156.25,155.20
156.73,157.13,157.77,156.51
157.17,156.39,157.17,155.38
156.08,156.08,156.38,155.69
156.40,155.73,156.40,155.64
155.85,156.09,156.15,155.33
156.10,154.73,156.11,154.31
154.88,155.12,155.62,154.84
154.93,154.27,154.93,153.93
154.61,155.21,155.38,154.44
155.01,154.92,155.01,154.35
154.96,155.25,155.54,154.96
154.90,153.73,154.99,153.73
153.96,153.94,154.06,153.04
153.88,154.08,154.34,153.67
153.67,153.98,154.04,153.25
154.24,154.53,154.96,154.02
154.91,154.70,155.51,154.57
154.64,152.11,155.00,151.79
151.94,151.00,152.35,150.26
150.24,151.54,152.25,150.24
151.65,151.95,152.32,151.35
151.74,151.38,152.09,151.13
151.12,150.89,151.40,150.39
150.51,150.56,151.12,149.83
150.59,150.80,151.05,150.38
150.85,151.42,151.75,150.85
151.31,151.47,152.02,151.05
151.04,151.76,151.86,150.95
150.79,148.62,150.90,148.62
147.72,151.09,151.35,147.72
150.05,148.92,150.05,148.25
148.21,149.09,150.14,148.21
149.07,150.76,151.18,148.60
150.49,150.91,151.13,150.33
151.15,150.42,151.61,150.29
151.16,150.96,151.43,150.92
151.29,152.41,152.63,150.43
153.07,153.54,153.76,152.90
153.27,153.01,153.65,152.98
151.60,150.63,151.90,150.38
150.62,151.82,151.82,150.37
151.91,151.59,152.04,150.75
151.31,148.79,151.56,148.40
149.15,150.21,150.71,148.98
149.74,150.08,150.19,149.03
150.10,149.82,150.55,149.13
150.19,150.44,150.89,150.13
149.90,149.60,150.02,149.02
149.96,149.72,150.27,148.84
150.07,150.52,150.98,150.07
149.73,146.66,149.73,146.00
146.70,145.77,147.17,145.62
144.98,145.86,146.34,144.36
146.48,144.67,146.48,144.65
144.59,144.37,144.81,143.90
145.31,146.00,146.25,145.31
146.07,145.41,146.31,145.41
145.51,146.09,146.47,145.39
145.49,145.02,145.49,144.71
145.26,144.77,145.68,144.77
144.34,144.31,145.00,144.21
144.10,143.18,144.20,142.67
144.14,143.66,144.56,143.41
142.18,141.18,142.41,140.83
140.84,140.41,141.17,140.35
140.24,139.81,140.92,138.55
139.50,138.91,140.42,138.91
139.21,137.39,139.70,137.30
137.62,138.58,139.49,137.49
140.47,142.01,142.38,140.47
141.69,142.68,143.63,141.24
149.85,147.46,149.85,144.44
151.36,149.20,151.36,148.02
148.74,147.22,148.74,146.53
147.97,147.05,147.97,146.68
147.50,147.46,147.56,146.01
147.64,146.69,147.66,146.58
146.98,147.50,147.51,146.51
147.88,146.04,147.88,145.91
146.30,146.49,146.71,146.17
146.21,144.38,146.73,143.39
142.68,145.00,145.01,142.19
145.40,145.57,145.64,145.01
145.25,144.23,145.25,144.13
144.78,145.21,145.67,144.78
145.38,143.68,145.38,143.68
143.78,142.47,144.72,142.17
142.67,142.91,143.52,142.37
143.47,142.77,143.57,142.29
