SPXL,Direxion Daily S&P 500 Bull 3X Shares,NASDAQ
100.74,100.72,101.53,100.20
102.13,102.46,103.15,101.79
102.88,103.50,103.60,102.10
103.29,107.55,107.70,103.11
107.59,108.41,109.18,107.14
108.80,110.35,110.35,108.70
110.18,109.95,111.00,109.26
111.04,112.05,113.01,111.04
111.64,109.42,112.90,108.63
109.83,110.72,112.14,109.54
111.43,110.11,111.62,109.54
110.44,110.71,111.50,110.14
111.73,112.00,112.30,111.32
111.88,111.16,112.09,111.12
110.85,110.57,111.03,109.86
110.54,110.87,110.95,110.21
111.33,111.67,112.41,111.31
112.13,109.09,112.17,108.81
109.11,108.90,109.69,108.16
109.45,107.75,109.53,106.50
109.87,110.03,110.98,108.20
110.61,111.98,112.31,110.61
111.63,111.72,112.07,110.46
112.01,112.98,113.75,111.06
112.53,111.91,112.75,111.79
111.90,111.81,113.28,111.17
111.68,112.74,112.74,110.55
111.90,111.93,112.24,109.57
112.21,112.64,113.14,112.12
