BLIN,Bridgeline Digital,NASDAQ
0.68,0.63,0.68,0.61
0.61,0.69,0.71,0.61
0.68,0.70,0.71,0.66
0.71,0.68,0.71,0.61
0.66,0.67,0.67,0.62
0.68,0.66,0.68,0.62
0.62,0.64,0.66,0.62
0.64,0.68,0.73,0.62
0.68,0.66,0.69,0.66
0.70,0.66,0.71,0.66
0.70,0.64,0.70,0.64
0.64,0.67,0.67,0.64
0.66,0.64,0.67,0.64
0.67,0.64,0.67,0.63
0.64,0.66,0.66,0.63
0.67,0.63,0.68,0.62
0.66,0.66,0.67,0.66
0.66,0.67,0.70,0.66
0.70,0.67,0.71,0.67
0.70,0.70,0.71,0.68
0.71,0.74,0.78,0.70
0.74,0.70,0.74,0.68
0.70,0.72,0.74,0.70
