CRTN,Cartesian,NASDAQ
3.05,3.05,3.05,3.05
3.09,3.05,3.09,3.05
3.08,3.08,3.08,3.03
3.00,3.00,3.00,2.99
3.03,2.97,3.05,2.97
3.05,3.05,3.05,2.98
3.05,3.05,3.05,3.05
2.94,2.93,2.94,2.93
3.05,3.05,3.05,3.05
2.99,2.99,2.99,2.99
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
2.99,2.99,2.99,2.99
2.99,2.99,2.99,2.99
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
2.97,2.99,2.99,2.97
2.96,2.99,2.99,2.89
3.01,3.05,3.05,2.95
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
2.97,3.04,3.04,2.96
N/A,N/A,N/A,N/A
3.07,3.06,3.07,3.00
3.05,3.08,3.08,3.05
2.80,2.88,2.98,2.73
2.82,2.71,2.82,2.71
2.76,2.82,2.82,2.70
2.73,2.82,2.82,2.72
N/A,N/A,N/A,N/A
2.68,2.75,2.80,2.65
2.72,2.74,2.78,2.69
2.75,2.70,2.77,2.70
2.69,2.74,2.76,2.69
2.74,2.74,2.74,2.74
2.74,2.75,2.77,2.74
N/A,N/A,N/A,N/A
2.75,2.75,2.75,2.75
2.76,2.76,2.76,2.70
2.67,2.72,2.76,2.55
2.75,2.69,2.76,2.68
2.72,2.76,2.76,2.72
2.80,2.71,2.80,2.71
2.78,2.77,2.78,2.77
N/A,N/A,N/A,N/A
2.78,2.68,2.78,2.68
2.77,2.68,2.77,2.64
2.85,2.85,2.94,2.81
2.63,2.80,2.80,2.63
2.80,2.80,2.82,2.79
2.82,2.85,2.86,2.82
2.80,2.80,2.85,2.80
2.85,2.90,2.91,2.81
2.89,2.84,2.89,2.84
2.90,2.90,2.90,2.90
2.89,2.74,2.89,2.74
2.89,2.90,2.90,2.78
2.85,2.72,2.85,2.72
2.79,2.88,2.90,2.71
N/A,N/A,N/A,N/A
2.90,2.90,2.90,2.90
2.90,2.90,2.90,2.90
2.90,2.81,2.90,2.81
2.89,2.89,2.89,2.89
N/A,N/A,N/A,N/A
2.72,2.93,2.93,2.70
N/A,N/A,N/A,N/A
2.90,2.74,2.90,2.70
2.70,2.87,2.87,2.70
2.74,2.85,2.85,2.70
2.82,2.88,2.88,2.82
2.83,2.90,2.90,2.83
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
2.72,2.85,2.90,2.70
N/A,N/A,N/A,N/A
2.82,2.88,2.88,2.76
2.81,2.80,2.90,2.78
2.87,2.80,2.87,2.74
2.86,2.86,2.86,2.86
2.88,2.89,2.89,2.88
2.90,2.85,2.90,2.80
2.90,2.90,2.90,2.76
2.77,2.76,2.77,2.76
2.85,2.76,2.85,2.76
2.85,2.76,2.85,2.76
2.76,2.83,2.83,2.67
2.73,2.73,2.73,2.73
2.83,2.72,2.83,2.72
2.78,2.82,2.82,2.78
N/A,N/A,N/A,N/A
2.90,2.86,3.00,2.82
2.96,3.08,3.14,2.95
3.12,3.11,3.12,3.11
3.12,3.05,3.12,3.05
3.11,3.02,3.13,3.02
3.01,3.01,3.01,3.01
3.08,3.03,3.09,3.03
3.05,3.10,3.12,2.94
3.01,3.06,3.10,3.01
3.05,3.03,3.06,3.03
3.05,2.95,3.05,2.95
N/A,N/A,N/A,N/A
2.97,3.00,3.14,2.97
3.04,3.04,3.04,2.85
3.14,3.05,3.14,3.05
3.06,3.01,3.06,2.99
3.02,2.99,3.03,2.99
3.10,3.00,3.10,2.99
3.04,2.94,3.04,2.94
2.98,2.97,2.98,2.95
2.98,2.98,2.98,2.98
3.02,3.02,3.02,3.02
3.05,3.05,3.05,3.05
3.02,2.84,3.02,2.84
2.97,2.99,3.00,2.97
2.93,2.90,2.98,2.89
2.81,2.88,2.89,2.75
2.89,2.82,2.89,2.82
2.87,2.80,2.87,2.80
N/A,N/A,N/A,N/A
2.78,2.78,2.78,2.78
2.76,2.81,2.83,2.76
2.78,2.80,2.84,2.69
2.79,2.75,2.84,2.66
2.82,2.81,2.82,2.81
2.82,2.82,2.82,2.82
2.81,2.81,2.81,2.81
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
2.81,2.89,3.01,2.81
2.92,2.85,3.01,2.79
2.85,2.79,2.99,2.79
2.84,2.76,2.88,2.70
2.88,3.01,3.10,2.88
3.04,3.03,3.04,3.03
2.93,2.95,2.96,2.85
2.97,3.08,3.08,2.97
3.09,3.09,3.10,3.09
3.10,3.12,3.19,3.10
2.95,3.00,3.08,2.95
2.94,3.00,3.00,2.94
2.88,3.02,3.02,2.85
3.02,3.02,3.02,3.02
3.01,3.00,3.05,3.00
3.00,3.00,3.00,3.00
3.45,2.92,3.45,2.87
2.99,2.93,3.00,2.86
3.00,2.92,3.01,2.85
2.85,3.00,3.05,2.85
2.85,2.90,3.01,2.85
2.85,2.86,3.00,2.83
2.85,2.90,2.91,2.81
2.85,2.81,2.88,2.80
2.80,2.88,2.88,2.69
2.79,2.80,2.83,2.79
2.84,2.86,2.95,2.71
2.74,2.80,2.95,2.74
2.86,2.92,2.98,2.84
2.98,2.97,2.98,2.96
2.96,2.90,2.96,2.89
2.90,2.88,2.90,2.80
2.93,2.84,3.16,2.82
2.95,3.39,3.49,2.93
3.45,3.39,3.45,3.25
3.40,3.39,3.40,3.21
3.40,3.82,3.84,3.35
3.97,3.81,3.99,3.61
3.73,3.89,3.98,3.55
3.92,3.80,3.93,3.78
3.84,3.93,3.93,3.80
4.00,4.12,4.23,3.95
4.18,4.14,4.19,4.00
4.01,3.95,4.10,3.95
4.00,4.39,4.42,4.00
4.55,4.47,5.02,4.05
4.55,4.30,4.55,4.06
4.31,4.31,4.41,4.25
4.45,4.41,4.59,4.32
4.32,4.42,4.49,4.32
4.42,4.31,4.47,4.30
4.40,4.34,4.47,4.32
4.31,4.41,4.43,4.28
4.35,4.33,4.39,4.21
4.22,4.33,4.33,4.22
4.39,4.28,4.43,4.28
4.22,4.27,4.35,4.22
4.31,4.13,4.31,4.06
4.17,4.00,4.20,4.00
3.91,3.91,4.02,3.80
3.95,3.89,3.98,3.84
3.97,3.90,4.00,3.90
3.94,3.97,4.01,3.90
4.04,4.04,4.18,4.02
4.10,4.11,4.14,4.01
4.12,4.12,4.19,4.09
4.15,4.19,4.19,4.15
4.20,4.22,4.44,4.16
4.26,4.07,4.34,4.07
4.12,4.25,4.28,4.06
4.26,4.27,4.28,4.24
4.25,4.26,4.26,4.25
4.14,4.25,4.26,4.13
N/A,N/A,N/A,N/A
4.20,4.23,4.25,4.16
4.26,4.24,4.27,4.21
4.27,4.09,4.28,4.05
4.00,3.93,4.00,3.93
4.04,4.06,4.15,4.04
4.09,4.02,4.18,4.00
4.15,4.15,4.15,4.14
4.15,4.10,4.15,4.10
4.04,4.00,4.05,3.99
4.05,4.05,4.05,4.01
4.05,4.19,4.19,4.01
4.32,4.20,4.45,4.12
4.25,4.24,4.25,4.15
4.22,4.18,4.26,4.15
4.20,4.24,4.26,4.13
4.26,4.26,4.30,4.24
4.28,4.24,4.29,4.20
4.26,4.16,4.26,4.13
4.15,4.18,4.20,4.15
4.11,4.23,4.29,4.11
4.20,4.23,4.23,4.20
4.23,4.22,4.23,4.20
4.22,4.23,4.24,4.19
4.21,4.21,4.22,4.13
4.18,4.18,4.18,4.18
4.15,4.19,4.20,4.15
4.19,4.10,4.20,4.10
4.16,4.16,4.19,3.95
4.11,4.13,4.18,4.07
4.15,4.08,4.19,4.08
4.16,4.10,4.16,4.05
4.02,4.11,4.12,4.02
4.08,4.12,4.19,4.08
4.14,4.15,4.17,4.12
4.15,4.15,4.25,4.11
4.11,4.26,4.32,4.10
4.25,4.26,4.26,4.25
4.40,4.30,4.40,4.29
4.40,4.30,4.40,4.30
4.35,4.22,4.44,4.05
4.06,4.15,4.20,4.06
4.20,4.16,4.25,4.11
4.18,4.19,4.23,4.11
4.26,4.28,4.35,4.26
4.27,4.31,4.35,4.21
4.35,4.29,4.39,4.28
4.38,4.31,4.39,4.22
4.32,4.15,4.32,4.15
4.37,4.29,4.39,4.21
4.16,4.15,4.22,3.97
4.18,4.21,4.35,4.10
4.23,4.25,4.25,4.06
4.30,4.31,4.40,4.28
4.32,4.22,4.32,4.16
4.17,4.39,4.39,4.16
4.40,4.45,4.45,4.33
4.44,4.45,4.45,4.32
4.44,4.35,4.55,4.31
4.41,4.36,4.48,4.33
4.41,4.50,4.50,4.32
4.50,4.45,4.53,4.39
4.46,4.50,4.50,4.34
4.50,4.45,4.50,4.40
4.40,4.40,4.45,4.32
4.44,4.45,4.45,4.32
4.44,4.45,4.45,4.43
4.45,4.42,4.45,4.28
4.44,4.36,4.44,4.32
4.33,4.33,4.44,4.19
4.22,4.18,4.35,4.15
4.23,4.25,4.25,4.16
4.29,4.16,4.29,4.15
4.50,4.38,4.65,4.18
4.50,4.44,4.50,4.26
4.40,4.50,4.60,4.26
4.35,4.32,4.42,4.28
4.37,4.35,4.44,4.35
4.46,4.42,4.46,4.40
4.47,4.43,4.47,4.39
4.39,4.43,4.45,4.39
4.44,4.44,4.44,4.40
4.43,4.34,4.43,4.34
4.27,4.22,4.34,4.21
4.22,4.18,4.25,4.18
4.18,4.13,4.34,4.12
4.11,4.22,4.26,4.11
4.23,4.09,4.23,4.09
4.14,4.12,4.14,4.10
4.20,4.21,4.21,4.20
4.23,4.23,4.28,4.21
4.26,4.21,4.39,4.17
4.26,4.09,4.26,4.01
4.12,4.08,4.16,4.00
4.10,4.00,4.10,3.99
4.05,3.99,4.09,3.80
3.95,3.99,4.01,3.86
3.99,3.94,3.99,3.68
3.97,3.82,3.97,3.72
3.83,3.84,3.84,3.70
3.77,3.81,3.84,3.66
3.71,3.78,3.78,3.69
3.84,3.84,3.84,3.80
3.73,3.66,3.80,3.64
3.67,3.54,3.67,3.54
3.51,3.44,3.61,3.38
3.48,3.47,3.48,3.40
3.52,3.51,3.53,3.45
3.40,3.50,3.51,3.40
3.49,3.50,3.53,3.45
3.55,3.41,3.58,3.37
3.41,3.46,3.50,3.41
3.49,3.75,3.75,3.49
3.83,3.77,3.85,3.76
3.75,3.98,3.98,3.75
3.96,3.96,3.96,3.95
3.96,3.98,3.98,3.70
3.90,3.95,3.98,3.73
3.88,3.89,3.98,3.88
3.89,3.89,3.89,3.70
3.84,3.87,3.88,3.76
3.80,3.96,3.98,3.80
3.89,3.72,3.98,3.72
3.76,3.96,3.96,3.76
3.94,3.88,3.95,3.88
N/A,N/A,N/A,N/A
3.90,4.04,4.04,3.89
3.97,4.06,4.06,3.97
4.07,4.11,4.11,4.07
4.11,3.98,4.14,3.66
3.90,3.96,3.96,3.79
3.72,3.96,3.96,3.72
N/A,N/A,N/A,N/A
3.81,3.70,3.91,3.67
3.67,3.65,3.75,3.60
3.70,3.76,3.76,3.60
3.65,3.75,3.75,3.60
3.98,4.00,4.10,3.98
3.90,3.91,3.94,3.90
4.15,4.12,4.49,4.07
4.00,4.11,4.20,4.00
4.03,3.90,4.10,3.90
4.00,4.30,4.30,4.00
4.30,4.30,4.45,4.30
4.34,4.21,4.35,4.18
4.26,4.33,4.38,4.19
4.40,4.39,4.40,4.25
4.32,4.31,4.35,4.25
4.38,4.39,4.40,4.20
4.39,4.42,4.42,4.28
4.40,4.41,4.44,4.31
4.43,4.40,4.44,4.40
4.45,4.40,4.45,4.32
4.36,4.38,4.40,4.35
4.40,4.28,4.41,4.08
4.34,4.15,4.34,4.14
4.10,4.13,4.29,4.10
4.19,4.29,4.31,4.16
4.26,4.29,4.29,4.14
4.27,4.11,4.27,4.10
4.08,4.03,4.20,4.03
4.12,4.19,4.19,4.07
4.17,4.03,4.19,4.03
4.09,4.13,4.13,4.03
4.03,4.14,4.14,4.02
4.07,4.03,4.08,4.03
4.04,4.02,4.26,4.02
4.05,4.43,4.44,4.05
4.45,4.17,4.45,3.98
4.17,4.17,4.18,4.05
4.14,4.29,4.29,4.00
4.26,4.29,4.31,4.24
4.24,4.20,4.24,4.17
4.29,4.29,4.29,4.14
4.18,4.25,4.32,4.18
4.15,4.45,4.45,4.15
4.31,4.38,4.38,4.21
4.32,4.20,4.36,4.20
4.19,4.24,4.38,4.15
4.19,4.19,4.20,4.19
4.17,4.18,4.18,4.17
4.15,4.14,4.15,3.84
N/A,N/A,N/A,N/A
4.19,4.11,4.19,4.11
4.19,4.33,4.33,4.15
4.27,4.18,4.29,4.13
4.25,4.20,4.25,4.16
4.24,4.17,4.26,4.14
4.22,4.14,4.26,4.14
4.14,4.27,4.30,4.14
4.28,4.28,4.28,4.28
N/A,N/A,N/A,N/A
4.20,4.19,4.27,4.19
4.21,4.15,4.21,4.15
4.15,4.14,4.15,4.13
4.07,4.08,4.13,4.01
4.06,4.07,4.12,4.06
4.05,4.09,4.09,4.05
4.04,4.05,4.12,4.04
4.28,4.05,4.28,4.05
4.01,4.06,4.09,3.95
4.01,3.74,4.29,3.70
3.65,3.73,3.90,3.65
3.74,3.62,3.74,3.40
3.61,3.74,3.74,3.60
3.75,3.80,3.80,3.70
3.86,3.73,4.01,3.70
3.93,3.89,3.97,3.82
3.96,3.83,3.96,3.64
3.89,3.92,3.92,3.71
3.92,3.92,3.92,3.92
4.21,4.14,4.23,3.95
4.03,4.12,4.12,3.70
4.11,3.91,4.11,3.74
3.97,3.87,3.97,3.78
3.81,3.70,3.85,3.62
3.62,3.46,3.62,3.30
3.36,3.29,3.51,3.09
3.26,3.20,3.28,3.15
3.24,3.39,3.39,3.21
3.33,3.30,3.50,3.27
3.48,3.40,3.48,3.31
3.40,3.34,3.47,3.22
3.27,3.24,3.33,3.11
3.18,3.21,3.26,3.15
3.16,3.23,3.35,3.16
3.18,3.24,3.34,3.17
3.26,3.40,3.69,3.25
3.35,3.50,3.60,3.33
3.41,3.84,3.84,3.41
3.41,3.61,3.66,3.41
3.72,3.50,3.72,3.46
3.61,3.61,3.61,3.61
3.59,3.55,3.60,3.55
3.51,3.46,3.55,3.45
3.50,3.53,3.72,3.46
3.50,3.54,3.54,3.36
3.45,3.57,3.57,3.26
3.58,3.58,3.58,3.40
N/A,N/A,N/A,N/A
3.44,3.52,3.52,3.43
3.55,3.44,3.55,3.34
3.31,3.32,3.40,3.31
3.33,3.36,3.47,3.32
3.38,3.38,3.38,3.38
3.35,3.36,3.42,3.33
3.78,3.51,3.78,3.35
3.52,3.50,3.52,3.44
3.48,3.42,3.48,3.35
3.31,3.50,3.50,3.28
3.50,3.55,3.55,3.50
3.56,3.58,3.60,3.35
3.56,3.40,3.56,3.35
N/A,N/A,N/A,N/A
3.49,3.29,3.49,3.29
3.23,3.29,3.29,3.22
3.30,3.42,3.42,3.30
3.34,3.38,3.41,3.21
3.31,3.31,3.36,3.26
3.38,3.29,3.38,3.20
3.31,3.27,3.31,3.27
3.31,3.28,3.35,3.28
3.28,3.21,3.28,3.21
3.22,3.94,4.40,3.22
3.94,3.76,3.99,3.50
3.72,4.00,4.14,3.70
3.90,3.66,4.10,3.55
3.60,3.42,3.60,3.28
3.48,3.54,3.76,3.29
3.74,3.56,3.74,3.46
3.52,3.52,3.62,3.50
3.52,3.61,3.70,3.22
3.45,3.54,3.65,3.45
3.50,3.50,3.61,3.50
3.54,3.39,3.54,3.24
3.55,3.49,3.55,3.32
3.37,3.33,3.40,3.24
3.30,3.29,3.31,3.22
3.31,3.30,3.35,3.22
3.31,3.27,3.31,3.15
3.25,3.30,3.31,3.25
3.35,3.23,3.35,3.19
3.17,3.19,3.29,3.17
3.27,3.56,3.68,3.20
3.92,3.48,3.92,3.36
3.31,3.38,3.49,3.30
3.31,3.35,3.40,3.31
3.43,3.34,3.49,3.32
3.37,3.49,3.49,3.34
3.49,3.38,3.49,3.25
3.35,3.47,3.49,3.25
3.50,3.48,3.50,3.40
3.48,3.55,3.55,3.48
3.54,3.56,3.75,3.49
3.66,3.65,3.66,3.44
3.58,3.50,3.60,3.40
3.50,3.48,3.50,3.48
3.44,3.46,3.49,3.44
3.45,3.42,3.49,3.42
3.43,3.48,3.48,3.36
3.43,3.38,3.46,3.38
3.40,3.43,3.43,3.17
3.44,3.40,3.44,3.30
3.44,3.43,3.44,3.26
3.26,3.33,3.41,3.23
3.38,3.38,3.38,3.38
3.33,3.35,3.35,3.26
3.33,3.28,3.36,3.25
3.29,3.35,3.36,3.23
3.37,3.26,3.50,3.10
3.33,3.22,3.35,3.15
3.16,3.19,3.36,3.16
3.18,3.17,3.29,3.14
3.26,3.19,3.26,3.00
3.06,3.14,3.20,3.03
3.09,3.22,3.24,3.08
3.37,3.31,3.37,3.24
3.24,3.27,3.31,3.22
3.25,3.25,3.28,3.24
3.27,3.29,3.29,3.24
3.22,3.22,3.33,3.10
3.13,3.13,3.25,3.10
3.18,3.17,3.26,3.11
3.09,3.13,3.25,3.07
3.09,3.07,3.33,3.05
3.06,2.88,3.08,2.85
3.20,2.89,3.20,2.79
2.87,2.93,2.93,2.85
N/A,N/A,N/A,N/A
2.40,2.90,2.90,2.40
N/A,N/A,N/A,N/A
2.79,2.76,2.79,2.76
N/A,N/A,N/A,N/A
2.71,2.70,2.71,2.46
2.66,2.66,2.66,2.66
2.35,2.47,2.50,2.27
2.38,2.59,2.66,2.31
2.51,2.80,2.80,2.49
2.63,2.52,2.79,2.37
2.59,2.49,2.61,2.49
2.49,2.49,2.51,2.49
2.49,2.50,2.51,2.49
2.50,2.49,2.50,2.49
2.49,2.49,2.50,2.49
2.49,2.44,2.49,2.40
N/A,N/A,N/A,N/A
2.24,2.45,2.45,2.02
N/A,N/A,N/A,N/A
2.40,2.40,2.40,2.40
2.40,2.19,2.40,2.18
2.40,2.23,2.40,2.23
2.28,2.31,2.32,2.23
2.33,2.23,2.44,2.23
2.20,2.40,2.48,2.20
2.27,2.43,2.50,2.26
2.50,2.50,2.50,2.50
N/A,N/A,N/A,N/A
2.27,2.43,2.45,2.27
2.29,2.43,2.48,2.29
2.27,2.46,2.46,2.27
N/A,N/A,N/A,N/A
2.45,2.46,2.47,2.19
2.40,2.49,2.49,2.40
2.45,2.25,2.50,2.25
2.39,2.30,2.39,2.30
N/A,N/A,N/A,N/A
2.35,2.40,2.46,2.27
2.48,2.44,2.49,2.26
2.33,2.47,2.49,2.29
2.35,2.49,2.50,2.33
2.48,2.27,2.51,2.27
2.42,2.24,2.42,2.24
2.38,2.28,2.38,2.21
2.37,2.33,2.37,2.18
N/A,N/A,N/A,N/A
2.36,2.32,2.36,2.25
2.31,2.31,2.31,2.31
2.30,2.31,2.32,2.28
2.22,2.33,2.34,2.15
2.29,2.30,2.30,2.29
2.24,2.26,2.34,2.24
2.29,2.24,2.30,2.07
2.25,2.42,2.42,2.25
2.42,2.34,2.45,2.25
2.34,2.24,2.39,2.23
2.19,2.19,2.35,2.18
2.32,2.31,2.32,2.18
2.24,2.36,2.36,2.24
N/A,N/A,N/A,N/A
2.25,2.56,2.62,2.25
2.28,2.40,2.60,2.28
2.43,2.57,2.57,2.43
2.43,2.56,2.58,2.40
2.60,2.57,2.60,2.40
2.42,2.51,2.60,2.40
2.40,2.49,2.56,2.40
2.53,2.45,2.53,2.40
2.44,2.41,2.44,2.31
2.40,2.35,2.40,2.35
2.34,2.29,2.40,2.22
N/A,N/A,N/A,N/A
2.25,2.38,2.40,2.23
2.22,2.38,2.40,2.22
2.25,2.50,2.53,2.25
2.47,2.50,2.55,2.33
2.50,2.55,2.55,2.45
2.49,2.51,2.59,2.34
2.37,2.46,2.55,2.35
2.49,2.50,2.50,2.46
2.46,2.48,2.50,2.39
2.41,2.43,2.48,2.36
2.47,2.49,2.49,2.46
2.48,2.45,2.50,2.42
2.42,2.45,2.47,2.40
2.35,2.44,2.46,2.34
2.37,2.26,2.45,2.25
2.32,2.29,2.41,2.20
2.32,2.20,2.32,2.20
2.33,2.34,2.38,2.24
2.24,2.31,2.31,2.24
2.30,2.30,2.36,2.23
2.34,2.31,2.34,2.20
2.28,2.25,2.33,2.21
2.26,2.29,2.29,2.22
2.21,2.25,2.25,2.20
2.24,2.22,2.27,2.14
2.15,2.14,2.19,2.14
2.23,2.25,2.25,2.22
2.23,2.23,2.23,2.23
2.20,2.15,2.20,2.15
2.23,2.23,2.23,2.15
2.11,2.20,2.20,2.11
2.14,2.14,2.22,2.07
2.13,2.10,2.13,2.07
2.14,2.16,2.16,2.14
2.10,2.04,2.10,1.88
N/A,N/A,N/A,N/A
1.90,1.93,2.04,1.81
2.12,1.99,2.12,1.99
2.08,2.03,2.16,2.03
N/A,N/A,N/A,N/A
2.16,2.11,2.21,2.01
2.00,2.00,2.00,2.00
1.94,2.03,2.03,1.94
1.95,1.94,2.03,1.94
1.96,2.08,2.08,1.96
2.01,1.91,2.02,1.91
1.91,1.95,1.95,1.90
2.05,2.05,2.05,2.05
1.96,1.96,1.99,1.88
1.96,1.86,1.96,1.86
2.08,1.94,2.08,1.92
1.98,1.83,1.98,1.83
1.90,1.87,1.90,1.83
1.89,1.89,1.89,1.89
2.02,2.03,2.03,1.94
1.99,1.99,2.00,1.90
2.04,2.04,2.04,2.04
1.99,1.99,1.99,1.99
2.04,2.04,2.04,2.04
1.90,1.90,1.99,1.90
2.04,2.00,2.04,1.90
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
2.00,2.00,2.00,2.00
N/A,N/A,N/A,N/A
1.93,1.96,1.99,1.89
1.99,1.90,2.00,1.90
1.99,1.88,1.99,1.88
1.99,1.98,2.00,1.91
1.97,1.90,1.97,1.90
1.92,1.88,1.92,1.88
1.88,1.89,1.98,1.81
1.92,1.92,1.92,1.92
1.92,1.92,1.92,1.92
1.90,1.90,1.99,1.90
1.90,1.90,1.98,1.90
1.93,2.03,2.03,1.93
2.04,2.19,2.19,2.03
2.20,2.11,2.20,2.00
2.21,2.15,2.24,2.00
2.00,2.00,2.00,2.00
1.92,2.20,2.20,1.92
N/A,N/A,N/A,N/A
2.05,2.05,2.09,2.00
2.14,2.23,2.23,1.93
2.01,2.03,2.14,1.89
2.06,2.23,2.23,2.00
1.88,2.00,2.05,1.88
2.01,1.90,2.01,1.90
1.94,1.91,1.95,1.91
2.01,1.91,2.01,1.91
1.88,2.05,2.11,1.88
N/A,N/A,N/A,N/A
1.90,1.89,1.95,1.74
1.96,1.91,1.96,1.91
1.92,1.84,1.92,1.84
1.80,1.80,1.80,1.62
1.78,1.89,1.89,1.78
1.76,1.76,1.76,1.69
1.77,1.80,1.93,1.77
1.72,1.74,1.76,1.72
1.81,1.81,1.81,1.81
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.72,1.73,1.73,1.72
1.72,1.63,1.72,1.63
1.72,1.70,1.72,1.63
1.76,1.66,1.88,1.63
1.84,1.84,1.84,1.84
1.66,1.66,1.79,1.66
1.82,1.69,1.83,1.55
1.86,1.80,1.86,1.57
N/A,N/A,N/A,N/A
1.78,1.79,1.79,1.78
1.78,1.78,1.78,1.78
1.77,1.89,1.89,1.77
1.61,1.67,1.70,1.40
1.46,1.85,1.85,1.46
1.66,1.68,1.68,1.60
N/A,N/A,N/A,N/A
1.65,1.59,1.69,1.55
1.55,1.38,1.55,1.25
1.49,1.40,1.60,1.30
1.30,1.30,1.45,1.22
1.30,1.21,1.39,1.21
0.93,1.28,1.28,0.93
1.29,1.28,1.30,1.20
1.21,1.20,1.34,1.12
1.11,1.16,1.18,1.11
1.20,1.21,1.21,1.16
1.15,1.06,1.15,1.03
1.21,1.21,1.24,1.11
1.21,1.26,1.27,1.20
1.26,1.08,1.28,1.08
1.19,1.20,1.24,1.11
1.28,1.26,1.31,1.15
1.25,1.12,1.25,1.12
1.20,1.13,1.20,1.13
1.15,1.16,1.32,1.13
1.21,1.13,1.21,1.12
1.30,0.97,1.30,0.97
1.14,1.05,1.14,1.05
1.06,1.11,1.25,1.06
N/A,N/A,N/A,N/A
1.02,1.14,1.20,1.01
1.15,1.20,1.20,1.04
1.15,1.20,1.20,1.15
1.16,1.19,1.19,1.15
1.16,1.12,1.19,1.06
1.13,1.00,1.15,1.00
1.08,1.08,1.09,0.95
1.00,0.90,1.00,0.62
0.91,0.90,0.99,0.85
0.85,0.85,0.91,0.85
0.80,0.81,0.85,0.80
0.84,0.91,0.91,0.82
0.96,0.94,0.96,0.83
0.98,0.95,0.98,0.92
0.84,0.86,0.92,0.81
0.83,0.90,0.94,0.83
0.89,0.90,0.93,0.84
0.94,0.84,0.94,0.84
0.93,0.75,1.11,0.74
0.74,0.64,0.76,0.63
0.70,0.71,0.75,0.67
0.75,0.70,0.75,0.66
0.66,0.65,0.69,0.65
0.63,0.56,0.65,0.56
0.60,0.67,0.75,0.57
0.70,0.75,0.77,0.68
0.70,0.67,0.74,0.67
0.72,0.68,0.72,0.62
0.74,0.69,0.74,0.62
0.65,0.64,0.65,0.61
0.64,0.65,0.69,0.61
0.63,0.63,0.65,0.61
0.62,0.63,0.68,0.62
0.65,0.64,0.68,0.63
0.64,0.64,0.64,0.64
0.62,0.66,0.68,0.62
0.68,0.62,0.68,0.61
0.68,0.64,0.68,0.63
0.67,0.61,0.69,0.61
0.61,0.62,0.63,0.61
0.66,0.64,0.67,0.64
0.67,0.67,0.67,0.65
0.69,0.72,0.75,0.69
0.69,0.80,0.86,0.69
0.75,0.78,0.83,0.72
0.72,0.77,0.82,0.72
0.78,0.83,0.83,0.75
0.81,0.81,0.83,0.78
0.83,0.79,0.83,0.76
0.82,0.73,0.82,0.72
0.80,0.75,0.80,0.73
0.73,0.71,0.79,0.71
0.75,0.64,0.77,0.64
0.67,0.66,0.75,0.66
0.70,0.68,0.70,0.66
0.69,0.69,0.75,0.69
0.74,0.69,0.74,0.69
0.70,0.66,0.70,0.65
0.66,0.66,0.72,0.66
0.67,0.75,0.75,0.66
0.69,0.70,0.80,0.69
0.79,0.70,0.79,0.70
0.72,0.71,0.72,0.70
0.69,0.73,0.73,0.69
0.68,0.72,0.72,0.67
0.66,0.72,0.72,0.66
0.72,0.69,0.72,0.67
0.66,0.67,0.71,0.66
0.70,0.66,0.70,0.66
0.71,0.62,0.71,0.61
0.72,0.70,0.72,0.65
0.70,0.66,0.70,0.66
0.72,0.66,0.72,0.66
0.66,0.66,0.66,0.66
0.65,0.70,0.70,0.65
0.72,0.66,0.72,0.66
0.71,0.66,0.71,0.66
0.65,0.69,0.70,0.65
0.65,0.66,0.70,0.65
0.65,0.70,0.70,0.65
0.61,0.66,0.70,0.61
0.68,0.68,0.68,0.66
0.68,0.66,0.68,0.66
0.61,0.67,0.68,0.60
0.66,0.70,0.72,0.66
0.70,0.78,0.79,0.67
0.80,0.70,0.80,0.68
0.73,0.69,0.74,0.65
0.67,0.67,0.67,0.67
0.68,0.69,0.69,0.68
N/A,N/A,N/A,N/A
0.66,0.66,0.66,0.62
0.62,0.61,0.62,0.61
0.68,0.66,0.68,0.64
0.67,0.68,0.68,0.59
0.63,0.69,0.69,0.63
0.68,0.65,0.69,0.63
0.61,0.60,0.64,0.60
0.65,0.65,0.66,0.61
0.67,0.60,0.74,0.60
0.60,0.59,0.65,0.59
0.59,0.57,0.60,0.56
0.57,0.57,0.57,0.56
0.57,0.55,0.57,0.55
0.55,0.58,0.58,0.50
0.58,0.60,0.60,0.58
0.59,0.60,0.60,0.59
0.58,0.60,0.60,0.57
0.62,0.72,0.72,0.61
0.70,0.66,0.73,0.65
0.65,0.64,0.67,0.61
0.64,0.62,0.64,0.60
0.60,0.64,0.64,0.60
0.67,0.65,0.67,0.64
0.62,0.65,0.70,0.62
0.65,0.86,0.89,0.64
0.88,0.82,1.08,0.77
0.87,0.79,0.90,0.76
0.76,0.79,0.81,0.70
0.78,0.77,0.78,0.70
0.72,0.72,0.78,0.72
0.73,0.78,0.80,0.67
0.73,0.80,0.80,0.73
0.79,0.75,0.80,0.73
