JKK,iShares Morningstar Small-Cap Growth ETF,NASDAQ
107.86,106.22,107.86,106.20
106.77,107.00,107.00,105.60
105.61,105.91,105.91,104.80
106.41,106.41,106.41,106.41
107.30,107.33,107.40,106.80
108.02,108.89,108.89,108.02
108.94,108.89,108.94,108.89
109.26,110.01,110.44,109.26
110.50,109.42,110.50,109.25
109.54,109.84,109.87,109.28
110.93,111.02,111.02,109.97
111.85,111.79,111.92,111.79
112.70,112.64,112.76,112.60
113.13,112.64,113.13,112.64
114.29,114.46,114.48,114.22
115.00,115.08,115.17,114.89
115.58,115.75,115.76,115.58
115.97,114.83,115.97,114.68
115.40,115.56,115.60,115.30
115.85,115.92,116.23,115.76
115.78,116.08,116.08,115.78
116.42,116.30,116.42,115.94
116.07,116.18,116.30,116.03
115.97,115.18,115.97,115.18
115.52,116.51,116.56,115.39
116.01,115.82,116.01,115.82
115.90,115.53,115.90,115.34
115.66,115.57,115.66,115.48
116.22,116.57,117.24,116.22
117.67,118.50,118.64,117.67
118.37,118.80,118.88,118.37
118.52,119.30,119.35,118.52
118.33,118.05,118.33,117.88
117.11,117.29,117.32,117.11
118.12,117.95,118.12,117.39
117.99,118.55,118.55,117.71
117.72,119.07,119.08,116.89
119.08,119.29,119.29,118.61
119.20,118.61,119.20,118.61
117.11,116.44,117.11,116.10
116.08,116.12,116.58,116.08
117.00,115.36,117.00,115.36
115.32,116.42,116.48,115.32
116.01,116.40,117.46,116.00
117.76,117.70,117.79,117.58
117.78,118.35,118.35,117.78
118.90,118.90,119.58,118.76
117.36,115.84,117.36,115.83
115.90,116.48,116.59,115.90
116.60,117.58,117.71,116.60
117.47,116.08,117.47,116.08
117.46,116.76,117.92,115.91
116.80,117.80,118.00,116.65
118.39,118.22,118.57,118.09
118.10,118.60,119.12,117.39
119.33,120.68,120.69,119.33
121.47,121.84,121.96,121.47
121.96,121.93,122.19,121.74
122.27,121.94,122.32,121.94
122.02,121.58,122.02,121.16
123.64,122.38,123.64,122.36
122.87,123.72,123.72,122.87
123.95,124.79,124.92,122.84
124.81,124.75,124.91,124.52
124.74,123.87,124.74,123.87
124.02,123.55,124.02,122.57
123.38,123.65,124.63,122.77
123.79,123.58,124.34,123.58
123.96,124.60,124.68,123.96
123.60,123.71,124.24,123.50
122.82,123.30,123.72,121.86
124.05,125.11,125.14,124.05
124.72,125.23,125.59,124.72
125.16,124.12,125.16,123.22
124.02,125.00,125.36,124.02
123.53,123.42,124.21,123.42
123.53,120.56,123.53,120.48
120.63,119.39,120.83,118.54
120.98,122.42,122.65,120.98
122.37,123.48,124.25,122.37
123.03,124.61,124.80,122.87
124.61,123.65,124.61,123.61
125.26,125.18,125.33,125.18
125.18,126.17,126.18,125.01
127.37,127.96,127.96,126.98
128.21,127.60,128.27,127.32
128.27,128.03,128.80,127.14
127.27,127.34,127.45,126.66
127.62,128.43,128.71,127.57
128.71,128.27,128.78,127.76
128.67,128.09,128.67,127.57
128.50,128.88,128.88,128.07
128.96,126.60,128.96,126.60
126.09,126.17,126.91,125.74
126.23,125.46,126.47,124.85
126.03,127.19,127.25,126.03
126.67,126.97,126.99,126.29
127.50,125.77,127.50,125.74
126.51,123.57,126.51,123.54
123.86,126.13,126.52,123.86
125.97,126.98,126.98,125.97
126.22,126.62,126.62,126.22
126.33,128.53,128.53,126.33
128.20,128.27,128.32,127.83
128.34,129.02,129.02,128.32
129.79,127.68,129.79,127.45
127.93,126.69,128.07,126.40
127.01,126.33,127.09,126.33
128.16,128.79,128.96,128.16
128.90,128.94,129.02,128.69
129.02,128.53,129.02,128.46
128.79,129.73,129.94,128.79
129.70,130.25,130.25,129.70
130.34,129.96,130.78,129.96
129.87,128.98,129.87,128.81
128.54,128.02,128.96,127.78
128.64,127.94,128.64,127.15
128.10,128.37,128.67,128.10
129.03,128.79,129.30,128.63
128.77,128.85,128.85,128.64
128.30,128.25,128.30,128.25
128.14,125.53,128.14,125.53
125.67,125.77,125.95,125.29
125.98,126.00,126.02,125.48
126.43,127.43,127.43,126.43
126.82,127.33,127.48,126.45
127.55,128.75,128.82,126.98
129.09,128.41,129.09,128.41
128.25,130.54,130.82,128.25
131.24,131.59,131.59,131.24
131.80,131.89,132.18,131.80
132.46,132.25,132.46,132.25
131.87,131.94,131.98,131.70
132.00,132.18,132.21,131.70
132.54,132.48,132.54,132.48
131.79,130.94,131.79,130.39
131.06,131.44,131.72,131.06
131.48,130.93,131.51,130.74
131.19,132.14,132.21,131.19
132.02,131.84,132.05,131.84
132.66,131.33,132.66,131.28
131.74,132.48,132.48,131.46
132.21,129.82,132.44,129.78
130.58,132.34,132.37,130.54
133.00,133.51,133.51,132.78
133.70,133.82,133.83,133.70
133.62,133.22,133.63,133.22
134.04,133.44,134.04,132.77
133.52,134.02,134.05,133.52
133.59,132.80,133.59,132.59
130.71,129.52,130.71,129.52
129.69,127.66,129.69,126.79
125.18,129.08,129.08,125.13
128.16,127.46,128.40,127.46
128.46,129.83,130.15,128.46
128.43,128.83,129.40,128.30
128.37,124.20,128.37,123.86
124.80,125.40,125.93,124.35
124.72,124.28,124.79,123.71
125.46,125.70,125.70,125.46
126.41,126.82,126.95,125.97
127.20,127.20,127.32,126.44
127.44,128.32,128.58,127.44
128.90,128.97,129.41,128.87
128.16,130.75,130.80,128.16
130.23,130.54,130.66,129.64
130.81,132.10,132.10,130.81
132.16,131.98,132.16,131.84
131.96,132.62,132.62,131.58
132.96,132.96,132.96,132.96
133.24,134.22,134.58,133.24
134.25,134.31,134.74,134.00
135.14,134.72,135.24,134.72
135.06,135.18,135.52,135.06
135.26,134.69,135.83,134.00
133.39,133.35,133.87,132.22
135.15,137.25,137.69,135.15
137.10,136.94,137.23,136.78
137.14,136.88,137.14,136.82
137.12,136.40,137.12,136.40
135.80,136.00,136.00,135.65
135.97,134.16,136.14,134.16
133.60,134.31,134.51,133.60
135.24,132.28,135.24,132.28
133.00,133.28,133.28,133.00
133.90,134.11,135.02,133.90
134.44,136.26,136.26,134.17
135.92,135.31,135.92,135.12
134.53,135.33,135.33,134.12
135.57,134.34,135.57,134.34
133.29,130.97,133.29,130.93
132.33,131.13,132.33,130.93
132.19,129.03,132.19,128.98
129.12,128.68,129.70,128.01
129.94,129.70,130.24,129.67
129.39,130.80,130.80,128.70
130.96,132.65,132.65,130.96
132.66,132.91,132.91,132.63
132.96,131.34,132.96,131.10
131.92,127.74,131.92,127.63
127.16,125.79,127.32,124.84
126.20,126.55,127.14,124.78
127.73,129.19,129.19,127.14
128.81,125.57,128.81,124.82
124.27,123.31,125.47,122.74
124.67,124.00,125.12,124.00
124.55,124.56,124.56,122.11
125.45,126.10,126.13,125.24
125.88,126.85,126.85,125.88
126.81,127.00,127.11,126.67
127.93,128.70,128.75,127.93
128.70,128.70,128.70,128.70
127.02,127.25,127.25,127.02
125.66,125.05,125.66,124.89
125.14,124.39,125.85,122.33
124.96,125.14,125.14,124.79
124.35,125.76,125.76,124.19
126.77,126.00,126.77,126.00
126.06,126.43,127.09,126.06
124.94,126.04,126.13,124.91
124.46,124.70,124.75,124.46
124.37,122.12,124.37,122.12
123.09,122.81,124.58,122.81
122.02,122.78,123.02,121.28
125.25,126.05,126.41,125.25
125.72,124.52,125.73,124.52
124.12,122.89,124.21,122.89
122.34,121.94,122.34,120.20
121.49,122.91,122.91,121.49
122.96,124.41,124.53,122.96
123.82,122.47,123.82,122.26
123.29,123.28,123.40,122.88
124.98,124.97,125.06,124.96
124.68,125.74,125.75,124.68
126.83,127.55,127.86,126.83
127.55,127.13,127.55,126.83
126.92,127.52,127.52,126.92
127.03,126.54,127.03,126.46
125.44,126.08,126.12,125.44
125.69,125.51,125.69,125.21
125.60,126.67,126.84,125.28
127.43,129.13,129.24,126.87
130.24,130.15,130.54,130.15
130.20,131.26,131.74,130.00
130.61,130.87,130.87,130.36
130.29,130.70,130.70,130.28
130.70,130.70,130.70,130.70
130.42,130.69,130.69,130.28
130.75,131.27,131.42,130.62
131.36,132.59,132.72,131.23
132.25,133.30,133.30,132.08
133.75,133.35,133.75,132.67
133.28,133.74,133.74,133.28
134.14,133.86,134.14,133.68
134.05,132.24,134.05,132.24
132.27,133.31,133.31,131.86
133.27,132.77,133.27,132.40
132.81,133.77,133.80,132.81
133.99,134.13,134.31,133.40
135.96,136.06,136.58,135.71
135.94,134.94,135.94,134.94
134.94,134.94,134.94,134.94
134.97,133.15,134.97,133.15
132.10,130.61,132.10,130.61
131.41,131.08,131.41,130.90
128.54,130.24,130.56,128.54
129.46,129.94,130.05,129.46
131.22,130.31,131.22,130.21
130.43,128.65,130.43,128.60
128.50,128.55,129.00,128.00
128.47,127.00,128.47,127.00
126.80,128.49,128.49,126.80
127.84,128.37,128.37,127.60
128.68,129.24,129.82,128.68
129.26,129.43,129.44,129.26
130.14,129.86,130.14,129.42
128.62,128.70,129.04,128.62
128.42,128.42,128.42,128.42
128.17,129.47,129.73,128.17
129.76,129.11,129.76,128.92
128.23,126.25,128.23,126.25
126.08,125.11,126.08,124.44
125.62,126.86,126.86,125.03
126.54,126.18,126.96,126.18
125.44,126.55,126.58,125.26
126.02,125.88,126.02,125.88
125.50,126.94,127.00,125.50
128.61,128.18,128.61,128.18
126.87,126.87,126.87,126.87
127.70,128.21,128.21,127.70
128.36,128.28,128.44,128.15
129.44,128.09,129.44,127.47
129.43,129.98,129.98,129.43
130.84,130.91,130.91,130.84
130.48,130.27,130.48,130.27
130.12,130.15,130.17,130.12
129.98,130.61,130.61,129.98
131.69,131.28,131.69,131.07
131.28,131.28,131.28,131.28
132.42,132.31,132.42,132.31
131.85,131.87,131.87,131.85
131.74,132.58,132.58,131.74
133.01,133.01,133.25,132.99
133.62,132.34,133.62,132.34
133.05,131.55,133.29,131.55
131.78,131.73,131.78,131.59
132.19,132.19,132.22,131.94
131.72,131.72,131.72,131.72
130.83,130.66,130.83,130.29
130.50,131.64,131.67,130.50
131.62,131.18,131.82,130.85
131.32,129.39,131.32,128.98
128.89,130.09,130.11,128.89
130.74,130.71,130.74,130.71
131.09,131.09,131.09,131.09
132.22,129.76,132.22,129.68
129.10,128.00,129.10,128.00
127.58,127.29,128.19,126.90
127.01,128.42,128.42,127.01
126.12,126.45,126.86,126.12
126.76,127.38,127.42,126.75
126.08,127.84,127.84,125.95
127.45,126.12,127.45,126.12
124.93,123.87,124.93,123.38
123.92,125.13,125.13,122.56
125.79,126.20,126.47,125.79
126.03,125.00,126.24,124.83
123.40,122.82,124.26,122.82
122.05,124.38,124.38,121.01
124.50,122.14,124.50,122.14
121.38,119.07,122.15,119.07
119.27,119.90,119.90,118.45
119.16,119.33,120.81,119.16
117.82,120.81,120.81,117.35
119.30,122.34,122.70,119.01
123.75,122.15,123.78,121.84
121.49,122.91,122.91,121.49
124.64,126.20,126.20,124.64
125.93,124.56,126.29,124.56
125.61,126.75,126.91,125.61
126.63,126.80,126.86,126.37
125.50,126.63,126.63,125.50
127.28,129.82,129.82,127.28
130.17,129.62,130.75,128.97
128.83,130.52,130.83,128.83
132.68,132.34,132.68,132.01
132.90,132.16,132.90,131.92
131.48,131.19,131.85,130.81
131.23,130.36,131.23,130.36
131.33,131.28,131.33,131.28
131.17,131.77,131.77,131.00
132.09,132.09,132.09,132.09
132.94,132.56,132.94,132.49
132.56,132.56,132.56,132.56
132.97,132.87,132.97,132.87
132.84,132.65,132.84,132.55
132.43,131.37,132.78,131.37
131.67,132.20,132.48,131.67
130.87,130.89,131.47,130.00
130.48,132.10,132.10,130.48
133.73,133.05,133.73,132.88
133.70,133.70,133.70,133.70
135.00,133.98,135.00,133.98
134.17,134.63,134.65,134.17
134.27,133.44,134.32,133.44
132.07,131.21,132.07,130.77
131.75,131.72,132.01,131.72
132.35,133.19,133.23,132.35
132.83,131.99,132.95,131.99
133.20,132.88,133.20,132.85
132.88,132.88,132.88,132.88
130.18,132.91,132.91,130.18
133.03,130.96,133.03,130.96
132.33,131.33,132.78,131.33
129.64,131.10,131.10,129.64
121.84,128.35,130.91,121.84
128.58,127.88,130.08,127.88
127.82,131.88,131.88,127.82
133.10,133.97,133.97,132.95
133.70,134.38,134.81,133.70
134.96,135.02,135.02,134.52
135.97,135.27,135.97,135.25
135.16,135.41,135.41,135.16
135.95,136.28,136.58,135.91
136.39,136.28,136.52,136.28
136.47,135.64,136.47,135.36
135.98,135.12,136.45,135.12
135.53,134.16,135.97,132.94
132.72,132.38,133.60,131.72
132.55,130.12,132.55,129.62
131.01,131.64,131.82,130.68
134.08,134.25,134.25,133.90
134.05,133.48,134.05,133.48
133.03,132.97,133.35,132.97
134.51,132.62,135.12,132.02
131.92,132.78,132.82,131.92
133.01,130.43,133.28,130.43
130.04,132.73,132.73,130.04
132.59,132.21,132.59,131.31
132.00,131.96,132.94,131.96
131.62,134.50,134.50,131.62
135.00,135.05,135.28,134.88
134.87,135.74,135.94,134.87
135.30,135.30,135.30,135.30
135.99,135.49,135.99,135.42
134.27,135.20,135.20,133.00
133.20,132.84,133.42,132.84
132.04,132.50,132.50,132.04
134.98,135.20,135.20,134.98
135.75,135.75,135.75,135.75
136.07,137.24,137.25,136.07
137.32,137.43,138.31,136.79
137.27,136.48,137.27,136.39
136.65,137.48,137.48,136.65
137.69,137.69,137.69,136.88
138.45,139.09,139.34,138.30
138.91,139.90,139.90,138.91
140.07,140.13,140.69,139.84
140.04,140.51,140.51,140.04
141.17,141.14,141.39,141.06
140.04,141.74,141.74,140.04
141.93,141.55,142.12,141.44
141.89,141.86,141.89,141.59
142.15,142.29,142.58,141.82
142.73,142.65,142.80,142.38
142.16,141.89,142.71,141.89
142.11,141.98,142.18,141.91
141.59,141.72,141.99,141.59
141.35,141.49,141.64,141.35
141.65,141.50,141.65,141.50
141.17,140.07,141.17,140.07
140.25,140.76,140.76,140.25
139.09,139.06,139.59,139.00
139.08,140.00,140.00,139.08
141.37,141.19,141.59,141.19
141.84,141.08,141.84,140.18
142.38,142.67,142.71,142.38
142.91,142.97,142.97,142.15
142.79,144.21,144.21,142.39
144.13,144.26,144.40,144.08
145.12,145.33,145.62,145.04
145.30,145.39,145.50,145.30
145.44,145.09,145.44,145.00
145.37,141.18,145.37,141.18
141.01,140.82,141.16,140.12
142.17,142.17,142.17,142.17
143.65,144.20,144.20,143.40
143.94,144.10,144.10,143.75
142.47,142.88,142.93,142.47
143.50,143.68,143.68,143.50
142.39,144.69,144.69,142.39
145.37,144.40,145.37,144.40
145.20,145.72,145.72,145.13
144.99,145.02,145.12,144.79
145.80,146.10,146.16,145.75
145.90,145.77,146.65,145.77
145.73,145.89,145.89,145.73
146.54,146.90,146.90,146.14
146.40,146.56,146.56,146.18
144.94,143.74,144.96,143.33
145.37,145.18,145.37,145.18
145.18,145.76,145.93,145.18
145.15,145.57,145.57,145.15
145.01,146.40,146.40,145.01
145.42,145.42,145.42,145.42
146.14,143.59,146.14,143.59
143.76,143.75,143.76,143.46
142.17,142.78,142.78,142.17
141.63,138.89,141.63,138.89
142.04,140.38,142.04,139.46
140.46,141.18,141.64,140.46
139.56,139.09,139.56,138.81
139.09,139.09,139.09,139.09
140.03,140.84,141.10,140.03
142.33,142.00,142.33,141.72
141.82,142.50,142.87,141.82
140.75,140.96,140.96,140.00
141.64,141.70,141.70,141.62
141.67,142.95,143.02,141.67
142.97,142.87,143.03,142.38
142.98,144.54,144.54,142.98
145.05,144.63,145.05,144.39
144.21,144.42,144.48,144.21
144.73,144.29,144.73,144.00
144.14,144.46,144.46,144.14
143.53,142.72,143.53,142.46
143.14,144.47,144.47,143.14
144.44,144.34,144.44,143.88
143.34,143.76,144.26,143.34
144.13,144.13,144.13,144.13
143.50,144.46,145.04,143.50
144.43,145.97,145.97,144.43
145.59,144.24,145.59,144.24
143.77,145.61,145.61,143.77
145.96,145.31,145.96,144.74
144.77,143.98,144.77,143.98
144.51,146.15,146.19,144.51
146.51,146.10,146.51,145.89
145.77,145.77,145.77,145.77
144.31,145.63,145.63,144.31
145.67,146.46,146.74,145.55
147.37,147.08,147.37,146.50
149.11,149.04,149.11,148.98
149.04,149.18,149.22,149.04
149.68,150.09,150.09,149.64
149.79,150.18,150.36,149.74
148.37,148.30,148.37,148.28
149.02,147.91,149.02,147.85
148.42,147.76,148.42,147.34
146.30,144.50,146.30,144.50
144.60,145.07,145.21,144.60
145.53,144.96,145.53,144.79
145.79,143.74,145.79,143.74
144.03,143.10,144.03,143.10
142.41,142.41,142.41,142.41
143.23,141.95,143.82,141.77
143.87,143.42,143.87,143.00
144.82,145.29,145.29,144.77
146.34,147.19,147.19,146.34
147.23,147.90,148.06,147.23
147.85,147.16,147.90,147.16
148.26,148.31,148.40,148.26
147.67,147.67,147.67,147.67
147.41,147.11,147.46,147.11
146.33,146.58,146.74,146.00
145.81,147.05,147.05,145.81
148.00,146.27,148.00,146.27
145.88,144.40,145.88,144.13
142.52,142.70,142.70,142.52
142.56,144.17,144.28,142.34
143.91,144.96,145.04,143.91
144.96,144.96,144.96,144.96
146.62,146.62,146.62,146.62
146.28,145.19,146.28,145.08
145.28,145.10,145.57,144.61
145.64,145.51,145.82,145.51
145.82,143.12,145.82,142.06
142.48,141.27,142.70,141.27
144.31,143.92,144.31,143.82
143.24,142.92,143.24,142.00
141.41,142.77,142.77,140.78
142.86,142.18,143.40,142.18
142.12,141.92,142.12,141.62
142.62,144.42,144.42,142.49
144.25,143.96,144.47,143.96
141.92,142.30,142.60,141.92
140.44,138.06,140.62,138.06
136.24,136.30,137.47,136.23
134.94,132.04,134.94,132.04
136.43,132.61,136.43,132.06
133.05,133.38,133.44,129.80
135.02,134.71,136.26,134.71
136.41,136.85,136.85,136.29
136.27,136.00,136.98,135.74
134.64,132.08,134.64,131.93
133.69,133.76,133.76,133.09
134.88,135.46,136.16,134.88
133.48,133.54,133.72,132.91
135.58,136.98,136.98,135.37
136.96,135.70,137.40,135.70
135.62,136.15,136.15,135.62
135.94,136.28,136.62,135.48
136.75,136.60,136.75,136.25
136.60,138.16,138.16,136.60
138.04,139.32,139.32,138.04
139.06,139.06,139.06,139.06
138.65,137.76,139.04,137.76
138.90,137.28,139.33,137.28
135.99,134.65,136.34,134.65
135.72,134.83,135.72,134.83
133.10,133.03,133.10,133.03
133.67,131.28,133.67,131.28
129.96,127.46,129.96,126.94
126.80,126.05,128.39,126.05
127.54,128.68,128.68,126.86
128.20,128.34,128.34,127.05
126.91,130.69,130.69,126.91
130.71,133.78,133.78,130.71
133.47,132.42,133.90,131.64
133.00,134.06,134.06,132.80
134.18,135.47,135.47,133.75
135.93,136.32,136.59,135.64
136.70,136.02,136.70,135.81
135.50,135.05,136.68,135.05
133.99,132.74,134.56,132.74
132.86,133.12,133.12,132.86
135.32,134.76,135.67,134.76
135.86,135.89,135.89,135.29
135.12,134.92,135.12,134.58
135.52,133.67,135.52,133.67
133.88,133.94,134.19,133.31
134.39,134.57,134.57,134.39
135.39,134.77,135.42,134.75
134.34,133.66,134.34,133.06
134.10,135.64,135.64,134.10
135.45,135.45,135.45,135.45
135.99,135.77,136.02,135.53
136.06,139.01,139.01,136.06
138.32,138.88,139.54,137.86
139.09,139.02,139.09,138.78
139.16,139.22,139.22,138.46
139.13,139.90,140.15,139.13
140.02,138.84,140.02,138.70
137.91,139.20,139.20,137.91
139.39,138.37,139.42,138.37
136.88,136.10,136.88,135.89
135.36,135.36,135.49,134.35
134.23,134.84,134.84,133.90
135.51,135.61,136.64,135.09
135.61,135.61,135.61,135.61
137.42,137.42,137.42,137.42
137.29,137.45,138.02,137.24
137.63,138.11,138.11,137.63
138.00,139.16,139.19,137.08
139.23,140.46,140.56,139.23
140.43,140.60,140.60,140.43
141.20,140.15,141.20,139.95
140.81,140.94,141.00,140.09
141.05,140.12,141.17,139.78
140.62,137.26,140.97,137.12
137.41,139.14,139.14,137.41
137.85,137.12,137.85,137.03
135.86,137.27,137.53,135.86
137.56,135.61,137.56,135.10
135.41,136.16,136.16,135.16
134.74,133.30,134.74,133.30
133.39,132.11,133.39,132.01
133.11,134.00,134.12,133.11
135.01,135.18,135.37,134.58
136.52,134.92,136.52,134.87
134.08,132.33,134.08,132.33
133.20,132.91,133.42,132.53
134.03,134.18,134.20,132.89
134.88,135.74,135.84,134.88
135.97,135.92,136.68,135.92
134.57,135.09,135.09,134.57
136.26,136.43,136.54,135.61
136.29,135.78,136.29,135.78
134.95,134.68,134.95,134.68
132.34,130.30,132.34,129.58
131.32,130.74,131.37,130.74
128.49,127.47,128.72,127.47
125.62,124.70,126.23,124.49
124.47,123.86,124.47,123.86
122.23,120.06,122.23,120.06
123.00,122.08,123.10,121.05
122.19,117.76,122.19,117.14
117.29,119.45,120.11,115.93
116.50,117.04,117.04,115.25
118.42,115.07,118.45,113.85
113.42,116.08,116.99,110.77
115.91,116.42,118.15,115.91
117.84,118.87,119.03,117.45
117.91,117.55,118.31,117.55
117.53,118.57,118.57,117.14
118.53,115.90,118.53,115.90
116.45,115.27,116.45,115.27
115.74,117.99,118.32,115.74
118.59,119.36,119.65,117.86
116.00,116.17,116.17,115.98
116.99,116.00,116.99,114.35
116.35,116.75,116.75,116.35
113.03,112.44,113.78,112.44
109.92,108.87,109.98,107.77
108.07,108.71,110.34,108.07
109.07,108.47,110.57,108.47
107.23,108.05,108.05,106.49
108.32,109.29,109.29,108.12
110.77,112.68,112.68,110.77
114.23,115.81,115.91,113.89
114.84,114.84,114.84,114.84
114.16,115.42,115.44,113.95
116.96,117.19,117.67,116.86
116.31,116.60,116.60,116.31
114.54,116.83,116.83,114.54
117.58,117.58,117.58,117.58
119.78,119.28,119.78,119.28
120.04,119.43,120.04,119.43
120.15,120.96,120.96,120.15
121.71,123.13,123.13,121.71
123.33,124.05,124.05,123.13
124.10,125.20,125.97,124.10
124.62,126.00,126.59,124.62
125.03,122.71,125.03,122.71
123.12,123.12,123.12,123.12
122.37,121.79,122.37,121.59
123.70,125.07,125.07,123.57
125.06,125.06,125.07,125.06
123.36,122.95,123.36,122.95
122.77,124.14,124.14,122.77
124.57,125.72,125.72,124.57
125.92,126.64,126.77,125.92
126.35,126.43,126.53,125.99
126.58,126.46,126.89,126.38
125.05,125.05,125.05,125.05
122.93,123.43,123.43,122.72
123.86,123.98,124.24,123.28
123.79,124.63,124.64,123.79
127.90,127.70,128.17,127.54
128.26,128.68,128.89,128.14
128.37,128.47,128.65,128.37
128.39,127.96,128.39,127.96
127.22,126.86,127.22,126.64
126.39,128.31,128.48,126.39
127.67,127.67,127.67,127.67
127.99,127.59,127.99,127.42
128.52,126.84,128.52,126.84
126.90,128.16,128.25,126.19
128.32,130.74,130.74,128.32
130.45,130.72,130.78,130.45
131.04,130.70,131.04,130.70
131.88,132.09,132.09,131.55
132.32,131.98,132.32,131.98
132.21,133.27,133.27,132.19
132.82,132.08,132.82,132.08
131.99,133.31,133.31,131.99
133.31,133.31,133.31,133.31
132.61,133.29,133.29,132.53
133.70,133.55,133.70,133.16
133.44,131.91,133.44,131.91
130.16,130.52,130.52,129.86
130.58,131.11,131.11,130.14
130.16,129.49,130.16,129.23
128.46,128.04,128.94,127.41
127.77,127.56,127.79,127.56
126.95,127.82,127.84,126.95
128.39,128.96,128.96,128.39
129.12,129.76,129.76,129.12
129.15,128.37,129.23,128.37
127.36,127.75,127.75,126.70
127.11,127.11,127.11,127.11
129.18,129.25,129.25,129.18
128.27,127.55,129.43,127.23
127.57,127.57,127.57,127.57
126.40,126.96,127.42,126.40
126.90,128.57,128.68,126.90
129.57,129.40,129.57,129.38
129.96,131.84,131.84,129.96
131.58,132.54,132.66,131.58
132.51,132.84,132.94,132.51
133.81,134.05,134.05,133.68
134.61,134.15,134.86,134.10
134.07,135.90,135.91,134.07
136.79,136.83,136.86,136.76
135.42,136.29,136.29,135.10
136.52,137.83,137.83,136.52
137.91,138.43,138.82,137.91
138.74,139.10,139.16,138.55
138.55,138.46,138.59,138.09
136.28,135.43,136.74,135.43
134.86,134.11,134.87,134.11
133.28,133.98,134.12,133.16
135.01,134.63,135.19,134.58
133.41,133.74,133.74,133.39
134.14,133.90,134.14,133.80
135.76,134.99,136.14,134.99
134.80,134.26,135.10,133.82
134.09,134.11,134.11,133.89
135.22,135.95,135.99,135.16
130.00,130.99,132.83,130.00
129.42,127.01,129.42,126.77
129.64,129.92,129.92,129.08
131.67,132.34,132.34,131.67
132.91,134.11,134.11,132.91
134.33,134.67,135.75,134.33
134.47,133.57,134.47,132.85
132.72,134.39,134.39,132.72
135.37,134.31,135.42,134.31
135.96,137.24,137.24,135.96
138.41,138.72,138.95,138.41
139.63,140.33,140.82,139.63
140.57,139.36,140.57,139.25
139.78,139.37,139.81,139.18
139.10,139.16,139.37,139.10
139.27,139.94,139.94,139.27
139.44,139.01,139.44,138.93
139.01,139.01,139.01,139.01
140.81,140.81,140.81,140.81
140.20,141.36,141.36,140.20
140.93,140.74,140.93,140.52
141.30,141.30,141.30,141.30
141.36,141.71,141.76,141.36
142.48,142.80,142.80,142.19
142.40,142.91,143.43,142.28
143.01,143.12,143.73,143.01
141.11,141.35,141.44,140.75
140.85,141.89,141.95,140.85
142.45,142.72,142.99,142.45
143.43,144.01,144.21,143.43
144.50,143.95,144.50,143.95
144.08,144.06,144.08,144.06
143.34,142.92,143.34,142.91
143.33,143.46,143.68,143.28
143.03,143.46,143.55,143.03
144.74,144.79,145.08,144.72
143.92,143.35,144.03,143.35
143.28,142.63,143.28,141.88
142.73,143.24,143.24,142.73
143.20,143.45,143.56,143.14
143.40,143.40,143.40,143.40
144.88,144.89,145.18,144.83
144.88,143.43,144.88,143.43
144.00,143.97,144.00,143.97
143.00,143.48,143.48,143.00
144.50,144.50,144.50,144.50
144.43,143.91,144.43,143.91
143.27,143.76,143.76,143.11
142.79,143.87,143.87,142.63
144.52,144.93,144.93,144.39
146.00,145.41,146.00,144.97
145.79,146.19,146.19,145.73
145.68,145.71,145.98,145.63
144.66,141.77,144.66,141.77
141.54,143.45,143.45,141.54
142.30,141.08,142.30,140.58
141.10,141.17,141.19,141.10
141.68,143.00,143.06,141.68
142.20,142.20,142.20,142.20
142.56,142.87,142.87,142.56
142.73,142.39,142.80,142.39
142.95,143.63,143.64,142.10
144.16,145.39,145.39,144.16
145.24,144.96,145.29,144.75
143.80,143.16,143.80,143.16
143.03,143.74,143.74,143.03
143.36,143.80,143.99,142.98
142.95,142.43,143.02,142.29
143.25,144.10,144.10,143.25
142.98,142.81,142.98,142.81
142.80,142.39,142.92,142.39
143.37,143.23,143.84,143.19
143.23,143.23,143.23,143.23
142.47,142.14,142.47,142.14
144.00,144.00,144.00,144.00
141.13,140.75,141.13,140.37
140.33,140.56,140.80,140.33
139.86,139.84,139.89,138.71
140.35,140.36,140.42,140.32
138.95,138.79,138.95,138.79
139.74,139.20,139.74,139.19
139.20,139.55,139.55,139.20
138.98,139.16,139.24,138.88
138.94,139.13,139.13,138.94
140.30,140.06,140.50,139.92
138.52,138.62,138.78,138.52
137.80,136.77,137.80,136.42
136.77,136.77,136.77,136.77
135.54,135.54,135.54,135.54
134.87,135.20,135.20,134.87
134.41,133.72,134.41,132.98
132.71,132.26,132.87,131.82
131.75,130.58,131.75,130.58
131.58,131.58,131.58,131.58
133.90,135.01,135.01,133.90
134.41,134.49,134.49,134.41
134.99,137.41,137.75,134.87
140.15,139.38,140.15,138.92
139.25,141.40,141.40,139.19
143.00,142.23,143.00,141.86
142.59,143.31,143.46,142.59
143.08,143.22,143.41,143.08
143.69,143.77,143.93,143.40
144.27,144.26,144.27,144.26
144.77,145.38,145.38,144.77
146.00,145.79,146.00,145.34
146.02,147.08,147.08,146.02
147.37,147.30,147.37,147.30
146.77,146.00,146.77,146.00
146.11,145.58,146.23,145.58
145.88,145.16,145.88,145.01
144.92,142.82,144.92,142.50
143.11,143.14,143.47,142.70
145.25,145.05,145.25,145.05
