GTXI,GTx,NASDAQ
6.56,6.51,6.98,6.41
6.42,7.49,7.49,6.24
7.43,7.07,7.45,7.03
7.01,6.87,7.10,6.81
6.90,7.05,7.05,6.90
7.00,6.91,7.00,6.90
6.92,6.63,6.92,6.59
6.57,6.49,6.60,6.28
6.39,5.68,6.39,5.14
5.60,5.50,5.73,5.50
5.48,5.44,5.57,5.25
5.40,5.46,5.57,5.29
5.55,5.40,5.60,5.40
5.50,5.43,5.50,5.38
5.39,5.28,5.46,5.16
5.25,5.20,5.41,5.03
5.16,5.42,5.82,5.16
5.86,5.80,5.86,5.43
5.72,5.55,5.72,5.34
5.44,5.27,5.59,5.19
5.30,5.49,5.65,5.26
5.49,5.65,5.72,5.20
5.61,5.48,5.61,5.21
5.50,5.79,6.14,5.50
