HYG,iShares iBoxx $ High Yield Corporate Bond ETF,NASDAQ
92.95,91.64,93.27,91.62
91.09,90.74,91.58,90.28
91.01,90.15,91.11,90.12
89.45,89.04,90.00,88.27
89.50,90.31,90.31,89.50
90.70,91.06,91.18,90.57
91.40,91.50,91.94,91.40
91.30,90.88,91.32,90.47
90.57,90.89,90.99,90.50
90.79,90.61,91.05,90.35
90.29,90.82,90.86,90.28
90.39,89.85,90.44,89.63
90.09,91.09,91.09,90.00
91.10,91.14,91.19,90.87
91.18,91.50,91.54,91.08
92.18,92.65,92.67,92.00
92.41,92.56,92.67,92.25
92.67,92.95,93.09,92.56
93.09,92.72,93.09,92.47
93.03,93.40,93.52,93.00
93.50,93.96,94.00,93.44
93.95,93.90,93.97,93.77
93.93,93.97,94.01,93.75
93.89,93.74,93.98,93.67
93.54,92.95,93.64,92.66
92.51,92.74,92.88,92.44
92.48,92.78,92.78,92.39
92.60,92.58,92.73,92.42
92.52,92.71,92.87,92.52
92.49,92.98,93.01,92.28
92.42,91.65,92.59,91.61
91.96,92.21,92.26,91.81
92.18,91.74,92.18,91.70
91.93,91.65,91.93,91.36
91.45,91.36,91.54,91.29
91.42,91.56,91.59,91.38
91.43,91.57,91.67,91.12
91.44,91.49,91.72,91.42
91.48,91.49,91.57,91.30
91.43,91.31,91.49,91.26
91.00,90.84,91.09,90.75
90.97,90.53,91.10,90.42
90.57,89.93,90.63,89.80
90.30,90.76,90.86,90.28
90.67,90.43,90.78,90.37
90.57,90.92,90.92,90.49
90.90,91.30,91.36,90.85
91.32,91.31,91.39,91.13
91.05,90.72,91.13,90.71
90.76,91.06,91.09,90.66
90.91,91.43,91.50,90.82
91.47,91.35,91.59,91.19
90.94,90.39,91.18,90.31
90.53,90.73,90.84,90.51
90.57,90.27,90.65,90.27
90.79,90.57,91.10,90.42
90.73,90.80,91.00,90.71
90.88,91.12,91.13,90.87
90.99,91.24,91.26,90.90
91.19,91.13,91.31,91.10
91.24,91.06,91.32,90.98
91.71,91.56,91.81,91.45
91.67,91.86,91.98,91.61
91.84,92.74,92.88,91.71
92.99,92.47,92.99,92.40
92.44,92.36,92.49,92.28
92.35,92.35,92.46,92.22
92.27,92.15,92.41,92.06
92.14,91.99,92.26,91.95
92.11,91.94,92.13,91.77
91.87,91.84,91.94,91.61
91.59,91.58,91.95,91.50
91.16,91.53,91.55,91.06
91.46,91.57,91.57,91.25
91.65,91.63,91.69,91.43
91.60,91.79,91.87,91.54
91.46,91.55,91.76,91.46
91.75,91.51,91.86,91.49
91.78,91.59,91.78,91.51
91.82,92.01,92.10,91.82
92.16,92.18,92.24,92.01
92.00,92.32,92.41,92.00
92.40,92.29,92.40,92.05
92.33,92.78,92.79,92.32
92.75,93.23,93.25,92.73
93.28,93.42,93.50,93.25
93.45,93.21,93.46,93.21
93.38,93.49,93.61,93.36
93.57,93.57,93.59,93.32
93.60,93.60,93.69,93.46
93.64,93.63,93.70,93.55
93.65,93.61,93.70,93.58
93.59,93.76,93.79,93.57
93.76,93.38,93.83,93.31
93.44,93.43,93.54,93.22
93.00,92.82,93.26,92.80
93.08,92.98,93.08,92.93
92.92,92.73,92.92,92.73
92.89,93.00,93.01,92.82
93.10,93.06,93.14,92.92
92.69,92.90,92.96,92.66
92.94,92.55,92.94,92.53
92.56,92.42,92.59,92.37
92.37,92.77,92.78,92.32
92.75,93.04,93.05,92.65
93.06,93.18,93.18,92.96
93.23,92.91,93.25,92.83
92.88,92.87,93.01,92.79
92.83,92.78,93.07,92.67
92.83,93.10,93.10,92.76
93.06,93.17,93.20,92.99
93.20,93.31,93.34,93.06
93.22,93.38,93.43,93.15
93.64,93.32,93.64,93.30
93.33,93.42,93.45,93.31
92.89,93.00,93.03,92.85
92.86,92.91,93.00,92.76
92.75,92.67,92.87,92.54
92.67,92.60,92.76,92.54
92.83,92.86,92.98,92.65
93.05,93.20,93.25,92.90
93.20,93.20,93.24,93.09
93.20,92.92,93.20,92.79
92.93,92.75,93.01,92.75
92.86,92.90,92.97,92.79
92.87,92.98,93.04,92.87
93.08,92.99,93.08,92.88
93.00,93.15,93.28,92.75
93.00,93.05,93.09,92.91
93.05,93.11,93.11,92.93
93.09,93.18,93.33,93.01
93.10,93.13,93.21,93.10
92.61,92.75,92.77,92.61
92.78,92.74,92.78,92.65
92.77,92.82,92.87,92.67
92.85,92.88,92.96,92.77
92.86,93.04,93.05,92.71
92.99,93.01,93.11,92.94
93.15,93.21,93.23,93.06
93.23,93.21,93.31,93.16
93.21,93.15,93.29,93.12
93.25,93.29,93.30,93.19
93.41,93.57,93.57,93.35
93.55,93.47,93.61,93.41
93.48,93.61,93.68,93.48
93.70,93.80,93.80,93.61
93.79,93.76,93.83,93.73
93.83,93.78,93.89,93.72
93.90,93.90,93.95,93.82
93.93,93.76,93.94,93.73
93.78,93.64,93.81,93.58
93.46,93.02,93.47,92.99
93.15,92.99,93.22,92.95
93.11,93.40,93.48,93.04
93.25,93.12,93.26,93.10
93.30,93.28,93.43,93.21
93.13,93.25,93.37,93.12
93.02,92.51,93.02,92.30
92.75,92.62,92.80,92.58
92.62,92.62,92.70,92.53
92.78,92.95,92.97,92.66
93.06,93.42,93.42,93.06
93.42,93.48,93.54,93.31
93.53,93.64,93.75,93.44
93.67,93.49,93.72,93.46
93.44,93.76,93.78,93.44
93.70,93.91,93.95,93.69
93.82,94.04,94.09,93.82
94.11,93.80,94.19,93.78
93.89,94.09,94.09,93.87
94.10,94.17,94.23,94.10
94.25,94.38,94.44,94.25
94.40,94.49,94.52,94.38
94.57,94.65,94.65,94.50
94.65,94.83,94.84,94.65
94.82,94.93,95.02,94.72
94.37,94.38,94.50,94.11
94.61,94.72,94.75,94.48
94.69,94.55,94.70,94.50
94.63,94.41,94.67,94.37
94.31,94.05,94.38,94.01
94.04,94.06,94.09,93.92
94.14,93.96,94.16,93.94
93.98,94.12,94.14,93.97
94.18,93.87,94.18,93.83
93.89,93.80,94.01,93.74
93.91,93.93,94.01,93.85
94.03,94.21,94.23,93.93
94.19,93.73,94.29,93.54
93.90,94.05,94.07,93.67
94.01,93.99,94.16,93.96
94.20,94.02,94.20,93.96
94.09,94.21,94.29,94.09
94.35,94.23,94.35,94.16
94.17,94.09,94.24,94.07
94.23,94.25,94.35,94.17
94.45,94.39,94.49,94.34
94.05,94.12,94.12,93.97
94.14,94.02,94.14,93.98
94.10,94.06,94.15,94.04
94.18,94.28,94.36,94.15
94.27,94.08,94.30,94.07
94.15,94.30,94.30,94.08
94.30,94.45,94.46,94.20
94.50,94.18,94.50,94.18
94.22,93.78,94.22,93.77
93.84,94.08,94.14,93.84
94.22,94.18,94.22,94.00
94.22,94.23,94.25,94.10
94.18,94.12,94.25,94.10
94.24,94.12,94.28,94.10
94.25,94.22,94.27,94.12
94.24,94.25,94.44,94.20
94.25,94.27,94.40,94.15
94.31,94.24,94.32,94.16
94.26,94.22,94.30,94.13
94.36,94.36,94.38,94.19
94.36,94.34,94.42,94.20
94.01,93.82,94.05,93.82
94.04,94.04,94.04,93.83
93.77,94.00,94.08,93.75
94.15,94.02,94.15,93.98
94.09,94.16,94.26,94.05
94.27,94.14,94.31,94.09
94.16,94.23,94.30,94.14
94.38,94.33,94.38,94.22
94.27,94.48,94.62,94.25
94.40,94.53,94.59,94.39
94.60,94.44,94.60,94.34
94.50,94.63,94.65,94.38
94.60,94.77,94.85,94.51
94.77,94.65,94.78,94.64
94.73,94.64,94.77,94.50
94.66,94.71,94.73,94.59
94.66,94.74,94.84,94.66
94.77,94.83,94.85,94.72
94.85,94.86,94.90,94.81
94.90,94.95,95.00,94.84
94.98,95.05,95.07,94.93
94.75,94.32,94.75,94.31
94.41,94.33,94.43,94.31
94.31,94.33,94.40,94.26
94.42,94.56,94.59,94.33
94.60,94.83,94.91,94.59
94.97,94.94,94.98,94.78
94.76,94.89,95.00,94.76
94.88,94.90,94.92,94.78
94.81,94.84,94.93,94.81
94.98,94.95,94.98,94.83
94.92,94.90,95.00,94.89
94.89,94.83,95.00,94.78
94.84,95.26,95.31,94.84
95.27,95.24,95.31,95.15
95.26,95.33,95.40,95.24
95.34,95.32,95.43,95.29
95.27,95.24,95.41,95.24
95.30,95.38,95.40,95.25
95.34,95.28,95.39,95.20
95.31,95.28,95.33,95.19
95.11,95.20,95.32,95.11
94.93,94.81,95.03,94.78
94.87,94.87,95.00,94.81
94.86,94.73,94.91,94.70
94.70,94.66,94.80,94.65
94.74,94.68,94.78,94.66
94.75,94.61,94.80,94.58
94.54,94.32,94.54,94.29
94.33,94.48,94.53,94.33
94.80,94.45,94.80,94.44
94.46,94.30,94.51,94.29
94.41,94.15,94.41,94.13
94.11,93.49,94.14,93.48
93.77,93.88,93.98,93.65
93.85,93.72,93.88,93.63
93.77,93.85,94.00,93.76
93.96,94.03,94.08,93.93
94.07,94.20,94.29,93.99
94.18,94.04,94.23,94.01
94.01,93.76,94.04,93.74
93.82,93.63,94.00,93.61
93.73,93.24,93.77,93.10
92.83,92.48,92.97,92.44
92.06,92.04,92.35,91.32
92.06,92.60,92.63,92.03
92.61,92.42,92.63,92.28
92.38,92.64,92.73,92.35
92.69,92.70,92.95,92.67
92.50,92.99,93.06,92.50
93.12,93.43,93.49,92.99
93.47,93.41,93.56,93.32
93.65,93.68,93.70,93.46
93.72,93.86,93.96,93.71
94.02,94.05,94.11,93.87
94.07,94.32,94.34,94.01
94.37,94.29,94.38,94.24
94.32,94.36,94.48,94.17
94.36,94.36,94.46,94.34
94.35,94.13,94.41,94.09
94.26,94.33,94.38,94.08
94.33,94.40,94.47,94.31
94.47,94.31,94.48,94.30
94.28,94.17,94.39,94.13
94.24,94.24,94.28,94.12
93.77,93.92,93.98,93.75
93.92,93.68,93.92,93.67
93.73,93.37,93.77,93.26
93.38,93.26,93.45,93.25
93.24,93.17,93.35,93.08
93.14,92.74,93.14,92.71
92.75,92.78,92.82,92.55
92.68,92.78,92.84,92.58
92.70,92.67,92.80,92.52
92.75,92.50,92.76,92.47
92.45,92.69,92.86,92.43
92.87,92.99,93.09,92.76
92.98,93.02,93.08,92.91
93.10,93.16,93.19,93.02
93.16,92.99,93.24,92.91
92.79,92.52,92.92,92.44
92.50,92.24,92.50,92.06
92.10,91.61,92.10,91.50
91.22,91.55,91.73,90.95
91.04,91.36,91.37,90.89
91.64,91.95,92.03,91.55
91.75,91.66,91.90,91.52
91.62,91.84,91.88,91.40
92.10,92.15,92.43,91.97
92.30,92.25,92.44,92.14
92.13,91.90,92.21,91.81
91.88,92.34,92.38,91.73
92.15,91.36,92.23,91.27
91.18,90.62,91.31,90.51
90.55,90.17,90.96,90.15
90.50,90.47,90.77,90.22
90.21,90.49,90.49,89.21
89.99,91.00,91.10,89.85
91.74,91.77,92.24,91.40
91.83,92.43,92.50,91.73
92.62,93.18,93.20,92.62
93.16,92.57,93.20,92.45
92.87,92.53,94.92,92.51
92.45,92.79,92.92,92.45
92.73,92.41,92.75,92.34
92.54,92.56,92.71,92.38
92.63,92.49,92.68,92.21
92.50,92.45,94.95,92.39
92.81,92.53,92.81,92.50
92.22,92.32,92.51,92.18
92.29,92.03,92.29,91.96
92.16,92.01,92.18,91.91
92.08,92.25,92.27,92.07
92.25,92.34,92.38,92.14
92.31,92.38,92.42,92.29
92.38,92.59,92.62,92.25
92.48,92.29,92.51,92.26
92.38,91.91,92.38,91.80
91.81,91.45,91.94,91.41
91.52,91.44,91.67,91.35
91.41,91.26,91.56,91.25
91.10,91.24,91.26,90.86
91.00,91.25,91.30,90.92
91.62,91.75,92.01,91.53
91.87,91.74,91.94,91.63
91.70,91.89,91.95,91.66
91.95,92.01,92.13,91.90
91.59,91.13,91.65,91.04
90.67,89.80,90.67,89.74
90.05,90.29,90.32,89.87
90.32,90.44,90.51,90.20
90.36,90.38,90.50,90.30
90.26,90.31,90.39,90.04
90.13,89.85,90.20,89.70
89.31,89.80,89.88,89.23
89.37,88.77,89.50,88.42
88.62,88.45,88.91,87.92
87.80,87.25,87.94,87.10
87.44,87.20,87.60,86.46
86.44,86.89,87.66,86.12
86.96,88.66,88.98,86.89
90.00,89.37,90.31,88.72
89.62,90.23,90.31,89.52
90.15,90.01,90.30,89.70
90.24,90.33,90.41,89.95
89.98,90.25,90.30,89.92
90.35,89.97,90.50,89.90
90.02,90.02,90.24,89.73
89.77,89.84,89.96,89.66
89.88,89.60,90.00,89.44
89.69,89.60,89.93,89.49
89.10,88.77,89.24,88.65
88.60,88.43,88.96,88.34
89.12,88.98,89.28,88.87
89.31,89.65,89.83,88.98
89.72,90.10,90.14,89.37
90.17,89.99,90.17,89.64
90.00,89.99,90.23,89.54
89.51,89.78,89.84,89.35
89.98,89.23,89.98,89.21
89.34,89.57,89.70,89.33
89.84,89.41,89.84,89.26
89.36,89.89,89.91,89.30
90.02,90.01,90.17,89.78
90.01,90.01,90.14,89.93
90.07,90.42,90.49,89.93
90.08,90.35,90.43,90.01
90.41,90.16,90.50,90.01
90.34,90.48,90.52,90.15
90.38,90.23,90.48,90.19
90.03,90.21,90.21,89.88
90.38,90.72,90.83,90.30
90.64,90.34,90.64,90.30
90.55,90.87,90.88,90.40
91.07,90.94,91.08,90.78
90.88,90.72,90.99,90.70
90.90,91.03,91.03,90.89
90.98,91.00,91.03,90.83
91.14,90.99,91.14,90.94
91.01,91.12,91.19,90.94
91.24,91.06,91.28,91.03
91.15,91.37,91.39,91.04
91.27,91.16,91.32,91.14
91.15,91.41,91.42,91.08
91.45,91.48,91.48,91.27
91.46,91.57,91.60,91.39
91.63,91.87,91.90,91.57
91.84,91.85,91.97,91.74
91.90,91.87,91.95,91.81
91.56,91.46,91.60,91.30
91.32,91.20,91.40,91.12
91.05,91.03,91.16,90.98
91.17,91.20,91.20,91.04
90.95,90.62,90.97,90.53
90.73,90.43,90.74,90.38
90.28,90.08,90.34,89.90
90.35,90.33,90.46,90.07
90.60,90.51,90.64,90.36
90.36,90.20,90.40,89.97
90.27,90.11,90.34,90.05
89.88,89.66,90.02,89.49
89.66,90.46,90.47,89.49
90.17,89.74,90.36,89.68
90.10,90.44,90.48,89.97
90.43,90.51,90.54,90.31
90.48,90.65,90.72,90.45
90.71,90.41,90.83,90.40
90.51,90.40,90.53,90.23
90.39,90.47,90.56,90.35
90.51,90.72,90.79,90.50
90.69,90.61,90.84,90.56
90.35,90.39,90.43,90.10
90.46,90.46,90.59,90.35
90.38,90.69,90.81,90.38
90.77,91.17,91.20,90.69
91.21,91.15,91.30,91.01
91.19,91.06,91.26,91.00
91.05,91.27,91.28,91.05
91.27,91.10,91.32,91.08
91.13,91.14,91.20,90.93
91.24,91.50,91.56,91.21
91.44,91.31,91.44,91.27
91.24,91.03,91.24,91.00
91.24,91.23,91.38,91.11
91.48,91.29,91.48,91.24
91.43,91.20,91.44,91.18
91.26,91.17,91.36,91.08
91.19,91.32,91.34,91.19
91.45,91.35,91.49,91.27
91.28,91.21,91.31,91.17
91.00,91.04,91.20,90.92
91.00,90.99,91.08,90.81
90.66,90.79,90.81,90.61
90.95,90.77,90.97,90.65
90.69,90.65,90.78,90.49
90.65,90.38,90.69,90.32
90.30,90.37,90.58,90.27
90.86,91.08,91.08,90.80
91.01,90.51,91.06,90.48
90.36,90.50,90.73,90.29
90.62,90.37,90.77,90.33
90.59,90.81,90.87,90.59
90.90,91.01,91.08,90.81
91.00,90.86,91.00,90.75
90.88,90.72,90.88,90.64
90.73,90.61,90.86,90.61
90.60,90.74,90.83,90.60
90.73,90.81,90.85,90.69
90.67,90.62,90.79,90.61
90.78,90.82,90.90,90.68
90.81,90.78,90.83,90.69
90.76,90.91,90.97,90.76
90.65,90.66,90.77,90.46
90.75,90.49,90.75,90.34
90.39,90.00,90.45,89.94
89.93,89.71,90.01,89.71
89.49,89.44,89.63,89.33
89.52,89.44,89.61,89.34
89.42,89.29,89.44,89.17
89.31,89.41,89.48,89.26
89.47,89.59,89.60,89.38
89.42,89.26,89.52,89.24
89.07,88.84,89.22,88.81
88.81,89.34,89.34,88.81
89.20,89.26,89.40,88.94
89.29,89.59,89.69,89.29
89.76,89.64,89.76,89.46
89.89,89.82,89.99,89.64
89.77,89.76,89.80,89.64
89.70,89.52,89.79,89.52
89.57,89.25,89.64,89.25
89.25,88.99,89.32,88.95
88.65,88.38,88.80,88.37
88.76,88.80,88.86,88.58
88.81,88.42,88.81,88.36
88.65,88.75,88.85,88.52
88.58,88.46,88.75,88.41
88.33,88.53,88.63,88.13
88.17,88.09,88.42,88.06
88.45,88.29,88.73,88.29
88.59,88.80,88.87,88.56
88.91,88.88,88.94,88.72
88.74,88.79,88.83,88.64
88.78,88.79,88.90,88.65
88.89,88.93,89.03,88.88
88.99,88.69,88.99,88.60
88.65,88.28,88.66,88.27
88.21,88.12,88.32,88.11
87.87,87.55,87.93,87.52
87.52,87.50,87.71,87.50
87.50,87.25,87.55,87.20
87.01,86.88,87.27,86.81
86.97,87.35,87.45,86.93
87.35,87.86,87.93,87.35
87.81,88.12,88.17,87.81
88.01,87.97,88.24,87.94
87.59,87.41,87.60,87.37
87.50,87.46,87.63,87.44
87.64,87.34,87.73,87.33
87.23,86.98,87.33,86.96
86.85,86.71,86.89,86.68
86.77,86.96,86.97,86.73
86.63,86.56,86.70,86.46
86.26,86.44,86.48,86.04
86.37,86.33,86.44,86.28
86.29,86.38,86.51,86.28
86.29,86.38,86.51,86.20
86.27,86.27,86.40,86.18
86.21,86.19,86.45,86.02
85.90,85.77,85.97,85.65
85.53,85.46,85.75,85.37
83.81,84.76,85.38,83.43
85.56,84.93,85.69,84.91
85.26,85.64,85.80,85.19
85.86,86.28,86.45,85.86
86.22,86.36,86.50,86.06
86.24,86.24,86.30,85.73
85.70,85.58,85.77,85.44
85.93,85.93,85.96,85.68
86.00,86.05,86.23,85.86
85.86,85.96,86.07,85.85
86.35,86.43,86.44,86.24
86.60,86.32,86.62,86.24
86.28,86.53,86.60,86.28
86.15,86.50,86.55,86.11
86.36,86.35,86.44,86.22
86.25,86.33,86.41,86.20
86.03,86.02,86.23,85.94
86.01,86.09,86.41,85.85
85.84,85.85,86.05,85.69
85.86,85.69,85.90,85.61
85.35,85.07,85.69,84.96
85.05,84.92,85.11,84.86
84.75,84.50,84.75,84.35
84.60,84.07,84.76,84.04
83.67,82.78,84.02,82.72
82.71,82.77,83.09,82.63
83.13,83.29,83.34,82.83
82.75,82.36,82.88,82.32
81.89,82.44,82.47,81.66
82.87,83.43,83.47,82.81
83.48,83.89,83.98,83.36
84.35,84.75,84.83,84.20
84.62,85.10,85.13,84.46
85.23,85.11,85.60,84.98
85.18,84.95,85.25,84.83
84.79,84.75,84.95,84.63
84.76,84.69,84.95,84.64
84.82,84.89,84.95,84.61
84.91,85.28,85.29,84.89
85.15,85.51,85.57,85.08
85.38,85.59,85.69,85.29
85.65,85.50,85.77,85.26
85.58,85.53,85.68,85.41
85.90,85.83,86.09,85.58
85.93,85.74,85.94,85.68
85.67,85.46,85.68,85.34
85.46,85.69,85.71,85.30
85.45,85.47,85.68,85.43
85.53,85.57,85.76,85.39
85.18,85.44,85.48,85.11
85.36,85.53,85.58,85.36
85.57,85.28,85.57,85.24
85.25,84.95,85.34,84.94
84.62,84.54,84.69,84.34
84.36,84.19,84.44,84.13
84.10,84.00,84.19,83.87
84.04,83.80,84.10,83.75
83.47,83.24,83.68,83.22
83.28,83.00,83.36,82.99
82.91,83.39,83.44,82.81
83.60,83.45,83.74,83.37
83.40,83.61,83.66,83.40
83.33,82.86,83.49,82.85
82.88,82.84,83.21,82.81
82.74,82.77,82.89,82.69
82.65,82.88,82.91,82.57
82.84,82.97,82.99,82.84
83.02,83.10,83.15,82.94
83.10,83.05,83.15,82.99
82.85,83.24,83.28,82.80
83.18,83.07,83.44,83.03
82.92,82.85,83.13,82.72
82.80,82.66,82.93,82.50
82.33,82.08,82.50,82.02
81.43,81.06,81.62,80.96
81.06,81.48,81.70,81.05
81.27,81.14,81.57,81.00
80.54,79.52,80.54,78.62
79.40,78.83,79.51,78.21
79.80,80.12,80.45,79.76
80.39,80.73,80.89,80.06
80.70,79.83,80.81,79.80
79.56,79.53,79.79,79.34
79.70,79.28,79.90,79.07
79.40,80.24,80.26,79.36
80.51,80.75,80.89,80.42
80.35,80.49,80.70,80.27
80.24,80.01,80.25,79.88
80.16,80.47,80.53,80.15
80.37,80.53,80.64,80.18
80.48,80.58,80.88,80.39
80.01,80.10,80.16,79.67
80.34,80.25,80.53,80.07
79.93,80.25,80.33,79.93
79.67,79.73,80.00,79.62
80.04,79.52,80.22,79.50
79.86,79.40,79.95,79.31
79.89,79.48,79.95,79.30
79.54,78.60,79.62,78.49
78.66,78.95,79.04,78.28
77.67,77.91,78.68,77.42
77.95,77.64,78.13,77.39
77.03,77.12,77.42,75.82
77.12,77.64,77.96,76.80
78.40,78.83,78.92,78.24
78.59,78.05,78.74,78.03
78.36,78.75,78.79,78.18
78.72,78.63,79.08,78.38
79.11,79.03,79.29,78.74
79.20,79.29,79.45,79.13
78.76,78.43,78.79,78.31
78.05,77.87,78.22,77.83
78.11,78.25,78.40,77.63
78.22,78.00,78.39,77.93
77.99,77.40,77.99,77.28
76.77,76.50,76.80,76.28
76.09,76.21,76.56,75.87
76.41,76.10,76.73,75.95
75.35,75.59,75.87,75.09
75.86,76.72,76.79,75.77
76.81,76.79,77.03,76.69
77.18,77.42,77.59,77.11
77.70,77.49,77.75,77.44
77.15,77.64,77.68,77.05
78.04,78.31,78.35,77.95
78.06,78.15,78.28,77.74
77.56,78.28,78.37,77.46
78.33,78.70,78.73,78.06
78.95,79.23,79.30,78.86
79.28,80.08,80.13,79.26
79.83,80.92,81.01,79.54
80.50,80.37,80.61,80.22
80.27,80.64,80.87,79.99
80.78,80.87,81.24,80.50
80.68,80.97,81.00,80.67
80.79,80.40,80.85,80.36
80.55,80.60,80.70,80.36
81.06,81.16,81.19,80.55
81.72,82.14,82.26,81.64
81.88,81.91,82.06,81.53
81.40,81.15,81.48,81.11
80.93,81.69,81.99,80.82
81.88,82.21,82.35,81.72
82.30,82.40,82.61,82.28
82.39,82.31,82.46,82.14
82.14,82.09,82.25,81.98
82.07,81.71,82.07,81.68
81.12,81.35,81.49,81.08
81.26,80.98,81.43,80.94
80.74,81.29,81.32,80.68
81.44,81.58,81.71,81.39
81.49,81.69,81.90,81.48
80.98,81.37,81.51,80.80
81.26,81.17,81.51,81.08
80.82,80.87,81.07,80.78
81.01,81.55,81.62,80.98
81.22,81.15,81.41,81.06
81.58,81.52,81.64,81.42
81.65,81.63,81.86,81.62
81.77,82.11,82.14,81.72
82.31,82.65,82.82,82.31
82.65,82.62,82.73,82.50
82.47,82.49,82.57,82.40
82.16,82.96,82.97,82.13
83.15,83.31,83.41,83.08
83.38,83.47,83.70,83.22
83.57,83.21,83.60,83.17
83.28,83.40,83.45,83.21
83.25,83.08,83.37,83.05
83.29,83.36,83.37,83.16
83.44,83.85,83.91,83.41
83.83,83.71,84.04,83.65
83.63,83.85,83.91,83.35
83.38,83.50,83.53,83.29
83.20,82.96,83.22,82.84
82.81,82.65,82.86,82.61
82.91,82.58,82.92,82.54
82.23,82.53,82.71,82.21
82.40,82.38,82.59,82.28
82.43,83.08,83.10,82.43
83.08,83.02,83.36,82.93
83.24,83.15,83.24,82.96
83.07,82.78,83.18,82.74
82.93,83.24,83.28,82.87
83.10,83.07,83.32,83.01
83.10,83.08,83.33,82.85
82.79,82.85,82.91,82.59
82.86,83.14,83.16,82.86
83.12,83.16,83.60,82.96
83.37,83.66,83.66,83.31
83.83,83.79,83.92,83.75
83.94,83.55,83.94,83.54
83.59,83.69,83.69,83.53
83.75,83.61,83.87,83.52
82.99,83.34,83.38,82.90
83.20,83.36,83.41,83.11
83.44,83.51,83.56,83.23
83.78,83.88,83.93,83.62
83.98,84.25,84.35,83.93
84.36,84.57,84.60,84.35
84.57,84.24,84.57,84.14
83.90,83.83,84.02,83.66
83.50,83.27,83.81,83.27
83.13,82.99,83.24,82.77
83.26,83.03,83.38,82.97
82.85,83.08,83.15,82.45
83.09,83.13,83.33,83.06
83.73,83.62,83.97,83.53
83.77,83.94,83.98,83.63
83.99,84.02,84.12,83.89
84.39,84.64,84.64,84.32
82.99,83.25,84.20,82.90
83.00,82.05,83.06,82.01
82.83,83.08,83.11,82.69
83.58,84.13,84.30,83.54
84.06,84.70,84.80,83.94
84.30,84.47,84.70,84.25
84.30,83.99,84.30,83.85
83.88,84.36,84.37,83.75
84.38,84.47,84.60,84.25
84.82,85.59,85.64,84.79
85.64,85.64,85.92,85.60
86.06,85.88,86.32,85.86
85.87,85.63,85.90,85.51
85.90,85.80,85.91,85.60
85.85,85.63,85.94,85.60
85.68,85.92,85.94,85.63
85.73,85.69,85.87,85.54
85.81,85.91,85.99,85.65
85.78,85.79,86.08,85.74
85.81,86.17,86.26,85.73
86.09,85.76,86.09,85.68
85.70,85.43,85.75,85.38
85.58,85.69,85.72,85.34
85.51,85.33,85.51,85.24
85.18,85.41,85.43,84.99
84.97,84.55,84.98,84.48
84.52,84.43,84.61,84.29
84.50,84.81,84.89,84.45
85.12,85.35,85.46,85.00
85.63,85.54,85.78,85.51
85.70,85.89,85.93,85.60
85.94,86.19,86.25,85.92
86.21,86.03,86.25,86.00
86.17,86.24,86.36,86.10
86.19,86.31,86.33,86.12
86.49,86.57,86.62,86.33
86.60,86.39,86.60,86.35
86.45,86.51,86.55,86.32
86.58,86.85,86.85,86.52
86.74,86.59,86.81,86.55
86.50,86.45,86.56,86.31
86.67,86.74,86.82,86.59
86.73,86.50,86.78,86.49
86.55,86.66,86.77,86.53
86.61,86.56,87.02,86.41
86.69,86.99,87.04,86.66
86.99,87.04,87.14,86.79
86.97,86.70,87.03,86.62
86.40,86.50,86.53,86.12
86.76,86.90,87.03,86.62
86.87,87.00,87.01,86.85
86.95,86.76,87.01,86.70
86.77,86.60,86.82,86.59
86.35,85.77,86.56,85.74
85.60,86.07,86.23,85.55
85.86,85.41,85.97,85.27
85.53,85.39,85.81,85.29
85.50,85.89,85.93,85.44
85.78,85.91,85.93,85.58
85.97,85.96,86.07,85.82
86.00,85.86,86.10,85.72
85.91,86.57,86.62,85.88
86.86,86.86,87.13,86.71
86.80,86.76,86.97,86.70
86.57,86.38,86.68,86.31
86.26,86.63,86.64,86.13
86.78,87.21,87.23,86.47
87.17,86.88,87.19,86.56
87.00,87.26,87.29,86.98
86.82,86.82,86.91,86.65
86.94,86.67,87.00,86.56
86.97,86.90,86.99,86.76
86.97,86.95,86.99,86.73
86.99,87.15,87.19,86.74
87.21,87.40,87.50,87.15
87.27,86.91,87.28,86.77
86.87,86.88,87.03,86.73
86.61,86.66,86.77,86.43
86.91,86.86,86.98,86.74
86.84,86.74,86.99,86.71
87.05,87.09,87.12,86.82
87.16,87.34,87.39,87.14
87.34,87.35,87.41,87.18
87.18,87.37,87.45,87.07
87.48,87.42,87.56,87.28
87.33,87.37,87.42,87.23
87.15,87.02,87.35,86.99
87.09,86.70,87.13,86.55
86.60,86.28,86.66,86.21
86.26,86.02,86.31,85.93
85.68,85.30,85.68,84.97
85.16,84.92,85.24,84.82
85.10,84.94,85.23,84.87
85.09,84.98,85.25,84.91
85.75,86.17,86.22,85.69
85.77,85.98,86.13,85.74
85.45,85.38,86.00,85.30
85.20,84.26,85.20,84.21
83.99,83.47,84.20,83.25
83.25,84.09,84.19,83.24
84.52,85.20,85.31,84.52
84.84,84.86,85.00,84.73
84.85,84.63,85.09,84.63
84.81,84.63,84.94,84.48
84.85,85.31,85.35,84.84
85.45,85.94,86.03,85.42
85.29,85.62,85.69,85.28
85.67,85.73,85.76,85.60
85.62,85.72,86.00,85.47
85.50,85.61,85.70,85.43
85.70,85.65,85.80,85.43
85.28,84.87,85.32,84.87
