ACN,Accenture plc Class A Ordinary Shares (Ireland),NASDAQ
82.87,81.83,83.03,81.82
81.11,79.52,81.51,79.37
79.69,79.40,79.92,78.78
79.06,79.16,79.87,78.85
80.05,79.66,80.17,79.25
80.48,79.56,80.48,79.43
80.22,80.22,80.92,79.84
71.80,71.96,72.25,69.00
72.14,72.10,73.51,72.00
71.73,72.12,72.45,71.39
71.88,72.68,73.00,71.88
73.25,73.64,74.09,73.00
74.01,74.47,74.86,73.76
74.86,74.10,74.98,73.84
74.22,74.35,74.50,73.73
75.00,75.20,75.58,74.89
75.50,75.52,75.74,74.96
75.81,76.25,76.29,75.35
75.98,75.29,76.62,74.68
75.76,75.16,75.77,74.97
75.05,75.44,75.98,75.01
75.56,75.22,75.56,74.54
75.83,75.00,75.90,74.88
75.14,74.25,75.19,74.23
74.59,73.72,74.95,73.51
73.50,73.14,73.98,73.02
73.14,73.12,73.15,72.16
72.84,72.37,72.84,72.15
73.36,73.74,73.92,72.55
73.69,73.81,74.83,73.47
74.21,74.85,74.97,73.75
74.34,74.59,74.64,74.00
74.39,74.23,74.78,74.10
74.01,73.25,74.50,73.19
73.07,73.00,73.40,72.57
72.81,72.98,73.60,72.62
73.03,73.53,73.90,73.03
72.99,72.79,73.70,72.58
73.00,72.88,73.18,72.61
72.71,71.50,72.87,71.39
70.67,71.53,71.96,70.50
71.37,71.65,71.87,71.17
71.63,71.67,72.37,71.40
71.68,72.16,72.65,71.40
72.12,72.81,73.26,71.98
72.84,74.10,74.50,72.79
74.54,74.01,74.65,73.66
73.88,73.73,74.56,73.72
72.92,72.24,73.23,72.11
72.35,72.45,72.77,72.00
72.32,72.72,73.22,72.14
72.77,72.25,72.87,71.77
72.72,73.08,73.54,72.67
73.08,73.05,73.33,72.53
73.00,74.00,74.26,73.00
74.12,73.21,74.60,73.15
73.50,73.58,73.75,73.26
74.00,74.74,74.94,73.94
74.76,75.00,75.66,74.71
74.99,74.16,75.23,74.08
74.50,74.50,74.73,74.02
75.34,76.34,76.51,75.34
76.27,76.61,76.88,75.98
76.74,77.79,78.06,76.34
78.05,77.55,78.33,77.46
77.60,77.32,78.34,77.23
77.10,76.36,77.50,76.29
76.29,75.14,76.65,74.75
75.44,76.12,76.32,75.00
76.50,75.87,76.73,75.62
74.50,74.09,74.65,72.36
74.06,73.64,74.19,73.50
73.54,73.82,74.52,73.31
73.38,73.51,73.70,73.01
73.37,73.14,73.60,73.01
73.33,73.26,73.82,72.99
72.51,72.35,73.47,72.31
72.51,71.09,72.92,70.73
70.58,70.28,70.75,69.78
70.99,71.26,71.44,70.81
71.56,72.71,72.75,71.35
72.17,72.66,72.83,71.95
72.26,71.60,72.52,71.56
72.01,72.43,72.67,71.83
71.81,72.85,72.91,71.56
72.95,72.88,73.11,72.31
73.03,73.53,73.60,72.85
73.62,73.95,74.16,73.27
73.65,73.78,73.91,73.27
73.74,73.50,73.97,73.35
73.50,73.61,73.76,73.30
73.60,74.32,74.44,73.44
74.45,74.91,74.95,74.30
74.78,74.25,75.26,74.21
74.24,73.50,74.37,73.50
73.89,73.00,74.16,72.92
73.10,72.71,73.23,72.54
72.79,73.36,73.75,72.33
73.44,75.04,75.23,73.43
74.37,75.55,76.28,74.37
75.39,75.24,75.99,75.02
75.15,75.49,75.71,75.00
75.44,76.30,76.60,75.31
76.24,77.41,77.57,75.56
76.81,77.06,77.58,76.28
77.47,78.02,78.51,77.41
78.02,78.52,79.45,77.96
78.64,78.47,79.24,78.40
78.47,78.16,79.30,77.86
78.36,78.43,78.72,77.88
78.49,77.84,78.53,77.65
77.82,77.21,77.96,77.05
77.38,77.37,77.96,77.26
77.41,77.61,78.01,77.21
77.75,77.47,78.25,77.34
77.42,76.33,77.64,76.15
76.33,77.09,77.24,76.03
75.50,76.07,76.35,75.14
76.14,75.79,76.29,75.63
75.97,75.53,76.22,75.17
75.53,75.13,75.98,75.01
75.12,75.41,75.69,74.37
75.55,74.40,76.00,74.28
74.53,74.08,74.87,74.04
74.34,73.94,74.62,73.79
74.27,74.62,74.86,74.09
74.53,74.00,74.79,73.96
74.32,75.62,75.80,74.15
77.60,79.51,79.95,77.49
79.78,80.55,80.98,79.60
80.51,81.55,81.70,79.98
80.86,81.31,81.39,80.65
81.47,82.15,82.53,81.23
82.46,82.51,83.45,82.43
81.71,82.06,82.20,80.68
81.68,82.22,82.46,81.48
81.50,81.13,81.92,81.09
81.21,81.40,81.82,81.09
81.31,80.54,81.50,80.44
80.84,81.52,81.94,80.66
81.29,82.15,82.20,81.25
82.02,82.95,83.05,82.00
82.75,83.20,83.22,82.39
82.71,81.06,82.74,80.80
80.78,81.95,82.25,80.71
82.09,84.22,84.31,81.61
83.54,84.12,84.26,83.14
83.64,84.43,84.90,83.63
84.22,84.93,85.04,83.86
84.46,85.40,85.88,84.46
84.81,83.92,85.07,83.50
83.29,81.18,83.30,81.17
81.34,81.15,81.90,80.18
81.73,81.30,81.91,80.93
81.27,80.32,81.77,80.13
81.05,80.72,81.34,80.19
80.00,79.88,80.38,78.82
80.02,78.09,80.68,77.66
78.39,78.08,78.51,77.90
77.87,77.57,78.53,77.42
77.87,78.52,78.74,77.79
78.81,80.58,80.73,78.67
80.19,79.97,80.58,79.78
80.53,80.55,80.89,80.15
80.84,81.21,81.84,80.84
80.86,81.74,81.98,80.63
81.73,82.11,82.43,81.38
82.10,82.59,82.75,81.78
82.42,83.26,83.74,82.24
83.16,83.38,83.59,82.94
83.60,83.80,84.19,83.53
83.71,83.95,84.75,83.61
84.00,83.41,84.00,82.97
83.76,83.40,83.80,83.11
82.40,83.36,83.69,81.94
83.31,83.35,83.81,82.73
82.56,82.50,82.74,81.78
83.42,83.98,84.63,83.36
83.94,84.11,84.21,83.48
84.24,83.80,84.36,83.59
84.32,83.93,84.69,83.60
83.82,84.04,84.27,83.44
84.32,83.55,84.60,83.38
83.16,82.75,83.31,82.59
83.01,82.09,83.02,81.87
81.98,81.38,82.47,81.32
81.97,83.39,83.43,81.73
83.69,83.79,84.12,83.33
83.57,82.63,83.82,81.90
82.50,83.06,83.10,81.81
83.44,82.83,83.69,82.63
83.32,82.00,83.82,81.61
82.61,83.52,83.75,82.59
84.00,82.97,84.12,82.97
80.11,78.80,80.29,76.25
79.55,78.81,79.96,78.47
79.18,79.72,79.86,78.25
79.60,79.54,79.67,78.97
79.29,79.99,80.15,79.06
79.79,79.35,80.00,78.05
79.59,78.14,79.69,78.06
77.60,78.88,78.99,77.49
78.47,78.29,79.05,78.18
77.66,78.48,78.55,77.28
78.57,76.83,78.73,76.77
76.46,77.09,77.63,76.36
77.47,77.82,78.64,76.88
78.07,78.92,78.95,77.42
79.54,79.11,79.99,78.97
78.73,78.90,79.50,78.00
78.88,79.71,79.72,78.73
79.58,79.64,80.00,78.91
79.33,79.11,79.73,79.10
79.45,78.36,79.46,77.96
79.09,78.43,79.22,78.27
78.55,79.07,79.33,77.93
79.03,79.68,79.77,78.84
77.65,80.22,80.39,77.35
80.18,79.84,80.70,79.65
79.86,79.36,80.20,79.34
78.74,79.00,79.18,78.38
79.00,78.73,79.00,78.58
78.74,78.21,78.87,77.71
78.17,78.83,79.04,78.01
78.81,78.74,78.83,78.08
78.71,79.19,79.50,78.71
79.24,79.68,79.98,79.20
78.90,78.85,79.61,78.59
78.83,78.42,79.90,78.28
78.70,79.53,79.75,78.55
79.18,79.56,79.58,78.93
79.35,78.40,79.56,78.19
78.17,79.37,79.48,78.17
79.41,79.45,79.54,78.88
79.68,79.79,79.96,79.48
79.81,80.10,80.22,79.69
80.06,79.58,80.15,79.46
79.93,80.42,80.46,79.45
80.46,81.45,81.49,80.27
81.10,81.27,81.74,81.09
81.21,81.87,82.00,81.10
81.87,83.45,83.73,81.49
83.53,83.58,83.65,82.92
83.60,83.53,83.88,83.36
83.49,84.26,84.56,83.40
84.07,83.64,84.49,83.56
83.35,82.94,83.62,82.63
83.04,82.42,83.12,82.09
82.96,82.73,83.40,82.51
82.44,82.82,83.05,82.29
82.63,82.51,82.99,82.26
82.53,82.69,82.79,82.23
82.83,83.06,83.37,82.71
82.93,83.13,83.38,82.41
82.89,82.67,82.98,82.16
82.70,82.44,82.98,82.26
82.31,83.06,83.53,82.17
82.95,81.53,83.14,79.77
81.09,81.35,81.80,80.98
81.10,80.84,81.60,80.75
81.09,81.25,81.62,80.91
81.00,81.06,81.49,80.65
81.26,81.55,81.69,81.22
81.12,81.05,81.32,80.77
80.99,81.11,81.26,80.81
81.15,80.64,81.48,80.53
80.08,79.77,80.42,79.70
79.88,79.77,80.11,79.54
80.16,79.46,80.32,79.26
79.36,79.36,79.86,79.10
79.87,79.74,80.11,79.45
79.65,79.24,80.10,79.18
79.49,79.74,79.79,78.85
79.85,79.80,80.20,79.39
80.00,80.29,80.67,79.99
80.40,80.59,80.78,80.19
80.33,80.69,80.90,80.23
80.32,80.38,80.83,80.12
80.18,80.65,80.92,79.97
80.59,80.57,80.96,80.46
80.60,80.49,80.87,80.15
79.91,79.28,80.66,79.22
78.85,78.70,79.48,78.35
78.97,79.35,79.49,78.50
78.96,78.45,79.27,78.04
77.26,77.84,78.14,76.87
78.31,77.50,78.59,77.34
77.72,78.87,78.92,77.38
78.96,78.96,79.52,78.61
78.89,78.57,79.25,78.33
78.99,78.99,79.25,78.52
79.19,79.27,79.27,78.88
79.48,79.01,79.93,78.60
79.41,79.81,79.98,79.33
79.94,80.32,80.50,79.65
80.32,80.40,80.49,79.88
80.66,80.82,81.03,80.42
80.60,80.51,80.82,80.40
81.04,80.98,81.60,80.88
81.30,81.62,81.99,81.20
81.46,80.98,81.58,80.76
80.59,81.02,81.80,80.33
81.32,81.06,81.32,80.52
80.95,81.12,81.49,80.91
81.55,81.86,81.96,81.30
82.14,81.76,82.16,81.52
81.70,81.83,82.07,81.47
81.75,81.73,82.05,81.54
81.70,80.95,81.74,80.70
80.95,81.21,81.35,80.70
81.06,81.51,81.53,80.82
81.30,80.97,81.56,80.58
80.99,80.60,81.15,80.45
79.84,80.09,80.47,79.18
80.07,79.68,80.21,79.35
80.08,80.46,80.71,79.79
80.64,79.93,80.84,79.64
79.92,79.22,79.92,79.07
79.22,79.60,79.60,78.90
77.95,80.20,80.43,77.56
79.97,78.98,80.11,78.54
79.23,79.29,79.37,78.75
78.26,79.92,79.98,78.08
79.80,81.32,81.77,78.84
81.18,79.72,81.25,79.54
79.49,79.43,79.80,78.75
80.00,80.32,80.63,80.00
80.40,80.73,80.94,80.23
80.51,78.81,80.56,78.80
78.41,79.84,80.08,78.39
79.94,78.19,80.01,78.12
78.41,76.84,78.82,76.80
76.84,76.29,77.32,76.25
76.64,76.17,77.15,75.98
74.20,75.85,76.19,73.98
74.93,76.15,76.60,74.60
76.83,76.62,76.98,76.32
75.68,76.44,76.74,75.33
76.83,77.93,78.22,76.58
78.10,77.46,78.89,77.42
78.22,78.08,78.48,77.69
78.10,78.35,79.07,78.07
78.03,79.02,79.42,77.94
79.28,79.47,79.48,79.00
79.47,79.55,79.95,79.00
79.35,80.62,80.65,79.35
81.08,81.12,81.42,80.94
81.03,80.97,81.37,80.67
80.89,81.15,81.29,80.78
81.50,82.48,82.50,81.35
82.19,83.24,83.31,82.11
83.24,83.48,83.75,82.72
83.16,84.16,84.35,83.16
84.13,83.94,84.50,83.78
83.83,84.12,84.22,83.57
84.03,84.44,84.78,83.80
84.27,84.64,84.74,84.05
84.43,84.65,84.79,84.13
84.65,84.30,84.77,84.08
84.06,83.64,84.20,83.46
83.48,83.44,83.91,83.16
84.32,84.08,84.37,83.71
83.99,84.93,85.00,83.99
84.80,85.32,85.38,84.78
85.28,85.15,85.29,84.81
85.29,86.33,86.49,85.19
85.88,86.00,87.08,85.61
85.85,85.98,86.22,85.25
86.40,86.52,86.60,85.78
86.41,86.34,86.56,85.93
86.31,86.19,86.49,86.08
86.16,84.97,86.16,84.77
84.17,85.18,85.22,83.99
85.20,83.73,85.31,83.62
84.38,83.88,85.43,83.68
83.41,81.90,83.47,81.86
82.13,81.88,82.85,81.69
82.00,82.87,84.22,81.66
83.00,85.30,85.31,82.85
88.12,89.74,90.99,87.79
90.15,90.51,91.36,89.64
90.08,91.18,91.25,89.77
91.35,91.42,91.75,90.70
91.48,91.32,91.94,91.31
91.40,91.26,91.72,91.18
90.90,90.52,91.05,90.24
90.50,90.19,90.84,89.99
90.18,89.31,90.48,89.29
89.67,88.84,90.09,88.43
88.04,87.34,88.32,87.18
87.50,86.71,87.77,86.01
87.16,88.53,88.75,87.16
89.00,89.88,90.15,88.84
89.95,89.78,90.15,89.38
89.11,89.51,90.02,88.91
89.77,89.83,91.34,89.15
89.54,88.78,89.54,88.00
89.01,88.17,89.10,87.67
87.75,88.89,89.01,87.55
88.89,88.62,89.42,87.92
88.35,88.34,88.63,87.73
88.72,89.50,89.56,87.95
89.51,89.22,89.92,89.14
89.04,89.08,89.20,88.24
87.95,86.16,88.32,86.00
86.93,84.36,87.12,84.33
84.95,85.64,85.70,83.94
85.12,84.03,85.44,83.86
84.42,85.83,85.85,83.47
86.25,87.92,87.96,85.97
89.18,87.34,89.18,87.16
88.11,88.47,88.54,87.34
88.60,88.15,89.10,87.84
87.51,87.36,88.23,87.10
87.74,87.52,87.91,86.68
87.52,87.96,88.17,87.25
88.06,89.09,89.22,87.98
89.09,89.79,89.80,89.08
89.63,89.30,89.79,88.82
89.00,89.43,89.52,88.86
89.53,90.27,90.38,89.37
90.02,90.49,90.98,89.31
90.60,90.57,90.79,90.13
90.17,90.85,91.00,89.89
90.64,90.60,91.44,90.33
90.82,90.30,91.23,90.00
90.05,90.03,90.76,89.86
89.76,91.18,91.24,89.73
91.18,90.84,91.27,90.55
90.83,90.91,91.20,90.06
91.31,92.05,92.18,91.18
91.62,90.67,91.95,90.49
90.73,90.79,90.96,90.14
89.96,88.06,90.21,88.05
88.29,86.86,88.90,86.76
87.03,88.20,88.30,86.86
88.18,87.87,88.21,86.40
88.32,88.91,89.10,88.14
88.35,88.84,88.88,88.21
88.80,90.93,91.35,88.36
90.89,90.19,91.34,89.99
90.89,91.48,91.65,90.51
91.38,91.54,91.78,91.21
91.49,89.41,91.49,89.28
89.41,88.21,89.95,88.18
91.51,94.17,94.98,90.94
93.92,93.94,94.14,92.65
94.15,94.42,94.84,93.94
94.01,93.69,94.49,93.55
93.56,93.56,93.93,92.68
93.70,94.18,94.42,93.10
93.46,95.69,96.00,93.13
95.64,96.39,96.78,95.14
95.46,95.12,96.16,94.66
95.40,95.47,95.66,94.68
95.45,94.69,95.47,94.53
94.34,93.49,94.88,93.44
93.57,93.81,94.22,93.22
94.27,94.16,94.50,94.01
93.91,94.06,94.22,93.67
93.29,92.39,93.41,92.16
92.99,93.27,93.56,92.62
93.91,93.00,94.00,92.86
93.34,93.38,93.63,92.76
93.38,93.84,94.27,92.85
93.29,93.40,93.82,92.64
94.03,93.76,94.40,93.53
93.60,94.42,94.49,92.74
94.25,93.65,94.41,92.91
93.23,92.65,93.86,92.13
93.32,93.36,93.67,92.70
93.84,94.44,94.96,93.76
94.44,93.65,94.74,93.44
93.66,93.00,93.97,92.59
92.93,94.49,94.83,92.74
95.57,95.89,96.29,94.99
95.50,96.01,96.44,95.41
95.31,95.42,95.62,94.45
95.60,95.68,96.10,95.08
96.14,96.98,97.00,96.06
96.83,97.02,97.24,96.46
96.61,97.46,97.74,96.61
97.71,97.18,97.95,96.92
97.33,97.05,97.78,96.69
96.78,96.83,97.05,96.29
96.50,96.39,96.69,95.92
96.87,96.09,97.17,95.74
96.31,96.77,96.95,95.94
96.70,96.91,97.02,96.08
96.78,96.04,96.97,95.80
96.18,96.19,96.60,95.61
95.96,96.33,96.85,95.62
96.77,96.98,97.27,96.35
96.08,95.93,96.79,95.69
95.91,95.40,96.06,94.84
95.16,94.77,95.40,94.67
95.26,94.94,95.40,94.25
95.30,96.52,96.92,95.19
96.66,96.92,97.18,96.55
96.31,96.10,96.70,95.93
95.09,95.79,95.95,94.69
95.88,96.70,96.93,95.61
96.99,96.93,97.31,96.03
97.06,97.31,97.70,96.79
96.98,97.02,97.66,96.79
97.63,98.59,99.06,97.54
99.04,98.25,99.44,97.73
98.01,97.77,98.40,96.79
100.20,99.48,100.47,99.16
99.97,99.00,100.35,98.52
98.14,96.68,99.07,96.54
97.69,96.78,97.69,96.57
97.74,98.06,98.79,97.31
98.29,97.33,98.72,96.51
96.44,97.34,97.58,96.31
97.80,98.68,99.10,96.65
99.45,97.62,99.45,96.95
98.80,97.75,99.09,97.65
98.73,98.78,99.28,98.03
99.35,100.55,100.76,99.09
100.01,100.74,100.87,99.73
100.56,99.95,100.71,99.65
100.55,101.45,101.62,100.55
101.56,100.48,101.56,100.17
100.70,100.72,101.19,100.33
100.37,100.39,101.22,100.20
100.31,102.33,102.50,100.25
102.50,102.42,103.31,102.17
102.17,101.17,102.80,100.88
100.66,100.39,101.01,100.04
100.91,101.69,101.76,100.45
101.69,102.45,102.71,101.52
102.06,102.66,102.99,101.61
103.00,103.11,103.99,102.93
103.17,103.21,103.78,102.38
103.21,103.42,104.60,103.11
105.00,104.50,105.33,104.13
104.30,103.10,104.86,103.00
103.03,103.74,103.83,102.63
104.31,105.20,105.37,104.14
104.79,103.58,104.95,103.41
102.78,103.77,103.85,102.34
104.04,103.39,104.09,102.66
103.00,103.45,103.53,102.42
103.33,103.48,103.54,102.43
103.64,103.86,104.08,103.10
104.03,102.87,104.16,102.52
102.18,99.97,103.66,99.87
99.37,97.13,99.76,97.09
91.34,92.67,95.90,88.43
95.42,92.14,95.76,92.05
94.33,95.04,95.27,92.40
96.21,95.73,96.50,93.96
95.36,95.85,96.14,94.92
95.21,94.27,95.66,94.19
91.88,92.29,93.50,91.68
93.59,94.43,94.45,92.32
95.01,95.61,95.94,94.66
94.31,94.45,95.12,93.68
96.27,97.12,97.34,96.01
97.42,95.52,97.85,95.33
95.39,96.81,97.36,95.36
96.59,97.35,97.45,96.00
97.41,96.51,97.50,96.40
97.00,98.24,98.62,96.14
98.22,98.96,99.35,98.06
98.96,98.53,99.94,98.35
94.79,97.53,98.51,94.79
98.05,98.43,99.13,97.66
97.13,97.67,97.83,96.15
97.82,97.86,98.36,97.32
95.77,97.77,98.00,95.67
98.36,96.94,98.41,96.37
96.53,95.95,97.32,95.80
96.09,96.60,96.78,95.53
97.64,98.26,98.38,97.35
98.47,98.44,99.00,97.05
97.08,99.39,99.42,96.31
99.97,101.62,101.81,99.94
101.50,101.50,101.95,100.89
102.00,102.62,102.63,101.28
102.51,105.01,105.27,102.19
105.11,104.78,106.48,104.67
104.69,105.05,105.22,104.61
103.00,103.48,104.62,102.73
102.22,102.43,102.95,101.20
103.05,102.30,103.05,102.14
103.00,103.01,103.01,102.18
102.78,103.10,103.32,102.59
103.34,103.47,103.64,102.84
103.97,102.52,104.42,102.40
102.90,106.46,106.61,102.90
107.30,107.99,108.23,106.27
107.87,107.97,108.44,107.40
107.55,107.87,108.21,107.29
107.89,109.73,109.86,107.40
109.07,107.95,109.38,107.48
108.05,107.20,108.39,107.20
107.08,107.60,107.93,107.08
107.03,107.31,107.69,106.88
107.33,106.52,107.33,106.46
106.52,106.09,106.96,105.91
105.32,106.00,106.25,105.09
105.23,104.88,105.73,104.55
104.58,105.07,105.20,104.50
105.30,105.10,105.61,105.04
104.82,104.32,105.23,104.16
104.00,103.15,104.50,103.02
103.69,106.33,106.42,103.56
106.40,106.29,106.95,105.38
106.91,107.88,108.00,106.29
107.88,107.28,108.43,107.04
107.58,107.97,108.31,107.58
107.97,107.84,108.41,107.55
107.39,107.35,107.74,106.71
107.69,107.10,107.74,107.02
107.06,107.46,107.76,106.93
107.58,107.22,107.79,107.10
107.29,108.13,108.25,107.22
107.91,107.59,108.65,107.51
107.54,105.93,108.17,105.37
106.29,109.10,109.26,106.25
109.13,108.94,109.65,108.24
107.47,108.91,109.24,107.39
108.56,107.29,109.63,106.74
107.29,107.60,108.50,106.84
106.46,105.30,106.72,105.02
105.69,106.36,107.11,105.37
107.28,106.72,107.99,106.47
107.32,109.08,109.22,106.84
107.00,103.26,107.15,103.24
103.13,101.93,103.13,101.91
102.92,102.99,103.33,102.19
103.29,103.76,103.94,102.74
104.06,104.42,104.65,103.75
104.22,104.23,104.79,104.19
103.64,104.08,104.20,103.42
104.50,105.32,105.60,104.50
105.30,105.86,106.39,104.91
105.40,104.50,105.93,104.38
102.62,101.83,102.65,100.97
101.97,102.36,102.87,101.47
100.81,102.16,103.06,100.54
99.75,99.16,100.84,98.84
99.48,98.20,99.81,98.00
98.48,99.23,99.72,98.08
99.96,101.01,101.29,99.44
101.39,99.26,101.75,98.74
99.12,101.88,102.47,98.91
98.74,99.27,101.01,98.45
100.16,101.38,101.95,99.78
99.24,99.06,100.19,97.14
99.04,98.29,99.91,98.00
99.79,102.24,102.36,99.56
102.21,101.75,103.15,101.24
101.79,102.53,103.13,101.45
102.67,101.96,103.60,101.33
102.84,103.08,103.59,101.59
103.37,105.54,105.65,103.24
104.75,106.28,106.80,104.73
105.27,103.82,105.62,103.45
104.45,102.10,104.68,100.62
102.22,102.73,103.02,101.38
102.42,98.97,102.59,98.58
96.65,95.07,96.65,93.35
94.01,93.32,95.08,91.40
94.43,94.21,95.74,94.13
92.54,93.43,93.92,92.25
94.43,94.70,95.00,93.99
96.24,96.91,97.09,95.48
97.74,99.01,99.91,97.73
99.62,98.52,101.12,98.31
98.31,98.95,99.02,97.93
100.16,100.35,100.59,99.58
100.34,99.65,100.68,99.55
98.65,99.55,99.62,97.92
99.96,100.91,100.93,99.16
101.48,101.12,102.10,100.95
100.68,100.26,101.73,100.14
101.38,103.45,103.45,101.00
103.48,102.66,103.48,101.98
102.45,102.80,102.85,101.18
103.09,103.18,103.55,102.57
102.44,102.40,102.56,101.50
101.75,102.62,102.94,101.36
102.93,103.40,103.42,102.62
103.64,103.58,104.40,102.10
104.49,105.68,105.80,104.16
105.10,106.32,106.70,104.97
106.06,107.07,107.29,105.40
107.24,107.59,107.92,106.26
107.59,108.56,108.67,107.19
108.73,107.77,108.73,107.19
107.33,108.16,108.85,107.14
107.72,107.83,108.43,107.29
107.38,107.66,108.36,107.21
108.79,114.30,114.44,108.68
114.43,114.17,115.46,113.68
113.50,115.26,115.47,113.45
115.40,115.37,116.51,115.03
115.10,115.40,116.00,115.00
114.76,116.35,116.52,114.70
116.08,115.50,116.20,114.92
114.49,114.13,115.14,113.90
113.99,114.67,114.95,113.74
113.73,112.10,114.02,111.79
112.92,112.83,113.23,111.85
112.94,113.10,114.00,112.80
113.33,114.39,114.50,112.92
113.87,114.96,115.02,113.47
115.00,114.75,115.27,114.14
114.76,114.82,115.31,114.34
114.27,115.59,115.68,113.95
115.61,115.10,115.83,114.38
115.50,115.54,116.18,115.09
115.33,114.48,116.17,114.44
114.00,113.95,114.96,113.64
113.86,114.10,114.25,113.24
114.41,114.61,115.06,113.84
114.14,115.48,115.67,114.14
114.99,114.33,116.04,113.98
114.19,112.92,114.19,112.29
112.90,114.40,114.70,112.31
113.48,113.30,113.88,112.25
112.26,113.55,113.91,112.26
113.65,114.08,114.43,113.47
113.82,115.55,115.67,113.35
115.28,115.47,116.23,115.00
115.59,116.94,116.95,115.48
116.99,115.98,116.99,115.86
116.42,116.36,116.63,115.47
116.22,115.44,116.63,115.14
115.62,117.15,117.59,115.01
117.31,116.22,117.50,115.87
116.06,116.52,117.35,115.46
116.27,116.03,116.27,114.59
116.10,116.47,116.91,116.10
116.69,116.18,116.69,115.84
116.58,119.12,119.21,116.58
119.23,118.55,119.72,118.47
118.59,118.41,119.20,118.05
118.84,118.94,118.94,117.77
118.89,118.97,119.15,118.09
118.21,119.01,119.12,118.11
118.70,119.24,119.27,118.00
118.88,118.90,119.00,117.91
119.00,119.60,119.76,118.52
119.94,119.65,120.15,119.24
119.59,119.32,119.95,118.54
118.35,119.44,119.53,117.80
118.50,118.27,118.89,117.94
117.86,117.08,118.94,117.03
117.08,118.09,118.32,116.75
118.30,117.45,118.39,117.33
116.82,118.30,118.52,116.63
118.09,117.57,118.11,116.79
119.10,119.05,120.33,118.90
119.61,119.43,119.84,119.20
119.94,119.03,120.78,118.92
118.54,118.91,118.91,116.50
112.77,111.45,114.90,110.93
110.34,109.29,110.75,108.66
110.60,110.56,111.00,109.58
111.67,111.76,112.02,110.90
112.32,113.29,113.31,112.11
113.66,113.52,114.23,113.29
113.51,113.10,113.56,112.62
112.63,113.52,113.52,111.96
113.51,112.70,113.90,112.51
113.73,115.11,115.24,113.17
115.70,115.46,115.98,115.13
115.90,116.50,117.42,115.60
117.00,116.83,117.16,116.29
117.50,116.77,118.00,116.66
116.48,115.09,116.64,114.25
115.18,114.14,115.32,113.91
113.65,113.37,114.04,113.04
113.87,115.45,116.05,113.87
115.07,112.36,115.29,111.97
112.78,112.86,113.13,111.85
112.78,113.07,113.11,112.06
113.40,114.26,114.42,112.96
114.45,113.71,114.45,113.21
113.93,112.08,113.93,111.92
112.40,112.81,113.12,111.33
112.58,112.88,113.55,112.30
112.64,112.83,112.99,112.08
112.81,113.61,113.61,112.59
113.17,113.71,113.99,112.69
113.20,114.60,114.74,112.54
114.60,113.68,114.75,113.49
113.47,112.88,113.81,112.75
113.19,113.22,113.48,112.77
113.53,113.39,113.99,113.38
113.20,113.03,113.55,112.67
113.00,113.60,114.11,112.75
113.10,112.98,113.26,112.34
113.09,112.93,113.72,112.41
112.74,112.35,113.13,111.92
112.21,113.05,113.15,111.73
112.73,113.76,113.85,112.36
113.94,115.48,115.90,113.64
115.47,114.57,115.72,114.27
114.24,115.04,115.26,113.67
115.17,115.20,116.20,114.54
115.08,114.85,115.56,114.35
114.98,115.35,115.55,114.73
114.93,115.00,115.38,114.48
114.75,115.06,115.50,114.04
115.50,115.66,116.26,115.24
115.83,115.36,116.00,114.83
115.37,115.12,115.86,114.94
114.43,112.30,114.56,112.25
111.71,110.39,112.09,110.33
110.22,112.76,112.96,110.11
111.58,110.53,111.96,110.17
110.75,109.80,111.54,109.29
109.64,110.72,111.42,108.83
110.33,109.88,110.49,109.12
110.61,110.50,111.28,110.14
111.18,110.70,111.75,110.70
111.49,111.70,111.89,110.75
111.98,113.66,114.27,111.91
110.51,113.09,113.79,109.50
112.45,113.73,113.95,112.45
113.75,116.13,116.22,113.75
115.68,116.65,117.06,115.37
120.56,121.64,124.96,120.35
121.78,122.17,123.03,121.78
121.59,120.86,122.47,120.64
121.18,118.24,121.44,117.76
118.49,118.21,118.71,117.51
118.21,118.52,118.81,117.68
118.52,116.00,118.64,115.93
116.38,117.46,117.98,116.38
117.38,116.97,117.44,116.21
117.41,117.62,117.97,116.71
117.08,118.11,118.50,116.03
118.46,118.25,119.16,117.86
118.25,116.85,118.25,116.75
117.70,117.53,118.26,117.35
116.71,116.82,117.51,116.13
116.60,116.05,117.14,115.96
115.95,115.59,116.00,114.91
116.02,115.80,116.50,115.48
115.54,115.27,115.87,114.95
114.79,115.45,115.90,114.51
115.65,115.46,116.11,115.20
115.85,115.67,116.58,115.03
115.63,116.24,116.56,115.47
116.50,116.14,116.70,115.46
116.14,118.61,119.20,116.00
118.13,116.95,118.50,116.66
117.04,117.23,118.12,116.44
118.11,119.97,120.00,118.11
119.90,119.81,121.00,119.51
115.88,117.21,118.00,114.66
117.34,120.33,120.80,117.29
119.66,119.18,121.00,118.71
119.17,117.25,119.59,116.20
117.55,115.99,117.84,115.38
116.19,117.32,118.03,115.76
117.50,118.37,118.54,117.21
118.25,118.43,118.56,117.87
118.70,119.68,119.88,118.43
119.92,119.48,120.39,119.32
119.36,119.82,120.29,119.07
119.90,120.74,120.78,119.59
120.53,120.76,121.39,120.09
120.74,120.94,121.52,120.37
121.01,119.43,121.14,119.43
119.50,117.66,120.05,117.12
