FSM,Fortuna Silver Mines Inc Ordinary Shares (Canada),NASDAQ
3.43,3.30,3.48,3.30
3.10,2.98,3.13,2.95
3.04,3.02,3.08,2.93
2.87,2.81,2.93,2.74
2.81,2.90,2.95,2.81
2.73,2.73,2.79,2.67
2.77,2.80,2.87,2.70
2.81,3.31,3.35,2.80
3.28,3.23,3.31,3.12
3.28,3.16,3.29,3.10
3.20,3.14,3.27,3.11
3.03,3.04,3.05,2.93
3.06,3.07,3.09,3.02
3.11,3.18,3.21,3.11
3.15,3.17,3.19,3.04
3.30,3.42,3.43,3.29
3.40,3.33,3.42,3.24
3.37,3.32,3.37,3.27
3.32,3.50,3.50,3.29
3.54,3.38,3.54,3.32
3.39,3.43,3.45,3.29
3.45,3.45,3.47,3.36
3.60,3.68,3.71,3.50
3.68,3.83,3.85,3.57
3.82,3.74,3.85,3.62
3.70,3.71,3.84,3.68
3.69,3.71,3.71,3.56
3.61,3.68,3.69,3.60
3.64,3.53,3.66,3.47
3.50,3.49,3.58,3.42
3.51,3.42,3.52,3.40
3.46,3.45,3.56,3.40
3.45,3.38,3.45,3.32
3.35,3.22,3.36,3.20
3.22,3.12,3.25,3.09
3.17,3.33,3.38,3.17
3.35,3.54,3.59,3.29
3.77,3.82,3.89,3.71
3.82,3.85,3.86,3.63
3.86,4.09,4.10,3.83
4.07,4.39,4.47,4.03
4.48,4.34,4.58,4.26
4.39,4.33,4.46,4.17
4.33,4.31,4.45,4.25
4.28,4.20,4.30,4.12
4.20,4.28,4.35,4.18
4.26,4.39,4.41,4.26
4.40,4.47,4.54,4.38
4.58,4.30,4.70,4.21
4.42,4.25,4.48,4.22
4.20,4.23,4.38,4.06
4.17,4.15,4.31,4.09
4.32,4.25,4.38,4.16
4.14,4.22,4.28,4.10
4.22,4.08,4.24,4.00
4.16,4.22,4.28,4.16
4.21,4.26,4.28,4.10
4.14,3.96,4.14,3.88
3.96,4.03,4.09,3.86
3.87,3.74,3.87,3.70
3.69,3.78,3.85,3.63
3.77,3.79,3.87,3.71
3.80,3.82,3.86,3.76
3.77,4.28,4.33,3.74
4.34,4.24,4.44,4.11
4.10,3.87,4.12,3.83
3.86,3.72,3.97,3.70
3.68,3.79,3.90,3.63
3.81,3.92,3.99,3.81
3.93,3.73,3.98,3.65
3.75,3.73,3.86,3.67
3.73,3.65,3.76,3.62
3.56,3.58,3.59,3.42
3.58,3.60,3.70,3.58
3.61,3.51,3.66,3.51
3.52,3.55,3.63,3.46
3.62,3.72,3.74,3.58
3.70,3.60,3.79,3.53
3.50,3.57,3.63,3.39
3.59,3.54,3.59,3.49
3.50,3.38,3.51,3.33
3.36,3.36,3.52,3.36
3.28,3.34,3.34,3.22
3.31,3.22,3.32,3.17
3.34,3.60,3.64,3.34
3.56,3.68,3.70,3.55
3.72,3.77,3.78,3.68
3.81,4.03,4.07,3.81
4.00,3.94,4.03,3.82
4.03,4.12,4.13,3.97
4.06,4.19,4.21,4.00
4.22,4.16,4.23,4.07
4.15,4.08,4.15,4.04
4.15,4.14,4.25,4.00
3.97,3.93,4.05,3.87
3.90,3.84,3.95,3.80
3.90,3.91,3.92,3.83
3.86,3.83,3.90,3.73
3.85,3.77,3.89,3.72
3.74,3.65,3.78,3.65
3.60,3.60,3.62,3.46
3.56,3.68,3.70,3.48
3.65,3.52,3.70,3.48
3.51,3.67,3.69,3.50
3.71,3.72,3.78,3.60
3.75,3.62,3.75,3.62
3.60,3.50,3.61,3.45
3.50,3.52,3.52,3.45
3.48,3.41,3.51,3.34
3.34,3.44,3.45,3.25
3.46,3.37,3.49,3.34
3.34,3.45,3.50,3.25
3.40,3.34,3.46,3.31
3.36,3.37,3.40,3.27
3.42,3.38,3.42,3.33
3.33,3.12,3.35,3.06
3.12,2.88,3.13,2.87
2.92,2.91,2.97,2.80
2.82,2.84,2.89,2.78
2.86,2.86,2.94,2.82
2.90,2.89,2.92,2.86
3.02,2.94,3.19,2.92
2.95,2.84,2.98,2.81
2.78,2.70,2.81,2.70
2.71,2.79,2.81,2.71
2.77,2.86,3.00,2.77
2.84,2.79,2.85,2.74
2.80,2.71,2.89,2.70
2.65,2.60,2.68,2.60
2.61,2.59,2.68,2.58
2.59,2.64,2.69,2.59
2.66,2.67,2.70,2.62
2.65,2.69,2.77,2.65
2.69,2.84,2.84,2.68
2.84,2.81,2.88,2.78
2.77,2.87,2.89,2.72
2.95,2.96,3.03,2.92
2.98,2.93,3.01,2.92
2.91,2.97,3.00,2.91
2.93,3.02,3.02,2.92
2.95,3.00,3.06,2.92
2.96,2.92,3.01,2.91
2.98,2.98,3.03,2.93
3.04,3.38,3.38,2.98
3.31,3.23,3.43,3.21
3.21,3.24,3.33,3.19
3.28,3.30,3.34,3.25
3.37,3.47,3.49,3.34
3.43,3.85,3.88,3.37
3.89,3.75,4.00,3.75
3.91,3.83,4.06,3.81
3.90,3.67,3.95,3.58
3.67,3.50,3.73,3.47
3.55,3.60,3.61,3.49
3.72,3.77,3.80,3.58
3.63,3.66,3.68,3.58
3.69,3.62,3.71,3.54
3.68,3.68,3.76,3.62
3.65,3.79,3.82,3.65
3.88,3.79,3.95,3.78
3.83,3.84,3.90,3.75
3.88,4.15,4.17,3.87
4.21,4.24,4.42,4.21
4.34,4.48,4.57,4.28
4.50,4.16,4.53,4.16
4.14,4.41,4.47,4.14
4.56,4.60,4.65,4.41
4.64,4.59,4.69,4.48
4.46,4.23,4.56,4.20
4.25,4.58,4.62,4.22
4.60,4.56,4.60,4.38
4.62,4.53,4.65,4.52
4.49,4.41,4.51,4.38
4.36,4.24,4.41,4.22
4.25,4.28,4.45,4.24
4.34,4.30,4.37,4.24
4.49,4.42,4.64,4.42
4.41,4.41,4.48,4.37
4.38,4.37,4.47,4.31
4.40,4.43,4.45,4.38
4.28,4.30,4.36,4.24
4.26,4.20,4.29,4.15
4.30,4.23,4.39,4.21
4.36,4.36,4.40,4.29
4.37,4.59,4.60,4.34
4.65,4.74,4.79,4.61
4.69,4.06,4.72,4.06
3.95,3.84,4.17,3.80
3.89,3.60,3.92,3.57
3.62,3.84,3.96,3.61
3.96,3.85,4.00,3.82
3.82,3.69,3.82,3.63
3.73,3.73,3.82,3.70
3.75,3.58,3.79,3.58
3.45,3.61,3.75,3.41
3.60,3.71,3.78,3.59
3.70,3.67,3.76,3.66
3.74,3.73,3.80,3.70
3.87,3.90,3.97,3.85
3.87,3.85,3.93,3.84
3.98,3.94,4.00,3.91
3.94,3.83,4.03,3.80
3.91,3.94,3.95,3.84
3.87,3.95,4.04,3.80
4.01,3.83,4.03,3.83
3.79,3.78,3.85,3.76
3.90,3.97,4.08,3.86
3.87,3.89,3.91,3.79
3.91,3.90,3.97,3.84
3.87,3.78,3.93,3.76
3.80,3.76,3.81,3.66
3.77,3.91,3.91,3.72
3.91,3.96,3.99,3.84
3.89,3.90,4.01,3.85
3.95,3.99,3.99,3.86
3.99,3.88,3.99,3.87
3.91,4.15,4.15,3.91
4.12,4.15,4.22,4.05
4.13,4.13,4.14,3.95
4.12,4.24,4.30,4.06
4.30,4.28,4.32,4.22
4.25,4.17,4.34,4.15
4.17,4.03,4.17,4.00
4.02,4.06,4.09,4.01
4.04,3.94,4.04,3.90
4.00,4.16,4.21,4.00
4.18,4.07,4.19,4.04
4.15,4.30,4.33,4.13
4.22,4.09,4.25,4.02
4.05,4.20,4.22,3.98
4.24,4.17,4.24,4.15
4.11,4.02,4.19,4.02
4.02,4.17,4.18,4.02
4.18,4.14,4.23,4.12
4.10,4.10,4.12,4.06
3.99,3.90,4.06,3.76
3.90,3.70,3.90,3.63
3.66,3.85,3.89,3.66
3.80,3.88,3.88,3.72
3.88,3.84,3.94,3.73
3.80,3.93,3.93,3.67
3.93,4.02,4.06,3.85
4.03,4.08,4.09,3.96
4.04,4.12,4.12,3.97
4.12,4.14,4.21,4.10
4.18,4.31,4.32,4.15
4.32,4.36,4.37,4.20
4.35,4.58,4.58,4.35
4.58,4.63,4.63,4.51
4.64,4.53,4.68,4.49
4.45,4.58,4.60,4.43
4.56,4.86,4.89,4.55
4.90,5.62,5.63,4.90
5.53,5.29,5.59,5.28
5.34,5.51,5.53,5.31
5.51,5.31,5.60,5.30
5.30,5.40,5.50,5.30
5.30,5.44,5.50,5.30
5.34,5.34,5.45,5.26
5.28,5.51,5.53,5.17
5.49,5.45,5.53,5.35
5.50,5.39,5.53,5.39
5.35,5.66,5.66,5.31
5.56,5.61,5.68,5.55
5.61,5.82,5.86,5.61
5.89,6.06,6.07,5.78
6.19,5.46,6.19,5.45
5.52,5.78,5.79,5.48
5.50,5.61,5.78,5.43
5.67,5.33,5.71,5.32
5.32,5.33,5.48,5.30
5.41,5.60,5.61,5.32
5.60,5.56,5.67,5.38
5.68,5.68,5.73,5.52
5.73,5.55,5.73,5.52
5.52,5.42,5.67,5.36
5.42,5.29,5.42,5.25
5.30,5.58,5.58,5.27
5.60,5.73,5.73,5.50
5.73,5.63,5.77,5.60
5.58,5.61,5.61,5.39
5.48,5.46,5.55,5.39
5.54,5.50,5.59,5.43
5.45,5.47,5.52,5.45
5.40,5.47,5.50,5.25
5.56,5.65,5.72,5.54
5.56,5.65,5.73,5.46
5.63,5.60,5.75,5.57
5.55,5.73,5.76,5.55
5.72,5.76,5.90,5.68
5.76,5.37,5.76,5.28
5.38,5.22,5.41,5.19
5.06,5.15,5.22,5.00
5.08,5.03,5.12,4.97
5.04,5.02,5.09,4.96
4.97,5.02,5.09,4.97
4.99,4.89,4.99,4.84
4.85,4.86,4.94,4.80
4.83,4.81,4.92,4.81
4.95,5.01,5.05,4.87
5.09,5.10,5.20,5.01
5.16,5.14,5.31,5.12
5.15,5.14,5.28,5.07
4.96,4.96,5.05,4.93
4.94,4.90,4.99,4.90
4.96,4.69,5.05,4.66
4.74,4.75,4.82,4.65
4.71,4.55,4.71,4.50
4.51,4.68,4.71,4.51
4.65,4.61,4.71,4.56
4.58,4.71,4.73,4.48
4.65,4.55,4.69,4.51
4.59,4.65,4.73,4.59
4.69,4.75,4.80,4.60
4.75,4.61,4.84,4.57
4.62,4.58,4.67,4.53
4.54,4.35,4.63,4.33
4.15,4.02,4.19,4.00
4.03,4.20,4.22,4.01
4.15,4.11,4.23,4.07
4.15,4.23,4.28,4.09
4.21,4.21,4.29,4.16
4.25,4.14,4.25,4.13
4.12,4.06,4.25,4.03
4.10,4.14,4.17,4.01
4.10,3.97,4.11,3.90
3.87,3.72,3.90,3.68
3.75,3.84,3.89,3.71
3.95,3.84,4.01,3.83
3.88,4.33,4.35,3.65
4.42,4.20,4.42,4.03
4.20,4.46,4.68,4.15
4.52,4.47,4.56,4.42
4.49,4.58,4.72,4.47
4.61,4.73,4.77,4.49
4.66,4.71,4.79,4.57
4.71,4.62,4.74,4.60
4.64,4.73,4.75,4.62
4.78,4.65,4.79,4.61
4.52,4.58,4.67,4.52
4.50,4.62,4.71,4.26
4.58,4.67,4.75,4.58
4.57,4.34,4.57,4.34
4.40,4.57,4.58,4.35
4.51,4.21,4.56,4.17
4.10,3.81,4.12,3.77
3.58,3.49,3.58,3.30
3.49,3.68,3.69,3.45
3.62,3.62,3.81,3.58
3.44,3.30,3.57,3.26
3.35,3.51,3.63,3.35
3.66,3.92,4.00,3.61
3.83,3.81,3.85,3.66
3.97,4.42,4.59,3.88
4.45,4.48,4.64,4.25
4.50,4.18,4.55,4.13
4.07,4.43,4.53,4.01
4.43,4.60,4.64,4.33
4.68,4.56,4.71,4.47
4.60,4.41,4.60,4.28
4.48,4.54,4.63,4.38
4.67,4.57,4.75,4.52
4.42,4.59,4.63,4.40
4.62,4.90,4.90,4.54
4.90,4.51,4.93,4.50
4.16,3.87,4.21,3.87
4.06,4.25,4.28,3.99
4.18,4.07,4.27,3.96
4.18,4.19,4.32,4.10
4.24,4.19,4.25,4.08
4.06,4.30,4.36,4.05
4.32,4.38,4.46,4.09
4.50,4.67,4.75,4.49
4.67,4.50,4.68,4.44
4.46,4.41,4.65,4.31
4.39,4.36,4.51,4.20
4.17,4.03,4.44,4.03
4.12,3.94,4.19,3.89
3.94,4.28,4.28,3.81
4.44,4.55,4.59,4.35
4.59,4.47,4.63,4.40
4.44,4.11,4.44,4.06
4.10,4.21,4.53,4.10
4.21,4.31,4.37,4.15
4.41,4.57,4.63,4.41
4.38,4.35,4.42,4.21
4.40,4.46,4.52,4.36
4.45,4.55,4.62,4.41
4.41,4.68,4.69,4.34
4.70,4.91,4.94,4.55
4.88,5.09,5.15,4.81
5.03,4.98,5.23,4.92
4.93,4.89,5.16,4.75
4.85,5.01,5.01,4.67
4.92,5.13,5.18,4.88
5.25,4.85,5.25,4.75
4.80,4.61,4.89,4.51
4.79,4.79,4.96,4.74
4.80,4.75,4.89,4.68
4.83,5.13,5.14,4.77
5.11,4.80,5.20,4.63
4.80,4.73,4.90,4.68
4.70,4.55,4.72,4.52
4.47,4.70,4.70,4.43
4.80,4.96,5.02,4.79
5.01,4.74,5.01,4.67
4.60,4.61,4.71,4.44
4.61,4.83,4.92,4.60
4.78,4.93,5.00,4.68
4.81,4.78,4.94,4.73
4.79,4.81,4.92,4.75
4.84,4.88,4.91,4.78
4.78,4.69,4.83,4.68
4.70,4.73,4.80,4.67
4.71,4.67,4.74,4.63
4.66,4.46,4.67,4.42
4.52,4.53,4.66,4.47
4.67,4.56,4.69,4.49
4.49,4.33,4.50,4.26
4.30,4.53,4.54,4.29
4.55,4.33,4.56,4.30
4.34,4.21,4.48,4.20
4.18,4.23,4.31,4.15
4.19,4.29,4.35,4.17
4.32,4.39,4.45,4.30
4.41,4.31,4.43,4.26
4.34,4.50,4.51,4.33
4.52,4.31,4.52,4.27
4.31,4.38,4.47,4.27
4.41,4.19,4.41,4.19
4.14,4.18,4.25,4.14
4.05,3.91,4.06,3.82
3.93,3.72,3.94,3.63
3.63,3.58,3.80,3.53
3.64,3.80,3.83,3.49
3.85,3.70,3.90,3.66
3.74,3.71,3.85,3.66
3.78,3.77,3.82,3.57
3.76,3.72,3.81,3.63
3.71,3.84,3.84,3.64
3.75,3.84,3.85,3.73
3.84,3.76,4.10,3.76
3.87,4.10,4.14,3.83
4.10,4.08,4.16,4.05
4.14,3.97,4.18,3.96
4.05,3.88,4.13,3.80
3.85,3.87,3.98,3.78
3.85,3.80,3.87,3.68
3.83,3.84,3.84,3.70
3.84,3.82,3.89,3.72
3.84,3.85,3.90,3.75
4.04,3.99,4.07,3.93
3.94,3.93,3.99,3.91
3.93,3.77,3.93,3.75
3.75,3.70,3.75,3.62
3.78,3.72,3.82,3.70
3.75,3.61,3.76,3.58
3.60,3.54,3.62,3.49
3.58,3.67,3.68,3.50
3.66,3.50,3.68,3.48
3.52,3.41,3.56,3.40
3.44,3.59,3.63,3.41
3.60,3.60,3.64,3.56
3.60,3.49,3.61,3.47
3.51,3.69,3.72,3.51
3.67,3.65,3.75,3.59
3.72,3.67,3.86,3.67
3.70,3.83,3.87,3.68
3.84,3.92,4.02,3.77
3.86,3.79,3.86,3.72
3.72,3.74,3.80,3.72
3.85,3.78,3.86,3.74
3.79,3.74,3.84,3.72
3.74,3.72,3.79,3.65
3.67,3.68,3.70,3.58
3.76,3.73,3.77,3.65
3.79,3.76,3.87,3.75
3.71,3.78,3.82,3.70
3.88,3.96,4.04,3.81
4.02,3.83,4.06,3.78
3.82,3.93,4.04,3.79
4.00,3.90,4.00,3.90
3.83,3.86,3.94,3.78
3.86,3.85,3.95,3.83
3.84,3.78,3.84,3.77
3.76,3.87,3.89,3.76
3.77,3.69,3.77,3.66
3.70,3.74,3.76,3.66
3.74,3.75,3.79,3.70
3.75,3.81,3.86,3.75
3.83,3.71,3.83,3.71
3.71,3.86,3.93,3.71
3.89,3.78,3.89,3.77
3.78,3.68,3.78,3.67
3.64,3.63,3.70,3.60
3.68,3.67,3.69,3.56
3.69,3.68,3.75,3.61
3.79,3.74,3.80,3.66
3.70,3.78,3.81,3.68
3.75,3.66,3.77,3.65
3.65,3.71,3.79,3.61
3.68,3.93,3.98,3.65
3.98,4.03,4.04,3.87
4.08,3.99,4.13,3.95
4.03,3.92,4.03,3.90
3.91,3.93,3.97,3.80
3.91,3.89,3.95,3.85
3.89,3.87,3.94,3.80
3.86,3.80,3.88,3.76
3.79,3.72,3.85,3.71
3.72,3.64,3.75,3.62
3.61,3.66,3.71,3.56
3.67,3.59,3.68,3.54
3.63,3.64,3.69,3.55
3.61,3.62,3.72,3.57
3.57,3.51,3.57,3.47
3.56,3.35,3.57,3.32
3.40,3.38,3.43,3.27
3.42,3.41,3.44,3.33
3.38,3.40,3.41,3.30
3.40,3.45,3.59,3.37
3.42,3.28,3.42,3.20
3.28,3.25,3.28,3.15
3.20,3.01,3.21,3.01
2.97,2.70,2.97,2.67
2.74,2.71,2.88,2.70
2.69,2.74,2.79,2.60
2.71,2.49,2.78,2.45
2.42,2.66,2.69,2.39
2.60,2.59,2.76,2.54
2.61,2.68,2.70,2.61
2.67,2.77,2.81,2.65
2.70,2.70,2.78,2.64
2.73,2.78,2.82,2.71
2.78,2.70,2.78,2.66
2.73,2.62,2.80,2.57
2.66,2.49,2.71,2.44
2.50,2.59,2.67,2.46
2.59,2.69,2.79,2.59
2.70,2.82,2.86,2.59
2.88,2.82,2.88,2.70
2.87,3.06,3.06,2.80
2.94,2.76,2.94,2.73
2.82,2.77,2.83,2.69
2.78,2.80,2.89,2.74
2.78,2.71,2.78,2.65
2.73,2.82,2.87,2.72
2.91,3.09,3.12,2.89
3.07,2.86,3.09,2.83
2.75,2.58,2.82,2.54
2.63,2.43,2.65,2.42
2.38,2.25,2.43,2.22
2.27,2.42,2.45,2.26
2.38,2.57,2.61,2.38
2.50,2.43,2.52,2.38
2.42,2.28,2.50,2.27
2.31,2.27,2.35,2.21
2.24,2.19,2.35,2.16
2.18,2.17,2.19,2.11
2.25,2.18,2.27,2.15
2.20,2.07,2.21,2.07
2.09,2.10,2.15,2.06
2.05,2.17,2.18,2.00
2.18,2.07,2.18,2.04
2.05,2.08,2.15,2.05
2.12,2.22,2.28,2.12
2.26,2.35,2.35,2.14
2.42,2.44,2.45,2.33
2.41,2.39,2.43,2.34
2.32,2.34,2.34,2.28
2.37,2.27,2.38,2.25
2.30,2.38,2.45,2.29
2.37,2.38,2.42,2.32
2.29,2.19,2.31,2.17
2.18,2.20,2.25,2.18
2.20,2.18,2.23,2.12
2.21,2.18,2.29,2.14
2.23,2.35,2.37,2.23
2.40,2.37,2.44,2.32
2.43,2.47,2.55,2.42
2.53,2.58,2.60,2.47
2.57,2.56,2.66,2.51
2.65,2.70,2.72,2.56
2.74,2.56,2.84,2.55
2.67,2.69,2.75,2.62
2.75,2.88,2.89,2.72
2.85,3.03,3.08,2.85
2.97,2.92,3.06,2.92
2.87,2.73,2.88,2.69
2.74,2.84,2.87,2.73
2.81,2.68,2.81,2.68
2.70,2.71,2.78,2.64
2.75,2.80,2.83,2.65
2.81,2.78,2.82,2.71
2.78,2.75,2.82,2.68
2.79,2.74,2.96,2.69
2.68,2.53,2.74,2.50
2.52,2.61,2.64,2.50
2.55,2.56,2.59,2.50
2.50,2.55,2.60,2.50
2.59,2.48,2.68,2.46
2.46,2.44,2.48,2.36
2.36,2.36,2.41,2.34
2.37,2.41,2.44,2.32
2.35,2.46,2.52,2.33
2.46,2.54,2.54,2.42
2.48,2.45,2.52,2.44
2.43,2.47,2.52,2.42
2.49,2.51,2.51,2.46
2.46,2.33,2.49,2.28
2.33,2.46,2.48,2.33
2.50,2.54,2.57,2.47
2.54,2.42,2.58,2.42
2.41,2.38,2.46,2.38
2.44,2.43,2.50,2.41
2.41,2.41,2.46,2.38
2.36,2.40,2.43,2.34
2.40,2.46,2.50,2.40
2.46,2.52,2.56,2.46
2.51,2.47,2.54,2.45
2.51,2.52,2.54,2.48
2.57,2.63,2.66,2.53
2.60,2.51,2.61,2.46
2.51,2.45,2.53,2.42
2.49,2.49,2.58,2.46
2.50,2.53,2.58,2.48
2.47,2.45,2.51,2.41
2.44,2.31,2.47,2.27
2.33,2.31,2.34,2.22
2.35,2.38,2.42,2.32
2.32,2.28,2.33,2.22
2.32,2.26,2.35,2.26
2.31,2.34,2.39,2.31
2.34,2.27,2.35,2.27
2.26,2.31,2.31,2.23
2.32,2.40,2.40,2.32
2.38,2.30,2.39,2.29
2.33,2.28,2.39,2.27
2.26,2.23,2.28,2.21
2.21,2.25,2.28,2.21
2.31,2.33,2.38,2.28
2.38,2.39,2.39,2.33
2.41,2.36,2.42,2.34
2.42,2.48,2.49,2.37
2.48,2.52,2.63,2.39
2.58,2.41,2.58,2.37
2.37,2.24,2.37,2.20
2.29,2.28,2.34,2.20
2.30,2.23,2.30,2.18
2.32,2.15,2.33,2.13
2.21,2.03,2.22,2.00
2.05,2.15,2.15,2.00
2.16,2.20,2.22,2.08
2.22,2.31,2.34,2.18
2.42,2.33,2.44,2.32
2.37,2.43,2.44,2.37
2.45,2.47,2.51,2.40
2.44,2.45,2.51,2.36
2.45,2.55,2.55,2.45
2.55,2.57,2.62,2.53
2.58,2.60,2.61,2.51
2.60,2.74,2.74,2.58
2.79,2.98,3.06,2.77
2.93,3.24,3.24,2.87
3.30,3.24,3.55,3.23
3.27,3.11,3.34,3.05
3.13,3.21,3.21,2.91
3.47,3.44,3.52,3.26
3.42,3.52,3.58,3.38
3.37,3.28,3.37,3.15
3.30,3.29,3.43,3.19
3.23,3.61,3.65,3.23
3.59,3.52,3.63,3.47
3.47,3.43,3.61,3.40
3.46,3.44,3.51,3.38
3.55,3.48,3.62,3.38
3.46,3.55,3.55,3.40
3.50,3.42,3.56,3.40
3.42,3.45,3.53,3.37
3.47,3.37,3.47,3.32
3.38,3.46,3.50,3.35
3.44,3.61,3.65,3.44
3.61,3.88,4.27,3.61
4.06,3.92,4.21,3.78
4.01,3.88,4.03,3.78
3.83,3.94,3.97,3.78
3.95,4.13,4.22,3.93
4.13,4.01,4.20,3.97
4.01,3.90,4.13,3.88
3.80,3.60,3.80,3.50
3.54,3.88,3.89,3.50
4.03,4.00,4.30,3.95
4.00,3.93,4.09,3.85
3.89,4.00,4.06,3.88
4.02,3.98,4.05,3.86
3.81,3.83,3.95,3.72
3.81,3.78,3.84,3.63
3.80,3.75,3.80,3.67
3.75,4.00,4.02,3.70
4.03,4.00,4.04,3.91
4.01,3.90,4.07,3.89
3.84,3.93,3.93,3.70
3.89,3.86,3.94,3.80
3.94,4.11,4.13,3.85
4.08,4.08,4.12,4.00
4.13,4.14,4.26,4.12
4.14,4.27,4.32,4.13
4.40,4.68,4.71,4.33
4.77,4.81,4.81,4.52
4.75,4.74,5.04,4.70
4.75,4.77,4.87,4.56
4.80,4.93,4.94,4.70
4.94,4.94,5.00,4.82
5.15,5.68,5.70,5.13
5.74,5.59,6.00,5.55
5.83,5.85,6.00,5.64
5.85,5.71,5.97,5.60
5.70,5.65,5.80,5.55
5.66,5.91,5.93,5.62
5.99,5.96,6.07,5.79
6.03,6.20,6.26,5.86
6.30,6.42,6.49,6.25
6.46,6.18,6.48,6.11
6.17,6.19,6.34,6.04
6.04,5.75,6.25,5.70
5.88,6.00,6.05,5.84
6.05,6.47,6.54,6.05
6.16,6.02,6.25,6.00
6.02,6.38,6.44,5.99
6.54,6.60,6.69,6.28
6.44,6.32,6.52,6.17
6.36,6.28,6.41,6.22
6.40,6.38,6.61,6.31
6.44,6.63,6.64,6.31
6.45,5.96,6.63,5.92
5.77,6.09,6.16,5.38
6.12,6.17,6.22,5.85
6.00,6.05,6.19,5.78
5.89,5.49,6.00,5.48
5.45,5.81,5.85,5.40
5.98,5.80,6.00,5.72
5.75,5.49,5.81,5.43
5.47,5.57,5.73,5.39
5.57,5.50,5.71,5.36
5.45,5.40,5.49,5.35
5.73,6.22,6.23,5.62
6.34,6.32,6.35,6.00
6.22,6.32,6.42,6.18
6.54,6.22,6.67,6.00
6.23,6.53,6.59,6.11
6.53,6.50,6.73,6.36
6.58,6.44,6.68,6.30
6.44,6.25,6.50,6.12
6.29,6.45,6.56,6.20
6.66,6.23,6.87,6.15
6.37,6.22,6.50,6.13
6.18,6.41,6.48,6.01
6.22,6.26,6.38,6.19
6.26,6.37,6.39,6.15
6.38,6.18,6.43,6.16
6.50,6.29,6.62,6.17
6.34,6.18,6.38,6.03
6.17,6.24,6.41,6.13
6.39,6.88,7.02,6.37
7.00,6.98,7.03,6.81
7.21,7.61,7.67,7.19
7.79,7.75,7.81,7.50
7.86,8.19,8.19,7.72
8.13,8.05,8.34,7.89
8.08,8.69,8.80,8.00
8.75,8.87,8.93,8.55
8.92,8.51,9.03,8.38
8.71,8.79,8.95,8.40
8.49,8.78,8.79,8.43
8.61,8.61,8.78,8.54
8.55,8.57,8.68,8.36
8.50,8.44,8.57,8.37
8.20,7.79,8.20,7.71
7.82,8.15,8.17,7.79
8.01,8.07,8.15,7.91
7.89,7.70,7.95,7.57
7.70,8.00,8.11,7.67
8.15,8.59,8.73,8.08
8.76,8.58,8.76,8.35
8.63,8.72,8.85,8.55
8.83,9.18,9.25,8.66
9.30,9.17,9.75,9.08
9.12,9.09,9.20,8.71
9.14,9.06,9.18,8.98
8.75,8.77,8.85,8.68
9.44,9.45,9.48,9.16
9.49,9.10,9.49,9.05
9.37,9.12,9.40,8.97
9.14,9.17,9.57,9.07
9.37,9.07,9.41,8.98
9.12,9.23,9.41,9.11
9.28,9.35,9.40,9.16
9.25,9.22,9.31,8.97
9.20,9.51,9.55,9.13
9.26,9.19,9.31,9.03
8.91,8.99,9.02,8.68
9.08,8.94,9.19,8.91
8.77,7.61,8.81,7.55
7.57,7.89,8.18,7.25
8.11,8.03,8.42,7.82
7.91,8.20,8.33,7.88
8.09,7.68,8.29,7.51
7.60,7.46,7.65,7.37
7.32,7.84,7.88,7.27
8.19,8.35,8.40,7.90
8.71,9.01,9.03,8.50
9.01,9.07,9.07,8.60
9.01,8.93,9.09,8.79
8.75,8.04,8.80,7.87
7.82,8.31,8.36,7.72
8.11,7.74,8.28,7.62
7.78,7.60,7.95,7.54
7.59,7.69,7.91,7.36
7.52,7.25,7.61,7.25
7.45,7.38,7.59,7.29
7.38,7.54,7.56,7.27
7.74,7.99,8.03,7.57
8.20,7.75,8.21,7.62
7.73,7.41,7.79,7.35
7.44,7.23,7.59,7.22
7.11,7.09,7.20,6.90
7.09,7.28,7.38,6.93
7.22,7.35,7.42,7.09
7.57,7.24,7.73,7.24
7.24,7.13,7.37,7.03
6.86,6.24,6.87,6.16
6.38,6.35,6.47,6.02
6.07,6.14,6.28,6.02
6.36,6.29,6.48,6.10
6.42,6.41,6.51,6.29
6.32,6.19,6.39,6.16
6.20,6.36,6.40,6.16
6.36,6.59,6.80,6.35
6.49,6.27,6.56,6.21
6.31,6.43,6.45,6.29
6.64,6.74,6.83,6.46
6.93,7.00,7.04,6.77
7.00,6.77,7.01,6.72
6.72,6.79,6.81,6.65
7.12,6.81,7.17,6.67
6.89,6.97,7.07,6.71
6.95,6.82,7.03,6.74
6.88,6.64,6.91,6.57
6.64,6.63,6.81,6.44
6.61,6.84,6.86,6.50
7.07,7.28,7.38,6.96
7.48,7.24,7.73,7.21
7.20,7.39,7.43,7.16
7.40,7.09,7.43,6.83
6.91,6.91,7.00,6.68
6.98,6.76,7.14,6.63
7.21,7.22,7.68,6.92
7.23,6.90,7.25,6.74
6.84,5.92,6.92,5.85
5.80,6.21,6.43,5.70
6.18,6.73,6.75,6.01
6.63,6.51,6.66,6.35
6.64,6.23,6.72,6.12
6.17,6.13,6.28,5.93
6.20,6.17,6.34,6.09
6.25,6.45,6.47,6.03
6.13,6.12,6.20,5.96
6.13,6.04,6.13,5.98
6.10,6.21,6.27,6.04
6.05,6.22,6.29,6.00
6.21,6.07,6.22,6.04
6.05,6.10,6.31,5.83
