OCC,Optical Cable Corporation - Common Stock,NASDAQ
3.00,2.85,3.00,2.65
2.76,2.80,2.85,2.75
2.80,2.70,2.80,2.70
2.65,2.65,2.80,2.55
2.70,2.75,2.85,2.50
2.85,2.85,2.85,2.72
2.85,2.87,2.87,2.85
2.85,2.75,2.85,2.65
2.98,2.75,2.98,2.55
2.70,2.82,3.00,2.70
3.30,3.09,3.36,3.00
3.20,3.03,3.20,3.00
3.01,3.10,3.10,3.00
3.00,3.10,3.10,2.95
3.10,3.11,3.15,2.95
3.15,3.11,3.20,3.05
3.10,3.10,3.15,3.10
3.15,3.01,3.20,2.96
3.10,3.25,3.25,3.10
3.15,3.15,3.25,3.15
3.20,3.12,3.20,3.00
3.00,3.00,3.00,3.00
3.05,3.30,3.35,3.05
3.15,3.15,3.25,3.00
3.15,3.50,3.80,3.10
3.45,3.45,3.45,3.36
3.50,3.50,3.50,3.50
