COL,Rockwell Collins,NASDAQ
94.49,95.23,95.31,94.24
95.40,94.68,95.64,94.43
94.57,94.37,94.64,94.21
93.89,94.15,94.52,93.06
94.63,94.43,95.08,93.85
94.41,93.10,94.71,92.95
93.31,93.36,94.03,92.72
93.77,93.21,94.49,93.13
93.25,93.99,94.15,93.25
93.97,94.69,94.70,93.61
94.42,93.93,94.70,93.80
93.79,93.95,94.08,93.53
93.84,93.97,94.19,93.64
94.40,94.44,94.68,93.89
94.48,93.49,94.48,93.38
93.50,93.45,94.06,93.29
93.74,92.76,93.74,92.26
93.57,93.09,94.00,92.70
93.35,93.30,93.73,92.85
91.90,92.72,93.80,91.90
92.91,93.03,93.07,92.64
92.44,91.78,93.02,91.51
92.00,91.00,92.31,90.99
91.17,90.54,91.34,90.39
90.45,90.40,90.70,89.51
90.56,89.93,90.98,89.85
