XEC,Cimarex Energy Co Common Stock,NASDAQ
139.82,143.25,144.13,139.26
142.60,142.61,143.48,140.70
143.73,142.66,145.53,140.26
143.96,141.59,144.40,140.98
146.61,140.87,146.96,140.31
142.00,142.05,143.47,139.92
140.27,137.08,142.47,136.80
136.81,137.28,138.53,135.57
137.50,137.50,138.20,136.36
137.66,137.59,138.68,136.99
138.50,136.15,138.89,135.96
137.33,135.93,138.02,135.58
136.33,136.77,137.76,135.81
136.51,135.72,137.33,135.26
136.40,136.71,137.56,135.94
137.00,136.44,137.35,135.56
136.08,136.32,137.00,135.10
136.52,135.90,137.56,135.31
137.53,138.79,139.73,136.56
138.48,138.50,139.35,136.56
138.50,140.11,141.58,138.29
140.36,140.01,141.13,138.88
138.43,139.36,140.53,137.66
140.01,141.34,141.82,139.25
142.00,142.47,144.15,140.47
144.16,138.84,144.30,137.96
138.55,139.65,140.04,137.25
