COKE,Coca-Cola Bottling Co. Consolidated - Common Stock,NASDAQ
61.20,60.30,61.44,60.21
60.15,60.13,60.80,59.90
60.45,59.72,60.81,59.72
59.78,60.38,60.95,59.42
60.82,61.13,61.13,60.31
61.55,61.84,62.20,61.11
62.20,62.03,62.20,61.75
62.03,61.15,62.03,60.20
61.30,61.22,62.00,60.84
61.17,61.61,61.69,61.03
61.76,61.12,61.76,61.00
61.46,61.54,61.64,60.41
61.62,62.40,62.42,61.56
62.50,62.38,62.50,62.05
62.49,62.92,63.00,62.34
63.25,63.27,63.40,62.04
63.20,62.79,63.27,62.52
63.02,63.36,63.48,62.45
63.21,63.26,63.48,62.38
63.38,63.99,64.00,63.02
64.00,64.57,64.63,63.61
64.45,64.86,64.93,64.27
64.51,64.99,65.21,64.36
64.99,64.87,65.07,64.66
64.78,64.61,64.97,64.20
64.52,65.39,65.39,64.24
65.26,65.08,65.34,64.70
65.16,64.64,65.35,64.54
64.71,64.73,64.82,64.41
64.25,63.86,64.71,63.83
64.09,63.94,64.30,63.75
63.95,63.95,64.45,63.56
63.90,64.59,64.59,63.85
64.32,64.26,64.50,63.56
63.99,62.89,64.01,62.21
62.84,62.31,63.17,62.02
62.15,62.19,62.69,61.77
62.31,64.46,64.55,62.31
64.39,64.63,64.89,64.20
64.60,64.09,64.60,63.41
63.67,62.76,63.67,62.70
62.67,63.48,63.80,62.67
63.41,63.09,63.90,63.05
63.23,64.31,64.48,63.00
64.26,63.38,64.31,63.00
63.32,63.66,64.20,63.10
63.66,64.12,64.12,63.40
64.42,64.01,64.49,63.51
63.35,63.07,63.96,62.26
62.69,63.75,64.10,62.69
63.22,63.72,63.95,63.22
63.57,62.84,63.84,62.75
63.46,63.88,64.48,63.15
63.71,63.97,64.00,63.15
63.82,63.61,63.92,63.51
63.78,63.41,63.86,62.88
63.62,63.99,64.00,63.17
64.00,64.00,64.24,63.75
63.91,63.80,64.05,63.25
63.87,63.70,63.90,63.19
63.90,63.70,63.90,63.39
64.00,64.11,64.11,63.50
64.05,64.00,64.30,63.74
63.87,64.09,64.22,63.54
63.85,63.98,63.99,63.51
63.94,63.86,64.10,63.60
64.00,63.79,64.00,63.58
63.50,63.70,64.00,63.50
63.75,63.21,63.78,63.21
63.40,63.74,63.87,63.15
63.50,63.36,63.82,63.19
63.13,62.56,63.20,62.51
62.76,62.22,62.99,62.02
62.01,62.09,62.37,62.01
62.03,61.12,62.28,61.11
61.10,60.98,61.79,60.61
60.84,60.06,60.99,60.03
60.28,59.22,60.46,59.06
59.55,60.22,60.53,59.45
60.90,61.99,61.99,60.53
62.10,61.98,62.61,60.75
61.53,61.90,62.82,60.27
62.10,61.98,62.49,61.50
62.18,62.62,62.79,61.50
62.76,63.46,63.50,62.31
63.56,63.62,63.84,62.93
63.38,63.60,63.76,63.03
63.63,63.56,63.98,63.14
63.13,63.26,63.52,62.76
63.64,63.89,63.94,63.36
63.90,63.64,63.90,63.60
63.73,63.97,63.97,63.50
63.48,63.90,63.93,63.11
63.95,64.03,64.33,62.97
64.28,63.32,64.28,63.23
63.19,63.55,63.75,62.98
63.71,63.56,63.97,63.28
63.67,63.71,63.98,63.50
63.62,63.24,64.27,63.24
63.50,63.06,63.97,62.83
63.39,64.32,64.33,63.09
64.06,64.72,64.87,64.06
64.68,65.06,65.06,64.22
65.05,65.01,65.07,64.59
65.07,65.07,65.07,64.78
64.96,64.98,65.07,64.71
65.07,64.92,65.07,64.67
64.95,65.06,65.13,64.80
65.23,65.90,66.00,65.08
65.98,66.00,66.01,65.50
65.65,66.35,66.42,65.65
66.45,66.55,66.55,66.02
66.54,67.94,68.00,66.15
67.95,68.69,68.90,67.27
68.50,67.90,68.97,67.90
68.31,67.55,68.55,67.24
67.43,68.76,68.99,66.52
68.52,68.83,69.13,68.31
69.00,69.10,69.71,68.85
69.53,69.35,70.23,68.91
69.61,70.38,70.43,69.45
70.59,70.08,70.59,69.70
69.98,69.06,70.49,68.44
69.06,69.07,69.53,68.66
69.04,69.66,70.18,68.21
69.75,71.56,71.82,69.75
71.23,69.43,71.23,69.07
69.79,71.17,71.37,69.01
71.00,70.95,71.00,69.95
70.81,72.24,72.24,70.67
72.03,72.62,72.92,72.03
72.80,72.18,72.80,72.00
72.43,72.16,72.99,72.01
72.45,72.98,73.00,72.17
73.00,73.50,73.97,72.65
73.61,73.19,73.99,73.19
72.91,71.24,72.95,70.17
71.39,72.26,72.68,71.39
72.72,71.67,72.72,71.02
71.65,73.60,74.00,71.65
73.46,72.72,73.90,71.79
73.00,72.91,73.54,71.75
73.10,72.47,73.49,72.07
72.41,71.68,72.86,71.04
71.98,71.64,72.18,71.17
71.59,72.98,73.00,71.13
72.63,72.85,73.00,72.02
73.31,72.30,73.31,72.10
72.94,72.10,73.49,72.00
72.12,72.13,72.17,71.67
72.07,71.90,72.55,71.50
71.50,70.31,71.68,70.12
70.30,69.46,70.51,68.09
69.73,68.89,69.73,68.13
68.26,68.35,68.80,68.00
68.41,68.68,69.82,67.94
67.94,68.28,69.15,67.94
68.28,66.10,68.75,66.00
66.31,66.15,66.90,66.07
66.15,66.53,66.71,65.74
66.25,66.86,67.37,66.01
67.32,67.94,68.46,67.32
68.39,68.73,69.18,67.98
69.08,69.47,69.72,68.70
69.40,69.39,70.10,68.90
69.44,71.94,72.45,69.44
72.01,72.27,73.10,71.70
72.85,73.13,73.44,71.51
72.67,72.43,72.94,71.97
72.03,73.51,73.72,72.03
73.50,74.65,75.00,72.97
74.74,75.66,75.93,74.70
75.98,75.17,75.98,74.64
74.88,75.00,75.99,74.67
74.96,75.56,75.81,74.83
75.72,75.64,76.52,75.57
76.77,79.96,80.57,76.02
80.26,84.34,84.89,79.79
83.79,85.46,85.87,82.51
85.94,86.09,87.54,84.54
86.10,86.57,87.08,84.62
89.40,87.34,89.40,86.49
87.49,87.16,87.76,86.33
86.58,87.61,88.90,86.20
87.75,87.59,88.00,86.71
87.25,88.42,89.32,86.99
88.88,88.50,89.27,87.69
88.18,88.46,88.64,87.43
88.12,88.55,89.00,87.51
88.10,88.41,89.12,88.10
88.96,88.04,89.00,88.02
87.79,87.01,88.12,86.88
86.10,87.90,88.40,85.62
88.03,86.44,88.84,86.22
87.09,85.70,87.95,85.33
85.94,85.25,86.63,85.25
85.35,84.98,86.56,84.52
85.35,85.01,85.98,84.69
84.76,83.25,84.79,82.70
83.31,82.40,83.59,82.01
82.42,79.15,82.46,78.01
79.43,80.23,81.10,79.43
80.56,81.50,81.92,80.02
82.07,81.95,82.45,81.51
81.68,81.45,82.32,79.85
80.98,81.06,82.01,80.32
81.50,81.20,82.19,80.55
81.80,80.78,82.49,80.13
81.49,81.07,81.53,80.81
81.06,80.71,81.64,80.49
81.06,81.25,81.48,80.46
81.20,81.04,81.94,80.66
81.10,81.30,81.65,80.20
81.86,82.40,82.70,80.75
82.02,82.41,82.79,81.27
82.77,82.97,83.51,82.57
83.70,83.34,84.35,83.25
82.71,82.23,82.84,80.76
82.17,82.14,82.62,80.18
82.65,82.99,84.84,82.46
82.27,82.22,83.39,81.66
82.32,80.35,83.24,80.35
80.00,78.26,81.20,78.00
77.95,77.27,79.32,76.85
77.25,77.49,77.97,77.01
78.08,78.32,79.81,78.04
78.30,77.63,79.83,77.50
77.51,75.61,77.75,75.01
75.73,76.02,76.61,75.01
76.44,76.30,77.13,75.46
75.68,75.65,76.43,75.55
75.79,75.37,75.79,74.65
75.42,75.84,75.92,75.12
75.54,76.53,77.34,75.54
76.13,76.46,76.75,75.73
76.70,77.93,78.45,76.69
77.63,75.61,77.99,74.74
75.54,76.36,76.85,75.54
76.10,75.26,76.10,75.20
75.63,75.26,75.63,74.70
74.73,75.98,77.00,74.51
75.65,75.07,76.59,75.05
75.00,75.67,76.09,74.50
75.55,76.33,77.00,75.21
76.35,76.23,77.07,75.80
75.85,75.89,76.20,75.85
75.86,75.11,76.32,75.10
75.01,74.74,75.59,74.53
75.27,74.76,75.38,74.25
75.08,74.30,75.08,73.24
73.95,73.75,74.50,73.40
74.03,74.09,74.44,73.41
74.05,73.98,74.51,73.61
74.34,75.00,75.24,73.68
74.68,75.11,75.92,74.23
75.00,74.15,75.24,74.04
73.68,73.76,73.90,72.00
73.80,73.60,74.10,72.92
73.11,74.56,74.97,73.11
74.74,73.67,75.00,73.66
74.00,74.46,74.94,74.00
74.73,74.63,75.01,74.40
75.00,75.61,75.86,74.73
75.50,74.52,75.50,74.40
74.40,74.24,74.92,73.94
74.27,73.42,74.27,73.25
72.99,72.51,72.99,72.03
72.11,72.64,72.87,72.04
73.04,72.54,73.43,72.01
72.24,72.15,72.50,72.03
72.69,72.43,72.69,72.12
72.25,72.25,72.68,72.05
72.15,72.54,72.69,72.05
72.31,72.60,72.72,72.25
72.49,72.45,72.49,72.25
72.23,72.11,72.40,72.00
72.11,70.76,72.37,70.69
70.75,70.88,71.00,70.50
70.87,70.83,71.18,70.64
70.92,70.70,71.13,70.28
70.75,70.08,71.01,70.00
69.75,69.82,70.41,68.75
69.82,69.28,70.33,69.12
69.73,70.56,70.62,69.20
70.86,70.63,71.66,70.09
72.00,71.68,72.42,71.14
71.43,72.16,72.41,71.05
72.32,73.28,73.94,72.32
73.48,74.15,74.27,73.26
74.15,74.17,74.50,73.72
74.43,74.25,74.79,74.06
74.45,73.90,74.45,73.21
74.65,74.25,74.99,73.61
74.87,75.10,75.11,74.06
75.25,75.90,76.03,74.64
75.49,75.24,76.27,75.06
75.28,75.17,75.28,74.50
75.15,74.60,75.31,74.54
75.22,74.10,75.41,74.01
74.03,73.74,74.70,73.55
73.83,73.39,73.83,72.72
73.18,73.25,73.89,72.86
73.44,74.36,74.41,73.26
74.84,76.51,76.83,74.82
76.51,75.59,76.85,74.54
75.53,75.91,76.96,75.51
75.92,74.61,77.07,74.56
74.75,75.33,75.53,74.01
75.32,75.01,75.50,74.51
75.86,75.62,76.21,75.25
75.09,76.04,76.46,75.09
76.25,76.45,76.45,75.44
76.47,76.26,76.47,75.84
76.47,76.85,77.00,76.19
76.54,76.18,76.82,76.00
76.39,75.39,76.41,75.23
76.25,77.41,77.84,75.40
76.92,77.12,77.77,76.75
77.00,77.02,77.75,75.90
77.02,76.85,77.47,76.40
76.92,75.51,77.45,74.50
75.38,75.74,77.31,75.00
74.98,74.97,75.48,74.56
75.05,74.63,75.22,74.41
74.26,74.13,74.70,73.50
73.96,73.87,74.75,73.04
74.53,76.06,76.66,74.37
76.59,76.06,76.84,75.63
75.58,75.75,76.47,75.44
75.37,78.69,78.91,75.07
78.25,77.02,78.70,76.80
76.82,78.59,79.52,76.27
78.94,80.55,81.02,78.64
80.67,82.55,83.42,80.46
82.28,82.84,83.47,80.27
81.33,82.03,83.15,81.21
83.38,81.51,83.38,81.18
80.61,81.32,81.61,78.72
81.20,81.28,81.29,79.77
81.02,81.63,81.69,80.22
81.90,81.98,82.79,79.57
81.98,82.61,82.61,81.52
82.68,83.08,83.47,81.57
83.69,87.05,87.33,82.70
86.90,86.96,87.97,85.06
87.23,89.29,89.29,86.96
89.50,90.44,91.29,89.37
89.78,91.31,91.33,89.37
90.42,91.41,92.44,89.84
91.86,90.65,92.81,89.35
90.38,90.82,91.05,89.00
90.10,90.00,92.12,89.00
90.38,88.96,90.38,87.54
88.61,90.27,90.43,87.78
89.95,91.19,91.44,89.60
90.59,90.08,92.00,89.79
90.16,91.68,91.98,90.01
91.53,90.62,91.90,90.20
91.29,91.49,92.39,90.70
91.70,91.68,93.42,90.40
91.91,92.46,92.84,90.23
93.27,92.49,93.98,92.19
91.79,93.43,93.54,91.73
93.52,92.39,94.13,92.18
92.88,93.37,93.72,92.05
93.73,94.56,95.65,93.73
93.06,86.35,93.56,86.28
86.04,88.22,89.49,84.31
88.93,87.29,89.36,86.71
86.87,88.16,89.89,85.43
87.93,89.34,89.92,87.40
88.88,86.03,89.34,85.32
85.00,86.48,86.70,83.09
86.31,85.13,87.56,84.81
84.97,88.42,88.86,84.97
87.44,84.57,89.73,84.44
84.80,82.66,84.95,82.32
82.72,83.81,85.04,82.72
84.52,87.20,87.20,84.52
88.00,88.72,88.82,86.57
88.39,86.74,88.72,86.29
87.28,87.64,87.93,86.25
87.47,87.74,88.57,86.24
87.75,88.19,88.40,86.90
88.75,88.55,89.20,87.75
88.67,87.94,89.21,87.20
87.60,88.31,90.04,87.51
88.99,88.03,90.25,88.00
88.79,89.87,90.10,86.90
89.07,89.20,90.03,88.37
89.20,88.59,89.63,88.00
89.37,89.13,89.49,88.00
89.38,90.18,90.20,88.15
89.81,90.22,90.25,88.44
89.65,90.23,90.79,89.53
90.77,91.30,91.56,90.00
90.35,91.60,91.60,89.48
92.30,93.86,93.89,90.62
93.41,95.99,95.99,92.42
95.42,98.47,99.08,94.84
98.70,99.40,99.53,98.00
99.50,102.85,102.89,98.88
102.25,104.01,104.80,100.48
104.86,105.07,105.70,100.32
105.00,103.93,105.00,102.16
103.51,101.03,104.53,99.46
100.97,98.69,101.54,97.63
97.70,97.54,100.14,96.36
97.00,97.28,98.10,95.96
97.92,98.54,99.59,96.39
99.00,101.58,102.52,98.16
102.42,101.92,102.42,100.34
101.65,100.50,102.31,100.30
99.85,99.68,100.39,98.90
100.57,100.15,101.35,99.06
99.77,99.52,100.46,99.50
100.09,100.29,100.53,99.94
100.64,100.77,100.98,98.92
100.79,100.32,100.94,99.00
100.00,102.94,102.98,99.20
102.14,101.79,103.24,101.07
101.89,102.24,103.99,101.21
101.76,102.76,103.86,100.95
102.18,103.38,103.99,100.33
103.95,103.59,104.00,102.30
104.19,103.80,104.93,103.28
104.25,104.39,107.39,104.00
105.00,105.65,106.47,105.00
105.74,106.37,106.69,105.42
106.00,104.24,106.33,103.48
104.30,101.41,104.58,99.28
100.72,102.01,103.05,100.42
102.39,105.68,105.98,102.39
104.28,104.84,106.00,103.00
104.69,103.64,105.43,103.51
104.70,106.48,107.03,103.99
105.70,106.65,106.97,105.01
106.65,107.90,108.00,105.71
107.92,106.17,107.92,105.70
106.77,107.00,107.80,105.84
107.00,106.77,107.15,105.12
107.00,107.59,108.00,106.37
108.00,107.39,108.00,107.18
107.75,108.88,109.66,107.46
109.48,106.88,109.96,106.88
107.48,106.97,107.48,105.12
107.11,111.57,112.00,106.52
112.58,113.57,116.11,111.60
113.88,113.06,113.99,112.14
113.60,114.00,114.24,112.43
114.09,114.52,115.00,113.72
113.99,115.43,115.84,113.99
115.66,115.71,115.76,114.82
116.00,116.00,116.00,115.20
116.45,114.51,116.45,114.05
114.32,115.86,115.99,114.24
116.03,115.07,116.03,114.65
115.05,115.30,115.98,114.82
115.86,115.11,115.96,114.86
114.55,115.05,115.20,114.38
114.12,111.32,115.02,111.31
112.68,113.70,113.74,112.53
113.36,114.73,114.98,112.13
115.00,114.19,115.49,113.81
114.00,113.04,114.76,112.07
113.32,113.36,114.11,113.00
113.50,114.01,114.60,113.41
114.53,113.95,114.53,113.71
113.97,111.46,114.50,111.20
111.50,113.00,114.04,111.50
113.94,111.51,113.94,111.51
112.54,112.32,113.30,111.34
111.67,112.25,112.47,111.26
111.47,113.26,113.75,111.26
112.86,113.00,113.67,112.00
113.38,113.20,113.70,112.18
112.57,113.16,114.51,112.57
112.79,111.26,113.00,111.26
111.69,111.77,112.88,111.20
112.94,112.47,113.00,111.52
112.70,112.52,113.24,112.14
112.12,113.08,113.09,111.07
113.00,113.87,114.20,113.00
114.00,115.43,115.93,113.21
115.93,114.40,116.40,114.11
114.92,113.00,115.92,112.62
112.97,113.00,114.29,112.71
113.05,113.55,114.02,113.00
112.93,112.53,113.12,112.09
112.98,113.57,114.00,112.07
116.49,122.50,122.75,113.67
122.17,123.28,125.15,120.38
122.93,124.02,124.78,122.93
124.47,124.31,125.62,123.03
124.00,123.85,124.76,122.20
123.27,123.02,124.20,121.00
123.15,121.71,123.15,121.26
122.18,122.41,123.76,122.00
122.78,123.89,124.54,122.78
123.19,123.00,124.07,122.39
122.43,122.98,123.26,121.26
122.88,124.74,125.24,122.00
125.40,130.44,130.68,124.77
130.48,133.13,133.59,124.01
133.98,137.21,137.99,133.53
141.08,144.49,145.93,139.26
146.00,144.25,146.00,143.00
143.78,143.32,145.98,143.29
144.42,145.53,146.55,143.13
145.63,148.98,149.40,145.63
148.90,149.63,153.04,146.95
152.76,151.07,152.76,149.94
151.93,155.41,155.64,151.11
155.06,153.33,156.69,151.58
155.28,154.74,155.75,152.29
153.74,152.94,155.45,150.60
152.00,153.47,155.51,151.88
153.40,154.08,155.46,153.17
155.19,164.35,165.33,154.42
159.16,168.43,170.35,159.16
168.95,170.92,171.99,167.00
172.00,172.06,175.50,171.06
173.00,154.35,173.72,148.06
154.35,162.20,162.93,149.73
163.95,155.00,164.09,151.70
155.25,152.62,156.80,152.00
150.71,152.79,153.44,150.00
152.21,147.94,153.70,146.57
147.97,151.62,153.00,147.92
151.02,157.51,157.54,149.66
161.00,156.91,161.00,155.01
157.18,155.00,158.80,153.08
153.41,159.48,160.40,153.41
158.27,162.00,162.64,157.77
163.07,160.24,163.07,156.02
160.25,165.00,166.77,157.62
170.00,165.77,174.10,165.06
167.22,162.11,170.00,160.44
162.00,163.28,167.52,160.32
164.55,162.52,166.97,161.40
162.45,162.26,164.20,161.07
160.26,160.86,162.63,160.26
161.31,160.57,162.94,160.51
160.22,162.85,163.29,160.22
161.54,166.32,166.32,161.54
166.17,164.70,166.17,163.22
164.35,161.25,164.76,160.67
160.70,158.62,160.70,155.96
156.42,154.15,156.93,152.47
144.50,155.55,155.99,126.31
160.80,160.55,162.00,156.79
163.18,161.80,163.18,158.81
162.60,155.83,162.99,152.19
155.10,157.56,157.56,151.68
155.98,154.23,158.93,152.49
152.50,154.14,155.18,152.03
154.40,159.31,159.31,153.38
159.00,163.20,165.26,158.47
162.52,157.35,162.92,156.16
159.11,165.27,168.00,158.64
166.50,160.79,167.68,160.12
160.48,162.00,163.16,160.05
160.64,163.05,163.50,160.64
162.70,164.31,167.10,161.30
165.28,164.60,165.53,162.83
165.40,165.00,165.67,163.54
164.72,171.18,173.10,164.72
171.15,166.35,174.09,163.63
168.35,169.27,169.81,164.40
171.29,170.43,171.78,165.74
171.15,173.23,173.78,170.87
172.88,185.31,186.63,172.88
189.90,189.13,194.43,187.74
190.12,192.39,194.73,189.28
192.16,193.70,195.73,189.86
195.65,193.38,199.87,192.91
192.81,191.00,193.34,190.58
190.08,195.15,195.15,188.53
195.06,198.83,199.06,195.06
199.63,206.69,207.33,197.91
206.75,217.46,220.93,205.33
218.07,210.87,219.95,208.00
210.88,214.31,215.93,210.88
213.53,215.82,215.97,212.31
215.00,214.82,218.78,214.29
215.82,211.63,216.00,211.01
212.63,212.57,213.29,210.07
213.57,212.00,213.73,211.42
213.14,212.55,215.01,211.71
211.55,214.39,214.39,210.73
214.66,211.20,214.66,210.59
212.00,212.63,213.72,210.55
214.75,212.56,214.75,210.88
212.95,208.55,213.14,208.11
209.27,208.04,211.18,208.04
208.79,214.73,216.47,208.17
215.00,213.07,217.13,212.11
215.00,211.21,215.02,210.38
210.29,209.97,213.36,208.84
207.75,207.42,208.94,202.00
201.00,176.36,204.00,175.00
176.00,185.60,189.03,176.00
185.33,188.95,189.18,185.00
185.55,182.76,188.68,182.10
181.63,180.32,185.59,179.71
180.70,184.36,186.22,180.49
183.48,176.61,184.39,175.01
176.50,176.78,180.18,176.28
176.50,175.46,178.73,175.00
176.46,173.15,178.47,170.01
172.15,172.38,173.84,171.25
174.25,172.97,174.92,171.52
173.30,188.63,194.47,173.24
186.93,192.89,195.41,185.17
192.43,188.12,195.04,185.62
188.55,193.15,195.21,188.29
193.82,198.69,199.78,193.23
198.00,193.67,198.36,193.28
193.00,193.65,194.85,188.01
193.49,193.40,193.79,190.78
193.90,192.06,200.99,191.73
192.43,193.14,194.01,191.25
192.85,195.49,200.32,192.56
195.13,195.11,195.97,191.18
194.66,192.94,197.55,192.74
193.26,189.97,194.78,189.66
188.55,183.77,188.55,182.63
182.67,191.67,193.20,181.12
192.95,194.22,197.84,192.30
193.97,194.78,196.01,191.74
195.60,189.02,196.11,189.02
187.57,182.84,190.44,181.92
183.01,182.60,188.10,181.00
182.45,183.98,185.58,180.45
184.37,183.92,185.28,182.19
182.09,178.66,182.32,176.81
179.04,182.61,184.93,179.01
182.61,181.98,184.51,180.33
180.62,183.40,186.56,179.71
181.45,182.51,184.46,180.53
180.40,175.05,183.42,174.61
177.02,176.74,179.41,174.30
175.18,179.95,181.98,172.00
176.94,177.43,181.47,176.02
176.41,177.90,178.68,176.10
178.42,172.57,178.95,171.50
173.11,174.46,177.44,172.62
173.68,169.11,175.45,168.39
167.65,169.49,169.81,166.05
165.73,166.00,167.97,158.80
165.97,171.18,174.12,165.41
170.30,172.52,174.98,166.01
173.40,170.60,175.07,170.13
172.16,167.88,172.16,165.04
169.03,170.59,172.48,168.26
169.19,170.36,172.58,168.92
171.01,170.70,171.76,167.75
171.40,177.38,179.26,171.01
178.78,175.90,180.58,174.16
174.50,173.61,176.00,173.61
169.43,162.61,172.22,162.45
163.27,163.17,169.13,162.50
163.17,160.25,166.26,158.88
161.20,155.50,161.38,155.04
154.46,156.25,157.08,150.26
155.65,163.93,166.61,151.37
166.08,160.01,172.04,159.61
158.04,160.24,160.72,155.50
162.85,163.28,164.96,161.95
163.74,164.79,165.21,162.23
165.30,169.15,170.97,165.00
169.19,168.72,171.81,165.41
169.98,177.00,177.99,168.73
178.00,167.97,179.04,167.64
168.71,171.19,173.75,164.19
169.69,173.23,174.00,169.69
174.20,176.69,179.77,172.52
176.24,173.62,177.56,171.98
173.02,174.72,176.06,172.04
176.47,178.20,179.86,175.61
178.16,173.30,179.55,172.03
172.72,177.61,177.86,172.11
177.77,176.87,177.77,175.25
176.86,178.17,180.97,176.21
177.36,178.09,180.49,176.04
178.40,178.10,179.86,176.60
184.20,178.12,184.20,175.18
179.75,175.85,180.28,175.00
176.85,173.03,176.90,171.73
173.04,169.15,173.04,166.12
168.19,173.98,174.86,167.31
173.28,173.44,174.33,172.05
174.12,171.15,174.50,171.00
170.81,166.80,171.40,163.59
166.24,164.49,166.99,164.48
165.00,162.27,166.13,161.30
162.16,159.25,163.44,158.00
160.00,156.37,160.60,156.26
156.31,164.62,164.99,156.25
164.01,163.74,164.69,161.05
163.50,159.76,163.99,159.27
158.76,162.69,162.98,158.02
163.12,163.70,166.96,159.13
162.79,161.00,163.10,160.60
161.59,163.14,163.98,160.62
163.30,163.46,164.67,161.62
163.93,165.91,166.42,162.29
164.91,162.97,165.51,160.16
162.45,163.64,164.44,161.27
163.23,163.70,164.70,162.19
164.00,163.17,164.65,162.01
162.77,161.58,163.94,161.25
160.81,162.45,163.09,160.17
163.39,166.62,167.42,160.96
166.32,164.42,166.99,163.71
163.77,159.50,165.62,157.70
159.66,160.92,161.53,158.10
158.94,162.30,162.61,158.20
161.95,160.94,163.52,159.63
161.00,160.42,162.44,159.66
159.78,158.25,161.90,157.55
159.02,159.37,159.85,157.53
159.10,164.36,164.51,158.50
163.34,161.55,164.46,160.55
161.30,164.00,164.70,159.97
163.57,165.57,166.05,163.00
165.79,165.72,165.81,163.68
166.32,165.70,167.37,164.57
165.81,166.99,167.94,165.12
165.31,146.18,165.31,144.59
148.11,149.27,151.28,147.22
148.86,148.73,150.98,147.50
148.86,138.72,149.50,137.50
138.07,133.26,138.66,131.51
133.98,134.09,135.69,129.00
134.08,126.60,134.16,125.71
126.65,128.70,129.26,123.89
129.56,128.55,132.50,128.05
129.73,128.05,131.00,126.91
128.92,125.82,128.92,125.53
125.89,123.19,125.89,122.88
122.76,126.96,127.67,122.50
128.32,123.50,128.32,123.50
123.28,124.92,126.25,123.01
125.67,124.56,125.70,123.52
124.54,124.27,125.78,123.46
124.10,125.96,127.66,123.99
126.47,123.83,126.76,123.36
123.66,124.28,124.95,123.04
124.24,121.78,124.74,121.25
121.21,121.91,122.12,119.80
122.30,124.25,125.94,120.50
124.49,127.28,128.96,123.01
128.66,132.35,133.96,127.33
131.38,140.53,140.72,130.00
140.07,140.53,141.51,139.13
141.79,142.41,143.27,139.15
143.12,141.10,143.12,139.76
140.88,140.25,140.88,139.00
140.82,140.12,141.46,139.44
135.14,140.59,141.36,133.20
139.19,141.09,143.30,138.02
142.23,140.03,142.56,139.37
141.29,142.52,143.37,139.06
143.33,147.47,147.52,143.12
146.95,144.82,146.95,144.26
144.88,145.44,146.83,142.72
145.44,144.76,145.91,138.81
144.47,144.29,145.43,143.30
144.45,145.31,147.12,144.31
144.65,145.93,147.65,144.62
145.93,146.45,148.12,144.10
145.84,146.90,148.29,144.80
147.42,146.38,148.75,145.16
146.38,144.11,147.27,142.82
144.09,144.69,144.99,141.53
143.86,146.37,147.91,143.54
146.58,148.61,152.26,145.10
147.87,147.06,148.65,145.50
146.99,149.30,151.28,146.94
150.11,148.43,151.58,147.38
148.67,147.62,149.23,147.03
147.00,141.73,147.58,140.10
141.73,143.94,144.20,141.32
144.35,142.41,145.82,140.10
141.82,144.51,145.23,140.73
145.11,142.60,146.23,142.07
142.50,142.42,143.93,140.46
143.23,142.27,144.00,141.30
142.94,142.35,144.04,141.90
142.22,141.56,142.44,140.51
141.82,141.53,143.37,141.07
142.21,153.50,160.80,141.56
153.11,152.25,154.20,151.68
151.80,156.50,158.46,151.80
158.13,158.00,161.44,156.65
157.11,153.96,158.22,153.62
152.77,151.70,152.91,150.01
152.31,152.76,154.39,151.39
152.45,151.26,155.50,150.70
150.86,150.04,151.84,149.30
149.72,153.02,154.79,149.59
153.36,151.71,153.97,151.03
151.00,152.56,153.77,151.00
152.24,151.34,153.68,149.96
150.47,150.26,152.74,150.00
150.62,150.52,151.70,149.55
151.09,150.30,151.09,149.84
149.90,152.65,152.65,149.90
152.70,153.83,154.29,151.87
154.59,153.72,154.81,152.18
153.94,154.62,156.86,152.96
153.88,151.63,155.28,151.38
150.88,149.21,151.90,149.08
149.35,149.80,151.23,148.76
149.00,147.15,150.02,146.46
147.75,146.18,148.89,146.12
146.17,146.40,146.91,145.63
146.52,143.85,146.52,143.03
143.50,144.64,146.00,143.50
145.59,145.73,146.70,144.66
146.00,145.95,147.30,145.11
145.91,150.53,151.60,145.91
151.01,148.52,151.01,148.46
148.18,144.50,148.18,144.30
144.00,148.19,148.37,144.00
147.88,146.13,149.54,145.04
146.65,143.41,147.00,143.34
143.20,148.16,149.26,142.69
147.52,145.12,147.58,144.33
145.60,143.49,146.40,142.53
144.29,141.44,144.64,140.07
141.53,142.50,143.41,140.51
142.46,141.47,143.30,140.79
141.35,141.58,143.68,140.74
141.76,140.30,142.80,138.60
139.39,141.79,142.79,137.22
142.07,141.87,142.82,140.89
142.20,140.35,142.20,139.96
140.10,141.23,142.24,140.00
142.00,142.40,143.66,140.00
141.89,143.98,144.43,141.11
143.28,142.89,144.79,142.65
143.24,143.16,143.34,141.74
144.55,144.56,144.63,143.18
144.94,145.34,145.91,144.28
145.79,144.47,146.98,144.08
144.84,141.56,145.04,140.71
141.52,145.09,145.42,141.52
145.09,141.30,145.09,141.25
141.91,141.41,142.92,140.64
140.94,142.72,143.11,140.14
142.01,141.38,142.20,141.00
141.74,140.56,142.50,140.09
140.56,140.37,141.49,139.77
139.10,141.27,143.53,139.10
128.00,157.81,157.97,125.00
155.84,160.49,160.87,153.94
158.20,167.48,169.58,158.20
167.50,164.98,168.10,162.69
165.22,164.60,166.33,162.87
164.96,165.32,165.87,164.21
164.64,164.97,165.05,162.97
164.37,165.44,166.12,164.25
164.84,164.90,165.76,164.53
165.14,165.02,168.94,164.59
165.47,164.73,168.55,164.05
165.02,165.86,166.87,163.64
166.12,166.15,167.44,165.27
166.86,165.06,167.30,163.30
165.81,161.78,166.46,161.39
161.53,159.01,165.90,157.86
