GOLD,Randgold Resources Limited - American Depositary Shares each represented by one Ordinary Share,NASDAQ
73.56,72.61,73.80,72.50
72.07,70.23,73.06,70.00
67.50,65.67,67.82,64.98
66.04,66.71,67.45,64.52
64.07,63.00,64.38,62.39
62.89,63.73,65.02,62.23
61.13,60.48,61.84,60.44
61.67,62.04,62.80,61.25
60.66,64.00,64.97,60.45
63.82,64.13,64.62,62.87
63.37,62.70,63.78,61.75
63.72,64.46,64.72,63.18
61.94,61.88,62.05,60.42
61.83,61.13,62.38,60.90
62.97,61.98,63.24,61.19
61.45,60.70,61.67,60.17
65.45,67.88,68.00,65.05
66.26,66.25,66.93,65.53
65.33,64.64,65.76,64.22
66.00,69.01,69.10,65.98
69.35,67.37,69.78,67.22
67.62,67.15,68.39,67.06
68.68,70.33,70.37,68.59
71.80,73.63,74.60,71.80
74.10,74.30,74.96,73.26
73.60,71.73,73.84,70.56
71.46,71.72,72.90,71.37
71.68,73.31,73.31,71.02
73.71,73.37,74.53,73.00
73.16,72.90,73.74,72.50
72.36,74.27,75.41,72.15
75.10,72.65,75.27,72.58
72.48,70.58,72.64,70.47
71.94,71.27,72.34,71.03
69.22,66.74,69.34,66.74
67.56,66.21,68.03,66.05
67.44,70.41,70.64,67.44
71.28,73.15,74.55,70.86
74.59,74.66,75.68,74.19
75.38,74.57,75.97,74.29
74.96,76.92,77.33,74.96
75.62,79.29,79.74,75.36
81.46,80.25,81.92,79.46
79.48,78.19,79.96,77.84
78.48,80.38,80.80,78.37
78.68,77.46,79.46,77.26
78.44,78.63,79.51,78.28
79.13,80.95,81.36,78.62
81.12,81.10,81.75,80.10
81.80,78.78,84.61,78.60
80.19,78.08,81.57,77.43
78.47,79.33,80.60,77.76
78.88,78.02,79.19,77.60
79.68,79.06,80.43,78.71
78.76,80.03,80.06,78.60
79.45,77.87,79.68,77.40
78.34,77.90,78.70,77.56
77.99,76.40,78.10,76.10
75.60,73.43,75.62,72.64
72.96,73.53,73.65,71.80
70.98,69.92,71.68,69.79
70.67,71.54,71.80,69.91
71.47,71.77,72.42,71.17
72.66,73.60,73.69,72.00
72.15,79.19,79.94,71.21
78.62,76.86,79.23,75.84
75.63,73.38,76.05,73.32
73.37,72.46,74.54,72.31
72.04,71.54,72.56,71.07
72.02,72.64,74.00,71.83
73.02,72.11,73.39,71.40
72.52,71.73,73.18,70.61
71.12,71.53,72.12,70.90
69.60,70.48,70.75,69.17
70.16,70.07,71.58,69.89
69.93,69.11,70.52,68.92
69.61,69.72,70.03,69.32
69.95,71.22,71.45,69.88
71.07,69.45,71.19,69.01
68.84,69.10,69.90,67.90
68.57,68.88,70.46,68.22
68.50,68.21,69.15,67.68
69.44,69.97,70.65,68.66
69.18,72.06,72.50,68.98
71.76,69.47,71.76,69.28
71.78,72.07,73.02,71.42
71.93,71.73,72.79,71.58
71.97,72.70,72.86,71.76
73.50,75.56,76.45,73.50
75.27,73.01,75.92,72.59
74.69,75.64,75.83,74.54
75.28,76.73,76.94,74.68
77.00,78.18,79.77,76.58
76.38,76.01,76.60,75.67
77.20,77.09,77.96,74.81
74.94,73.90,74.94,73.90
73.15,71.48,73.17,70.92
73.07,73.65,73.96,72.58
74.46,73.52,74.58,73.03
73.56,74.26,74.66,73.51
78.15,77.24,79.33,76.88
75.66,76.68,76.84,74.58
75.16,75.80,75.98,74.33
73.43,73.08,74.20,72.70
72.50,71.89,72.70,71.72
72.56,73.50,74.08,72.50
74.41,73.28,74.69,72.50
73.20,72.87,73.44,72.75
74.11,74.23,74.71,73.65
73.55,71.46,73.60,70.82
71.35,70.66,71.35,69.65
70.26,70.02,71.26,69.65
68.36,69.21,69.75,67.52
67.88,68.05,68.51,67.54
68.80,68.98,69.16,68.32
70.02,70.75,71.55,69.96
69.09,67.29,69.25,67.23
66.08,65.59,66.36,65.31
66.16,67.37,68.20,65.72
66.17,65.65,66.45,65.47
66.67,65.44,66.97,65.32
65.14,65.66,65.75,65.03
67.57,67.96,68.55,67.47
67.08,65.30,67.13,65.20
64.01,63.81,64.17,62.86
64.03,64.08,64.92,63.71
64.30,64.35,65.03,64.19
64.03,63.88,64.33,63.40
64.29,63.35,65.36,63.13
62.14,62.87,63.04,61.97
61.65,61.20,61.98,60.90
61.17,61.77,61.92,61.03
62.01,62.75,62.75,62.01
63.48,62.56,63.95,62.38
63.20,62.96,63.33,62.43
63.14,61.62,63.20,61.59
61.59,62.81,63.43,61.56
63.37,65.24,65.30,63.34
65.05,63.41,65.20,63.19
63.45,61.89,63.54,61.76
61.62,62.14,62.18,61.20
61.41,61.25,62.00,61.20
60.08,59.29,60.14,59.19
60.93,61.57,61.61,60.82
62.33,63.70,63.80,62.13
62.93,62.84,63.90,62.55
61.36,62.28,62.33,60.89
63.24,63.97,64.00,63.06
64.59,65.32,65.85,64.43
66.94,68.00,68.32,66.29
68.29,67.53,68.48,67.16
69.14,69.41,70.16,69.06
71.00,70.11,71.50,68.94
69.50,67.79,69.60,67.63
68.13,68.03,68.42,67.19
68.87,70.54,70.55,68.82
68.48,68.35,68.76,68.00
68.87,68.90,69.32,68.22
71.80,71.65,73.20,71.55
70.42,70.97,71.11,70.11
71.77,71.60,72.42,71.57
71.70,70.74,71.83,70.23
71.82,73.01,73.12,71.67
74.17,74.53,74.68,73.96
75.51,77.08,77.94,75.38
77.17,75.79,77.47,75.50
76.72,78.31,78.80,76.22
79.55,79.65,80.40,79.23
80.59,80.37,80.84,79.46
80.35,79.21,81.11,78.97
79.02,80.76,80.90,78.86
80.81,80.91,81.76,80.29
80.13,81.13,81.37,80.07
80.79,80.41,81.89,80.41
80.26,80.45,81.40,79.53
80.25,79.98,81.39,79.86
80.00,79.04,80.25,78.68
82.13,82.42,83.28,82.07
81.89,81.25,82.27,80.86
82.90,84.30,84.97,82.45
84.72,84.70,85.48,84.35
82.24,81.85,82.32,80.85
81.03,81.25,81.87,80.45
82.21,81.47,82.84,80.86
81.47,82.41,82.83,81.46
82.01,82.35,83.24,81.70
83.57,83.66,84.18,82.52
83.48,81.89,83.94,81.89
80.41,80.76,81.45,80.13
79.74,78.68,80.36,78.57
78.10,79.48,80.28,78.07
80.29,79.75,80.60,79.19
78.60,76.16,78.73,76.08
77.11,77.58,78.65,76.94
77.39,75.47,77.77,75.27
74.49,75.30,75.52,74.04
75.66,75.73,76.22,75.10
75.98,75.00,76.01,74.27
74.95,75.20,75.50,74.60
76.84,76.51,77.22,76.40
76.31,76.39,76.50,75.44
77.31,76.74,77.60,76.36
76.48,77.14,78.05,76.34
78.57,80.19,80.53,78.52
78.53,78.60,79.31,76.96
78.73,77.72,79.34,77.35
78.42,77.31,78.94,77.16
79.27,79.90,81.14,79.16
79.60,78.77,79.78,77.90
79.32,79.01,79.49,78.46
78.82,78.70,79.50,78.46
78.13,77.91,78.66,76.00
78.00,78.09,78.22,77.15
78.26,79.55,79.83,78.00
78.25,77.81,79.09,77.35
78.96,79.05,79.05,77.87
79.28,79.25,79.80,78.95
78.80,80.99,81.63,78.80
80.15,80.07,80.93,79.38
79.12,78.80,79.35,78.44
79.10,79.90,80.19,78.83
80.80,80.94,81.05,80.37
81.33,80.73,81.35,80.42
80.12,78.74,80.14,78.01
78.26,77.01,78.50,76.18
76.70,76.49,77.06,75.93
77.54,77.50,78.14,77.15
77.06,76.68,77.26,76.58
77.22,77.25,77.82,77.09
77.06,76.54,77.10,75.82
75.80,75.95,76.32,75.48
76.86,76.05,76.97,75.35
75.18,75.42,75.83,75.14
75.27,75.66,75.71,74.82
76.47,75.96,76.71,75.87
76.02,75.45,76.47,75.31
75.55,74.24,75.93,74.05
74.51,73.65,74.54,73.08
73.74,74.83,75.41,73.70
74.20,73.93,74.36,72.69
73.56,73.42,74.11,73.06
72.90,73.12,73.39,72.14
72.88,72.94,73.52,72.73
73.88,74.25,74.44,73.68
73.60,73.39,73.80,72.60
73.74,73.37,74.04,73.29
73.77,74.04,74.16,73.58
74.46,75.46,75.62,74.31
75.96,77.29,77.49,75.96
77.29,77.51,77.74,76.60
78.36,78.32,79.07,77.85
77.74,78.35,78.69,77.33
77.70,79.05,79.07,77.69
79.88,82.39,82.94,79.88
81.70,82.25,82.53,81.52
82.36,84.62,84.63,82.24
83.90,82.85,84.80,82.61
82.16,82.85,83.36,82.16
81.90,83.18,83.21,81.60
83.28,83.34,83.72,82.77
82.91,84.60,84.89,82.52
85.60,84.59,86.00,84.48
84.50,85.53,86.18,84.50
85.08,86.31,86.67,84.52
85.45,85.32,85.94,85.13
85.97,86.20,86.47,84.91
86.79,88.18,88.50,86.69
88.96,87.04,89.89,86.75
87.04,89.34,89.60,86.84
86.92,86.75,87.88,86.21
87.49,85.29,88.22,85.09
87.04,87.39,87.97,86.84
86.84,87.67,87.94,86.48
86.53,87.43,87.56,85.88
87.82,87.61,88.10,86.63
87.65,87.27,88.25,86.88
86.91,86.32,87.35,86.11
86.17,85.78,86.33,85.45
85.84,87.37,87.55,85.58
87.58,88.55,88.75,87.42
88.74,87.72,89.18,87.70
87.54,87.25,87.98,86.57
86.58,86.14,86.86,85.80
85.61,85.86,86.19,85.01
85.32,85.21,85.79,84.50
85.20,85.41,85.81,84.13
86.06,86.30,86.92,86.06
85.72,85.15,85.98,84.65
84.59,84.80,86.09,84.50
85.12,85.49,85.75,84.97
85.40,85.73,86.32,85.08
85.92,85.21,85.96,84.96
85.38,85.01,86.24,84.59
83.94,84.60,84.95,83.62
84.36,84.59,84.71,83.84
84.32,83.61,84.32,83.44
83.50,83.29,84.10,82.90
81.74,81.54,82.18,80.99
81.15,81.09,81.64,80.68
80.97,80.69,80.97,80.06
81.30,81.73,82.10,80.93
82.44,82.36,82.61,81.78
83.14,83.03,83.75,82.84
83.09,84.15,84.35,82.93
83.05,81.96,83.33,81.88
81.32,81.27,81.76,81.16
81.18,78.80,81.56,78.51
78.17,78.28,78.36,77.03
77.07,75.98,77.18,75.52
75.08,76.72,77.17,74.99
76.17,76.11,76.66,75.74
75.62,76.65,76.80,75.34
75.62,75.39,75.91,74.96
75.72,75.39,75.83,74.86
74.28,74.81,75.47,73.67
74.60,73.05,74.73,72.88
73.10,72.56,73.24,72.15
72.22,70.45,72.23,70.24
70.58,69.43,70.68,69.41
70.56,71.34,71.65,70.35
71.30,69.97,71.34,69.74
68.44,69.48,69.78,67.92
68.99,68.25,69.04,67.91
68.84,68.15,69.12,68.13
67.81,67.59,68.48,67.35
67.44,67.16,68.23,67.00
67.30,67.59,68.40,67.00
65.50,65.70,66.18,65.00
66.46,67.23,67.40,66.04
68.10,65.82,68.18,65.68
66.26,69.70,70.12,64.45
69.96,68.69,70.39,67.51
67.44,66.30,69.10,66.01
69.75,68.72,70.91,68.67
69.34,69.10,70.09,68.89
69.00,70.06,70.59,68.65
69.15,69.21,70.69,68.87
69.54,66.93,69.54,66.87
67.99,68.55,68.72,67.39
69.30,68.49,69.85,68.28
67.36,66.43,67.40,66.40
65.88,66.54,67.09,65.08
65.52,64.69,65.56,64.10
63.88,63.30,64.34,63.25
64.55,64.94,65.13,63.96
65.38,63.27,65.86,63.17
62.02,59.76,62.03,59.72
58.68,58.21,59.39,58.00
60.16,60.79,61.07,58.96
60.90,59.75,60.98,59.44
59.00,59.16,61.37,58.40
62.16,64.61,66.49,61.98
65.09,67.33,67.51,64.82
66.13,63.87,66.16,63.50
64.08,66.06,67.34,64.02
66.50,65.94,66.74,64.50
66.00,64.97,66.77,64.61
64.42,68.75,68.85,64.13
68.10,69.01,69.49,67.12
69.46,70.34,70.40,68.77
70.12,67.60,70.19,67.20
68.14,68.77,69.49,67.58
70.36,69.30,70.72,68.48
70.01,69.41,70.26,68.65
69.21,71.18,71.36,69.14
70.76,70.44,71.04,69.90
67.30,64.68,67.30,64.54
66.48,68.82,69.14,66.48
66.92,65.58,67.41,65.09
66.58,67.41,68.44,66.22
67.44,66.35,67.96,66.09
65.53,64.85,65.78,64.35
66.84,66.46,67.41,64.56
67.27,67.89,69.52,67.15
68.70,66.67,69.46,66.11
65.46,65.34,67.20,65.04
65.56,64.45,65.82,64.04
64.02,61.20,64.48,61.11
63.60,61.78,64.19,61.67
63.25,66.45,68.16,62.91
66.96,68.43,68.71,65.69
68.18,67.53,69.50,67.31
66.77,63.80,66.98,63.29
64.00,63.93,66.23,63.43
64.35,65.09,65.50,62.84
66.67,66.26,67.92,65.90
66.48,65.56,66.66,65.17
66.44,67.91,68.11,66.38
67.94,67.41,68.15,66.50
66.83,68.96,69.05,66.69
68.66,70.60,70.83,68.39
70.94,72.95,73.52,70.61
71.72,71.89,73.28,71.21
73.02,71.61,74.34,70.96
73.24,74.91,74.96,73.24
75.10,77.32,77.62,74.82
77.12,74.13,77.12,73.04
75.50,75.14,76.12,73.73
78.61,79.02,80.29,78.38
79.94,80.90,81.64,79.82
83.82,83.64,84.69,82.91
84.36,83.87,84.67,82.41
84.36,82.24,84.52,82.15
81.37,80.64,82.10,79.72
80.56,82.98,83.13,79.50
84.10,84.90,85.45,83.92
84.98,83.40,85.53,82.37
82.08,83.06,83.54,81.21
84.50,85.26,85.84,83.68
83.64,84.80,85.46,83.42
85.42,83.61,85.42,82.97
84.40,83.78,84.68,82.82
83.68,85.13,85.18,83.40
82.56,81.18,82.65,80.52
82.08,82.26,82.72,81.58
80.11,79.24,80.70,78.50
79.08,78.16,79.14,77.64
78.38,78.60,79.11,77.54
78.62,78.30,79.16,77.96
77.26,76.49,77.49,76.16
76.10,78.29,78.73,76.06
78.94,76.90,79.12,76.41
77.23,76.11,77.91,76.10
75.53,76.04,76.47,75.12
76.15,76.72,77.68,75.86
77.66,78.73,79.34,77.42
79.84,79.00,80.04,78.73
79.15,79.19,80.21,78.97
79.00,77.87,79.33,77.22
77.71,76.39,78.31,76.14
74.75,73.71,75.07,72.89
73.21,73.52,74.70,73.02
70.27,69.25,70.44,68.55
70.08,68.53,70.18,68.33
68.09,67.16,68.75,66.82
67.17,69.50,69.63,66.45
69.42,69.03,69.88,68.35
68.31,68.29,68.43,66.88
68.63,68.75,69.50,67.98
68.47,68.63,69.74,68.09
68.50,70.71,71.43,68.06
70.91,70.58,71.28,69.91
72.06,72.18,73.37,71.75
72.90,73.38,73.84,72.76
73.11,72.59,73.26,72.26
73.32,71.71,73.64,71.55
73.18,71.01,73.70,70.37
71.01,70.96,71.75,69.90
71.10,70.91,71.87,70.56
70.35,69.27,70.46,69.05
69.74,71.51,72.32,69.67
71.91,70.93,72.49,70.53
72.79,72.06,73.50,71.48
71.11,70.78,71.69,70.53
71.30,70.28,71.55,69.74
69.49,69.76,70.36,69.36
71.05,71.19,71.57,70.76
71.37,71.21,71.66,70.85
72.04,72.61,73.20,71.83
73.48,74.42,74.71,73.10
76.10,75.37,76.70,74.94
75.06,74.65,76.21,74.29
74.99,75.39,75.50,74.47
74.77,75.34,75.82,74.37
75.30,74.20,75.34,73.93
74.96,76.09,76.43,74.80
75.69,74.55,76.12,74.42
74.46,74.24,76.22,74.01
75.75,77.39,77.58,75.75
77.71,77.96,78.90,76.83
76.35,76.17,76.50,75.59
75.33,75.79,76.11,75.04
77.13,76.15,77.20,75.70
77.54,75.06,77.65,74.55
75.32,73.99,75.32,73.74
73.15,73.74,73.80,72.09
74.24,73.35,74.24,72.79
73.28,73.42,73.83,72.89
73.91,74.00,74.59,73.51
75.94,76.44,76.83,75.83
77.44,76.59,77.79,76.15
76.01,76.17,76.92,75.77
77.36,76.35,77.49,75.98
75.05,73.77,75.53,73.63
74.38,74.13,74.91,73.98
74.13,73.95,74.22,73.51
74.27,73.57,74.54,73.39
71.73,70.96,71.80,70.56
70.84,71.57,71.75,70.57
71.20,72.17,72.28,70.95
72.59,72.23,73.20,71.96
72.25,72.25,73.16,71.62
72.21,73.14,73.69,72.14
72.79,71.44,73.44,71.32
70.95,71.00,71.26,70.42
69.22,69.89,70.26,68.83
70.40,70.70,70.78,70.01
71.35,70.58,71.59,70.37
72.86,72.42,72.91,72.02
72.46,72.24,72.48,71.77
71.15,71.47,72.00,70.70
71.36,71.51,72.43,71.23
70.61,70.42,70.89,70.15
70.22,71.28,71.55,69.43
72.29,72.16,72.67,71.63
71.53,70.32,71.87,70.23
69.82,70.09,70.54,69.64
69.36,69.58,70.19,69.22
70.00,70.50,70.70,69.80
70.10,69.74,70.60,69.71
69.25,68.91,69.45,68.78
69.46,68.69,69.93,68.66
67.85,66.95,68.09,66.90
66.04,65.03,66.22,64.55
65.81,66.55,66.67,65.54
66.04,67.00,67.62,65.83
65.09,64.15,65.15,63.82
65.00,64.17,65.36,64.08
65.20,64.41,65.35,64.04
64.83,64.16,64.90,63.81
63.98,65.08,65.17,63.78
64.97,64.64,65.65,64.58
64.13,63.53,64.45,63.35
63.90,63.48,63.90,63.35
63.13,61.88,63.15,61.70
59.99,58.56,60.05,58.30
59.99,59.89,61.41,59.24
58.94,60.23,60.63,58.61
60.70,58.31,60.94,57.85
58.99,60.45,61.13,57.63
58.90,57.59,59.67,57.06
58.20,58.98,59.52,58.20
59.09,60.54,60.93,58.80
59.23,59.02,59.75,58.37
60.29,60.37,60.84,59.78
59.09,58.42,59.20,57.85
59.64,58.62,60.23,58.10
60.55,59.11,60.81,58.93
59.55,60.05,61.27,58.99
59.62,60.26,61.16,59.61
59.70,61.90,62.00,59.27
62.70,62.25,62.98,61.03
63.74,65.25,65.43,63.15
63.39,61.95,63.54,61.57
62.65,62.02,63.42,61.55
62.60,62.87,63.15,61.71
62.05,62.41,62.71,61.42
62.07,63.19,63.87,62.07
66.04,66.66,67.38,65.42
67.50,65.75,68.12,65.37
65.02,62.45,66.23,62.20
64.94,61.83,65.08,61.61
60.78,58.75,60.85,58.28
58.90,60.73,61.34,58.68
59.88,61.24,61.95,59.83
60.13,60.29,60.55,59.00
60.28,59.31,61.20,59.13
59.79,59.19,60.03,58.17
58.75,58.56,60.58,58.32
57.12,57.15,57.68,55.66
57.17,56.97,57.85,56.52
57.45,56.29,57.98,56.05
56.99,56.49,57.62,56.10
57.11,57.84,58.10,55.82
56.14,55.52,56.36,54.88
55.34,55.55,56.12,55.14
56.95,58.73,58.82,56.73
57.96,59.28,60.31,57.15
60.52,60.44,60.98,59.63
59.53,58.83,60.19,58.47
57.51,56.89,58.01,56.58
57.84,56.75,57.90,56.57
57.81,60.80,60.95,57.64
59.04,59.59,59.81,58.94
59.11,57.80,59.22,57.47
57.93,57.72,58.85,57.37
57.86,59.09,59.22,57.51
60.27,58.73,60.79,58.34
60.72,63.35,63.50,60.64
63.26,63.91,64.21,63.17
64.86,64.74,65.86,63.58
66.56,65.62,66.63,64.90
65.22,65.55,67.50,65.17
67.32,67.86,68.12,66.83
68.87,66.73,68.90,66.11
66.09,66.74,67.65,65.79
68.49,69.96,70.54,68.35
69.15,69.75,70.39,68.84
69.90,69.29,70.96,69.07
69.48,68.23,69.99,67.99
69.46,70.23,70.87,69.45
69.71,69.14,69.99,68.62
68.22,69.23,69.70,68.02
70.36,71.19,71.66,69.42
70.14,68.84,70.40,68.83
68.55,69.16,69.74,68.29
70.57,69.33,72.07,68.16
68.35,67.00,69.28,66.80
67.32,66.87,68.05,66.79
66.12,66.67,67.10,65.78
65.99,66.13,66.76,65.30
66.86,64.92,67.20,64.84
63.68,62.46,63.99,62.01
59.65,59.74,60.41,59.33
59.81,60.94,61.10,59.28
59.22,59.62,60.13,58.77
59.51,60.25,60.42,59.45
58.88,59.94,60.79,58.80
59.75,60.08,60.60,59.63
60.62,60.99,61.51,60.54
60.53,59.40,60.56,58.95
59.99,61.45,61.57,59.49
62.00,61.50,62.24,61.11
61.45,59.82,61.57,59.51
59.46,59.52,60.17,59.32
60.83,61.51,61.76,60.67
61.05,60.38,61.30,60.01
60.54,60.18,60.96,59.87
60.18,60.60,60.93,60.08
61.68,63.45,63.55,61.45
62.77,62.71,63.51,62.07
63.68,63.03,64.07,62.75
63.11,65.18,65.35,63.07
63.51,62.67,63.88,62.28
61.77,61.34,61.93,60.73
62.04,62.90,63.86,62.03
62.84,62.65,63.51,62.62
61.69,62.40,63.06,61.66
61.93,60.05,62.14,59.96
61.18,60.35,61.39,60.08
61.29,62.19,62.56,60.66
60.43,59.24,60.69,59.08
59.45,59.52,60.50,59.18
60.50,60.08,60.97,59.77
60.69,60.87,61.45,60.67
62.97,62.86,63.66,62.19
63.42,63.18,63.50,62.94
62.37,62.08,62.48,61.53
62.94,62.40,63.11,62.00
61.79,62.05,62.34,61.52
61.72,61.93,62.03,61.43
63.03,62.48,63.66,61.66
62.82,62.58,62.89,62.13
63.30,63.08,63.47,62.68
64.39,65.74,66.13,64.00
64.17,63.78,64.36,63.01
64.30,62.68,64.47,62.31
62.67,60.99,62.77,59.96
61.23,61.72,62.14,60.57
61.17,61.03,62.06,60.57
62.33,62.12,63.49,61.84
62.02,60.88,62.21,60.14
62.45,63.33,63.86,62.07
63.90,65.12,65.58,63.35
64.76,65.67,65.94,64.34
65.95,65.61,66.33,65.14
67.27,68.97,69.57,67.27
68.11,69.12,69.43,67.50
68.90,69.49,70.30,68.45
68.80,70.72,70.78,68.80
72.00,72.57,72.76,71.59
72.51,72.53,72.98,71.79
72.77,75.20,75.24,72.70
75.79,76.80,77.48,75.48
74.40,78.30,78.37,74.36
80.79,85.12,87.00,80.46
86.46,84.05,87.75,83.16
82.84,84.66,84.75,81.47
88.59,87.86,88.78,86.23
86.77,90.28,90.28,86.47
85.51,84.41,86.19,83.85
85.14,87.15,88.23,84.81
87.33,90.26,90.48,86.81
90.18,90.85,91.78,89.82
88.83,90.84,91.40,88.83
90.78,91.77,92.17,90.46
92.49,91.03,93.67,89.95
90.20,90.53,90.78,89.29
89.32,89.38,90.68,88.41
89.97,91.25,91.36,89.97
89.89,87.76,90.16,87.40
87.44,88.61,89.05,87.33
89.21,89.92,90.49,88.81
92.27,91.01,94.77,90.55
89.99,91.25,92.29,89.90
90.93,88.74,91.03,88.48
87.11,89.33,90.28,86.87
89.83,91.66,92.61,89.68
91.22,90.13,92.07,89.73
90.00,88.08,90.30,88.06
88.57,89.76,89.84,87.66
88.95,92.46,92.51,86.61
94.46,93.55,96.50,93.06
94.17,93.46,95.04,93.24
92.48,92.10,92.97,91.25
93.81,92.75,94.51,92.17
89.51,88.50,90.34,87.85
89.66,90.10,90.61,89.04
90.63,89.81,90.78,88.61
89.69,93.10,93.62,89.05
91.48,90.94,91.65,89.82
91.86,90.81,92.08,90.69
88.10,90.54,90.58,88.00
89.61,88.19,89.76,87.95
89.65,90.04,90.25,88.59
88.91,90.24,90.54,88.87
92.00,92.43,93.02,91.65
92.46,94.07,94.83,92.37
94.07,96.24,96.48,93.93
97.94,97.97,98.66,96.80
97.46,94.60,97.46,94.41
93.53,92.22,93.72,91.28
93.10,94.53,94.86,92.35
93.82,93.05,94.38,92.50
95.26,96.36,96.98,95.05
94.85,92.79,95.91,92.38
94.15,94.12,94.29,92.16
93.77,93.27,94.67,92.97
92.39,91.40,93.32,90.94
91.94,92.60,92.75,91.48
92.58,93.31,93.64,91.16
93.30,95.19,95.72,93.16
96.99,100.50,100.52,96.91
101.28,99.68,101.60,98.82
98.01,95.66,98.65,95.37
89.10,85.29,89.63,84.33
84.50,84.73,85.63,83.55
87.22,89.45,90.09,86.81
86.04,85.36,86.68,85.00
85.86,87.40,87.73,85.06
88.92,89.89,90.33,87.62
90.53,88.79,91.48,88.53
88.32,88.34,88.86,87.56
90.20,90.99,91.08,89.70
90.89,91.78,92.50,90.50
90.87,87.57,91.82,87.21
85.50,88.32,88.58,85.19
89.77,89.32,90.24,87.23
87.50,88.12,89.32,87.31
87.69,84.81,87.90,84.70
83.95,85.97,86.40,82.85
87.47,86.10,87.69,85.25
84.58,83.51,85.05,83.14
83.49,84.31,85.40,83.30
85.39,84.69,86.46,83.63
84.46,84.86,85.38,83.94
89.40,92.02,92.33,89.35
91.70,92.13,92.38,90.53
91.01,90.71,92.07,90.49
93.98,94.82,95.76,93.96
94.78,96.12,96.41,94.46
96.20,94.73,97.12,93.94
95.80,94.66,96.95,93.84
94.39,92.30,94.50,91.48
93.58,95.87,96.25,93.20
97.87,94.56,98.15,93.90
95.10,94.87,95.63,93.65
93.56,95.63,96.06,93.42
94.27,94.12,95.20,93.75
94.26,95.27,95.47,93.88
95.27,94.90,95.92,94.44
105.58,101.17,105.58,99.33
105.78,106.90,108.67,104.27
104.98,105.52,106.77,104.65
106.49,107.66,109.11,105.69
111.57,112.04,112.13,109.63
117.18,117.61,118.04,114.97
121.63,122.47,122.98,118.62
124.99,125.41,126.55,124.28
123.38,119.08,123.40,118.58
119.08,122.32,122.63,118.73
121.66,123.59,124.00,120.91
121.00,118.15,121.34,117.98
120.63,120.30,121.07,119.04
117.90,118.90,119.93,116.87
115.78,117.10,117.91,115.64
117.26,118.06,118.15,116.25
117.57,117.17,117.93,116.75
114.61,113.03,115.00,112.66
113.52,115.21,115.80,113.05
115.49,115.87,116.33,115.20
114.53,111.95,114.53,110.73
113.52,113.70,114.27,112.45
114.20,115.80,116.66,112.00
118.70,116.52,118.70,115.69
116.58,117.61,118.04,116.06
117.61,118.90,119.16,116.59
119.75,119.83,120.72,119.15
120.09,118.88,120.22,118.46
112.37,113.24,114.77,112.20
110.11,109.49,110.44,109.00
108.59,109.13,110.50,108.54
110.36,110.49,111.04,109.77
113.13,111.10,113.25,110.88
111.45,110.61,112.92,110.21
111.32,109.11,111.40,108.91
110.33,109.23,110.59,109.10
111.29,111.11,111.80,110.16
110.86,109.33,110.86,108.35
110.76,110.12,110.92,109.49
109.40,108.60,109.54,108.02
105.18,105.81,106.11,104.46
106.17,104.97,106.47,104.70
102.62,99.27,102.64,98.80
99.91,99.63,100.95,99.00
101.38,99.09,102.71,98.40
98.01,99.04,99.69,98.00
97.18,94.40,97.19,93.53
93.73,93.65,94.98,93.03
93.47,96.50,97.04,93.32
99.05,99.82,100.70,97.50
100.92,104.20,104.27,100.60
103.99,104.05,104.16,102.09
102.54,101.51,103.90,101.08
100.48,97.74,100.48,97.08
97.25,100.29,100.72,97.05
98.51,96.76,98.73,96.04
98.44,97.50,99.24,96.93
97.81,97.06,98.41,95.53
95.91,96.48,96.95,95.36
98.54,98.37,99.21,97.79
97.85,97.83,98.53,97.23
99.05,102.44,102.71,98.71
105.05,104.00,106.01,103.21
102.56,101.09,103.70,100.46
102.08,100.83,102.87,100.57
101.49,100.44,102.33,99.88
101.38,103.16,103.44,100.26
102.59,102.20,103.00,101.39
104.21,100.07,104.36,99.82
100.72,99.25,100.93,98.78
97.35,90.56,97.35,90.16
91.05,90.59,91.69,88.60
88.10,87.25,88.99,86.62
90.41,88.25,91.00,87.00
88.31,86.96,88.82,86.78
85.96,83.89,86.12,83.88
84.67,84.70,85.75,84.17
85.04,86.05,88.22,84.74
84.27,83.04,84.77,82.49
82.83,83.83,84.40,82.60
86.04,86.57,86.92,84.96
87.28,86.97,87.65,86.43
86.40,86.93,87.16,85.59
87.08,86.94,87.29,86.32
87.48,85.55,87.55,84.96
86.01,87.21,88.00,85.55
86.85,85.78,87.33,85.04
86.41,85.36,86.55,85.00
84.85,85.85,86.87,84.59
86.19,88.73,89.08,86.03
90.34,89.86,90.91,89.65
92.28,90.03,93.87,89.33
88.05,88.00,89.18,86.88
86.29,85.89,87.30,84.71
83.66,83.91,84.56,82.56
83.96,83.71,85.25,83.03
90.26,86.22,90.90,85.01
83.11,77.53,83.22,77.00
76.44,73.67,77.02,73.42
72.17,73.27,74.86,71.37
73.29,74.71,75.11,72.80
73.97,74.12,74.22,72.74
74.16,73.69,75.89,72.53
71.86,72.19,72.45,70.58
73.87,74.59,75.20,73.80
73.66,73.44,74.03,71.96
71.39,70.92,71.43,69.60
71.23,71.09,71.59,70.78
72.25,74.29,74.54,71.79
72.25,73.61,73.90,72.13
72.18,71.88,72.38,71.15
