DDM,ProShares Ultra Dow30,NASDAQ
91.48,91.10,91.80,89.70
89.35,89.35,90.67,87.98
90.80,90.62,91.15,89.78
91.67,92.32,92.59,91.28
93.36,93.66,94.30,93.28
92.94,91.81,93.73,91.81
93.17,92.97,94.35,92.78
92.68,92.43,94.00,91.75
91.74,93.15,93.70,91.57
94.51,94.98,95.11,93.01
95.99,96.27,96.73,95.84
97.10,97.18,97.49,96.56
97.22,97.09,97.87,96.71
99.17,99.32,99.54,98.44
99.32,99.06,99.74,98.64
99.54,99.56,99.89,99.19
99.55,99.09,99.70,98.68
99.54,99.31,99.84,99.00
100.04,100.44,100.97,99.86
100.24,100.51,100.51,99.77
100.49,100.44,100.84,100.06
100.90,100.77,101.16,100.40
101.19,100.38,101.19,99.79
99.54,100.48,100.58,99.27
99.68,100.61,100.61,98.58
100.01,100.13,100.36,99.59
100.77,100.23,101.00,99.54
100.42,100.00,101.59,99.71
101.37,101.36,101.74,101.13
100.89,101.78,101.85,100.57
101.43,101.29,101.56,100.92
100.70,100.04,100.72,99.48
99.34,99.70,99.92,98.96
100.69,99.91,100.80,98.95
99.81,99.05,100.11,98.11
98.25,99.06,99.21,98.09
99.39,99.45,100.11,98.10
99.23,98.06,99.30,97.76
96.40,95.28,96.40,95.02
94.98,94.88,95.59,94.53
94.63,94.00,95.14,93.91
94.17,93.96,94.74,93.57
93.61,92.60,94.15,92.38
92.86,93.37,93.73,92.73
93.74,94.04,94.24,93.08
94.07,93.27,94.56,93.24
91.94,91.10,92.64,90.98
91.01,91.82,92.25,90.98
91.76,92.00,92.91,91.50
92.28,91.53,92.28,91.00
92.79,91.76,93.18,91.25
91.76,93.14,93.43,91.50
93.16,93.17,93.79,93.00
93.73,93.04,94.14,91.42
93.55,94.80,95.15,93.55
96.00,96.45,96.45,95.56
96.41,98.10,98.12,96.41
98.36,97.93,98.46,97.70
98.34,98.84,98.98,98.21
100.96,100.33,101.14,100.10
100.54,100.82,101.16,100.53
100.67,102.68,103.19,100.03
102.94,102.19,102.98,102.09
102.35,100.12,102.41,100.00
99.65,99.14,99.91,98.69
99.17,98.39,99.56,98.20
98.33,97.48,98.60,97.07
97.67,98.09,98.75,97.43
97.21,97.08,97.37,96.54
95.30,95.49,96.20,94.71
95.50,96.22,96.47,95.23
95.41,95.42,95.63,94.45
95.10,93.78,95.16,93.19
93.81,94.75,94.94,93.53
93.12,93.06,94.02,92.85
92.99,91.11,93.12,91.11
91.34,91.48,92.10,90.41
93.15,95.41,95.43,93.08
95.29,96.95,96.95,95.14
95.61,97.73,97.79,95.55
97.36,95.95,97.70,95.85
97.17,98.53,98.62,96.95
96.83,98.53,98.68,96.70
99.02,98.94,99.17,98.03
99.01,98.85,99.12,98.48
99.49,99.77,100.47,99.20
99.12,99.16,99.42,98.53
99.63,100.28,100.61,99.52
100.63,101.18,101.18,100.40
100.95,101.19,101.50,100.65
101.62,102.54,102.58,101.50
102.90,101.88,103.07,101.12
101.51,101.04,102.18,100.78
101.42,101.76,102.11,100.76
102.25,102.05,102.35,101.34
101.00,101.78,102.17,100.47
102.62,103.52,103.60,102.42
104.24,101.73,104.28,101.50
101.41,103.70,103.79,101.38
103.68,104.01,104.14,103.44
103.77,103.64,104.15,103.06
102.50,104.24,104.66,102.50
104.64,105.47,105.59,104.47
105.68,106.62,106.62,105.55
107.15,106.47,107.45,106.35
106.96,106.61,107.45,106.36
107.01,106.01,107.34,105.35
106.55,107.33,107.36,106.46
107.38,108.06,108.11,106.92
108.57,108.32,108.69,107.97
108.21,108.24,108.84,108.18
108.53,108.64,108.77,108.09
109.03,108.48,109.67,108.32
108.52,107.40,108.64,107.12
106.46,106.11,106.96,105.44
105.44,105.85,106.80,104.62
105.38,105.00,106.00,104.84
106.95,107.69,107.71,106.31
107.90,107.82,108.19,107.62
107.15,107.05,107.69,106.98
107.29,105.20,107.32,105.08
105.04,104.04,105.34,103.55
104.18,104.28,104.72,103.73
105.23,105.97,106.57,105.14
106.41,105.72,106.46,105.28
106.29,109.76,109.77,104.88
109.36,109.87,110.08,109.12
110.14,110.69,111.33,110.08
111.42,111.45,111.78,111.08
111.49,112.12,112.21,111.49
112.80,113.83,113.86,112.68
114.28,113.75,114.46,113.51
113.90,114.07,114.12,113.75
114.51,115.11,115.25,114.31
114.30,113.26,114.55,112.95
113.72,113.62,114.32,113.25
114.56,112.98,114.58,112.73
114.08,114.48,114.92,113.89
114.09,113.65,114.26,113.00
114.43,113.42,114.47,112.46
113.89,113.34,114.05,112.47
112.91,110.73,113.49,110.55
111.38,112.35,112.36,110.86
112.64,113.89,114.17,112.54
113.35,113.00,113.50,112.41
112.98,113.37,114.06,112.74
114.68,112.93,114.70,111.58
112.91,112.47,112.94,111.86
111.02,110.10,111.02,109.21
108.73,105.74,108.96,105.74
105.99,105.12,106.49,104.40
105.65,106.29,106.54,105.40
104.62,103.84,105.30,103.36
105.40,105.24,106.01,104.17
102.70,103.17,104.58,102.15
103.11,99.09,103.31,98.70
99.60,99.71,100.34,98.71
99.26,99.91,100.31,98.52
100.59,102.42,102.42,100.57
102.90,104.51,104.60,102.32
104.51,104.61,104.63,103.73
104.98,107.16,107.62,104.79
107.58,107.11,108.11,106.65
105.72,107.83,108.13,105.64
107.53,109.63,109.97,107.37
109.81,109.27,109.86,108.99
108.89,108.15,110.66,107.99
108.20,109.28,109.77,107.63
109.57,109.06,110.24,108.92
109.48,110.43,111.68,109.36
110.43,110.07,111.08,109.57
110.40,110.38,111.09,109.75
110.23,111.48,111.51,109.90
111.50,112.12,113.17,110.77
110.12,110.02,110.82,108.68
112.30,113.04,113.41,112.15
113.10,112.55,113.11,112.36
113.20,113.52,113.85,113.12
114.49,113.89,114.64,113.21
113.51,113.45,113.62,112.28
113.80,112.58,114.11,112.26
111.58,112.43,112.78,111.35
113.09,109.32,113.42,108.99
108.90,108.73,110.06,108.46
109.83,111.14,111.52,109.75
111.56,112.30,112.78,111.38
112.30,110.96,112.75,109.48
110.36,112.36,112.58,109.91
113.02,111.79,113.96,111.72
112.60,111.52,112.90,110.66
112.92,112.87,113.30,111.76
113.65,111.19,113.94,111.19
111.10,111.10,111.70,110.16
111.55,111.88,113.24,111.24
113.12,113.89,114.12,113.02
114.44,114.75,115.28,114.33
115.12,115.45,115.65,114.56
115.88,115.33,115.90,114.82
116.30,113.34,116.30,112.89
112.81,110.87,113.33,110.85
110.84,111.14,111.65,110.08
112.10,113.62,113.62,111.29
113.67,109.82,113.80,109.65
108.71,107.99,109.68,107.73
109.38,109.83,110.07,108.27
110.20,111.12,111.21,108.40
112.59,113.35,113.35,111.96
113.06,113.17,113.76,112.59
113.35,113.60,113.85,113.14
113.96,114.61,115.28,113.82
114.85,114.44,114.85,114.12
114.91,114.44,115.02,113.75
113.55,112.63,113.67,112.11
113.61,113.66,114.40,111.80
114.34,114.83,115.20,114.16
114.65,115.46,115.66,114.63
115.28,115.12,115.76,114.69
115.01,114.56,116.00,114.24
113.38,114.75,115.04,112.65
114.40,113.07,114.40,112.99
114.10,114.83,114.90,112.60
114.81,115.29,116.28,114.63
115.16,115.87,115.87,114.62
116.52,117.30,117.49,116.52
117.74,117.70,117.96,117.55
117.72,116.37,117.79,116.09
115.82,114.17,115.96,113.40
114.14,114.81,114.81,113.65
114.11,114.92,115.19,114.01
114.80,113.00,114.80,112.60
113.89,115.33,115.50,113.78
115.38,115.51,115.83,114.90
115.54,116.49,116.50,115.54
117.33,117.31,117.52,116.90
117.44,116.82,117.46,116.60
117.39,117.75,117.78,116.71
117.52,117.99,118.10,117.10
118.42,118.36,118.61,117.58
117.95,118.17,118.33,117.72
117.91,118.32,118.44,117.47
118.78,119.70,119.90,117.95
120.33,121.06,121.06,120.18
121.11,121.23,121.68,120.93
121.08,121.41,121.41,120.70
120.56,119.94,120.56,119.60
119.82,118.48,119.88,118.00
118.79,118.93,119.19,118.21
118.57,118.99,119.39,118.27
118.62,119.50,119.71,118.34
119.38,120.79,120.92,118.66
120.91,121.04,121.12,120.19
121.56,121.50,121.86,121.30
121.46,121.19,121.46,120.69
121.11,119.64,121.75,119.36
118.96,119.99,120.26,118.85
120.07,119.69,120.07,118.23
119.20,119.82,119.91,118.62
119.43,119.40,120.02,119.10
119.90,121.26,121.87,119.90
121.45,121.55,121.66,121.24
122.18,122.86,122.94,122.04
122.15,122.16,122.38,121.72
121.77,120.75,121.79,120.14
121.23,121.75,121.93,120.77
119.28,120.85,121.41,119.14
120.59,121.18,121.23,119.97
122.63,122.72,123.18,122.45
123.04,122.90,123.58,122.05
123.68,123.88,123.98,123.29
123.49,121.75,124.20,121.54
122.58,123.35,123.64,122.21
122.69,122.77,123.09,121.63
123.42,123.62,123.92,123.21
123.75,123.30,123.75,122.85
123.55,123.20,123.76,122.86
122.16,121.35,122.24,120.75
121.39,121.73,122.00,120.18
122.41,120.83,122.79,120.79
121.54,120.26,121.78,119.33
118.55,115.95,118.79,115.83
115.00,114.85,116.06,114.00
115.04,115.71,116.19,114.10
115.13,113.90,115.50,113.00
113.09,114.22,114.93,113.09
115.03,113.30,115.13,112.75
113.54,115.65,115.81,113.18
116.54,116.00,116.88,115.98
115.65,115.98,116.31,115.30
116.68,117.32,117.59,116.35
117.51,118.15,118.20,117.30
119.05,117.59,119.16,116.29
118.83,119.92,120.05,118.82
120.76,121.17,121.34,120.46
120.90,122.14,122.35,120.90
122.43,123.00,123.50,122.28
122.79,122.61,123.38,122.24
123.55,123.60,124.23,123.37
123.98,124.09,124.67,123.86
124.30,124.22,124.46,123.81
123.24,123.78,123.98,122.89
124.06,124.00,124.14,123.13
124.03,123.58,124.22,122.80
124.73,123.74,124.82,123.48
123.98,123.66,124.94,123.01
123.52,124.56,124.56,122.70
124.17,124.21,124.58,123.80
123.75,122.87,123.87,122.51
122.92,123.66,123.80,122.25
122.49,123.47,123.58,122.48
123.17,122.59,123.30,121.83
122.73,123.21,123.47,122.01
122.55,124.65,125.12,122.55
124.97,125.00,125.89,124.00
125.61,126.57,126.72,125.44
127.70,126.80,127.78,126.45
126.64,125.27,126.68,125.01
124.51,123.56,125.19,123.55
123.39,125.49,125.70,122.92
125.06,121.68,125.10,121.58
122.56,123.91,124.49,122.18
121.65,123.34,123.69,121.33
123.44,123.08,124.44,122.61
122.81,119.58,122.81,119.16
119.03,119.48,120.25,117.71
121.16,122.44,122.71,120.49
123.46,122.24,123.78,121.33
121.03,118.25,121.16,118.25
118.30,122.12,122.42,117.58
121.42,117.48,121.92,117.24
117.35,115.92,118.84,115.84
115.76,112.73,116.62,112.52
113.60,112.68,114.66,112.04
110.05,110.39,111.09,106.22
107.19,109.81,111.21,106.86
112.41,113.47,114.15,111.83
111.96,113.72,113.79,111.85
114.83,116.82,116.83,114.45
117.15,114.74,117.34,114.63
117.08,117.59,118.89,117.06
117.80,119.43,119.51,117.24
118.78,119.57,119.88,118.35
120.50,122.21,122.21,120.09
122.71,121.79,123.13,120.70
122.07,124.93,125.42,122.04
127.46,127.66,127.87,126.70
127.70,127.46,128.03,127.05
127.03,127.62,127.87,126.17
129.29,129.22,129.35,128.07
129.51,130.33,130.50,128.75
130.25,130.76,130.77,129.54
130.76,131.29,131.43,130.39
131.36,131.33,131.69,130.90
130.30,131.37,131.63,130.24
131.72,132.01,132.82,131.09
131.90,131.92,132.26,131.56
131.47,132.06,132.50,131.41
132.16,132.77,133.40,132.10
132.62,132.73,133.11,131.80
131.50,133.17,133.24,131.41
135.80,134.67,135.90,133.95
135.09,134.78,135.36,134.40
135.23,135.03,135.28,134.42
135.05,135.06,135.11,134.50
135.20,135.20,136.02,134.79
134.24,134.35,134.96,133.52
134.55,135.84,136.10,134.52
135.93,136.37,136.63,135.63
136.06,136.13,136.85,134.94
136.79,137.17,137.64,136.42
136.42,135.64,137.20,134.83
133.04,134.80,134.88,132.18
134.09,130.79,134.09,130.33
131.60,131.85,134.25,131.39
129.89,127.30,131.27,127.21
128.35,125.51,128.91,124.70
124.68,124.02,129.26,124.00
124.50,128.09,128.64,124.50
131.72,134.26,134.36,130.72
135.02,134.61,135.82,133.94
135.30,136.81,137.00,135.30
137.75,137.92,138.53,137.51
138.32,137.86,138.72,137.81
138.50,138.28,138.94,138.28
137.83,137.97,138.49,137.76
137.30,137.15,137.69,136.76
137.56,134.63,138.00,134.63
135.67,134.92,136.64,133.28
133.28,129.98,133.54,129.49
130.45,127.84,131.00,126.34
130.11,131.04,131.30,129.19
133.64,135.87,136.09,133.51
136.10,133.38,136.17,132.70
133.82,131.99,133.99,130.83
134.30,131.49,136.12,129.69
127.88,128.74,129.68,126.26
129.63,127.34,130.16,126.89
126.66,129.81,130.24,126.08
130.73,130.09,131.17,127.53
129.15,130.75,131.37,128.41
131.73,134.57,134.90,129.57
134.40,132.40,134.43,132.31
132.01,132.44,132.76,130.84
128.23,128.05,129.83,126.62
129.44,125.28,129.52,125.19
125.91,128.40,128.74,124.39
127.44,124.80,128.54,124.61
125.67,127.49,127.74,122.90
128.74,131.91,132.08,128.74
131.19,132.28,133.81,131.19
133.43,135.28,135.46,133.23
135.80,134.61,136.53,133.72
133.22,133.14,134.35,132.50
134.73,135.24,135.56,133.21
134.53,135.47,136.01,133.94
136.38,137.23,137.33,135.97
137.53,137.98,138.26,137.10
137.51,138.36,138.52,137.02
137.70,138.20,138.46,137.42
137.22,137.58,138.09,136.58
136.76,139.90,140.00,135.93
139.21,139.57,139.57,138.69
139.80,141.11,141.29,139.62
141.00,141.20,141.45,140.56
141.09,141.19,141.60,140.32
141.17,139.97,141.17,139.96
140.23,142.26,142.26,140.23
141.63,140.97,141.80,139.95
140.17,139.39,140.22,138.33
140.08,139.86,140.26,139.21
138.22,135.63,139.06,135.29
135.79,137.72,138.31,135.79
135.52,132.94,135.71,132.94
133.18,132.42,133.85,132.28
133.82,136.35,136.46,133.73
135.68,134.26,135.68,132.29
135.28,137.53,137.76,135.28
136.01,135.61,136.35,134.66
134.65,138.93,139.40,133.32
138.26,137.33,138.48,136.89
139.19,139.89,140.88,138.58
139.97,139.63,141.00,139.63
139.28,138.09,140.07,137.96
138.09,133.22,138.09,133.14
132.03,132.63,133.77,131.00
132.30,132.98,133.27,131.80
135.20,136.96,137.43,135.20
135.49,134.00,136.40,133.92
134.07,132.83,134.07,131.13
132.87,133.78,134.57,132.40
132.20,135.50,136.47,131.90
135.95,135.43,137.05,135.36
136.09,135.81,136.99,134.74
135.79,136.78,137.13,134.70
137.39,138.31,138.42,136.57
138.18,137.05,139.00,136.95
137.05,137.97,138.48,135.92
138.90,139.01,139.80,138.64
138.71,139.04,140.00,138.39
136.93,134.72,136.93,133.56
136.85,137.90,138.73,136.74
138.83,136.65,139.09,136.30
137.40,137.86,138.10,135.65
136.89,138.38,139.41,136.86
138.48,138.57,138.99,137.50
140.01,137.96,140.12,137.72
138.09,139.05,139.20,136.10
137.55,137.84,138.78,136.65
137.43,134.87,137.67,133.87
136.58,137.50,137.70,136.20
138.40,138.35,139.30,138.20
138.00,136.21,138.58,135.84
137.58,135.18,138.04,133.50
134.78,136.49,137.24,134.55
139.40,140.53,140.72,139.30
140.39,139.28,140.65,139.00
137.79,138.69,139.45,136.50
139.00,138.70,139.80,138.35
140.62,141.48,141.66,140.34
141.65,142.02,142.07,141.18
141.90,142.40,142.86,141.60
142.72,142.71,143.30,142.00
71.53,71.17,71.69,71.08
71.15,71.31,71.45,70.96
71.08,70.87,71.20,70.66
70.63,69.35,70.63,68.94
69.68,70.30,70.45,69.47
69.90,70.08,70.09,69.58
70.00,69.15,70.00,68.84
69.80,69.34,69.93,68.92
69.19,69.17,69.78,68.52
69.76,69.74,70.37,69.16
69.20,68.40,69.75,68.13
68.38,67.84,68.62,67.72
67.92,67.41,67.97,67.27
67.29,67.32,67.71,66.91
67.87,68.99,69.40,67.80
69.50,69.47,69.94,69.32
68.90,68.32,69.01,68.03
67.44,67.55,67.74,66.79
67.57,68.38,68.51,67.43
68.71,68.64,69.08,67.88
69.10,70.01,70.46,69.10
69.85,69.19,69.92,69.19
70.13,70.07,70.48,69.88
70.20,70.22,70.54,69.92
69.67,68.66,69.89,68.66
69.24,68.14,69.24,68.08
68.44,68.55,68.99,68.13
67.19,65.79,67.75,65.78
66.86,65.91,66.86,65.68
67.27,67.07,67.42,66.48
67.51,66.81,67.60,66.55
65.76,66.51,66.90,65.56
66.66,67.21,67.32,64.88
66.02,65.35,66.36,65.11
66.86,65.50,67.13,65.46
66.91,67.14,67.41,66.54
68.29,68.76,68.83,68.17
68.56,69.34,69.47,68.55
69.22,69.32,69.62,68.99
70.01,69.86,70.02,69.48
69.60,69.60,69.66,69.20
69.83,69.70,70.00,69.44
68.86,68.33,68.94,67.95
68.02,67.90,68.32,67.52
67.90,67.00,67.90,66.74
67.06,65.79,67.06,65.57
64.84,64.82,65.16,64.43
65.22,66.07,66.26,64.82
66.36,67.06,67.22,66.25
66.85,67.02,67.11,66.19
67.37,66.62,67.37,66.45
66.75,65.86,66.75,65.10
65.97,65.53,66.17,65.18
65.98,65.56,66.42,65.36
65.67,64.74,65.73,64.30
64.40,64.44,64.60,63.67
65.19,66.14,66.25,65.15
64.95,64.61,65.20,64.20
63.60,64.64,64.81,62.60
64.54,64.70,65.23,64.20
64.66,65.22,65.30,64.62
64.64,65.76,65.80,64.22
65.47,65.50,65.94,65.33
64.78,64.33,65.60,63.85
63.13,61.73,63.41,61.71
60.23,57.94,60.96,57.89
51.23,53.68,57.18,48.50
56.97,52.36,57.11,52.20
54.99,56.44,56.59,53.13
57.99,59.10,59.10,56.72
58.51,58.95,59.18,58.24
58.22,58.12,58.84,57.61
55.43,54.92,56.39,54.33
56.54,56.89,56.90,55.41
57.54,57.06,58.29,56.66
55.43,55.17,55.83,54.65
57.10,57.87,57.94,56.75
59.00,56.23,59.11,55.97
56.11,56.77,57.52,55.93
56.41,57.46,57.49,56.17
57.49,57.04,57.52,56.77
57.46,58.66,58.94,57.19
58.86,59.64,59.74,58.58
59.62,59.15,61.01,58.91
57.23,57.11,58.24,56.82
57.83,57.97,58.45,57.14
56.47,56.70,56.91,55.95
56.68,56.14,56.68,55.65
55.16,55.65,55.89,54.30
57.02,56.37,57.39,55.80
55.75,54.25,55.77,54.06
54.38,54.46,54.97,53.79
55.69,56.01,56.18,55.05
56.44,56.02,56.56,54.66
54.67,57.44,57.44,54.27
58.20,59.46,59.69,58.13
59.51,59.63,60.15,59.32
60.35,60.52,60.89,59.47
60.24,61.53,61.73,60.19
61.70,61.77,61.96,61.35
61.85,62.09,62.16,61.62
61.38,61.71,62.40,61.38
61.58,60.59,61.94,60.34
60.93,62.20,62.20,60.68
62.39,62.65,62.71,61.90
62.19,62.83,62.84,62.06
62.38,62.74,63.03,62.20
63.08,62.39,63.43,62.25
63.13,64.76,64.85,63.10
65.73,65.92,66.14,65.21
65.96,65.70,65.98,65.56
65.25,65.38,65.77,65.11
65.68,66.87,66.87,65.20
66.51,66.66,66.91,66.17
66.90,66.00,67.01,65.98
66.22,67.22,67.34,66.21
67.04,67.93,68.34,66.98
68.28,67.63,68.33,67.28
67.70,67.59,68.06,66.94
67.47,67.97,68.00,66.92
67.57,66.69,67.57,66.17
66.37,66.89,67.00,66.16
67.25,66.49,67.28,66.45
65.62,64.55,65.86,64.55
64.14,63.11,64.53,63.04
62.73,64.83,64.85,62.73
65.21,64.91,65.74,64.66
65.30,66.80,66.93,65.30
66.43,66.81,67.07,66.43
67.54,67.49,68.18,67.24
67.42,67.31,67.83,66.95
66.45,67.42,67.76,66.42
67.48,67.44,67.70,67.32
67.25,67.39,67.57,67.00
67.68,66.91,67.68,66.81
67.39,68.03,68.12,67.21
67.89,66.94,68.21,66.76
67.30,65.07,67.30,64.60
65.26,67.72,67.90,65.25
67.35,66.87,67.42,66.18
65.72,65.74,66.48,65.06
65.39,65.14,67.18,64.44
65.15,65.75,66.70,65.01
64.05,63.44,64.64,63.21
63.70,64.27,64.29,62.54
65.21,65.43,66.15,65.09
66.43,67.05,67.30,65.06
67.33,65.15,67.42,65.12
64.60,62.41,64.60,62.35
63.16,63.33,63.45,62.29
63.79,64.34,64.56,63.02
65.41,65.65,65.71,64.95
65.46,65.30,65.70,65.25
64.70,65.10,65.18,64.42
65.97,66.55,66.75,65.97
66.19,65.66,66.36,65.55
65.16,64.30,65.54,64.30
62.01,62.34,62.34,60.90
62.49,62.36,62.62,61.50
60.53,60.58,61.34,59.92
58.36,57.78,59.83,57.42
58.51,56.59,58.71,56.38
57.13,56.93,57.40,55.78
57.88,57.71,58.27,56.41
58.09,55.21,58.31,55.00
55.62,56.69,57.46,54.68
53.87,54.09,54.68,53.08
55.28,54.24,55.30,53.51
52.36,52.67,53.50,50.45
52.80,53.31,54.40,52.16
54.86,54.74,55.03,53.98
54.47,53.38,54.72,53.32
53.86,55.27,55.36,53.86
54.59,53.71,55.71,53.26
54.62,54.56,54.79,53.19
55.29,57.14,57.14,55.08
56.44,57.07,57.55,56.08
55.97,55.09,55.97,54.80
55.77,56.32,56.65,53.79
56.07,56.87,57.39,55.90
56.80,55.44,56.80,54.94
54.10,54.30,54.62,52.76
53.17,54.24,55.02,53.06
54.82,53.69,55.60,53.55
51.95,51.89,52.74,50.89
52.87,54.00,54.00,52.48
55.23,55.54,55.58,54.47
56.38,57.36,57.60,56.32
57.62,57.07,57.73,56.93
56.51,56.95,56.98,56.22
58.12,58.52,58.86,57.95
58.32,57.24,58.39,57.04
56.15,57.64,57.77,55.38
57.81,59.07,59.10,57.42
59.88,58.68,59.90,58.62
58.72,57.88,59.38,57.86
58.56,60.27,60.33,58.34
59.87,60.54,60.56,59.60
60.42,60.90,60.90,60.00
61.06,61.32,61.75,60.57
60.85,61.76,62.00,60.83
61.10,61.05,61.88,60.77
61.71,61.40,61.74,61.00
61.86,61.37,62.32,60.11
62.46,62.90,63.01,62.35
62.53,63.03,63.41,62.53
62.46,63.23,63.23,62.30
62.91,63.76,64.16,62.88
63.87,64.91,65.26,63.57
65.30,65.74,65.94,65.28
65.74,65.97,66.12,65.42
65.47,65.69,66.15,65.34
65.10,64.83,65.38,64.68
64.19,64.87,64.89,64.00
65.18,65.04,65.39,64.73
64.60,65.76,65.82,64.28
66.50,66.35,66.90,66.09
66.29,66.18,66.65,66.00
65.46,66.97,67.06,65.27
66.87,66.53,67.07,66.34
65.72,65.54,66.36,65.36
65.61,66.40,66.47,65.11
65.49,65.13,65.82,64.68
65.89,65.39,66.23,64.98
65.78,65.25,66.50,65.20
65.34,66.45,66.58,65.16
67.08,67.84,67.88,67.08
67.97,67.96,68.25,67.69
67.96,67.74,68.05,67.56
67.28,68.58,68.59,67.28
68.86,68.96,69.31,68.42
68.83,69.34,69.80,68.79
69.20,68.49,69.34,68.30
68.38,68.64,68.76,67.88
68.07,68.35,68.39,67.44
68.60,68.49,68.86,68.07
68.01,68.89,69.17,67.97
67.85,67.30,68.79,66.96
66.75,66.87,67.10,65.91
67.23,67.71,67.82,66.79
66.71,66.61,67.00,66.06
65.94,65.94,66.57,65.57
66.29,65.95,66.54,65.67
65.49,66.58,66.68,65.45
66.47,66.39,66.93,66.09
66.86,68.08,68.09,66.86
67.69,66.59,67.84,66.56
67.07,66.61,67.21,65.93
66.28,65.26,66.74,65.09
65.26,66.51,66.86,65.26
66.31,65.24,66.49,64.76
64.80,65.33,66.10,64.46
64.76,64.58,64.97,63.83
65.06,65.10,65.65,64.89
65.04,65.11,65.50,64.96
65.85,66.62,66.90,65.79
67.16,67.72,68.01,67.12
67.81,67.54,68.00,67.39
67.67,67.88,67.94,67.56
68.21,67.23,68.21,66.84
66.64,67.28,67.44,66.40
66.97,67.69,67.69,66.71
67.27,67.51,67.68,66.66
67.93,68.35,68.57,67.80
68.52,68.52,68.97,68.50
68.76,69.01,69.09,68.64
68.46,68.88,69.01,68.34
67.90,67.97,68.38,67.53
67.50,66.99,68.19,66.98
66.73,66.53,66.99,65.96
66.84,66.28,67.25,66.22
65.79,67.03,67.17,65.02
67.08,66.56,67.08,66.01
67.86,67.54,68.61,67.51
67.85,67.69,68.10,67.50
67.72,67.11,68.17,67.03
68.22,68.83,68.83,67.96
64.67,64.19,66.40,63.86
63.25,62.25,63.26,61.70
63.52,64.22,64.22,63.04
65.22,66.31,66.40,65.08
66.70,68.07,68.08,66.45
68.04,68.32,68.64,68.04
67.76,67.40,67.79,67.00
66.90,68.04,68.09,66.48
68.05,67.84,68.56,67.30
68.77,69.77,69.96,68.77
70.21,70.36,70.84,70.15
71.17,71.32,71.54,70.90
71.51,71.53,71.65,71.10
72.63,72.58,72.83,72.31
73.00,72.64,73.13,72.31
72.70,72.82,73.02,72.52
72.73,73.03,73.04,72.62
73.38,73.34,73.56,73.05
73.14,72.73,73.24,72.34
72.79,73.13,73.14,72.54
73.00,72.53,73.00,72.22
72.40,72.38,72.70,71.70
72.85,72.35,72.92,72.02
72.24,72.24,72.43,71.55
71.77,72.02,72.31,71.58
72.12,71.78,72.27,71.44
71.63,71.10,71.76,70.57
70.99,71.38,71.45,70.91
71.53,71.45,71.79,71.24
72.19,72.89,72.89,72.19
72.97,72.87,73.23,72.71
72.94,72.90,73.34,72.74
72.91,72.75,73.27,72.55
73.22,73.68,73.88,73.13
73.47,73.37,73.63,73.06
73.79,73.83,74.12,73.67
73.58,73.22,73.70,73.22
73.21,73.51,73.61,72.71
73.49,73.69,73.74,73.24
73.15,73.39,73.65,72.95
73.04,73.22,73.54,72.72
73.69,73.37,74.03,73.35
73.29,72.84,73.29,72.58
72.63,72.60,72.95,72.43
72.73,72.14,73.52,71.66
72.17,72.99,73.14,72.17
73.08,72.67,73.19,72.36
72.46,72.27,72.60,71.75
72.29,72.37,72.52,71.48
73.00,73.00,73.41,72.58
73.28,73.30,73.48,72.71
73.22,73.28,73.40,72.95
72.88,72.94,73.14,72.71
72.05,69.89,72.05,69.87
69.23,71.66,71.94,69.13
70.62,69.72,70.92,69.41
69.78,69.42,70.42,69.13
69.51,70.84,71.10,69.28
70.49,70.12,70.49,69.73
70.77,70.08,71.13,69.90
70.72,70.17,70.87,70.17
70.57,71.22,71.29,69.88
72.09,71.96,72.40,71.71
71.70,70.96,71.81,70.89
70.31,69.68,70.31,69.56
69.66,70.72,70.73,69.33
70.86,71.44,71.57,70.28
71.21,70.00,71.72,69.56
70.61,71.20,71.71,70.61
71.02,70.81,71.03,70.45
71.03,70.14,71.27,69.82
70.64,71.04,71.33,70.64
70.79,71.03,71.07,70.17
71.22,70.72,71.33,70.08
71.48,71.45,71.97,71.39
71.25,69.91,71.27,69.35
69.90,70.01,70.38,69.51
69.02,69.67,69.94,68.60
70.55,69.96,70.86,69.96
69.89,69.55,70.15,69.38
70.47,70.11,70.59,69.86
70.30,70.47,70.81,70.21
70.22,70.17,70.81,69.93
69.57,70.10,70.20,69.29
70.87,70.59,71.02,70.43
70.57,70.24,70.77,70.06
69.52,70.45,70.71,69.38
70.81,70.25,70.90,70.06
70.46,70.14,70.88,69.60
70.29,69.98,70.34,69.90
70.14,69.18,70.23,68.43
68.80,68.59,69.22,68.39
68.78,68.40,68.97,68.19
68.26,68.05,68.80,68.03
69.94,70.88,70.90,69.87
70.79,71.57,72.14,70.58
70.33,73.53,74.09,70.25
74.41,75.35,75.90,73.96
75.29,75.67,75.75,74.79
76.15,75.88,76.37,75.43
75.89,76.32,76.33,75.38
75.99,76.01,76.16,75.69
76.04,76.29,76.30,75.84
76.45,76.02,76.45,75.94
76.28,76.75,76.80,76.20
77.20,77.30,77.46,76.81
77.27,77.75,77.78,77.20
78.15,78.31,78.31,78.06
78.07,78.25,78.25,77.68
78.01,78.22,78.40,77.81
78.73,78.34,79.08,78.34
78.62,78.81,79.00,78.53
78.76,78.67,78.84,78.42
79.32,79.07,79.49,78.78
79.19,79.30,79.32,78.75
