IJT,iShares S&P SmallCap 600 Growth ETF,NASDAQ
96.72,95.81,97.11,95.42
96.01,96.10,96.26,94.80
95.31,94.98,95.58,94.04
95.80,95.79,95.95,95.00
96.44,95.79,96.44,95.50
96.55,97.49,97.57,96.39
97.25,96.85,97.67,96.85
97.32,98.63,98.98,97.31
98.67,98.76,99.36,98.11
98.28,98.84,99.21,98.21
100.09,100.40,100.40,99.01
100.94,100.57,101.02,100.45
101.20,101.65,101.74,100.82
101.73,101.68,101.86,101.21
102.73,102.66,102.87,102.29
102.59,102.93,103.13,102.52
103.12,103.25,103.38,102.92
103.26,102.76,103.39,102.49
103.39,103.12,103.47,102.85
103.39,103.75,104.02,103.29
103.66,103.67,103.74,103.35
103.70,103.88,104.08,103.53
104.44,103.83,104.44,103.64
104.49,103.10,104.49,102.99
102.97,104.12,104.12,102.77
103.50,103.57,103.65,102.83
103.41,103.05,103.81,102.69
103.42,103.28,103.66,102.91
103.87,104.00,104.95,103.87
104.94,105.41,105.60,104.75
105.13,105.50,105.52,104.84
105.41,105.94,106.05,105.30
105.79,105.13,105.90,104.87
104.86,104.25,104.87,104.05
104.93,104.81,105.17,104.33
104.71,104.88,105.28,104.36
104.34,105.59,105.59,104.28
105.77,105.69,105.79,104.93
105.61,105.21,105.85,105.21
104.16,103.49,104.29,103.17
103.23,103.08,103.74,102.91
102.83,102.16,103.21,102.13
102.35,103.73,103.85,102.26
103.36,103.19,104.11,102.73
103.61,104.67,104.83,103.58
105.00,104.80,105.00,104.28
105.11,104.85,105.53,104.63
103.71,102.45,104.06,102.38
102.45,102.66,103.12,102.34
102.65,103.79,104.11,102.58
103.88,102.46,103.96,102.28
103.73,102.95,104.20,102.05
103.02,103.73,103.80,102.66
103.88,103.90,104.29,103.60
104.46,103.97,104.53,102.51
104.28,105.59,105.59,104.28
106.19,106.65,106.65,105.77
106.53,106.52,106.82,106.21
106.58,105.86,106.58,105.80
105.93,106.57,106.68,105.53
107.72,106.65,108.91,106.64
106.61,107.54,107.56,106.61
107.65,108.58,109.00,106.69
108.98,108.32,108.98,108.00
108.51,107.89,108.52,107.89
107.80,107.89,108.09,107.03
107.65,108.06,108.86,107.20
108.17,107.92,108.74,107.60
108.08,108.62,108.69,107.88
107.90,108.12,108.44,107.80
107.00,108.36,108.49,106.85
108.49,109.73,109.76,108.39
108.98,109.13,109.41,108.57
109.02,108.15,109.02,107.38
108.12,108.74,108.92,107.85
107.79,107.42,108.26,107.42
107.48,105.83,107.78,105.79
106.09,105.48,106.09,104.94
107.03,108.09,108.22,106.64
107.95,109.67,109.74,107.86
109.30,110.38,110.47,108.92
110.17,109.32,110.26,108.92
110.07,110.60,110.67,109.78
109.98,111.31,111.34,109.90
112.19,112.91,112.96,111.98
113.27,112.73,113.27,112.45
113.19,112.94,113.75,112.63
112.44,112.93,112.93,112.26
113.14,113.82,114.04,112.93
114.15,113.90,114.34,113.40
114.42,113.95,114.42,113.41
114.30,114.59,114.70,113.73
114.66,112.99,114.66,112.60
112.99,112.24,113.32,111.96
112.44,111.67,112.59,110.96
112.12,113.28,113.37,112.00
112.89,112.98,113.26,111.95
113.67,112.97,114.03,112.75
113.66,111.24,113.78,111.11
111.67,113.27,113.43,111.33
113.31,113.44,113.63,112.97
113.19,113.67,113.67,112.87
112.91,114.63,114.63,112.91
114.64,114.53,114.66,113.82
114.74,115.00,115.05,114.20
115.42,114.54,115.71,114.17
114.40,113.82,115.07,113.53
114.34,113.85,114.61,113.34
114.21,115.92,116.00,114.14
116.00,116.37,116.42,115.72
116.75,116.13,116.75,115.99
116.32,117.03,117.28,116.15
117.18,117.79,117.82,116.94
118.26,117.76,118.32,117.76
117.74,116.29,117.91,116.09
116.11,115.72,116.50,115.13
115.17,115.23,116.31,114.20
115.31,115.43,115.84,114.84
116.48,116.37,117.02,116.26
116.56,116.41,116.83,115.94
116.27,115.32,116.55,115.30
115.38,113.73,115.39,113.44
113.59,113.84,114.32,113.45
113.97,114.18,114.56,113.62
114.68,115.51,115.64,114.63
115.63,115.40,115.63,114.68
115.55,116.95,116.96,114.68
116.83,115.94,116.83,115.81
116.02,118.00,118.19,116.02
118.39,118.92,118.92,118.05
118.96,119.03,119.44,118.91
119.70,119.41,119.90,119.12
119.55,119.04,120.32,118.59
118.86,118.78,119.13,118.58
119.10,118.61,119.38,118.61
118.61,117.48,118.70,116.85
117.75,117.85,118.21,117.43
118.43,116.76,118.43,116.66
117.15,117.81,118.40,117.15
117.92,117.67,118.14,117.18
118.00,117.67,118.18,116.93
117.71,118.07,118.11,117.11
118.00,116.41,118.07,115.71
116.83,117.77,117.95,116.44
118.23,118.76,118.89,118.11
118.62,118.76,118.80,118.28
118.78,118.04,118.78,117.82
118.86,118.68,119.02,118.04
118.78,119.45,119.60,118.64
119.05,118.48,119.05,117.65
117.81,115.46,117.90,115.17
115.64,113.70,115.69,113.11
113.65,114.78,114.86,113.65
113.80,113.17,114.47,112.77
113.85,114.63,115.31,113.65
112.34,113.97,114.78,112.34
113.72,110.25,113.95,109.77
110.78,111.16,111.68,110.06
110.62,110.36,110.85,108.96
110.75,111.76,111.97,110.75
112.25,112.82,112.87,111.67
112.54,112.77,112.86,111.79
112.88,113.69,113.92,112.63
113.84,114.06,114.56,113.59
113.17,115.63,115.65,113.03
115.35,115.63,115.85,114.69
115.87,116.71,116.89,115.63
116.58,115.58,117.16,115.53
115.78,117.13,117.30,115.49
117.28,117.04,117.50,116.88
117.27,118.16,118.87,117.27
118.29,118.07,118.62,117.74
118.27,118.99,119.69,117.98
118.66,119.27,119.29,118.16
119.17,118.90,120.03,118.47
117.99,118.16,118.60,116.92
119.59,121.77,122.31,119.59
121.77,121.62,121.77,121.26
121.90,121.85,122.09,121.54
122.65,121.99,122.65,121.49
121.85,121.73,121.99,121.05
121.94,120.52,122.17,120.13
120.06,120.74,120.77,119.33
121.19,119.20,121.19,118.64
118.79,119.83,120.16,118.79
120.51,120.65,121.43,120.26
120.75,122.35,122.38,120.70
122.29,121.49,122.29,120.65
121.21,121.74,122.15,120.79
122.45,120.98,122.86,120.96
121.34,119.63,121.71,118.68
120.58,119.32,120.74,118.71
120.14,117.13,120.25,117.12
117.22,116.62,117.77,116.12
117.03,116.68,118.28,116.49
117.46,118.98,119.15,116.96
118.96,120.55,120.67,118.96
120.99,121.06,121.13,120.31
121.25,120.20,121.25,119.59
120.85,117.12,120.97,116.75
116.91,115.47,117.12,114.77
115.52,116.47,116.92,114.99
116.89,118.03,118.05,116.37
117.98,114.76,117.98,114.28
113.67,113.23,115.03,112.70
114.35,113.79,114.91,112.81
114.09,114.11,114.82,111.69
114.79,115.44,115.48,114.26
115.19,116.21,116.58,114.94
116.42,116.58,116.65,115.58
116.76,117.53,117.93,116.46
117.30,116.76,117.81,116.75
117.53,116.15,117.53,115.41
115.80,114.08,115.86,113.84
114.44,113.43,115.08,111.85
114.00,113.82,114.74,113.51
113.35,114.84,114.84,112.61
114.45,114.52,115.56,113.36
114.93,114.98,116.06,114.51
114.05,114.91,115.09,113.47
114.44,112.67,114.45,112.64
112.88,112.82,113.15,111.11
112.75,111.88,114.00,111.59
111.55,112.61,112.74,111.09
113.29,115.19,115.69,113.13
115.09,113.76,115.24,113.72
113.56,111.57,113.56,111.38
111.20,110.98,111.22,109.40
111.19,111.94,111.94,110.30
111.69,113.13,113.43,111.39
112.80,111.46,112.84,110.76
111.91,112.07,112.50,110.96
112.11,113.14,113.36,112.09
113.12,114.29,114.34,113.11
114.90,115.69,116.19,114.90
115.60,115.01,115.63,114.54
115.36,115.21,115.40,114.62
115.26,114.64,115.50,114.15
114.80,114.33,114.80,113.17
113.61,114.21,114.46,113.31
113.66,114.85,114.95,113.39
115.13,117.05,117.18,114.36
117.60,118.23,118.66,117.53
118.04,119.08,119.53,117.82
118.65,118.57,118.95,117.89
118.08,118.22,118.36,117.55
117.84,117.41,117.98,116.87
117.73,117.82,118.10,116.92
117.74,118.08,118.13,117.16
117.94,119.07,119.46,117.67
119.06,119.79,119.86,118.52
120.07,119.90,120.27,119.21
120.00,120.50,120.57,119.73
120.90,120.29,120.90,120.07
119.92,118.95,120.99,118.89
118.48,119.86,119.86,118.08
119.95,119.56,119.95,118.79
119.36,120.40,120.50,119.07
120.28,120.79,120.79,119.65
121.17,122.26,123.21,121.09
122.27,121.57,122.48,121.43
122.21,122.61,122.67,122.03
122.33,120.64,122.33,120.60
120.37,119.27,120.37,118.54
119.57,119.39,119.85,118.98
117.18,117.98,118.62,116.66
117.85,117.64,117.95,117.01
118.74,118.11,118.86,118.03
118.08,116.90,118.44,116.31
117.45,116.39,117.45,116.15
115.75,114.80,116.37,114.56
115.01,116.40,116.62,114.85
115.68,115.81,116.02,115.18
116.58,116.95,117.47,116.33
117.14,116.96,117.49,116.55
117.31,117.21,117.92,116.69
116.47,116.15,116.47,115.83
116.24,115.59,116.32,114.81
116.37,116.15,116.93,115.96
116.97,116.51,117.00,116.14
115.17,113.56,115.40,113.53
113.54,113.01,114.03,112.27
113.43,114.21,114.34,112.19
113.65,114.18,114.99,113.38
113.54,114.29,114.97,113.32
114.84,113.70,115.00,113.42
113.90,114.81,115.04,113.83
115.39,115.85,116.68,115.01
115.51,114.95,115.81,114.49
115.28,115.81,116.02,115.21
115.75,115.81,116.04,115.51
116.56,115.68,116.67,114.44
116.71,117.43,117.49,116.51
117.63,117.94,118.14,117.53
117.36,117.07,117.36,116.65
117.02,117.36,117.58,115.82
117.24,117.43,117.81,116.81
118.09,117.57,118.31,117.18
117.73,118.60,118.68,117.45
118.72,118.19,118.72,118.00
117.81,117.39,117.82,117.16
117.75,118.06,118.23,117.14
118.42,118.97,119.28,118.25
119.58,118.41,119.58,118.20
118.63,117.98,119.57,117.76
117.93,118.24,118.24,117.16
118.08,118.52,118.63,117.83
118.36,117.11,118.36,117.00
117.09,117.66,117.72,116.77
116.99,118.48,118.65,116.99
118.48,117.35,118.48,116.88
117.29,116.05,117.29,115.85
115.84,116.51,116.74,115.48
116.55,116.85,117.47,116.29
117.31,117.82,117.93,117.28
118.48,116.31,118.48,116.06
115.71,114.98,115.76,114.60
114.62,113.81,115.19,113.74
113.90,115.03,115.14,113.49
114.67,113.26,114.88,112.77
113.56,113.97,114.11,113.28
112.73,114.04,114.14,112.63
114.00,112.56,114.00,112.55
112.36,110.88,112.43,110.52
110.88,111.97,112.35,110.18
112.94,112.87,113.43,112.44
113.02,111.72,113.23,111.60
111.00,109.76,111.40,109.76
109.58,111.70,111.71,108.54
111.65,108.88,111.80,108.88
108.61,107.68,109.80,107.62
107.74,107.27,109.04,106.88
108.23,108.42,109.85,107.90
106.98,109.31,109.70,106.01
107.77,110.43,111.10,107.15
111.90,110.21,112.09,109.70
109.89,111.40,111.40,109.71
112.07,113.42,113.51,111.89
113.66,111.96,114.06,111.90
112.99,113.78,114.42,112.89
113.72,113.90,114.24,113.25
113.25,113.81,113.86,112.41
114.31,117.35,117.39,114.24
117.62,117.25,118.03,116.36
116.70,118.23,118.67,116.61
120.03,120.30,120.43,119.44
120.48,120.01,120.94,119.61
119.47,119.55,120.13,118.91
120.45,119.58,120.45,119.27
119.56,120.00,120.00,119.27
119.91,119.87,120.00,118.91
119.95,120.27,120.29,119.54
120.25,120.43,120.53,119.98
119.78,121.15,121.32,119.66
121.08,120.13,121.34,119.93
120.08,119.99,120.39,119.62
119.80,118.64,120.09,118.64
118.94,119.18,119.78,118.94
119.07,117.84,119.16,117.07
117.35,119.33,119.33,117.35
120.90,119.21,121.00,118.88
119.48,120.76,120.83,119.48
121.11,120.77,121.58,120.42
120.83,121.13,121.16,120.63
120.71,119.22,121.00,119.08
118.54,117.39,120.42,117.38
117.56,118.89,119.33,117.55
118.82,120.17,120.41,118.70
119.96,119.52,119.99,119.00
119.94,120.39,120.65,119.82
119.96,118.82,121.01,118.51
117.76,121.02,121.02,117.50
120.59,118.32,120.86,118.27
118.76,118.62,120.23,118.38
117.50,117.12,118.16,116.81
117.73,116.26,118.05,115.81
115.96,116.01,117.81,115.81
116.20,119.19,119.36,116.00
120.84,120.99,121.11,119.84
121.11,121.14,121.54,120.43
121.29,122.42,122.42,121.27
122.90,122.65,123.16,122.33
122.60,122.67,122.91,122.18
122.80,123.44,123.71,122.79
123.48,123.73,124.06,123.40
123.60,123.27,123.96,123.18
123.58,122.39,124.43,122.39
123.09,121.62,123.62,120.50
120.92,120.09,121.33,119.60
120.59,118.20,120.59,117.38
118.74,119.77,119.77,118.34
120.70,122.13,122.14,120.70
122.11,121.20,122.37,120.90
121.17,120.94,121.37,120.27
121.43,121.36,123.29,119.96
119.72,120.89,121.12,119.72
121.18,119.04,121.19,118.75
118.80,121.21,121.36,118.80
121.18,120.59,121.63,119.60
120.28,119.97,120.84,119.61
120.54,122.71,122.72,119.43
122.82,122.45,123.02,121.97
122.45,123.49,123.56,121.52
122.60,122.90,123.42,121.85
123.04,121.40,123.78,121.11
121.71,122.77,122.78,120.87
122.18,120.19,122.33,120.17
120.57,121.23,121.31,118.85
121.84,123.26,123.40,121.82
122.86,123.10,123.87,122.80
123.54,124.71,124.92,123.54
124.90,124.66,125.45,124.11
124.08,123.33,124.67,123.25
124.25,124.27,124.52,122.84
123.92,124.40,124.64,123.50
125.19,126.14,126.22,125.12
126.27,126.77,126.87,125.92
126.91,127.00,127.18,126.48
126.71,127.54,127.54,126.43
127.14,127.45,127.65,127.00
127.24,127.74,127.84,126.24
127.29,128.06,128.06,126.74
128.09,128.20,128.49,127.71
128.12,128.19,128.48,127.65
128.02,128.36,128.51,127.81
128.13,127.69,128.54,127.67
127.68,128.70,128.98,127.68
128.52,127.76,128.52,127.28
127.20,126.91,127.41,126.65
127.11,127.27,127.53,126.64
126.60,125.46,126.91,125.25
125.62,126.18,126.50,125.62
125.23,124.98,125.37,124.55
125.24,125.84,125.85,124.85
126.41,128.12,128.24,126.41
127.79,127.67,128.30,126.35
128.15,128.35,128.79,128.12
128.04,128.58,128.70,127.84
128.37,129.83,130.14,127.91
129.51,130.40,130.42,129.51
131.02,131.93,132.05,130.80
131.93,132.00,132.33,131.89
132.15,132.01,132.35,131.80
131.90,128.70,131.90,128.56
128.22,128.30,128.97,127.55
128.37,129.24,129.34,127.97
129.94,130.79,131.10,129.92
130.29,130.15,130.63,129.78
129.90,129.90,130.09,128.51
129.79,130.22,130.92,129.79
129.61,130.31,130.85,129.20
130.23,129.47,130.53,129.47
129.59,130.65,130.85,129.59
130.65,130.09,130.90,129.00
130.42,130.66,130.82,130.40
130.70,130.58,131.34,130.57
130.80,130.51,130.91,129.81
131.04,131.23,131.70,130.77
131.16,131.01,131.44,130.89
130.14,129.05,130.14,128.56
129.58,130.43,130.79,129.48
130.83,130.46,131.00,130.39
130.58,130.62,130.77,129.56
130.29,131.53,131.73,130.29
131.46,131.32,131.65,131.07
131.71,130.13,132.47,129.83
130.28,130.84,131.08,129.15
130.06,129.25,130.54,129.09
128.70,126.39,128.77,125.92
126.61,127.29,127.48,126.54
127.46,127.70,128.57,127.16
127.67,126.08,127.81,125.67
126.37,126.52,126.61,125.55
126.35,127.26,127.86,126.19
128.16,128.11,128.86,127.95
127.91,128.32,129.29,127.83
127.90,128.03,128.46,126.36
128.48,127.94,128.70,127.61
128.56,129.45,129.50,128.07
129.32,129.21,129.32,128.56
129.09,130.62,130.72,128.94
130.58,130.75,130.94,130.22
130.80,130.70,131.05,130.12
130.61,130.54,131.00,130.16
130.42,130.09,130.88,129.75
129.63,128.63,129.63,128.13
128.73,130.17,130.32,128.28
129.98,130.20,130.21,129.45
130.02,129.14,130.15,128.67
129.93,129.81,130.14,128.31
129.33,129.97,130.62,128.99
130.32,131.33,131.65,130.18
130.91,130.16,131.24,129.96
129.96,131.10,131.20,129.29
130.97,130.59,131.21,130.49
130.55,130.19,130.66,129.43
130.75,131.96,132.50,130.75
132.24,131.99,132.42,131.77
131.63,131.88,132.07,131.28
131.54,131.94,132.25,130.47
131.60,132.90,133.13,131.60
133.26,132.70,133.47,132.34
133.52,134.28,134.70,133.12
134.41,134.53,134.88,133.94
135.35,135.34,135.40,134.77
135.13,135.45,135.45,134.80
134.97,134.02,134.97,133.73
134.29,133.82,134.30,133.21
134.01,133.38,134.13,132.84
132.51,130.48,133.17,130.30
131.39,131.00,131.50,130.45
131.89,131.76,132.33,130.91
131.99,130.91,132.01,130.43
129.93,130.66,131.53,129.77
130.92,131.22,131.23,128.71
130.22,129.46,130.49,128.75
130.75,129.93,131.03,129.68
131.22,131.92,132.03,131.03
132.49,132.98,133.31,132.49
132.86,133.40,133.58,132.84
133.47,132.68,133.47,132.52
133.29,133.67,133.95,133.25
133.69,133.16,133.86,132.75
133.21,132.76,133.21,132.40
133.06,132.50,133.57,131.88
131.95,133.08,133.29,131.95
133.39,131.64,133.55,131.50
131.49,130.03,131.66,129.82
129.50,129.28,129.75,128.88
129.78,130.42,130.48,128.02
130.31,130.98,131.39,129.97
130.71,131.55,131.71,130.42
131.70,132.26,132.92,131.61
132.29,131.63,132.37,130.70
131.81,131.68,132.47,131.44
132.28,132.34,133.50,132.06
132.44,130.76,132.73,129.98
130.35,130.32,130.48,129.55
130.99,131.38,131.98,130.99
130.46,130.71,131.36,130.12
129.94,130.05,130.22,128.28
130.05,130.23,131.09,129.74
130.06,131.11,131.21,129.75
130.91,132.40,132.40,130.49
132.31,131.50,132.31,131.40
130.84,130.44,131.37,129.69
129.24,127.23,129.36,127.23
126.18,125.35,127.10,124.86
122.76,120.86,124.29,82.07
122.06,119.90,125.00,119.38
121.89,122.36,122.49,119.34
123.26,124.58,125.12,122.30
124.26,125.15,125.32,124.04
124.67,124.56,125.35,124.11
122.47,121.09,123.21,120.73
122.30,123.18,123.18,121.27
123.34,123.37,124.63,123.15
122.18,122.39,123.34,121.69
124.17,125.15,125.35,123.82
126.09,124.05,126.16,123.96
123.81,124.35,125.11,123.68
123.79,125.09,125.11,123.39
125.26,124.71,125.40,124.45
124.78,125.94,126.29,124.78
125.95,127.10,127.15,125.84
127.09,127.47,129.15,126.82
125.93,125.50,126.99,125.29
126.21,125.87,127.37,125.38
124.56,124.12,124.98,123.53
124.28,124.22,124.87,123.62
123.47,123.80,123.87,122.34
124.34,123.12,124.47,122.54
122.76,119.24,122.80,118.85
119.40,118.42,119.87,117.85
119.40,120.13,120.32,118.85
120.07,119.72,120.32,118.23
118.53,121.17,121.24,117.58
122.01,124.07,124.29,122.01
124.05,123.07,124.54,122.50
123.68,125.29,125.35,123.60
125.15,126.39,126.54,124.80
126.53,126.76,127.28,126.45
126.82,127.09,127.22,126.39
126.49,125.32,127.46,125.28
125.34,123.74,125.89,123.60
124.13,126.26,126.26,123.31
126.46,126.55,126.63,125.49
126.09,127.15,127.56,126.09
126.99,126.89,127.66,126.34
127.29,124.94,127.29,124.85
125.45,125.84,126.38,124.97
126.84,127.32,127.47,126.14
127.57,126.91,127.57,126.64
126.43,125.69,126.83,125.11
126.14,129.18,129.19,125.82
128.74,127.72,128.87,127.42
127.63,127.06,128.03,126.88
126.93,129.55,129.85,126.93
129.33,129.95,130.51,128.94
130.15,129.55,130.41,129.16
129.59,129.74,129.96,128.44
129.65,130.46,130.59,128.83
130.31,128.45,130.39,127.95
127.97,128.74,128.83,127.69
128.95,127.60,128.96,127.60
126.86,125.63,127.07,125.46
125.25,124.55,125.89,124.40
124.29,126.05,126.09,124.29
126.29,126.00,127.57,125.82
126.48,128.01,128.12,125.93
127.99,127.54,128.09,127.25
128.05,128.73,129.17,128.05
128.72,129.22,129.77,128.60
128.69,129.90,130.04,128.11
129.90,130.90,131.00,129.79
130.93,131.37,131.73,130.71
131.99,130.51,131.99,130.48
131.15,131.55,131.62,130.50
131.45,130.42,131.81,130.30
130.68,128.28,131.20,127.70
128.44,129.72,129.94,128.17
129.51,127.98,129.66,127.51
126.88,127.49,127.95,126.34
127.12,125.91,128.20,125.50
125.90,126.54,127.16,125.65
125.25,124.11,125.52,123.65
124.11,123.43,124.47,122.45
124.08,125.24,125.49,124.06
126.12,127.00,127.19,125.41
127.50,125.48,127.59,125.42
124.96,123.38,124.96,123.32
123.95,124.40,124.64,123.41
124.68,125.14,125.36,123.72
125.76,126.19,126.36,125.41
125.84,126.08,126.83,125.61
125.52,125.79,125.82,124.70
126.33,127.20,127.34,126.14
127.24,126.10,127.36,126.04
125.72,124.31,125.88,124.21
122.38,120.69,122.38,120.18
121.00,121.29,121.60,120.61
119.65,120.15,120.88,119.43
118.28,117.14,118.97,116.85
117.52,115.36,118.17,115.23
115.95,115.35,116.52,114.34
116.28,116.10,116.91,114.34
116.45,112.67,116.63,112.05
113.14,114.28,115.29,111.68
111.38,113.06,113.18,110.31
114.07,111.87,114.07,110.67
110.48,112.29,113.48,108.24
112.39,111.81,113.47,111.29
113.48,114.17,114.31,113.07
113.51,112.39,113.98,112.14
112.89,114.75,114.88,112.61
114.37,112.86,115.13,112.37
113.80,112.84,114.15,112.51
113.18,116.31,116.33,113.14
115.56,116.11,116.74,114.74
115.00,113.90,115.19,113.40
114.78,113.77,114.78,111.79
113.51,114.02,115.01,113.35
113.58,110.79,113.77,110.78
109.73,109.36,109.79,107.85
108.02,109.08,110.21,108.02
109.62,108.94,111.42,108.88
107.19,107.83,108.42,106.57
108.77,109.58,109.81,108.23
110.85,112.04,112.22,110.41
112.77,113.54,114.17,112.64
113.73,113.06,113.89,112.83
112.73,113.96,114.02,112.45
114.89,115.09,115.55,114.63
114.86,114.45,115.11,114.34
113.10,115.52,115.60,112.81
115.81,116.70,116.74,115.29
117.22,117.17,117.48,116.80
117.21,116.36,117.78,116.36
117.23,118.76,118.76,116.73
118.60,119.31,119.31,118.07
119.30,120.36,120.36,119.18
120.32,120.78,121.40,119.92
120.46,121.71,121.90,120.46
121.14,119.33,121.14,119.18
119.66,119.88,120.05,119.21
120.09,118.95,120.60,117.83
119.90,121.38,121.49,119.88
121.15,121.00,121.31,120.55
120.38,119.46,120.38,119.18
118.86,119.94,120.38,118.54
119.78,121.46,121.80,119.11
121.97,122.64,123.03,121.64
122.42,122.15,122.74,121.80
121.39,122.13,122.58,121.22
121.42,119.98,121.42,119.98
119.35,120.06,120.06,118.71
120.30,120.36,120.77,119.54
120.06,123.78,123.78,119.97
124.48,124.07,124.57,123.60
124.20,124.20,124.73,123.88
123.18,124.75,124.90,122.75
124.59,123.49,124.71,123.46
122.83,122.21,123.34,122.14
122.25,123.56,123.64,122.09
122.92,122.00,123.10,121.39
122.97,122.45,123.26,121.83
122.96,121.97,123.86,121.94
122.03,122.99,123.23,121.61
123.61,125.63,125.70,123.61
125.64,125.37,125.85,124.97
125.06,125.43,125.60,124.93
124.93,126.40,126.54,124.93
126.59,126.51,127.04,125.99
126.44,126.69,127.22,126.00
126.55,125.66,126.73,125.35
125.73,126.85,126.96,125.57
126.60,125.78,126.69,125.45
126.28,127.11,127.19,125.71
127.02,127.39,127.50,126.42
126.71,125.44,127.34,125.25
125.17,124.57,125.52,123.96
124.99,125.89,125.94,124.67
124.97,124.23,125.05,123.47
123.49,123.41,124.28,122.93
123.80,122.94,123.80,122.90
122.51,123.62,123.68,121.91
123.76,124.28,124.94,123.63
124.86,125.06,125.06,124.06
124.91,123.39,124.95,123.39
123.87,123.01,124.04,122.12
122.85,122.36,123.53,122.06
122.50,123.78,124.20,122.50
123.52,121.61,123.87,121.05
120.97,122.61,123.29,120.75
121.90,121.51,122.35,120.55
122.21,123.35,123.35,121.87
123.49,123.15,123.89,123.01
123.90,125.96,126.25,123.90
126.53,126.61,127.02,126.32
126.64,126.58,126.93,126.30
126.58,127.69,127.69,126.32
128.00,128.04,128.43,127.49
127.79,128.90,129.10,127.56
128.62,129.70,129.70,128.51
129.44,128.83,129.45,127.77
128.88,130.01,130.40,128.84
130.04,130.56,130.96,129.87
130.71,131.85,131.94,130.51
131.29,131.22,131.37,130.79
129.97,129.42,130.18,129.06
128.88,128.02,129.46,127.86
127.70,127.94,128.37,127.24
128.34,127.86,128.88,127.75
126.99,127.66,127.67,126.05
127.70,126.69,127.89,126.35
128.11,128.37,129.52,128.11
128.07,127.83,128.09,127.08
127.91,127.22,128.56,127.22
128.66,129.90,129.90,128.60
125.45,124.92,126.74,123.52
123.64,121.36,123.64,120.76
122.45,123.15,123.73,122.00
124.48,125.72,125.87,124.47
126.08,128.41,128.41,125.59
128.42,128.49,129.04,127.86
127.91,126.98,128.06,126.24
126.42,127.91,128.01,126.21
128.10,128.33,128.93,127.50
129.33,131.08,131.36,129.33
131.99,132.64,132.89,131.62
133.46,134.10,134.74,133.25
134.63,133.78,134.63,133.37
134.86,133.85,134.86,133.84
134.56,134.03,134.56,133.71
134.01,133.99,134.72,133.72
133.73,133.27,134.13,133.07
133.54,134.20,134.52,133.17
134.05,133.23,134.40,132.91
133.28,134.25,134.49,133.15
134.01,133.86,134.25,133.62
133.89,134.57,134.57,133.52
134.89,135.00,135.14,134.34
134.87,134.75,135.09,134.53
134.72,134.70,135.50,133.84
134.72,134.97,135.36,134.26
134.85,133.08,134.85,132.64
132.82,133.67,133.72,132.69
133.73,133.93,134.40,133.56
134.66,135.54,135.72,134.46
135.56,134.97,135.76,134.75
134.91,135.20,135.40,134.82
135.23,134.37,135.29,133.91
134.85,134.70,135.10,134.37
134.58,134.70,134.91,134.18
134.95,135.88,136.03,134.95
135.53,134.82,135.53,134.77
134.79,134.47,134.91,133.90
134.63,135.39,135.39,134.35
134.97,135.36,135.42,134.79
135.13,135.66,135.89,134.83
136.08,136.75,137.09,136.08
136.74,136.06,137.07,135.91
135.87,136.49,136.80,135.87
136.69,136.38,137.48,135.56
136.59,137.08,137.47,136.59
136.92,137.31,137.49,136.80
137.31,136.82,137.31,136.02
136.93,137.06,137.18,135.72
137.68,138.46,138.50,137.44
138.82,138.20,138.82,137.60
138.27,139.22,139.23,138.16
139.02,138.60,139.03,138.32
137.50,134.71,137.94,134.65
134.06,136.17,136.18,134.00
135.23,133.96,135.38,133.25
134.15,133.70,134.49,133.57
133.75,135.40,135.48,133.69
134.97,135.27,135.46,134.76
135.79,136.00,136.82,135.45
136.60,135.69,136.67,135.69
136.14,137.56,137.57,135.84
138.36,139.47,139.49,138.36
139.23,138.59,139.37,138.53
137.61,136.57,137.61,136.44
136.38,136.81,137.01,136.01
136.97,137.74,137.77,136.39
137.70,135.85,137.70,135.62
136.44,137.12,137.73,135.87
136.72,136.88,136.92,136.07
137.15,136.41,137.47,135.94
136.97,137.02,137.90,136.82
136.85,137.10,137.14,135.91
137.36,136.21,137.53,135.49
136.88,137.64,138.07,136.88
137.34,135.31,137.50,134.69
135.40,135.32,136.08,134.97
134.50,134.07,134.66,133.32
134.65,133.68,135.11,133.68
133.83,133.35,134.15,133.31
134.62,133.57,134.68,133.53
133.74,133.88,134.36,132.89
133.35,132.83,133.58,132.34
131.89,132.60,132.75,131.68
133.50,133.62,134.22,133.38
133.59,132.24,133.69,132.07
131.62,130.93,132.15,130.64
131.33,129.39,131.33,129.18
129.22,129.27,130.10,128.83
129.53,129.99,130.09,128.89
130.18,128.17,130.18,127.53
128.07,127.13,128.49,127.08
127.59,126.52,127.96,126.42
127.07,127.24,128.54,126.84
129.44,130.19,130.41,129.32
129.92,130.63,131.15,129.32
129.43,134.46,134.66,129.43
135.59,136.83,137.47,134.61
137.41,140.12,140.30,136.87
141.46,141.98,143.14,140.93
141.79,142.41,142.69,141.05
142.10,142.41,142.83,141.80
142.83,143.42,143.83,142.45
143.90,144.16,144.23,143.30
144.61,144.75,145.00,143.65
145.32,146.20,146.25,144.87
146.15,147.13,147.19,145.55
147.34,147.91,147.91,147.15
147.89,146.01,147.89,145.83
146.21,145.95,147.02,145.84
146.91,145.37,146.91,145.02
146.00,144.63,146.39,143.99
144.59,144.43,145.17,144.14
145.33,146.97,147.11,145.33
