JJSF,J & J Snack Foods Corp. - Common Stock,NASDAQ
74.58,74.45,75.11,73.90
74.50,75.86,76.28,74.50
74.75,75.24,76.00,74.01
75.59,75.00,75.98,74.66
75.28,74.68,75.79,74.51
74.91,76.11,76.65,74.91
75.78,77.80,77.96,75.72
77.71,78.84,79.97,77.32
78.42,79.49,79.53,77.83
78.94,79.29,79.63,78.79
80.50,79.11,80.50,78.10
79.09,80.37,80.50,78.79
80.47,81.36,81.69,80.15
81.48,81.74,82.11,81.06
82.08,82.67,82.84,81.78
82.56,82.41,82.86,81.87
82.63,82.87,83.57,81.72
82.71,82.53,82.74,81.90
82.48,82.63,82.64,81.79
82.97,83.47,84.21,82.61
83.52,84.18,84.25,83.12
83.89,84.02,84.29,83.69
84.34,83.59,84.34,83.28
83.72,82.03,84.48,80.40
82.01,83.13,83.46,81.88
82.50,82.62,83.31,81.80
82.59,82.02,83.08,81.50
81.98,81.50,81.98,80.50
81.55,79.68,81.55,79.68
80.19,80.77,80.95,79.90
80.34,80.50,81.28,79.73
80.23,81.76,81.80,80.23
81.50,81.17,81.71,81.02
80.95,80.10,81.76,80.05
80.40,79.73,81.09,79.52
79.78,79.95,80.50,79.59
79.60,78.86,79.94,78.67
79.39,78.95,79.93,78.73
79.16,78.23,79.29,78.07
77.41,75.15,77.41,74.63
74.87,77.26,77.28,74.87
76.79,76.97,77.56,76.74
77.26,78.16,78.28,76.89
77.79,77.25,78.14,76.76
77.64,78.90,80.00,77.25
78.74,78.89,78.89,78.28
79.43,78.10,79.43,77.69
77.29,76.85,77.29,75.89
76.78,76.86,77.06,76.47
76.80,77.62,78.00,76.76
77.33,76.92,77.38,76.33
77.78,76.88,77.85,76.44
77.04,76.59,77.04,75.36
76.79,76.24,77.16,76.06
76.45,75.79,76.45,74.72
76.22,76.31,76.53,75.59
76.82,76.45,76.82,75.41
76.27,77.36,77.58,76.27
77.77,77.50,78.15,77.44
77.90,78.23,78.40,77.50
78.80,78.01,78.87,77.86
78.25,79.45,79.52,78.25
79.43,80.33,80.50,79.08
80.57,80.03,80.79,79.49
79.83,80.30,80.86,79.31
80.69,80.66,80.75,80.10
80.96,81.28,81.44,79.50
81.39,80.51,81.73,80.33
80.52,81.61,81.64,80.19
81.10,80.79,81.22,80.53
79.82,80.72,80.88,79.29
80.46,80.70,81.03,78.68
80.23,80.07,80.53,79.69
79.79,79.45,80.39,78.13
79.44,79.63,80.54,78.27
79.20,79.32,79.97,78.62
79.56,79.19,80.04,78.71
79.21,79.36,80.10,78.95
80.43,80.00,81.19,79.58
79.46,82.00,82.00,79.46
81.39,82.74,82.78,81.11
82.78,83.04,83.63,81.74
83.80,84.59,85.18,82.70
84.07,84.61,85.14,83.79
85.30,84.73,85.45,84.00
84.57,84.30,84.92,84.21
84.80,85.80,86.02,84.53
85.48,85.62,86.11,84.67
86.10,85.84,86.10,84.75
86.16,85.73,86.16,85.06
86.02,86.82,87.40,86.02
86.94,87.28,87.71,85.78
87.13,86.17,87.13,86.09
86.19,85.57,86.32,85.48
85.43,84.80,86.15,83.84
85.27,84.84,85.27,84.24
84.66,84.77,85.38,84.16
84.97,84.91,85.17,84.41
85.04,83.25,85.04,82.70
82.62,82.53,82.95,82.25
82.50,82.46,82.78,82.04
81.86,82.00,82.45,81.44
81.80,82.45,82.70,81.79
82.22,82.39,83.35,82.15
82.27,81.49,82.27,80.66
81.51,81.58,82.00,80.89
81.64,81.67,81.96,80.86
81.92,81.44,82.77,81.11
81.95,83.24,83.39,81.95
83.51,84.27,84.90,83.01
84.29,83.77,84.86,83.49
83.77,85.20,85.70,83.77
85.51,86.16,86.45,85.51
86.38,85.92,86.38,85.25
84.66,84.26,85.37,83.17
84.39,84.19,84.77,83.99
84.16,83.95,84.93,83.14
83.64,84.85,84.92,83.29
85.90,87.00,87.26,85.41
86.98,86.73,87.60,85.39
85.64,85.90,86.74,85.09
86.01,86.00,86.43,85.41
86.13,86.16,86.49,85.58
86.50,86.59,87.03,85.75
86.83,87.86,87.98,86.52
87.70,87.57,87.72,86.19
87.25,87.68,88.02,86.58
87.50,86.99,87.80,86.83
87.38,86.77,87.38,86.27
86.75,87.21,87.53,85.90
87.41,87.83,88.09,84.94
88.10,88.44,88.79,87.47
88.79,88.66,90.79,87.73
88.50,88.51,89.01,87.89
88.84,88.59,89.03,88.00
88.23,87.15,88.30,86.48
87.13,87.23,87.88,86.83
87.42,85.80,87.88,85.59
86.32,86.93,87.34,86.00
86.59,85.82,86.59,85.09
85.91,86.35,86.99,85.25
86.68,86.40,86.98,85.64
85.96,85.56,86.46,85.07
85.75,85.95,86.75,85.56
85.81,86.73,87.08,85.56
86.37,87.48,87.59,86.19
87.26,85.53,87.26,85.01
86.26,85.93,86.26,85.25
85.99,85.84,86.32,85.46
84.57,85.66,86.02,84.57
84.92,85.44,85.90,84.30
86.94,85.22,87.11,84.86
87.70,92.60,97.80,87.42
91.63,87.69,92.16,86.90
88.49,89.37,90.85,87.61
88.11,88.10,89.14,87.95
88.10,85.27,88.42,85.03
85.64,86.04,87.27,85.30
86.05,86.36,87.33,84.90
86.88,87.34,87.81,86.61
87.43,87.19,87.82,86.12
87.19,87.47,88.25,86.31
87.65,88.46,88.56,86.96
88.28,88.16,88.84,87.53
87.19,89.33,89.66,87.19
89.39,89.35,89.50,88.21
89.25,90.02,91.68,89.25
89.52,89.23,90.71,89.23
89.61,90.62,90.78,89.39
90.60,90.24,91.42,89.58
90.73,91.43,91.83,90.01
91.20,91.19,92.28,90.22
91.54,91.91,92.41,91.03
91.86,91.86,91.97,90.87
92.14,92.88,93.43,91.71
93.74,93.44,93.77,91.91
94.74,95.20,96.21,93.97
94.97,94.65,95.58,94.30
94.78,95.89,96.23,94.42
95.99,95.42,96.60,95.30
95.48,95.63,95.93,94.78
95.47,95.06,95.55,93.85
94.49,94.96,95.41,94.37
95.02,94.89,95.60,94.14
94.45,96.02,96.25,94.45
96.40,96.40,96.75,95.77
96.22,96.35,96.48,96.02
96.10,95.16,96.43,95.02
95.10,95.37,95.77,95.07
95.89,95.14,95.99,94.96
95.39,94.97,95.69,94.23
95.42,95.23,96.48,95.18
95.74,94.53,95.88,94.53
94.39,94.07,94.85,93.66
93.92,94.64,95.66,93.92
95.30,95.97,96.23,94.67
96.33,96.55,96.84,95.40
96.48,96.92,97.09,95.36
96.64,96.28,96.73,95.33
96.91,93.17,96.91,92.80
93.07,94.24,94.83,92.51
94.63,95.51,96.00,93.83
95.98,95.56,95.98,94.25
95.18,95.25,96.14,94.73
94.37,94.34,95.52,93.63
95.43,95.37,95.69,94.08
95.65,95.57,96.10,93.85
96.01,96.98,97.09,95.09
97.17,96.95,97.24,96.05
97.44,96.39,97.44,95.84
96.53,97.25,97.75,96.09
96.81,97.65,98.34,96.81
97.42,97.98,98.21,96.66
98.01,98.25,98.70,97.61
98.25,99.59,100.00,97.45
98.79,96.19,99.49,94.59
95.61,93.60,97.37,93.03
93.16,91.10,93.16,90.52
91.37,92.47,92.90,91.10
91.44,92.18,92.84,91.16
91.80,91.26,92.25,90.84
91.00,92.86,92.89,91.00
92.39,92.61,93.54,91.64
92.03,93.00,93.40,91.96
93.05,94.16,94.29,93.00
94.21,93.62,94.53,93.34
93.73,92.30,93.81,92.25
91.59,90.42,92.40,90.25
90.42,91.85,91.88,90.25
91.57,92.82,93.12,91.01
92.85,92.01,92.85,91.30
92.21,92.36,92.77,91.56
92.59,93.17,94.17,92.15
93.39,93.76,94.12,93.11
94.60,94.96,95.11,94.09
94.58,93.17,94.89,93.00
93.76,94.39,94.51,93.44
94.73,93.67,94.73,92.85
92.73,92.80,93.27,91.91
92.57,93.69,94.07,91.40
93.41,93.56,93.80,92.64
93.68,94.11,94.15,92.57
94.70,94.14,94.70,93.56
94.08,94.07,94.14,93.43
93.43,93.30,93.87,92.93
92.51,92.31,92.95,91.72
92.09,91.93,92.26,91.44
91.90,92.21,93.00,91.23
92.36,92.54,92.85,91.67
92.79,93.14,93.49,91.96
93.51,93.31,93.79,92.41
93.74,93.53,94.02,93.04
93.87,93.91,94.88,93.86
94.36,93.01,94.44,92.84
92.57,92.65,93.69,92.32
92.12,93.28,93.60,92.00
92.77,92.85,93.56,92.34
92.18,93.97,94.40,92.18
93.73,94.12,95.01,93.34
94.08,95.03,95.71,93.96
94.88,94.61,95.34,94.39
94.97,94.98,95.10,94.63
94.51,94.46,94.85,94.05
94.55,94.12,94.72,93.75
94.34,94.22,94.69,93.96
93.04,94.10,94.58,93.04
93.60,94.35,94.68,93.09
94.80,94.30,94.80,93.80
94.24,92.91,94.24,92.90
93.51,92.51,93.51,91.92
92.10,91.69,92.75,91.37
91.27,93.20,93.51,91.27
92.53,92.03,92.53,91.53
92.17,92.06,93.13,91.60
92.50,91.99,92.54,91.75
92.39,92.22,92.59,91.42
91.52,90.76,91.85,90.48
90.54,90.51,90.87,89.72
93.88,93.07,95.50,92.50
93.77,92.05,93.77,91.51
91.28,90.09,92.07,89.97
89.03,89.60,90.18,88.95
90.13,91.02,91.29,89.48
90.55,91.69,92.33,90.30
91.14,92.20,92.58,91.07
92.44,92.96,93.40,92.10
92.79,94.13,94.64,92.45
94.83,95.56,95.96,94.19
95.06,94.91,95.70,94.42
94.90,95.50,95.60,93.33
95.25,95.43,95.79,94.70
96.44,95.24,96.47,94.24
95.88,95.55,96.00,95.16
95.43,95.24,96.15,94.60
94.93,95.11,95.57,94.40
95.00,95.10,95.39,94.37
94.90,94.69,95.46,94.53
94.95,94.96,95.44,93.78
95.15,94.86,95.51,94.63
95.49,94.73,95.49,94.44
94.59,94.82,95.24,94.36
94.88,94.71,95.34,94.45
95.98,96.29,96.75,95.27
96.33,96.00,96.81,95.48
95.97,96.09,96.46,95.79
95.68,95.80,96.03,95.56
95.60,96.14,96.44,95.41
96.01,95.82,96.22,95.59
95.88,96.41,96.51,95.09
95.78,96.55,96.75,95.78
96.38,95.37,96.49,95.17
95.69,95.44,95.92,94.93
95.27,96.18,96.45,95.27
95.98,96.10,96.60,95.76
96.18,96.91,97.03,95.79
96.97,95.91,97.50,95.67
95.25,95.99,96.20,95.14
95.71,94.86,95.88,94.84
94.98,95.00,95.29,94.74
94.66,93.72,94.67,92.85
93.76,94.24,94.85,93.46
93.44,94.26,94.36,93.09
93.97,93.56,95.10,93.45
93.37,92.59,93.58,91.76
92.89,92.82,93.71,92.55
93.50,93.69,94.01,92.96
93.57,93.13,93.92,92.69
92.89,92.45,93.78,92.31
92.20,94.06,94.21,91.74
93.78,92.48,94.04,92.33
91.87,92.45,94.11,91.87
92.64,93.08,94.33,91.85
93.71,93.80,94.24,92.41
92.92,94.23,94.44,90.71
93.43,94.04,94.62,92.50
95.29,94.54,96.50,93.35
94.50,96.48,96.61,93.74
96.70,98.18,98.18,96.20
98.67,97.38,98.67,97.08
98.35,98.22,98.99,97.59
98.67,98.24,98.67,97.67
97.85,98.81,99.24,97.85
99.25,101.12,101.24,98.80
101.60,101.06,101.77,100.16
100.38,102.50,102.68,99.70
104.38,103.03,104.38,102.19
102.77,103.28,103.43,102.15
103.26,103.02,104.32,102.36
103.95,102.99,103.96,102.33
103.37,103.75,104.00,101.03
102.19,103.21,103.94,99.33
103.59,103.98,104.07,101.74
103.73,103.72,104.05,102.91
103.11,104.33,104.66,102.80
104.79,104.29,104.99,102.59
104.66,102.75,104.95,102.53
102.43,103.41,103.65,102.41
103.90,103.01,104.33,102.78
103.29,103.23,103.70,102.38
102.75,104.16,104.29,102.64
105.07,104.17,105.07,103.44
104.12,104.19,104.27,103.40
104.69,103.80,104.69,103.12
104.41,105.33,105.43,103.72
105.75,105.05,107.85,104.78
105.15,105.69,106.55,104.67
106.47,107.39,107.67,105.69
107.45,106.38,107.79,106.29
106.40,106.21,106.70,104.81
105.98,107.39,107.96,105.98
105.52,106.52,108.82,105.52
105.80,108.67,108.84,105.47
108.76,107.08,109.26,106.82
105.70,108.45,109.65,105.70
107.51,106.11,108.09,105.77
106.81,105.52,106.95,103.24
105.67,104.80,112.74,104.00
105.00,107.98,108.10,104.26
108.74,108.98,109.14,106.99
108.18,107.18,109.08,106.75
107.28,108.98,108.98,106.36
109.24,110.31,110.91,108.26
110.69,109.20,110.69,108.88
109.90,110.35,111.05,108.81
110.14,111.51,111.69,109.44
111.46,110.07,111.82,109.94
110.71,108.77,110.71,108.14
109.18,107.69,109.45,106.81
107.41,107.24,108.43,106.76
107.84,107.27,108.69,106.19
107.70,108.73,108.77,106.50
109.48,110.32,111.28,109.11
110.37,110.10,111.03,109.88
110.39,109.09,110.70,108.83
109.94,111.02,111.74,109.00
109.89,111.60,111.99,108.79
112.18,112.07,112.89,111.54
111.67,112.96,112.98,111.13
113.32,113.23,114.62,111.19
112.96,111.79,115.46,111.47
112.46,114.83,114.99,110.77
115.00,114.63,115.63,111.15
114.75,114.62,115.11,113.36
103.00,98.53,103.00,96.53
98.86,101.54,101.65,97.62
101.47,100.92,101.95,99.64
99.96,98.12,102.70,97.86
98.14,99.40,99.65,97.80
99.40,99.97,100.71,97.85
99.27,99.89,101.25,99.06
100.54,99.57,101.47,98.20
99.45,99.60,100.89,98.86
99.00,98.58,100.38,98.33
99.38,100.07,100.36,98.32
99.54,99.49,100.77,98.41
99.99,100.52,100.64,99.52
100.28,100.08,100.81,98.66
100.46,100.76,101.65,99.14
100.89,100.97,101.13,99.66
100.94,100.68,101.47,100.30
100.94,100.45,101.10,99.02
100.45,100.95,101.17,99.52
100.47,101.27,101.72,100.38
101.61,101.18,101.94,100.41
101.37,101.51,101.81,100.59
101.80,101.19,102.42,101.10
100.38,101.58,102.02,99.62
101.56,101.42,102.11,100.52
101.00,100.31,101.28,100.05
100.30,100.16,100.80,99.86
99.62,98.96,99.76,98.00
99.10,99.94,100.82,98.77
99.33,98.12,99.37,97.87
97.95,98.48,98.91,97.20
99.17,102.52,103.00,98.57
102.58,102.79,102.99,100.12
104.00,102.54,104.00,101.59
102.55,101.40,102.60,100.90
101.25,103.69,104.21,100.77
103.28,104.13,104.39,102.55
104.52,105.27,106.88,104.52
104.81,104.87,105.99,104.35
105.25,104.52,105.64,104.21
105.12,104.99,106.84,104.40
104.72,104.43,105.55,103.65
104.17,106.46,106.70,104.17
107.00,108.17,108.63,106.67
108.01,106.70,108.12,106.10
106.49,107.32,108.16,105.45
107.25,109.10,109.46,107.05
108.19,109.04,110.08,107.07
108.89,107.97,109.31,107.69
107.88,108.24,108.95,107.11
108.25,106.86,108.98,106.22
107.61,107.49,107.88,106.89
107.80,106.66,107.80,106.41
106.50,106.65,107.83,105.83
106.91,107.11,108.07,106.08
107.38,107.65,108.20,106.84
106.95,105.24,107.13,104.74
105.80,107.38,107.75,105.80
107.34,107.49,108.10,106.89
107.85,106.12,107.85,105.38
106.08,105.34,106.90,105.14
105.50,105.12,105.50,104.36
105.40,105.10,105.80,103.70
102.52,108.22,109.81,102.11
107.80,105.02,108.24,104.64
104.98,104.33,106.14,104.18
104.92,104.90,105.82,103.99
104.30,105.21,106.15,104.30
105.06,104.89,107.46,103.95
105.59,106.09,106.19,104.50
106.00,106.42,107.07,105.62
107.01,106.70,107.38,106.40
106.91,107.39,107.77,106.91
106.69,107.47,108.00,105.69
107.95,107.63,108.09,107.20
108.33,110.48,110.68,108.27
109.93,108.85,110.12,107.32
108.90,109.94,110.88,108.90
109.87,109.66,110.70,108.69
109.35,109.97,111.08,109.35
109.37,108.32,110.12,107.85
108.15,107.93,108.75,107.21
107.93,107.82,108.47,107.28
108.16,109.04,109.59,107.70
108.76,109.20,109.41,108.10
108.69,107.80,109.39,107.50
108.68,108.33,108.68,107.01
108.00,108.12,108.67,107.17
107.84,109.09,112.97,107.84
108.42,107.63,108.92,106.98
107.16,108.26,108.53,107.00
107.76,107.81,108.66,107.40
107.70,107.88,108.66,107.10
108.55,109.86,110.83,108.55
109.19,109.43,110.45,108.46
108.80,109.16,110.16,108.73
108.52,108.23,108.71,107.13
107.93,109.81,110.72,107.90
110.43,109.62,110.43,109.24
110.29,110.90,112.34,108.93
111.24,111.32,111.94,110.70
111.64,112.34,112.67,111.15
112.50,112.10,112.58,111.11
112.00,111.51,112.51,110.51
112.21,112.44,112.86,111.45
113.01,112.41,113.94,111.99
111.61,110.86,113.27,110.73
111.01,110.67,112.34,109.98
111.50,112.82,112.84,109.49
112.79,111.84,112.79,110.31
111.60,111.81,112.08,110.62
111.35,113.80,114.16,111.22
113.25,111.32,113.25,110.20
112.32,110.46,112.47,109.64
111.41,112.14,112.34,110.10
112.93,113.42,113.61,111.65
113.75,113.42,113.91,112.12
112.78,111.86,114.04,110.67
112.28,113.23,113.50,112.00
113.64,113.24,113.64,111.96
113.69,113.15,113.70,112.28
113.25,112.13,113.25,111.16
112.25,113.66,113.76,112.17
114.02,111.10,114.02,110.49
111.06,109.96,112.28,109.93
109.88,110.79,111.75,109.57
110.43,115.90,118.17,108.21
115.90,114.97,116.50,114.85
114.15,116.13,116.74,113.78
116.65,118.36,119.25,115.86
118.09,117.86,118.33,116.14
118.44,116.54,118.50,116.00
116.61,117.65,118.22,116.43
118.00,118.01,118.10,115.15
117.79,118.01,118.31,115.84
118.30,118.03,119.07,117.52
117.17,118.16,118.49,116.91
117.18,117.50,118.31,116.26
117.27,117.65,118.62,116.69
116.99,118.66,119.01,116.99
118.01,119.16,119.27,117.63
118.41,118.80,119.43,118.36
118.67,118.09,118.83,117.49
117.50,116.50,118.19,116.37
114.55,113.14,115.88,112.85
108.00,111.39,112.72,104.63
114.58,109.69,114.58,109.67
111.79,114.15,114.47,110.00
114.49,114.43,115.61,112.98
113.69,114.72,115.06,113.23
113.99,113.96,114.86,113.21
112.59,111.66,113.33,111.22
112.55,113.54,113.54,112.08
113.33,115.56,116.40,113.33
114.30,115.25,115.99,114.30
116.30,115.38,116.54,114.54
116.36,113.23,116.36,112.87
113.23,114.21,114.92,112.91
113.14,114.69,114.73,112.88
114.91,114.68,114.91,113.00
114.81,115.57,116.31,113.90
115.98,118.22,118.49,115.98
118.00,118.33,119.99,117.94
116.96,117.68,119.41,116.96
118.77,118.06,118.81,117.12
116.83,116.64,117.06,115.65
117.00,117.45,117.76,116.23
116.18,117.75,117.86,114.91
118.59,117.85,118.96,117.05
117.71,114.75,117.71,114.23
114.79,112.78,114.79,112.18
113.88,113.66,114.20,112.60
113.44,113.97,114.56,112.15
113.19,114.92,115.09,112.62
115.54,117.27,117.39,115.08
117.70,117.38,118.20,116.01
117.97,119.34,119.46,116.90
118.51,119.82,120.18,116.70
119.86,120.83,121.87,119.86
120.99,121.47,121.93,120.08
121.40,120.32,121.97,119.90
120.29,118.40,120.95,117.75
117.77,120.11,120.29,117.55
120.58,121.63,121.88,119.47
121.41,121.85,122.21,120.11
121.92,121.59,121.92,120.95
121.69,120.83,122.09,120.74
121.38,123.50,124.22,121.33
124.50,124.15,124.50,122.89
124.12,124.11,124.50,123.59
123.86,123.09,125.25,122.64
123.62,124.28,125.62,122.05
124.00,124.44,124.71,122.95
124.01,122.79,124.32,122.20
122.52,123.23,124.15,122.21
122.56,123.83,124.27,121.49
123.80,123.95,124.27,122.59
124.28,123.48,124.80,123.48
120.64,114.87,120.64,110.76
115.50,113.83,115.99,113.32
113.51,113.73,114.74,112.96
114.48,114.99,116.00,113.96
114.42,113.93,115.12,113.37
113.41,113.73,114.60,113.39
113.89,114.71,114.80,113.65
114.91,113.99,115.21,113.41
114.28,114.98,115.08,113.64
115.17,115.18,115.83,114.64
116.00,115.65,116.93,115.11
115.25,116.14,116.98,115.25
116.06,116.46,116.91,115.00
116.79,117.47,118.12,116.03
117.26,118.06,118.33,116.71
118.10,116.68,118.78,116.46
116.58,117.15,117.46,116.34
117.30,115.71,117.30,115.18
115.55,115.02,116.80,113.88
115.06,116.50,117.45,115.06
116.92,116.37,117.03,115.51
115.75,117.04,117.74,115.75
116.95,115.58,117.63,115.00
115.32,114.86,115.79,114.38
113.00,114.31,115.00,113.00
113.34,114.70,114.96,113.12
115.56,115.35,115.67,113.74
115.61,115.69,115.94,113.76
115.75,114.37,115.75,114.24
113.70,112.69,113.70,111.42
113.22,112.92,113.46,111.72
113.31,114.53,114.66,112.28
115.16,115.90,116.16,114.10
116.42,118.21,118.89,116.42
118.43,117.64,118.43,116.64
118.52,119.37,119.43,117.86
119.62,119.25,119.99,118.62
119.16,116.67,119.70,116.66
115.09,113.09,115.09,112.57
113.10,112.43,113.73,111.87
111.27,112.67,113.16,111.27
111.03,110.82,111.64,110.51
111.02,110.59,113.22,110.15
110.16,111.93,112.32,109.79
112.32,112.90,113.08,111.68
113.13,109.81,113.13,109.03
110.05,110.93,112.08,109.27
108.07,108.99,113.71,107.20
110.34,108.70,110.34,108.08
107.56,106.92,108.90,105.00
106.90,105.39,107.28,104.82
106.18,107.47,107.93,105.31
107.11,107.19,108.74,106.62
107.45,106.20,117.25,105.60
105.52,105.00,106.70,104.37
106.11,105.88,107.01,105.01
106.52,107.98,108.05,106.19
107.79,107.13,108.69,107.07
106.68,105.20,106.77,104.79
106.09,105.31,106.09,103.80
104.83,105.50,106.03,104.31
105.21,105.51,106.29,104.87
104.53,104.99,105.72,102.94
103.77,105.04,106.09,103.00
105.41,106.04,107.59,105.41
104.57,105.94,106.40,104.16
107.25,107.76,112.18,105.72
108.19,108.69,109.48,107.63
109.14,107.83,109.14,106.86
108.23,108.89,108.90,107.80
108.83,109.92,110.18,106.46
110.92,109.97,110.92,109.12
109.45,109.68,110.00,108.84
109.05,110.45,110.49,108.80
110.45,111.80,111.90,109.10
111.64,110.59,111.64,110.16
110.44,110.79,112.46,109.87
111.83,111.10,112.94,110.12
110.66,110.59,112.32,109.56
110.78,109.97,111.11,109.81
110.00,108.75,110.00,108.30
108.33,108.70,109.47,108.15
108.39,106.80,108.93,106.58
107.19,106.68,108.28,105.70
106.69,105.97,106.76,104.01
105.98,106.01,106.61,105.08
105.98,104.77,106.23,104.62
104.36,104.16,106.39,103.80
103.61,106.16,106.47,102.90
105.76,107.29,107.97,105.45
107.96,105.47,107.96,105.20
105.61,105.60,106.45,104.79
105.05,104.89,106.14,104.17
104.37,105.15,106.39,104.05
105.06,105.48,105.67,104.22
105.17,106.11,107.10,104.88
105.70,107.00,111.18,105.70
107.10,108.26,108.53,106.22
108.03,108.28,109.19,107.63
107.63,108.97,109.37,107.63
109.15,107.13,109.15,107.02
107.13,105.03,107.17,103.90
104.58,104.59,105.11,103.45
104.14,103.40,104.99,103.24
103.62,104.62,104.62,103.24
104.26,102.95,105.13,102.92
103.24,102.45,103.55,102.30
102.65,103.28,103.49,102.09
103.20,102.01,103.20,101.94
101.61,102.01,102.84,101.61
101.46,102.90,103.66,101.46
102.91,103.15,103.64,102.27
102.74,103.05,103.50,102.01
102.73,100.54,103.11,100.35
100.01,101.19,102.74,100.01
101.17,100.98,102.28,100.61
102.55,101.13,103.73,97.73
100.84,101.67,102.00,100.14
100.49,101.29,102.80,100.49
100.98,101.13,102.36,100.39
101.70,102.65,103.50,101.51
102.06,102.35,103.48,101.96
102.23,104.73,105.68,101.72
105.06,104.60,105.67,103.82
103.70,105.25,105.48,103.53
104.98,105.30,106.12,104.27
105.87,105.48,106.11,104.61
105.28,104.19,106.08,104.10
104.58,106.01,106.17,103.68
105.94,104.57,105.94,104.08
105.01,105.83,106.36,102.35
105.63,103.01,105.63,102.53
102.97,102.87,103.75,101.37
102.87,103.01,103.85,102.04
104.02,102.81,104.06,102.05
102.99,103.24,103.64,102.23
103.37,105.90,106.01,103.37
106.19,106.14,106.87,105.19
106.39,105.75,107.44,105.34
105.42,105.79,106.66,105.40
106.11,105.50,106.38,105.06
105.49,106.55,106.94,104.07
106.23,106.64,106.70,105.39
106.55,106.47,107.06,99.52
106.37,106.87,107.45,106.11
106.78,107.21,107.39,106.16
107.20,108.80,108.83,106.63
108.64,108.95,109.20,108.14
108.61,109.16,109.41,108.14
108.85,108.16,108.85,105.66
107.96,108.50,108.51,105.71
108.70,108.40,109.06,106.34
108.33,109.46,109.54,107.99
109.69,109.52,109.69,107.63
110.08,109.51,111.60,109.00
109.74,111.01,111.54,109.37
110.84,111.28,111.87,110.84
112.30,113.53,113.69,111.87
111.13,112.76,113.93,109.93
111.92,113.10,113.62,111.04
114.09,113.00,114.09,112.39
113.62,115.54,115.58,113.47
115.76,119.27,119.58,115.43
119.03,117.65,120.26,117.54
116.94,117.94,119.60,116.83
117.25,118.48,118.65,117.25
119.07,118.73,120.23,117.86
119.61,120.46,120.87,118.57
120.93,120.65,121.32,119.42
120.65,120.14,121.31,119.27
120.64,121.05,121.30,119.28
121.17,120.07,121.49,119.89
120.84,120.18,121.50,118.96
120.50,120.51,121.30,119.92
120.75,120.76,121.04,120.12
121.37,120.69,121.37,119.88
120.32,121.33,121.45,119.52
121.61,121.18,122.49,120.79
121.00,120.84,121.50,120.05
122.60,121.72,124.06,120.93
121.50,121.51,122.13,120.79
121.82,122.73,123.01,120.95
122.57,121.61,123.42,121.47
121.61,122.34,123.16,120.75
122.39,121.74,122.85,121.62
122.04,121.61,122.50,120.80
121.28,120.96,122.57,120.72
121.49,121.15,122.25,120.84
120.91,120.24,121.37,120.20
120.26,121.09,121.48,120.26
120.99,121.27,121.82,120.85
121.49,121.48,121.77,120.60
121.62,122.37,122.48,121.49
122.16,122.73,123.20,122.14
122.88,121.64,122.88,121.52
121.48,122.08,122.70,120.81
122.08,121.84,122.66,121.14
121.72,122.39,123.25,121.72
121.89,122.79,123.48,121.63
122.69,122.69,123.30,122.03
122.69,121.47,122.69,120.48
121.60,121.90,122.27,121.07
122.02,121.92,123.37,121.17
122.14,122.00,123.05,121.69
121.81,122.58,122.70,121.69
122.41,122.00,122.99,121.93
122.53,122.06,122.53,120.72
122.14,123.77,124.50,121.06
124.25,124.03,125.18,123.10
123.85,123.90,124.03,123.04
123.70,122.38,125.14,121.69
120.78,117.76,121.52,117.76
118.14,121.01,121.07,118.14
119.64,119.54,121.00,118.65
119.50,118.73,119.98,118.61
118.78,118.82,119.74,117.91
119.28,119.43,119.98,118.80
119.39,118.99,119.94,118.70
119.56,118.46,119.56,117.09
118.90,119.52,119.84,118.51
119.83,120.54,121.24,119.18
120.40,119.44,120.40,119.01
118.71,118.31,119.72,118.11
117.45,117.88,118.93,116.81
117.29,119.67,119.71,117.29
118.66,118.11,119.21,117.63
118.73,119.12,119.75,118.01
119.03,118.70,119.63,117.96
118.50,115.93,119.19,115.58
117.98,119.78,121.02,116.95
119.46,119.47,120.99,119.40
119.90,118.01,119.90,117.28
118.02,118.78,119.23,118.02
118.31,119.22,119.26,117.87
118.77,119.67,119.96,118.16
119.19,120.19,120.67,118.66
120.06,119.83,120.58,119.44
119.80,120.17,120.32,119.23
120.76,119.63,121.32,119.37
120.18,119.65,120.23,118.70
119.36,117.48,119.36,116.72
117.44,118.19,118.35,116.12
119.00,119.13,119.63,118.52
119.18,120.75,120.82,119.10
120.50,120.27,120.68,119.61
120.16,119.18,120.16,118.81
120.01,120.95,121.26,118.82
120.85,122.15,122.29,120.11
121.97,120.05,122.49,119.76
119.76,118.02,120.95,117.77
117.76,116.50,119.21,115.62
114.89,113.99,117.13,102.81
114.44,116.59,116.83,113.20
115.87,115.99,117.90,115.80
114.75,116.85,117.60,112.90
115.80,116.21,116.77,105.06
116.54,119.01,119.16,114.69
120.01,119.32,120.18,118.34
119.57,119.32,120.12,118.54
119.31,120.80,122.00,118.10
121.26,122.19,122.78,120.34
122.47,124.17,124.50,122.47
123.98,123.87,124.65,122.09
124.28,124.75,125.49,123.73
124.49,124.44,125.50,122.60
124.78,126.42,126.51,124.73
126.00,124.98,126.49,124.73
125.10,122.51,125.10,122.32
122.50,121.43,123.58,120.83
121.68,119.89,122.27,119.75
119.99,120.39,121.44,119.81
121.03,121.71,123.04,120.97
