UDOW,ProShares UltraPro Dow30,NASDAQ
83.20,79.36,83.20,78.70
80.39,79.85,80.94,77.96
77.71,77.51,79.31,75.50
79.46,79.16,79.88,78.10
80.50,81.39,81.88,80.10
82.84,83.06,84.06,82.75
82.35,81.05,83.45,80.97
82.58,82.41,84.11,82.09
82.08,81.66,83.72,80.75
80.80,82.61,83.26,80.46
84.05,84.96,85.11,82.36
86.34,86.59,87.28,86.06
88.00,87.96,88.36,87.10
88.10,87.92,88.89,87.30
90.80,90.72,91.13,89.67
90.91,90.52,91.40,89.95
91.02,91.29,91.57,90.68
91.30,90.63,91.31,89.99
91.13,90.83,91.55,90.44
91.66,92.37,93.11,91.59
91.98,92.39,92.40,91.45
92.34,92.49,92.90,91.90
93.14,92.89,93.44,92.37
93.48,92.36,93.48,91.52
91.24,92.30,92.60,90.78
91.14,92.51,92.62,89.87
92.03,92.08,92.42,91.23
92.97,92.01,93.22,91.20
92.29,91.73,93.98,90.96
93.87,93.67,94.23,93.40
93.01,94.28,94.35,92.58
93.83,93.60,93.93,93.05
93.44,91.90,93.44,91.09
90.98,91.27,91.66,90.37
92.79,91.63,92.93,90.40
91.30,90.62,91.99,89.13
89.31,90.44,90.84,89.23
90.94,91.10,92.00,89.14
90.68,89.11,90.95,88.80
87.16,85.41,87.16,85.08
85.31,84.94,85.80,84.42
84.42,83.50,85.21,83.50
83.87,83.57,84.65,83.25
83.16,81.84,83.83,81.53
82.17,82.86,83.24,82.00
83.29,83.64,83.94,82.39
83.74,82.63,84.42,82.63
80.83,79.75,81.80,79.69
79.61,80.70,81.26,79.60
80.64,80.92,82.14,80.27
81.21,80.30,81.21,79.67
82.11,80.71,82.46,80.00
80.52,82.41,82.84,80.28
82.46,82.46,83.34,82.27
83.23,82.32,83.75,80.13
83.39,84.63,85.13,83.39
86.18,86.81,86.83,85.75
86.87,89.13,89.13,86.80
89.53,88.72,89.55,88.50
89.43,90.05,90.20,89.21
93.00,92.17,93.21,91.79
92.50,92.79,93.20,92.50
92.68,95.36,96.00,91.76
95.72,94.62,95.77,94.50
94.77,91.70,95.00,91.63
91.34,90.50,91.54,89.84
90.63,89.36,91.04,89.09
89.68,88.23,89.81,87.83
88.69,89.02,90.06,88.30
87.99,87.77,88.30,86.82
85.19,85.61,86.59,84.50
85.71,86.58,86.94,85.37
85.55,85.56,85.74,84.26
85.00,83.33,85.18,82.55
83.33,84.68,84.87,83.01
82.50,82.44,83.69,82.08
82.45,79.87,82.50,79.86
80.08,80.30,81.01,78.90
82.40,85.34,85.38,82.40
85.15,87.40,87.40,85.00
85.50,88.37,88.65,85.45
88.35,86.17,88.42,86.00
87.78,89.64,89.72,87.50
87.19,89.61,89.78,87.08
90.24,90.09,90.40,88.88
90.24,89.93,90.36,89.50
90.83,91.35,92.23,90.48
90.32,90.42,90.75,89.55
91.09,92.09,92.42,90.90
92.36,93.10,93.10,92.09
92.87,93.15,93.61,92.46
93.76,95.09,95.11,93.60
95.51,93.96,95.81,93.10
93.50,92.89,94.53,92.67
93.39,93.87,94.42,92.55
94.72,94.34,94.80,93.36
92.98,93.93,94.51,92.19
95.10,96.48,96.50,94.87
97.39,93.82,97.47,93.53
93.47,96.74,96.74,93.39
96.47,97.04,97.25,96.19
96.66,96.55,97.24,95.69
95.06,97.88,97.97,94.95
97.89,99.07,99.23,97.65
99.40,100.68,100.72,99.23
101.61,100.98,101.95,100.32
101.20,100.78,101.92,100.40
101.20,99.70,101.73,98.91
100.61,101.59,101.79,100.48
101.72,102.68,102.80,101.10
103.62,103.09,103.65,102.65
103.08,102.81,103.87,102.81
103.60,103.58,103.77,102.78
104.10,103.25,105.03,103.23
103.53,101.83,103.59,101.43
100.86,100.08,101.20,99.01
99.07,99.65,100.98,97.85
98.97,98.40,99.79,98.20
101.10,102.10,102.22,100.25
102.50,102.32,102.84,102.09
101.50,101.31,102.22,101.22
101.60,98.70,101.65,98.50
98.38,97.10,98.84,96.35
97.29,97.37,98.02,96.61
98.76,99.54,100.60,98.63
100.42,99.59,100.50,98.77
100.11,104.48,105.11,98.18
104.46,105.42,105.55,104.18
105.62,106.48,107.36,105.60
107.40,107.48,107.96,107.01
107.60,108.50,108.64,107.60
109.46,110.93,111.00,109.30
111.63,110.95,111.85,110.50
111.10,111.28,111.38,110.85
112.00,112.86,113.03,111.68
111.59,110.25,112.04,109.65
110.78,110.78,111.65,110.06
112.05,109.71,112.05,109.36
111.30,111.78,112.50,111.00
111.27,110.57,111.58,109.73
111.87,110.28,111.88,108.96
110.98,110.17,111.22,108.98
109.67,106.44,110.39,106.15
107.30,108.64,108.75,106.65
109.07,110.90,111.41,109.05
110.11,109.67,110.44,108.83
109.65,110.33,111.20,109.34
112.05,109.57,112.14,107.61
109.62,108.91,109.62,108.00
106.88,105.48,106.88,104.21
103.41,99.22,103.83,99.22
99.56,98.43,100.26,97.36
99.12,99.95,100.37,98.74
97.37,96.60,98.55,95.81
98.70,98.38,99.53,96.97
94.91,95.73,97.56,94.16
95.46,89.70,95.77,89.41
90.67,90.85,91.50,89.40
90.22,90.83,91.55,89.11
91.97,94.36,94.42,91.97
95.15,97.30,97.45,94.28
97.38,97.40,97.48,96.24
97.93,100.95,101.67,97.79
101.59,100.95,102.35,100.27
98.96,102.11,102.38,98.84
101.50,104.45,104.96,101.29
104.78,104.06,104.83,103.66
103.45,102.39,105.97,102.17
102.42,104.00,104.70,101.63
104.40,103.79,105.41,103.47
104.18,105.36,107.41,104.18
105.51,105.14,106.58,104.42
105.51,105.59,106.55,104.69
105.39,107.10,107.18,104.87
107.22,108.30,109.57,106.10
105.12,105.01,106.21,103.12
108.28,109.32,109.91,108.08
109.37,108.60,109.45,108.35
109.58,110.12,110.54,109.47
111.49,110.65,111.68,109.55
109.97,110.04,110.21,108.27
110.47,108.67,110.84,108.12
107.15,108.40,109.02,106.86
109.41,103.97,109.85,103.48
103.45,103.27,105.06,102.70
104.67,106.46,107.07,104.53
107.12,108.23,109.00,106.88
108.13,106.11,108.88,104.10
105.40,108.25,108.61,104.77
109.25,107.40,110.62,107.39
108.63,107.08,109.09,105.88
109.11,109.06,109.65,107.45
110.31,106.77,110.75,106.77
106.59,106.72,107.47,105.30
107.33,107.67,109.69,106.76
109.44,110.55,110.93,109.33
111.42,111.95,112.65,111.24
112.45,112.83,113.15,111.55
113.38,112.56,113.52,111.93
114.17,109.79,114.21,109.24
109.06,106.24,109.73,106.21
106.18,106.59,107.35,105.02
107.96,110.14,110.14,106.81
110.05,104.70,110.47,104.41
103.10,102.00,104.41,101.64
104.05,104.72,105.00,102.49
105.19,106.40,106.61,102.60
108.43,109.68,109.68,107.60
109.23,109.43,110.26,108.56
109.51,110.07,110.38,109.37
110.56,111.46,112.50,110.38
111.89,111.28,111.89,110.80
111.97,111.28,112.13,110.28
109.97,108.53,110.21,107.86
110.14,110.18,111.20,107.47
111.00,111.83,112.37,110.84
111.80,112.68,113.03,111.48
112.30,112.26,113.26,111.64
112.23,111.43,113.55,110.93
109.66,111.73,112.16,108.66
111.00,109.17,111.00,109.17
110.74,111.84,111.93,108.57
111.84,112.49,113.91,111.49
112.47,113.22,113.30,111.50
114.43,115.52,115.71,114.38
116.00,115.95,116.41,115.78
116.00,114.05,116.12,113.66
113.31,110.75,113.42,109.68
110.81,111.67,111.76,110.06
110.73,112.00,112.31,110.57
111.97,109.12,111.97,108.53
110.24,112.39,112.70,110.24
112.71,112.77,113.23,111.71
113.08,114.06,114.19,113.08
115.43,115.50,115.72,114.80
115.61,114.70,115.61,114.42
115.48,116.08,116.09,114.56
115.63,116.49,116.58,115.09
117.00,117.02,117.36,115.77
116.31,116.65,116.94,115.99
116.31,116.90,117.09,115.63
117.61,118.95,119.25,116.33
119.87,120.89,120.97,119.68
120.96,121.30,121.94,120.78
120.99,121.47,121.47,120.40
120.14,119.29,120.25,118.77
119.20,116.96,119.24,116.38
117.63,117.80,118.18,116.69
117.14,117.98,118.45,116.69
117.20,118.66,118.95,116.91
118.66,120.57,120.72,117.40
120.75,120.87,121.00,119.68
121.84,121.63,122.20,121.27
121.47,121.20,121.51,120.37
120.67,118.79,122.00,118.48
117.87,119.68,119.97,117.85
119.61,119.16,119.61,116.98
118.53,119.25,119.49,117.57
118.86,118.65,119.70,118.26
119.57,121.50,122.39,119.40
121.60,121.89,122.08,121.45
122.95,123.70,124.04,122.64
122.96,122.86,123.15,122.21
122.18,120.59,122.18,119.81
121.41,122.15,122.55,120.68
118.53,120.77,121.69,118.20
120.51,121.31,121.40,119.55
123.38,123.69,124.37,123.18
124.15,123.87,125.03,122.59
125.20,125.52,125.56,124.50
124.80,122.15,125.88,121.87
123.40,124.67,125.03,122.89
123.65,123.77,124.18,122.00
124.71,124.99,125.46,124.36
125.08,124.56,125.10,123.80
124.87,124.30,125.16,123.84
122.80,121.65,123.02,120.65
121.64,121.99,122.52,119.79
123.02,120.73,123.64,120.72
121.86,120.00,122.24,118.55
117.45,113.34,117.73,113.10
112.14,111.82,113.62,110.56
112.26,113.27,113.78,110.76
112.16,110.34,112.81,109.12
109.39,110.94,112.00,109.23
112.22,109.40,112.26,108.72
109.77,113.03,113.23,109.34
114.45,113.34,114.80,113.34
113.01,113.48,113.98,112.46
114.54,115.37,115.82,114.04
115.89,116.67,116.74,115.46
117.99,115.83,118.11,113.94
117.78,119.38,119.47,117.66
120.56,121.10,121.40,119.98
120.74,122.58,122.89,120.74
123.08,123.89,124.61,122.84
123.64,123.18,124.50,122.77
124.61,124.79,125.78,124.45
125.41,125.48,126.39,125.21
126.15,125.74,126.15,125.10
124.25,125.21,125.39,123.75
125.49,125.47,125.66,124.00
125.60,124.71,125.77,123.55
126.45,125.00,126.65,124.66
125.52,124.82,126.86,123.92
124.50,126.19,126.23,123.50
125.59,125.74,126.35,125.07
125.09,123.75,125.21,123.22
123.86,124.78,125.11,122.75
123.13,124.48,124.67,123.00
124.06,123.21,124.29,122.05
123.48,124.03,124.55,122.40
123.17,126.26,127.03,123.10
126.78,126.83,128.27,125.29
127.76,129.20,129.49,127.50
130.94,129.63,131.09,129.11
129.32,127.22,129.32,126.84
125.96,124.66,127.13,124.61
124.76,127.91,128.10,123.96
127.19,122.00,127.22,121.81
123.31,125.36,126.20,122.75
121.85,124.50,125.04,121.40
124.78,124.03,126.04,123.33
123.50,118.76,123.61,118.06
118.13,118.53,119.90,115.97
121.14,122.94,123.46,120.16
124.52,122.75,125.07,121.32
120.75,116.85,121.18,116.82
116.70,122.50,122.90,115.71
121.38,115.45,122.19,115.12
115.28,113.06,117.50,113.03
112.95,108.39,114.18,108.18
109.70,108.37,111.32,107.53
104.59,104.82,106.20,99.10
100.72,104.33,106.25,100.14
107.95,109.49,110.50,107.17
107.39,109.98,109.98,107.15
111.61,114.24,114.33,110.89
114.98,111.32,115.14,111.11
114.56,115.46,117.33,114.56
115.79,118.03,118.26,114.96
117.10,118.46,118.83,116.55
119.74,122.20,122.24,119.07
122.92,121.67,123.66,119.97
122.05,126.41,127.01,121.99
130.16,130.37,130.82,129.00
130.55,130.09,131.14,129.51
129.52,130.36,130.82,128.21
132.80,132.75,133.01,131.01
133.34,134.50,134.85,132.07
134.48,135.15,135.32,133.40
135.30,136.19,136.31,134.63
136.20,136.19,136.69,135.49
134.39,136.36,136.60,134.39
136.78,137.16,138.46,135.71
137.07,136.97,137.66,136.45
136.21,137.30,137.91,136.17
137.32,138.42,139.35,137.32
138.11,138.25,138.90,136.84
136.26,139.05,139.09,136.17
143.12,141.28,143.25,140.22
142.06,141.46,142.43,140.93
142.22,141.64,142.27,140.82
141.92,141.83,142.04,141.05
142.03,142.08,143.49,141.53
140.65,140.82,141.81,139.53
140.98,143.04,143.64,140.98
143.16,143.87,144.41,142.82
143.37,143.67,144.77,141.75
144.70,145.17,145.99,144.01
144.06,142.91,145.28,141.51
138.64,141.49,141.67,137.36
140.29,135.04,140.43,134.47
136.30,136.86,140.57,136.06
133.92,129.77,135.90,129.61
131.40,126.96,132.21,125.70
125.76,124.79,132.71,124.66
125.75,130.91,131.73,125.51
136.40,140.52,140.55,134.88
141.52,141.17,142.79,139.77
142.20,144.71,144.71,142.14
146.15,146.66,147.34,145.56
146.94,146.34,147.70,146.27
147.33,146.77,148.02,146.75
146.16,146.47,147.25,145.78
145.25,145.12,145.90,144.50
145.75,141.46,146.53,141.14
142.99,141.33,144.33,139.00
139.05,133.98,139.44,133.00
134.52,130.49,135.39,128.08
133.93,135.52,135.76,132.40
139.35,142.89,143.18,139.20
143.28,139.10,143.40,137.75
139.70,136.69,140.00,135.00
140.38,136.11,143.25,133.40
130.28,131.62,133.20,127.94
133.41,129.52,133.98,128.85
128.57,133.27,134.00,127.60
134.58,133.88,135.50,129.82
132.33,134.93,135.56,131.30
136.29,140.66,141.25,132.90
140.32,137.17,140.60,137.17
136.65,137.53,137.90,134.78
130.71,130.62,133.30,128.35
132.73,126.21,132.79,126.19
127.50,131.16,131.54,124.97
129.53,125.78,131.15,125.22
126.77,129.71,129.85,122.65
131.40,136.43,136.56,131.40
135.14,136.76,139.26,135.12
138.45,141.49,141.74,138.26
142.19,140.49,143.48,139.23
138.35,138.18,140.07,137.17
140.63,141.43,141.90,138.38
140.33,141.79,142.61,139.40
143.24,144.52,144.69,142.60
144.91,145.75,146.16,144.41
145.27,146.29,146.54,144.21
145.29,146.05,146.40,144.81
144.74,145.06,145.83,143.50
144.04,148.81,148.89,142.46
147.68,148.29,148.29,146.76
148.30,150.49,151.00,148.23
150.56,150.81,151.28,149.83
150.55,150.84,151.43,149.49
150.78,148.68,150.78,148.55
149.23,152.50,152.50,149.23
151.50,150.49,151.79,148.83
149.11,147.28,149.11,146.16
148.97,148.69,149.30,147.67
146.17,141.99,147.38,141.25
142.22,145.26,146.10,142.07
141.69,137.77,142.00,137.66
138.31,136.84,139.00,136.60
138.92,142.84,143.03,138.90
141.72,139.61,141.83,136.50
141.34,144.72,145.09,141.25
142.30,141.45,142.85,140.22
140.19,146.98,147.57,138.00
145.69,144.35,146.10,143.53
147.26,148.21,149.91,146.28
148.26,147.96,150.13,147.88
147.50,145.49,148.70,145.30
145.93,138.42,146.25,138.33
136.74,137.45,139.21,135.00
137.00,138.10,138.46,136.31
141.60,144.22,144.98,141.60
141.89,139.66,143.28,139.39
139.70,137.73,139.70,135.00
137.60,139.28,140.46,137.07
136.60,141.99,143.39,136.14
142.59,141.72,144.40,141.65
142.33,142.53,144.28,140.58
142.33,143.91,144.45,140.54
144.71,146.20,146.48,143.40
146.09,144.41,147.42,144.20
144.42,145.80,146.61,142.58
147.23,147.39,148.70,146.60
146.96,147.53,149.00,146.41
143.92,140.60,144.09,138.70
143.61,145.50,146.85,143.61
147.08,143.59,147.59,142.93
144.52,145.60,145.87,141.93
143.96,146.23,147.94,143.49
146.65,146.77,147.36,144.91
148.99,145.77,149.01,145.33
145.85,147.37,147.65,142.67
144.70,145.39,147.06,143.50
144.51,140.51,145.47,139.23
143.50,145.00,145.25,142.90
146.29,146.40,147.74,145.96
145.65,142.47,146.58,142.28
144.73,141.43,145.50,138.54
140.86,143.28,144.35,140.38
147.72,149.64,149.94,147.72
149.16,147.70,149.88,147.24
145.07,146.72,147.86,143.25
147.17,146.71,148.41,146.17
149.45,151.23,151.37,149.26
151.28,151.95,152.05,150.58
152.00,152.50,153.29,151.27
153.16,152.94,154.00,151.75
76.98,76.29,77.07,76.10
76.17,76.36,76.65,75.84
75.96,75.72,76.29,75.41
75.20,73.35,75.25,72.63
73.93,74.70,75.05,73.50
74.18,74.46,74.49,73.71
74.23,73.05,74.23,72.45
74.18,73.35,74.25,72.67
73.00,73.03,74.00,71.96
73.93,73.95,74.95,73.00
72.95,71.81,73.94,71.36
71.67,71.12,72.12,70.75
71.00,70.10,71.09,70.02
70.24,70.01,70.68,69.47
71.00,72.91,73.34,70.80
73.65,73.43,74.25,73.20
72.48,71.69,72.76,71.17
70.20,70.36,70.71,69.23
70.42,71.68,71.90,70.18
72.34,72.04,72.82,70.96
72.85,74.21,74.99,72.85
73.99,73.00,74.13,72.98
74.38,74.39,75.04,74.04
74.50,74.63,75.12,74.15
74.00,72.46,74.39,72.46
73.32,71.55,73.38,71.50
72.25,72.19,72.95,71.60
70.18,68.02,70.93,67.87
69.50,68.15,69.50,67.66
70.21,69.93,70.40,68.97
70.25,69.42,70.67,69.05
67.71,69.01,69.60,67.48
69.40,70.15,70.25,66.45
68.55,67.00,68.76,66.79
69.39,67.47,69.89,67.33
69.73,69.82,70.25,69.00
71.51,72.39,72.50,71.49
72.26,73.28,73.50,72.01
73.33,73.25,73.69,72.74
74.42,74.10,74.46,73.48
73.63,73.80,73.80,73.10
74.15,73.91,74.34,73.42
72.54,71.72,72.60,71.06
71.23,70.97,71.67,70.38
70.95,69.62,70.95,69.16
69.66,67.73,69.66,67.40
66.26,66.14,66.78,65.61
66.90,68.24,68.46,66.22
68.65,69.62,69.93,68.35
69.42,69.58,69.74,68.29
70.06,68.96,70.10,68.64
69.13,67.83,69.13,66.65
68.00,67.23,68.22,66.75
67.99,67.29,68.65,66.99
67.58,66.05,67.68,65.40
65.71,65.55,65.87,64.45
66.72,68.23,68.37,66.72
66.49,65.86,66.72,65.21
64.25,65.86,66.14,62.75
65.82,66.07,66.80,65.20
65.95,66.73,66.88,65.72
66.00,67.59,67.63,65.25
67.04,67.21,67.87,66.91
66.13,65.47,67.31,64.65
63.59,61.38,64.00,61.38
59.32,55.69,60.29,55.68
46.06,49.48,54.68,44.01
54.44,47.83,54.46,47.58
51.23,53.46,53.60,48.82
55.59,57.02,57.15,53.77
56.16,57.03,57.28,55.85
55.79,55.71,56.81,54.95
52.00,51.13,53.22,50.27
53.21,53.89,53.89,51.80
54.63,54.12,55.88,53.55
51.77,51.44,52.36,50.69
54.29,55.20,55.29,53.63
56.80,52.85,56.98,52.50
52.64,53.59,54.68,52.44
53.30,54.57,54.63,52.75
54.57,53.98,54.63,53.60
54.48,56.24,56.69,54.20
56.67,57.74,57.84,56.18
57.56,56.99,59.70,56.64
54.46,53.94,55.69,53.62
55.08,55.27,55.93,54.10
53.04,53.51,53.75,52.38
53.70,53.01,53.76,52.28
51.59,52.22,52.63,50.39
54.17,53.39,54.73,52.50
52.37,50.30,52.40,50.02
50.51,50.59,51.28,49.65
52.39,52.81,53.00,51.42
53.39,52.79,53.55,50.85
50.83,54.68,54.74,50.29
55.98,57.70,57.99,55.75
57.99,57.90,58.65,57.45
58.93,59.17,59.76,57.66
58.95,60.68,61.00,58.66
60.90,61.10,61.33,60.41
61.12,61.55,61.61,60.83
60.41,61.02,61.98,60.41
60.78,59.25,61.29,58.90
59.74,61.65,61.65,59.45
62.00,62.26,62.40,61.19
61.75,62.50,62.60,61.43
61.92,62.46,62.89,61.66
63.01,61.91,63.49,61.75
63.15,65.44,65.61,62.99
66.90,67.20,67.55,66.15
67.23,66.96,67.33,66.70
66.09,66.43,66.98,65.95
66.88,68.65,68.65,66.12
68.07,68.37,68.73,67.57
68.50,67.32,68.89,67.32
67.63,69.20,69.39,67.59
68.98,70.20,70.93,68.81
70.87,69.85,70.95,69.29
70.06,69.78,70.51,68.76
69.88,70.31,70.39,68.75
69.71,68.37,69.71,67.56
67.86,68.77,68.85,67.56
69.33,68.08,69.33,67.99
66.80,65.16,67.10,65.08
64.53,62.90,65.04,62.78
62.41,65.46,65.52,62.41
66.13,65.65,66.86,65.20
66.20,68.47,68.64,66.18
68.01,68.44,68.87,67.92
69.58,69.54,70.60,69.14
69.56,69.24,70.06,68.68
67.83,69.42,69.95,67.83
69.72,69.41,69.88,69.24
69.30,69.32,69.65,68.75
69.81,68.53,69.85,68.47
69.37,70.36,70.49,69.03
70.34,68.66,70.65,68.36
69.16,65.72,69.16,65.05
66.21,69.79,70.07,66.14
69.37,68.52,69.40,67.42
66.58,66.71,67.94,65.76
66.49,65.84,68.92,64.80
65.95,66.79,68.19,65.64
64.19,63.23,65.06,62.88
63.53,64.50,64.51,61.86
65.89,66.23,67.29,65.67
67.73,68.61,69.07,65.67
69.39,65.83,69.39,65.72
64.72,61.55,64.76,61.55
62.93,62.91,63.30,61.46
63.59,64.61,64.96,62.68
66.15,66.59,66.68,65.55
66.40,66.00,66.69,65.97
65.02,65.78,65.89,64.77
67.29,67.86,68.27,67.02
67.55,66.60,67.68,66.41
65.94,64.54,66.43,64.54
61.15,61.57,61.57,59.40
61.75,61.63,62.02,60.35
58.89,58.92,60.10,58.01
55.70,54.89,57.90,54.33
55.80,53.15,56.16,52.86
53.97,53.69,54.30,52.05
55.05,54.78,55.56,52.96
55.41,51.22,55.59,50.93
51.84,53.27,54.31,50.48
49.37,49.49,50.44,48.17
51.47,49.82,51.47,48.75
47.15,47.61,48.81,44.60
47.69,48.57,50.00,46.95
50.69,50.54,50.91,49.43
50.14,48.65,50.43,48.50
49.22,51.17,51.29,49.22
50.35,49.00,51.76,48.38
50.28,50.11,50.45,48.25
51.22,53.76,53.76,50.86
52.72,53.56,54.30,52.22
52.00,50.80,52.00,50.35
51.85,52.48,52.97,48.97
52.29,53.35,54.01,51.90
53.10,51.29,53.23,50.54
49.40,49.66,50.17,47.55
48.01,49.64,50.70,48.01
50.47,48.87,51.50,48.71
46.54,46.54,47.57,45.03
47.75,49.25,49.25,47.20
50.89,51.37,51.41,49.89
52.50,53.85,54.19,52.42
54.33,53.43,54.38,53.26
52.77,53.27,53.35,52.21
54.87,55.49,55.97,54.72
55.16,53.75,55.37,53.45
52.10,54.15,54.42,51.05
54.60,56.28,56.31,53.93
57.33,55.73,57.45,55.60
55.68,54.54,56.69,54.53
55.54,57.94,58.02,55.20
57.36,58.31,58.37,56.98
58.19,58.84,58.84,57.55
59.09,59.45,60.08,58.38
58.80,60.16,60.46,58.76
59.12,59.16,60.28,58.68
59.88,59.56,60.14,59.00
60.17,59.49,60.92,57.71
61.00,61.76,61.92,60.90
61.29,61.97,62.51,61.13
61.07,62.22,62.24,60.81
61.78,63.10,63.63,61.73
63.15,64.72,65.26,62.74
65.44,66.03,66.29,65.25
65.77,66.26,66.56,65.49
65.63,65.90,66.60,65.37
65.40,64.87,65.67,64.61
63.80,64.93,64.96,63.62
65.28,65.18,65.70,64.70
64.54,66.25,66.35,63.99
67.49,67.18,68.00,66.74
67.05,66.82,67.61,66.61
65.60,68.06,68.22,65.47
68.09,67.45,68.25,67.13
66.14,65.89,67.13,65.63
65.91,67.22,67.31,65.29
65.95,65.27,66.33,64.60
66.37,65.67,66.95,65.07
66.37,65.45,67.34,65.39
65.82,67.26,67.47,65.33
68.28,69.30,69.47,68.25
69.60,69.60,70.01,69.14
69.68,69.24,69.69,68.90
68.54,70.45,70.55,68.54
70.92,71.09,71.63,70.28
70.77,71.63,72.41,70.77
71.50,70.38,71.80,70.08
70.20,70.52,70.80,69.43
69.85,70.18,70.22,68.77
70.55,70.31,70.96,69.68
69.76,70.93,71.45,69.54
69.82,68.51,70.86,68.00
67.72,67.86,68.24,66.36
68.29,69.11,69.34,67.74
67.75,67.53,68.09,66.56
66.52,66.41,67.39,65.88
66.91,66.50,67.36,66.03
65.62,67.48,67.57,65.61
67.41,67.15,68.00,66.71
67.84,69.67,69.72,67.84
69.13,67.37,69.31,67.37
68.11,67.48,68.34,66.37
67.15,65.31,67.62,65.10
65.50,67.30,67.80,65.41
67.00,65.29,67.25,64.63
64.74,65.46,66.65,64.26
64.78,64.37,64.94,63.23
65.11,65.11,65.96,64.88
65.30,65.14,65.75,64.95
66.11,67.45,67.89,66.11
68.29,69.03,69.57,68.14
69.50,68.81,69.53,68.57
69.07,69.32,69.43,68.83
69.88,68.36,69.88,67.71
67.37,68.40,68.69,67.07
67.97,69.03,69.04,67.55
68.52,68.71,69.04,67.40
69.25,70.08,70.40,69.19
70.55,70.28,71.00,70.27
70.69,71.04,71.20,70.50
70.25,70.85,71.05,70.02
69.41,69.47,70.12,68.80
68.51,67.97,69.79,67.95
67.58,67.26,67.97,66.38
67.81,67.04,68.43,66.80
65.91,68.00,68.23,64.97
68.15,67.36,68.15,66.50
69.62,68.77,70.39,68.73
69.31,69.05,69.65,68.69
69.39,68.39,70.00,68.26
70.40,70.98,71.01,69.68
64.92,63.73,67.32,63.37
62.29,60.96,62.55,60.12
62.95,63.80,63.80,62.07
65.26,66.81,67.08,65.09
67.42,69.57,69.60,67.13
69.31,69.88,70.50,69.31
68.90,68.61,69.17,67.97
67.86,69.57,69.63,67.19
69.73,69.31,70.36,68.43
70.89,71.83,72.49,70.68
72.81,73.13,73.88,72.71
74.34,74.64,74.95,73.96
74.99,74.91,75.14,74.28
76.80,76.51,76.95,76.11
77.13,76.58,77.31,76.13
76.77,76.89,77.27,76.44
76.78,77.31,77.31,76.60
78.06,77.74,78.12,77.29
77.45,76.73,77.65,76.22
76.85,77.38,77.46,76.50
77.24,76.46,77.24,75.98
76.39,76.21,76.80,75.18
76.98,76.23,77.10,75.68
76.09,76.01,76.32,74.92
75.35,75.71,76.10,74.95
75.93,75.35,76.12,74.76
75.10,74.26,75.32,73.43
74.25,74.68,74.76,73.92
75.02,74.80,75.32,74.45
75.92,76.93,77.04,75.92
77.42,77.06,77.57,76.72
77.38,77.08,77.74,76.76
77.00,76.82,77.62,76.48
77.50,78.28,78.60,77.42
77.98,77.78,78.20,77.30
78.41,78.54,78.99,78.35
77.99,77.56,78.33,77.53
77.50,78.01,78.16,76.75
77.99,78.30,78.40,77.59
77.59,77.80,78.24,77.11
77.21,77.56,78.08,76.77
78.41,77.80,78.84,77.75
77.71,76.94,77.71,76.54
76.57,76.53,77.14,76.30
77.00,75.94,78.00,75.07
75.90,77.19,77.41,75.90
77.27,76.76,77.50,76.17
76.23,76.01,76.57,75.21
76.08,76.26,76.44,74.79
77.13,77.22,77.85,76.58
77.68,77.78,77.94,76.68
77.63,77.72,77.83,77.06
77.05,77.08,77.45,76.69
75.62,72.22,75.62,72.22
71.08,75.00,75.43,70.91
73.37,71.96,73.82,71.46
72.04,71.54,73.06,71.08
71.65,73.65,74.10,71.31
73.20,72.55,73.20,71.93
73.61,72.51,74.15,72.20
73.63,72.68,73.84,72.67
73.57,74.60,74.78,72.57
75.78,75.60,76.50,75.40
75.35,74.22,75.60,74.09
72.98,72.06,73.15,72.03
72.04,73.75,73.85,71.65
74.04,75.04,75.14,73.14
74.89,72.75,75.38,72.02
73.85,74.66,75.36,73.63
73.97,73.92,74.29,73.34
74.25,72.95,74.71,72.33
73.89,74.30,74.80,73.80
73.95,74.27,74.40,72.93
74.59,73.81,74.75,72.75
74.98,74.97,75.75,74.86
74.55,72.58,74.55,71.65
72.41,72.66,73.25,71.89
71.20,72.26,72.56,70.41
73.75,72.61,74.04,72.61
72.49,71.94,72.87,71.65
73.47,72.86,73.60,72.45
73.24,73.42,73.97,72.98
73.12,72.94,74.00,72.59
71.88,72.81,73.01,71.60
73.94,73.62,74.28,73.34
73.58,73.52,73.88,72.78
71.97,73.35,73.81,71.69
74.00,73.05,74.06,72.75
73.40,72.84,74.02,72.08
73.14,72.58,73.25,72.50
72.89,71.37,72.96,70.20
70.87,70.48,71.47,70.13
70.72,70.24,71.07,69.88
69.98,69.68,70.81,69.65
72.67,73.65,73.99,72.41
73.73,75.28,75.98,73.51
73.01,78.31,79.05,73.01
79.37,81.12,81.92,78.90
81.00,81.56,81.69,80.16
82.43,81.88,82.74,81.22
81.95,82.59,82.65,81.08
81.91,82.13,82.40,81.57
82.13,82.55,82.60,81.87
82.81,82.20,82.81,82.05
82.58,83.33,83.42,82.43
84.00,84.60,84.60,83.45
84.15,84.94,85.02,84.00
85.82,85.88,85.88,85.47
85.26,85.23,85.70,84.85
85.44,85.80,86.04,85.07
86.83,85.97,87.16,85.97
86.62,86.76,87.00,86.25
86.53,86.38,86.75,86.07
87.55,86.86,87.81,86.64
