SLCT,Select Bancorp,NASDAQ
10.45,10.37,10.50,10.20
10.20,10.07,10.20,10.04
10.09,9.99,10.19,9.76
10.00,9.84,10.07,9.69
9.89,9.80,9.89,9.06
9.72,9.70,10.00,9.54
9.75,9.84,10.00,9.75
9.89,9.94,9.98,9.76
9.82,10.00,10.00,9.82
10.00,10.08,10.20,9.77
10.03,9.88,10.16,9.67
9.83,9.95,10.07,9.23
9.95,10.20,10.20,9.78
10.14,10.11,10.20,10.08
10.08,9.93,10.08,9.87
9.88,9.91,10.00,9.85
9.91,9.85,10.13,9.65
9.89,9.91,10.00,9.67
9.90,9.94,10.20,9.90
9.91,9.91,9.91,9.90
9.60,9.95,9.95,9.60
9.72,9.92,10.00,9.72
9.95,9.71,9.95,9.71
9.95,9.93,9.95,9.85
9.81,9.71,9.85,9.69
9.80,9.95,9.95,9.80
