NTES,NetEase,NASDAQ
57.08,56.19,57.18,54.82
56.83,56.98,57.33,56.57
57.78,58.91,58.94,57.50
59.73,61.04,61.41,59.47
61.08,63.17,63.54,60.41
63.59,63.41,64.05,62.54
63.19,63.85,64.69,63.07
64.02,63.73,64.38,63.42
64.16,64.52,64.65,63.77
64.78,64.47,65.14,64.29
64.89,64.48,65.49,63.99
64.64,64.86,65.03,64.33
65.44,64.90,65.44,64.54
64.61,64.55,64.80,64.39
64.96,64.85,65.18,64.59
65.00,65.01,65.72,64.88
65.00,65.55,65.97,64.54
65.73,66.28,67.13,65.65
66.35,66.79,67.11,66.13
66.69,66.61,67.37,66.41
67.64,66.28,67.95,66.17
66.28,66.89,67.24,65.84
67.59,67.08,68.77,66.42
66.99,65.73,67.31,65.25
65.41,63.92,65.41,63.50
64.18,63.50,64.33,63.49
63.99,63.71,64.25,63.02
64.48,64.07,64.55,63.63
64.01,63.84,64.01,62.56
63.90,63.65,64.10,63.45
63.53,62.56,63.93,61.87
62.23,60.93,62.38,60.83
60.93,60.59,61.16,60.39
60.60,60.40,61.11,60.27
60.47,60.59,61.02,60.08
61.00,60.89,62.30,60.32
61.23,61.45,62.10,61.01
63.25,63.16,63.95,62.01
63.42,63.57,63.60,62.82
64.48,67.04,69.48,64.01
68.51,74.20,74.69,68.21
73.66,72.45,74.50,71.72
72.89,74.01,74.09,72.69
75.11,75.42,76.42,74.17
76.49,76.12,77.48,75.01
75.07,73.36,75.79,73.00
73.22,74.67,75.32,73.08
74.52,74.82,75.48,74.28
74.07,70.74,74.35,70.50
71.80,73.50,73.74,71.03
73.20,72.92,73.50,71.75
72.93,72.21,73.50,71.87
72.19,73.46,73.64,71.89
73.58,71.83,74.40,71.74
72.69,73.29,73.30,72.22
73.25,74.03,74.76,73.07
74.27,74.76,76.80,74.17
74.67,72.30,74.92,71.85
73.46,74.90,75.75,73.20
75.12,74.18,76.30,73.75
74.31,73.96,74.76,73.00
74.16,75.20,76.47,74.16
74.96,74.10,75.18,73.43
74.10,72.77,75.18,72.15
73.22,72.00,73.23,71.07
72.74,72.03,74.15,71.91
71.98,72.24,72.90,71.98
72.00,71.69,72.20,71.32
72.00,72.60,73.52,71.03
72.94,72.51,72.99,71.51
71.94,72.50,72.85,71.74
72.65,72.51,72.88,71.66
72.60,72.59,73.21,72.31
72.57,71.05,74.05,70.24
71.00,66.37,71.26,66.24
66.60,69.07,69.80,66.56
69.82,69.44,69.82,68.83
69.28,69.57,70.38,68.92
68.87,69.56,69.89,68.60
68.97,69.39,70.49,68.90
69.58,70.06,70.46,69.24
69.74,69.74,69.98,69.49
69.31,70.30,70.91,69.21
71.05,71.40,71.79,70.63
72.21,72.82,74.81,72.02
73.02,70.87,73.25,70.59
71.41,71.93,72.41,70.50
73.07,72.85,73.38,72.00
71.70,65.36,71.99,65.05
66.00,68.88,69.97,65.91
69.48,66.70,70.10,66.01
66.95,67.51,68.43,64.50
68.03,67.10,68.84,66.65
67.50,66.82,67.81,66.24
67.01,66.49,67.50,65.23
66.35,65.19,66.87,64.88
65.78,64.08,66.29,62.88
66.75,66.64,66.78,63.60
66.66,66.86,67.93,66.01
66.80,67.10,67.26,66.06
67.00,69.41,70.20,66.55
63.02,66.35,67.93,63.00
66.35,68.02,68.03,65.85
68.61,67.50,70.57,67.33
67.96,66.39,68.13,66.07
67.29,66.15,67.29,65.67
66.95,67.37,67.43,65.94
67.75,66.30,67.75,65.85
66.66,67.27,67.67,65.68
67.05,67.39,68.30,66.03
67.71,70.53,70.96,67.08
71.02,71.81,72.55,71.00
71.22,72.19,72.64,71.16
71.67,69.31,72.17,68.79
68.93,69.59,69.94,68.72
69.29,69.84,70.26,69.11
69.99,70.71,72.96,69.45
71.04,71.27,71.71,70.50
70.63,72.56,72.65,70.06
72.80,69.76,74.55,69.54
69.85,70.65,71.44,69.72
71.00,70.42,71.29,70.11
71.00,70.90,71.38,70.62
71.67,71.64,72.17,70.87
71.42,72.63,73.48,71.42
72.20,73.09,73.95,71.50
73.00,74.51,75.00,72.66
75.25,75.52,76.14,73.81
75.89,75.77,77.10,74.61
75.91,76.18,76.79,75.83
76.99,78.46,79.86,75.78
78.55,78.27,79.50,77.13
78.86,78.60,79.26,77.98
78.50,78.31,79.34,77.02
78.71,78.21,78.71,77.58
78.08,78.03,78.46,76.73
78.00,79.69,80.59,77.60
80.47,82.40,82.99,79.98
83.10,79.77,84.35,79.65
80.00,81.77,81.96,79.25
81.79,78.39,82.49,78.01
78.51,79.51,80.86,77.69
80.26,79.33,80.59,78.21
79.28,79.92,80.12,78.62
80.38,79.45,80.72,78.62
80.23,80.73,81.26,79.51
81.28,81.24,81.93,80.02
78.49,77.87,79.79,76.82
77.24,74.46,77.87,72.50
74.45,74.38,74.80,72.33
75.01,76.26,77.54,74.91
75.72,75.27,76.60,74.34
76.20,75.98,77.11,75.33
74.59,74.97,75.83,73.96
75.46,72.30,75.99,71.88
72.49,71.84,73.95,71.22
71.84,71.59,72.64,68.92
71.35,71.52,72.49,70.29
72.49,72.83,73.70,69.79
73.00,72.39,74.40,71.56
71.99,71.69,73.68,71.59
72.00,71.55,72.83,71.22
72.76,72.40,74.93,71.01
71.60,73.31,73.39,71.60
73.96,73.59,74.54,72.91
73.60,73.01,74.67,72.67
72.51,71.18,73.05,70.82
71.10,70.95,72.73,70.45
69.74,67.99,69.98,67.99
67.54,66.57,68.27,66.46
66.73,67.77,69.16,66.60
68.01,68.70,71.06,68.01
69.51,69.17,69.97,68.26
68.13,67.82,69.00,66.58
68.97,68.82,69.42,68.02
68.80,70.40,70.66,68.60
71.06,72.55,73.56,70.54
73.14,71.59,73.58,71.45
71.00,70.00,71.00,69.10
70.61,68.31,70.79,68.26
67.61,67.60,68.11,66.18
67.80,66.12,68.28,65.51
65.65,65.10,66.06,64.85
66.12,64.73,66.25,63.90
64.86,65.93,66.31,64.44
65.38,63.97,65.66,63.47
63.80,63.35,64.27,62.92
64.76,64.48,65.10,63.05
65.18,64.89,65.37,63.80
65.72,64.75,65.97,64.32
65.19,66.31,66.46,64.65
66.25,65.00,67.20,63.46
65.40,68.13,68.19,65.01
68.87,67.30,69.96,67.17
67.77,69.82,70.06,67.77
70.00,66.23,71.49,66.00
66.50,65.53,67.37,64.55
66.02,64.45,66.02,63.78
64.01,64.70,65.09,63.27
65.06,67.20,67.28,64.71
67.80,67.91,68.50,67.09
68.24,68.28,68.97,67.51
68.01,68.22,69.96,67.88
68.31,69.15,69.80,67.87
68.80,69.53,69.79,68.59
70.00,69.77,70.49,68.77
69.97,71.19,71.30,68.90
71.78,74.04,75.10,71.30
74.80,74.14,74.81,73.59
74.26,73.70,74.26,72.66
74.25,73.39,74.25,72.66
72.70,71.12,74.15,70.41
70.74,67.98,71.82,66.99
67.98,69.46,69.53,67.35
69.24,68.09,69.31,67.51
68.50,70.01,71.04,68.05
69.54,69.85,71.07,69.33
69.16,70.15,70.41,69.03
70.08,69.38,70.51,69.19
69.56,67.07,70.28,66.64
67.16,67.63,68.92,67.00
67.35,67.15,67.86,64.92
67.84,71.47,72.33,67.15
71.25,71.43,71.75,70.14
71.00,71.04,71.88,70.00
69.80,71.25,72.72,69.10
71.49,70.67,71.76,69.75
70.43,70.70,71.48,70.27
70.70,71.01,71.70,70.70
71.64,71.67,72.30,71.13
72.01,71.44,72.04,71.11
71.40,71.04,71.40,70.11
71.76,71.16,71.76,70.26
71.64,71.05,71.64,70.68
71.56,71.47,71.56,70.80
71.68,71.16,71.82,70.55
71.18,70.20,71.40,69.38
69.90,69.64,70.07,69.13
69.23,71.04,71.68,69.23
70.85,71.03,71.39,70.32
71.00,70.85,71.26,70.04
71.02,71.42,71.99,70.88
71.65,72.39,72.49,71.65
72.33,72.53,72.85,71.90
72.89,75.84,76.18,72.58
75.77,75.42,75.99,74.19
74.67,75.12,75.42,73.67
75.21,75.70,77.16,75.18
75.49,76.28,76.50,75.07
76.14,77.03,77.06,75.50
77.30,77.19,77.30,76.28
77.19,76.71,77.19,76.01
76.30,77.62,78.17,76.10
76.88,77.09,77.60,76.60
77.25,78.29,78.73,77.03
77.88,77.69,78.75,76.97
77.70,78.36,78.68,77.41
78.50,78.90,79.10,78.40
79.00,78.80,79.67,78.30
79.43,79.38,79.70,78.30
79.69,77.94,79.69,77.32
77.42,75.74,77.86,73.59
75.33,76.05,76.39,74.90
74.71,76.12,76.50,74.02
76.15,76.35,77.27,75.52
77.21,78.00,79.00,77.13
78.03,78.41,78.60,76.79
79.00,81.68,82.19,78.83
81.59,80.75,82.37,80.57
81.68,81.99,82.67,80.99
82.19,82.94,83.50,81.80
83.85,84.91,85.19,83.43
85.46,84.12,85.46,83.19
83.76,84.63,85.00,82.42
85.00,83.63,85.42,83.45
84.29,85.89,86.47,82.95
86.11,85.02,86.75,84.81
85.05,85.79,86.43,84.07
84.70,84.04,85.57,83.34
84.00,82.21,84.00,80.77
82.81,83.41,83.62,81.86
83.43,82.75,83.88,82.44
82.16,82.58,82.82,81.50
82.35,82.95,83.96,81.84
83.16,82.90,83.91,82.08
83.63,83.48,84.06,82.95
82.57,82.65,83.81,81.61
83.60,84.06,85.00,82.40
85.00,85.41,85.87,81.68
85.40,86.96,87.42,85.01
87.67,89.10,89.67,87.19
88.62,88.58,89.55,88.05
88.58,88.10,89.35,88.05
88.40,88.20,89.24,87.82
88.20,87.73,88.83,87.25
88.31,89.54,89.64,88.04
89.79,90.12,91.06,89.10
89.66,89.54,90.77,88.65
88.93,88.29,89.90,87.79
88.49,88.04,88.97,87.86
87.72,87.90,88.58,87.51
88.45,88.26,88.91,87.73
88.79,89.78,90.70,88.79
89.79,89.67,89.91,89.24
89.51,88.93,90.33,88.66
88.61,88.16,89.80,87.88
87.67,87.91,88.60,87.13
87.31,88.63,88.74,87.19
88.60,88.32,88.73,88.09
88.62,86.62,88.62,85.93
86.01,88.14,88.52,85.56
88.92,88.17,88.92,87.60
88.72,89.45,89.55,88.29
89.40,88.84,90.08,87.55
88.24,87.01,88.98,86.44
86.70,87.31,88.48,86.51
87.92,88.32,88.77,87.31
87.74,84.97,87.98,84.60
85.36,85.70,86.83,85.10
84.75,84.99,86.73,83.87
85.50,85.66,85.79,84.32
86.06,82.95,86.09,81.78
82.82,82.41,83.95,81.42
83.20,83.37,84.33,83.00
84.07,84.18,85.28,83.25
83.69,83.67,85.24,83.50
84.07,85.00,85.91,82.65
85.25,85.00,86.88,84.90
85.44,83.42,86.59,82.75
83.21,83.01,85.07,82.50
83.89,85.86,87.50,83.05
85.12,88.99,89.46,83.87
86.84,88.10,88.81,85.92
89.12,88.06,89.89,87.58
88.31,90.20,90.57,88.06
91.59,92.22,94.97,91.59
92.09,91.97,94.21,91.77
93.03,92.10,93.73,91.95
91.42,92.74,93.44,90.80
91.81,91.97,92.62,90.76
91.97,92.75,93.21,91.57
93.68,92.01,94.08,91.83
92.23,94.01,94.91,92.15
94.97,94.72,95.79,94.58
95.49,93.83,95.59,93.53
93.15,94.07,95.06,92.72
95.07,93.35,95.50,92.76
93.66,92.80,94.10,91.81
92.52,91.80,93.36,91.78
92.64,93.08,93.43,92.38
93.95,93.85,95.10,93.39
94.40,94.93,96.22,94.23
94.69,98.00,99.18,94.04
99.40,100.64,101.29,97.96
100.67,101.12,101.81,99.84
101.02,101.90,102.00,99.78
101.15,100.16,102.08,99.66
100.87,102.70,103.35,100.22
104.41,105.23,106.30,103.70
105.00,105.02,106.81,103.53
104.50,104.20,105.49,103.40
103.97,105.82,105.91,103.61
107.04,105.67,107.47,104.96
104.90,104.84,105.95,103.75
105.37,104.64,105.68,103.76
104.70,103.22,104.94,103.07
104.19,101.93,104.19,101.46
101.93,101.34,102.40,100.95
101.89,98.61,101.96,97.12
95.98,99.90,100.50,95.23
100.18,96.56,101.64,96.39
97.53,100.78,101.29,96.01
99.49,99.45,102.00,98.24
99.63,99.75,100.68,98.79
99.97,98.93,99.97,97.76
99.53,97.74,99.96,97.32
98.81,102.32,102.97,98.81
103.08,101.94,103.22,101.62
103.02,102.66,104.27,102.22
102.61,100.41,103.00,99.58
100.27,101.31,103.44,99.73
101.39,101.60,103.01,99.85
101.93,99.44,102.80,99.33
99.00,98.99,100.15,98.35
99.48,99.14,100.07,98.25
99.82,98.81,100.73,96.85
98.95,99.40,100.99,98.43
99.80,101.10,102.48,98.62
101.98,102.62,106.47,101.71
102.89,103.13,104.99,102.63
103.07,103.58,104.77,102.23
104.59,104.01,104.89,102.64
104.41,104.87,106.49,103.63
103.73,104.86,106.97,103.30
105.61,106.70,107.90,104.66
106.57,108.70,110.82,106.38
109.71,111.07,113.41,109.01
111.34,112.39,112.77,110.50
113.87,111.87,113.87,110.00
111.91,112.90,114.59,111.91
112.98,111.06,113.77,109.78
110.29,110.16,111.08,109.10
110.76,108.60,111.85,107.93
108.46,109.17,110.46,107.31
108.37,109.25,109.92,107.25
109.54,112.89,113.25,107.97
112.36,114.81,114.87,111.00
114.89,116.53,118.47,114.65
116.27,115.88,116.31,114.26
116.35,111.64,116.35,111.54
110.11,106.94,110.11,105.64
110.42,114.85,116.23,109.33
113.95,116.07,116.68,113.70
116.95,113.48,117.45,111.86
113.60,112.99,114.36,111.92
113.00,115.01,115.13,111.78
115.12,114.99,115.28,113.68
115.33,110.60,115.57,110.43
110.99,110.08,110.99,108.43
110.56,111.65,112.00,109.37
111.20,109.55,111.25,107.02
109.67,101.98,109.83,101.68
102.00,104.74,107.03,102.00
105.31,100.04,106.02,98.84
101.20,97.10,101.76,96.61
96.20,96.28,98.66,95.29
95.15,97.04,97.83,95.15
97.85,101.10,101.39,97.57
101.66,100.76,102.77,100.00
100.69,100.01,101.63,99.89
99.80,99.49,100.55,98.15
99.24,97.47,99.24,97.33
98.34,94.83,98.34,94.18
94.27,95.73,97.11,94.17
97.00,99.30,99.73,96.53
99.38,99.52,100.61,98.00
99.72,100.10,102.12,99.11
100.60,98.18,100.87,97.17
98.29,100.67,101.85,98.01
101.75,103.87,104.48,101.54
103.14,102.65,104.39,102.04
102.79,99.95,103.97,99.43
100.08,101.46,102.38,98.76
102.04,103.83,104.73,101.46
104.00,105.02,105.59,102.55
103.85,105.30,107.34,103.15
104.73,107.06,108.21,104.73
107.88,111.51,111.76,107.20
111.01,111.07,112.00,109.13
111.00,112.00,116.44,109.90
113.63,117.04,121.00,113.63
119.51,120.15,120.69,116.57
119.40,118.80,122.80,118.41
118.50,117.82,119.33,116.83
117.59,116.50,117.98,113.52
116.98,115.74,118.00,114.83
116.00,116.24,117.37,114.39
114.61,112.68,116.23,110.61
114.00,113.92,114.30,112.00
114.95,115.23,116.65,114.58
116.21,114.64,116.57,112.44
114.39,118.93,118.96,113.71
119.05,122.19,124.18,117.56
122.98,123.26,124.38,122.20
124.00,123.73,124.15,121.30
123.73,125.00,127.78,122.50
125.91,128.19,128.24,124.95
128.35,126.39,128.63,125.26
127.31,127.98,130.79,126.39
128.03,125.30,128.37,125.12
125.60,123.30,125.90,122.01
124.52,127.50,128.14,123.99
130.00,129.23,130.39,126.52
129.00,128.89,129.95,127.04
129.23,127.75,129.99,127.59
127.56,130.00,131.52,127.41
136.64,140.83,143.93,136.06
140.86,141.12,142.57,139.18
140.77,141.32,142.45,139.50
143.00,140.32,143.40,140.06
141.83,144.13,145.11,141.04
145.56,149.47,150.30,144.59
149.95,146.20,149.95,146.00
148.92,144.39,149.36,144.11
145.51,143.87,145.59,142.01
142.19,141.76,144.50,139.65
141.91,141.41,143.50,140.61
143.69,144.17,146.08,141.50
143.13,144.43,145.17,143.10
146.29,144.14,146.40,143.85
143.33,143.18,144.39,142.70
142.60,145.59,146.96,142.60
145.96,144.07,150.02,142.92
143.70,144.21,145.08,140.89
144.54,147.10,147.47,144.00
147.84,148.53,150.68,146.51
148.00,150.01,151.34,146.30
147.60,148.19,150.35,146.27
146.84,149.86,151.42,146.84
151.99,151.27,154.88,151.01
151.00,150.74,151.86,149.50
149.60,149.38,150.16,147.16
150.90,144.89,151.19,144.61
146.90,150.39,151.26,145.01
149.74,148.18,150.39,147.46
148.98,147.02,149.49,146.08
146.50,144.48,146.80,140.40
143.00,140.61,143.67,140.36
143.25,144.87,145.46,142.71
143.43,144.13,146.25,142.85
143.58,144.93,145.58,142.11
140.75,133.99,141.44,131.00
130.50,129.78,131.95,116.08
122.51,132.35,134.51,121.99
137.68,140.96,143.94,137.68
142.20,139.95,143.97,136.68
142.32,141.04,142.99,139.27
139.62,145.21,149.27,139.61
142.86,141.88,146.60,140.75
144.44,150.76,150.93,143.00
153.00,150.94,154.52,149.52
150.36,150.17,150.58,147.02
150.00,151.05,152.50,148.14
147.10,150.17,150.95,147.01
151.88,150.58,153.87,150.12
150.58,148.65,150.99,147.30
141.69,138.58,143.50,136.31
139.97,140.45,142.43,138.53
141.90,141.47,143.62,140.54
141.00,141.03,144.00,139.10
141.03,138.63,143.29,136.76
139.10,138.84,140.61,135.29
140.44,143.42,145.37,140.11
143.89,145.55,147.50,143.56
146.03,146.03,148.21,144.85
147.10,147.79,149.89,145.49
149.39,149.22,149.97,146.42
146.58,141.57,147.93,140.11
138.01,141.20,141.73,133.74
138.25,133.90,138.63,130.80
132.08,126.04,134.62,125.65
123.75,124.00,125.26,121.29
120.51,122.49,124.00,116.52
121.33,122.08,123.98,119.51
120.54,119.73,121.99,118.42
117.47,114.19,121.05,114.14
104.00,107.14,107.99,102.80
113.58,112.52,117.15,112.05
115.38,111.43,115.38,107.11
114.49,120.86,122.00,114.49
119.00,117.91,119.96,116.19
116.16,111.18,117.01,110.37
107.36,110.23,111.94,106.40
110.49,109.51,111.30,106.64
110.00,109.24,111.91,108.60
108.27,107.67,110.70,106.68
111.44,112.37,115.11,110.01
114.85,114.21,120.82,113.86
114.21,119.32,125.47,113.27
118.32,117.45,118.80,115.38
116.85,114.80,117.45,114.34
114.83,114.87,117.96,114.57
116.74,118.85,120.24,115.66
119.99,116.37,119.99,115.44
116.00,115.02,117.73,114.54
116.50,115.08,117.77,115.00
112.97,113.67,115.39,112.38
113.42,114.49,114.76,112.10
112.92,112.90,114.39,110.65
113.56,113.12,114.25,112.11
113.00,114.35,114.86,112.08
113.22,118.59,119.54,112.52
119.88,120.12,124.05,119.56
120.81,117.41,121.49,116.01
117.15,122.70,125.23,116.42
123.02,129.17,131.00,121.02
128.13,126.04,129.48,124.87
128.48,128.25,130.30,125.48
128.01,130.71,132.82,126.62
131.74,129.16,132.44,128.77
130.47,131.48,134.00,130.47
130.17,132.33,133.47,129.94
133.23,129.27,134.00,128.81
131.21,133.39,133.90,130.75
134.39,139.77,140.82,132.36
138.00,138.18,139.75,136.45
138.09,139.20,139.42,136.77
139.00,137.17,139.00,134.80
138.40,139.20,140.68,137.20
143.38,141.60,143.69,140.30
141.96,140.87,143.14,139.53
141.40,142.52,143.84,141.00
143.18,143.03,143.21,140.55
142.38,140.84,143.14,139.50
142.00,144.53,146.97,141.75
144.75,144.40,146.46,143.40
143.45,142.60,145.00,142.21
144.23,146.59,147.90,144.23
146.88,144.87,148.99,143.38
145.00,146.82,147.69,143.88
147.00,148.52,150.46,146.02
147.32,147.11,148.31,144.34
148.59,150.07,151.50,147.55
158.00,153.34,159.34,152.82
153.15,148.11,155.96,147.98
145.26,145.83,147.69,140.80
146.82,150.69,151.50,146.82
151.44,154.27,154.74,150.00
156.39,159.22,160.80,156.00
160.00,163.68,164.77,159.35
165.00,164.87,168.35,164.20
164.10,164.98,165.49,162.54
169.98,169.43,170.37,167.25
167.78,164.01,167.85,158.55
165.01,166.66,166.67,161.27
164.50,164.44,165.33,161.27
165.48,170.92,172.00,163.84
171.56,170.28,176.10,169.41
170.10,179.14,179.91,170.00
178.08,177.94,178.94,174.60
173.20,180.51,181.29,171.61
179.84,176.50,181.66,176.12
176.94,177.17,179.94,174.53
175.06,172.53,176.41,169.45
172.81,177.58,177.70,172.01
178.00,180.67,183.93,177.98
183.32,184.34,184.95,180.83
185.00,182.36,185.85,181.10
182.05,181.81,182.98,177.39
182.52,180.00,185.24,178.27
181.00,181.42,181.52,177.76
183.52,182.12,183.52,181.05
181.81,183.85,186.00,181.50
182.20,181.73,184.00,177.87
182.38,184.73,186.45,182.38
184.03,180.65,184.76,180.16
180.03,181.24,182.43,179.34
172.15,172.12,173.46,165.06
173.04,173.86,175.00,171.50
172.00,173.67,175.72,170.49
165.30,165.37,167.49,162.78
167.11,163.46,170.00,162.89
160.00,158.79,163.48,155.24
160.31,160.86,161.39,158.47
162.00,157.81,162.00,157.36
157.00,163.52,164.38,155.58
158.04,154.99,160.98,152.48
158.30,161.65,164.88,158.30
156.87,160.32,161.41,154.51
160.56,159.16,161.45,157.02
162.22,153.50,162.99,151.15
154.00,158.48,160.89,153.10
155.76,152.40,155.97,150.50
152.73,154.04,155.50,151.12
155.32,153.75,156.66,152.01
155.58,156.14,157.56,154.21
155.85,156.51,157.38,153.53
155.00,154.73,156.85,154.12
154.94,149.52,155.49,146.16
149.47,150.69,152.78,148.60
151.40,139.47,151.40,138.88
136.71,133.13,138.00,130.10
131.69,136.40,139.00,129.60
137.93,138.19,140.39,137.51
134.04,136.85,139.57,132.50
140.45,138.43,145.29,137.29
143.42,150.64,153.00,143.42
152.00,155.96,156.69,148.04
157.00,152.27,157.65,150.49
151.06,153.94,155.27,150.59
156.91,160.08,162.54,155.00
160.33,157.37,160.60,154.80
155.80,159.90,160.43,152.00
146.89,136.23,146.89,132.00
137.75,135.38,142.60,135.32
135.15,134.61,136.67,134.14
136.09,138.77,140.14,135.01
140.68,135.92,141.69,132.60
134.92,140.06,141.22,134.86
141.25,141.73,144.89,140.30
141.64,141.62,143.22,139.63
140.68,137.68,142.97,137.24
139.36,140.47,140.60,136.29
140.13,139.40,142.00,137.28
142.00,144.12,144.80,140.98
143.19,146.58,149.79,143.19
144.89,146.28,147.64,144.31
145.92,150.75,150.78,144.54
151.00,151.91,155.45,150.93
151.28,147.84,151.28,145.50
147.68,148.69,149.99,147.00
148.47,149.48,150.94,148.04
148.65,145.76,149.37,144.14
145.00,144.48,145.00,141.73
144.38,140.00,144.55,139.65
139.88,138.86,140.03,136.37
139.86,142.63,143.29,139.50
143.09,143.58,146.00,142.65
142.32,143.02,143.34,140.35
142.96,141.31,144.16,139.83
140.26,141.30,142.19,139.10
141.70,144.70,145.55,140.72
144.24,144.86,146.03,142.60
145.67,143.25,146.55,142.01
144.76,138.91,145.42,138.68
139.34,137.19,140.33,136.24
140.00,142.74,143.28,139.12
143.49,141.44,144.70,140.53
141.76,138.28,141.83,137.73
136.87,139.02,139.95,136.87
140.09,137.78,140.09,135.38
137.01,135.94,137.98,135.85
137.63,136.14,137.94,133.21
135.01,133.07,136.21,132.33
133.00,133.08,133.18,130.82
133.08,133.60,134.81,131.99
132.91,133.14,134.78,132.09
133.51,134.88,137.91,133.51
134.67,140.70,140.73,134.67
139.39,139.38,140.70,138.10
138.01,137.70,138.91,136.45
136.85,139.49,140.61,136.85
140.04,140.48,142.50,139.59
139.96,140.31,141.78,137.50
139.50,138.96,140.84,138.09
139.00,143.40,144.12,138.23
143.56,145.17,148.20,141.82
149.16,145.80,150.00,139.57
146.73,153.40,154.32,146.56
155.52,161.62,163.14,155.15
161.46,163.49,166.68,160.41
163.77,163.56,164.47,160.16
162.81,161.23,164.47,158.93
162.49,166.81,168.87,162.49
166.01,164.20,167.66,163.96
166.07,174.00,174.13,165.02
176.06,173.00,176.06,171.01
173.01,176.83,177.03,172.00
177.49,175.79,177.87,173.30
176.93,177.84,179.10,175.34
176.01,176.16,177.32,172.61
175.73,173.60,176.94,172.73
173.91,175.56,177.53,173.60
175.80,174.52,175.98,173.01
173.77,174.81,177.29,172.49
174.68,174.82,175.92,173.27
173.51,171.48,174.62,169.47
169.06,161.98,169.47,161.45
161.00,163.21,166.15,161.00
162.76,164.46,165.45,162.09
164.78,164.30,165.34,162.94
163.50,165.28,165.85,162.51
164.21,163.11,165.75,161.32
166.34,164.94,167.39,163.63
165.41,165.77,167.24,164.73
166.61,167.53,169.27,165.02
169.60,172.91,172.99,167.82
165.44,172.09,173.60,165.15
170.49,166.66,171.00,165.45
168.72,173.00,173.24,168.72
175.00,181.48,183.89,172.45
184.82,193.22,193.27,184.31
193.25,184.57,193.44,183.80
184.00,186.84,190.00,183.37
185.78,186.12,188.48,185.33
185.00,188.44,189.41,185.00
189.16,185.13,189.63,182.86
189.16,196.62,198.20,188.03
199.62,197.33,202.70,195.36
197.66,193.63,197.88,193.00
195.16,195.50,197.28,193.51
195.91,195.21,199.78,194.25
196.70,199.43,201.93,195.20
198.24,198.78,200.25,196.31
200.00,199.05,200.00,197.02
198.20,197.37,199.99,196.50
198.00,196.02,198.48,194.40
196.10,201.12,201.57,193.27
201.42,204.49,206.06,200.96
205.59,207.17,207.94,204.50
207.79,206.03,210.27,204.38
205.63,204.27,206.00,203.22
204.25,202.71,204.25,198.58
202.29,200.34,202.56,199.19
199.67,198.60,202.68,197.00
199.18,198.42,201.15,197.17
200.51,201.59,202.00,199.57
201.59,200.36,203.34,199.64
199.57,198.99,200.44,197.65
200.00,199.41,201.39,197.96
201.35,200.29,202.49,199.70
199.96,205.87,206.49,199.01
209.03,211.48,215.97,205.50
213.35,213.20,217.37,212.47
214.27,213.33,215.49,212.28
217.00,207.62,217.01,199.13
206.40,209.74,210.73,204.20
209.00,212.57,214.48,208.43
213.56,213.17,214.98,211.75
212.84,211.11,214.38,210.48
210.00,208.49,210.30,206.50
209.50,217.71,218.77,208.52
217.00,213.57,217.46,213.05
215.67,211.00,215.67,209.21
211.54,211.97,212.77,209.26
211.90,215.91,217.08,210.92
217.00,214.91,218.37,212.00
217.51,222.00,224.18,216.63
221.89,218.93,222.62,217.90
219.00,221.68,223.25,217.51
220.00,213.17,222.44,211.21
208.30,230.07,230.55,208.02
228.69,231.27,240.47,228.68
232.35,234.76,243.15,232.35
235.76,237.75,239.20,232.57
237.50,238.03,242.98,236.25
242.13,248.99,252.42,240.53
249.97,244.14,252.97,241.10
247.99,249.54,251.47,246.00
251.25,252.05,254.48,249.74
248.10,247.42,249.90,245.82
243.21,241.21,243.83,237.23
243.87,244.15,248.57,242.50
245.00,243.49,246.23,241.55
242.45,242.06,244.30,241.09
243.47,240.78,243.98,238.02
243.74,244.86,247.87,243.31
246.72,248.60,250.97,246.20
248.70,248.13,249.75,247.26
247.47,255.98,256.74,244.89
255.02,252.95,257.56,250.37
254.50,261.34,262.72,254.50
261.34,254.20,261.34,253.30
255.16,261.42,270.93,254.50
258.26,261.98,263.50,252.32
265.88,261.37,272.58,259.82
261.48,261.10,263.87,258.59
264.64,265.57,268.99,264.48
267.38,263.89,268.69,261.98
263.89,264.50,265.55,262.00
263.37,263.53,264.99,261.00
267.98,267.18,268.36,265.00
268.13,269.60,270.44,265.67
268.26,265.74,268.26,265.21
268.22,267.05,271.66,263.27
267.00,264.97,267.05,263.21
265.48,256.99,268.98,256.86
259.00,249.03,259.89,246.64
248.77,242.94,249.00,241.03
243.12,243.42,246.15,237.66
240.40,243.43,245.88,240.20
251.43,251.18,256.00,250.03
251.00,248.96,251.90,247.00
241.45,251.86,255.70,240.66
239.76,228.62,252.10,224.71
229.01,234.57,235.88,218.00
234.27,217.91,235.61,216.39
227.61,228.10,232.90,225.56
226.31,230.13,231.98,223.83
230.13,236.83,237.14,229.61
237.04,230.81,239.62,229.86
231.11,234.16,237.24,231.07
235.11,231.82,236.91,231.02
231.27,231.58,233.70,229.14
233.08,227.09,233.88,223.19
230.49,231.78,235.98,228.63
231.16,230.04,233.36,227.17
230.70,224.10,234.70,223.86
225.11,217.82,225.84,215.01
217.57,220.59,221.58,215.67
217.00,226.17,226.88,216.95
226.60,222.65,226.60,219.06
222.77,223.16,224.88,218.62
222.70,225.21,227.39,220.33
